occ,serialno,year,constit,wt14,male,age87,manual,fv,right,inflation,rl,party,rank,age,rldist,yr87,yr92
602,1213,87,308,1.005038,0,20,0,1,6.0,5,8.031557,1,1,2.0,4.127224,1,0
602,1213,87,308,1.005038,0,20,0,1,6.0,5,2.648171,2,2,2.0,11.234758,1,0
602,1213,87,308,1.005038,0,20,0,1,6.0,5,4.626119,3,3,2.0,1.8875487,1,0
603,1213,92,308,1.005038,0,20,0,3,4.0,5,4.477668,3,1,2.5,0.22816654,0,1
603,1213,92,308,1.005038,0,20,0,3,4.0,5,3.011912,2,2,2.5,0.9763177,0,1
603,1213,92,308,1.005038,0,20,0,3,4.0,5,7.790695,1,3,2.5,14.36937,0,1
604,1215,87,308,0.9021334,1,48,1,3,4.5,4,4.626119,3,1,4.8,0.015906036,1,0
604,1215,87,308,0.9021334,1,48,1,3,4.5,4,2.648171,2,2,4.8,3.4292707,1,0
604,1215,87,308,0.9021334,1,48,1,3,4.5,4,8.031557,1,3,4.8,12.471895,1,0
605,1215,92,308,0.9021334,1,48,1,2,2.25,5,3.011912,2,1,5.3,0.5805101,0,1
605,1215,92,308,0.9021334,1,48,1,2,2.25,5,7.790695,1,2,5.3,30.699303,0,1
605,1215,92,308,0.9021334,1,48,1,2,2.25,5,4.477668,3,3,5.3,4.962504,0,1
606,1218,87,308,1.005038,1,50,1,1,7.25,3,8.031557,1,1,5.0,0.6108315,1,0
606,1218,87,308,1.005038,1,50,1,1,7.25,3,4.626119,3,2,5.0,6.884751,1,0
606,1218,87,308,1.005038,1,50,1,1,7.25,3,2.648171,2,3,5.0,21.17683,1,0
607,1218,92,308,1.005038,1,50,1,1,6.0,4,7.790695,1,1,5.5,3.2065892,0,1
607,1218,92,308,1.005038,1,50,1,1,6.0,4,4.477668,3,2,5.5,2.3174953,0,1
607,1218,92,308,1.005038,1,50,1,1,6.0,4,3.011912,2,2,5.5,8.928669,0,1
610,1231,87,309,1.005038,0,56,0,1,2.5,5,8.031557,1,1,5.6,30.598124,1,0
610,1231,87,309,1.005038,0,56,0,1,2.5,5,4.626119,3,2,5.6,4.5203824,1,0
610,1231,87,309,1.005038,0,56,0,1,2.5,5,2.648171,2,3,5.6,0.02195463,1,0
611,1234,87,309,1.005038,1,72,0,1,5.0,5,8.031557,1,1,7.2,9.190338,1,0
611,1234,87,309,1.005038,1,72,0,1,5.0,5,4.626119,3,2,7.2,0.1397869,1,0
611,1234,87,309,1.005038,1,72,0,1,5.0,5,2.648171,2,3,7.2,5.5311,1,0
612,1234,92,309,1.005038,1,72,0,1,5.25,5,7.790695,1,1,7.7,6.455132,0,1
612,1234,92,309,1.005038,1,72,0,1,5.25,5,4.477668,3,2,7.7,0.596497,0,1
612,1234,92,309,1.005038,1,72,0,1,5.25,5,3.011912,2,3,7.7,5.0090375,0,1
614,1247,87,309,1.005038,0,74,0,1,6.0,4,8.031557,1,1,7.4,4.127224,1,0
614,1247,87,309,1.005038,0,74,0,1,6.0,4,4.626119,3,2,7.4,1.8875487,1,0
614,1247,87,309,1.005038,0,74,0,1,6.0,4,2.648171,2,3,7.4,11.234758,1,0
615,1248,87,309,0.9021334,0,36,1,3,2.25,5,4.626119,3,1,3.6,5.645942,1,0
615,1248,87,309,0.9021334,0,36,1,3,2.25,5,2.648171,2,2,3.6,0.1585401,1,0
615,1248,87,309,0.9021334,0,36,1,3,2.25,5,8.031557,1,3,3.6,33.426403,1,0
616,1248,92,309,0.9021334,0,36,1,3,4.25,5,4.477668,3,1,4.1,0.05183263,0,1
616,1248,92,309,0.9021334,0,36,1,3,4.25,5,7.790695,1,2,4.1,12.536523,0,1
616,1248,92,309,0.9021334,0,36,1,3,4.25,5,3.011912,2,3,4.1,1.5328616,0,1
617,1249,87,310,0.9913294,1,33,1,2,2.75,5,2.648171,2,1,3.3,0.010369156,1,0
617,1249,87,310,0.9913294,1,33,1,2,2.75,5,4.626119,3,2,3.3,3.519823,1,0
617,1249,87,310,0.9913294,1,33,1,2,2.75,5,8.031557,1,2,3.3,27.894846,1,0
618,1249,92,310,0.9913294,1,33,1,2,3.25,5,3.011912,2,1,3.8,0.056685846,0,1
618,1249,92,310,0.9913294,1,33,1,2,3.25,5,4.477668,3,2,3.8,1.5071683,0,1
618,1249,92,310,0.9913294,1,33,1,2,3.25,5,7.790695,1,3,3.8,20.617912,0,1
620,1252,87,310,0.9913294,1,22,1,2,4.25,4,2.648171,2,1,2.2,2.5658562,1,0
620,1252,87,310,0.9913294,1,22,1,2,4.25,4,4.626119,3,2,2.2,0.1414656,1,0
620,1252,87,310,0.9913294,1,22,1,2,4.25,4,8.031557,1,3,2.2,14.300174,1,0
621,1252,92,310,0.9913294,1,22,1,2,3.5,5,3.011912,2,1,2.7,0.2382298,0,1
621,1252,92,310,0.9913294,1,22,1,2,3.5,5,4.477668,3,2,2.7,0.9558343,0,1
621,1252,92,310,0.9913294,1,22,1,2,3.5,5,7.790695,1,2,2.7,18.410065,0,1
622,1253,92,310,1.402371,1,47,1,1,5.25,5,7.790695,1,1,5.2,6.455132,0,1
622,1253,92,310,1.402371,1,47,1,1,5.25,5,4.477668,3,2,5.2,0.596497,0,1
622,1253,92,310,1.402371,1,47,1,1,5.25,5,3.011912,2,3,5.2,5.0090375,0,1
623,1259,87,310,1.005038,1,78,1,1,5.5,5,8.031557,1,1,7.8,6.408781,1,0
623,1259,87,310,1.005038,1,78,1,1,5.5,5,4.626119,3,2,7.8,0.76366776,1,0
623,1259,87,310,1.005038,1,78,1,1,5.5,5,2.648171,2,3,7.8,8.132929,1,0
624,1259,92,310,1.005038,1,78,1,3,2.75,5,4.477668,3,1,8.3,2.984836,0,1
624,1259,92,310,1.005038,1,78,1,3,2.75,5,3.011912,2,2,8.3,0.06859795,0,1
624,1259,92,310,1.005038,1,78,1,3,2.75,5,7.790695,1,2,8.3,25.408607,0,1
625,1260,87,310,0.9913294,0,26,1,2,4.5,5,2.648171,2,1,2.6,3.4292707,1,0
625,1260,87,310,0.9913294,0,26,1,2,4.5,5,4.626119,3,2,2.6,0.015906036,1,0
625,1260,87,310,0.9913294,0,26,1,2,4.5,5,8.031557,1,3,2.6,12.471895,1,0
626,1260,92,310,0.9913294,0,26,1,2,3.0,5,3.011912,2,1,3.1,0.0001418983,0,1
626,1260,92,310,0.9913294,0,26,1,2,3.0,5,4.477668,3,2,3.1,2.1835022,0,1
626,1260,92,310,0.9913294,0,26,1,2,3.0,5,7.790695,1,3,3.1,22.95076,0,1
627,1268,87,310,0.9913294,0,51,1,2,3.25,5,2.648171,2,1,5.1,0.3621982,1,0
627,1268,87,310,0.9913294,0,51,1,2,3.25,5,4.626119,3,2,5.1,1.8937039,1,0
627,1268,87,310,0.9913294,0,51,1,2,3.25,5,8.031557,1,3,5.1,22.863289,1,0
628,1268,92,310,0.9913294,0,51,1,2,2.25,5,3.011912,2,1,5.6,0.5805101,0,1
628,1268,92,310,0.9913294,0,51,1,2,2.25,5,7.790695,1,2,5.6,30.699303,0,1
628,1268,92,310,0.9913294,0,51,1,2,2.25,5,4.477668,3,3,5.6,4.962504,0,1
629,1269,87,310,1.005038,0,37,0,1,9.25,4,8.031557,1,1,3.7,1.4846032,1,0
629,1269,87,310,1.005038,0,37,0,1,9.25,4,4.626119,3,2,3.7,21.380274,1,0
629,1269,87,310,1.005038,0,37,0,1,9.25,4,2.648171,2,3,3.7,43.58415,1,0
630,1269,92,310,1.005038,0,37,0,1,6.75,4,7.790695,1,1,4.2,1.0830464,0,1
630,1269,92,310,1.005038,0,37,0,1,6.75,4,4.477668,3,2,4.2,5.1634936,0,1
630,1269,92,310,1.005038,0,37,0,1,6.75,4,3.011912,2,3,4.2,13.973301,0,1
631,1276,87,311,0.9913294,1,65,1,2,4.5,5,2.648171,2,1,6.5,3.4292707,1,0
631,1276,87,311,0.9913294,1,65,1,2,4.5,5,4.626119,3,2,6.5,0.015906036,1,0
631,1276,87,311,0.9913294,1,65,1,2,4.5,5,8.031557,1,3,6.5,12.471895,1,0
632,1276,92,311,0.9913294,1,65,1,2,2.0,5,3.011912,2,1,7.0,1.0239661,0,1
632,1276,92,311,0.9913294,1,65,1,2,2.0,5,4.477668,3,2,7.0,6.138838,0,1
632,1276,92,311,0.9913294,1,65,1,2,2.0,5,7.790695,1,3,7.0,33.53215,0,1
633,1277,87,311,0.9913294,1,36,0,2,2.25,5,2.648171,2,1,3.6,0.1585401,1,0
633,1277,87,311,0.9913294,1,36,0,2,2.25,5,8.031557,1,2,3.6,33.426403,1,0
633,1277,87,311,0.9913294,1,36,0,2,2.25,5,4.626119,3,3,3.6,5.645942,1,0
634,1277,92,311,0.9913294,1,36,0,2,3.25,5,3.011912,2,1,4.1,0.056685846,0,1
634,1277,92,311,0.9913294,1,36,0,2,3.25,5,7.790695,1,2,4.1,20.617912,0,1
634,1277,92,311,0.9913294,1,36,0,2,3.25,5,4.477668,3,3,4.1,1.5071683,0,1
635,1279,87,311,0.9913294,1,30,1,2,1.0,5,2.648171,2,1,3.0,2.7164674,1,0
635,1279,87,311,0.9913294,1,30,1,2,1.0,5,4.626119,3,2,3.0,13.14874,1,0
635,1279,87,311,0.9913294,1,30,1,2,1.0,5,8.031557,1,3,3.0,49.442795,1,0
636,1279,92,311,0.9913294,1,30,1,2,1.0,5,3.011912,2,1,3.5,4.0477905,0,1
636,1279,92,311,0.9913294,1,30,1,2,1.0,5,4.477668,3,2,3.5,12.094173,0,1
636,1279,92,311,0.9913294,1,30,1,2,1.0,5,7.790695,1,3,3.5,46.11354,0,1
637,1282,87,311,0.9913294,1,46,1,2,1.75,5,2.648171,2,1,4.6,0.8067111,1,0
637,1282,87,311,0.9913294,1,46,1,2,1.75,5,4.626119,3,2,4.6,8.272061,1,0
637,1282,87,311,0.9913294,1,46,1,2,1.75,5,8.031557,1,3,4.6,39.45796,1,0
638,1282,92,311,0.9913294,1,46,1,2,1.25,5,3.011912,2,1,5.1,3.1043344,0,1
638,1282,92,311,0.9913294,1,46,1,2,1.25,5,7.790695,1,2,5.1,42.780693,0,1
638,1282,92,311,0.9913294,1,46,1,2,1.25,5,4.477668,3,3,5.1,10.417839,0,1
639,1283,87,311,0.9913294,1,58,0,2,6.0,4,2.648171,2,1,5.8,11.234758,1,0
639,1283,87,311,0.9913294,1,58,0,2,6.0,4,4.626119,3,2,5.8,1.8875487,1,0
639,1283,87,311,0.9913294,1,58,0,2,6.0,4,8.031557,1,3,5.8,4.127224,1,0
640,1284,87,311,0.9913294,0,47,1,2,3.25,5,2.648171,2,1,4.7,0.3621982,1,0
640,1284,87,311,0.9913294,0,47,1,2,3.25,5,4.626119,3,2,4.7,1.8937039,1,0
640,1284,87,311,0.9913294,0,47,1,2,3.25,5,8.031557,1,3,4.7,22.863289,1,0
641,1284,92,311,0.9913294,0,47,1,2,4.25,5,3.011912,2,1,5.2,1.5328616,0,1
641,1284,92,311,0.9913294,0,47,1,2,4.25,5,4.477668,3,2,5.2,0.05183263,0,1
641,1284,92,311,0.9913294,0,47,1,2,4.25,5,7.790695,1,3,5.2,12.536523,0,1
642,1296,87,311,0.9021334,0,52,1,3,3.25,5,4.626119,3,1,5.2,1.8937039,1,0
642,1296,87,311,0.9021334,0,52,1,3,3.25,5,8.031557,1,2,5.2,22.863289,1,0
642,1296,87,311,0.9021334,0,52,1,3,3.25,5,2.648171,2,3,5.2,0.3621982,1,0
643,1296,92,311,0.9021334,0,52,1,3,5.0,5,4.477668,3,1,5.7,0.2728309,0,1
643,1296,92,311,0.9021334,0,52,1,3,5.0,5,7.790695,1,2,5.7,7.7879796,0,1
643,1296,92,311,0.9021334,0,52,1,3,5.0,5,3.011912,2,2,5.7,3.9524934,0,1
646,1299,92,312,1.274647,1,50,0,1,5.75,5,7.790695,1,1,5.5,4.164437,0,1
646,1299,92,312,1.274647,1,50,0,1,5.75,5,4.477668,3,2,5.5,1.6188293,0,1
646,1299,92,312,1.274647,1,50,0,1,5.75,5,3.011912,2,3,5.5,7.497125,0,1
647,1302,87,312,0.9913294,1,73,1,2,4.0,4,2.648171,2,1,7.3,1.8274418,1,0
647,1302,87,312,0.9913294,1,73,1,2,4.0,4,8.031557,1,2,7.3,16.253452,1,0
647,1302,87,312,0.9913294,1,73,1,2,4.0,4,4.626119,3,3,7.3,0.39202517,1,0
648,1303,87,312,0.9021334,1,66,1,3,3.5,5,4.626119,3,1,6.6,1.2681444,1,0
648,1303,87,312,0.9021334,1,66,1,3,3.5,5,8.031557,1,2,6.6,20.53501,1,0
648,1303,87,312,0.9021334,1,66,1,3,3.5,5,2.648171,2,2,6.6,0.72561276,1,0
649,1303,92,312,0.9021334,1,66,1,3,2.5,5,4.477668,3,1,7.1,3.91117,0,1
649,1303,92,312,0.9021334,1,66,1,3,2.5,5,3.011912,2,2,7.1,0.262054,0,1
649,1303,92,312,0.9021334,1,66,1,3,2.5,5,7.790695,1,3,7.1,27.991455,0,1
650,1305,87,312,0.9913294,1,45,1,2,3.25,4,2.648171,2,1,4.5,0.3621982,1,0
650,1305,87,312,0.9913294,1,45,1,2,3.25,4,4.626119,3,2,4.5,1.8937039,1,0
650,1305,87,312,0.9913294,1,45,1,2,3.25,4,8.031557,1,3,4.5,22.863289,1,0
651,1305,92,312,0.9913294,1,45,1,2,2.75,4,3.011912,2,1,5.0,0.06859795,0,1
651,1305,92,312,0.9913294,1,45,1,2,2.75,4,4.477668,3,2,5.0,2.984836,0,1
651,1305,92,312,0.9913294,1,45,1,2,2.75,4,7.790695,1,3,5.0,25.408607,0,1
652,1310,87,312,1.005038,1,37,1,1,6.5,4,8.031557,1,1,3.7,2.3456671,1,0
652,1310,87,312,1.005038,1,37,1,1,6.5,4,4.626119,3,2,3.7,3.5114295,1,0
652,1310,87,312,1.005038,1,37,1,1,6.5,4,2.648171,2,3,3.7,14.836587,1,0
653,1310,92,312,1.005038,1,37,1,1,6.75,4,7.790695,1,1,4.2,1.0830464,0,1
653,1310,92,312,1.005038,1,37,1,1,6.75,4,4.477668,3,2,4.2,5.1634936,0,1
653,1310,92,312,1.005038,1,37,1,1,6.75,4,3.011912,2,3,4.2,13.973301,0,1
654,1313,87,312,1.005038,1,41,1,1,7.25,4,8.031557,1,1,4.1,0.6108315,1,0
654,1313,87,312,1.005038,1,41,1,1,7.25,4,4.626119,3,2,4.1,6.884751,1,0
654,1313,87,312,1.005038,1,41,1,1,7.25,4,2.648171,2,3,4.1,21.17683,1,0
655,1313,92,312,1.005038,1,41,1,1,5.75,5,7.790695,1,1,4.6,4.164437,0,1
655,1313,92,312,1.005038,1,41,1,1,5.75,5,4.477668,3,2,4.6,1.6188293,0,1
655,1313,92,312,1.005038,1,41,1,1,5.75,5,3.011912,2,3,4.6,7.497125,0,1
656,1318,87,312,0.9913294,1,79,1,2,4.0,5,2.648171,2,1,7.9,1.8274418,1,0
656,1318,87,312,0.9913294,1,79,1,2,4.0,5,8.031557,1,2,7.9,16.253452,1,0
656,1318,87,312,0.9913294,1,79,1,2,4.0,5,4.626119,3,3,7.9,0.39202517,1,0
657,1318,92,312,0.9913294,1,79,1,2,1.5,5,3.011912,2,1,8.4,2.2858782,0,1
657,1318,92,312,0.9913294,1,79,1,2,1.5,5,4.477668,3,2,8.4,8.866506,0,1
657,1318,92,312,0.9913294,1,79,1,2,1.5,5,7.790695,1,3,8.4,39.572845,0,1
658,1322,87,313,0.9913294,1,39,1,2,4.5,5,2.648171,2,1,3.9,3.4292707,1,0
658,1322,87,313,0.9913294,1,39,1,2,4.5,5,8.031557,1,2,3.9,12.471895,1,0
658,1322,87,313,0.9913294,1,39,1,2,4.5,5,4.626119,3,3,3.9,0.015906036,1,0
659,1322,92,313,0.9913294,1,39,1,2,1.0,5,3.011912,2,1,4.4,4.0477905,0,1
659,1322,92,313,0.9913294,1,39,1,2,1.0,5,7.790695,1,2,4.4,46.11354,0,1
659,1322,92,313,0.9913294,1,39,1,2,1.0,5,4.477668,3,3,4.4,12.094173,0,1
660,1326,87,313,0.9913294,1,37,1,2,4.0,5,2.648171,2,1,3.7,1.8274418,1,0
660,1326,87,313,0.9913294,1,37,1,2,4.0,5,4.626119,3,2,3.7,0.39202517,1,0
660,1326,87,313,0.9913294,1,37,1,2,4.0,5,8.031557,1,3,3.7,16.253452,1,0
661,1326,92,313,0.9913294,1,37,1,2,1.0,5,3.011912,2,1,4.2,4.0477905,0,1
661,1326,92,313,0.9913294,1,37,1,2,1.0,5,7.790695,1,2,4.2,46.11354,0,1
661,1326,92,313,0.9913294,1,37,1,2,1.0,5,4.477668,3,3,4.2,12.094173,0,1
662,1333,87,313,0.9913294,1,28,1,2,3.5,5,2.648171,2,1,2.8,0.72561276,1,0
662,1333,87,313,0.9913294,1,28,1,2,3.5,5,4.626119,3,2,2.8,1.2681444,1,0
662,1333,87,313,0.9913294,1,28,1,2,3.5,5,8.031557,1,3,2.8,20.53501,1,0
663,1333,92,313,0.9913294,1,28,1,2,2.5,5,3.011912,2,1,3.3,0.262054,0,1
663,1333,92,313,0.9913294,1,28,1,2,2.5,5,4.477668,3,2,3.3,3.91117,0,1
663,1333,92,313,0.9913294,1,28,1,2,2.5,5,7.790695,1,3,3.3,27.991455,0,1
664,1340,87,313,1.005038,1,51,1,1,5.75,5,8.031557,1,1,5.1,5.2055025,1,0
664,1340,87,313,1.005038,1,51,1,1,5.75,5,2.648171,2,2,5.1,9.621344,1,0
664,1340,87,313,1.005038,1,51,1,1,5.75,5,4.626119,3,2,5.1,1.2631083,1,0
665,1340,92,313,1.005038,1,51,1,1,6.25,5,7.790695,1,1,5.6,2.3737416,0,1
665,1340,92,313,1.005038,1,51,1,1,6.25,5,4.477668,3,2,5.6,3.1411614,0,1
665,1340,92,313,1.005038,1,51,1,1,6.25,5,3.011912,2,3,5.6,10.485213,0,1
666,1343,87,313,0.9021334,1,69,1,3,3.25,5,4.626119,3,1,6.9,1.8937039,1,0
666,1343,87,313,0.9021334,1,69,1,3,3.25,5,2.648171,2,2,6.9,0.3621982,1,0
666,1343,87,313,0.9021334,1,69,1,3,3.25,5,8.031557,1,3,6.9,22.863289,1,0
667,1346,87,314,0.9021334,0,48,1,3,3.25,4,4.626119,3,1,4.8,1.8937039,1,0
667,1346,87,314,0.9021334,0,48,1,3,3.25,4,2.648171,2,2,4.8,0.3621982,1,0
667,1346,87,314,0.9021334,0,48,1,3,3.25,4,8.031557,1,3,4.8,22.863289,1,0
668,1346,92,314,0.9021334,0,48,1,3,3.5,5,4.477668,3,1,5.3,0.9558343,0,1
668,1346,92,314,0.9021334,0,48,1,3,3.5,5,3.011912,2,2,5.3,0.2382298,0,1
668,1346,92,314,0.9021334,0,48,1,3,3.5,5,7.790695,1,3,5.3,18.410065,0,1
669,1348,87,314,1.005038,0,78,0,1,8.0,4,8.031557,1,1,7.8,0.0009958495,1,0
669,1348,87,314,1.005038,0,78,0,1,8.0,4,4.626119,3,2,7.8,11.383072,1,0
669,1348,87,314,1.005038,0,78,0,1,8.0,4,2.648171,2,3,7.8,28.642075,1,0
670,1348,92,314,1.005038,0,78,0,1,4.333333,5,7.790695,1,1,8.3,11.953353,0,1
670,1348,92,314,1.005038,0,78,0,1,4.333333,5,4.477668,3,2,8.3,0.020832533,0,1
670,1348,92,314,1.005038,0,78,0,1,4.333333,5,3.011912,2,3,8.3,1.7461532,0,1
671,1354,87,314,1.005038,0,18,0,1,7.0,3,8.031557,1,1,1.8,1.06411,1,0
671,1354,87,314,1.005038,0,18,0,1,7.0,3,4.626119,3,2,1.8,5.63531,1,0
671,1354,87,314,1.005038,0,18,0,1,7.0,3,2.648171,2,2,1.8,18.938416,1,0
672,1354,92,314,1.005038,0,18,0,1,4.25,5,7.790695,1,1,2.3,12.536523,0,1
672,1354,92,314,1.005038,0,18,0,1,4.25,5,4.477668,3,2,2.3,0.05183263,0,1
672,1354,92,314,1.005038,0,18,0,1,4.25,5,3.011912,2,3,2.3,1.5328616,0,1
675,1358,87,314,0.9913294,1,62,1,2,4.0,5,2.648171,2,1,6.2,1.8274418,1,0
675,1358,87,314,0.9913294,1,62,1,2,4.0,5,4.626119,3,2,6.2,0.39202517,1,0
675,1358,87,314,0.9913294,1,62,1,2,4.0,5,8.031557,1,2,6.2,16.253452,1,0
676,1358,92,314,0.9913294,1,62,1,2,3.75,5,3.011912,2,1,6.7,0.54477376,0,1
676,1358,92,314,0.9913294,1,62,1,2,3.75,5,4.477668,3,2,6.7,0.5295004,0,1
676,1358,92,314,0.9913294,1,62,1,2,3.75,5,7.790695,1,3,6.7,16.327217,0,1
677,1363,87,314,1.005038,0,36,1,1,6.75,2,8.031557,1,1,3.6,1.6423886,1,0
677,1363,87,314,1.005038,0,36,1,1,6.75,2,4.626119,3,2,3.6,4.51087,1,0
677,1363,87,314,1.005038,0,36,1,1,6.75,2,2.648171,2,3,3.6,16.825,1,0
678,1363,92,314,1.005038,0,36,1,1,7.0,4,7.790695,1,1,4.1,0.6251989,0,1
678,1363,92,314,1.005038,0,36,1,1,7.0,4,4.477668,3,2,4.1,6.3621597,0,1
678,1363,92,314,1.005038,0,36,1,1,7.0,4,3.011912,2,3,4.1,15.904845,0,1
679,1367,87,314,0.9913294,1,49,1,2,5.25,5,2.648171,2,1,4.9,6.7695146,1,0
679,1367,87,314,0.9913294,1,49,1,2,5.25,5,8.031557,1,2,4.9,7.7370596,1,0
679,1367,87,314,0.9913294,1,49,1,2,5.25,5,4.626119,3,2,4.9,0.38922733,1,0
680,1367,92,314,0.9913294,1,49,1,3,2.5,5,4.477668,3,1,5.4,3.91117,0,1
680,1367,92,314,0.9913294,1,49,1,3,2.5,5,3.011912,2,2,5.4,0.262054,0,1
680,1367,92,314,0.9913294,1,49,1,3,2.5,5,7.790695,1,3,5.4,27.991455,0,1
681,1368,87,314,0.9913294,1,35,0,2,4.0,5,2.648171,2,1,3.5,1.8274418,1,0
681,1368,87,314,0.9913294,1,35,0,2,4.0,5,4.626119,3,2,3.5,0.39202517,1,0
681,1368,87,314,0.9913294,1,35,0,2,4.0,5,8.031557,1,3,3.5,16.253452,1,0
682,1368,92,314,0.9913294,1,35,0,2,2.75,5,3.011912,2,1,4.0,0.06859795,0,1
682,1368,92,314,0.9913294,1,35,0,2,2.75,5,4.477668,3,2,4.0,2.984836,0,1
682,1368,92,314,0.9913294,1,35,0,2,2.75,5,7.790695,1,3,4.0,25.408607,0,1
683,1370,87,315,1.005038,1,55,1,1,6.0,5,8.031557,1,1,5.5,4.127224,1,0
683,1370,87,315,1.005038,1,55,1,1,6.0,5,4.626119,3,2,5.5,1.8875487,1,0
683,1370,87,315,1.005038,1,55,1,1,6.0,5,2.648171,2,3,5.5,11.234758,1,0
684,1370,92,315,1.005038,1,55,1,1,5.0,5,7.790695,1,1,6.0,7.7879796,0,1
684,1370,92,315,1.005038,1,55,1,1,5.0,5,4.477668,3,2,6.0,0.2728309,0,1
684,1370,92,315,1.005038,1,55,1,1,5.0,5,3.011912,2,3,6.0,3.9524934,0,1
685,1383,87,315,1.005038,1,19,0,1,4.5,4,8.031557,1,1,1.9,12.471895,1,0
685,1383,87,315,1.005038,1,19,0,1,4.5,4,4.626119,3,2,1.9,0.015906036,1,0
685,1383,87,315,1.005038,1,19,0,1,4.5,4,2.648171,2,3,1.9,3.4292707,1,0
686,1383,92,315,1.005038,1,19,0,3,4.666667,5,4.477668,3,1,2.4,0.035720687,0,1
686,1383,92,315,1.005038,1,19,0,3,4.666667,5,7.790695,1,2,2.4,9.759552,0,1
686,1383,92,315,1.005038,1,19,0,3,4.666667,5,3.011912,2,2,2.4,2.7382138,0,1
687,1400,87,316,1.005038,1,24,0,1,4.25,5,8.031557,1,1,2.4,14.300174,1,0
687,1400,87,316,1.005038,1,24,0,1,4.25,5,4.626119,3,2,2.4,0.1414656,1,0
687,1400,87,316,1.005038,1,24,0,1,4.25,5,2.648171,2,3,2.4,2.5658562,1,0
688,1400,92,316,1.005038,1,24,0,1,4.0,5,7.790695,1,1,2.9,14.36937,0,1
688,1400,92,316,1.005038,1,24,0,1,4.0,5,4.477668,3,2,2.9,0.22816654,0,1
688,1400,92,316,1.005038,1,24,0,1,4.0,5,3.011912,2,3,2.9,0.9763177,0,1
689,1403,87,316,1.005038,1,73,1,1,3.5,4,8.031557,1,1,7.3,20.53501,1,0
689,1403,87,316,1.005038,1,73,1,1,3.5,4,4.626119,3,2,7.3,1.2681444,1,0
689,1403,87,316,1.005038,1,73,1,1,3.5,4,2.648171,2,3,7.3,0.72561276,1,0
690,1403,92,316,1.005038,1,73,1,1,2.75,5,7.790695,1,1,7.8,25.408607,0,1
690,1403,92,316,1.005038,1,73,1,1,2.75,5,4.477668,3,2,7.8,2.984836,0,1
690,1403,92,316,1.005038,1,73,1,1,2.75,5,3.011912,2,3,7.8,0.06859795,0,1
693,1414,87,316,0.9021334,1,42,0,3,4.75,4,4.626119,3,1,4.2,0.015346468,1,0
693,1414,87,316,0.9021334,1,42,0,3,4.75,4,8.031557,1,2,4.2,10.768617,1,0
693,1414,87,316,0.9021334,1,42,0,3,4.75,4,2.648171,2,3,4.2,4.4176855,1,0
694,1414,92,316,0.9021334,1,42,0,3,7.25,5,4.477668,3,1,4.7,7.685826,0,1
694,1414,92,316,0.9021334,1,42,0,3,7.25,5,7.790695,1,2,4.7,0.29235128,0,1
694,1414,92,316,0.9021334,1,42,0,3,7.25,5,3.011912,2,3,4.7,17.96139,0,1
697,1425,87,317,0.9021334,0,45,1,3,4.5,4,4.626119,3,1,4.5,0.015906036,1,0
697,1425,87,317,0.9021334,0,45,1,3,4.5,4,2.648171,2,2,4.5,3.4292707,1,0
697,1425,87,317,0.9021334,0,45,1,3,4.5,4,8.031557,1,3,4.5,12.471895,1,0
698,1425,92,317,0.9021334,0,45,1,3,4.0,4,4.477668,3,1,5.0,0.22816654,0,1
698,1425,92,317,0.9021334,0,45,1,3,4.0,4,3.011912,2,2,5.0,0.9763177,0,1
698,1425,92,317,0.9021334,0,45,1,3,4.0,4,7.790695,1,3,5.0,14.36937,0,1
699,1426,87,317,0.9913294,1,33,1,2,6.25,5,2.648171,2,1,3.3,12.973172,1,0
699,1426,87,317,0.9913294,1,33,1,2,6.25,5,8.031557,1,2,3.3,3.1739457,1,0
699,1426,87,317,0.9913294,1,33,1,2,6.25,5,4.626119,3,3,3.3,2.636989,1,0
700,1426,92,317,0.9913294,1,33,1,2,4.5,5,3.011912,2,1,3.8,2.2144055,0,1
700,1426,92,317,0.9913294,1,33,1,2,4.5,5,7.790695,1,2,3.8,10.828675,0,1
700,1426,92,317,0.9913294,1,33,1,2,4.5,5,4.477668,3,3,3.8,0.0004987268,0,1
701,1427,87,317,0.9913294,0,22,1,2,2.0,4,2.648171,2,1,2.2,0.42012557,1,0
701,1427,87,317,0.9913294,0,22,1,2,2.0,4,8.031557,1,2,2.2,36.37968,1,0
701,1427,87,317,0.9913294,0,22,1,2,2.0,4,4.626119,3,3,2.2,6.8965015,1,0
702,1427,92,317,0.9913294,0,22,1,2,3.0,5,3.011912,2,1,2.7,0.0001418983,0,1
702,1427,92,317,0.9913294,0,22,1,2,3.0,5,4.477668,3,2,2.7,2.1835022,0,1
702,1427,92,317,0.9913294,0,22,1,2,3.0,5,7.790695,1,3,2.7,22.95076,0,1
703,1435,87,317,0.9913294,1,28,1,2,3.75,4,2.648171,2,1,2.8,1.2140273,1,0
703,1435,87,317,0.9913294,1,28,1,2,3.75,4,4.626119,3,2,2.8,0.76758474,1,0
703,1435,87,317,0.9913294,1,28,1,2,3.75,4,8.031557,1,3,2.8,18.331732,1,0
704,1435,92,317,0.9913294,1,28,1,3,2.0,3,4.477668,3,1,3.3,6.138838,0,1
704,1435,92,317,0.9913294,1,28,1,3,2.0,3,3.011912,2,2,3.3,1.0239661,0,1
