id,housing,cons,section8,nonsect8,linyime,s8lint,time
243,1,1,0,1,2,0,2
243,2,1,0,1,3,0,3
244,1,1,0,1,0,0,0
244,1,1,0,1,1,0,1
244,2,1,0,1,2,0,2
244,1,1,0,1,3,0,3
245,0,1,0,1,0,0,0
245,0,1,0,1,1,0,1
245,1,1,0,1,2,0,2
245,1,1,0,1,3,0,3
246,1,1,0,1,0,0,0
246,1,1,0,1,1,0,1
246,1,1,0,1,2,0,2
246,1,1,0,1,3,0,3
247,1,1,0,1,0,0,0
247,2,1,0,1,1,0,1
247,1,1,0,1,2,0,2
247,1,1,0,1,3,0,3
248,2,1,0,1,0,0,0
248,2,1,0,1,1,0,1
248,2,1,0,1,2,0,2
248,2,1,0,1,3,0,3
249,1,1,0,1,0,0,0
249,1,1,0,1,1,0,1
249,1,1,0,1,2,0,2
249,2,1,0,1,3,0,3
250,0,1,0,1,0,0,0
251,1,1,0,1,0,0,0
251,2,1,0,1,1,0,1
251,1,1,0,1,2,0,2
251,2,1,0,1,3,0,3
252,0,1,0,1,0,0,0
252,1,1,0,1,1,0,1
252,1,1,0,1,2,0,2
252,1,1,0,1,3,0,3
253,1,1,0,1,0,0,0
253,1,1,0,1,1,0,1
253,2,1,0,1,2,0,2
253,2,1,0,1,3,0,3
254,0,1,0,1,0,0,0
254,1,1,0,1,1,0,1
254,1,1,0,1,3,0,3
255,0,1,0,1,0,0,0
255,0,1,0,1,1,0,1
255,1,1,0,1,2,0,2
255,2,1,0,1,3,0,3
256,2,1,0,1,0,0,0
256,1,1,0,1,1,0,1
256,1,1,0,1,2,0,2
256,2,1,0,1,3,0,3
257,0,1,0,1,0,0,0
257,0,1,0,1,1,0,1
257,0,1,0,1,2,0,2
257,0,1,0,1,3,0,3
258,0,1,0,1,0,0,0
258,1,1,0,1,1,0,1
258,1,1,0,1,2,0,2
258,1,1,0,1,3,0,3
259,0,1,0,1,0,0,0
259,0,1,0,1,1,0,1
259,1,1,0,1,2,0,2
259,1,1,0,1,3,0,3
260,1,1,0,1,0,0,0
261,1,1,0,1,0,0,0
261,1,1,0,1,1,0,1
261,1,1,0,1,2,0,2
261,1,1,0,1,3,0,3
262,0,1,0,1,0,0,0
262,1,1,0,1,1,0,1
262,2,1,0,1,2,0,2
262,1,1,0,1,3,0,3
263,0,1,0,1,0,0,0
263,2,1,0,1,1,0,1
263,2,1,0,1,2,0,2
263,1,1,0,1,3,0,3
264,0,1,0,1,0,0,0
264,1,1,0,1,1,0,1
264,2,1,0,1,2,0,2
264,2,1,0,1,3,0,3
265,1,1,0,1,0,0,0
265,2,1,0,1,1,0,1
265,2,1,0,1,2,0,2
265,2,1,0,1,3,0,3
266,1,1,0,1,0,0,0
266,2,1,0,1,1,0,1
266,2,1,0,1,2,0,2
266,2,1,0,1,3,0,3
267,0,1,0,1,0,0,0
267,0,1,0,1,1,0,1
267,0,1,0,1,2,0,2
267,0,1,0,1,3,0,3
268,1,1,0,1,0,0,0
268,1,1,0,1,1,0,1
268,2,1,0,1,2,0,2
268,2,1,0,1,3,0,3
269,1,1,0,1,0,0,0
269,1,1,0,1,1,0,1
269,1,1,0,1,2,0,2
270,0,1,0,1,0,0,0
270,1,1,0,1,1,0,1
270,1,1,0,1,2,0,2
270,0,1,0,1,3,0,3
271,1,1,0,1,0,0,0
271,1,1,0,1,1,0,1
271,1,1,0,1,2,0,2
271,2,1,0,1,3,0,3
272,1,1,0,1,0,0,0
272,1,1,0,1,1,0,1
272,2,1,0,1,2,0,2
272,2,1,0,1,3,0,3
273,0,1,0,1,0,0,0
273,2,1,0,1,1,0,1
273,2,1,0,1,2,0,2
273,2,1,0,1,3,0,3
274,1,1,0,1,0,0,0
274,0,1,0,1,1,0,1
274,1,1,0,1,2,0,2
274,0,1,0,1,3,0,3
275,1,1,0,1,0,0,0
275,1,1,0,1,1,0,1
275,0,1,0,1,2,0,2
275,0,1,0,1,3,0,3
276,1,1,0,1,0,0,0
276,1,1,0,1,1,0,1
276,1,1,0,1,3,0,3
277,0,1,0,1,0,0,0
277,2,1,0,1,1,0,1
277,2,1,0,1,2,0,2
277,2,1,0,1,3,0,3
278,1,1,0,1,0,0,0
278,1,1,0,1,1,0,1
278,1,1,0,1,2,0,2
278,1,1,0,1,3,0,3
279,1,1,0,1,0,0,0
279,1,1,0,1,2,0,2
279,1,1,0,1,3,0,3
280,0,1,0,1,0,0,0
280,1,1,0,1,1,0,1
280,1,1,0,1,2,0,2
280,1,1,0,1,3,0,3
281,0,1,0,1,0,0,0
281,1,1,0,1,1,0,1
281,1,1,0,1,2,0,2
281,1,1,0,1,3,0,3
282,0,1,0,1,0,0,0
282,0,1,0,1,1,0,1
282,2,1,0,1,2,0,2
282,2,1,0,1,3,0,3
283,0,1,0,1,0,0,0
283,2,1,0,1,1,0,1
283,1,1,0,1,2,0,2
283,1,1,0,1,3,0,3
284,0,1,0,1,0,0,0
284,2,1,0,1,1,0,1
284,1,1,0,1,2,0,2
285,2,1,0,1,0,0,0
285,1,1,0,1,1,0,1
285,1,1,0,1,2,0,2
285,2,1,0,1,3,0,3
286,1,1,0,1,0,0,0
287,0,1,0,1,0,0,0
287,1,1,0,1,1,0,1
287,1,1,0,1,2,0,2
287,1,1,0,1,3,0,3
288,1,1,0,1,0,0,0
289,0,1,0,1,0,0,0
289,1,1,0,1,1,0,1
290,0,1,0,1,0,0,0
290,1,1,0,1,1,0,1
290,1,1,0,1,2,0,2
290,1,1,0,1,3,0,3
291,0,1,0,1,0,0,0
291,2,1,0,1,1,0,1
291,2,1,0,1,2,0,2
291,2,1,0,1,3,0,3
292,0,1,0,1,0,0,0
292,1,1,0,1,1,0,1
292,1,1,0,1,2,0,2
292,2,1,0,1,3,0,3
293,0,1,0,1,0,0,0
293,1,1,0,1,1,0,1
293,1,1,0,1,2,0,2
293,1,1,0,1,3,0,3
294,0,1,0,1,0,0,0
294,2,1,0,1,1,0,1
294,2,1,0,1,2,0,2
294,2,1,0,1,3,0,3
295,1,1,0,1,0,0,0
295,1,1,0,1,1,0,1
295,2,1,0,1,2,0,2
295,1,1,0,1,3,0,3
296,0,1,0,1,0,0,0
296,1,1,0,1,1,0,1
296,1,1,0,1,2,0,2
296,1,1,0,1,3,0,3
297,0,1,0,1,0,0,0
297,2,1,0,1,1,0,1
297,1,1,0,1,2,0,2
297,1,1,0,1,3,0,3
298,0,1,0,1,0,0,0
298,1,1,0,1,1,0,1
298,1,1,0,1,2,0,2
298,1,1,0,1,3,0,3
299,0,1,0,1,0,0,0
299,1,1,0,1,1,0,1
299,2,1,0,1,2,0,2
299,2,1,0,1,3,0,3
300,0,1,0,1,0,0,0
300,0,1,0,1,1,0,1
300,1,1,0,1,2,0,2
300,1,1,0,1,3,0,3
301,2,1,0,1,0,0,0
301,1,1,0,1,1,0,1
301,1,1,0,1,2,0,2
301,1,1,0,1,3,0,3
302,0,1,0,1,0,0,0
303,1,1,0,1,0,0,0
303,1,1,0,1,1,0,1
303,1,1,0,1,2,0,2
303,2,1,0,1,3,0,3
304,2,1,0,1,0,0,0
304,2,1,0,1,1,0,1
304,2,1,0,1,2,0,2
304,2,1,0,1,3,0,3
305,0,1,0,1,0,0,0
305,1,1,0,1,1,0,1
305,1,1,0,1,2,0,2
305,1,1,0,1,3,0,3
306,1,1,0,1,0,0,0
306,1,1,0,1,1,0,1
306,1,1,0,1,2,0,2
306,2,1,0,1,3,0,3
307,0,1,0,1,0,0,0
307,2,1,0,1,1,0,1
307,2,1,0,1,2,0,2
307,1,1,0,1,3,0,3
308,0,1,0,1,0,0,0
308,1,1,0,1,1,0,1
308,1,1,0,1,2,0,2
308,2,1,0,1,3,0,3
309,0,1,0,1,0,0,0
309,1,1,0,1,1,0,1
309,1,1,0,1,2,0,2
309,2,1,0,1,3,0,3
310,1,1,0,1,0,0,0
310,1,1,0,1,1,0,1
310,1,1,0,1,2,0,2
310,1,1,0,1,3,0,3
311,0,1,0,1,0,0,0
311,0,1,0,1,1,0,1
311,0,1,0,1,2,0,2
311,0,1,0,1,3,0,3
312,2,1,0,1,0,0,0
312,1,1,0,1,1,0,1
312,2,1,0,1,3,0,3
313,0,1,0,1,0,0,0
313,0,1,0,1,1,0,1
313,2,1,0,1,2,0,2
314,2,1,0,1,0,0,0
314,1,1,0,1,1,0,1
314,1,1,0,1,2,0,2
314,1,1,0,1,3,0,3
315,2,1,0,1,0,0,0
315,2,1,0,1,1,0,1
315,2,1,0,1,2,0,2
315,2,1,0,1,3,0,3
316,1,1,0,1,0,0,0
316,2,1,0,1,1,0,1
316,2,1,0,1,2,0,2
316,1,1,0,1,3,0,3
317,1,1,0,1,0,0,0
317,2,1,0,1,1,0,1
317,2,1,0,1,2,0,2
317,2,1,0,1,3,0,3
318,0,1,0,1,0,0,0
318,2,1,0,1,1,0,1
318,2,1,0,1,2,0,2
318,2,1,0,1,3,0,3
319,0,1,0,1,0,0,0
319,1,1,0,1,1,0,1
320,1,1,0,1,0,0,0
320,1,1,0,1,1,0,1
320,1,1,0,1,2,0,2
320,1,1,0,1,3,0,3
321,0,1,0,1,0,0,0
321,2,1,0,1,1,0,1
321,2,1,0,1,2,0,2
321,2,1,0,1,3,0,3
322,0,1,0,1,0,0,0
322,1,1,0,1,1,0,1
322,0,1,0,1,2,0,2
322,0,1,0,1,3,0,3
323,0,1,0,1,0,0,0
323,0,1,0,1,1,0,1
323,1,1,0,1,2,0,2
323,1,1,0,1,3,0,3
324,0,1,0,1,0,0,0
325,1,1,0,1,0,0,0
325,1,1,0,1,1,0,1
325,2,1,0,1,2,0,2
326,0,1,0,1,0,0,0
326,0,1,0,1,1,0,1
326,2,1,0,1,2,0,2
326,2,1,0,1,3,0,3
327,0,1,0,1,0,0,0
327,1,1,0,1,1,0,1
327,1,1,0,1,2,0,2
327,1,1,0,1,3,0,3
328,1,1,0,1,0,0,0
328,1,1,0,1,1,0,1
328,1,1,0,1,2,0,2
328,2,1,0,1,3,0,3
329,0,1,0,1,0,0,0
329,2,1,0,1,1,0,1
330,2,1,0,1,0,0,0
330,1,1,0,1,3,0,3
331,1,1,0,1,0,0,0
331,1,1,0,1,1,0,1
331,2,1,0,1,2,0,2
331,1,1,0,1,3,0,3
332,0,1,0,1,0,0,0
333,0,1,0,1,0,0,0
333,1,1,0,1,1,0,1
333,1,1,0,1,2,0,2
333,1,1,0,1,3,0,3
334,1,1,0,1,0,0,0
334,0,1,0,1,1,0,1
335,0,1,0,1,0,0,0
335,1,1,0,1,1,0,1
335,1,1,0,1,2,0,2
336,0,1,0,1,0,0,0
337,1,1,0,1,0,0,0
337,1,1,0,1,1,0,1
337,2,1,0,1,2,0,2
337,2,1,0,1,3,0,3
338,1,1,0,1,0,0,0
338,2,1,0,1,1,0,1
338,2,1,0,1,2,0,2
338,2,1,0,1,3,0,3
339,0,1,0,1,0,0,0
339,0,1,0,1,1,0,1
339,2,1,0,1,2,0,2
339,2,1,0,1,3,0,3
340,1,1,0,1,0,0,0
340,1,1,0,1,1,0,1
340,1,1,0,1,2,0,2
340,0,1,0,1,3,0,3
341,0,1,0,1,0,0,0
342,0,1,0,1,0,0,0
342,1,1,0,1,3,0,3
343,0,1,0,1,0,0,0
343,0,1,0,1,1,0,1
343,0,1,0,1,2,0,2
343,2,1,0,1,3,0,3
344,2,1,0,1,0,0,0
345,1,1,0,1,0,0,0
345,1,1,0,1,1,0,1
345,1,1,0,1,2,0,2
345,2,1,0,1,3,0,3
346,0,1,0,1,0,0,0
346,1,1,0,1,1,0,1
346,1,1,0,1,2,0,2
346,0,1,0,1,3,0,3
347,2,1,0,1,0,0,0
347,0,1,0,1,1,0,1
347,1,1,0,1,2,0,2
347,1,1,0,1,3,0,3
348,0,1,0,1,0,0,0
348,1,1,0,1,1,0,1
348,2,1,0,1,2,0,2
349,1,1,0,1,0,0,0
349,1,1,0,1,1,0,1
349,1,1,0,1,2,0,2
349,1,1,0,1,3,0,3
350,2,1,0,1,0,0,0
350,1,1,0,1,1,0,1
350,1,1,0,1,2,0,2
350,2,1,0,1,3,0,3
351,1,1,0,1,0,0,0
351,0,1,0,1,1,0,1
351,1,1,0,1,2,0,2
351,1,1,0,1,3,0,3
352,0,1,0,1,0,0,0
352,0,1,0,1,1,0,1
353,0,1,0,1,0,0,0
353,0,1,0,1,1,0,1
353,1,1,0,1,2,0,2
354,2,1,0,1,0,0,0
354,2,1,0,1,1,0,1
354,2,1,0,1,2,0,2
354,2,1,0,1,3,0,3
355,1,1,0,1,0,0,0
355,1,1,0,1,1,0,1
355,1,1,0,1,2,0,2
355,0,1,0,1,3,0,3
356,0,1,0,1,0,0,0
356,2,1,0,1,1,0,1
356,1,1,0,1,3,0,3
357,0,1,0,1,0,0,0
357,2,1,0,1,1,0,1
358,0,1,0,1,0,0,0
358,1,1,0,1,1,0,1
358,1,1,0,1,2,0,2
358,2,1,0,1,3,0,3
359,1,1,0,1,0,0,0
359,1,1,0,1,1,0,1
359,1,1,0,1,2,0,2
359,1,1,0,1,3,0,3
360,0,1,0,1,0,0,0
360,1,1,0,1,1,0,1
360,1,1,0,1,2,0,2
360,1,1,0,1,3,0,3
361,0,1,0,1,0,0,0
361,0,1,0,1,1,0,1
362,1,1,0,1,0,0,0
362,1,1,0,1,1,0,1
362,1,1,0,1,2,0,2
362,1,1,0,1,3,0,3
