id,weight,lower,upper,hiseduc,hereduc,heblack,sheblack,agediff,dur,divorce
1870,22,10.127,10.204,12,12,0,0,2.831,10.164263,1
1872,22,35.001,35.001,8,8,0,0,2.352,35.001,0
1877,25,0.561,0.561,12,10,0,0,3.001,0.561,0
1879,23,43.08,43.08,13,12,0,0,5.585,43.08,0
1881,23,12.241,12.241,12,12,0,0,4.0,12.241,0
1883,22,3.874,3.874,17,14,0,0,6.001,3.874,0
1887,24,6.023,6.023,9,16,0,0,-0.419,6.023,0
1890,24,0.485,1.339,13,13,0,0,2.352,0.96742153,1
1895,26,0.767,0.767,12,10,0,0,1.834,0.767,0
1902,23,8.709,8.791,15,11,0,0,3.666,8.765555,1
1921,23,4.331,4.331,11,11,0,0,2.352,4.331,0
1924,24,13.999,13.999,7,8,0,0,6.198,13.999,0
1934,23,15.559,15.559,13,12,0,0,-0.999,15.559,0
1943,23,17.331,17.331,14,12,0,0,1.667,17.331,0
1945,23,15.559,15.559,12,13,0,0,-0.999,15.559,0
1948,23,6.543,6.62,12,12,0,0,2.352,6.5439076,1
1955,23,6.045,6.127,10,8,0,0,1.777,6.050057,1
1964,22,4.378,4.46,10,12,0,0,1.749,4.4012327,1
1969,26,5.873,5.955,12,12,0,0,4.81,5.9065695,1
1976,25,36.356,36.356,8,6,0,0,3.496,36.356,0
1981,25,0.567,0.649,12,12,0,0,2.352,0.60888726,1
1985,24,24.999,24.999,8,8,0,0,2.352,24.999,0
1987,23,6.209,6.292,9,9,0,0,2.352,6.235744,1
1994,23,16.726,16.726,12,12,0,0,-4.586,16.726,0
1996,23,11.833,11.833,12,12,0,0,7.086,11.833,0
1999,24,29.823,29.823,12,13,0,0,2.582,29.823,0
2001,24,5.881,5.958,12,12,0,0,2.352,5.925333,1
2005,4,9.662,9.662,9,9,0,1,2.352,9.662,0
2031,24,40.597,40.597,12,12,0,0,2.33,40.597,0
2034,24,40.597,40.597,13,12,0,0,2.33,40.597,0
2036,24,0.654,1.295,12,12,0,0,2.352,1.2660809,1
2042,13,3.661,10.965,9,9,0,0,2.352,8.60829,1
2049,13,3.526,3.526,9,14,0,0,-0.999,3.526,0
2051,23,29.999,29.999,8,15,0,0,-2.965,29.999,0
2064,23,11.584,11.584,17,16,0,0,-4.164,11.584,0
2067,23,18.998,18.998,8,8,0,0,2.352,18.998,0
2069,23,31.017,31.017,6,6,0,0,2.352,31.017,0
2073,23,9.76,39.047,10,10,0,0,2.352,26.782806,1
2075,24,55.915,55.915,8,12,0,0,-1.58,55.915,0
2078,24,55.915,55.915,8,12,0,0,-1.58,55.915,0
2081,22,7.381,7.431,17,12,0,0,1.002,7.4176283,1
2083,22,1.96,2.037,12,12,0,0,2.352,1.9900728,1
2085,24,18.374,18.374,13,15,0,0,0.832,18.374,0
2091,26,28.501,28.501,15,15,0,0,2.352,28.501,0
2093,29,21.829,21.829,16,16,0,0,1.662,21.829,0
2095,29,24.0,24.0,16,12,0,0,7.436,24.0,0
2098,29,24.0,24.0,16,12,0,0,6.894,24.0,0
2101,32,38.215,38.215,12,9,0,0,3.417,38.215,0
2107,32,18.13,18.623,8,8,0,0,2.352,18.595005,1
2117,23,7.737,30.957,8,8,0,0,2.352,24.280613,1
2119,23,21.55,21.632,15,13,0,0,1.832,21.623487,1
2122,23,21.55,21.632,16,13,0,0,1.832,21.58197,1
2126,23,32.033,32.033,12,11,0,0,1.837,32.033,0
2128,24,27.42,27.42,17,18,0,0,9.752,27.42,0
2132,24,46.36,46.36,16,12,0,0,1.333,46.36,0
2136,24,3.877,3.959,13,12,0,0,6.839,3.9158278,1
2139,24,5.21,5.292,14,14,0,0,2.352,5.2797594,1
2141,29,1.793,1.793,14,14,0,0,2.352,1.793,0
2148,29,24.025,24.025,14,16,0,0,-0.082,24.025,0
2149,29,24.025,24.025,14,16,0,0,-0.082,24.025,0
2151,29,25.555,25.555,16,16,0,0,-0.914,25.555,0
2154,29,21.591,21.591,16,16,0,0,0.832,21.591,0
2157,29,23.639,23.639,14,12,0,0,-0.167,23.639,0
2163,31,32.394,32.394,16,16,0,0,5.919,32.394,0
2167,31,1.114,1.114,16,9,0,0,6.16,1.114,0
2175,24,34.001,34.001,12,12,0,0,2.352,34.001,0
2177,32,30.094,30.094,9,9,1,1,2.352,30.094,0
2179,32,45.944,45.944,6,6,1,1,2.352,45.944,0
2181,27,24.298,25.29,9,9,0,0,2.352,24.700666,1
2183,24,39.959,39.959,12,12,0,0,2.352,39.959,0
2186,27,38.702,38.702,12,12,0,0,2.998,38.702,0
2190,27,5.812,5.812,9,12,0,0,-4.0,5.812,0
2192,23,5.295,5.372,8,8,0,0,2.352,5.30513,1
2195,22,57.919,57.919,19,14,0,0,1.448,57.919,0
2198,23,3.003,3.003,12,12,0,0,2.352,3.003,0
2200,13,15.14,15.953,5,5,1,1,2.352,15.575602,1
2203,1,11.671,11.671,11,11,1,1,11.472,11.671,0
2208,23,13.498,13.498,12,12,0,0,2.352,13.498,0
2211,24,6.461,6.505,8,8,0,0,2.352,6.481112,1
2215,24,0.991,0.991,9,16,0,0,1.254,0.991,0
2223,24,13.807,13.807,16,15,0,0,1.418,13.807,0
2225,24,18.01,18.01,3,3,0,0,2.352,18.01,0
2227,22,15.707,15.707,2,2,0,1,2.352,15.707,0
2235,22,28.252,28.252,12,9,0,0,2.831,28.252,0
2239,22,1.714,1.714,11,12,0,0,-4.252,1.714,0
2246,24,1.29,1.366,12,10,0,0,0.586,1.3444815,1
2256,24,10.209,10.292,12,12,0,0,2.352,10.221754,1
2259,24,18.081,18.163,12,12,0,0,2.352,18.142902,1
2260,24,3.548,3.548,10,14,0,0,-1.832,3.548,0
2262,24,12.723,12.723,12,15,0,0,2.749,12.723,0
2266,24,6.554,19.647,10,10,0,0,2.352,8.037261,1
2271,24,3.548,3.548,13,12,0,0,-2.831,3.548,0
2274,24,31.57,31.619,16,12,0,0,1.336,31.61685,1
2279,24,8.063,8.063,11,16,0,0,-0.586,8.063,0
2295,22,25.708,25.791,12,12,0,0,1.916,25.732655,1
2298,22,30.251,30.251,16,16,0,0,7.08,30.251,0
2317,22,44.131,44.131,8,8,0,0,2.352,44.131,0
2321,25,6.245,7.493,11,16,0,0,-1.914,7.4009304,1
2322,25,6.245,8.298,12,16,0,0,-1.914,6.284162,1
2324,3,9.12,36.479,6,6,1,1,2.352,26.582088,1
2328,3,8.876,8.953,12,12,1,1,3.811,8.947737,1
2348,3,23.488,23.488,12,15,1,1,2.5,23.488,0
2350,23,30.166,30.166,8,8,0,0,2.352,30.166,0
2352,15,10.96,11.042,14,17,0,0,3.852,11.003175,1
2358,24,30.962,31.039,15,13,0,0,5.002,31.0121,1
2361,24,14.842,14.842,16,17,0,0,1.251,14.842,0
2367,24,8.11,8.11,16,15,0,0,5.747,8.11,0
2370,28,50.919,50.919,6,8,1,1,1.06,50.919,0
2375,28,9.719,9.719,16,14,1,1,3.663,9.719,0
2377,28,8.999,36.0,5,5,1,1,2.352,23.40096,1
2379,29,9.5,38.001,9,9,0,0,2.352,16.848972,1
2382,29,38.33,38.33,8,8,0,0,2.352,38.33,0
2384,31,31.373,31.373,10,10,0,0,2.352,31.373,0
2389,15,6.048,6.048,12,14,0,0,0.917,6.048,0
2398,21,2.505,3.496,17,17,0,0,2.352,3.4762843,1
2401,29,4.671,5.306,17,16,0,0,0.227,5.1299314,1
2405,23,0.772,3.088,17,17,0,0,2.352,1.8343614,1
2407,23,20.126,20.208,14,12,0,0,0.504,20.194471,1
2410,23,20.293,20.37,14,11,0,0,0.504,20.366125,1
2415,23,5.993,5.993,10,12,0,0,-3.499,5.993,0
2428,23,2.042,2.119,12,12,0,0,-0.252,2.0780118,1
2432,23,15.116,15.116,12,12,0,0,0.832,15.116,0
2434,24,20.381,20.381,17,16,0,0,-0.753,20.381,0
2437,24,21.832,21.832,12,12,0,0,2.352,21.832,0
2439,22,46.806,46.806,13,11,0,0,6.94,46.806,0
2440,25,8.843,8.843,16,13,0,0,0.419,8.843,0
2446,23,11.444,11.444,14,14,0,0,4.252,11.444,0
2453,23,6.716,6.76,12,12,0,0,2.352,6.756387,1
2455,23,3.838,3.838,16,14,0,0,1.506,3.838,0
2458,17,30.185,30.185,12,9,0,0,4.244,30.185,0
2462,17,3.379,3.461,9,14,0,0,-3.337,3.3915956,1
2473,17,23.422,23.422,11,10,0,0,2.916,23.422,0
2482,25,36.474,36.474,12,15,0,0,4.0,36.474,0
2485,25,36.474,36.474,12,12,0,0,4.0,36.474,0
2487,24,42.924,42.924,12,11,0,0,2.166,42.924,0
2490,24,42.924,42.924,12,11,0,0,1.791,42.924,0
2502,24,30.913,30.913,13,12,0,0,-4.0,30.913,0
2504,24,32.986,32.986,16,17,0,0,-1.834,32.986,0
2508,24,5.752,5.752,16,10,0,0,0.586,5.752,0
2515,17,0.548,0.548,8,8,0,0,2.352,0.548,0
2518,17,22.664,22.664,17,16,0,0,2.251,22.664,0
2520,22,38.595,38.595,12,17,0,0,0.999,38.595,0
2523,22,38.587,38.587,12,12,0,0,0.999,38.587,0
2528,22,18.404,18.404,13,12,0,0,0.999,18.404,0
2546,23,16.504,16.504,15,13,0,0,-0.58,16.504,0
2548,23,42.834,42.834,12,14,0,0,3.669,42.834,0
2556,23,4.838,4.838,10,16,0,0,1.169,4.838,0
2558,23,11.296,11.368,13,14,0,0,-0.501,11.324477,1
2563,23,4.838,4.838,16,16,0,0,1.169,4.838,0
2566,24,45.626,45.626,19,12,0,0,-0.082,45.626,0
2568,24,32.83,32.83,16,16,0,0,13.495,32.83,0
2572,24,12.172,12.172,14,14,0,0,-0.504,12.172,0
2578,24,13.194,13.194,15,11,0,0,3.581,13.194,0
2581,24,12.172,12.172,14,14,0,0,-0.504,12.172,0
2587,22,11.047,11.047,12,15,0,0,-0.917,11.047,0
2589,26,46.333,46.333,11,7,0,0,-2.494,46.333,0
2592,23,45.749,45.749,11,12,0,0,1.999,45.749,0
2594,27,35.584,35.584,14,12,0,0,2.338,35.584,0
2597,22,28.999,28.999,13,13,0,0,2.352,28.999,0
2598,7,23.702,23.702,12,15,0,0,3.332,23.702,0
2602,13,50.084,50.084,4,7,1,1,1.749,50.084,0
2604,25,6.001,6.001,6,6,1,1,2.352,6.001,0
2610,24,4.0,4.0,12,12,1,1,2.352,4.0,0
2612,23,6.294,25.183,12,12,0,0,2.352,10.841023,1
2616,23,4.906,5.626,12,12,0,0,1.982,5.522039,1
2619,28,49.588,49.588,6,5,0,0,0.183,49.588,0
2621,23,12.381,12.457,15,14,0,0,5.58,12.406881,1
2624,23,2.96,3.042,17,17,0,0,2.352,2.9868903,1
2628,23,22.667,22.667,16,13,0,0,4.246,22.667,0
2630,23,25.027,25.027,16,16,0,0,-0.162,25.027,0
2632,22,24.003,24.003,12,12,0,0,2.352,24.003,0
2634,23,39.023,39.023,12,12,0,0,2.352,39.023,0
2636,22,29.218,29.218,12,12,0,0,3.915,29.218,0
2638,24,14.275,15.001,12,12,0,0,3.105,14.615411,1
2647,24,7.551,7.551,10,9,0,0,10.335,7.551,0
2656,24,10.877,10.954,12,12,0,0,2.335,10.923462,1
2660,22,15.422,15.422,12,12,0,0,0.75,15.422,0
2662,22,9.139,9.139,13,13,0,0,1.585,9.139,0
2664,22,43.929,43.929,16,13,0,0,3.915,43.929,0
2668,22,6.464,6.546,13,15,0,0,-1.999,6.5010295,1
2671,22,30.546,30.546,12,16,0,0,0.151,30.546,0
2674,26,58.916,58.916,16,16,0,0,1.755,58.916,0
2676,25,5.626,5.708,11,17,0,0,-1.914,5.666747,1
2679,17,22.935,22.935,8,10,0,0,-0.586,22.935,0
2682,17,12.958,13.04,10,10,0,0,1.495,12.962768,1
2684,2,21.999,21.999,12,12,1,1,2.352,21.999,0
2688,31,45.437,45.437,8,8,0,0,2.352,45.437,0
2690,15,14.998,14.998,7,8,0,0,5.999,14.998,0
2698,24,62.861,62.861,8,8,0,0,1.415,62.861,0
2700,24,32.079,32.079,10,10,0,0,2.352,32.079,0
2701,24,9.914,9.914,12,12,0,0,2.352,9.914,0
2702,24,6.152,6.152,16,16,0,0,-0.665,6.152,0
2703,24,7.379,7.461,14,14,0,0,2.352,7.3911858,1
2705,22,35.937,35.937,8,12,0,0,5.851,35.937,0
2708,22,38.001,38.001,8,12,0,0,7.863,38.001,0
2712,26,32.186,32.186,5,8,0,0,6.127,32.186,0
2714,24,19.997,19.997,14,14,0,0,2.352,19.997,0
2716,2,4.014,6.012,12,12,1,1,2.352,5.4195037,1
2719,23,39.001,39.001,12,12,0,0,-9.582,39.001,0
2727,29,5.86,5.86,10,10,0,0,2.352,5.86,0
2729,29,29.35,29.35,14,14,0,0,6.086,29.35,0
2737,22,27.997,27.997,8,8,0,0,2.352,27.997,0
2739,13,2.001,2.001,12,12,0,0,2.352,2.001,0
2742,23,30.749,30.749,9,7,0,0,3.896,30.749,0
2747,23,5.462,5.544,12,10,0,0,4.0,5.5312643,1
2752,23,8.205,8.287,10,10,0,0,2.352,8.2515135,1
2754,23,33.919,33.919,16,14,0,0,13.662,33.919,0
2757,23,54.749,54.749,9,8,0,0,1.084,54.749,0
2760,23,11.047,12.038,12,12,0,0,2.352,11.745764,1
2762,23,3.817,3.817,10,10,0,0,2.352,3.817,0
2764,22,11.521,46.084,9,9,0,0,2.352,21.693392,1
2767,25,20.756,20.756,16,13,1,1,-0.17,20.756,0
2772,21,27.937,27.937,17,12,0,0,1.834,27.937,0
2775,25,20.55,20.55,12,12,0,0,6.667,20.55,0
2779,25,8.819,8.868,12,14,0,0,0.747,8.851842,1
2785,25,3.381,3.458,12,10,0,0,6.081,3.453133,1
2787,25,1.673,2.664,14,14,0,0,2.352,1.8351772,1
2795,23,3.639,3.639,11,10,0,0,-2.418,3.639,0
2801,23,8.523,8.523,12,14,0,0,1.336,8.523,0
2804,24,31.184,31.77,17,14,0,0,-3.789,31.459255,1
2811,24,19.795,19.871,15,15,0,0,2.352,19.846031,1
2817,24,0.92,2.743,12,12,0,0,2.352,2.7054477,1
2827,26,5.125,5.207,13,11,0,0,2.59,5.202856,1
2829,26,0.479,1.919,3,3,0,0,2.352,1.222396,1
2834,26,1.295,1.377,11,11,0,0,1.358,1.3642707,1
2838,26,22.322,22.322,11,10,0,0,2.086,22.322,0
2842,25,42.604,42.604,15,15,0,0,0.331,42.604,0
2849,21,31.138,31.138,11,9,0,0,-1.081,31.138,0
2854,25,7.496,7.496,10,12,0,0,2.418,7.496,0
2858,25,54.338,54.338,8,13,0,0,-1.643,54.338,0
2861,25,54.001,54.001,10,9,0,0,-1.656,54.001,0
2863,23,13.585,13.585,16,10,0,0,1.832,13.585,0
2873,29,37.823,37.823,8,11,0,0,1.065,37.823,0
2877,13,24.994,24.994,14,14,1,1,2.352,24.994,0
2879,22,39.05,39.05,12,12,0,0,6.001,39.05,0
2880,22,1.999,1.999,12,9,0,0,4.92,1.999,0
2882,26,1.002,1.002,14,14,0,0,2.352,1.002,0
2893,27,14.771,14.771,10,12,0,0,-2.836,14.771,0
2903,22,1.632,1.714,11,11,0,0,2.352,1.7014832,1
2904,22,13.916,13.916,16,15,0,0,1.591,13.916,0
2907,26,8.991,8.991,16,12,0,0,-0.419,8.991,0
2910,25,10.207,10.283,10,10,0,0,2.352,10.212518,1
2913,24,15.874,15.956,11,12,0,0,-0.085,15.947982,1
2915,24,41.999,41.999,10,14,0,0,1.999,41.999,0
2918,24,41.999,41.999,10,14,0,0,1.999,41.999,0
2927,19,40.903,40.903,13,12,0,0,4.085,40.903,0
2937,19,5.818,5.818,13,10,0,0,7.253,5.818,0
2938,19,5.999,5.999,12,10,0,0,6.916,5.999,0
2941,19,10.626,10.702,12,12,0,0,2.352,10.638933,1
2943,24,11.461,11.543,15,15,0,0,2.352,11.481947,1
2944,24,41.173,41.173,17,17,0,0,2.352,41.173,0
2947,24,17.889,17.889,12,17,0,0,11.165,17.889,0
2950,24,25.221,25.221,13,12,0,0,2.084,25.221,0
2953,24,22.782,22.782,14,12,0,0,3.17,22.782,0
2955,24,40.107,40.107,13,12,0,0,0.337,40.107,0
2959,24,11.693,11.693,16,16,0,0,1.251,11.693,0
2964,24,4.323,4.323,16,16,0,0,1.503,4.323,0
2966,24,3.995,3.995,16,16,0,0,1.503,3.995,0
2967,27,6.062,6.062,16,10,0,0,6.505,6.062,0
2968,27,10.116,10.116,16,13,0,0,1.418,10.116,0
2970,27,1.547,1.629,16,16,0,0,2.352,1.5929177,1
2976,25,7.064,7.064,16,10,0,0,2.497,7.064,0
2979,17,23.496,23.496,14,13,0,0,0.082,23.496,0
2983,22,19.751,21.295,14,16,0,0,1.087,20.113028,1
2985,22,44.58,44.58,6,6,0,0,2.352,44.58,0
2987,17,31.42,31.42,7,11,0,0,4.832,31.42,0
2990,17,31.42,31.42,7,11,0,0,4.832,31.42,0
2996,17,6.549,7.54,12,11,0,0,4.162,7.427821,1
2998,21,31.441,31.441,5,10,0,0,5.418,31.441,0
2999,21,6.111,6.111,12,12,0,0,7.168,6.111,0
3002,23,24.646,24.646,13,14,0,0,-0.501,24.646,0
3005,19,27.877,27.959,8,12,0,0,3.417,27.930315,1
3009,19,12.153,12.203,12,12,0,0,2.001,12.157913,1
3018,24,2.897,2.897,12,16,0,0,20.58,2.897,0
3019,24,1.043,1.125,10,10,0,0,2.352,1.0588313,1
3026,24,2.141,3.034,15,12,0,0,20.58,2.2526343,1
3038,24,9.922,9.922,17,13,0,0,0.75,9.922,0
3040,24,18.998,18.998,12,12,0,0,2.352,18.998,0
3044,23,17.706,17.706,13,11,0,0,4.498,17.706,0
3052,23,2.867,2.867,12,13,0,0,0.504,2.867,0
3059,3,41.848,41.848,4,9,1,1,-0.58,41.848,0
3062,3,41.848,41.848,4,9,1,1,-0.58,41.848,0
3067,3,6.793,6.875,10,7,1,1,6.188,6.813405,1
3074,3,7.504,7.504,10,14,1,1,-1.002,7.504,0
3082,17,19.734,19.784,14,12,0,0,0.671,19.76416,1
3084,17,6.694,6.694,12,10,0,0,1.002,6.694,0
3085,17,3.636,3.636,9,11,0,0,1.248,3.636,0
3089,22,50.007,50.007,9,9,0,0,2.352,50.007,0
3091,22,44.235,44.235,8,10,0,0,3.901,44.235,0
3093,7,29.246,29.246,8,8,0,0,2.352,29.246,0
3102,17,8.572,8.572,9,11,0,0,-0.246,8.572,0
3103,24,7.51,7.51,14,17,0,0,-0.249,7.51,0
3106,22,52.578,52.578,8,12,0,0,5.084,52.578,0
3110,22,23.411,23.411,9,12,0,0,2.168,23.411,0
3112,22,4.706,4.706,12,11,0,0,1.662,4.706,0
3114,22,16.016,16.016,12,12,0,0,3.751,16.016,0
3119,24,14.842,14.842,12,13,0,0,-2.42,14.842,0
3123,23,18.349,18.349,16,16,0,0,1.588,18.349,0
3131,23,18.349,18.349,16,14,0,0,1.588,18.349,0
3134,23,30.998,30.998,12,16,0,0,2.42,30.998,0
3136,23,2.428,2.428,9,17,0,0,1.125,2.428,0
3144,23,8.044,8.126,14,14,0,0,2.352,8.098881,1
3151,23,5.708,5.708,10,10,0,0,2.352,5.708,0
3154,22,9.752,9.752,16,11,0,0,5.585,9.752,0
3158,26,19.373,19.455,12,12,0,0,2.341,19.381516,1
3164,26,7.504,7.504,12,12,0,0,3.833,7.504,0
3165,26,21.741,21.741,13,12,0,0,0.085,21.741,0
3167,26,45.867,45.867,12,12,0,0,1.002,45.867,0
3173,26,15.784,15.784,13,16,0,0,2.412,15.784,0
3180,26,18.664,18.664,14,14,0,0,-0.832,18.664,0
3181,26,1.697,1.697,10,16,0,0,-0.753,1.697,0
3184,26,21.903,21.903,17,16,0,0,-1.665,21.903,0
3187,26,20.879,20.956,10,8,0,0,5.084,20.933844,1
3192,26,14.051,14.051,12,12,0,0,1.665,14.051,0
3202,23,1.213,1.295,12,12,0,0,2.352,1.2825304,1
3206,22,22.376,22.376,8,9,1,1,7.335,22.376,0
3224,22,12.939,12.939,16,14,0,0,4.085,12.939,0
3227,17,3.001,3.001,8,8,0,0,2.352,3.001,0
3237,24,7.086,21.24,10,10,0,0,2.352,12.830661,1
3243,17,22.919,22.919,17,16,0,0,0.917,22.919,0
3245,17,14.708,14.79,14,12,0,0,1.837,14.777988,1
3249,17,11.047,11.047,16,12,0,0,-1.582,11.047,0
3254,17,2.634,2.634,12,12,0,0,3.581,2.634,0
3258,22,7.466,7.466,17,13,0,0,2.921,7.466,0
3261,17,6.379,6.984,9,8,0,0,-0.728,6.582596,1
3266,29,24.723,24.723,12,16,0,0,0.077,24.723,0
3272,29,12.422,13.561,12,12,0,0,1.084,13.190733,1
3280,29,9.517,9.517,13,12,0,0,-4.586,9.517,0
3289,29,24.723,24.723,12,16,0,0,0.077,24.723,0
3291,24,22.686,22.686,20,12,0,0,5.662,22.686,0
3296,24,49.999,49.999,8,8,0,0,2.352,49.999,0
3298,23,50.864,50.864,10,11,0,0,4.246,50.864,0
3301,23,37.517,37.517,12,9,0,0,5.495,37.517,0
3304,23,12.183,12.183,12,12,0,0,2.084,12.183,0
3305,23,3.984,3.984,12,10,0,0,-2.081,3.984,0
3308,23,43.874,43.874,13,15,0,0,19.058,43.874,0
3311,32,67.255,67.255,11,12,0,0,-2.084,67.255,0
3316,32,15.718,15.718,14,12,0,0,4.504,15.718,0
3322,32,20.843,20.843,11,12,0,0,-3.337,20.843,0
3329,32,9.873,9.873,12,12,0,0,0.085,9.873,0
3335,32,33.415,33.415,12,12,0,0,2.352,33.415,0
3338,25,19.997,19.997,14,14,0,0,2.352,19.997,0
3342,31,28.999,28.999,9,9,0,0,2.352,28.999,0
3345,31,41.251,41.251,11,12,0,0,0.504,41.251,0
3347,15,38.943,38.943,12,12,0,0,-0.085,38.943,0
3363,31,0.079,0.079,11,12,0,0,4.999,0.079,0
3370,1,31.179,31.179,11,11,1,1,2.352,31.179,0
3386,22,45.547,45.547,12,8,0,0,-3.713,45.547,0
3387,22,33.541,33.618,12,12,0,0,2.352,33.549824,1
3391,23,17.016,17.016,12,14,0,0,2.42,17.016,0
3397,23,8.227,8.227,14,16,0,0,2.084,8.227,0
3398,23,17.016,17.016,17,13,0,0,2.42,17.016,0
3400,23,11.562,12.339,17,14,0,0,1.914,11.93075,1
3402,24,55.669,55.669,12,8,0,0,0.663,55.669,0
3430,21,40.452,40.452,10,10,0,0,-0.898,40.452,0
3435,23,12.632,12.704,13,12,0,0,1.999,12.658869,1
3437,23,2.075,2.075,10,12,0,0,0.167,2.075,0
3441,23,6.902,6.951,12,14,0,0,-0.2,6.90846,1
3447,23,14.431,18.155,13,14,0,0,4.252,17.477623,1
3450,23,33.665,33.665,8,8,0,0,2.352,33.665,0
3453,23,37.895,37.895,12,12,0,0,1.246,37.895,0
3455,24,18.943,18.943,16,16,0,0,-0.747,18.943,0
3464,25,30.998,30.998,8,8,0,0,2.352,30.998,0
3467,25,30.998,30.998,5,5,0,0,2.352,30.998,0
3470,24,6.459,6.508,18,18,0,0,2.352,6.473733,1
3471,24,7.244,7.244,16,16,0,0,7.335,7.244,0
3473,25,31.061,31.061,8,14,0,0,1.144,31.061,0
3476,25,32.832,32.832,8,12,0,0,3.225,32.832,0
3480,25,11.127,11.209,12,12,0,0,4.917,11.207624,1
3482,25,5.665,5.665,7,7,0,0,2.352,5.665,0
3485,25,59.384,59.384,4,12,0,0,2.836,59.384,0
3487,25,24.726,24.726,12,13,0,0,2.5,24.726,0
3490,25,24.726,24.726,12,13,0,0,2.5,24.726,0
3492,17,14.04,16.038,6,6,0,0,2.352,14.083845,1
3493,17,16.706,16.789,14,12,0,0,1.336,16.732727,1
3495,17,3.132,3.789,12,12,0,0,2.352,3.2960594,1
3508,22,2.505,2.505,13,16,0,0,-1.166,2.505,0
3509,17,24.876,24.876,17,16,0,0,-2.171,24.876,0
3511,32,5.796,5.796,12,12,1,1,2.352,5.796,0
3517,29,6.672,6.672,14,17,0,0,-5.166,6.672,0
3522,29,7.647,7.647,17,17,0,0,-8.296,7.647,0
3525,28,28.999,28.999,16,12,1,1,10.825,28.999,0
3527,31,40.868,40.868,12,16,0,0,6.615,40.868,0
3530,31,39.918,39.918,12,12,0,0,5.558,39.918,0
3536,31,18.902,18.902,16,17,0,0,1.251,18.902,0
3540,31,0.627,15.203,12,12,0,0,2.352,6.496064,1
3548,29,7.452,7.452,11,16,0,0,-0.167,7.452,0
3551,29,28.78,28.78,16,16,0,0,2.741,28.78,0
3556,29,3.543,3.619,17,16,0,0,0.747,3.602741,1
3558,29,9.029,9.029,16,17,0,0,5.665,9.029,0
3562,29,20.022,20.022,16,13,0,0,1.67,20.022,0
3567,29,12.142,12.142,16,12,0,0,1.084,12.142,0
3570,23,29.914,29.914,16,12,0,0,-0.671,29.914,0
3573,23,48.862,48.862,11,16,0,0,0.444,48.862,0
3577,23,22.376,22.376,13,16,0,0,3.168,22.376,0
3580,23,44.824,44.824,10,10,0,0,2.352,44.824,0
3583,23,46.086,46.086,10,9,0,0,4.893,46.086,0
3586,24,37.752,37.752,8,9,0,0,8.003,37.752,0
3589,24,15.765,15.765,16,16,0,0,5.749,15.765,0
3592,17,8.794,8.876,8,12,0,0,8.78,8.842128,1
3594,22,13.747,54.99,21,21,0,0,2.352,15.967701,1
3597,22,5.632,6.289,7,7,0,0,2.352,6.251551,1
3602,21,23.496,23.496,16,12,0,0,4.0,23.496,0
3604,7,48.32,48.32,1,11,1,1,0.986,48.32,0
3609,24,19.833,19.833,16,14,0,0,2.664,19.833,0
3616,23,3.792,3.874,12,12,0,0,0.419,3.8514926,1
3621,23,3.732,3.732,14,10,0,0,2.669,3.732,0
3623,27,15.012,15.012,8,8,0,0,2.352,15.012,0
3624,25,13.793,13.875,10,12,0,0,-1.582,13.824793,1
3627,25,44.339,44.339,11,14,1,1,1.585,44.339,0
3638,23,6.579,8.172,12,9,0,0,5.169,6.814343,1
3646,23,73.068,73.068,10,10,0,0,2.352,73.068,0
3648,24,11.25,44.999,8,8,1,1,2.352,36.280537,1
3650,24,27.088,29.087,8,8,0,0,2.352,27.88343,1
3653,24,41.689,41.689,7,12,0,0,0.824,41.689,0
3655,28,2.001,2.001,9,9,0,0,2.352,2.001,0
3658,28,2.001,2.001,9,9,0,0,2.352,2.001,0
3662,23,6.267,6.267,10,13,0,0,1.914,6.267,0
3668,23,4.452,5.941,9,14,0,0,2.084,4.637858,1
3683,23,19.997,19.997,12,10,0,0,0.75,19.997,0
3685,29,42.461,42.461,16,17,0,0,2.084,42.461,0
3688,29,46.04,46.04,12,12,0,0,2.352,46.04,0
3694,29,2.04,2.04,11,14,0,0,-0.419,2.04,0
3700,25,5.749,22.998,13,13,0,0,2.352,14.205768,1
3703,24,51.852,51.852,8,8,0,0,9.985,51.852,0
3714,23,8.277,9.027,12,10,0,0,2.916,8.3098955,1
3716,23,12.29,49.161,8,8,0,0,2.352,14.4851885,1
3719,23,35.619,35.619,12,12,0,0,1.498,35.619,0
3725,25,23.754,23.754,13,16,0,0,1.246,23.754,0
3728,25,28.0,28.0,16,14,0,0,4.0,28.0,0
3730,25,1.875,1.952,14,17,0,0,-2.505,1.8789144,1
3734,25,1.377,1.492,8,8,0,0,2.352,1.3838924,1
3736,22,46.004,46.004,7,7,0,0,2.352,46.004,0
3741,17,10.541,10.617,12,10,0,0,0.914,10.58546,1
3744,17,8.835,9.492,9,9,0,0,2.352,9.285224,1
3747,27,47.833,47.833,7,8,0,0,2.333,47.833,0
3751,20,12.0,12.0,11,11,0,0,2.352,12.0,0
3754,23,9.624,9.706,12,13,0,0,2.497,9.702689,1
3757,31,38.103,38.103,6,8,0,0,-0.014,38.103,0
3760,31,12.0,12.0,10,12,0,0,-9.958,12.0,0
3763,29,37.418,37.418,12,12,0,0,8.085,37.418,0
3767,29,23.951,23.951,17,17,0,0,-0.329,23.951,0
