lnhr,lnwg,kids,ageh,agesq,disab,id,year
7.972466,1.9401795,1,32,1024,0,125,1980
7.8038435,1.8840348,1,33,1089,0,125,1981
7.570443,1.798404,1,35,1225,0,125,1982
7.495542,1.7119945,1,36,1296,1,125,1983
7.138867,1.8718022,1,36,1296,1,125,1984
7.6638775,1.8500284,1,37,1369,0,125,1985
7.3620105,1.8033587,1,38,1444,1,125,1986
7.469654,1.8164521,1,40,1600,1,125,1987
7.585281,1.8082888,1,41,1681,1,125,1988
7.7084107,2.8136108,2,44,1936,0,126,1979
7.6861625,2.7581093,2,45,2025,0,126,1980
7.6778636,2.674838,2,46,2116,0,126,1981
7.698483,2.6817062,2,47,2209,0,126,1982
7.675546,2.745346,1,48,2304,0,126,1983
7.698483,2.7905514,0,49,2401,0,126,1984
7.539027,2.8887036,0,50,2500,0,126,1985
7.6778636,2.60417,0,51,2601,0,126,1986
7.6778636,2.7047112,0,52,2704,0,126,1987
7.6778636,2.4630017,0,53,2809,0,126,1988
7.5600805,2.6361961,2,42,1764,0,127,1979
7.5600805,2.7606428,2,43,1849,0,127,1980
7.5600805,2.6946273,2,44,1936,0,127,1981
7.3524413,3.0791538,1,45,2025,0,127,1982
7.4500794,2.3475585,1,46,2116,0,127,1983
5.480639,1.4303112,1,47,2209,0,127,1984
7.506592,1.4951488,1,48,2304,0,127,1985
7.6401234,1.6034198,1,49,2401,0,127,1986
7.6638775,1.6752257,1,50,2500,0,127,1987
7.6401234,1.686399,1,51,2601,0,127,1988
7.709757,2.4168062,1,35,1225,0,128,1979
7.698483,2.4501426,1,36,1296,0,128,1980
7.67601,2.5185025,1,37,1369,0,128,1981
7.67601,2.562639,1,38,1444,0,128,1982
7.436028,2.600465,1,39,1521,0,128,1983
7.5600805,2.6333268,1,40,1600,0,128,1984
7.555905,2.5907671,0,42,1764,0,128,1985
7.5600805,2.5771818,0,42,1764,0,128,1986
7.5585165,2.5764217,0,43,1849,0,128,1987
7.522941,2.554899,0,44,1936,0,128,1988
8.111328,2.3924258,3,48,2304,0,129,1979
7.9476786,2.3767645,1,49,2401,0,129,1980
7.668561,2.3887627,1,50,2500,0,129,1981
7.584773,2.4087453,1,51,2601,0,129,1982
6.9565454,2.3617969,1,52,2704,0,129,1983
6.9565454,2.568788,0,53,2809,0,129,1984
7.4283333,2.569554,0,54,2916,0,129,1985
7.901007,2.6261168,0,55,3025,0,129,1986
8.00903,2.7027025,0,56,3136,0,129,1987
7.9211726,2.5152743,0,57,3249,1,129,1988
7.770223,2.7719636,0,23,529,0,130,1979
5.5412636,2.810607,1,24,576,0,130,1980
7.863267,2.590017,2,24,576,0,130,1981
7.8438487,2.532903,2,25,625,0,130,1982
7.6496925,2.7219532,2,27,729,0,130,1983
7.851661,2.8160074,2,27,729,0,130,1984
7.877018,2.627563,2,29,841,0,130,1985
7.816014,2.6713862,2,29,841,0,130,1986
7.8119736,2.6383429,2,30,900,0,130,1987
8.006368,2.5703194,2,32,1024,0,130,1988
7.640604,2.823757,2,35,1225,0,131,1979
7.62949,2.8836827,2,36,1296,0,131,1980
7.625595,2.270062,2,37,1369,0,131,1981
7.625595,2.2596776,2,38,1444,0,131,1982
7.6549172,2.7219532,2,39,1521,0,131,1983
7.6415644,2.7511096,2,40,1600,0,131,1984
7.74327,2.677591,2,41,1681,0,131,1985
7.796058,2.5176964,2,42,1764,0,131,1986
7.6998425,2.8639138,2,43,1849,0,131,1987
7.586296,2.70538,2,44,1936,0,131,1988
7.7811384,1.9444805,1,22,484,0,132,1979
7.6496925,2.014903,1,23,529,0,132,1980
7.659643,2.0856721,1,24,576,0,132,1981
6.684612,2.830268,2,25,625,0,132,1982
6.8906093,1.9878744,2,26,676,0,132,1983
7.783224,2.2834022,4,27,729,0,132,1984
7.810758,2.2813613,4,28,784,0,132,1985
7.8823147,2.298577,4,29,841,0,132,1986
7.7972913,2.3997118,4,30,900,0,132,1987
7.9585767,2.0386195,4,31,961,0,132,1988
7.783224,2.823757,1,36,1296,0,133,1979
7.7549105,2.9386327,1,34,1156,0,133,1980
7.742402,2.76001,1,38,1444,0,133,1981
7.657283,2.9590683,1,39,1521,0,133,1982
7.787382,2.7140322,1,40,1600,0,133,1983
7.785305,2.9210086,1,41,1681,0,133,1984
7.7630215,2.7153568,1,42,1764,0,133,1985
7.8038435,2.899772,1,43,1849,0,133,1986
7.799753,2.773838,1,44,1936,0,133,1987
7.7956467,2.4849067,1,45,2025,0,133,1988
7.58883,2.621039,2,37,1369,0,134,1979
7.59287,2.6100698,2,38,1444,0,134,1980
7.5600805,2.6397715,2,39,1521,0,134,1981
7.534763,2.5930133,2,40,1600,0,134,1982
7.508787,2.6122732,2,41,1681,0,134,1983
7.517521,2.6581595,1,42,1764,0,134,1984
7.53048,2.65956,1,43,1849,0,134,1985
7.534763,2.656055,1,44,1936,0,134,1986
7.521859,2.6546495,1,45,2025,0,134,1987
7.539027,2.6333268,1,46,2116,0,134,1988
7.5600805,2.8769488,0,43,1849,0,135,1979
7.5642385,2.8831234,0,44,1936,0,135,1980
7.5807,2.8791983,0,45,2025,0,135,1981
7.58883,2.9327924,0,46,2116,0,135,1982
7.572503,2.8707356,0,47,2209,0,135,1983
7.539027,2.9637256,0,48,2304,0,135,1984
7.539027,3.0002222,0,49,2401,0,135,1985
7.522941,3.0184717,0,50,2500,0,135,1986
7.5600805,3.0363944,0,51,2601,0,135,1987
7.5683794,3.0368743,0,52,2704,0,135,1988
7.8038435,2.8986704,3,44,1936,0,136,1979
7.7587605,2.7868614,3,45,2025,0,136,1980
7.669495,2.7511096,2,46,2116,0,136,1981
7.6009026,2.8992214,2,47,2209,0,136,1982
7.6943927,2.373975,2,48,2304,0,136,1983
7.698483,2.7923913,2,50,2500,0,136,1984
7.698483,2.8616292,1,51,2601,0,136,1985
7.698483,2.7479117,1,52,2704,0,136,1986
7.698483,2.7985,1,52,2704,0,136,1987
7.6943927,2.70538,1,53,2809,0,136,1988
7.5989003,2.6644466,2,22,484,0,137,1979
7.584773,2.6630528,2,23,529,0,137,1980
7.5989003,2.5649493,2,24,576,0,137,1981
7.6029005,2.5907671,2,25,625,0,137,1982
6.473891,2.632608,2,26,676,0,137,1983
7.6601143,2.593761,2,27,729,0,137,1984
7.6108527,2.554899,2,28,784,0,137,1985
7.593878,2.472328,2,29,841,0,137,1986
7.614805,2.441477,2,30,900,0,137,1987
7.653495,2.3025851,2,31,961,0,137,1988
7.620705,2.7180004,1,22,484,0,138,1979
7.6009026,2.5930133,2,23,529,0,138,1980
7.6108527,2.7006898,2,24,576,0,138,1981
7.5657935,2.6844404,2,25,625,0,138,1982
7.620705,2.5771818,3,26,676,0,138,1983
7.6496925,2.6318889,2,27,729,0,138,1984
7.6496925,2.5726123,2,28,784,0,138,1985
7.7106533,2.6100698,2,29,841,0,138,1986
7.690286,2.532903,2,30,900,0,138,1987
7.698483,2.7536607,3,31,961,0,138,1988
8.168487,2.7719636,0,30,900,0,139,1979
8.136226,2.9204698,1,31,961,0,139,1980
8.140316,2.4756978,1,32,1024,0,139,1981
7.8991537,2.6404848,1,34,1156,0,139,1982
7.8991537,2.9370434,1,34,1156,0,139,1983
8.006368,2.506342,1,35,1225,0,139,1984
8.229511,2.4621496,2,36,1296,0,139,1985
7.986165,2.4078455,2,37,1369,0,139,1986
8.403801,2.0162356,2,38,1444,0,139,1987
8.076204,3.2378938,2,39,1521,0,139,1988
8.064636,2.3664985,2,34,1156,0,140,1979
8.100162,2.4024305,2,35,1225,0,140,1980
7.615791,2.7258902,2,36,1296,0,140,1981
7.742836,2.864484,2,37,1369,0,140,1982
7.6381984,2.8243506,2,38,1444,0,140,1983
7.734559,2.8195915,1,39,1521,0,140,1984
7.7160153,2.8570447,1,40,1600,0,140,1985
7.872836,2.7880929,1,41,1681,0,140,1986
7.838343,2.8243506,0,42,1764,0,140,1987
7.861727,2.783776,0,43,1849,0,140,1988
7.669495,2.0255132,2,39,1521,0,141,1979
7.649216,2.1505988,1,40,1600,0,141,1980
7.700748,2.1690538,1,41,1681,0,141,1981
7.698483,2.1517622,1,42,1764,0,141,1982
7.6778636,2.1644719,0,42,1764,0,141,1983
7.6211953,2.1656194,0,44,1936,0,141,1984
7.6048946,2.1770217,0,45,2025,0,141,1985
7.5683794,2.1882958,0,46,2116,0,141,1986
7.555905,2.1871743,0,47,2209,0,141,1987
7.6172676,2.1758876,0,48,2304,0,141,1988
7.5807,2.5360749,0,28,784,1,142,1979
7.8119736,2.60417,0,29,841,0,142,1980
7.787382,2.4815679,1,30,900,0,142,1981
7.696213,2.8160074,1,31,961,1,142,1982
7.797702,2.7763317,1,32,1024,1,142,1983
7.890957,2.6130066,1,33,1089,1,142,1984
8.0455885,2.817801,1,35,1225,0,142,1985
7.6870804,2.76569,1,36,1296,1,142,1986
7.828038,2.6404848,2,36,1296,1,142,1987
7.7752757,2.6796508,2,38,1444,1,142,1988
7.6568103,2.823757,3,36,1296,0,143,1979
7.912057,2.8449094,3,37,1369,0,143,1980
7.6415644,2.793616,3,38,1444,0,143,1981
7.6610565,2.8045719,3,39,1521,0,143,1982
7.5766096,2.761275,3,40,1600,0,143,1983
7.5812097,2.7874773,3,41,1681,0,143,1984
7.549609,2.783776,3,42,1764,0,143,1985
7.620705,2.8045719,3,43,1849,0,143,1986
7.0139155,2.7093828,3,44,1936,1,143,1987
7.555905,2.7644305,3,45,2025,1,143,1988
7.772753,2.6026897,1,30,900,0,144,1979
7.6048946,2.4638531,1,32,1024,0,144,1980
8.0110235,2.442347,1,32,1024,1,144,1981
7.6861625,2.5533438,2,33,1089,0,144,1982
7.666222,2.4989738,2,34,1156,0,144,1983
7.6943927,2.2396452,2,35,1225,0,144,1984
7.6401234,2.2772672,2,37,1369,0,144,1985
7.620705,2.0869136,2,38,1444,0,144,1986
7.6652846,2.055405,2,39,1521,1,144,1987
7.62949,2.1972246,2,40,1600,0,144,1988
7.6211953,2.4849067,1,30,900,0,145,1979
7.5953875,2.4765384,1,31,961,0,145,1980
7.3727465,2.5564518,1,32,1024,0,145,1981
7.4012313,2.4484155,1,33,1089,0,145,1982
7.426549,2.5384474,1,34,1156,0,145,1983
7.698483,2.5095992,1,35,1225,0,145,1984
7.720462,2.53449,1,36,1296,0,145,1985
7.62949,2.5265284,1,37,1369,0,145,1986
7.6172676,2.4570215,1,38,1444,1,145,1987
7.6088705,2.3978953,1,39,1521,0,145,1988
7.8038435,3.4111476,1,44,1936,0,146,1979
7.8038435,2.7440608,1,45,2025,0,146,1980
7.8038435,2.841415,1,46,2116,0,146,1981
7.8038435,3.0440462,1,47,2209,0,146,1982
7.901007,3.3741686,1,48,2304,0,146,1983
7.7630215,3.3672957,0,49,2401,0,146,1984
7.8038435,3.6163087,0,50,2500,0,146,1985
7.698483,3.6206007,0,51,2601,0,146,1986
7.824046,3.4028625,0,52,2704,0,146,1987
7.9655457,3.6496186,0,53,2809,0,146,1988
7.5678625,2.6100698,1,47,2209,1,147,1979
7.612831,2.6602595,0,47,2209,1,147,1980
7.6449194,2.6885276,0,48,2304,1,147,1981
7.612831,2.636912,0,49,2401,1,147,1982
7.517521,2.6383429,0,50,2500,1,147,1983
7.495542,2.7212954,0,51,2601,1,147,1984
7.64874,2.7491922,0,53,2809,1,147,1985
7.436028,2.6713862,0,53,2809,1,147,1986
7.4910874,2.7093828,0,54,2916,1,147,1987
7.517521,2.7013612,0,55,3025,1,147,1988
7.7297354,2.9188511,2,33,1089,0,148,1979
7.7480288,2.8332133,2,34,1156,0,148,1980
7.704812,2.9301264,2,35,1225,0,148,1981
7.853993,2.8558953,2,36,1296,0,148,1982
8.0680895,2.9402196,2,37,1369,0,148,1983
7.889459,3.092859,2,38,1444,0,148,1984
8.069343,3.0368743,2,39,1521,0,148,1985
8.071531,2.9637256,2,40,1600,0,148,1986
7.9193563,3.0007198,1,41,1681,0,148,1987
7.8135915,3.2092295,1,43,1849,0,148,1988
7.63868,1.9169227,0,46,2116,1,149,1979
7.6381984,1.9823799,0,47,2209,1,149,1980
7.6053925,1.9459101,0,48,2304,1,149,1981
7.6009026,1.975469,0,49,2401,1,149,1982
7.620705,2.1306098,0,50,2500,1,149,1983
7.5883236,2.0831845,0,51,2601,1,149,1984
7.6152983,2.084429,0,52,2704,1,149,1985
7.584773,2.0856721,0,53,2809,1,149,1986
7.5807,2.1400661,0,54,2916,1,149,1987
7.4024515,2.099244,0,55,3025,1,149,1988
7.7119966,3.152736,0,49,2401,0,150,1979
7.7579064,3.073156,0,50,2500,0,150,1980
7.621685,3.1742969,0,51,2601,0,150,1981
7.616776,3.168845,0,52,2704,0,150,1982
7.6068845,3.275634,0,53,2809,0,150,1983
7.6009026,3.2619352,0,54,2916,0,150,1984
7.591357,3.3116374,0,55,3025,0,150,1985
7.586296,3.3134584,0,56,3136,0,150,1986
7.6009026,3.2596338,0,57,3249,0,150,1987
7.6108527,3.253084,0,58,3364,0,150,1988
6.204558,2.631169,0,23,529,0,151,1979
7.555905,2.725235,0,24,576,0,151,1980
7.473069,2.8009331,0,25,625,0,151,1981
7.584773,2.823757,1,26,676,0,151,1982
7.62949,2.7688317,1,27,729,0,151,1983
7.621685,2.8763855,2,28,784,0,151,1984
7.625595,2.8791983,2,29,841,0,151,1985
7.59287,2.9306602,3,30,900,0,151,1986
7.5807,2.9642415,3,31,961,0,151,1987
7.58883,2.9841657,3,32,1024,0,151,1988
7.791523,3.3541057,1,36,1296,0,152,1979
7.816014,3.379974,1,37,1369,0,152,1980
7.7935867,3.188829,1,38,1444,0,152,1981
7.7790484,3.2367158,1,39,1521,0,152,1982
7.762171,3.2869081,1,40,1600,0,152,1983
7.6824822,3.2924979,1,41,1681,0,152,1984
7.9655457,3.105483,2,42,1764,0,152,1985
7.813996,3.3311324,2,43,1849,0,152,1986
7.7790484,3.333632,2,44,1936,1,152,1987
7.643962,3.467297,2,45,2025,1,152,1988
7.673223,2.1306098,4,38,1444,0,153,1979
7.673223,2.1222615,4,39,1521,0,153,1980
7.7146773,2.2082744,4,40,1600,0,153,1981
7.6610565,2.0425181,4,41,1681,0,153,1982
5.7170277,1.6311995,4,42,1764,0,153,1983
6.9847164,1.6900958,4,43,1849,0,153,1984
7.4121604,1.9657128,3,44,1936,0,153,1985
6.9772816,2.0175662,2,45,2025,0,153,1986
7.6362696,1.9865035,2,46,2116,1,153,1987
7.4500794,2.014903,1,47,2209,1,153,1988
7.539027,2.511224,0,37,1369,0,154,1979
7.382746,2.668616,0,38,1444,0,154,1980
7.436028,2.6720777,0,39,1521,0,154,1981
5.3752785,2.4492795,0,40,1600,1,154,1982
5.6347895,2.3942523,0,41,1681,0,154,1983
7.035269,2.4790564,0,42,1764,1,154,1984
7.59287,2.60417,0,43,1849,0,154,1985
7.539027,2.625393,0,44,1936,0,154,1986
7.53048,2.6056483,0,45,2025,1,154,1987
7.1608458,2.6741486,0,46,2116,1,154,1988
7.5908523,2.5225234,0,46,2116,1,155,1979
7.6048946,2.4638531,0,48,2304,0,155,1980
7.5837564,2.4765384,0,48,2304,0,155,1981
7.517521,2.4731715,0,50,2500,0,155,1982
7.6824822,2.447551,0,50,2500,0,155,1983
7.714231,2.5463152,0,52,2704,0,155,1984
7.5807,2.5517862,0,53,2809,0,155,1985
7.5683794,2.60417,0,54,2916,0,155,1986
7.5600805,2.3924258,0,55,3025,1,155,1987
7.6401234,2.668616,0,55,3025,1,155,1988
6.8416157,2.417698,2,26,676,1,156,1979
7.696213,2.0451088,2,27,729,1,156,1980
7.6889133,1.9459101,3,27,729,1,156,1981
7.6425242,1.8609746,2,28,784,0,156,1982
7.886081,1.5830939,2,30,900,0,156,1983
7.849714,1.798404,2,31,961,0,156,1984
7.863267,1.7578579,2,32,1024,0,156,1985
7.696213,1.9810015,2,33,1089,0,156,1986
7.6638775,2.055405,2,34,1156,0,156,1987
7.6496925,1.8453002,2,35,1225,0,156,1988
7.53048,2.5360749,1,42,1764,0,157,1979
7.683864,2.5144653,0,42,1764,0,157,1980
7.5432734,2.4824035,0,43,1849,0,157,1981
7.7450027,2.4595888,0,44,1936,0,157,1982
7.495542,2.4989738,0,45,2025,0,157,1983
7.584773,2.5463152,0,46,2116,0,157,1984
7.555905,2.5517862,0,47,2209,0,157,1985
7.58883,2.5580022,0,49,2401,0,157,1986
7.59287,2.60417,0,49,2401,1,157,1987
7.6328855,2.6347623,0,50,2500,1,157,1988
7.555905,2.9188511,0,27,729,0,158,1979
7.612831,2.8332133,1,28,784,0,158,1980
7.5668283,3.0111134,1,29,841,0,158,1981
7.508787,3.0238338,2,30,900,0,158,1982
7.508787,3.0582376,2,31,961,0,158,1983
7.487734,3.092859,2,32,1024,0,158,1984
7.4442487,3.154444,2,33,1089,0,158,1985
7.518064,3.1970391,2,34,1156,0,158,1986
7.526179,3.13201,2,35,1225,0,158,1987
7.5475016,3.1797192,2,36,1296,0,158,1988
7.698483,2.8724341,0,30,900,0,159,1979
7.6778636,3.1415627,1,31,961,0,159,1980
7.4593387,3.1201599,1,32,1024,0,159,1981
7.6778636,3.24688,1,33,1089,0,159,1982
7.5807,3.2939832,2,34,1156,0,159,1983
7.5807,3.3672957,2,35,1225,0,159,1984
7.7106533,3.3243163,2,36,1296,0,159,1985
7.612831,3.3156395,2,37,1369,0,159,1986
7.8038435,3.1797192,2,38,1444,0,159,1987
7.730614,3.398193,2,39,1521,0,159,1988
7.6824822,2.7498317,0,27,729,0,160,1979
7.6088705,2.7317667,0,28,784,0,160,1980
7.5857887,2.7212954,0,29,841,0,160,1981
7.6197243,2.7555697,0,30,900,0,160,1982
7.4685135,2.9069011,0,31,961,0,160,1983
7.463363,2.8478122,1,32,1024,0,160,1984
7.6396422,2.727199,1,33,1089,0,160,1985
7.711101,2.7285063,1,34,1156,0,160,1986
7.5616417,2.7504709,1,35,1225,0,160,1987
7.5548587,2.7880929,1,36,1296,0,160,1988
7.9284062,2.3105533,0,29,841,0,161,1979
7.824046,2.3446863,0,30,900,0,161,1980
7.772753,2.1282318,0,31,961,0,161,1981
7.9922686,1.8748744,0,32,1024,0,161,1982
7.9193563,1.9459101,0,33,1089,0,161,1983
7.820038,1.9796212,0,34,1156,0,161,1984
7.7209053,2.1894164,0,35,1225,0,161,1985
7.824046,2.1065702,0,36,1296,0,161,1986
7.820038,2.221375,0,37,1369,0,161,1987
7.7186856,2.285439,0,38,1444,0,161,1988
7.7540526,2.590017,2,30,900,0,162,1979
7.808729,2.6034303,2,31,961,0,162,1980
7.6704288,2.600465,2,32,1024,0,162,1981
7.972466,2.5533438,2,33,1089,0,162,1982
8.104099,2.4544475,2,34,1156,0,162,1983
7.9820747,2.5463152,3,35,1225,0,162,1984
7.9515595,2.4406064,3,36,1296,0,162,1985
7.7336836,2.6837575,3,37,1369,0,162,1986
7.9710855,2.6224923,3,38,1444,0,162,1987
7.860185,3.267666,3,39,1521,0,162,1988
7.620705,1.9065752,1,32,1024,0,163,1979
7.5989003,2.2267835,1,33,1089,0,163,1980
7.622664,2.3174736,1,34,1156,0,163,1981
7.622664,2.3915114,1,35,1225,0,163,1982
7.6401234,2.447551,1,36,1296,0,163,1983
7.6515956,2.4510052,1,37,1369,0,163,1984
7.6420445,2.530517,1,38,1444,0,163,1985
7.760467,2.4256873,1,39,1521,0,163,1986
7.838343,2.6261168,1,40,1600,0,163,1987
7.838343,2.5997224,0,41,1681,0,163,1988
7.6778636,3.228826,1,36,1296,0,164,1979
7.907284,3.379974,2,37,1369,0,164,1980
7.690286,3.0955777,2,38,1444,0,164,1981
7.7894545,3.2280338,2,39,1521,0,164,1982
7.787382,3.0291672,1,40,1600,0,164,1983
7.6939373,3.2999027,1,41,1681,0,164,1984
7.689371,3.1784704,1,42,1764,0,164,1985
7.7790484,3.1441524,1,43,1849,0,164,1986
7.673223,3.2172744,1,44,1936,0,164,1987
7.643962,3.3586378,1,45,2025,0,164,1988
7.77191,2.5556757,3,39,1521,0,165,1979
7.7579064,2.725235,3,40,1600,0,165,1980
7.6820216,2.6837575,3,41,1681,0,165,1981
7.579168,2.693275,3,42,1764,0,165,1982
7.5240216,2.737609,3,43,1849,0,165,1983
7.487734,2.7133694,3,44,1936,0,165,1984
7.4471684,2.712706,3,45,2025,0,165,1985
7.4163785,2.839663,3,46,2116,0,165,1986
7.473637,2.7874773,3,47,2209,0,165,1987
7.41998,2.668616,3,48,2304,0,165,1988
7.647786,2.4051416,3,33,1089,0,166,1979
7.7536235,2.464704,3,34,1156,0,166,1980
7.551712,2.5297208,3,35,1225,0,166,1981
7.59589,2.4981518,3,36,1296,0,166,1982
7.5908523,2.4874034,3,37,1369,0,166,1983
7.620705,2.4672518,3,38,1444,0,166,1984
7.872074,2.4570215,3,39,1521,1,166,1985
7.799753,2.4132316,3,40,1600,0,166,1986
8.04783,2.5726123,3,41,1681,0,166,1987
7.7931743,2.5649493,3,42,1764,0,166,1988
7.5600805,2.5748997,2,44,1936,0,167,1979
7.6666903,2.738256,2,45,2025,0,167,1980
7.549609,2.53449,1,46,2116,0,167,1981
7.559038,2.4973292,1,47,2209,0,167,1982
7.495542,2.3214068,1,48,2304,0,167,1983
7.5807,2.3924258,1,49,2401,0,167,1984
7.495542,2.3693087,0,50,2500,0,167,1985
7.539027,2.339881,0,51,2601,0,167,1986
7.5283318,2.6720777,0,52,2704,0,167,1987
7.539027,2.298577,0,53,2809,0,167,1988
7.35628,3.1599748,3,41,1681,0,168,1979
7.9515595,3.297687,3,43,1849,0,168,1980
7.712444,3.2272408,3,44,1936,0,168,1981
7.8184304,3.0238338,2,44,1936,0,168,1982
7.6975756,3.0864866,2,45,2025,0,168,1983
7.2004247,3.7157648,2,47,2209,0,168,1984
6.946976,3.2880287,2,48,2304,0,168,1985
7.775696,3.1250045,1,49,2401,0,168,1986
7.448916,3.485232,1,50,2500,0,168,1987
7.4809923,3.6224725,0,50,2500,0,168,1988
7.7748556,2.270062,1,29,841,0,169,1979
7.816014,2.3446863,1,31,961,0,169,1980
8.106515,2.3513753,2,31,961,0,169,1981
7.7493224,2.265921,2,32,1024,0,169,1982
7.7894545,2.3933394,2,33,1089,0,169,1983
7.72533,2.4248028,2,34,1156,0,169,1984
7.9287663,1.9810015,2,35,1225,0,169,1985
7.933797,2.1114247,2,36,1296,0,169,1986
8.067149,2.1983352,2,37,1369,0,169,1987
7.89804,2.339881,2,38,1444,0,169,1988
7.6009026,1.6992786,0,24,576,1,170,1979
7.5147996,1.6882491,1,25,625,1,170,1980
7.5432734,1.6311995,1,26,676,1,170,1981
7.616776,1.8609746,2,27,729,1,170,1982
6.4769726,1.9183921,2,28,784,1,170,1983
7.3901815,1.7595806,2,29,841,1,170,1984
7.730614,1.838961,2,30,900,1,170,1985
7.6088705,1.9878744,2,31,961,1,170,1986
7.7106533,2.1329823,2,32,1024,1,170,1987
7.8407063,1.5040774,2,33,1089,1,170,1988
7.8018003,2.179287,0,24,576,0,171,1979
7.9373746,2.184927,0,25,625,0,171,1980
7.893572,2.2082744,1,26,676,0,171,1981
7.750184,2.5533438,1,27,729,0,171,1982
7.9585767,2.6810215,1,28,784,0,171,1983
7.8826923,2.294553,1,29,841,0,171,1984
7.9697037,2.5664866,1,30,900,0,171,1985
7.813996,2.6713862,1,31,961,0,171,1986
7.9193563,2.6789646,1,32,1024,0,171,1987
7.922986,2.668616,1,33,1089,0,171,1988
7.7450027,2.225704,3,34,1156,0,172,1979
7.5807,2.285439,3,35,1225,0,172,1980
7.6009026,2.2533948,3,36,1296,0,172,1981
7.657283,2.2884862,3,37,1369,0,172,1982
7.6778636,2.3253245,3,38,1444,0,172,1983
7.797702,2.3767645,3,39,1521,0,172,1984
7.6879973,2.3850863,3,40,1600,0,172,1985
7.6401234,2.4078455,3,41,1681,0,172,1986
7.771067,2.4362414,3,42,1764,0,172,1987
7.7630215,2.4344902,3,43,1849,0,172,1988
7.855157,3.5166073,2,31,961,0,173,1979
7.7406645,3.5490425,2,32,1024,0,173,1980
7.762171,3.8649313,3,33,1089,0,173,1981
7.7748556,3.1415627,3,34,1156,0,173,1982
7.673688,3.2969475,3,35,1225,0,173,1983
7.7748556,3.462606,3,36,1296,0,173,1984
7.7630215,3.2596338,3,37,1369,0,173,1985
7.824046,3.2902658,3,38,1444,0,173,1986
7.5600805,3.5851843,3,39,1521,0,173,1987
7.8038435,3.5851843,3,40,1600,0,173,1988
7.6591716,3.1859393,2,42,1764,0,174,1979
7.901007,3.1415627,1,44,1936,0,174,1980
8.233768,3.2248578,1,45,2025,0,174,1981
8.254529,3.2248578,1,46,2116,0,174,1982
8.149024,3.2580965,1,46,2116,0,174,1983
7.8196363,3.2623184,1,47,2209,0,174,1984
8.069343,3.2256527,1,48,2304,1,174,1985
8.274612,3.260785,1,49,2401,0,174,1986
8.078689,3.017983,1,51,2601,1,174,1987
7.820841,3.2076125,0,52,2704,1,174,1988
7.939515,3.3830333,0,50,2500,0,175,1979
7.792762,3.353057,0,51,2601,0,175,1980
7.6496925,3.1990812,0,52,2704,0,175,1981
7.939872,3.221273,0,53,2809,0,175,1982
7.6415644,3.2164729,0,54,2916,0,175,1983
7.8038435,3.2164729,0,55,3025,0,175,1984
7.513709,3.1077209,0,56,3136,0,175,1985
7.849714,3.1726224,0,57,3249,0,175,1986
7.751045,3.1978564,0,58,3364,0,175,1987
7.6643467,3.1467352,0,59,3481,1,175,1988
8.160519,1.9960599,4,47,2209,0,176,1979
7.6401234,1.8213183,4,47,2209,0,176,1980
7.5807,1.7227666,3,48,2304,0,176,1981
7.5807,1.7833912,3,50,2500,0,176,1982
7.4471684,1.8050047,3,51,2601,1,176,1983
7.53048,1.8718022,2,52,2704,1,176,1984
7.5600805,1.7191888,1,53,2809,1,176,1985
7.5600805,1.6292405,1,54,2916,1,176,1986
7.0457764,1.8325814,1,55,3025,1,176,1987
7.6177597,2.1198635,1,56,3136,1,176,1988
8.149602,2.7719636,2,36,1296,0,177,1979
8.019613,2.8332133,2,37,1369,0,177,1980
8.011355,2.7587433,2,38,1444,0,177,1981
8.006368,2.9590683,2,39,1521,0,177,1982
7.9759083,2.5634096,2,40,1600,0,177,1983
8.140316,3.0596457,2,42,1764,0,177,1984
8.149024,3.2604015,2,43,1849,0,177,1985
8.002359,2.783776,2,43,1849,0,177,1986
8.0864105,2.9460168,2,44,1936,0,177,1987
8.051978,2.8512843,2,45,2025,0,177,1988
7.661527,2.5423892,3,37,1369,0,178,1979
7.620705,2.575661,3,38,1444,0,178,1980
7.6530204,2.6361961,3,39,1521,0,178,1981
7.698483,2.693275,3,40,1600,0,178,1982
7.6420445,2.6727684,3,41,1681,0,178,1983
7.5786567,1.9810015,3,42,1764,0,178,1984
7.6591716,1.9657128,3,43,1849,0,178,1985
7.6496925,1.9271641,3,44,1936,0,178,1986
7.6750817,2.00148,2,45,2025,0,178,1987
7.3951077,1.9459101,1,46,2116,0,178,1988
7.6009026,2.3767645,1,31,961,1,179,1979
7.106606,2.3223877,1,32,1024,1,179,1980
7.6563373,2.390596,1,33,1089,1,179,1981
8.003697,2.5486636,1,34,1156,1,179,1982
6.946976,2.568788,1,35,1225,1,179,1983
7.58883,2.569554,1,36,1296,1,179,1984
7.612831,2.7199788,1,37,1369,1,179,1985
7.3158836,2.6844404,1,38,1444,1,179,1986
7.3677087,2.6532419,1,39,1521,1,179,1987
7.620705,2.65886,1,40,1600,1,179,1988
7.853605,2.4612968,2,28,784,0,180,1979
7.852828,2.4300983,2,29,841,0,180,1980
7.767264,2.3924258,2,30,900,0,180,1981
7.843064,2.8290873,2,31,961,0,180,1982
7.8785343,2.8507066,2,32,1024,0,180,1983
7.9655457,2.4388628,2,32,1024,0,180,1984
8.006368,2.9150643,2,34,1156,0,180,1985
8.119697,2.9569914,2,35,1225,0,180,1986
