vrq,attain,pid,sex,sc,sid,fed,choice,med,cons,pupil
109,10,22,0,20,5,1,1,1,1,20
84,3,22,0,31,5,0,1,0,1,21
101,7,22,0,1,5,0,1,0,1,22
77,2,22,0,0,5,0,1,0,1,23
95,10,22,1,0,5,1,1,1,1,24
89,9,22,1,1,5,1,1,1,1,25
118,8,22,0,31,5,0,1,0,1,26
88,6,22,1,0,5,0,1,0,1,27
76,2,23,1,0,3,0,1,0,1,1
88,2,23,0,20,3,0,1,0,1,2
100,3,23,1,0,3,0,1,0,1,3
84,5,23,0,0,3,0,1,0,1,4
94,7,23,1,0,3,0,1,1,1,5
85,2,23,1,0,3,0,1,1,1,6
95,2,23,1,0,3,0,1,0,1,7
96,4,23,0,0,3,0,1,0,1,8
96,4,23,1,0,3,0,1,1,1,9
74,2,23,0,0,3,0,1,0,1,10
96,3,23,1,31,3,1,1,0,1,11
86,3,23,1,0,3,0,1,0,1,12
70,1,23,0,0,3,1,1,1,1,13
102,7,23,1,0,3,1,1,1,1,14
92,5,23,0,31,3,0,1,1,1,15
80,1,23,0,0,3,0,1,0,1,16
88,3,23,0,0,3,0,1,0,1,17
90,3,23,0,0,3,1,1,1,1,18
109,10,24,1,31,6,0,1,0,1,1
98,6,24,0,0,6,0,1,0,1,2
99,7,24,1,20,6,1,1,1,1,3
103,9,24,1,0,6,1,1,1,1,4
106,4,24,1,31,6,0,1,0,1,5
115,10,24,1,20,6,1,1,0,1,6
112,10,24,1,0,6,0,1,0,1,7
116,10,24,0,20,6,1,1,0,1,8
115,10,24,1,20,6,0,1,0,1,9
96,5,24,1,0,6,0,1,1,1,10
116,9,24,0,20,6,0,1,0,1,11
105,9,24,0,0,6,0,1,1,1,12
105,9,24,0,20,6,0,1,0,1,13
111,10,24,1,31,6,0,1,0,1,14
121,10,24,0,31,6,0,1,0,1,15
107,9,24,0,0,6,0,1,0,1,16
112,3,24,0,31,6,0,1,0,1,17
130,10,24,1,20,6,1,1,1,1,18
98,2,24,0,20,6,1,1,0,1,19
100,8,24,0,0,6,0,1,0,1,20
109,10,24,0,20,6,0,1,0,1,21
93,2,24,1,31,6,1,1,1,1,22
108,5,24,0,31,6,0,1,0,1,23
99,10,24,1,20,6,0,1,0,1,24
98,3,24,0,31,6,0,1,0,1,25
91,4,24,1,20,6,1,1,0,1,26
113,10,24,1,20,6,0,1,0,1,27
120,9,24,0,20,6,0,1,1,1,28
107,6,24,1,0,5,0,1,1,1,29
124,8,24,1,0,6,0,1,1,1,30
100,10,24,0,31,6,0,1,0,1,31
99,10,24,0,0,6,1,1,0,1,32
98,5,24,1,0,6,0,1,0,1,33
111,7,24,1,0,6,0,1,0,1,34
105,10,24,1,31,6,1,1,1,1,35
91,4,24,0,20,6,1,1,1,1,36
103,8,24,0,20,6,0,1,0,1,37
106,8,24,1,31,6,1,1,1,1,38
115,10,24,0,20,6,0,1,0,1,39
110,10,24,0,31,6,0,1,0,1,40
93,6,24,0,0,6,1,1,1,1,41
116,9,24,1,0,6,0,1,0,1,42
116,4,24,0,0,6,0,1,0,1,43
99,3,24,1,0,6,0,1,0,1,44
113,9,24,1,20,6,0,1,0,1,45
71,3,24,0,0,6,1,1,1,1,46
100,6,24,0,0,6,0,1,0,1,47
115,10,24,1,20,6,0,1,0,1,48
90,3,24,0,31,4,0,1,1,1,49
111,9,24,1,20,6,1,1,1,1,50
102,10,24,1,1,6,1,1,1,1,51
90,4,24,0,0,6,0,1,0,1,52
108,6,24,1,20,6,1,1,1,1,53
116,8,24,1,20,6,0,1,0,1,54
102,5,24,0,31,6,0,1,0,1,55
110,10,24,1,20,6,1,1,1,1,56
112,10,24,0,0,6,0,1,0,1,57
115,9,25,1,0,6,1,1,0,1,1
99,8,25,1,31,6,0,1,1,1,2
102,3,25,1,0,6,0,1,1,1,3
117,10,25,1,20,5,1,4,1,1,4
91,3,25,0,20,6,0,1,0,1,5
110,9,25,0,0,6,0,1,0,1,6
98,9,25,1,0,6,0,2,1,1,7
123,10,25,1,1,6,1,2,0,1,8
96,7,25,1,31,5,0,1,0,1,9
92,6,25,0,20,6,0,1,0,1,10
75,2,25,0,20,6,0,2,0,1,11
106,5,25,1,0,6,0,1,0,1,12
98,5,25,0,0,6,0,1,0,1,13
104,7,25,1,0,6,0,1,1,1,14
93,3,25,1,0,6,1,1,1,1,15
102,8,25,1,0,6,0,2,0,1,16
115,10,25,0,0,6,1,2,1,1,17
103,8,25,0,0,6,0,1,0,1,18
94,4,25,1,0,6,1,1,1,1,19
101,6,25,0,20,6,0,2,1,1,20
121,10,25,1,0,5,0,1,0,1,21
93,4,25,1,0,6,0,1,0,1,22
95,3,25,0,0,5,0,1,1,1,23
108,9,25,1,0,6,0,1,0,1,24
120,10,25,1,31,6,1,1,1,1,25
121,10,25,1,0,5,0,1,0,1,26
90,3,25,0,31,5,0,1,0,1,27
89,3,25,0,0,6,0,1,0,1,28
95,7,25,1,20,6,0,2,0,1,29
95,5,25,0,20,6,0,2,0,1,30
94,7,25,0,0,5,1,1,1,1,31
96,6,25,1,0,6,0,1,1,1,32
99,3,25,0,0,6,1,1,0,1,33
120,10,25,1,0,6,0,2,1,1,34
109,10,25,1,0,6,0,1,0,1,35
113,9,25,0,0,6,0,2,1,1,36
70,2,25,1,0,5,0,1,0,1,37
86,2,25,0,31,5,0,1,0,1,38
96,3,25,1,0,6,1,1,1,1,39
95,6,25,1,0,6,0,1,0,1,40
117,8,25,0,31,5,0,1,0,1,41
84,2,25,0,0,5,1,1,1,1,42
106,10,25,1,20,6,1,1,0,1,43
91,4,25,1,0,6,0,1,0,1,44
100,2,25,0,0,6,0,1,0,1,45
104,10,25,0,0,6,0,2,0,1,46
111,8,26,1,31,5,0,1,0,1,1
96,7,26,0,0,5,0,4,0,1,2
95,2,26,0,0,5,0,1,0,1,3
73,2,26,0,0,5,0,4,0,1,4
116,9,26,1,0,5,0,1,0,1,5
112,10,26,0,1,5,1,1,1,1,6
118,10,26,1,20,5,0,2,0,1,7
88,2,26,1,0,5,0,1,0,1,8
113,9,26,0,20,5,0,1,0,1,9
118,9,26,0,0,5,0,1,1,1,10
94,3,26,1,0,5,0,1,0,1,11
110,10,26,1,20,5,0,1,0,1,12
70,2,26,0,0,5,0,4,0,1,13
119,9,26,1,1,5,1,1,1,1,14
104,5,26,1,0,5,1,1,0,1,15
107,4,26,0,0,5,0,1,0,1,16
106,8,26,0,0,5,0,1,0,1,17
83,3,26,0,0,5,1,1,1,1,18
116,7,26,0,31,5,0,1,0,1,19
70,2,26,0,0,5,0,4,0,1,20
84,5,26,1,0,5,0,1,0,1,21
92,3,26,0,20,5,0,4,0,1,22
99,9,26,0,20,5,1,1,1,1,23
91,7,26,1,0,5,1,4,0,1,24
95,7,26,0,20,5,1,1,0,1,25
95,2,26,0,0,5,1,1,1,1,26
103,3,26,0,31,5,0,1,0,1,27
94,8,26,0,20,5,1,1,1,1,28
104,10,26,0,20,5,1,1,1,1,29
101,8,26,1,0,5,0,1,0,1,30
72,2,27,1,20,6,0,4,0,1,1
109,10,27,0,0,6,0,1,0,1,2
102,4,27,1,0,6,1,4,1,1,3
90,2,27,1,0,6,0,1,0,1,4
91,2,27,0,0,6,0,1,0,1,5
113,9,27,1,0,6,0,1,0,1,6
89,3,27,0,0,6,1,1,1,1,7
119,10,27,0,1,6,1,2,1,1,8
102,10,27,0,0,6,0,1,0,1,9
76,2,27,0,20,6,0,1,0,1,10
95,10,27,0,0,6,1,1,1,1,11
93,5,27,1,0,6,1,1,1,1,12
98,2,27,0,0,6,0,1,0,1,13
83,2,27,0,0,6,0,1,0,1,14
70,2,27,1,0,6,0,1,0,1,15
80,2,27,0,0,6,0,1,0,1,16
92,3,27,1,0,6,1,1,0,1,17
94,5,27,1,0,6,0,1,0,1,18
98,3,27,1,0,8,1,1,1,1,19
77,2,27,1,0,6,0,1,0,1,20
92,2,27,0,0,6,0,1,0,1,21
93,4,27,1,0,5,0,1,0,1,22
106,10,27,1,20,6,0,2,1,1,23
79,2,27,0,0,6,0,1,0,1,24
116,10,27,0,0,6,0,1,0,1,25
85,2,27,0,0,6,0,1,0,1,26
102,4,27,1,0,5,0,1,1,1,27
111,10,27,1,20,6,0,1,0,1,28
89,5,27,0,0,6,0,1,1,1,29
103,6,27,1,0,6,0,1,0,1,30
104,8,27,1,0,6,0,1,0,1,31
91,7,27,0,0,6,0,1,0,1,32
107,4,27,1,0,6,0,1,0,1,33
121,10,27,1,0,6,0,1,0,1,34
78,4,27,0,0,6,1,1,1,1,35
108,10,27,1,0,6,0,1,1,1,36
81,5,27,0,20,6,0,2,0,1,37
100,5,27,1,0,6,0,1,0,1,38
101,10,27,1,20,6,1,1,1,1,39
118,7,27,1,0,6,1,1,1,1,40
89,2,27,0,0,6,0,1,0,1,41
74,2,27,0,0,6,0,1,0,1,42
70,2,27,0,0,6,0,1,0,1,43
89,2,27,1,0,6,1,1,0,1,44
103,6,27,1,0,6,0,1,0,1,45
94,2,27,0,20,6,0,1,0,1,46
109,10,28,1,0,6,0,2,0,1,1
93,9,28,1,0,6,0,1,0,1,2
114,10,28,0,1,6,0,1,1,1,3
92,10,28,1,0,6,1,2,1,1,4
93,7,28,0,1,6,0,2,0,1,5
94,6,28,1,0,8,1,2,1,1,6
90,2,28,0,0,8,0,1,0,1,7
83,2,28,1,0,6,0,1,0,1,8
106,10,28,1,20,6,0,2,1,1,9
91,3,28,0,0,6,0,2,0,1,10
89,2,28,0,0,6,0,2,1,1,11
76,2,28,1,0,8,1,1,1,1,12
104,10,28,0,20,6,1,1,1,1,13
95,4,28,0,0,5,1,4,1,1,14
75,2,28,0,0,7,0,4,0,1,15
110,5,28,1,0,6,0,2,1,1,16
82,2,28,0,0,6,0,2,0,1,17
127,10,28,1,0,6,1,2,0,1,18
88,3,28,0,0,6,0,1,0,1,19
82,2,28,1,0,8,0,1,0,1,20
113,10,28,0,31,6,0,2,0,1,21
90,2,28,0,20,5,0,1,0,1,22
70,2,29,1,0,8,0,4,0,1,1
99,4,29,0,0,8,0,1,0,1,2
89,2,29,0,0,8,0,1,0,1,3
72,2,29,1,0,6,0,1,0,1,4
91,4,29,1,0,8,0,2,0,1,5
81,2,29,1,0,8,0,1,1,1,6
75,2,29,1,0,6,0,1,0,1,7
75,2,29,1,0,8,0,1,0,1,8
100,4,29,0,0,6,0,2,0,1,9
76,2,29,0,0,8,0,1,0,1,10
93,5,29,0,20,6,1,2,1,1,11
88,3,29,1,0,8,1,1,1,1,12
106,9,29,1,0,8,0,1,0,1,13
104,9,29,0,20,8,0,1,0,1,14
70,1,29,1,0,8,0,1,0,1,15
99,3,29,0,0,8,0,1,0,1,16
103,6,29,0,0,8,0,1,0,1,17
94,6,29,1,0,8,0,1,0,1,18
73,4,29,1,0,8,0,1,1,1,19
94,3,29,0,0,8,0,1,0,1,20
85,4,29,0,0,8,1,1,1,1,21
88,2,29,0,0,8,1,1,0,1,22
108,9,29,1,31,8,0,1,0,1,23
90,4,29,1,0,8,0,1,0,1,24
111,10,29,0,0,8,0,1,0,1,25
85,4,29,0,0,8,0,1,0,1,26
91,5,29,1,0,8,0,1,0,1,27
77,2,29,0,0,8,0,1,0,1,28
95,5,29,1,0,8,0,1,1,1,29
100,2,29,1,0,8,1,1,1,1,30
99,3,29,0,0,8,0,1,0,1,31
110,10,29,1,0,8,0,1,0,1,32
113,10,29,1,0,8,0,1,0,1,33
83,2,29,0,0,8,0,1,0,1,34
83,2,29,0,20,8,0,2,0,1,35
80,2,29,0,0,8,0,4,0,1,36
77,2,29,0,0,8,0,1,0,1,37
90,4,29,1,0,8,0,1,0,1,38
88,2,29,0,0,8,0,1,0,1,39
79,2,29,0,0,8,0,2,0,1,40
95,7,29,1,20,8,0,1,0,1,41
70,2,29,1,0,8,1,1,1,1,42
70,2,29,1,0,8,0,1,0,1,43
107,10,30,0,20,7,0,2,0,1,1
101,7,30,1,20,1,0,1,0,1,2
106,9,30,1,0,7,0,1,0,1,3
100,8,30,1,1,7,1,1,0,1,4
109,10,30,0,0,7,0,2,1,1,5
75,2,30,0,0,7,1,1,1,1,6
84,2,30,1,0,7,0,1,0,1,7
99,6,30,0,0,7,0,1,0,1,8
96,5,30,1,0,7,0,1,0,1,9
89,3,30,1,0,7,0,1,0,1,10
114,3,30,0,0,7,0,1,0,1,11
95,6,30,1,0,7,0,4,1,1,12
89,2,30,1,0,7,1,4,1,1,13
101,2,30,1,0,7,0,1,0,1,14
92,4,30,1,0,7,1,1,1,1,15
84,2,30,1,0,7,0,4,0,1,16
95,10,30,0,20,7,0,1,0,1,17
99,6,30,0,0,7,1,4,1,1,18
92,2,30,1,0,7,1,4,0,1,19
95,9,30,1,0,7,0,2,1,1,20
106,7,30,0,0,7,1,1,0,1,21
94,6,30,1,20,7,1,1,1,1,22
90,2,30,1,20,7,0,4,0,1,23
81,2,30,0,0,7,0,1,1,1,24
118,9,30,1,31,7,1,1,0,1,25
86,3,30,0,0,7,0,2,0,1,26
110,4,30,1,20,7,1,1,0,1,27
108,10,30,0,31,7,0,1,0,1,28
101,8,30,0,31,7,0,2,0,1,29
104,9,30,1,20,7,1,1,1,1,30
103,5,30,0,0,7,0,1,0,1,31
120,10,30,1,31,7,0,4,1,1,32
90,2,30,0,0,7,0,1,0,1,33
94,7,31,1,1,8,1,1,0,1,1
105,10,31,1,0,8,0,1,0,1,2
99,5,31,1,20,8,0,1,0,1,3
102,3,31,1,0,8,0,1,0,1,4
104,5,31,1,0,5,0,1,1,1,5
82,2,31,0,0,8,0,1,0,1,6
92,5,31,1,0,8,0,1,0,1,7
101,7,31,1,0,8,0,1,0,1,8
103,7,31,1,0,8,0,1,0,1,9
96,3,31,1,0,8,0,1,1,1,10
103,2,31,0,20,8,0,1,1,1,11
84,2,31,0,0,8,0,1,1,1,12
104,10,31,1,0,8,0,1,0,1,13
88,2,31,0,0,8,0,1,0,1,14
86,3,31,1,0,8,0,1,0,1,15
76,2,31,0,0,8,0,1,1,1,16
102,8,31,0,0,8,0,1,0,1,17
76,2,31,1,0,8,0,1,1,1,18
100,5,31,0,0,8,0,1,0,1,19
108,10,31,0,0,8,0,1,0,1,20
109,10,31,0,0,8,0,1,0,1,21
107,9,31,1,20,8,1,1,0,1,22
107,7,31,1,0,8,0,1,0,1,23
112,10,31,1,0,8,0,1,0,1,24
104,7,31,1,0,8,0,1,0,1,25
95,5,31,1,0,8,0,1,0,1,26
105,8,31,0,0,8,1,1,0,1,27
89,2,31,1,0,8,0,1,1,1,28
121,10,31,0,0,8,0,1,0,1,29
85,4,31,1,0,8,0,1,0,1,30
91,7,31,1,20,8,0,1,0,1,31
77,2,31,1,0,8,0,1,0,1,32
85,3,31,1,0,8,1,1,1,1,33
86,5,31,1,20,8,1,1,0,1,34
112,8,31,1,0,8,0,1,0,1,35
108,7,31,1,0,8,0,1,0,1,36
104,7,31,1,0,8,0,1,0,1,37
91,6,31,1,0,8,0,1,0,1,38
122,10,31,1,31,10,1,1,1,1,39
130,10,31,1,20,8,1,1,1,1,40
88,4,31,1,0,8,0,1,0,1,41
112,9,32,1,0,6,0,1,1,1,1
85,3,32,1,0,6,0,1,0,1,2
92,7,32,0,0,6,1,1,1,1,3
94,4,32,1,0,6,1,1,1,1,4
99,5,32,1,0,6,0,1,0,1,5
103,3,32,0,0,6,0,1,1,1,6
105,9,32,1,0,6,0,1,0,1,7
88,5,32,1,0,6,1,1,1,1,8
115,7,32,1,0,6,0,1,1,1,9
86,3,32,1,0,6,0,1,1,1,10
92,2,32,0,0,6,0,1,1,1,11
89,3,32,1,20,6,1,1,1,1,12
102,6,32,0,31,6,1,4,1,1,13
91,2,32,1,0,6,0,1,0,1,14
85,3,32,0,0,6,0,1,0,1,15
89,4,32,0,0,6,0,1,0,1,16
88,2,32,0,0,19,0,1,0,1,17
91,4,32,1,0,6,0,1,1,1,18
107,9,32,0,20,6,0,1,0,1,19
103,6,32,1,0,6,1,1,1,1,20
107,3,32,0,20,6,0,1,0,1,21
89,7,32,1,0,6,1,1,1,1,22
108,8,32,0,20,6,0,1,0,1,23
90,2,32,1,0,6,0,1,0,1,24
83,2,32,0,0,6,0,1,0,1,25
124,10,32,0,0,6,0,1,0,1,26
98,3,32,0,0,6,0,1,0,1,27
113,9,32,1,0,6,0,1,1,1,28
88,2,32,1,20,6,1,1,1,1,29
80,3,32,0,0,6,0,1,1,1,30
81,4,32,0,0,6,0,1,1,1,31
90,3,32,0,0,6,0,1,0,1,32
93,3,32,0,20,8,1,1,1,1,33
84,3,32,1,0,6,0,1,0,1,34
82,2,32,0,0,6,0,1,0,1,35
85,2,32,0,31,6,0,1,0,1,36
88,2,32,1,0,6,1,1,1,1,37
99,10,32,0,0,6,1,1,1,1,38
74,2,32,0,0,6,0,1,0,1,39
113,10,32,1,31,7,0,1,0,1,40
76,2,32,0,0,6,0,1,0,1,41
115,10,32,0,20,6,0,1,0,1,42
88,3,32,0,0,6,0,1,0,1,43
85,2,32,0,0,7,0,1,0,1,44
111,10,32,1,20,6,1,2,1,1,45
116,10,32,0,0,6,1,1,1,1,46
84,6,32,0,0,6,0,1,0,1,47
93,2,32,0,0,6,0,1,0,1,48
99,5,32,0,0,6,1,2,1,1,49
110,9,32,1,0,6,0,1,1,1,50
110,8,32,1,20,6,1,1,0,1,51
85,2,32,0,0,6,0,1,0,1,52
105,6,32,1,0,6,1,1,1,1,53
103,5,32,1,0,6,1,1,1,1,54
90,4,32,1,31,6,0,1,0,1,55
104,3,32,1,0,6,1,1,1,1,56
75,2,32,0,0,6,1,1,1,1,57
84,2,32,0,1,5,0,1,1,1,58
105,10,33,1,0,6,0,1,0,1,1
80,2,33,1,31,6,0,2,0,1,2
101,6,33,0,0,6,0,1,0,1,3
99,2,33,1,0,6,0,1,0,1,4
102,10,33,0,20,6,0,1,0,1,5
104,6,33,0,0,6,0,2,1,1,6
106,7,33,0,0,6,0,1,1,1,7
90,3,33,0,0,6,1,1,1,1,8
98,3,33,1,0,6,0,1,0,1,9
98,10,33,1,0,6,0,1,0,1,10
106,3,33,1,0,5,1,1,1,1,11
96,3,33,1,0,8,0,1,1,1,12
104,9,33,1,0,6,1,1,0,1,13
77,3,33,0,0,6,0,1,0,1,14
91,2,33,1,0,6,1,2,1,1,15
92,6,33,1,0,6,1,2,1,1,16
88,5,33,0,31,6,0,1,1,1,17
104,3,33,1,0,6,0,1,0,1,18
81,2,33,0,0,6,0,1,0,1,19
80,5,33,0,0,6,0,1,0,1,20
76,2,33,0,0,6,0,1,0,1,21
85,4,33,0,31,6,0,1,1,1,22
102,2,33,0,0,6,1,1,1,1,23
93,5,33,1,0,6,0,1,0,1,24
104,8,33,1,0,6,0,1,0,1,25
83,2,33,0,0,6,0,4,0,1,26
81,4,33,1,0,6,0,1,0,1,27
73,2,33,0,0,6,0,1,0,1,28
90,2,33,0,0,6,1,1,1,1,29
86,2,33,0,31,6,1,2,1,1,30
92,4,33,1,0,6,0,1,1,1,31
84,3,33,1,0,6,1,1,1,1,32
114,8,33,1,0,6,1,1,0,1,33
80,2,33,1,0,6,0,1,0,1,34
77,2,34,0,0,8,0,1,0,1,1
70,2,34,0,0,3,0,1,0,1,2
110,10,34,0,20,5,1,1,1,1,3
89,3,34,0,0,5,0,1,0,1,4
112,4,34,1,0,5,1,1,0,1,5
70,2,34,1,0,5,0,1,0,1,6
116,10,34,1,20,5,0,1,0,1,7
111,10,34,0,20,5,1,1,1,1,8
109,10,34,1,20,5,1,1,0,1,9
98,5,34,0,0,5,0,1,1,1,10
114,10,34,0,1,5,0,1,0,1,11
83,8,34,1,1,5,1,1,1,1,12
88,2,34,0,0,5,0,1,0,1,13
105,2,34,0,0,5,0,1,0,1,14
100,9,34,0,20,5,0,1,1,1,15
102,8,34,1,0,5,0,1,0,1,16
88,2,34,1,0,5,0,1,1,1,17
98,6,34,1,0,5,0,1,0,1,18
103,6,34,1,20,5,1,1,1,1,19
103,10,34,1,20,5,1,1,0,1,20
114,8,34,1,1,5,1,1,1,1,21
94,10,34,0,1,5,1,1,0,1,22
128,9,34,0,1,5,1,1,1,1,23
99,2,34,1,0,5,0,1,0,1,24
98,4,34,1,1,5,1,2,1,1,25
112,8,34,0,20,5,0,1,0,1,26
111,10,34,1,20,5,1,1,1,1,27
81,2,34,0,0,5,0,4,0,1,28
122,10,34,1,20,5,1,1,1,1,29
122,9,34,0,0,5,0,1,0,1,30
96,7,34,1,20,5,1,1,1,1,31
90,2,34,0,20,5,0,1,0,1,32
98,10,34,0,0,5,0,1,1,1,33
111,10,34,1,0,5,1,1,1,1,34
95,6,34,1,0,5,1,1,0,1,35
110,10,34,1,20,5,1,1,1,1,36
128,10,34,1,1,5,1,1,1,1,37
95,9,34,1,0,5,1,1,1,1,38
96,2,34,0,0,5,1,1,1,1,39
119,10,34,0,0,5,0,1,0,1,40
109,6,34,1,1,5,1,1,1,1,41
80,2,34,1,0,5,1,1,1,1,42
116,10,34,0,20,5,1,1,0,1,43
99,5,35,0,0,3,1,1,0,1,1
98,4,35,1,0,3,0,1,0,1,2
95,7,35,0,0,3,0,1,0,1,3
88,8,35,1,20,3,0,1,0,1,4
103,10,35,0,0,3,0,1,0,1,5
96,4,35,0,0,3,0,1,0,1,6
105,9,35,1,0,3,0,1,1,1,7
107,10,35,1,0,3,1,1,1,1,8
83,2,35,0,0,8,0,1,0,1,9
117,6,35,0,31,3,0,1,0,1,10
99,6,35,0,0,3,1,1,1,1,11
106,4,35,0,20,3,0,1,1,1,12
110,10,35,0,20,3,1,1,0,1,13
88,6,35,1,20,3,0,1,0,1,14
103,4,35,0,0,3,1,1,1,1,15
105,10,35,0,0,3,0,1,0,1,16
103,9,35,1,20,3,1,2,1,1,17
90,2,35,1,0,3,0,1,0,1,18
113,10,35,0,0,6,0,1,0,1,19
74,3,35,1,1,3,0,1,0,1,20
95,7,35,1,0,3,0,1,0,1,21
103,10,35,1,0,3,1,1,1,1,22
95,5,36,0,0,9,1,1,0,1,1
91,4,36,0,0,9,1,1,1,1,2
111,9,36,1,31,9,1,1,0,1,3
108,7,36,1,0,9,0,1,0,1,4
108,10,36,0,20,9,0,1,0,1,5
89,3,36,0,0,9,0,1,0,1,6
104,10,36,1,0,9,0,1,0,1,7
76,1,36,0,0,9,0,1,0,1,8
116,8,36,0,0,9,0,1,0,1,9
106,3,36,1,0,1,0,4,1,1,10
93,7,36,0,0,9,0,1,0,1,11
94,4,36,1,20,9,0,1,0,1,12
79,2,36,0,0,9,0,1,0,1,13
76,2,36,0,0,9,0,1,0,1,14
76,3,36,1,0,9,1,1,1,1,15
107,9,36,0,31,1,0,2,0,1,16
90,5,36,1,0,9,1,1,1,1,17
82,3,36,0,0,9,0,1,1,1,18
91,7,36,0,20,9,0,1,0,1,19
86,2,36,0,0,1,0,2,0,1,20
101,4,36,1,0,9,0,1,0,1,21
105,10,36,0,0,9,1,1,1,1,22
108,3,36,1,0,9,0,1,0,1,23
105,10,36,1,31,9,0,1,0,1,24
90,2,36,1,0,9,0,4,0,1,25
99,4,36,1,31,9,1,1,0,1,26
80,2,36,0,0,9,1,1,1,1,27
100,6,36,0,0,9,0,1,0,1,28
99,2,36,0,0,9,0,1,1,1,29
90,3,36,1,0,9,0,1,0,1,30
98,3,36,0,0,9,0,1,0,1,31
117,10,36,0,20,9,0,1,0,1,32
83,6,36,1,0,1,0,1,0,1,33
82,5,36,0,0,9,1,1,0,1,34
130,8,36,1,0,1,0,1,0,1,35
95,6,36,0,31,9,0,1,0,1,36
73,2,36,0,0,9,0,1,0,1,37
98,5,36,1,0,9,0,1,0,1,38
111,8,37,0,0,1,1,1,1,1,1
140,10,37,0,0,1,0,1,0,1,2
103,10,37,1,20,1,1,1,1,1,3
131,10,37,0,20,1,0,1,1,1,4
92,5,37,0,0,9,1,4,1,1,5
113,9,37,1,0,1,0,1,1,1,6
100,4,37,1,0,1,0,4,0,1,7
130,10,37,0,20,1,0,1,0,1,8
108,6,37,0,0,1,1,1,0,1,9
128,9,37,1,20,1,1,1,1,1,10
122,9,37,1,0,1,0,1,0,1,11
122,10,37,1,1,1,1,1,1,1,12
105,10,37,1,20,1,0,1,0,1,13
105,10,37,0,31,1,0,1,0,1,14
101,9,37,0,20,1,0,1,0,1,15
100,7,37,1,0,1,0,1,0,1,16
106,10,37,0,31,1,0,1,0,1,17
88,7,37,1,0,1,0,1,1,1,18
112,7,37,0,0,1,1,1,0,1,19
82,3,37,0,0,1,0,4,0,1,20
111,8,37,0,0,1,0,1,0,1,21
116,10,37,0,0,1,0,1,0,1,22
122,10,37,0,0,1,0,1,0,1,23
70,2,37,0,0,1,0,2,0,1,24
103,9,37,0,0,1,0,2,1,1,25
100,7,37,0,31,1,0,1,0,1,26
128,10,37,0,20,1,1,1,1,1,27
84,4,37,0,0,1,0,1,0,1,28
107,10,37,0,0,1,0,1,0,1,29
98,7,37,1,20,1,0,1,0,1,30
112,10,37,1,20,1,0,1,0,1,31
109,10,37,0,31,1,1,1,0,1,32
110,10,37,0,20,1,0,1,0,1,33
119,10,38,1,20,2,0,1,0,1,1
92,2,38,0,0,2,0,1,0,1,2
113,10,38,1,0,2,0,1,0,1,3
113,7,38,1,0,2,1,1,0,1,4
118,10,38,0,0,2,0,1,0,1,5
105,5,38,1,1,2,1,4,1,1,6
98,5,38,1,31,2,0,1,0,1,7
105,9,38,0,20,2,1,1,0,1,8
110,10,38,0,31,2,0,1,0,1,9
105,9,38,1,0,2,1,1,1,1,10
128,10,38,1,31,2,0,4,1,1,11
74,2,38,1,31,2,1,1,1,1,12
111,9,38,0,31,2,1,1,1,1,13
110,10,38,0,0,2,0,1,0,1,14
102,7,38,1,0,2,0,1,0,1,15
106,9,38,0,20,2,0,1,0,1,16
85,5,38,0,0,2,0,1,0,1,17
95,2,38,1,0,2,0,4,0,1,18
101,7,38,1,20,2,0,1,1,1,19
70,1,38,1,0,2,0,1,0,1,20
100,9,38,1,20,2,0,1,0,1,21
92,8,38,0,0,2,1,1,1,1,22
99,8,38,0,20,2,0,1,0,1,23
105,3,38,0,0,2,0,1,0,1,24
121,9,38,1,0,2,0,1,0,1,25
107,10,39,1,20,2,1,1,1,1,1
111,7,39,0,20,2,1,1,0,1,2
90,10,39,0,0,2,0,1,0,1,3
70,2,39,0,0,2,0,1,0,1,4
108,5,39,0,0,2,0,1,0,1,5
99,5,39,1,0,2,0,2,0,1,6
122,10,39,0,0,2,0,1,1,1,7
110,6,39,0,0,2,0,1,0,1,8
124,10,39,1,0,2,1,1,1,1,9
98,6,39,1,0,2,0,1,1,1,10
105,10,40,0,0,1,0,1,0,1,1
119,10,40,0,0,1,0,1,0,1,2
90,2,40,1,0,1,0,1,1,1,3
79,4,40,0,0,1,0,1,0,1,4
111,6,40,1,0,1,0,1,0,1,5
88,3,40,0,0,1,0,1,0,1,6
103,6,40,0,0,1,0,1,1,1,7
115,7,40,0,0,1,0,1,0,1,8
107,8,40,1,20,1,0,1,0,1,9
94,3,40,1,20,1,0,1,0,1,10
108,6,40,1,0,1,0,1,0,1,11
82,3,40,0,0,1,1,1,1,1,12
82,1,40,1,0,1,0,1,0,1,13
95,5,40,0,0,1,0,1,0,1,14
93,1,40,0,0,1,0,4,0,1,15
83,5,40,1,0,1,0,1,0,1,16
89,3,40,0,0,1,1,1,1,1,17
93,5,40,1,0,1,0,2,0,1,18
75,1,40,0,0,9,1,1,0,1,19
98,5,40,0,0,1,0,2,0,1,20
105,6,40,0,0,1,0,1,0,1,21
76,2,40,0,0,1,1,1,1,1,22
78,4,40,1,0,1,0,1,0,1,23
77,2,40,0,0,1,0,1,0,1,24
89,3,40,0,0,1,0,1,0,1,25
86,2,40,1,0,1,1,1,1,1,26
98,5,40,0,0,1,0,1,1,1,27
