exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,nr,year
11,50,0,0,0,0,1,0,0,17,0,6.90575,63,1976
12,49,0,0,0,0,1,0,0,17,0,6.90575,63,1977
13,50,0,0,0,0,1,0,0,17,0,7.49554,63,1978
14,49,0,0,0,0,1,0,0,17,0,7.54961,63,1979
15,49,0,0,0,0,1,0,0,17,0,7.52564,63,1980
16,48,0,0,0,0,1,0,0,17,0,7.72886,63,1981
17,50,0,0,0,0,1,0,0,17,0,7.36645,63,1982
34,44,1,1,0,1,1,0,0,12,0,6.35611,64,1976
35,46,1,1,0,1,1,0,0,12,0,6.42162,64,1977
36,49,1,1,0,1,1,0,0,12,0,6.47697,64,1978
37,48,1,1,0,1,1,0,0,12,0,6.53669,64,1979
38,45,1,1,0,1,1,0,0,12,0,6.55108,64,1980
39,47,1,1,0,1,1,0,0,12,0,6.68461,64,1981
40,50,1,1,0,1,1,0,0,12,0,6.80239,64,1982
30,46,1,1,0,1,1,0,1,8,0,6.55536,65,1976
31,44,1,1,0,1,1,0,1,8,0,6.62274,65,1977
32,45,1,1,0,1,1,0,1,8,0,6.72263,65,1978
33,46,1,1,0,1,1,0,1,8,0,6.77992,65,1979
34,36,1,1,0,1,1,0,1,8,0,6.93828,65,1980
35,45,1,1,0,1,1,0,1,8,0,7.03439,65,1981
36,45,1,1,0,1,1,0,1,8,0,7.04578,65,1982
20,49,1,1,1,0,1,0,0,8,0,6.3081,66,1976
21,49,1,1,1,0,1,0,0,8,0,6.39693,66,1977
22,47,1,1,1,0,1,0,0,8,0,6.51767,66,1978
23,49,1,1,1,0,1,0,0,8,0,6.6107,66,1979
24,47,1,1,1,0,1,0,0,8,0,6.68711,66,1980
25,44,1,1,1,0,1,0,0,8,0,6.77079,66,1981
26,48,1,1,1,0,1,0,0,8,0,6.85646,66,1982
28,50,1,0,1,0,1,0,0,12,0,5.96615,67,1976
29,50,1,0,1,0,1,0,0,12,0,6.02828,67,1977
30,49,1,0,1,0,1,0,0,12,0,6.15273,67,1978
31,50,1,0,1,0,1,0,0,12,0,6.21461,67,1979
32,50,1,0,1,0,1,0,0,12,0,6.30992,67,1980
33,50,1,0,1,0,1,0,0,12,0,6.44572,67,1981
34,49,1,0,1,0,1,0,0,12,0,6.47697,67,1982
34,40,1,1,0,1,1,0,1,12,0,6.45834,68,1976
35,47,1,1,0,1,1,0,1,12,0,6.50728,68,1977
36,42,1,1,0,1,1,0,1,12,0,6.56808,68,1978
37,45,1,1,0,1,1,0,1,12,0,6.66823,68,1979
38,47,1,1,0,1,1,0,1,12,0,6.75577,68,1980
39,47,1,1,0,1,1,0,1,12,0,6.80239,68,1981
40,46,1,1,0,1,1,0,1,12,0,6.95655,68,1982
27,49,1,1,0,1,1,0,0,13,0,6.40523,69,1976
28,46,1,1,0,1,1,0,0,13,0,6.55678,69,1977
29,47,1,1,0,1,1,0,0,13,0,6.62007,69,1978
30,47,1,0,0,1,1,0,0,13,0,6.62007,69,1979
31,47,1,0,0,1,1,0,0,13,0,6.70319,69,1980
32,48,1,0,0,1,1,0,0,13,0,6.83518,69,1981
33,48,1,1,0,1,1,0,0,13,0,6.93049,69,1982
8,49,0,0,0,1,1,0,0,16,0,6.47697,70,1976
9,48,0,0,0,1,1,0,0,16,0,6.47697,70,1977
10,49,0,0,0,1,1,0,0,16,0,6.62007,70,1978
11,49,0,0,0,0,1,0,0,16,0,6.80239,70,1979
12,48,0,0,0,0,1,0,0,16,0,6.90776,70,1980
13,48,0,0,0,0,1,0,0,16,0,6.90776,70,1981
14,48,0,0,0,0,1,0,0,16,0,7.17012,70,1982
7,48,0,0,1,1,0,0,0,16,0,6.69703,71,1976
8,49,0,0,1,1,0,0,0,16,0,6.80239,71,1977
9,49,0,0,1,1,0,0,0,16,0,6.8977,71,1978
10,48,0,0,1,1,0,0,0,16,0,6.95655,71,1979
11,46,0,0,1,1,0,0,0,16,0,7.1309,71,1980
12,48,0,0,1,1,0,0,0,16,0,7.24423,71,1981
13,48,0,0,1,1,0,0,0,16,0,7.40184,71,1982
11,40,0,0,0,0,1,0,1,17,0,6.47697,72,1976
12,40,0,0,0,0,1,0,1,17,0,6.62007,72,1977
13,42,0,0,0,0,1,0,1,17,0,6.62007,72,1978
14,40,0,0,0,0,1,0,1,17,0,6.68461,72,1979
15,40,0,0,0,0,1,0,1,17,0,6.85646,72,1980
16,40,0,0,0,0,1,0,1,17,0,6.90776,72,1981
17,42,0,0,0,0,1,0,1,17,0,7.00307,72,1982
13,49,1,0,0,1,1,0,1,16,0,6.46147,73,1976
14,49,1,0,0,1,1,0,1,16,0,6.65544,73,1977
15,49,1,0,0,1,1,0,1,16,0,6.73459,73,1978
16,48,0,0,0,1,1,0,1,16,0,6.81344,73,1979
17,47,0,0,0,1,1,0,1,16,0,6.91473,73,1980
18,47,0,0,0,1,1,0,1,16,0,6.8533,73,1981
19,47,0,0,0,1,1,0,1,16,0,7.11314,73,1982
3,51,1,1,1,0,0,0,0,13,0,5.4161,74,1976
4,51,1,1,1,0,0,0,0,13,0,5.52146,74,1977
5,51,1,1,1,0,0,0,0,13,0,5.59842,74,1978
6,45,0,0,1,0,0,0,0,13,0,5.70378,74,1979
7,50,0,0,1,0,0,0,0,13,0,5.76832,74,1980
8,50,1,0,1,0,0,0,0,13,0,5.8861,74,1981
9,52,1,0,1,0,0,0,0,13,0,5.85793,74,1982
23,36,1,1,1,0,1,0,0,8,1,5.66988,75,1976
24,51,1,1,1,0,1,0,0,8,1,5.99146,75,1977
25,51,1,1,1,0,1,0,0,8,1,6.08677,75,1978
26,24,1,1,1,0,1,0,0,8,1,6.17379,75,1979
27,50,1,1,1,0,1,0,0,8,1,6.25575,75,1980
28,51,1,1,1,0,1,0,0,8,1,6.43775,75,1981
29,47,1,1,1,0,1,0,0,8,1,6.44572,75,1982
9,51,1,0,0,1,1,0,0,13,0,5.16479,76,1976
10,47,0,0,0,1,1,0,0,13,0,5.62762,76,1977
11,50,1,0,0,0,1,0,0,13,0,5.84354,76,1978
12,48,1,0,0,0,1,0,0,13,0,5.96101,76,1979
13,47,1,0,0,0,1,0,1,13,0,6.02828,76,1980
14,47,1,0,0,0,1,0,1,13,0,6.15273,76,1981
15,49,1,0,0,0,1,0,0,13,0,6.24611,76,1982
10,48,0,0,1,0,1,0,0,10,0,5.52146,77,1976
11,52,1,0,1,0,1,0,0,10,0,5.70378,77,1977
12,51,1,1,1,0,1,0,0,10,0,6.20456,77,1978
13,50,1,0,1,0,1,0,0,10,0,6.05912,77,1979
14,39,1,0,1,0,1,0,0,10,0,6.19848,77,1980
15,29,1,1,1,0,1,0,0,10,0,6.16121,77,1981
16,39,1,0,1,0,1,0,0,10,0,6.2804,77,1982
37,44,1,0,0,0,1,0,0,12,0,5.70378,78,1976
38,52,1,0,1,1,0,0,0,12,0,5.78383,78,1977
39,46,1,0,1,1,0,0,0,12,0,5.78383,78,1978
40,48,1,0,1,1,0,0,0,12,0,6.16331,78,1979
41,49,1,0,1,1,0,0,0,12,0,6.21461,78,1980
42,50,1,0,1,1,0,0,0,12,0,6.21461,78,1981
43,50,1,0,1,1,0,0,0,12,0,6.30992,78,1982
10,50,1,0,0,0,0,1,0,8,0,5.42935,79,1976
11,50,1,0,0,0,0,1,0,8,0,5.47227,79,1977
12,50,1,0,0,0,0,1,0,8,0,5.64545,79,1978
13,50,1,0,0,0,0,1,0,8,0,5.68698,79,1979
14,37,1,0,0,0,0,1,0,8,0,5.85793,79,1980
15,50,1,0,0,0,0,1,0,8,0,5.95324,79,1981
16,50,1,0,0,0,0,1,0,8,0,6.05209,79,1982
5,48,0,1,0,0,1,0,0,17,0,6.74524,80,1976
6,50,0,1,0,0,1,0,0,17,0,6.81674,80,1977
7,50,0,1,0,0,1,0,0,17,0,6.65929,80,1978
8,50,0,1,0,0,1,0,0,17,0,7.09008,80,1979
9,50,0,1,0,0,1,0,0,17,0,7.07918,80,1980
10,50,0,1,0,0,1,0,0,17,0,6.98472,80,1981
11,50,0,1,0,0,1,0,0,17,0,7.26193,80,1982
6,46,1,0,0,1,1,0,1,16,0,6.35437,81,1976
7,48,1,0,0,1,1,0,1,16,0,6.33683,81,1977
8,47,1,0,0,1,1,0,1,16,0,6.43775,81,1978
9,49,1,0,0,1,1,0,1,16,0,6.39693,81,1979
10,49,0,0,0,1,1,0,0,16,0,7.23346,81,1980
11,49,0,0,0,1,1,0,0,16,0,7.35883,81,1981
12,50,1,0,0,1,1,0,0,16,0,7.17319,81,1982
22,50,1,0,1,0,1,0,1,12,0,6.62007,82,1976
23,49,1,0,1,0,1,0,1,12,0,6.66568,82,1977
24,44,1,0,1,0,1,0,1,12,0,6.81454,82,1978
25,38,1,0,1,0,1,0,1,12,0,6.88857,82,1979
26,49,1,0,1,0,1,0,1,12,0,6.9575,82,1980
27,50,1,0,1,0,1,0,1,12,0,6.93342,82,1981
28,36,1,0,1,0,1,0,1,12,0,7.06561,82,1982
12,47,1,0,0,1,0,0,1,12,0,6.12249,83,1976
13,46,1,0,0,1,0,0,1,12,0,6.08904,83,1977
14,47,1,0,0,1,0,0,1,12,0,6.29157,83,1978
15,42,1,0,0,1,0,0,1,12,0,6.39693,83,1979
16,48,1,0,0,1,0,0,1,12,0,6.49072,83,1980
17,47,1,0,0,1,0,0,1,12,0,6.59715,83,1981
18,46,1,0,0,1,0,0,1,12,0,6.56386,83,1982
38,42,0,0,1,1,1,0,0,17,1,6.58617,84,1976
39,34,0,0,1,1,1,0,0,17,1,6.62007,84,1977
40,48,0,0,1,1,1,0,0,17,1,6.62007,84,1978
41,46,0,0,1,1,1,0,0,17,1,6.40192,84,1979
42,49,0,0,1,1,1,0,0,17,1,6.77422,84,1980
43,34,0,0,1,1,1,0,0,17,1,6.9256,84,1981
44,47,0,0,1,1,1,0,0,17,1,6.70073,84,1982
15,51,1,1,0,0,1,0,1,7,0,6.16331,85,1976
16,49,1,1,0,0,1,0,1,7,0,6.22654,85,1977
17,50,1,1,0,0,1,0,1,7,0,6.32077,85,1978
18,50,1,1,0,0,0,0,1,7,0,6.4552,85,1979
19,48,1,1,0,0,0,0,1,7,0,6.51471,85,1980
20,50,1,1,0,0,0,0,1,7,0,6.62007,85,1981
21,49,1,1,0,0,0,0,1,7,0,6.66823,85,1982
3,37,0,0,1,1,0,1,0,12,0,6.21461,86,1976
4,49,0,0,1,1,0,1,0,12,0,6.71538,86,1977
5,38,0,0,1,1,0,1,0,12,0,6.43775,86,1978
6,49,0,0,1,1,0,1,0,12,0,6.65673,86,1979
7,39,0,1,1,1,0,1,0,12,0,6.65929,86,1980
8,51,0,1,1,1,0,1,0,12,0,6.86485,86,1981
9,48,0,0,1,1,0,1,0,12,0,6.65286,86,1982
12,41,1,0,0,1,1,0,1,14,0,6.54247,87,1976
13,49,1,0,0,1,1,0,1,14,0,6.60259,87,1977
14,32,1,0,0,1,1,0,1,14,0,6.74641,87,1978
15,50,1,0,0,1,1,0,1,14,0,6.86485,87,1979
16,46,1,0,0,1,1,0,1,14,0,6.95845,87,1980
17,49,1,0,0,1,1,0,1,14,0,7.01392,87,1981
18,49,1,0,0,1,1,0,1,14,0,7.11558,87,1982
5,49,0,1,0,1,1,0,0,15,0,6.3699,88,1976
6,48,0,1,0,1,1,0,0,15,0,6.39693,88,1977
7,48,0,1,0,1,1,0,0,15,0,6.55962,88,1978
8,48,0,0,0,1,1,0,0,15,0,6.73102,88,1979
9,48,0,0,0,1,1,0,0,15,0,6.86485,88,1980
10,47,0,1,0,1,1,0,0,15,0,7.15462,88,1981
11,49,0,1,0,1,1,0,0,15,0,7.2724,88,1982
11,48,0,0,0,0,1,0,0,12,1,6.05209,89,1976
12,47,0,0,0,0,1,0,0,12,1,6.02345,89,1977
13,50,0,0,0,0,1,0,0,12,1,6.30992,89,1978
14,50,0,0,0,1,1,0,0,12,1,6.38012,89,1979
15,49,0,0,0,1,1,0,0,12,1,6.65929,89,1980
16,49,0,0,0,1,1,0,0,12,1,6.68461,89,1981
17,49,0,0,0,1,1,0,0,12,1,6.73934,89,1982
1,48,0,0,0,1,0,1,0,12,0,6.21461,90,1976
2,48,0,0,0,1,0,1,0,12,0,6.21461,90,1977
3,48,0,0,0,1,0,1,0,12,0,6.30992,90,1978
4,48,0,0,0,1,0,1,0,12,0,6.39693,90,1979
5,47,0,0,0,1,0,1,0,12,0,6.21461,90,1980
6,47,0,0,0,1,0,1,0,12,0,6.39693,90,1981
7,49,0,0,0,1,0,1,0,12,0,6.65286,90,1982
10,39,1,0,0,1,1,0,1,7,0,6.34388,91,1976
11,21,1,1,0,1,1,0,1,7,0,6.41346,91,1977
12,40,1,1,0,1,1,0,1,7,0,6.72743,91,1978
13,50,1,1,0,1,1,0,1,7,0,6.76504,91,1979
14,50,1,1,0,1,1,0,1,7,0,6.85646,91,1980
15,43,1,1,0,1,1,0,1,7,0,7.00307,91,1981
16,42,1,1,0,1,1,0,1,7,0,7.17012,91,1982
5,50,1,0,1,0,1,0,1,14,0,6.47697,92,1976
6,49,1,0,1,0,1,0,1,14,0,6.58617,92,1977
7,45,1,0,1,0,1,0,1,14,0,6.7334,92,1978
8,38,1,0,1,0,1,0,1,14,0,6.81344,92,1979
9,48,1,0,1,0,1,0,1,14,0,6.9613,92,1980
10,17,0,0,1,0,1,0,0,14,0,6.50279,92,1981
11,47,0,0,1,0,1,0,1,14,0,6.70196,92,1982
33,49,1,1,1,0,1,0,1,7,0,5.99146,93,1976
34,34,1,1,1,0,1,0,0,7,0,6.17794,93,1977
35,51,1,1,1,0,1,0,0,7,0,6.17794,93,1978
36,50,1,1,1,0,1,0,1,7,0,6.39693,93,1979
37,50,1,1,1,0,1,0,1,7,0,6.50129,93,1980
38,46,1,1,1,0,1,0,1,7,0,6.60665,93,1981
39,31,1,1,1,0,1,0,1,7,0,6.90776,93,1982
11,36,0,0,0,1,1,0,1,17,0,6.79122,94,1976
12,36,0,0,0,1,1,0,1,17,0,6.84588,94,1977
13,38,0,0,0,1,1,0,1,17,0,6.87213,94,1978
14,36,0,0,0,1,1,0,1,17,0,6.95655,94,1979
15,38,0,0,0,1,1,0,1,17,0,7.09672,94,1980
16,41,0,0,0,1,1,0,1,17,0,7.16085,94,1981
17,34,0,0,0,1,1,0,1,17,0,7.16085,94,1982
37,48,1,1,0,1,1,0,1,8,0,6.28413,95,1976
38,48,1,1,0,1,1,0,1,8,0,6.32794,95,1977
39,35,1,1,0,1,1,0,1,8,0,6.47697,95,1978
40,47,1,1,0,1,1,0,1,8,0,6.50429,95,1979
41,46,1,1,0,1,1,0,1,8,0,6.58755,95,1980
42,47,1,1,0,1,1,0,1,8,0,6.76504,95,1981
43,47,1,1,0,1,1,0,1,8,0,6.81014,95,1982
29,50,0,1,0,1,1,0,0,16,0,6.90575,96,1976
30,50,0,1,0,1,1,0,0,16,0,6.90575,96,1977
31,50,0,1,0,1,1,0,0,16,0,7.34601,96,1978
32,49,0,1,0,1,1,0,0,16,0,7.20786,96,1979
33,49,0,1,0,1,1,0,0,16,0,7.52294,96,1980
34,48,0,1,0,1,1,0,0,16,0,7.67601,96,1981
35,49,0,1,0,1,1,0,0,16,0,7.78322,96,1982
30,39,1,0,1,0,1,0,0,11,0,6.10925,97,1976
31,50,1,0,1,0,1,0,0,11,0,6.22654,97,1977
32,50,1,0,1,0,1,0,0,11,0,6.31355,97,1978
33,49,1,0,1,0,1,0,0,11,0,6.41999,97,1979
34,49,1,0,1,0,0,0,0,11,0,6.51471,97,1980
35,49,1,0,1,0,0,0,0,11,0,6.62804,97,1981
36,48,1,0,1,0,0,0,0,11,0,6.83195,97,1982
16,50,0,1,1,1,1,0,0,17,0,6.72743,98,1976
17,52,0,1,1,1,1,0,0,17,0,6.8977,98,1977
18,52,0,0,1,1,1,0,0,17,0,6.98379,98,1978
19,52,0,1,1,1,1,0,0,17,0,7.07918,98,1979
20,50,0,1,1,1,1,0,0,17,0,7.17012,98,1980
21,50,0,1,1,1,1,0,0,17,0,7.14756,98,1981
22,50,0,1,1,1,1,0,0,17,0,7.36518,98,1982
12,49,1,1,0,1,0,0,0,12,0,5.78074,99,1976
13,49,1,1,0,1,0,0,0,12,0,5.826,99,1977
14,50,1,1,0,1,0,0,0,12,0,5.84644,99,1978
15,45,1,1,0,1,0,0,0,12,0,5.95584,99,1979
16,47,1,1,0,1,0,0,0,12,0,6.06611,99,1980
17,45,0,1,0,1,0,0,0,12,0,6.19032,99,1981
18,49,1,1,0,1,0,0,0,12,0,6.23637,99,1982
8,44,1,0,0,1,1,0,0,11,0,5.99146,100,1976
9,51,1,0,0,1,1,0,0,11,0,6.10925,100,1977
10,51,1,0,0,1,1,0,0,11,0,6.39693,100,1978
11,51,1,0,0,1,1,0,0,11,0,6.39693,100,1979
12,50,1,0,0,1,1,0,0,11,0,6.47697,100,1980
13,51,1,0,0,1,1,0,0,11,0,6.47697,100,1981
14,51,1,0,0,1,1,0,0,11,0,6.55108,100,1982
29,47,1,1,0,1,1,0,0,14,0,6.69703,101,1976
30,47,1,1,0,1,1,0,0,14,0,6.79682,101,1977
31,36,1,1,0,1,1,0,0,14,0,6.89467,101,1978
32,46,1,1,0,1,1,0,0,14,0,6.96885,101,1979
33,43,0,1,0,1,0,0,0,14,0,6.9256,101,1980
34,44,1,1,0,1,1,0,0,14,0,7.18007,101,1981
35,45,0,1,0,1,1,0,0,14,0,7.17242,101,1982
3,50,0,1,0,1,0,0,0,17,0,6.68461,102,1976
4,50,0,1,0,1,0,0,0,17,0,6.80239,102,1977
5,49,0,1,0,1,0,0,0,17,0,6.90776,102,1978
6,48,0,1,0,1,0,0,0,17,0,7.04752,102,1979
7,49,0,1,0,1,0,0,0,17,0,7.04752,102,1980
8,49,0,1,0,1,0,0,0,17,0,7.31322,102,1981
9,49,0,1,0,1,0,0,0,17,0,7.43838,102,1982
14,35,0,0,0,1,1,0,0,16,0,6.30992,103,1976
15,35,0,0,0,1,1,0,0,16,0,6.58617,103,1977
16,44,0,0,0,1,1,0,0,16,0,6.62007,103,1978
17,43,0,0,0,1,1,0,0,16,0,6.90776,103,1979
18,42,0,0,0,1,1,0,0,16,0,6.96602,103,1980
19,42,0,0,0,1,1,0,0,16,0,7.06902,103,1981
20,43,0,0,0,1,1,0,0,16,0,6.95655,103,1982
17,52,1,1,1,1,0,0,0,7,0,5.73657,104,1976
18,51,1,1,1,1,0,0,0,7,0,5.81413,104,1977
19,50,1,1,1,1,0,0,0,7,0,5.8999,104,1978
20,50,1,1,1,1,0,0,0,7,0,5.94017,104,1979
21,50,1,1,1,1,0,0,0,7,0,6.13123,104,1980
22,49,1,1,1,1,0,0,0,7,0,6.13123,104,1981
23,48,1,1,1,1,0,0,0,7,0,6.10925,104,1982
11,49,0,0,1,1,0,0,0,14,0,6.67203,105,1976
12,48,0,0,1,1,0,0,0,14,0,6.84268,105,1977
13,47,0,0,1,1,0,0,0,14,0,6.84055,105,1978
14,48,0,0,1,1,0,0,0,14,0,6.85646,105,1979
15,49,0,0,1,1,0,0,0,14,0,6.99485,105,1980
16,46,0,0,1,1,1,0,0,14,0,7.05618,105,1981
17,47,0,0,1,1,1,0,0,14,0,7.29709,105,1982
6,49,0,0,1,1,1,0,0,12,0,6.36303,106,1976
7,51,0,0,1,1,1,0,0,12,0,6.47697,106,1977
8,50,0,0,1,1,1,0,0,12,0,6.57228,106,1978
9,49,0,0,1,1,1,0,0,12,0,6.65929,106,1979
10,49,0,0,1,1,1,0,0,12,0,6.80239,106,1980
11,48,0,0,1,1,1,0,0,12,0,6.58893,106,1981
12,49,0,1,1,1,1,0,0,12,0,6.76849,106,1982
31,47,0,1,0,1,1,0,0,12,0,6.90575,107,1976
32,48,0,1,0,1,1,0,0,12,0,6.90575,107,1977
33,48,0,1,0,1,1,0,0,12,0,7.1309,107,1978
34,45,0,1,0,1,1,0,0,12,0,7.1309,107,1979
35,41,0,1,0,1,1,0,0,12,0,7.31322,107,1980
36,42,0,1,0,1,1,0,0,12,0,7.32975,107,1981
37,47,0,1,0,1,1,0,0,12,0,7.49554,107,1982
15,31,1,1,0,0,1,0,1,12,0,6.24611,108,1976
16,51,1,1,0,0,1,0,0,12,0,6.21461,108,1977
17,45,1,1,0,0,1,0,1,12,0,6.47697,108,1978
18,49,1,1,0,0,1,0,1,12,0,6.49677,108,1979
19,48,1,1,0,0,1,0,1,12,0,6.61473,108,1980
20,47,1,1,0,0,1,0,1,12,0,6.74524,108,1981
21,45,1,1,0,0,1,0,1,12,0,7.1309,108,1982
25,48,0,1,0,1,1,0,1,12,0,6.74524,109,1976
26,48,0,1,0,1,1,0,0,12,0,6.81344,109,1977
27,48,0,1,0,1,1,0,0,12,0,6.87213,109,1978
28,47,0,1,0,1,1,0,0,12,0,7.10661,109,1979
29,47,0,1,0,1,1,0,0,12,0,7.24423,109,1980
30,47,1,1,0,1,1,0,0,12,0,7.2998,109,1981
31,49,0,1,0,1,1,0,0,12,0,7.37776,109,1982
37,47,0,1,0,1,1,0,1,12,0,6.50728,110,1976
38,46,0,1,0,1,1,0,1,12,0,6.55108,110,1977
39,46,0,1,0,1,1,0,1,12,0,6.8773,110,1978
40,46,0,1,0,1,1,0,1,12,0,6.55108,110,1979
41,47,0,1,0,1,1,0,1,12,0,7.04752,110,1980
42,47,0,1,0,1,1,0,1,12,0,6.83411,110,1981
43,40,0,1,0,1,1,0,1,12,0,6.74524,110,1982
6,50,1,0,0,0,0,0,0,13,0,6.10925,111,1976
7,49,1,0,0,0,0,0,0,13,0,6.31355,111,1977
8,49,1,0,0,0,0,0,0,13,0,6.45362,111,1978
9,49,0,0,0,1,0,0,0,13,0,6.68461,111,1979
10,51,0,0,0,1,0,0,0,13,0,6.79122,111,1980
11,52,0,0,0,1,0,0,0,13,0,6.83518,111,1981
12,49,0,0,0,1,0,0,0,13,0,6.96791,111,1982
19,49,0,0,0,1,0,0,0,13,0,6.90575,112,1976
20,49,0,0,0,1,0,0,0,13,0,6.90575,112,1977
21,49,0,0,0,1,0,0,0,13,0,7.1107,112,1978
22,48,0,0,0,1,0,0,0,13,0,7.25134,112,1979
23,46,0,0,0,1,0,0,0,13,0,7.34601,112,1980
24,46,0,0,0,1,0,0,0,13,0,7.34601,112,1981
25,48,0,0,0,1,0,0,0,13,0,7.2998,112,1982
27,39,0,0,0,1,1,0,0,17,0,6.90575,113,1976
28,36,0,0,0,1,1,0,0,17,0,6.90575,113,1977
29,50,0,0,0,1,1,0,0,17,0,7.17012,113,1978
30,48,0,0,0,1,1,0,0,17,0,7.4553,113,1979
31,48,0,0,0,1,1,0,0,17,0,7.56008,113,1980
32,39,0,0,0,1,1,0,0,17,0,7.37212,113,1981
33,39,0,0,0,1,1,0,0,17,0,7.75577,113,1982
29,50,0,0,0,1,1,0,0,17,0,6.28972,114,1976
30,50,0,0,0,1,1,0,0,17,0,6.3613,114,1977
31,50,0,0,0,0,1,0,0,17,0,6.43615,114,1978
32,50,0,0,0,0,1,0,0,17,0,6.43455,114,1979
33,49,0,0,0,0,1,0,0,17,0,6.41182,114,1980
34,49,0,0,0,0,1,0,0,17,0,6.3699,114,1981
35,49,0,0,0,0,1,0,0,17,0,6.4677,114,1982
14,49,0,1,0,0,1,0,0,12,0,6.69456,115,1976
15,49,0,1,0,0,1,0,0,12,0,6.76849,115,1977
16,49,0,1,0,0,1,0,0,12,0,6.90776,115,1978
17,49,0,1,0,0,1,0,0,12,0,7.03966,115,1979
18,49,0,1,0,0,1,0,0,12,0,7.02554,115,1980
19,49,0,1,0,0,1,0,0,12,0,7.22766,115,1981
20,48,1,1,0,0,1,0,0,12,0,7.21229,115,1982
14,50,1,1,0,0,1,0,1,14,0,6.74052,116,1976
15,50,1,1,0,0,1,0,1,14,0,6.82979,116,1977
16,49,1,1,0,0,1,0,1,14,0,6.80239,116,1978
17,48,1,1,0,0,1,0,1,14,0,6.94698,116,1979
18,50,1,1,0,0,1,0,1,14,0,7.01031,116,1980
19,49,1,1,0,0,1,0,1,14,0,7.13569,116,1981
20,48,1,1,0,0,1,0,1,14,0,7.06817,116,1982
14,38,0,0,0,1,0,1,0,17,0,6.57925,117,1976
15,36,0,0,0,1,0,1,1,17,0,6.39693,117,1977
16,39,0,0,0,1,0,1,1,17,0,6.62007,117,1978
17,42,0,0,0,1,0,1,1,17,0,6.7093,117,1979
18,39,0,0,0,1,0,1,1,17,0,6.76849,117,1980
19,27,0,0,0,1,0,1,1,17,0,6.93537,117,1981
20,43,0,0,0,1,0,1,1,17,0,7.04752,117,1982
25,41,1,1,0,0,1,0,1,9,0,6.58617,118,1976
26,48,1,1,0,0,1,0,1,9,0,6.68461,118,1977
27,48,1,1,0,0,1,0,1,9,0,6.71538,118,1978
28,47,1,1,0,0,1,0,1,9,0,6.77422,118,1979
29,41,1,1,0,0,1,0,1,9,0,6.85646,118,1980
30,43,1,1,0,0,1,0,1,9,0,6.91672,118,1981
31,47,1,1,0,0,1,0,1,9,0,6.99942,118,1982
16,50,0,0,0,1,1,0,0,17,0,6.90575,119,1976
17,50,0,0,0,1,1,0,0,17,0,6.90575,119,1977
18,51,0,0,0,1,1,0,0,17,0,8.08641,119,1978
19,49,0,0,0,1,1,0,0,17,0,8.22951,119,1979
20,52,0,0,0,1,1,0,0,17,0,7.90986,119,1980
21,50,0,1,0,1,1,0,0,17,0,8.12089,119,1981
22,50,0,0,0,1,1,0,0,17,0,8.537,119,1982
14,51,1,1,0,1,1,0,0,12,0,6.24417,120,1976
15,50,1,1,0,1,1,0,0,12,0,6.39693,120,1977
16,50,1,1,0,1,1,0,0,12,0,6.90776,120,1978
17,49,1,1,0,1,1,0,0,12,0,6.90776,120,1979
18,50,1,1,0,1,1,0,0,12,0,6.77194,120,1980
19,50,1,1,0,1,1,0,0,12,0,6.86693,120,1981
20,49,1,1,0,1,1,0,0,12,0,6.90776,120,1982
13,51,0,1,0,1,1,0,0,16,0,6.90575,121,1976
14,49,0,1,0,1,1,0,0,16,0,6.90575,121,1977
15,49,0,1,0,0,0,0,0,16,0,7.46737,121,1978
16,48,0,1,0,0,0,0,0,16,0,7.52294,121,1979
17,49,0,1,0,0,0,0,0,16,0,7.6009,121,1980
18,50,0,1,0,0,0,0,0,16,0,7.50769,121,1981
19,49,0,1,0,0,0,0,0,16,0,7.64969,121,1982
15,49,1,0,0,0,1,0,1,12,0,6.62007,122,1976
16,48,1,0,0,0,1,0,1,12,0,6.71417,122,1977
17,48,1,0,0,0,1,0,1,12,0,6.81892,122,1978
18,49,1,0,0,0,1,0,1,12,0,6.97635,122,1979
19,48,1,0,0,0,1,0,1,12,0,6.92658,122,1980
20,49,1,0,0,0,1,0,1,12,0,7.00307,122,1981
21,50,1,0,0,0,1,0,1,12,0,7.00307,122,1982
27,47,1,1,1,0,1,0,1,8,0,6.30992,123,1976
28,43,1,1,1,0,1,0,1,8,0,6.55108,123,1977
29,50,1,1,1,0,1,0,1,8,0,6.56526,123,1978
30,47,1,1,1,0,1,0,1,8,0,6.74524,123,1979
31,47,1,1,1,0,1,0,1,8,0,6.93925,123,1980
32,39,1,1,1,0,1,0,1,8,0,6.95655,123,1981
33,29,1,1,1,0,1,0,1,8,0,7.00307,123,1982
28,49,0,0,1,0,1,0,0,16,0,6.8977,124,1976
29,50,0,0,1,0,1,0,0,16,0,6.90575,124,1977
30,49,0,0,1,0,1,0,0,16,0,7.17012,124,1978
31,49,0,0,1,0,1,0,0,16,0,7.31322,124,1979
32,49,0,0,1,0,1,0,0,16,0,7.37776,124,1980
33,49,0,0,1,0,1,0,0,16,0,7.49554,124,1981
34,47,0,0,1,0,1,0,0,16,0,7.49554,124,1982
14,38,1,1,1,1,1,0,1,12,0,6.22059,125,1976
15,49,1,1,1,1,1,0,1,12,0,6.30079,125,1977
