year,grade,math,retained,female,black,hispanic,size,lowinc,mobility,school,child
-0.5,1,0.905,N,M,Y,N,828,76.9,10.5,A9,Ee
0.5,2,2.14,N,M,Y,N,828,76.9,10.5,A9,Ee
1.5,3,1.748,N,M,Y,N,828,76.9,10.5,A9,Ee
2.5,4,2.3,N,M,Y,N,828,76.9,10.5,A9,Ee
-1.5,0,-0.608,N,F,Y,N,828,76.9,10.5,A9,Ef
-0.5,1,0.905,N,F,Y,N,828,76.9,10.5,A9,Ef
0.5,2,0.852,N,F,Y,N,828,76.9,10.5,A9,Ef
1.5,3,1.578,N,F,Y,N,828,76.9,10.5,A9,Ef
2.5,4,2.521,N,F,Y,N,828,76.9,10.5,A9,Ef
-1.5,0,-1.218,N,F,Y,N,828,76.9,10.5,A9,Eg
-0.5,1,0.058,N,F,Y,N,828,76.9,10.5,A9,Eg
0.5,2,0.003,N,F,Y,N,828,76.9,10.5,A9,Eg
1.5,3,1.273,N,F,Y,N,828,76.9,10.5,A9,Eg
2.5,4,2.371,N,F,Y,N,828,76.9,10.5,A9,Eg
-1.5,0,-1.76,N,F,Y,N,828,76.9,10.5,A9,Eh
-0.5,1,-0.501,N,F,Y,N,828,76.9,10.5,A9,Eh
0.5,2,0.852,N,F,Y,N,828,76.9,10.5,A9,Eh
1.5,3,1.273,N,F,Y,N,828,76.9,10.5,A9,Eh
2.5,4,2.859,N,F,Y,N,828,76.9,10.5,A9,Eh
-1.5,0,-0.84,N,M,Y,N,828,76.9,10.5,A9,Ei
-0.5,1,0.241,N,M,Y,N,828,76.9,10.5,A9,Ei
0.5,2,0.114,N,M,Y,N,828,76.9,10.5,A9,Ei
1.5,3,1.578,N,M,Y,N,828,76.9,10.5,A9,Ei
2.5,4,1.736,N,M,Y,N,828,76.9,10.5,A9,Ei
-1.5,0,-1.218,N,M,Y,N,828,76.9,10.5,A9,Ej
-0.5,1,0.148,N,M,Y,N,828,76.9,10.5,A9,Ej
0.5,2,0.852,N,M,Y,N,828,76.9,10.5,A9,Ej
1.5,3,1.661,N,M,Y,N,828,76.9,10.5,A9,Ej
2.5,4,2.164,N,M,Y,N,828,76.9,10.5,A9,Ej
-1.5,0,-2.377,N,F,Y,N,828,76.9,10.5,A9,Ek
-0.5,1,-0.988,N,F,Y,N,828,76.9,10.5,A9,Ek
0.5,2,0.716,N,F,Y,N,828,76.9,10.5,A9,Ek
1.5,3,1.202,N,F,Y,N,828,76.9,10.5,A9,Ek
2.5,4,2.521,N,F,Y,N,828,76.9,10.5,A9,Ek
-1.5,0,-1.76,N,M,Y,N,828,76.9,10.5,A9,El
-0.5,1,-0.194,N,M,Y,N,828,76.9,10.5,A9,El
0.5,2,0.995,N,M,Y,N,828,76.9,10.5,A9,El
1.5,3,1.001,N,M,Y,N,828,76.9,10.5,A9,El
-1.5,0,-0.974,N,F,Y,N,828,76.9,10.5,A9,Em
-0.5,1,-0.194,N,F,Y,N,828,76.9,10.5,A9,Em
0.5,2,0.003,N,F,Y,N,828,76.9,10.5,A9,Em
1.5,3,-0.35,N,F,Y,N,828,76.9,10.5,A9,Em
2.5,4,1.354,N,F,Y,N,828,76.9,10.5,A9,Em
-1.5,0,-2.377,N,F,Y,N,828,76.9,10.5,A9,En
-0.5,1,-1.757,N,F,Y,N,828,76.9,10.5,A9,En
0.5,2,0.463,N,F,Y,N,828,76.9,10.5,A9,En
1.5,3,0.237,N,F,Y,N,828,76.9,10.5,A9,En
2.5,4,1.912,N,F,Y,N,828,76.9,10.5,A9,En
-1.5,0,-1.538,N,M,Y,N,828,76.9,10.5,A9,Eo
-0.5,1,0.058,N,M,Y,N,828,76.9,10.5,A9,Eo
0.5,2,0.114,N,M,Y,N,828,76.9,10.5,A9,Eo
1.5,3,0.237,N,M,Y,N,828,76.9,10.5,A9,Eo
2.5,4,1.736,N,M,Y,N,828,76.9,10.5,A9,Eo
-1.5,0,-1.303,N,F,Y,N,828,76.9,10.5,A9,Ep
-0.5,1,1.043,N,F,Y,N,828,76.9,10.5,A9,Ep
0.5,2,1.309,N,F,Y,N,828,76.9,10.5,A9,Ep
1.5,3,0.632,N,F,Y,N,828,76.9,10.5,A9,Ep
2.5,4,2.445,N,F,Y,N,828,76.9,10.5,A9,Ep
0.5,2,1.309,N,F,Y,N,828,76.9,10.5,A9,Eq
1.5,3,2.254,N,F,Y,N,828,76.9,10.5,A9,Eq
2.5,4,2.859,N,F,Y,N,828,76.9,10.5,A9,Eq
0.5,2,-2.015,N,M,Y,N,828,76.9,10.5,A9,Er
1.5,2,0.147,Y,M,Y,N,828,76.9,10.5,A9,Er
2.5,3,0.227,N,M,Y,N,828,76.9,10.5,A9,Er
-2.5,0,-3.395,N,F,Y,N,828,76.9,10.5,A9,Es
-1.5,0,-1.538,Y,F,Y,N,828,76.9,10.5,A9,Es
-0.5,1,-1.882,N,F,Y,N,828,76.9,10.5,A9,Es
0.5,2,-1.34,N,F,Y,N,828,76.9,10.5,A9,Es
1.5,3,-0.403,N,F,Y,N,828,76.9,10.5,A9,Es
2.5,4,1.354,N,F,Y,N,828,76.9,10.5,A9,Es
-1.5,0,-2.558,N,M,Y,N,828,76.9,10.5,A9,Et
-0.5,1,-0.716,N,M,Y,N,828,76.9,10.5,A9,Et
0.5,2,1.485,N,M,Y,N,828,76.9,10.5,A9,Et
1.5,3,2.034,N,M,Y,N,828,76.9,10.5,A9,Et
2.5,4,2.768,N,M,Y,N,828,76.9,10.5,A9,Et
-1.5,0,-1.218,N,M,Y,N,828,76.9,10.5,A9,Eu
-0.5,1,-0.645,N,M,Y,N,828,76.9,10.5,A9,Eu
0.5,2,0.463,N,M,Y,N,828,76.9,10.5,A9,Eu
1.5,3,0.811,N,M,Y,N,828,76.9,10.5,A9,Eu
2.5,4,1.407,N,M,Y,N,828,76.9,10.5,A9,Eu
-0.5,1,-0.501,N,M,N,Y,339,99.7,42.7,AA,Ev
0.5,2,0.852,N,M,N,Y,339,99.7,42.7,AA,Ev
1.5,3,0.936,N,M,N,Y,339,99.7,42.7,AA,Ev
2.5,4,1.623,N,M,N,Y,339,99.7,42.7,AA,Ev
-1.5,0,0.644,N,M,N,Y,339,99.7,42.7,AA,Ew
-0.5,1,3.512,N,M,N,Y,339,99.7,42.7,AA,Ew
0.5,2,2.43,N,M,N,Y,339,99.7,42.7,AA,Ew
1.5,3,2.376,N,M,N,Y,339,99.7,42.7,AA,Ew
2.5,4,3.28,N,M,N,Y,339,99.7,42.7,AA,Ew
-1.5,0,-1.772,N,M,N,Y,339,99.7,42.7,AA,Ex
-0.5,1,-0.501,N,M,N,Y,339,99.7,42.7,AA,Ex
0.5,2,0.227,N,M,N,Y,339,99.7,42.7,AA,Ex
1.5,3,1.421,N,M,N,Y,339,99.7,42.7,AA,Ex
2.5,4,2.6,N,M,N,Y,339,99.7,42.7,AA,Ex
-0.5,1,-0.716,N,F,N,N,339,99.7,42.7,AA,Ey
0.5,2,-1.34,N,F,N,N,339,99.7,42.7,AA,Ey
1.5,3,-0.834,N,F,N,N,339,99.7,42.7,AA,Ey
2.5,4,0.749,N,F,N,N,339,99.7,42.7,AA,Ey
-2.5,0,-3.232,N,M,N,Y,339,99.7,42.7,AA,Ez
-1.5,0,-2.558,Y,M,N,Y,339,99.7,42.7,AA,Ez
-0.5,1,-1.631,N,M,N,Y,339,99.7,42.7,AA,Ez
0.5,2,-1.132,N,M,N,Y,339,99.7,42.7,AA,Ez
-1.5,0,-2.558,N,F,N,Y,339,99.7,42.7,AA,F0
-0.5,1,-1.819,N,F,N,Y,339,99.7,42.7,AA,F0
0.5,2,-1.894,N,F,N,Y,339,99.7,42.7,AA,F0
-1.5,0,-1.276,N,M,N,Y,339,99.7,42.7,AA,F1
-0.5,1,-0.501,N,M,N,Y,339,99.7,42.7,AA,F1
0.5,2,-0.419,N,M,N,Y,339,99.7,42.7,AA,F1
1.5,3,-0.086,N,M,N,Y,339,99.7,42.7,AA,F1
2.5,4,0.997,N,M,N,Y,339,99.7,42.7,AA,F1
0.5,2,0.852,N,M,N,Y,339,99.7,42.7,AA,F2
1.5,3,2.034,N,M,N,Y,339,99.7,42.7,AA,F2
2.5,4,1.912,N,M,N,Y,339,99.7,42.7,AA,F2
-1.5,0,-3.068,N,F,N,N,339,99.7,42.7,AA,F3
-0.5,1,-1.25,N,F,N,N,339,99.7,42.7,AA,F3
0.5,2,-0.623,N,F,N,N,339,99.7,42.7,AA,F3
1.5,3,0.573,N,F,N,N,339,99.7,42.7,AA,F3
2.5,4,0.947,N,F,N,N,339,99.7,42.7,AA,F3
-1.5,0,-1.538,N,M,N,Y,339,99.7,42.7,AA,F4
-0.5,1,-1.568,N,M,N,Y,339,99.7,42.7,AA,F4
0.5,2,-0.928,N,M,N,Y,339,99.7,42.7,AA,F4
1.5,3,-0.192,N,M,N,Y,339,99.7,42.7,AA,F4
2.5,4,1.568,N,M,N,Y,339,99.7,42.7,AA,F4
-1.5,0,-0.974,N,M,N,N,339,99.7,42.7,AA,F5
-0.5,1,-0.427,N,M,N,N,339,99.7,42.7,AA,F5
0.5,2,0.463,N,M,N,N,339,99.7,42.7,AA,F5
-1.5,0,-2.377,N,M,N,N,339,99.7,42.7,AA,F6
-0.5,1,-0.716,N,M,N,N,339,99.7,42.7,AA,F6
0.5,2,-0.211,N,M,N,N,339,99.7,42.7,AA,F6
1.5,3,1.202,N,M,N,N,339,99.7,42.7,AA,F6
2.5,4,2.3,N,M,N,N,339,99.7,42.7,AA,F6
-1.5,0,-2.225,N,M,N,Y,339,99.7,42.7,AA,F7
-0.5,1,-0.501,N,M,N,Y,339,99.7,42.7,AA,F7
0.5,2,0.716,N,M,N,Y,339,99.7,42.7,AA,F7
1.5,3,1.202,N,M,N,Y,339,99.7,42.7,AA,F7
2.5,4,1.514,N,M,N,Y,339,99.7,42.7,AA,F7
0.5,2,-0.928,N,F,N,Y,339,99.7,42.7,AA,F8
1.5,3,0.182,N,F,N,Y,339,99.7,42.7,AA,F8
2.5,4,-0.116,N,F,N,Y,339,99.7,42.7,AA,F8
-1.5,0,0.329,N,M,N,N,339,99.7,42.7,AA,F9
-0.5,1,1.36,N,M,N,N,339,99.7,42.7,AA,F9
0.5,2,1.678,N,M,N,N,339,99.7,42.7,AA,F9
-0.5,1,-0.351,N,F,N,Y,339,99.7,42.7,AA,FA
0.5,2,0.114,N,F,N,Y,339,99.7,42.7,AA,FA
1.5,3,1.421,N,F,N,Y,339,99.7,42.7,AA,FA
2.5,4,1.852,N,F,N,Y,339,99.7,42.7,AA,FA
-1.5,0,-1.384,N,M,N,N,339,99.7,42.7,AA,FB
-0.5,1,0.058,N,M,N,N,339,99.7,42.7,AA,FB
0.5,2,0.852,N,M,N,N,339,99.7,42.7,AA,FB
-1.5,0,-0.497,N,M,Y,N,511,94.3,28.6,AB,FC
-0.5,1,0.058,N,M,Y,N,511,94.3,28.6,AB,FC
0.5,2,1.309,N,M,Y,N,511,94.3,28.6,AB,FC
1.5,3,1.001,N,M,Y,N,511,94.3,28.6,AB,FC
2.5,4,1.148,N,M,Y,N,511,94.3,28.6,AB,FC
-1.5,0,-1.987,N,F,Y,N,511,94.3,28.6,AB,FD
-0.5,1,-0.574,N,F,Y,N,511,94.3,28.6,AB,FD
0.5,2,-1.03,N,F,Y,N,511,94.3,28.6,AB,FD
1.5,3,-0.616,N,F,Y,N,511,94.3,28.6,AB,FD
-1.5,0,-0.974,N,F,Y,N,511,94.3,28.6,AB,FE
-0.5,1,-2.009,N,F,Y,N,511,94.3,28.6,AB,FE
0.5,2,-1.446,N,F,Y,N,511,94.3,28.6,AB,FE
1.5,3,-1.357,N,F,Y,N,511,94.3,28.6,AB,FE
2.5,4,-0.702,N,F,Y,N,511,94.3,28.6,AB,FE
-1.5,0,-2.732,N,F,Y,N,511,94.3,28.6,AB,FF
-0.5,0,-2.097,Y,F,Y,N,511,94.3,28.6,AB,FF
0.5,1,-0.827,N,F,Y,N,511,94.3,28.6,AB,FF
1.5,2,-1.063,N,F,Y,N,511,94.3,28.6,AB,FF
-1.5,0,0.644,N,F,Y,N,511,94.3,28.6,AB,FG
-0.5,1,-2.2,N,F,Y,N,511,94.3,28.6,AB,FG
0.5,2,-1.555,N,F,Y,N,511,94.3,28.6,AB,FG
1.5,3,-1.484,N,F,Y,N,511,94.3,28.6,AB,FG
2.5,4,-0.455,N,F,Y,N,511,94.3,28.6,AB,FG
-1.5,0,-1.276,N,M,Y,N,511,94.3,28.6,AB,FH
-0.5,1,-2.461,N,M,Y,N,511,94.3,28.6,AB,FH
0.5,2,-1.665,N,M,Y,N,511,94.3,28.6,AB,FH
-1.5,0,-0.126,N,F,Y,N,511,94.3,28.6,AB,FI
-0.5,1,-1.054,N,F,Y,N,511,94.3,28.6,AB,FI
0.5,2,-2.406,N,F,Y,N,511,94.3,28.6,AB,FI
1.5,3,-0.834,N,F,Y,N,511,94.3,28.6,AB,FI
-2.5,0,-3.232,N,M,Y,N,511,94.3,28.6,AB,FJ
-1.5,0,-1.464,Y,M,Y,N,511,94.3,28.6,AB,FJ
-0.5,1,-1.819,N,M,Y,N,511,94.3,28.6,AB,FJ
0.5,2,-1.446,N,M,Y,N,511,94.3,28.6,AB,FJ
1.5,3,-0.725,N,M,Y,N,511,94.3,28.6,AB,FJ
2.5,4,0.551,N,M,Y,N,511,94.3,28.6,AB,FJ
-1.5,0,-1.384,N,F,Y,N,511,94.3,28.6,AB,FK
-0.5,1,0.148,N,F,Y,N,511,94.3,28.6,AB,FK
0.5,2,0.587,N,F,Y,N,511,94.3,28.6,AB,FK
1.5,3,0.751,N,F,Y,N,511,94.3,28.6,AB,FK
2.5,4,1.794,N,F,Y,N,511,94.3,28.6,AB,FK
-1.5,0,1.375,N,M,Y,N,511,94.3,28.6,AB,FL
-0.5,1,-2.265,N,M,Y,N,511,94.3,28.6,AB,FL
0.5,2,-1.34,N,M,Y,N,511,94.3,28.6,AB,FL
1.5,2,-0.943,Y,M,Y,N,511,94.3,28.6,AB,FL
2.5,3,-0.537,N,M,Y,N,511,94.3,28.6,AB,FL
-1.5,0,-1.83,N,F,Y,N,511,94.3,28.6,AB,FM
-0.5,1,-0.716,N,F,Y,N,511,94.3,28.6,AB,FM
0.5,2,-0.316,N,F,Y,N,511,94.3,28.6,AB,FM
1.5,3,0.021,N,F,Y,N,511,94.3,28.6,AB,FM
2.5,4,0.848,N,F,Y,N,511,94.3,28.6,AB,FM
-1.5,0,-2.162,N,F,Y,N,511,94.3,28.6,AB,FN
-0.5,1,-0.716,N,F,Y,N,511,94.3,28.6,AB,FN
0.5,2,-0.419,N,F,Y,N,511,94.3,28.6,AB,FN
1.5,3,0.237,N,F,Y,N,511,94.3,28.6,AB,FN
2.5,4,1.25,N,F,Y,N,511,94.3,28.6,AB,FN
-1.5,0,-1.966,N,F,Y,N,511,94.3,28.6,AB,FO
-0.5,1,-1.505,N,F,Y,N,511,94.3,28.6,AB,FO
0.5,2,-0.316,N,F,Y,N,511,94.3,28.6,AB,FO
1.5,3,-0.509,N,F,Y,N,511,94.3,28.6,AB,FO
2.5,4,0.301,N,F,Y,N,511,94.3,28.6,AB,FO
-1.5,0,-2.657,N,F,Y,N,511,94.3,28.6,AB,FP
-0.5,1,-2.528,N,F,Y,N,511,94.3,28.6,AB,FP
0.5,2,-1.555,N,F,Y,N,511,94.3,28.6,AB,FP
1.5,3,-0.509,N,F,Y,N,511,94.3,28.6,AB,FP
2.5,4,0.402,N,F,Y,N,511,94.3,28.6,AB,FP
-1.5,0,-1.966,N,F,Y,N,511,94.3,28.6,AB,FQ
-0.5,1,-0.501,N,F,Y,N,511,94.3,28.6,AB,FQ
0.5,2,0.343,N,F,Y,N,511,94.3,28.6,AB,FQ
1.5,3,-0.403,N,F,Y,N,511,94.3,28.6,AB,FQ
2.5,4,0.897,N,F,Y,N,511,94.3,28.6,AB,FQ
-1.5,0,-0.365,N,F,Y,N,511,94.3,28.6,AB,FR
-0.5,1,0.905,N,F,Y,N,511,94.3,28.6,AB,FR
0.5,2,2.14,N,F,Y,N,511,94.3,28.6,AB,FR
1.5,3,1.273,N,F,Y,N,511,94.3,28.6,AB,FR
2.5,4,1.568,N,F,Y,N,511,94.3,28.6,AB,FR
-1.5,0,-1.689,N,M,Y,N,511,94.3,28.6,AB,FS
-0.5,1,0.058,N,M,Y,N,511,94.3,28.6,AB,FS
0.5,2,0.716,N,M,Y,N,511,94.3,28.6,AB,FS
-1.5,0,-1.303,N,F,Y,N,511,94.3,28.6,AB,FT
-0.5,1,-0.028,N,F,Y,N,511,94.3,28.6,AB,FT
0.5,2,-1.03,N,F,Y,N,511,94.3,28.6,AB,FT
1.5,3,-0.35,N,F,Y,N,511,94.3,28.6,AB,FT
2.5,4,0.2,N,F,Y,N,511,94.3,28.6,AB,FT
-1.5,0,-3.592,N,M,Y,N,511,94.3,28.6,AB,FU
-0.5,1,-2.33,N,M,Y,N,511,94.3,28.6,AB,FU
0.5,2,-1.778,N,M,Y,N,511,94.3,28.6,AB,FU
1.5,2,-1.243,Y,M,Y,N,511,94.3,28.6,AB,FU
2.5,3,-0.989,N,M,Y,N,511,94.3,28.6,AB,FU
-1.5,0,0.644,N,F,Y,N,511,94.3,28.6,AB,FV
-0.5,1,-2.33,N,F,Y,N,511,94.3,28.6,AB,FV
0.5,2,-1.132,N,F,Y,N,511,94.3,28.6,AB,FV
1.5,3,-0.834,N,F,Y,N,511,94.3,28.6,AB,FV
2.5,4,0.251,N,F,Y,N,511,94.3,28.6,AB,FV
0.5,2,-1.03,N,F,Y,N,511,94.3,28.6,AB,FW
1.5,3,0.128,N,F,Y,N,511,94.3,28.6,AB,FW
2.5,4,1.302,N,F,Y,N,511,94.3,28.6,AB,FW
-1.5,0,-0.942,N,F,Y,N,511,94.3,28.6,AB,FX
-0.5,1,0.439,N,F,Y,N,511,94.3,28.6,AB,FX
0.5,2,0.587,N,F,Y,N,511,94.3,28.6,AB,FX
1.5,3,0.691,N,F,Y,N,511,94.3,28.6,AB,FX
2.5,4,1.46,N,F,Y,N,511,94.3,28.6,AB,FX
-1.5,0,-0.365,N,F,Y,N,511,94.3,28.6,AB,FY
-0.5,1,-0.988,N,F,Y,N,511,94.3,28.6,AB,FY
0.5,2,-1.446,N,F,Y,N,511,94.3,28.6,AB,FY
1.5,3,0.074,N,F,Y,N,511,94.3,28.6,AB,FY
-0.5,1,-1.25,N,F,Y,N,511,94.3,28.6,AB,FZ
0.5,2,-1.236,N,F,Y,N,511,94.3,28.6,AB,FZ
1.5,3,-0.456,N,F,Y,N,511,94.3,28.6,AB,FZ
-0.5,1,-1.694,N,M,Y,N,511,94.3,28.6,AB,Fa
0.5,2,0.114,N,M,Y,N,511,94.3,28.6,AB,Fa
1.5,3,-0.139,N,M,Y,N,511,94.3,28.6,AB,Fa
2.5,4,0.601,N,M,Y,N,511,94.3,28.6,AB,Fa
-1.5,0,-1.384,N,M,Y,N,511,94.3,28.6,AB,Fb
-0.5,1,0.658,N,M,Y,N,511,94.3,28.6,AB,Fb
0.5,2,0.852,N,M,Y,N,511,94.3,28.6,AB,Fb
-1.5,0,-1.83,N,F,Y,N,511,94.3,28.6,AB,Fc
-0.5,1,-0.028,N,F,Y,N,511,94.3,28.6,AB,Fc
0.5,2,0.343,N,F,Y,N,511,94.3,28.6,AB,Fc
1.5,3,0.873,N,F,Y,N,511,94.3,28.6,AB,Fc
-1.5,0,-2.032,N,F,Y,N,511,94.3,28.6,AB,Fd
-0.5,1,-1.694,N,F,Y,N,511,94.3,28.6,AB,Fd
0.5,2,0.114,N,F,Y,N,511,94.3,28.6,AB,Fd
-1.5,0,-0.619,N,M,Y,N,511,94.3,28.6,AB,Fe
-0.5,1,0.439,N,M,Y,N,511,94.3,28.6,AB,Fe
0.5,2,2.43,N,M,Y,N,511,94.3,28.6,AB,Fe
1.5,3,1.934,N,M,Y,N,511,94.3,28.6,AB,Fe
2.5,4,2.6,N,M,Y,N,511,94.3,28.6,AB,Fe
-0.5,1,-1.185,N,M,Y,N,511,94.3,28.6,AB,Ff
0.5,2,0.463,N,M,Y,N,511,94.3,28.6,AB,Ff
1.5,3,0.403,N,M,Y,N,511,94.3,28.6,AB,Ff
2.5,4,1.852,N,M,Y,N,511,94.3,28.6,AB,Ff
-1.5,0,-3.268,N,M,Y,N,511,94.3,28.6,AB,Fg
-0.5,1,-0.854,N,M,Y,N,511,94.3,28.6,AB,Fg
0.5,2,-0.928,N,M,Y,N,511,94.3,28.6,AB,Fg
1.5,3,-0.889,N,M,Y,N,511,94.3,28.6,AB,Fg
2.5,4,-0.281,N,M,Y,N,511,94.3,28.6,AB,Fg
0.5,2,-1.236,N,M,Y,N,511,94.3,28.6,AB,Fh
1.5,3,-0.67,N,M,Y,N,511,94.3,28.6,AB,Fh
2.5,4,-0.116,N,M,Y,N,511,94.3,28.6,AB,Fh
-0.5,1,-1.12,N,F,Y,N,511,94.3,28.6,AB,Fi
0.5,2,-0.522,N,F,Y,N,511,94.3,28.6,AB,Fi
1.5,3,0.292,N,F,Y,N,511,94.3,28.6,AB,Fi
2.5,4,1.098,N,F,Y,N,511,94.3,28.6,AB,Fi
-0.5,1,-0.028,N,M,Y,N,511,94.3,28.6,AB,Fj
0.5,2,0.003,N,M,Y,N,511,94.3,28.6,AB,Fj
1.5,3,-0.35,N,M,Y,N,511,94.3,28.6,AB,Fj
2.5,4,0.452,N,M,Y,N,511,94.3,28.6,AB,Fj
0.5,2,0.114,N,M,Y,N,511,94.3,28.6,AB,Fk
1.5,3,0.403,N,M,Y,N,511,94.3,28.6,AB,Fk
2.5,4,1.407,N,M,Y,N,511,94.3,28.6,AB,Fk
0.5,1,-1.41,Y,M,Y,N,511,94.3,28.6,AB,Fl
1.5,2,-1.123,N,M,Y,N,511,94.3,28.6,AB,Fl
2.5,3,-1.168,N,M,Y,N,511,94.3,28.6,AB,Fl
-1.5,0,-3.798,N,M,Y,N,511,94.3,28.6,AB,Fm
-0.5,1,-0.854,N,M,Y,N,511,94.3,28.6,AB,Fm
0.5,2,-0.928,N,M,Y,N,511,94.3,28.6,AB,Fm
1.5,3,-0.086,N,M,Y,N,511,94.3,28.6,AB,Fm
0.5,2,-2.406,N,F,Y,N,1222,90.8,46.9,AC,Fn
1.5,3,-1.235,N,F,Y,N,1222,90.8,46.9,AC,Fn
2.5,4,-0.702,N,F,Y,N,1222,90.8,46.9,AC,Fn
-1.5,0,-3.232,N,F,Y,N,1222,90.8,46.9,AC,Fo
-0.5,1,-2.097,N,F,Y,N,1222,90.8,46.9,AC,Fo
0.5,1,-1.874,Y,F,Y,N,1222,90.8,46.9,AC,Fo
0.5,2,-1.446,N,F,Y,N,1222,90.8,46.9,AC,Fp
1.5,3,-0.616,N,F,Y,N,1222,90.8,46.9,AC,Fp
2.5,4,0.044,N,F,Y,N,1222,90.8,46.9,AC,Fp
-0.5,1,-1.505,N,M,Y,N,1222,90.8,46.9,AC,Fq
0.5,1,-0.33,Y,M,Y,N,1222,90.8,46.9,AC,Fq
1.5,2,-1.364,N,M,Y,N,1222,90.8,46.9,AC,Fq
2.5,3,1.138,N,M,Y,N,1222,90.8,46.9,AC,Fq
-1.5,0,-0.942,N,F,Y,N,1222,90.8,46.9,AC,Fr
-0.5,1,-0.351,N,F,Y,N,1222,90.8,46.9,AC,Fr
0.5,2,0.716,N,F,Y,N,1222,90.8,46.9,AC,Fr
-0.5,1,-1.819,N,F,Y,N,1222,90.8,46.9,AC,Fs
0.5,2,-1.132,N,F,Y,N,1222,90.8,46.9,AC,Fs
1.5,3,-0.086,N,F,Y,N,1222,90.8,46.9,AC,Fs
2.5,4,0.402,N,F,Y,N,1222,90.8,46.9,AC,Fs
-0.5,1,-1.384,N,F,Y,N,1222,90.8,46.9,AC,Ft
0.5,2,-2.551,N,F,Y,N,1222,90.8,46.9,AC,Ft
1.5,3,-1.484,N,F,Y,N,1222,90.8,46.9,AC,Ft
2.5,4,-0.281,N,F,Y,N,1222,90.8,46.9,AC,Ft
-0.5,1,-1.218,N,F,Y,N,1222,90.8,46.9,AC,Fu
0.5,2,-1.894,N,F,Y,N,1222,90.8,46.9,AC,Fu
1.5,3,-1.756,N,F,Y,N,1222,90.8,46.9,AC,Fu
2.5,4,-0.396,N,F,Y,N,1222,90.8,46.9,AC,Fu
-1.5,0,-3.068,N,F,Y,N,1222,90.8,46.9,AC,Fv
-0.5,1,-1.694,N,F,Y,N,1222,90.8,46.9,AC,Fv
0.5,2,-1.555,N,F,Y,N,1222,90.8,46.9,AC,Fv
1.5,3,-0.244,N,F,Y,N,1222,90.8,46.9,AC,Fv
2.5,4,0.044,N,F,Y,N,1222,90.8,46.9,AC,Fv
-1.5,0,-2.732,N,M,Y,N,1222,90.8,46.9,AC,Fw
-0.5,1,-0.273,N,M,Y,N,1222,90.8,46.9,AC,Fw
0.5,2,-0.211,N,M,Y,N,1222,90.8,46.9,AC,Fw
1.5,3,-0.086,N,M,Y,N,1222,90.8,46.9,AC,Fw
2.5,4,0.352,N,M,Y,N,1222,90.8,46.9,AC,Fw
0.5,2,-1.778,N,M,Y,N,1222,90.8,46.9,AC,Fx
1.5,3,-0.616,N,M,Y,N,1222,90.8,46.9,AC,Fx
2.5,4,-0.17,N,M,Y,N,1222,90.8,46.9,AC,Fx
0.5,2,-2.015,N,M,Y,N,1222,90.8,46.9,AC,Fy
1.5,3,0.182,N,M,Y,N,1222,90.8,46.9,AC,Fy
2.5,4,1.46,N,M,Y,N,1222,90.8,46.9,AC,Fy
-1.5,0,-3.068,N,F,N,Y,1222,90.8,46.9,AC,Fz
-0.5,1,0.338,N,F,N,Y,1222,90.8,46.9,AC,Fz
0.5,2,0.716,N,F,N,Y,1222,90.8,46.9,AC,Fz
1.5,3,2.14,N,F,N,Y,1222,90.8,46.9,AC,Fz
2.5,4,3.28,N,F,N,Y,1222,90.8,46.9,AC,Fz
-0.5,1,-0.194,N,M,Y,N,1222,90.8,46.9,AC,G0
0.5,2,-0.522,N,M,Y,N,1222,90.8,46.9,AC,G0
1.5,3,-0.456,N,M,Y,N,1222,90.8,46.9,AC,G0
-1.5,0,-3.721,N,F,Y,N,1222,90.8,46.9,AC,G1
-0.5,1,-0.733,N,F,Y,N,1222,90.8,46.9,AC,G1
0.5,2,-2.27,N,F,Y,N,1222,90.8,46.9,AC,G1
1.5,3,-1.55,N,F,Y,N,1222,90.8,46.9,AC,G1
2.5,4,-0.638,N,F,Y,N,1222,90.8,46.9,AC,G1
-1.5,0,-3.887,N,F,N,Y,1222,90.8,46.9,AC,G2
-0.5,1,-1.966,N,F,N,Y,1222,90.8,46.9,AC,G2
0.5,2,-1.778,N,F,N,Y,1222,90.8,46.9,AC,G2
-1.5,0,-2.902,N,M,N,Y,1222,90.8,46.9,AC,G3
-0.5,1,-1.303,N,M,N,Y,1222,90.8,46.9,AC,G3
0.5,2,-2.14,N,M,N,Y,1222,90.8,46.9,AC,G3
1.5,3,-1.756,N,M,N,Y,1222,90.8,46.9,AC,G3
2.5,4,-0.225,N,M,N,Y,1222,90.8,46.9,AC,G3
-0.5,1,-2.732,N,F,Y,N,1222,90.8,46.9,AC,G4
0.5,2,-2.27,N,F,Y,N,1222,90.8,46.9,AC,G4
1.5,3,-0.945,N,F,Y,N,1222,90.8,46.9,AC,G4
2.5,4,-0.576,N,F,Y,N,1222,90.8,46.9,AC,G4
-0.5,1,-1.966,N,F,Y,N,1222,90.8,46.9,AC,G5
0.5,1,-2.36,Y,F,Y,N,1222,90.8,46.9,AC,G5
1.5,2,-1.608,N,F,Y,N,1222,90.8,46.9,AC,G5
2.5,3,-0.759,N,F,Y,N,1222,90.8,46.9,AC,G5
-0.5,1,-1.76,N,F,Y,N,1222,90.8,46.9,AC,G6
