ms,hh,depend,age,f1040a,f1040ez,tpi,txrt,mr,emp,prep,tax,subject,time,lntpi,lntax
0,0,1,0,0,0,13233.936,19.0,19.0,0,1,1645.5823,29,2,9.49054,7.406457
0,0,1,0,0,1,4270.08,11.0,11.0,0,0,102.40964,30,2,8.359388,4.638698
0,1,3,0,1,0,16336.346,19.0,19.0,0,0,425.70282,31,2,9.701148,6.056088
0,1,3,0,0,0,19455.824,21.0,21.0,0,1,2076.3052,32,2,9.875902,7.638827
0,0,1,0,1,0,3785.1406,0.0,11.0,0,0,0.0,33,2,8.238838,0.0
0,0,1,0,0,0,5477.9116,15.0,15.0,0,1,504.01605,34,2,8.6084795,6.2245903
1,0,2,1,0,0,18695.783,17.0,17.0,0,1,1610.4418,35,2,9.836053,7.3848844
0,0,1,0,0,0,24114.457,21.0,28.0,1,0,2058.233,36,2,10.090567,7.630089
1,0,4,0,0,0,46464.86,35.0,35.0,0,0,6694.7793,37,2,10.746451,8.809233
1,0,2,0,1,0,18525.1,17.0,19.0,0,1,1764.0563,38,2,9.826881,7.475938
1,0,5,0,0,0,21392.57,17.0,19.0,1,1,1303.2129,39,2,9.9707985,7.173355
0,0,1,0,0,1,14693.775,21.0,21.0,0,0,1805.2208,40,2,9.59518,7.498992
1,0,2,0,0,0,27658.635,26.0,26.0,0,1,3690.763,41,2,10.227694,8.21386
1,0,6,0,0,0,154013.05,48.0,50.0,0,1,29929.719,42,2,11.944793,10.306641
1,0,6,0,1,0,20772.088,17.0,17.0,0,0,1473.8956,43,2,9.941365,7.2963424
1,0,3,0,1,0,20342.37,19.0,19.0,0,0,2030.1205,44,2,9.920461,7.616343
1,0,4,0,0,0,38981.926,23.0,30.0,0,1,3045.1807,45,2,10.570853,8.021644
0,1,2,0,0,0,48994.98,37.0,44.0,0,1,10150.603,46,2,10.799473,9.225387
1,0,5,0,0,0,34421.688,23.0,26.0,1,1,2914.6587,47,2,10.446442,7.977851
0,0,1,0,0,0,3936.747,0.0,11.0,1,1,0.0,48,2,8.27811,0.0
1,0,4,0,0,0,16792.168,15.0,17.0,0,0,953.81525,49,2,9.728668,6.861518
1,0,6,0,0,0,142398.6,48.0,50.0,0,1,33313.254,50,2,11.866385,10.41374
0,0,1,0,0,1,15810.241,21.0,21.0,0,0,2058.233,51,2,9.668413,7.630089
1,0,2,0,0,0,44060.242,35.0,35.0,0,1,8943.775,52,2,10.693313,9.0988245
1,0,2,1,0,0,35942.77,26.0,30.0,0,0,4408.635,53,2,10.489683,8.391547
0,0,1,0,1,0,25195.783,32.0,32.0,0,0,4535.1406,54,2,10.134432,8.419832
1,0,2,0,0,0,14780.12,17.0,17.0,0,0,1303.2129,55,2,9.601038,7.173355
0,1,2,0,0,0,10205.823,15.0,15.0,0,0,518.07227,56,2,9.230714,6.2520432
1,0,2,1,1,0,11636.546,15.0,15.0,0,1,645.58234,57,2,9.361906,6.4717007
1,0,3,0,1,0,28339.357,26.0,26.0,0,0,3860.4417,58,2,10.252007,8.258796
0,1,2,0,0,0,37560.242,34.0,37.0,0,1,5923.695,59,2,10.533701,8.686885
0,0,1,0,0,0,26060.24,32.0,32.0,0,0,4486.9478,60,2,10.168166,8.409151
1,0,1,0,0,0,16277.108,26.0,30.0,0,0,2181.7268,61,2,9.697515,7.68833
0,0,1,0,0,0,31852.41,32.0,36.0,0,0,5980.924,62,2,10.368868,8.696498
1,0,3,0,0,0,52630.523,35.0,40.0,0,1,10100.401,63,2,10.871052,9.220429
1,0,2,0,0,0,42648.594,30.0,35.0,0,0,5137.5503,64,2,10.660749,8.544526
1,0,2,0,0,0,80509.04,40.0,44.0,0,1,13985.943,65,2,11.296124,9.545879
0,0,1,0,0,1,9596.386,17.0,17.0,0,0,916.6667,66,2,9.169142,6.821834
1,0,6,0,0,0,8277.108,0.0,0.0,0,1,0.0,67,2,9.021249,0.0
1,0,3,0,0,0,99056.23,44.0,48.0,1,1,16104.418,68,2,11.503443,9.686911
0,0,1,0,0,1,3396.5864,11.0,11.0,0,0,21.084337,69,2,8.130527,3.0948687
1,0,3,0,0,0,37506.023,30.0,30.0,1,1,4549.197,70,2,10.532257,8.422926
1,0,2,0,1,0,20561.244,19.0,19.0,0,1,2153.6145,71,2,9.931163,7.675367
1,0,3,0,0,0,52762.047,35.0,40.0,0,0,7573.293,72,2,10.873548,8.932515
0,0,1,0,0,1,6522.0884,15.0,15.0,0,0,443.7751,73,2,8.782949,6.097569
1,0,2,0,0,0,29689.76,26.0,26.0,0,1,3791.1646,74,2,10.298557,8.240692
1,0,2,0,1,0,20462.852,19.0,19.0,0,0,2287.1487,75,2,9.926367,7.7354984
1,0,3,0,1,0,27862.45,26.0,26.0,0,1,3716.8674,76,2,10.235035,8.220905
1,0,2,0,1,0,12410.643,15.0,15.0,0,0,923.69476,77,2,9.42631,6.8294635
1,0,2,0,0,0,17746.988,17.0,17.0,0,1,1712.8514,78,2,9.783971,7.4464984
0,1,2,0,1,0,6409.6387,11.0,11.0,0,0,0.0,79,2,8.765558,0.0
0,0,1,0,0,0,9223.8955,0.0,15.0,0,1,0.0,80,2,9.129553,0.0
1,0,3,0,0,0,44131.527,35.0,35.0,0,0,6676.707,81,2,10.69493,8.80653
0,0,1,1,0,0,9337.35,15.0,15.0,0,1,677.7108,82,2,9.141778,6.520195
1,0,2,0,0,0,131402.61,48.0,50.0,1,1,32530.121,83,2,11.786021,10.389953
1,0,4,0,0,0,43822.29,35.0,35.0,0,1,7327.309,84,2,10.687898,8.8995
0,0,1,0,0,1,2892.5703,0.0,0.0,0,0,0.0,85,2,7.9699006,0.0
1,0,4,0,0,0,37707.832,26.0,30.0,0,1,3798.1929,86,2,10.537623,8.242544
1,0,5,0,0,0,14754.016,11.0,15.0,0,1,0.0,87,2,9.599271,0.0
1,0,2,1,0,0,189639.56,50.0,50.0,1,1,65843.375,88,2,12.152881,11.095049
1,0,3,0,0,0,47541.164,30.0,35.0,0,0,6026.1045,89,2,10.769351,8.704022
0,0,1,0,1,0,12169.679,19.0,19.0,0,1,1352.4097,90,2,9.406703,7.2103825
0,0,1,0,0,0,10055.221,19.0,17.0,0,0,1276.1044,91,2,9.215847,7.1523504
0,0,1,0,0,0,8155.6226,0.0,15.0,0,1,0.0,92,2,9.006463,0.0
1,0,2,0,1,0,31120.482,26.0,26.0,0,1,4408.635,93,2,10.345621,8.391547
1,0,5,0,0,0,20423.695,17.0,17.0,1,1,1266.0642,94,2,9.924451,7.144458
1,0,5,0,0,0,32561.244,26.0,26.0,0,1,3462.8513,95,2,10.390878,8.150136
1,0,5,0,0,0,43755.02,30.0,35.0,0,1,5124.498,96,2,10.686361,8.541983
1,0,4,0,1,0,8155.6226,11.0,11.0,0,0,0.0,97,2,9.006463,0.0
1,0,2,0,0,0,24682.73,19.0,23.0,0,1,2163.6545,98,2,10.113859,7.680016
1,0,5,0,0,0,33233.938,23.0,26.0,0,0,3295.1807,99,2,10.411326,8.10052
0,0,1,1,0,0,23654.62,28.0,28.0,0,0,3315.261,100,2,10.071314,8.106593
0,0,1,1,0,0,34736.95,36.0,36.0,0,1,6157.6304,101,2,10.455559,8.72561
0,0,1,0,0,1,3404.6184,11.0,11.0,0,0,15.060241,102,2,8.132888,2.7763467
1,0,2,0,1,0,25513.053,23.0,23.0,0,0,3110.4417,103,2,10.146945,8.042842
0,0,1,0,0,1,5182.731,13.0,13.0,0,0,215.86345,104,2,8.553087,5.3792677
0,0,1,0,1,0,25545.182,32.0,32.0,0,0,4679.7188,105,2,10.148204,8.451207
0,0,1,0,0,1,6135.542,15.0,15.0,0,0,353.41367,106,2,8.721853,5.870465
0,0,1,0,0,0,31400.602,28.0,36.0,0,0,4152.6104,107,2,10.354583,8.331733
0,0,1,0,0,1,2424.6987,0.0,0.0,0,0,0.0,108,2,7.7934628,0.0
0,1,2,0,1,0,20322.29,25.0,25.0,0,0,2713.8555,109,2,9.919474,7.906494
1,0,2,0,0,0,44250.0,30.0,35.0,0,0,6115.462,110,2,10.697611,8.7187395
0,1,2,0,1,0,22371.486,25.0,25.0,0,0,3178.7148,111,2,10.015542,8.064547
1,0,4,0,0,0,39826.305,26.0,35.0,0,0,4734.94,112,2,10.592283,8.462935
1,0,2,0,0,0,26547.19,23.0,23.0,0,1,2706.8274,113,2,10.186679,7.903902
1,0,2,0,0,0,39245.984,35.0,35.0,0,1,6992.9717,114,2,10.577604,8.852804
1,0,2,0,0,0,31083.334,23.0,26.0,1,1,2925.703,115,2,10.344427,7.9816318
0,1,3,0,1,0,19780.121,21.0,21.0,0,0,1546.1847,116,2,9.892433,7.344192
0,0,1,0,0,0,29891.566,32.0,32.0,0,1,5386.5464,117,2,10.305331,8.5918455
0,0,1,0,0,0,18521.084,19.0,24.0,0,0,1343.3735,118,2,9.826665,7.2036834
1,0,3,0,1,0,24519.076,23.0,23.0,0,0,2902.6104,119,2,10.107206,7.97371
1,0,2,1,0,0,98339.36,44.0,48.0,0,0,23273.092,120,2,11.49618,10.055096
0,0,1,0,0,0,27616.467,28.0,32.0,1,1,3516.0642,121,2,10.226168,8.165381
1,0,6,0,0,0,1325.3011,0.0,0.0,1,1,0.0,122,2,7.189395,0.0
1,0,4,0,0,0,37025.1,26.0,30.0,0,0,4995.984,123,2,10.519351,8.51659
1,0,2,0,1,0,27330.32,26.0,26.0,0,0,3756.0242,124,2,10.215752,8.231382
1,0,5,0,0,0,29448.795,19.0,23.0,0,0,1934.739,125,2,10.290408,7.5682445
0,1,2,0,1,0,9539.156,15.0,15.0,0,0,0.0,126,2,9.16316,0.0
1,0,4,0,0,0,19483.936,17.0,17.0,1,1,1136.5461,127,2,9.877346,7.0366287
1,0,2,0,1,0,25911.646,23.0,23.0,0,1,3468.8755,128,2,10.162448,8.151874
0,0,1,1,0,0,10894.578,17.0,17.0,0,0,924.6988,129,2,9.2960205,6.830549
1,0,2,0,0,0,40011.043,30.0,35.0,0,1,5649.5986,130,2,10.59691,8.639517
0,0,1,0,0,0,21398.594,28.0,28.0,0,0,3000.0,131,2,9.971081,8.0067005
0,0,1,0,0,1,8274.097,15.0,15.0,0,0,677.7108,132,2,9.020885,6.520195
1,0,2,0,0,0,29294.176,23.0,26.0,0,1,3007.028,133,2,10.285144,8.00904
1,0,2,1,0,0,53886.547,40.0,40.0,0,1,10502.008,134,2,10.894636,9.259417
1,0,4,0,0,0,27871.486,23.0,23.0,0,1,3064.257,135,2,10.235359,8.027886
1,0,4,0,0,0,69299.195,35.0,44.0,0,1,7802.209,136,2,11.146189,8.962291
0,1,3,0,1,0,14729.92,18.0,18.0,0,0,768.07227,137,2,9.597636,6.645185
1,0,6,0,1,0,17029.117,13.0,15.0,0,0,450.80322,138,2,9.74268,6.113247
1,0,5,0,0,0,14227.912,11.0,15.0,1,0,0.0,139,2,9.562961,0.0
1,0,3,1,0,0,13235.943,15.0,15.0,0,0,559.23694,140,2,9.490691,6.3283596
1,0,2,0,0,0,48902.61,30.0,40.0,0,0,6351.406,141,2,10.797586,8.756589
0,0,1,0,0,1,3649.5984,11.0,11.0,0,0,34.136547,142,2,8.202373,3.5592418
1,0,2,1,0,0,23115.46,15.0,19.0,0,1,781.1245,143,2,10.048257,6.662014
0,0,1,0,0,1,2127.51,0.0,0.0,0,0,0.0,144,2,7.662708,0.0
1,0,5,0,1,0,20081.326,17.0,17.0,0,0,1627.51,145,2,9.907546,7.395421
1,0,2,0,0,0,44018.074,30.0,35.0,0,0,6071.285,146,2,10.692355,8.711491
1,0,3,0,0,0,16634.54,17.0,17.0,0,0,1507.0281,147,2,9.719236,7.318558
0,0,1,0,1,0,1487.9518,0.0,0.0,0,1,0.0,148,2,7.3051558,0.0
1,0,4,0,0,0,33983.938,23.0,26.0,0,0,2676.7068,149,2,10.433643,7.892716
0,0,1,0,0,0,19163.654,21.0,24.0,0,1,2089.3574,150,2,9.860771,7.6450906
1,0,5,0,0,0,36085.34,19.0,30.0,1,0,1668.6747,151,2,10.493642,7.420384
0,0,1,0,0,1,8126.506,15.0,15.0,0,0,617.4699,152,2,9.002887,6.4272485
0,0,1,0,1,0,9651.606,17.0,17.0,0,1,916.6667,153,2,9.17488,6.821834
0,0,1,0,0,0,15899.599,19.0,21.0,0,1,1524.0964,154,2,9.674049,7.329813
1,0,3,0,0,0,28181.727,19.0,26.0,1,0,1934.739,155,2,10.246429,7.5682445
1,0,2,0,0,0,85203.81,40.0,44.0,0,0,15863.454,156,2,11.352801,9.671836
1,0,3,0,0,0,11332.329,15.0,15.0,1,0,526.10443,157,2,9.335415,6.267399
1,0,5,0,1,0,8780.12,0.0,11.0,0,0,0.0,158,2,9.080245,0.0
1,0,3,0,0,0,75158.63,35.0,44.0,1,0,7038.153,159,2,11.227356,8.859243
0,1,3,0,0,0,24679.719,19.0,25.0,0,1,1536.1445,160,2,10.113737,7.337682
1,0,6,0,1,0,29543.172,23.0,23.0,0,0,3110.4417,161,2,10.293608,8.042842
1,0,6,0,1,0,13424.699,11.0,13.0,0,1,212.85141,162,2,9.504851,5.3652816
1,0,3,0,0,0,19038.152,19.0,17.0,0,0,1858.4337,163,2,9.8542,7.528027
0,0,1,0,1,0,11547.188,15.0,17.0,0,0,858.4337,164,2,9.3541975,6.7562737
0,1,2,0,1,0,1259.0361,0.0,0.0,0,0,0.0,165,2,7.1381016,0.0
1,0,4,0,0,0,36529.117,26.0,30.0,0,1,4004.016,166,2,10.505865,8.295303
1,0,2,0,0,0,19836.346,17.0,19.0,1,1,1669.6787,167,2,9.895271,7.420985
1,0,2,1,0,0,8104.4175,11.0,11.0,0,1,58.232933,168,2,9.000165,4.0814776
1,0,3,0,1,0,32551.205,26.0,26.0,0,0,4506.024,169,2,10.39057,8.413392
1,0,3,0,0,0,28197.791,15.0,26.0,1,1,968.8755,170,2,10.246999,6.8771677
1,0,2,0,1,0,14247.992,15.0,17.0,0,1,1104.4177,171,2,9.564371,7.0079784
1,0,2,0,0,0,32494.98,26.0,30.0,0,1,4408.635,172,2,10.388841,8.391547
0,1,2,0,1,0,13113.454,18.0,18.0,0,1,1276.1044,173,2,9.481394,7.1523504
0,1,2,0,0,0,32048.193,29.0,34.0,0,0,5376.506,174,2,10.374996,8.58998
0,0,1,0,0,0,19274.096,24.0,24.0,0,1,2557.229,175,2,9.866517,7.8470707
0,0,1,0,0,1,3374.498,11.0,11.0,0,0,1.004016,176,2,8.1240015,0.6951532
1,0,3,0,0,0,39437.75,30.0,35.0,0,0,5453.8154,177,2,10.582479,8.604254
0,0,1,0,0,1,8855.422,15.0,15.0,0,0,768.07227,178,2,9.088785,6.645185
1,0,5,0,0,0,19764.057,17.0,17.0,1,0,1624.498,179,2,9.891621,7.3935695
0,0,1,0,0,0,45254.016,36.0,45.0,0,1,7713.8555,180,2,10.720047,8.950903
1,0,4,0,0,0,53386.547,35.0,40.0,0,0,7209.8394,181,2,10.885314,8.883341
0,0,1,0,0,1,10221.888,17.0,17.0,0,0,967.87146,182,2,9.232286,6.876132
1,0,2,0,0,0,59079.316,35.0,40.0,0,1,7784.1367,183,2,10.986636,8.959971
1,0,5,0,1,0,14494.9795,15.0,15.0,0,0,652.6104,184,2,9.581557,6.4825115
0,1,2,0,1,0,2182.731,0.0,0.0,0,0,0.0,185,2,7.688332,0.0
1,0,4,0,0,0,56213.855,35.0,40.0,1,1,6663.655,186,2,10.936918,8.804573
0,0,1,0,0,1,12922.69,19.0,19.0,0,0,1466.8674,187,2,9.46674,7.291566
1,0,3,0,0,0,78666.664,44.0,44.0,0,0,18564.258,188,2,11.272975,9.829047
1,0,2,0,0,0,30174.7,19.0,26.0,1,0,2359.4377,189,2,10.314759,7.7666025
1,0,2,0,0,0,47.188755,0.0,0.0,1,1,0.0,190,2,3.8541555,0.0
0,0,1,0,0,1,33143.574,36.0,36.0,0,0,7253.012,191,2,10.408604,8.88931
1,0,3,0,0,0,49401.605,35.0,40.0,0,1,7599.3975,192,2,10.807738,8.935956
1,0,2,1,0,0,39672.69,30.0,35.0,0,1,5423.695,193,2,10.588418,8.598717
0,0,1,0,1,0,32668.674,36.0,36.0,0,0,7018.0723,194,2,10.394172,8.856386
1,0,3,0,0,0,28083.334,19.0,26.0,0,1,1837.3494,195,2,10.242931,7.5166235
1,0,2,1,0,0,9065.261,11.0,11.0,0,0,179.71887,196,2,9.112205,5.196943
1,0,4,0,0,0,54679.72,35.0,40.0,1,0,9382.53,197,2,10.909248,9.146711
1,0,4,0,0,0,23109.438,17.0,19.0,1,1,726.90765,198,2,10.0479965,6.590174
1,0,2,1,0,0,17301.205,17.0,17.0,1,0,1550.2008,199,2,9.758532,7.3467846
0,0,1,0,1,0,20752.008,28.0,28.0,0,1,3248.996,200,2,9.940398,8.086409
1,0,2,1,0,0,29849.398,23.0,26.0,0,1,2891.5662,201,2,10.30392,7.969899
0,0,1,0,0,0,5182.731,11.0,13.0,0,1,23.09237,202,2,8.553087,3.1818953
0,0,1,0,0,1,5956.827,15.0,15.0,0,0,353.41367,203,2,8.692293,5.870465
0,0,1,0,1,0,15112.45,21.0,21.0,0,0,1868.4739,204,2,9.623274,7.5334125
1,0,2,1,0,0,19558.232,17.0,17.0,1,0,1307.2289,205,2,9.881151,7.1764297
1,0,3,0,1,0,19376.506,17.0,19.0,0,1,1823.2932,206,2,9.871817,7.508948
1,0,5,0,0,0,15737.952,15.0,15.0,0,1,923.69476,207,2,9.663831,6.8294635
1,0,2,0,1,0,9452.812,13.0,13.0,0,0,469.87952,208,2,9.154067,6.154602
1,0,4,0,0,0,50358.434,30.0,40.0,0,0,6196.787,209,2,10.826921,8.731948
1,0,5,0,0,0,43865.46,30.0,35.0,0,0,4806.225,210,2,10.688883,8.477876
0,1,2,0,1,0,8521.084,13.0,13.0,0,0,296.18475,211,2,9.050299,5.694354
1,0,3,0,0,0,22266.064,19.0,19.0,0,1,1943.7751,212,2,10.010819,7.5729017
1,0,4,0,0,0,45703.816,30.0,35.0,0,0,5726.9077,213,2,10.729937,8.653106
1,0,4,0,0,0,41117.47,26.0,35.0,0,1,4174.6987,214,2,10.624188,8.337037
1,0,4,0,0,0,40043.17,26.0,35.0,0,0,4460.8433,215,2,10.597713,8.403317
0,0,1,1,0,0,19685.742,24.0,24.0,1,1,2597.3896,216,2,9.88765,7.862647
1,0,4,0,0,0,42868.473,23.0,35.0,1,1,3630.522,217,2,10.665892,8.197407
1,0,3,0,0,0,64381.527,35.0,44.0,0,1,7008.032,218,2,11.072582,8.854955
1,0,4,0,0,0,40779.117,17.0,35.0,1,1,1451.8073,219,2,10.615926,7.281253
0,1,1,1,0,0,8636.546,15.0,15.0,0,1,517.0683,220,2,9.063758,6.250107
1,0,2,0,0,0,42686.746,26.0,35.0,1,0,4787.1484,221,2,10.661644,8.473899
0,0,1,0,0,1,306.2249,0.0,0.0,0,0,0.0,222,2,5.72432,0.0
0,0,1,0,0,0,12635.542,15.0,19.0,0,0,729.9197,223,2,9.444269,6.5943036
0,0,1,0,0,1,9098.394,15.0,15.0,0,0,820.2811,224,2,9.115853,6.7108655
0,0,1,0,0,1,6649.5986,15.0,15.0,0,0,496.98795,225,2,8.802312,6.210576
0,0,1,0,0,1,19619.479,28.0,28.0,0,0,3010.04,226,2,9.884278,8.010041
0,0,4,0,1,0,11171.687,15.0,15.0,0,0,662.6506,227,2,9.321137,6.497756
0,0,1,0,0,0,15482.932,21.0,21.0,0,1,1973.8956,228,2,9.647493,7.5882707
1,0,3,0,0,0,48106.426,30.0,35.0,0,0,5411.6465,229,2,10.781171,8.596494
0,0,1,0,0,0,18001.004,24.0,24.0,0,1,2653.6145,230,2,9.7981825,7.8840547
1,0,3,0,0,0,53056.227,35.0,40.0,0,1,8504.016,231,2,10.879107,9.048411
1,0,6,0,0,0,32952.812,17.0,26.0,1,0,217.87149,232,2,10.402832,5.388485
1,0,4,0,1,0,13601.405,11.0,15.0,0,0,0.0,233,2,9.517928,0.0
0,0,1,0,0,1,1438.755,0.0,0.0,0,0,0.0,234,2,7.2715335,0.0
1,0,4,0,1,0,20442.771,19.0,19.0,0,0,1924.6989,235,2,9.9253845,7.563044
0,0,1,0,1,0,24509.037,28.0,28.0,0,0,4281.1245,236,2,10.106797,8.362205
1,0,2,0,0,0,45052.207,35.0,35.0,0,1,8172.691,237,2,10.715577,9.008676
1,0,2,0,0,0,69676.7,35.0,44.0,0,0,9909.639,238,2,11.151622,9.2013645
1,0,2,0,0,0,71282.125,40.0,44.0,0,1,12610.441,239,2,11.174401,9.44236
0,1,4,0,0,0,15482.932,18.0,18.0,0,1,20.08032,240,2,9.647493,3.04834
0,0,1,0,0,1,2714.8594,0.0,0.0,0,0,0.0,241,2,7.9064956,0.0
1,0,2,1,0,0,7651.6064,0.0,11.0,0,1,0.0,242,2,8.942671,0.0
1,0,3,0,0,0,43418.676,35.0,35.0,0,1,7221.8877,243,2,10.678645,8.88501
0,0,1,0,0,1,9890.5625,17.0,17.0,0,0,924.6988,244,2,9.199336,6.830549
1,0,3,0,0,0,32447.791,23.0,26.0,0,1,2954.8193,245,2,10.387387,7.9915314
0,0,3,0,0,0,42214.86,28.0,40.0,0,1,3084.3374,246,2,10.650528,8.034416
1,0,2,1,0,0,23741.969,19.0,19.0,0,1,2444.779,247,2,10.075,7.802119
1,0,2,0,0,0,35093.375,23.0,30.0,0,1,2940.763,248,2,10.465768,7.9867644
1,0,4,0,0,0,59782.13,35.0,40.0,0,1,7129.518,249,2,10.998462,8.872139
0,0,1,0,0,0,9861.445,17.0,17.0,1,1,905.6225,250,2,9.196388,6.809726
0,0,1,0,0,0,25773.092,28.0,32.0,0,0,2936.747,251,2,10.157086,7.9853983
0,0,1,0,0,1,19488.955,28.0,28.0,0,0,2939.759,252,2,9.877604,7.986423
0,1,2,0,1,0,19229.92,21.0,21.0,0,1,2445.7832,253,2,9.864223,7.8025293
0,1,3,0,0,0,19208.836,18.0,21.0,1,1,1167.6707,254,2,9.863126,7.063622
1,0,3,0,0,0,24569.277,19.0,23.0,0,0,2516.0642,255,2,10.109252,7.8308487
0,1,2,0,0,0,28052.209,25.0,29.0,0,0,3742.972,256,2,10.241822,8.227902
1,0,3,0,1,0,23009.037,19.0,19.0,0,0,2630.522,257,2,10.043642,7.8753176
0,0,1,1,0,0,12531.124,17.0,17.0,0,1,1204.8193,258,2,9.435971,7.0949144
1,0,2,0,0,0,25796.92,22.0,25.0,0,0,2663.1377,1,3,10.1580105,7.8876357
1,0,4,0,1,0,15110.684,14.0,14.0,0,0,744.9471,2,3,9.6231575,6.6146545
0,0,1,0,0,1,1352.2618,0.0,0.0,0,0,0.0,3,3,7.2095337,0.0
0,0,1,1,0,0,18968.238,15.0,23.0,0,1,619.8268,4,3,9.850521,6.431052
1,0,2,0,0,0,27313.764,22.0,25.0,0,0,2822.9067,5,3,10.215146,7.9458766
1,0,5,0,0,0,65170.355,38.0,42.0,0,0,10972.089,6,3,11.08476,9.303201
1,0,2,1,0,0,28267.564,14.0,25.0,1,1,492.78152,7,3,10.249471,6.202093
1,0,2,0,0,0,106668.914,38.0,45.0,1,0,12964.389,8,3,11.577485,9.470038
1,0,3,0,0,0,24805.582,18.0,22.0,0,1,2096.2463,9,3,10.118824,7.6483808
0,0,1,0,1,0,11723.772,16.0,18.0,0,0,1138.5948,10,3,9.369374,7.038428
1,0,2,0,1,0,28143.406,25.0,25.0,0,0,3653.513,11,3,10.245069,8.203718
0,0,1,0,0,1,116.45813,0.0,0.0,0,0,0.0,12,3,4.7575316,0.0
1,0,2,1,0,0,35571.703,22.0,28.0,0,0,2673.7249,13,3,10.479306,7.8916016
1,0,5,0,0,0,36053.9,25.0,28.0,0,1,3353.2244,14,3,10.49277,8.117976
1,0,2,0,0,0,23056.785,22.0,22.0,1,0,2546.6794,15,3,10.045715,7.8429384
0,0,1,0,0,0,23162.656,16.0,26.0,0,1,982.67566,16,3,10.050297,6.8912964
0,1,2,0,0,0,27692.975,24.0,28.0,0,0,2997.1125,17,3,10.228934,8.005738
1,0,2,0,0,0,30059.672,14.0,25.0,1,1,0.0,18,3,10.31094,0.0
1,0,4,0,0,0,32064.484,22.0,25.0,0,1,2726.6602,19,3,10.3755045,7.9111996
1,0,0,0,0,0,353251.2,49.0,50.0,0,1,54196.344,20,3,12.774935,10.900387
1,0,3,0,0,0,54867.18,33.0,38.0,0,0,7460.0576,21,3,10.912671,8.917453
0,0,1,0,1,0,12745.909,16.0,18.0,0,0,1069.2974,22,3,9.452966,6.975692
1,0,4,0,0,0,27597.69,22.0,25.0,0,0,2467.7576,23,3,10.225488,7.81147
0,0,1,0,0,0,19511.068,26.0,26.0,0,0,2903.7537,24,3,9.878737,7.974104
0,0,1,0,0,0,14429.259,12.0,20.0,0,1,182.86815,25,3,9.577013,5.214219
1,0,2,1,0,0,18189.605,12.0,16.0,0,1,331.0876,26,3,9.808605,5.805399
1,0,2,0,0,0,18249.277,18.0,18.0,0,1,1715.1107,27,3,9.811881,7.447816
0,1,3,0,1,0,6486.0444,11.0,11.0,0,0,0.0,28,3,8.777408,0.0
0,0,1,0,0,0,6009.6245,14.0,14.0,0,1,330.12512,29,3,8.7011175,5.8024964
0,0,1,0,0,1,4493.744,12.0,12.0,0,0,142.44466,30,3,8.410441,4.9659495
1,0,4,0,1,0,16384.023,16.0,16.0,0,0,1217.5168,31,3,9.7040615,7.1053896
0,1,3,0,0,0,20003.85,18.0,20.0,0,1,1723.7728,32,3,9.90368,7.452851
0,0,1,0,0,1,2443.6958,0.0,0.0,0,0,0.0,33,3,7.8012667,0.0
0,0,1,0,0,0,5022.1367,14.0,12.0,0,1,462.94513,34,3,8.521611,6.139766
1,0,2,1,0,0,37431.184,18.0,28.0,0,1,1888.3541,35,3,10.530259,7.54399
0,0,1,0,0,0,24427.334,18.0,30.0,1,0,1188.643,36,3,10.103458,7.0814085
1,0,4,0,0,0,55530.316,38.0,38.0,0,0,9692.012,37,3,10.924685,9.17916
1,0,3,0,1,0,15698.749,16.0,16.0,0,1,615.01447,38,3,9.661336,6.42327
1,0,5,0,0,0,21407.123,18.0,18.0,1,1,2286.8142,39,3,9.971479,7.735352
0,0,1,0,0,1,17007.7,23.0,23.0,0,0,2285.8518,40,3,9.741422,7.7349315
0,0,1,0,0,0,25564.967,26.0,30.0,0,0,3466.795,41,3,10.148978,8.151275
1,0,0,0,0,0,237984.6,50.0,50.0,0,1,67969.2,42,3,12.379961,11.126824
1,0,5,0,1,0,21976.9,16.0,18.0,0,0,1664.1001,43,3,9.997747,7.4176407
1,0,3,0,1,0,18606.352,18.0,18.0,0,0,1697.7864,44,3,9.831259,7.4376693
1,0,4,0,0,0,43265.64,25.0,33.0,0,1,3341.6748,45,3,10.675114,8.114527
0,1,2,0,0,0,57789.22,42.0,42.0,0,1,13243.503,46,3,10.964558,9.491338
1,0,4,0,0,0,35491.82,25.0,28.0,1,1,3725.6978,47,3,10.477057,8.223278
0,0,1,0,0,0,5802.695,14.0,14.0,1,1,316.65063,48,3,8.666078,5.760952
1,0,4,0,0,0,16756.496,11.0,16.0,0,1,172.28104,49,3,9.7265415,5.154915
1,0,5,0,0,0,142282.0,45.0,49.0,0,1,28411.934,50,3,11.865566,10.2546
0,0,1,0,0,1,19283.928,26.0,26.0,0,0,2841.1934,51,3,9.867027,7.9523315
1,0,2,0,0,0,50646.777,38.0,38.0,0,1,10750.722,52,3,10.832631,9.282822
1,0,2,1,0,0,44574.59,33.0,33.0,0,0,6253.128,53,3,10.704919,8.740997
0,0,1,0,1,0,28474.494,30.0,30.0,0,0,5282.002,54,3,10.256764,8.572249
1,0,2,0,0,0,23484.12,18.0,22.0,0,0,2382.0981,55,3,10.064079,7.776157
0,1,2,0,0,0,11608.277,17.0,17.0,0,0,784.4081,56,3,9.359473,6.6662035
