case,wemp,husunemp,time,under1,under5,age
613,1,0,0,0,0,-10
613,1,0,1,0,0,-9
613,1,0,2,0,0,-8
613,0,0,3,1,1,-7
613,0,0,4,0,1,-6
613,0,0,5,0,1,-5
613,0,0,6,1,1,-4
613,0,0,7,0,1,-3
613,0,0,8,0,1,-2
613,0,0,9,0,1,-1
613,0,0,10,0,1,0
613,1,0,11,0,0,1
613,1,0,12,0,0,2
619,1,0,1,0,0,-14
619,1,0,2,0,0,-13
619,0,0,3,1,1,-12
619,0,0,4,0,1,-11
619,0,0,5,1,1,-10
619,0,0,6,0,1,-9
619,0,1,7,0,1,-8
619,0,0,8,0,1,-7
619,0,0,9,0,1,-6
619,0,0,10,0,0,-5
619,0,0,11,0,0,-4
619,0,0,12,0,0,-3
622,1,0,-1,0,0,8
622,1,0,0,0,0,9
622,1,0,1,0,0,10
622,1,0,2,0,0,11
622,1,0,3,0,0,12
622,1,0,4,0,0,13
622,1,0,5,0,0,14
622,1,0,6,0,0,15
622,1,0,7,0,0,16
622,1,0,8,0,0,17
622,1,0,9,0,0,18
622,1,0,10,0,0,19
622,1,0,11,0,0,20
622,1,0,12,0,0,21
624,1,0,7,0,0,-14
624,1,0,8,0,0,-13
624,1,0,9,0,0,-12
624,1,0,10,0,0,-11
624,1,0,11,0,0,-10
624,1,0,12,0,0,-9
636,1,0,-1,0,1,-1
636,1,0,0,0,1,0
636,1,0,1,0,1,1
636,1,0,2,0,1,2
636,1,0,3,0,0,3
636,1,0,4,0,0,4
636,1,0,5,0,0,5
636,1,0,6,0,0,6
636,1,0,7,0,0,7
636,1,0,8,0,0,8
636,1,0,9,0,0,9
636,1,0,10,0,0,10
636,1,0,11,0,0,11
636,1,0,12,0,0,12
638,1,0,9,0,0,-12
638,1,0,10,0,0,-11
638,1,0,11,0,0,-10
638,0,0,12,0,0,-9
641,0,0,9,0,0,-14
641,1,0,10,0,0,-13
641,1,0,11,0,0,-12
641,1,0,12,0,0,-11
647,0,0,-1,0,0,10
647,0,0,0,0,0,11
647,0,0,1,0,0,12
647,0,0,2,0,0,13
647,0,0,3,0,0,14
647,0,0,4,0,0,15
650,1,0,8,0,0,-13
650,0,0,9,0,0,-12
650,0,0,10,1,1,-11
650,1,0,11,0,1,-10
650,1,0,12,0,1,-9
662,0,0,-1,0,1,0
662,0,0,0,0,1,1
662,1,0,1,0,1,2
662,1,0,2,0,1,3
662,1,0,3,0,0,4
662,1,0,4,0,0,5
662,1,0,5,0,0,6
662,1,0,6,0,0,7
662,1,0,7,0,0,8
662,1,0,8,0,0,9
662,1,0,9,0,0,10
662,1,0,10,0,0,11
662,1,0,11,0,0,12
662,1,0,12,0,0,13
681,0,0,9,0,0,-16
681,0,0,10,0,0,-15
681,0,1,11,1,1,-14
681,0,1,12,0,1,-13
685,1,0,4,0,0,-13
685,1,0,5,0,0,-12
685,0,0,6,0,0,-11
685,0,0,7,1,1,-10
685,1,0,8,0,1,-9
685,1,0,9,0,1,-8
685,1,0,10,0,1,-7
685,1,0,11,1,1,-6
685,1,0,12,0,1,-5
687,1,0,9,0,0,-15
687,1,0,10,0,0,-14
687,1,0,11,1,1,-13
687,1,0,12,0,1,-12
693,0,0,0,1,1,-10
693,0,0,1,0,1,-9
693,0,0,2,0,1,-8
693,0,0,3,1,1,-7
693,1,0,4,0,1,-6
693,1,0,5,0,1,-5
693,1,0,6,0,1,-4
693,1,0,7,0,1,-3
693,1,0,8,0,0,-2
693,1,0,9,0,0,-1
693,1,0,10,0,0,0
693,1,0,11,0,0,1
693,1,0,12,0,0,2
695,0,0,-1,0,1,-3
695,0,0,0,1,1,-2
695,0,0,1,0,1,-1
695,0,0,2,1,1,0
695,0,0,3,0,1,1
695,0,0,4,0,1,2
695,0,0,5,0,1,3
695,0,0,6,0,1,4
695,0,0,7,0,0,5
695,0,0,8,0,0,6
695,0,0,9,0,0,7
695,0,0,10,0,0,8
695,0,0,11,0,0,9
695,1,0,12,0,0,10
699,1,0,-1,0,1,0
699,1,0,0,0,1,1
699,1,0,1,0,0,2
699,1,0,2,0,0,3
699,1,0,3,0,0,4
699,1,0,4,0,0,5
699,1,0,5,0,0,6
699,1,0,6,0,0,7
699,1,0,7,0,0,8
699,1,0,8,0,0,9
699,1,0,9,0,0,10
699,1,0,10,0,0,11
699,1,0,11,0,0,12
699,1,0,12,0,0,13
701,0,0,-1,0,0,-7
701,0,0,0,0,0,-6
701,0,0,1,0,0,-5
701,0,0,2,0,0,-4
701,1,0,3,0,0,-3
701,1,0,4,0,0,-2
701,1,0,5,0,0,-1
701,1,0,6,0,0,0
701,1,0,7,0,0,1
701,1,0,8,0,0,2
701,1,0,9,0,0,3
701,1,0,10,0,0,4
701,0,0,11,0,0,5
701,0,0,12,0,0,6
703,0,0,12,1,1,-14
704,0,0,-1,0,0,0
704,0,0,0,1,1,1
704,0,0,1,0,1,2
704,0,0,2,0,1,3
704,0,0,3,0,1,4
704,0,0,4,0,1,5
704,0,0,5,0,0,6
704,0,0,6,0,0,7
704,0,0,7,0,0,8
704,0,0,8,0,0,9
704,0,0,9,0,0,10
704,0,0,10,0,0,11
704,0,0,11,0,0,12
704,1,0,12,0,0,13
722,1,0,-1,0,1,-3
722,1,0,0,0,0,-2
722,1,0,1,0,0,-1
722,1,0,2,0,0,0
722,1,0,3,0,0,1
722,1,0,4,0,0,2
722,1,0,5,0,0,3
722,1,0,6,0,0,4
722,1,0,7,0,0,5
722,1,0,8,0,0,6
722,1,0,9,0,0,7
722,1,0,10,0,0,8
722,1,0,11,0,0,9
722,1,0,12,0,0,10
746,1,0,-1,0,0,-1
746,1,0,0,0,0,0
746,1,0,1,0,0,1
746,1,0,2,0,0,2
746,1,0,3,0,0,3
746,1,0,4,0,0,4
746,1,0,5,0,0,5
746,1,0,6,0,0,6
746,1,0,7,0,0,7
746,1,0,8,0,0,8
746,1,0,9,0,0,9
746,1,0,10,0,0,10
746,1,0,11,0,0,11
746,1,0,12,0,0,12
748,1,0,-1,0,0,-11
748,1,0,0,0,0,-10
748,0,0,1,1,1,-9
748,0,0,2,0,1,-8
748,0,0,3,1,1,-7
748,0,0,4,0,1,-6
748,0,0,5,0,1,-5
748,0,0,6,0,1,-4
748,0,0,7,0,1,-3
748,0,0,8,0,0,-2
748,0,0,9,0,0,-1
748,0,0,10,0,0,0
748,0,0,11,0,0,1
748,0,0,12,0,0,2
753,0,0,-1,0,1,-15
753,1,0,0,0,1,-14
753,1,0,1,0,1,-13
753,1,0,2,0,0,-12
753,1,0,3,0,0,-11
753,1,0,4,0,0,-10
753,1,0,5,0,0,-9
753,1,0,6,0,0,-8
753,1,0,7,0,0,-7
753,1,0,8,0,0,-6
753,1,0,9,0,0,-5
753,1,0,10,0,0,-4
753,1,0,11,0,0,-3
753,1,0,12,0,0,-2
761,1,0,-1,0,0,2
761,1,0,0,0,0,3
761,1,0,1,0,0,4
761,1,0,2,0,0,5
761,1,0,3,0,0,6
761,1,0,4,0,0,7
761,1,0,5,0,0,8
761,1,0,6,0,0,9
761,1,0,7,0,0,10
761,1,0,8,0,0,11
761,1,0,9,0,0,12
761,1,0,10,0,0,13
761,1,0,11,0,0,14
761,1,0,12,0,0,15
772,0,0,-1,1,1,-8
772,0,0,0,0,1,-7
772,0,0,1,0,1,-6
772,0,0,2,0,1,-5
772,1,0,3,0,1,-4
772,0,0,4,1,1,-3
772,1,0,5,0,1,-2
772,1,0,6,0,1,-1
772,0,0,7,0,1,0
772,1,0,8,0,1,1
772,1,0,9,0,0,2
772,1,0,10,0,0,3
772,1,0,11,0,0,4
772,1,0,12,0,0,5
785,1,0,8,0,0,-16
785,1,0,9,0,0,-15
785,0,0,10,1,1,-14
785,0,0,11,0,1,-13
785,0,0,12,0,1,-12
789,0,0,-1,0,1,-2
789,1,0,0,0,1,-1
789,1,0,1,0,1,0
789,1,0,2,0,1,1
789,1,0,3,0,0,2
789,1,0,4,0,0,3
789,1,0,5,0,0,4
789,1,0,6,0,0,5
789,1,0,7,0,0,6
789,1,0,8,0,0,7
789,1,0,9,0,0,8
789,1,0,10,0,0,9
789,1,0,11,0,0,10
789,1,0,12,0,0,11
791,1,0,-1,0,0,-2
791,1,0,0,0,0,-1
791,1,0,1,0,0,0
791,1,0,2,0,0,1
791,1,0,3,0,0,2
791,1,0,4,0,0,3
791,1,0,5,0,0,4
791,1,0,6,0,0,5
791,1,0,7,0,0,6
791,1,0,8,0,0,7
791,1,0,9,0,0,8
791,1,0,10,0,0,9
791,1,0,11,0,0,10
791,1,1,12,0,0,11
803,1,0,-1,1,1,-11
803,1,0,0,0,1,-10
803,1,0,1,0,1,-9
803,1,0,2,0,1,-8
803,1,0,3,0,1,-7
803,1,0,4,0,0,-6
803,1,0,5,0,0,-5
803,1,0,6,0,0,-4
803,0,0,7,0,0,-3
803,1,0,8,0,0,-2
803,1,0,9,0,0,-1
803,1,0,10,0,0,0
803,1,0,11,0,0,1
803,1,0,12,0,0,2
811,1,0,-1,0,0,1
811,1,0,0,0,0,2
811,1,0,1,0,0,3
811,1,0,2,0,0,4
811,1,0,3,0,0,5
811,1,0,4,0,0,6
811,1,0,5,0,0,7
811,1,0,6,0,0,8
811,1,0,7,0,0,9
811,1,0,8,0,0,10
811,1,0,9,0,0,11
811,1,0,10,0,0,12
811,1,0,11,0,0,13
811,1,0,12,0,0,14
813,1,0,5,0,0,-13
813,1,0,6,0,0,-12
813,1,0,7,0,0,-11
813,1,0,8,1,1,-10
813,1,0,9,0,1,-9
813,0,0,10,1,1,-8
813,0,0,11,0,1,-7
813,0,0,12,0,1,-6
817,0,0,-1,0,1,-8
817,0,0,0,0,1,-7
817,0,0,1,0,1,-6
817,0,0,2,0,0,-5
817,0,0,3,0,0,-4
817,0,0,4,0,0,-3
817,0,0,5,0,0,-2
817,1,0,6,0,0,-1
817,1,0,7,0,0,0
817,1,0,8,0,0,1
817,1,0,9,0,0,2
817,1,0,10,0,0,3
817,1,0,11,0,0,4
817,1,0,12,0,0,5
820,1,0,12,0,0,-14
839,1,0,-1,0,0,-7
839,1,0,0,0,0,-6
839,1,0,1,0,0,-5
839,1,0,2,0,0,-4
839,1,0,3,0,0,-3
839,1,0,4,0,0,-2
839,1,0,5,0,0,-1
839,1,0,6,0,0,0
839,1,0,7,0,0,1
839,1,0,8,0,0,2
839,1,0,9,0,0,3
839,1,0,10,0,0,4
839,1,0,11,0,0,5
839,1,0,12,0,0,6
845,0,0,-1,0,1,-1
845,0,0,0,0,1,0
845,0,0,1,0,0,1
845,0,0,2,0,0,2
845,0,0,3,0,0,3
845,0,0,4,0,0,4
845,0,0,5,0,0,5
845,0,0,6,0,0,6
845,0,0,7,0,0,7
845,0,0,8,0,0,8
845,0,0,9,0,0,9
845,0,0,10,0,0,10
845,0,0,11,0,0,11
845,1,0,12,0,0,12
846,0,1,10,1,1,-11
846,0,0,11,0,1,-10
846,0,1,12,0,1,-9
856,0,0,-1,0,0,6
856,0,0,0,0,0,7
856,0,0,1,0,0,8
856,0,0,2,0,0,9
856,0,0,3,0,0,10
856,0,0,4,0,0,11
856,0,0,5,0,0,12
856,0,0,6,0,0,13
856,0,0,7,0,0,14
856,0,0,8,0,0,15
856,0,0,9,0,0,16
856,0,0,10,0,0,17
859,1,0,-1,0,0,9
859,1,0,0,0,0,10
859,1,0,1,0,0,11
859,1,0,2,0,0,12
859,1,0,3,0,0,13
859,1,0,4,0,0,14
859,1,0,5,0,0,15
859,1,0,6,0,0,16
859,1,0,7,0,0,17
859,1,0,8,0,0,18
859,1,0,9,0,0,19
861,1,0,10,0,0,1
861,1,0,11,0,0,2
861,1,0,12,0,0,3
865,0,0,-1,0,0,-12
865,0,0,0,0,0,-11
865,0,0,1,0,0,-10
865,0,0,2,0,0,-9
865,0,0,3,0,0,-8
865,1,0,4,0,0,-7
865,1,0,5,0,0,-6
865,1,0,6,0,0,-5
865,1,0,7,0,0,-4
865,1,0,8,0,0,-3
865,1,0,9,0,0,-2
865,1,0,10,0,0,-1
865,1,0,11,0,0,0
865,1,0,12,0,0,1
876,1,0,-1,0,0,13
876,1,0,0,0,0,14
876,1,0,1,0,0,15
876,1,0,2,0,0,16
876,1,0,3,0,0,17
876,1,0,4,0,0,18
876,1,0,5,0,0,19
876,1,0,6,0,0,20
876,1,0,7,0,0,21
876,1,0,8,0,0,22
876,1,0,9,0,0,23
876,1,0,10,0,0,24
876,1,0,11,0,0,25
886,0,0,9,0,0,-8
886,0,0,10,0,0,-7
886,0,0,11,0,0,-6
886,0,0,12,0,0,-5
908,0,0,3,1,1,-17
908,0,0,4,0,1,-16
908,1,0,5,0,1,-15
908,0,0,6,0,1,-14
908,1,0,7,0,1,-13
908,1,0,8,0,0,-12
908,1,0,9,0,0,-11
908,1,0,10,0,0,-10
908,1,0,11,0,0,-9
908,1,0,12,0,0,-8
912,0,1,11,0,0,3
912,0,1,12,0,0,4
923,1,0,12,0,0,-4
925,1,0,-1,0,0,0
925,1,0,0,0,0,1
925,1,0,1,0,0,2
925,1,0,2,0,0,3
925,1,0,3,0,0,4
925,1,0,4,0,0,5
925,1,0,5,0,0,6
925,1,0,6,0,0,7
925,1,0,7,0,0,8
925,1,0,8,0,0,9
925,1,0,9,0,0,10
925,1,0,10,0,0,11
925,1,0,11,0,0,12
925,1,0,12,0,0,13
929,1,0,-1,0,0,11
929,1,0,0,0,0,12
929,1,0,1,0,0,13
929,1,0,2,0,0,14
929,1,0,3,0,0,15
929,1,0,4,0,0,16
929,1,0,5,0,0,17
929,1,0,6,0,0,18
929,1,0,7,0,0,19
929,1,0,8,0,0,20
929,1,0,9,0,0,21
929,1,0,10,0,0,22
929,1,0,11,0,0,23
929,0,0,12,0,0,24
932,1,0,1,0,0,-11
932,1,0,2,1,1,-10
932,1,0,3,0,1,-9
932,1,0,4,0,1,-8
932,1,0,5,0,1,-7
932,1,0,6,0,1,-6
932,0,0,7,0,0,-5
932,0,0,8,0,0,-4
932,1,0,9,0,0,-3
932,1,0,10,0,0,-2
932,1,0,11,0,0,-1
932,0,1,12,0,0,0
938,1,0,-1,0,1,2
938,1,0,0,0,1,3
938,1,0,1,0,0,4
938,1,1,2,0,0,5
938,1,1,3,0,0,6
938,1,0,4,0,0,7
938,1,0,5,0,0,8
938,0,1,6,0,0,9
938,0,1,7,0,0,10
938,1,1,8,0,0,11
938,1,1,9,0,0,12
938,0,1,10,0,0,13
938,0,1,11,0,0,14
938,1,0,12,0,0,15
941,0,1,-1,0,0,1
941,0,1,0,1,1,2
941,0,1,1,0,1,3
941,0,1,2,0,1,4
941,0,1,3,0,1,5
941,0,1,4,0,1,6
941,0,1,5,0,0,7
941,0,1,6,0,0,8
941,0,1,7,0,0,9
941,0,1,8,0,0,10
946,0,0,4,0,1,-11
946,0,0,5,0,1,-10
946,0,0,6,0,1,-9
946,0,0,7,0,1,-8
946,0,0,8,0,1,-7
946,0,0,9,0,0,-6
946,0,1,10,0,0,-5
946,0,1,11,0,0,-4
946,0,1,12,0,0,-3
952,1,0,-1,0,0,0
952,1,0,0,0,0,1
952,1,0,1,0,0,2
952,1,0,2,0,0,3
952,1,0,3,0,0,4
952,0,0,4,0,0,5
952,0,0,5,0,0,6
952,1,0,6,0,0,7
952,1,0,7,0,0,8
952,1,0,8,0,0,9
952,1,0,9,0,0,10
952,1,0,10,0,0,11
952,1,0,11,0,0,12
952,1,0,12,0,0,13
955,0,0,-1,0,1,9
955,0,0,0,0,1,10
955,0,0,1,0,1,11
955,0,0,2,0,0,12
955,0,0,3,0,0,13
955,0,0,4,0,0,14
955,0,0,5,0,0,15
955,0,0,6,0,0,16
955,0,0,7,0,0,17
955,0,0,8,0,0,18
955,0,1,9,0,0,19
955,0,1,10,0,0,20
959,1,0,0,1,1,-14
959,0,0,1,0,1,-13
959,1,0,2,0,1,-12
959,1,0,3,0,1,-11
959,1,0,4,0,1,-10
959,1,0,5,1,1,-9
959,1,0,6,0,1,-8
959,1,0,7,1,1,-7
959,1,0,8,0,1,-6
959,1,0,9,0,1,-5
959,0,0,10,0,1,-4
959,0,0,11,0,1,-3
959,0,0,12,0,0,-2
968,1,0,9,0,0,-7
968,0,0,10,1,1,-6
968,0,0,11,0,1,-5
968,0,0,12,0,1,-4
980,0,0,-1,0,0,-2
980,0,0,0,0,0,-1
980,1,0,1,0,0,0
980,1,0,2,0,0,1
980,1,0,3,0,0,2
980,1,0,4,0,0,3
980,1,0,5,0,0,4
980,1,0,6,0,0,5
980,1,0,7,0,0,6
980,1,0,8,0,0,7
980,1,0,9,0,0,8
980,0,0,10,0,0,9
980,0,0,11,0,0,10
980,1,0,12,0,0,11
990,1,0,10,1,1,-5
990,1,0,11,0,1,-4
990,1,0,12,0,1,-3
995,1,0,-1,0,1,-1
995,0,0,0,1,1,0
995,0,0,1,0,1,1
995,0,0,2,0,1,2
995,1,0,3,0,1,3
995,1,0,4,0,1,4
995,1,0,5,0,0,5
995,1,0,6,0,0,6
995,1,0,7,0,0,7
995,1,0,8,0,0,8
995,1,0,9,0,0,9
995,1,0,10,0,0,10
995,0,0,11,0,0,11
995,0,0,12,0,0,12
999,1,0,-1,0,0,8
999,1,0,0,0,0,9
999,1,0,1,0,0,10
999,1,0,2,0,0,11
999,1,0,3,0,0,12
999,1,0,4,0,0,13
999,1,0,5,0,0,14
999,1,0,6,0,0,15
999,1,0,7,0,0,16
999,1,0,8,0,0,17
999,1,0,9,0,0,18
999,1,0,10,0,0,19
999,1,0,11,0,0,20
999,1,0,12,0,0,21
1003,0,0,-1,0,0,3
1003,0,0,0,0,0,4
1003,1,0,1,0,0,5
1003,1,0,2,0,0,6
1003,1,0,3,0,0,7
1003,1,0,4,0,0,8
1003,1,0,5,0,0,9
1003,1,0,6,0,0,10
1003,1,0,7,0,0,11
1003,1,0,8,0,0,12
1003,1,0,9,0,0,13
1003,1,0,10,0,0,14
1003,1,0,11,0,0,15
1003,1,0,12,0,0,16
