neighid,schid,attain,p7vrq,p7read,dadocc,dadunemp,daded,momed,male,deprive,dummy
723,3,-0.1325,-2.028,9.134,-3.454,0,0,0,1,1.257,1
711,3,0.0293,0.972,-2.866,-11.494,1,0,0,0,-0.172,1
724,3,1.5177,9.972,9.134,-9.094,1,0,0,1,-0.257,1
712,3,0.9127,14.972,10.134,16.196,0,0,1,0,0.076,1
719,3,-0.36,-0.028,0.134,-9.094,1,0,0,0,0.603,1
704,3,-0.36,-8.028,-13.866,16.196,0,0,0,1,-0.062,1
711,3,0.9127,16.972,28.134,16.196,0,1,1,0,-0.172,1
703,3,-1.3276,-23.028,-14.866,-11.494,1,0,0,0,-0.057,1
704,3,-0.5812,4.972,5.134,29.226,0,0,0,0,-0.062,1
709,3,0.561,1.972,-5.866,-9.094,0,0,0,0,-0.266,1
709,3,0.561,4.972,28.134,16.196,0,0,0,1,-0.266,1
710,3,-1.3276,11.972,15.134,-9.094,1,0,0,0,0.174,1
705,3,0.3917,6.972,-5.866,-9.094,0,1,0,1,-0.194,1
735,3,-1.3276,-15.028,-18.866,-3.454,0,0,0,1,0.335,1
752,3,-1.3276,-18.028,-31.866,-3.454,0,0,0,0,0.102,1
750,3,0.0293,-3.028,10.134,16.196,0,0,0,1,-0.601,1
735,3,-0.36,-7.028,-16.866,16.196,0,0,0,1,0.335,1
715,3,0.2641,6.972,14.134,16.196,0,1,0,1,-0.254,1
734,3,0.2641,-13.028,-11.866,-23.454,0,0,0,0,0.724,1
707,3,0.561,2.972,8.134,-3.454,0,0,0,1,-0.241,1
717,3,-0.1325,1.972,2.134,-3.454,0,0,0,1,1.264,1
713,3,0.735,-5.028,9.134,2.316,0,1,1,0,0.153,1
712,3,-0.1325,-0.028,-0.866,2.316,0,1,1,1,0.076,1
704,3,-0.36,-5.028,2.134,-9.094,0,0,0,1,-0.062,1
734,3,1.5177,16.972,22.134,16.196,0,1,0,1,0.724,1
733,3,1.5177,12.972,20.134,-9.094,0,1,0,0,0.982,1
713,3,0.3917,-1.028,-6.866,-3.454,0,0,0,0,0.153,1
713,3,0.0293,14.972,20.134,-9.094,0,0,0,0,0.153,1
710,3,-0.1325,3.972,3.134,-11.494,0,0,0,0,0.174,1
704,3,-0.1325,11.972,8.134,-23.454,0,0,0,0,-0.062,1
727,3,2.4151,41.972,24.134,16.196,0,1,1,0,-0.101,1
707,3,0.3917,9.972,8.134,16.196,0,0,0,0,-0.241,1
733,3,0.735,11.972,10.134,-11.494,1,0,0,0,0.982,1
752,3,-0.36,-5.028,-4.866,-3.454,0,0,0,1,0.102,1
656,3,-1.3276,10.972,13.134,-3.454,0,0,1,0,0.079,1
439,3,0.0293,5.972,21.134,-11.494,0,0,0,1,1.104,1
714,3,-1.3276,-0.028,0.134,16.196,0,0,0,0,0.063,1
752,3,-0.5812,-7.028,-12.866,-11.494,0,0,0,0,0.102,1
712,3,-0.1325,-3.028,-4.866,16.196,0,0,0,1,0.076,1
710,3,-1.3276,-11.028,-1.866,16.196,0,0,1,1,0.174,1
710,3,0.3917,0.972,0.134,-3.454,1,0,0,0,0.174,1
707,3,0.9127,9.972,7.134,-11.494,0,0,1,0,-0.241,1
801,3,1.1405,-8.028,-14.866,2.316,0,0,1,1,0.188,1
721,3,0.9127,10.972,24.134,2.316,0,0,0,0,1.226,1
722,3,-1.3276,1.972,3.134,-11.494,0,0,0,1,0.101,1
684,3,0.3917,13.972,28.134,16.196,0,1,1,1,-0.975,1
736,3,1.1405,10.972,6.134,-3.454,0,0,0,0,-0.207,1
736,3,0.9127,14.972,5.134,-3.454,0,0,0,0,-0.207,1
710,3,1.1405,3.972,22.134,2.316,0,0,0,1,0.174,1
712,3,0.9127,8.972,6.134,2.316,0,0,0,0,0.076,1
732,3,0.1582,3.972,2.134,-9.094,0,0,0,0,0.223,1
707,3,-1.3276,-23.028,-26.866,-23.454,1,0,0,0,-0.241,1
747,3,-1.3276,1.972,-0.866,-3.454,0,0,0,0,-0.093,1
724,3,2.4151,13.972,24.134,16.196,0,0,0,1,-0.257,1
753,3,1.5177,12.972,20.134,16.196,0,1,1,0,-0.322,1
721,3,0.3917,3.972,9.134,-9.094,0,0,0,0,1.226,1
753,3,0.1582,9.972,14.134,-3.454,0,0,1,0,-0.322,1
736,3,-0.1325,-7.028,-18.866,-3.454,0,0,0,1,-0.207,1
713,3,0.735,11.972,10.134,-3.454,1,0,0,1,0.153,1
709,3,-0.1325,-14.028,-6.866,-3.454,0,0,1,1,-0.266,1
713,3,0.0293,-16.028,-9.866,-11.494,0,0,0,1,0.153,1
714,3,-0.1325,11.972,-1.866,-3.454,0,0,0,0,0.063,1
728,3,0.2641,-4.028,8.134,2.316,0,0,0,0,0.088,1
752,3,0.0293,-7.028,12.134,-3.454,0,0,0,1,0.102,1
753,3,0.561,1.972,17.134,-3.454,0,0,0,1,-0.322,1
724,3,1.5177,17.972,24.134,-9.094,0,0,0,0,-0.257,1
710,3,-1.3276,-9.028,-13.866,-11.494,1,0,0,0,0.174,1
730,3,-0.5812,-13.028,9.134,-3.454,0,0,0,1,0.394,1
712,3,1.1405,5.972,9.134,29.226,0,0,0,0,0.076,1
723,3,0.735,5.972,24.134,-11.494,0,0,0,1,1.257,1
714,3,-0.5812,0.972,-3.866,2.316,0,0,1,0,0.063,1
723,3,-1.3276,-2.028,5.134,-9.094,0,0,0,1,1.257,1
723,3,-1.3276,-7.028,10.134,-3.454,0,0,0,1,1.257,1
651,3,0.9127,8.972,19.134,2.316,1,0,0,1,0.118,1
733,3,-1.3276,-27.028,-27.866,-3.454,0,1,1,1,0.982,1
731,3,1.5177,-4.028,-0.866,-3.454,1,0,1,0,-0.161,1
734,3,0.0293,-3.028,-3.866,-11.494,0,0,1,1,0.724,1
753,3,0.2641,16.972,10.134,16.196,0,0,1,1,-0.322,1
724,3,0.735,-1.028,19.134,-3.454,0,0,1,0,-0.257,1
709,3,2.4151,9.972,12.134,2.316,0,0,0,0,-0.266,1
713,3,0.561,-6.028,-9.866,-11.494,0,0,1,0,0.153,1
816,3,-0.36,-2.028,-0.866,-3.454,0,0,0,1,0.908,1
746,3,-1.3276,-2.028,3.134,-9.094,1,1,0,0,0.299,1
732,3,2.4151,12.972,21.134,-9.094,0,0,0,1,0.223,1
704,3,-0.1325,1.972,20.134,2.316,0,0,0,1,-0.062,1
299,3,1.1405,11.972,15.134,16.196,0,1,1,0,-0.789,1
734,3,-0.36,-12.028,-16.866,-9.094,0,0,0,0,0.724,1
714,3,0.3917,-1.028,2.134,-11.494,0,0,0,0,0.063,1
703,3,-1.3276,2.972,5.134,-3.454,0,0,0,0,-0.057,1
736,3,0.561,0.972,-1.866,-3.454,0,0,0,0,-0.207,1
734,3,-0.5812,-16.028,-13.866,-3.454,0,1,1,1,0.724,1
703,3,0.1582,6.972,-6.866,-3.454,0,0,0,0,-0.057,1
715,3,1.5177,6.972,28.134,29.226,0,0,0,1,-0.254,1
709,3,-1.3276,-1.028,-16.866,-11.494,0,0,0,0,-0.266,1
733,3,-1.3276,0.972,-12.866,16.196,0,0,0,0,0.982,1
654,3,1.1405,5.972,9.134,-11.494,0,0,0,0,-0.171,1
723,3,0.735,6.972,11.134,-3.454,0,0,0,0,1.257,1
724,3,0.9127,12.972,24.134,-11.494,0,0,1,0,-0.257,1
728,3,0.0293,6.972,19.134,-3.454,0,0,0,0,0.088,1
731,3,0.3917,1.972,7.134,-3.454,1,1,0,1,-0.161,1
705,3,0.2641,8.972,13.134,-3.454,0,0,0,1,-0.194,1
733,3,-1.3276,-5.028,-10.866,16.196,0,1,1,1,0.982,1
727,3,0.2641,8.972,24.134,-9.094,0,0,0,0,-0.101,1
727,5,-0.36,7.972,8.134,-3.454,0,0,1,0,-0.101,1
737,5,0.561,2.972,28.134,-3.454,0,0,1,1,-1.048,1
748,5,-1.3276,-5.028,-5.866,-3.454,0,0,0,0,-0.038,1
657,5,-1.3276,2.972,0.134,-11.494,0,0,0,1,0.061,1
657,5,-1.3276,-7.028,-7.866,16.196,0,0,0,0,0.061,1
674,5,-0.36,-7.028,-11.866,-11.494,1,0,0,0,0.053,1
745,5,-0.36,-14.028,-25.866,-3.454,0,1,1,1,-0.146,1
658,5,-1.3276,-25.028,-21.866,-11.494,0,0,0,1,-0.289,1
677,5,-0.36,-0.028,-7.866,16.196,0,0,0,0,0.218,1
657,5,0.0293,-3.028,-8.866,-3.454,0,0,1,1,0.061,1
696,5,0.3917,0.972,2.134,-3.454,0,0,1,1,-0.464,1
673,5,0.1582,-4.028,-0.866,-9.094,0,0,0,0,-0.363,1
681,5,-1.3276,-8.028,-12.866,-3.454,0,0,1,0,-0.198,1
750,5,0.0293,-0.028,-1.866,-3.454,0,1,1,0,-0.601,1
747,5,0.735,11.972,19.134,16.196,0,0,0,0,-0.093,1
673,5,0.9127,4.972,7.134,-3.454,0,1,0,0,-0.363,1
676,5,-0.5812,-1.028,-3.866,-3.454,0,0,0,0,-0.216,1
673,5,0.3917,10.972,13.134,29.226,0,1,1,1,-0.363,1
701,5,-0.36,-12.028,-14.866,-11.494,0,0,0,0,-0.713,1
766,5,0.561,4.972,18.134,-3.454,0,0,0,0,0.271,1
657,5,0.1582,12.972,15.134,-3.454,0,0,0,0,0.061,1
676,5,-0.1325,1.972,-8.866,-3.454,0,0,0,0,-0.216,1
674,5,1.5177,16.972,23.134,29.226,0,1,1,1,0.053,1
654,5,-0.36,-11.028,-18.866,-23.454,0,0,0,0,-0.171,1
652,5,0.2641,12.972,11.134,2.316,0,0,1,0,-0.315,1
675,5,0.561,-2.028,-13.866,2.316,0,0,0,1,-0.182,1
679,5,0.3917,8.972,-2.866,-3.454,0,0,0,0,0.496,1
657,5,0.3917,5.972,3.134,-3.454,0,0,0,1,0.061,1
677,5,-0.36,-21.028,-15.866,-9.094,0,0,0,0,0.218,1
681,5,-1.3276,-24.028,-19.866,-9.094,1,0,0,1,-0.198,1
674,5,0.9127,13.972,25.134,16.196,0,1,0,0,0.053,1
748,5,-1.3276,-10.028,-1.866,-11.494,0,0,0,1,-0.038,1
655,5,0.9127,-0.028,0.134,29.226,0,1,0,0,-0.081,1
679,5,0.3917,4.972,-9.866,-3.454,0,0,0,1,0.496,1
657,5,-1.3276,-3.028,-11.866,-3.454,0,0,0,1,0.061,1
652,5,0.3917,-6.028,-9.866,16.196,0,0,0,0,-0.315,1
652,5,0.561,3.972,16.134,-9.094,0,0,0,0,-0.315,1
657,5,-1.3276,-14.028,-14.866,-11.494,0,0,0,1,0.061,1
654,5,0.2641,-1.028,-2.866,-3.454,0,0,0,1,-0.171,1
681,5,-0.36,-0.028,-13.866,16.196,0,0,0,1,-0.198,1
670,5,2.4151,11.972,18.134,29.226,0,1,1,1,-0.353,1
748,5,1.1405,12.972,19.134,-3.454,0,1,1,1,-0.038,1
678,5,-0.36,-6.028,-15.866,2.316,0,0,0,0,-0.045,1
654,5,0.2641,21.972,0.134,29.226,0,0,0,0,-0.171,1
676,5,2.4151,17.972,9.134,-11.494,0,0,0,0,-0.216,1
677,5,-0.5812,-7.028,-31.866,-3.454,0,0,0,0,0.218,1
657,5,1.5177,19.972,25.134,-11.494,0,0,0,1,0.061,1
677,5,0.735,3.972,6.134,29.226,0,0,0,0,0.218,1
658,5,-1.3276,-8.028,0.134,29.226,1,0,1,1,-0.289,1
672,5,0.0293,-7.028,-2.866,16.196,0,0,0,0,0.002,1
681,5,0.561,12.972,10.134,-3.454,0,0,0,0,-0.198,1
652,5,0.0293,-4.028,10.134,-11.494,0,0,0,0,-0.315,1
670,5,0.3917,7.972,1.134,-9.094,0,0,0,0,-0.353,1
658,5,-0.36,-1.028,2.134,2.316,0,0,0,0,-0.289,1
656,5,-1.3276,-22.028,-10.866,-3.454,1,1,0,0,0.079,1
652,5,1.1405,12.972,8.134,29.226,0,0,0,0,-0.315,1
741,5,-0.1325,-4.028,-4.866,-23.454,0,0,1,1,-0.105,1
674,5,-1.3276,-12.028,-19.866,2.316,0,0,1,0,0.053,1
737,5,2.4151,15.972,3.134,16.196,0,0,1,1,-1.048,1
682,5,0.735,1.972,-4.866,16.196,0,0,0,1,0.18,1
656,5,0.9127,-1.028,9.134,-3.454,0,0,0,1,0.079,1
744,5,0.2641,-1.028,25.134,-3.454,0,0,0,1,-0.143,1
657,5,0.0293,3.972,3.134,-11.494,0,0,0,0,0.061,1
664,5,1.5177,22.972,21.134,16.196,0,1,0,1,-0.172,1
746,5,-0.5812,-8.028,-0.866,-9.094,0,1,0,0,0.299,1
678,5,-1.3276,-1.028,7.134,-9.094,1,0,0,0,-0.045,1
742,5,0.9127,-3.028,0.134,-3.454,0,0,0,0,-0.114,1
744,5,-1.3276,-4.028,-11.866,-9.094,1,0,0,0,-0.143,1
656,5,-0.36,-9.028,-2.866,-9.094,0,0,0,0,0.079,1
681,5,0.561,6.972,3.134,-9.094,1,0,1,0,-0.198,1
656,5,-0.1325,-5.028,23.134,-9.094,1,0,0,1,0.079,1
664,5,0.3917,2.972,-4.866,16.196,0,0,0,1,-0.172,1
747,5,0.0293,-9.028,-6.866,-9.094,1,0,0,1,-0.093,1
652,5,-1.3276,3.972,-1.866,16.196,1,0,1,0,-0.315,1
652,5,2.4151,12.972,28.134,16.196,0,1,1,1,-0.315,1
656,5,0.735,10.972,15.134,-11.494,0,0,1,1,0.079,1
670,5,-1.3276,-11.028,-14.866,29.226,0,0,0,0,-0.353,1
746,5,0.1582,-6.028,-0.866,-3.454,0,0,0,0,0.299,1
701,5,1.5177,13.972,19.134,-9.094,0,1,0,1,-0.713,1
676,5,-0.36,-10.028,-5.866,-3.454,0,0,0,1,-0.216,1
658,5,-1.3276,-23.028,-30.866,-3.454,0,0,0,0,-0.289,1
657,5,-0.1325,-6.028,-5.866,-11.494,0,0,0,0,0.061,1
657,5,0.561,0.972,-9.866,-11.494,0,0,0,0,0.061,1
654,5,-1.3276,-27.028,-28.866,-9.094,0,0,0,1,-0.171,1
669,5,-0.36,-4.028,-5.866,16.196,0,1,0,0,0.111,1
737,5,0.1582,5.972,-3.866,-3.454,0,0,1,0,-1.048,1
681,5,0.3917,16.972,10.134,-3.454,0,0,0,0,-0.198,1
741,5,-1.3276,-13.028,-14.866,-23.454,0,0,0,0,-0.105,1
682,5,-0.1325,-3.028,-5.866,-3.454,0,1,1,1,0.18,1
670,5,-1.3276,-15.028,-28.866,-3.454,0,0,0,0,-0.353,1
678,5,0.561,2.972,7.134,16.196,0,0,0,0,-0.045,1
683,5,0.3917,12.972,7.134,16.196,0,1,0,1,-0.788,1
744,5,0.0293,5.972,0.134,-3.454,0,0,0,1,-0.143,1
678,5,1.5177,4.972,5.134,-9.094,1,1,0,1,-0.045,1
675,5,0.735,-14.028,-6.866,-11.494,0,1,1,0,-0.182,1
652,5,-0.36,-4.028,-2.866,16.196,0,0,1,0,-0.315,1
682,5,-0.5812,-8.028,-8.866,-3.454,1,0,0,0,0.18,1
655,5,-0.1325,4.972,0.134,-9.094,0,0,0,0,-0.081,1
746,5,0.735,4.972,15.134,-3.454,0,1,1,0,0.299,1
654,5,-1.3276,6.972,1.134,-11.494,0,1,0,1,-0.171,1
737,5,0.735,3.972,-2.866,16.196,0,0,0,0,-1.048,1
658,5,0.735,-0.028,-2.866,-3.454,0,0,0,0,-0.289,1
682,5,0.735,-4.028,-11.866,-3.454,0,0,0,1,0.18,1
701,5,1.5177,22.972,28.134,16.196,0,1,0,1,-0.713,1
679,5,1.1405,0.972,6.134,-3.454,0,1,1,0,0.496,1
706,5,1.1405,2.972,5.134,16.196,0,0,0,1,-0.038,1
731,5,2.4151,14.972,22.134,29.226,0,1,0,0,-0.161,1
653,5,0.561,10.972,20.134,2.316,0,0,0,0,-0.486,1
655,5,1.1405,-0.028,7.134,-3.454,0,0,0,0,-0.081,1
678,5,1.5177,4.972,9.134,2.316,0,0,0,0,-0.045,1
671,5,0.561,20.972,1.134,16.196,0,1,1,0,-0.342,1
653,5,1.5177,8.972,16.134,16.196,1,1,1,1,-0.486,1
679,5,-1.3276,-7.028,-8.866,16.196,0,0,0,0,0.496,1
675,5,0.735,7.972,15.134,-3.454,0,0,0,0,-0.182,1
743,5,0.9127,14.972,15.134,16.196,0,1,1,1,-0.583,1
701,5,-0.1325,-2.028,-3.866,16.196,0,1,1,1,-0.713,1
652,5,0.735,7.972,-6.866,2.316,0,1,1,0,-0.315,1
678,5,0.735,17.972,27.134,-9.094,0,0,0,0,-0.045,1
675,5,1.1405,5.972,1.134,-3.454,0,1,0,0,-0.182,1
766,5,-0.1325,-8.028,-5.866,2.316,0,1,1,0,0.271,1
674,5,-1.3276,-4.028,7.134,-3.454,0,0,0,1,0.053,1
657,5,-1.3276,-16.028,-4.866,-3.454,0,0,0,0,0.061,1
671,5,1.1405,8.972,9.134,-3.454,0,0,0,0,-0.342,1
680,5,-0.36,9.972,16.134,-11.494,0,0,0,0,-0.115,1
673,5,-0.36,-4.028,0.134,-3.454,0,0,0,0,-0.363,1
753,5,0.735,12.972,5.134,-3.454,0,0,0,0,-0.322,1
680,5,-0.36,-8.028,-10.866,-3.454,0,0,0,0,-0.115,1
654,5,0.1582,-7.028,-6.866,-11.494,1,0,0,0,-0.171,1
747,5,0.9127,5.972,17.134,16.196,0,0,0,1,-0.093,1
654,5,0.0293,-6.028,-5.866,-3.454,0,0,0,0,-0.171,1
749,5,0.3917,6.972,17.134,-3.454,0,0,0,1,-0.107,1
658,5,0.561,-0.028,-11.866,16.196,0,0,1,0,-0.289,1
680,5,-0.1325,-13.028,-18.866,-3.454,0,0,0,1,-0.115,1
673,5,0.3917,9.972,16.134,-3.454,0,0,0,0,-0.363,1
657,5,0.561,4.972,19.134,2.316,0,1,1,1,0.061,1
656,5,-0.36,-7.028,-13.866,-3.454,0,0,0,0,0.079,1
653,5,0.0293,-16.028,-5.866,2.316,0,0,0,0,-0.486,1
672,5,0.561,14.972,0.134,-23.454,0,0,0,1,0.002,1
654,5,2.4151,35.972,28.134,16.196,0,0,1,0,-0.171,1
749,5,-0.1325,-6.028,-10.866,-3.454,0,0,1,0,-0.107,1
676,5,1.1405,11.972,2.134,-23.454,1,1,0,0,-0.216,1
655,5,-0.1325,-2.028,-4.866,-3.454,0,0,0,0,-0.081,1
652,5,0.561,-7.028,-3.866,-3.454,0,1,0,0,-0.315,1
675,5,1.5177,12.972,18.134,-3.454,0,0,0,1,-0.182,1
750,5,-0.36,-14.028,-17.866,16.196,0,0,0,0,-0.601,1
673,5,0.0293,12.972,6.134,-9.094,1,0,1,0,-0.363,1
679,5,-1.3276,-2.028,3.134,-3.454,0,0,0,0,0.496,1
674,5,-0.36,-4.028,-22.866,-3.454,0,0,0,0,0.053,1
675,5,0.3917,4.972,-8.866,-3.454,0,0,0,0,-0.182,1
744,5,0.2641,-19.028,-6.866,2.316,0,0,0,0,-0.143,1
681,5,-1.3276,-7.028,-18.866,-9.094,0,1,0,0,-0.198,1
710,5,-0.1325,-8.028,-9.866,-3.454,0,1,1,1,0.174,1
679,5,0.3917,7.972,1.134,16.196,0,1,0,0,0.496,1
683,5,0.3917,10.972,1.134,-11.494,0,0,1,1,-0.788,1
747,5,-1.3276,-1.028,-0.866,-3.454,0,0,0,1,-0.093,1
492,6,-0.36,1.972,-11.866,-11.494,0,0,0,0,-0.719,2
417,6,-0.1325,-1.028,14.134,-3.454,0,0,0,1,0.103,2
520,6,1.1405,6.972,4.134,16.196,0,0,0,1,-0.701,2
519,6,0.1582,1.972,-5.866,-3.454,0,0,1,0,-0.825,2
427,6,0.1582,9.972,6.134,2.316,1,0,0,0,-0.447,2
427,6,0.561,6.972,9.134,-3.454,0,0,0,0,-0.447,2
425,6,-0.36,-25.028,-29.866,16.196,0,0,1,1,-0.451,2
493,6,-0.1325,6.972,6.134,16.196,0,1,1,0,-0.622,2
493,6,-0.1325,-5.028,-13.866,-9.094,0,0,1,0,-0.622,2
418,6,0.9127,15.972,13.134,16.196,0,1,1,0,1.759,2
520,6,1.5177,0.972,14.134,16.196,0,1,0,0,-0.701,2
493,6,2.4151,11.972,12.134,29.226,0,1,1,0,-0.622,2
503,6,2.4151,16.972,20.134,16.196,0,1,1,0,-0.422,2
520,6,0.9127,6.972,6.134,16.196,0,1,0,0,-0.701,2
519,6,1.5177,15.972,17.134,-3.454,0,0,0,0,-0.825,2
427,6,0.3917,8.972,1.134,16.196,0,0,0,1,-0.447,2
497,6,-1.3276,-9.028,-2.866,16.196,0,1,0,0,0.916,2
520,6,2.4151,11.972,18.134,2.316,0,0,0,1,-0.701,2
519,6,0.561,4.972,-0.866,16.196,0,1,1,0,-0.825,2
424,6,0.1582,6.972,16.134,-3.454,0,0,0,1,-0.352,2
413,6,-1.3276,-25.028,-21.866,16.196,1,0,0,0,1.209,2
498,6,0.2641,-3.028,4.134,16.196,0,0,0,1,-0.323,2
428,6,1.5177,18.972,27.134,29.226,0,1,1,0,-0.376,2
494,6,0.3917,17.972,20.134,-3.454,0,0,0,1,-0.51,2
428,6,1.5177,13.972,15.134,16.196,0,1,1,0,-0.376,2
510,6,-0.36,-4.028,-2.866,-3.454,0,0,0,0,0.256,2
497,6,-1.3276,-12.028,-16.866,-9.094,1,0,0,0,0.916,2
427,6,0.9127,15.972,13.134,-3.454,0,0,0,1,-0.447,2
413,6,0.735,11.972,15.134,-3.454,1,0,1,0,1.209,2
496,6,0.9127,11.972,13.134,2.316,0,0,0,0,0.997,2
736,6,-0.36,1.972,2.134,16.196,0,0,0,0,-0.207,2
419,6,-0.5812,-2.028,-10.866,-11.494,0,0,0,0,2.179,2
503,6,-1.3276,-1.028,-3.866,-9.094,1,0,0,0,-0.422,2
429,6,0.0293,1.972,11.134,-9.094,0,0,0,0,-0.255,2
418,6,-0.5812,-0.028,-0.866,-3.454,0,0,0,0,1.759,2
418,6,-1.3276,-11.028,-2.866,-3.454,0,0,0,1,1.759,2
519,6,0.735,8.972,-0.866,-3.454,0,0,1,0,-0.825,2
502,6,1.5177,-4.028,11.134,-3.454,0,0,0,1,-0.521,2
417,6,-1.3276,-17.028,-22.866,-3.454,0,0,0,0,0.103,2
420,6,0.561,-0.028,-9.866,-3.454,0,0,0,1,0.107,2
492,6,2.4151,20.972,26.134,-3.454,0,1,1,0,-0.719,2
428,6,1.1405,18.972,15.134,29.226,0,1,1,0,-0.376,2
431,6,0.561,-0.028,-4.866,16.196,1,0,0,1,-0.204,2
519,6,0.0293,1.972,1.134,-3.454,0,0,0,0,-0.825,2
414,6,0.3917,3.972,-2.866,16.196,0,0,1,1,0.318,2
424,6,0.1582,-7.028,-9.866,2.316,0,1,1,0,-0.352,2
498,6,0.3917,13.972,16.134,16.196,0,1,1,0,-0.323,2
529,6,-0.36,0.972,-5.866,-9.094,0,0,0,0,-0.003,2
499,6,-0.1325,-4.028,-12.866,29.226,0,0,1,0,-0.383,2
518,6,0.561,11.972,24.134,16.196,0,1,1,1,-0.201,2
497,6,-1.3276,-11.028,-13.866,-11.494,0,0,0,0,0.916,2
492,6,0.735,-2.028,-0.866,2.316,0,0,0,1,-0.719,2
559,6,0.735,4.972,28.134,2.316,0,0,0,1,-0.604,2
496,6,0.3917,8.972,9.134,-23.454,1,0,0,0,0.997,2
426,6,-0.36,1.972,0.134,16.196,0,0,0,0,-0.725,2
424,6,0.2641,12.972,5.134,-11.494,0,0,0,0,-0.352,2
529,6,-0.1325,-0.028,4.134,-3.454,0,0,0,1,-0.003,2
519,6,1.5177,1.972,4.134,16.196,0,1,1,1,-0.825,2
503,6,-0.36,8.972,6.134,-3.454,0,0,0,1,-0.422,2
526,6,0.561,1.972,7.134,-3.454,0,0,0,0,-0.765,2
427,6,0.0293,-12.028,-21.866,2.316,0,1,1,1,-0.447,2
519,6,1.1405,13.972,19.134,-3.454,0,0,1,0,-0.825,2
497,6,-0.5812,9.972,3.134,-3.454,0,0,0,1,0.916,2
425,6,0.0293,5.972,1.134,16.196,0,0,1,1,-0.451,2
419,6,-1.3276,-6.028,-15.866,-11.494,0,0,0,1,2.179,2
520,6,0.9127,-4.028,-9.866,16.196,0,1,1,0,-0.701,2
428,6,1.1405,15.972,27.134,16.196,0,0,1,0,-0.376,2
499,6,0.561,-2.028,-4.866,16.196,0,0,0,1,-0.383,2
428,6,1.5177,17.972,26.134,16.196,0,0,1,0,-0.376,2
491,6,1.1405,7.972,18.134,16.196,0,0,0,1,-0.405,2
134,6,0.1582,0.972,-7.866,16.196,0,0,0,1,-0.056,2
498,6,1.5177,28.972,19.134,29.226,0,1,1,0,-0.323,2
420,6,0.0293,15.972,-10.866,-3.454,0,0,0,0,0.107,2
493,6,1.5177,21.972,17.134,16.196,0,1,1,1,-0.622,2
428,6,1.5177,13.972,9.134,16.196,0,1,0,0,-0.376,2
431,6,0.2641,18.972,10.134,16.196,0,0,0,1,-0.204,2
529,6,-0.1325,-3.028,-11.866,-9.094,0,0,0,1,-0.003,2
496,6,1.1405,16.972,22.134,-3.454,0,1,0,1,0.997,2
493,6,-1.3276,5.972,1.134,-11.494,0,0,1,1,-0.622,2
432,6,-0.36,1.972,-2.866,-3.454,0,0,0,0,-0.179,2
494,6,0.1582,2.972,0.134,-3.454,0,0,0,1,-0.51,2
428,6,1.1405,11.972,-0.866,29.226,0,1,1,1,-0.376,2
494,6,1.1405,3.972,12.134,-3.454,0,0,0,1,-0.51,2
414,6,-0.1325,-1.028,1.134,-11.494,0,0,0,1,0.318,2
519,6,1.5177,16.972,28.134,2.316,0,0,0,1,-0.825,2
491,6,1.1405,14.972,10.134,16.196,0,0,0,0,-0.405,2
491,6,1.5177,7.972,5.134,16.196,0,1,0,0,-0.405,2
537,6,0.561,8.972,-5.866,-3.454,0,0,0,0,0.253,2
432,6,1.1405,12.972,15.134,-3.454,0,1,1,1,-0.179,2
497,6,0.561,9.972,2.134,2.316,0,0,0,0,0.916,2
417,6,0.1582,-4.028,-17.866,-11.494,0,0,0,0,0.103,2
426,6,0.9127,5.972,5.134,2.316,0,0,0,1,-0.725,2
420,6,-0.36,-14.028,-5.866,-9.094,1,0,0,0,0.107,2
529,6,-0.5812,-2.028,-15.866,-3.454,0,0,0,1,-0.003,2
416,6,-1.3276,-3.028,2.134,-9.094,1,0,0,1,0.246,2
422,6,0.9127,16.972,12.134,29.226,0,1,1,0,-0.463,2
426,6,1.5177,30.972,23.134,16.196,0,1,1,1,-0.725,2
491,6,1.5177,13.972,28.134,16.196,0,1,1,0,-0.405,2
526,6,-1.3276,-8.028,-21.866,-11.494,0,0,0,0,-0.765,2
503,6,1.5177,16.972,14.134,29.226,0,0,0,0,-0.422,2
452,6,2.4151,4.972,10.134,16.196,0,0,0,0,-0.028,2
548,7,2.4151,22.972,23.134,16.196,0,1,0,1,-0.628,2
529,7,-1.3276,-18.028,-23.866,-3.454,0,0,0,0,-0.003,2
557,7,-1.3276,-24.028,-31.866,-23.454,0,0,0,0,0.34,2
545,7,-0.5812,-12.028,-18.866,-3.454,0,0,0,0,-0.655,2
542,7,0.2641,12.972,7.134,-3.454,0,0,1,1,-0.879,2
530,7,-1.3276,-9.028,-15.866,-11.494,0,0,0,0,-0.023,2
569,7,-1.3276,7.972,-1.866,-3.454,0,1,0,1,-0.199,2
535,7,-0.5812,2.972,3.134,-3.454,0,0,0,0,0.771,2
552,7,-1.3276,-8.028,-24.866,-11.494,0,0,0,0,0.392,2
570,7,1.1405,9.972,14.134,-3.454,0,0,0,0,-0.368,2
540,7,0.0293,-0.028,-5.866,-3.454,0,0,0,0,1.007,2
573,7,-1.3276,-4.028,-16.866,-11.494,0,0,0,1,-0.377,2
548,7,-1.3276,-8.028,-7.866,-9.094,0,0,0,0,-0.628,2
573,7,0.9127,15.972,18.134,-9.094,0,1,0,0,-0.377,2
542,7,1.5177,-0.028,4.134,16.196,0,0,0,1,-0.879,2
