state,year,price,pop,pop16,CPI,NDI,c,pimin,name
16,69,36.0,2781.0,1963.6,36.7,3165.2373,107.9,29.9,IA
16,70,37.7,2825.0,2000.2,38.8,3369.3145,108.5,33.9,IA
16,71,38.5,2849.0,2036.8,40.5,3507.0667,108.4,34.7,IA
16,72,41.9,2856.0,2062.8,41.8,3892.7725,109.4,37.7,IA
16,73,41.9,2858.0,2084.0,44.4,4829.487,110.6,37.7,IA
16,74,43.2,2861.0,2108.1,49.3,4793.7734,116.1,38.0,IA
16,75,45.4,2873.0,2137.0,53.8,5289.681,120.5,42.8,IA
16,76,47.8,2894.0,2172.7,56.9,5794.772,124.4,44.7,IA
16,77,49.4,2903.0,2195.8,60.6,6047.8276,125.5,45.9,IA
16,78,54.6,2906.0,2213.1,65.2,7016.1743,127.1,49.9,IA
16,79,56.4,2902.0,2219.9,72.6,7617.1816,124.2,52.2,IA
16,80,58.8,2913.0,2213.1,82.4,7957.99,124.6,57.3,IA
16,81,61.4,2899.0,2206.4,90.9,8951.847,132.9,59.9,IA
16,82,72.8,2905.0,2212.2,96.5,9118.169,116.2,64.7,IA
16,83,84.0,2905.0,2216.0,99.6,9124.292,115.6,74.8,IA
16,84,93.3,2910.0,2218.9,103.9,10180.391,111.2,84.8,IA
16,85,99.5,2880.0,2209.3,107.6,10668.136,109.4,92.3,IA
16,86,104.8,2850.0,2195.8,109.6,11155.88,104.1,101.9,IA
16,87,117.1,2834.0,2190.0,113.6,11623.217,101.1,108.5,IA
16,88,124.2,2834.0,2203.0,118.3,12213.0,100.2,114.6,IA
16,89,145.1,2840.0,2209.0,124.0,13138.0,94.4,118.9,IA
16,90,149.6,2846.1,2213.8,130.7,14647.0,95.4,129.1,IA
16,91,155.4,2864.6,2228.3,136.2,14873.0,97.1,132.5,IA
16,92,178.5,2882.0,2238.7,140.3,16089.0,95.2,153.1,IA
17,63,25.8,2261.0,1550.4,30.6,2148.6675,115.8,25.8,KS
17,64,25.6,2237.0,1537.8,31.0,2316.5974,111.2,25.7,KS
17,65,28.1,2248.0,1552.3,31.5,2488.6995,107.8,26.1,KS
17,66,30.5,2275.0,1582.3,32.4,2639.9407,101.7,26.2,KS
17,67,31.0,2281.0,1597.8,33.4,2768.2349,101.2,27.5,KS
17,68,32.4,2291.0,1622.0,34.8,2945.552,100.1,29.2,KS
17,69,32.6,2321.0,1656.9,36.7,3163.5479,102.6,29.9,KS
17,70,34.2,2249.0,1624.9,38.8,3411.792,114.0,33.9,KS
17,71,38.9,2247.0,1641.4,40.5,3717.4036,102.8,34.7,KS
17,72,38.8,2259.0,1665.6,41.8,4125.233,111.0,37.7,KS
17,73,39.3,2269.0,1687.9,44.4,4790.6943,115.2,37.7,KS
17,74,40.2,2275.0,1706.3,49.3,5095.2627,118.6,38.0,KS
17,75,42.7,2287.0,1730.5,53.8,5498.92,123.4,43.5,KS
17,76,46.6,2309.0,1760.5,56.9,5587.5786,127.7,44.7,KS
17,77,48.1,2331.0,1787.6,60.6,6407.41,127.9,45.9,KS
17,78,52.6,2347.0,1810.8,65.2,7177.1753,127.1,49.9,KS
17,79,54.8,2369.0,1832.2,72.6,8258.811,126.4,52.2,KS
17,80,58.3,2363.0,1814.7,82.4,8365.201,127.1,57.3,KS
17,81,59.8,2383.0,1828.3,90.9,9461.438,132.0,59.9,KS
17,82,65.1,2408.0,1843.8,96.5,10019.466,130.9,64.7,KS
17,83,77.0,2425.0,1856.4,99.6,10400.177,127.6,74.8,KS
17,84,91.0,2438.0,1867.0,103.9,11277.376,121.7,84.8,KS
17,85,97.5,2449.0,1873.8,107.6,11843.748,115.7,93.7,KS
17,86,103.0,2459.0,1887.3,109.6,12517.553,109.4,101.9,KS
17,87,114.5,2476.0,1898.0,113.6,12827.337,105.2,108.5,KS
17,88,123.9,2495.0,1912.0,118.3,13425.0,103.2,114.6,KS
17,89,136.5,2513.0,1920.0,124.0,14103.0,96.5,118.9,KS
17,90,145.8,2518.1,1923.9,130.7,15398.0,94.3,129.1,KS
17,91,145.7,2535.4,1932.1,136.2,15849.0,91.8,132.5,KS
17,92,174.2,2563.8,1913.0,140.3,16982.0,90.0,153.1,KS
18,63,24.1,3121.0,2106.7,30.6,1724.5822,126.3,24.4,KY
18,64,25.0,3163.0,2142.2,31.0,1792.8512,127.0,25.2,KY
18,65,24.5,3173.0,2157.6,31.5,1935.6912,128.7,25.1,KY
18,66,24.7,3181.0,2176.8,32.4,2089.034,134.0,24.7,KY
18,67,25.0,3201.0,2207.5,33.4,2237.1255,139.3,26.3,KY
18,68,26.3,3224.0,2242.1,34.8,2405.1724,142.8,27.1,KY
18,69,27.0,3232.0,2256.5,36.7,2587.9236,146.3,28.3,KY
18,70,28.3,3219.0,2270.0,38.8,2812.6863,155.8,28.8,KY
18,71,30.1,3280.0,2330.5,40.5,3006.9907,163.5,30.2,KY
18,72,30.6,3303.0,2360.3,41.8,3239.1055,179.4,29.9,KY
18,73,30.6,3325.0,2396.8,44.4,3653.9714,201.9,30.1,KY
18,74,31.5,3356.0,2440.0,49.3,4052.0327,212.4,31.3,KY
18,75,33.3,3392.0,2484.2,53.8,4380.775,223.0,33.6,KY
18,76,36.0,3439.0,2537.0,56.9,4802.9927,230.9,37.9,KY
18,77,36.9,3468.0,2574.5,60.6,5232.563,229.4,38.4,KY
18,78,41.4,3490.0,2603.3,65.2,5753.5083,224.7,42.8,KY
18,79,43.4,3527.0,2641.7,72.6,6409.942,214.9,45.8,KY
18,80,46.3,3661.0,2737.8,82.4,6775.4443,215.3,48.5,KY
18,81,49.4,3662.0,2745.5,90.9,7506.448,209.7,51.8,KY
18,82,56.3,3667.0,2757.0,96.5,7988.533,210.6,56.4,KY
18,83,66.4,3714.0,2800.2,99.6,8272.112,201.1,68.8,KY
18,84,75.4,3723.0,2812.7,103.9,9062.983,183.2,76.0,KY
18,85,79.3,3728.0,2829.1,107.6,9282.495,182.4,83.6,KY
18,86,85.4,3726.0,2841.6,109.6,9722.568,179.8,91.3,KY
18,87,90.5,3727.0,2855.0,113.6,10328.588,171.2,94.6,KY
18,88,94.4,3727.0,2867.0,118.3,11089.0,173.2,102.1,KY
18,89,103.8,3727.0,2874.0,124.0,11873.0,171.6,109.4,KY
18,90,115.6,3735.1,2880.3,130.7,12879.0,182.5,128.6,KY
18,91,120.5,3763.5,2903.6,136.2,13338.0,170.8,132.5,KY
18,92,135.8,3806.1,2942.1,140.3,14664.0,167.6,153.1,KY
19,63,30.1,3410.0,2194.0,30.6,1675.9379,114.0,27.0,LA
19,64,30.1,3493.0,2253.6,31.0,1782.5702,114.0,27.3,LA
19,65,30.3,3560.0,2305.5,31.5,1910.3278,117.5,27.2,LA
19,66,30.0,3624.0,2363.2,32.4,2054.181,119.7,30.3,LA
19,67,31.5,3663.0,2404.5,33.4,2236.2605,120.0,30.4,LA
19,68,32.5,3710.0,2455.5,34.8,2413.3103,117.3,30.9,LA
19,69,33.3,3745.0,2467.0,36.7,2511.895,115.9,30.9,LA
19,70,34.3,3643.0,2467.0,38.8,2709.0642,115.9,36.2,LA
19,71,39.3,3696.0,2530.5,40.5,2877.0603,119.8,37.5,LA
19,72,40.0,3737.0,2580.5,41.8,3075.2354,125.3,37.4,LA
19,73,39.9,3753.0,2616.0,44.4,3410.222,126.7,37.3,LA
19,74,41.6,3774.0,2658.3,49.3,3855.8645,129.9,41.4,LA
19,75,44.3,3829.0,2722.8,53.8,4252.215,133.6,43.0,LA
19,76,48.1,3883.0,2781.4,56.9,4694.8394,139.6,46.4,LA
19,77,48.9,3935.0,2839.1,60.6,5161.607,140.0,48.8,LA
19,78,54.2,3978.0,2889.1,65.2,5786.3115,142.7,53.6,LA
19,79,57.1,4018.0,2933.3,72.6,6416.046,140.1,56.5,LA
19,80,60.0,4204.0,3079.4,82.4,7284.1934,143.8,59.7,LA
19,81,62.6,4308.0,3160.2,90.9,8164.413,144.0,63.0,LA
19,82,70.3,4362.0,3200.6,96.5,8669.407,143.9,69.2,LA
19,83,80.7,4438.0,3256.4,99.6,8984.274,133.7,78.6,LA
19,84,90.7,4462.0,3274.6,103.9,9465.126,128.9,89.0,LA
19,85,103.0,4485.0,3294.8,107.6,9747.802,125.0,96.4,LA
19,86,105.1,4499.0,3313.1,109.6,9902.721,121.2,103.6,LA
19,87,117.8,4461.0,3290.0,113.6,10098.884,116.5,113.0,LA
19,88,120.4,4408.0,3250.0,118.3,10793.0,110.9,119.9,LA
19,89,130.7,4382.0,3239.0,124.0,11348.0,103.6,125.8,LA
19,90,143.4,4348.0,3213.9,130.7,12764.0,101.5,139.9,LA
19,91,149.6,4381.0,3239.6,136.2,13349.0,107.2,142.7,LA
19,92,178.1,4417.0,3274.6,140.3,14163.0,108.5,160.8,LA
20,63,26.7,985.0,669.7,30.6,1878.7179,138.4,24.2,ME
20,64,26.8,984.0,668.7,31.0,2042.64,137.4,24.7,ME
20,65,27.2,986.0,671.6,31.5,2212.9487,139.1,24.7,ME
20,66,29.6,985.0,673.5,32.4,2356.6467,135.1,25.9,ME
20,67,30.3,982.0,674.5,33.4,2447.1233,136.0,26.5,ME
20,68,32.0,978.0,676.4,34.8,2613.1743,135.6,29.9,ME
20,69,33.4,978.0,680.2,36.7,2827.1245,135.2,29.9,ME
20,70,38.0,993.0,697.5,38.8,3103.8762,128.5,31.4,ME
20,71,38.8,1012.0,716.7,40.5,3280.5715,133.2,34.1,ME
20,72,41.5,1028.0,734.0,41.8,3507.295,136.5,36.1,ME
20,73,41.0,1037.0,747.4,44.4,3870.2654,138.0,36.9,ME
20,74,41.8,1048.0,760.8,49.3,4234.3003,142.1,37.9,ME
20,75,46.7,1058.0,776.2,53.8,4492.9565,140.7,40.8,ME
20,76,49.9,1072.0,792.5,56.9,5028.3647,144.9,43.9,ME
20,77,50.9,1084.0,808.8,60.6,5440.299,145.6,45.0,ME
20,78,55.0,1092.0,819.3,65.2,5882.037,143.9,49.7,ME
20,79,54.5,1097.0,828.9,72.6,6445.12,138.5,53.2,ME
20,80,59.0,1125.0,851.0,82.4,7097.615,141.2,55.3,ME
20,81,62.9,1133.0,862.5,90.9,7850.167,138.9,58.4,ME
20,82,69.7,1133.0,864.4,96.5,8341.934,139.5,67.0,ME
20,83,80.8,1146.0,877.9,99.6,8962.496,135.4,74.7,ME
20,84,93.7,1156.0,890.3,103.9,9851.294,135.5,90.5,ME
20,85,98.1,1165.0,899.9,107.6,10501.661,127.9,89.2,ME
20,86,112.7,1172.0,908.6,109.6,11146.705,119.0,100.0,ME
20,87,121.2,1187.0,922.0,113.6,12056.792,125.0,102.0,ME
20,88,129.0,1205.0,940.0,118.3,13068.0,125.0,113.5,ME
20,89,144.4,1222.0,953.0,124.0,14110.0,122.4,125.9,ME
20,90,160.1,1230.0,959.2,130.7,14975.0,117.5,135.9,ME
20,91,158.9,1237.0,963.3,136.2,15093.0,116.1,153.9,ME
20,92,187.7,1237.0,968.3,140.3,16298.0,114.7,164.4,ME
21,63,28.2,3351.0,2238.0,30.6,2312.307,122.7,23.4,MD
21,64,28.5,3442.0,2299.3,31.0,2483.397,122.2,23.9,MD
21,65,27.9,3534.0,2365.4,31.5,2629.601,121.0,24.1,MD
21,66,28.2,3608.0,2425.8,32.4,2780.9897,121.0,24.1,MD
21,67,29.4,3680.0,2485.2,33.4,2967.6335,121.7,26.3,MD
21,68,30.9,3716.0,2523.6,34.8,3140.797,121.7,26.7,MD
21,69,30.7,3765.0,2563.8,36.7,3384.4707,122.3,27.2,MD
21,70,32.6,3922.0,2723.9,38.8,3702.8018,123.5,28.5,MD
21,71,34.2,4011.0,2816.9,40.5,3968.2505,126.7,30.2,MD
21,72,34.3,4062.0,2884.0,41.8,4212.961,133.2,29.9,MD
21,73,35.3,4082.0,2933.8,44.4,4684.755,137.3,30.1,MD
21,74,35.8,4099.0,2980.8,49.3,5073.5957,144.8,31.3,MD
21,75,39.5,4115.0,3028.7,53.8,5543.3154,146.1,33.6,MD
21,76,46.1,4123.0,3071.8,56.9,6029.6255,137.1,37.9,MD
21,77,49.2,4138.0,3114.9,60.6,6435.057,135.7,38.4,MD
21,78,52.1,4148.0,3153.3,65.2,7184.742,134.1,42.8,MD
21,79,56.2,4148.0,3181.1,72.6,7917.837,131.9,45.8,MD
21,80,58.1,4216.0,3230.9,82.4,8888.384,131.5,48.5,MD
21,81,62.8,4263.0,3287.5,90.9,9726.206,137.1,51.8,MD
21,82,65.4,4265.0,3302.8,96.5,10426.119,131.3,56.4,MD
21,83,74.9,4304.0,3346.9,99.6,11464.065,128.2,68.8,MD
21,84,84.2,4349.0,3391.9,103.9,12555.931,122.5,76.0,MD
21,85,90.1,4391.0,3434.1,107.6,13494.333,121.9,83.6,MD
21,86,93.3,4461.0,3496.4,109.6,14247.129,121.8,91.3,MD
21,87,100.3,4535.0,3552.0,113.6,15111.911,119.3,94.6,MD
21,88,109.2,4622.0,3612.0,118.3,16491.0,115.0,102.1,MD
21,89,120.2,4694.0,3658.0,124.0,17489.0,109.0,109.4,MD
21,90,131.5,4747.6,3699.8,130.7,18172.0,102.8,128.6,MD
21,91,141.6,4826.1,3737.4,136.2,18477.0,97.6,136.5,MD
21,92,159.1,4871.8,3760.2,140.3,19746.0,91.7,157.9,MD
22,63,28.0,5252.0,3669.4,30.6,2498.0022,142.2,24.2,MA
22,64,28.4,5287.0,3686.8,31.0,2653.9272,138.7,24.7,MA
22,65,28.4,5361.0,3740.8,31.5,2802.3762,136.5,24.7,MA
22,66,31.0,5403.0,3779.3,32.4,2983.9326,131.6,25.9,MA
22,67,33.6,5434.0,3812.1,33.4,3187.9165,130.2,26.5,MA
22,68,35.1,5438.0,3839.1,34.8,3401.5122,128.0,29.9,MA
22,69,35.0,5467.0,3914.3,36.7,3626.8557,129.7,29.9,MA
22,70,39.6,5689.0,4076.2,38.8,3931.2297,124.3,31.4,MA
22,71,41.0,5741.0,4151.4,40.5,4199.2925,121.4,34.1,MA
22,72,46.0,5767.0,4211.1,41.8,4442.7915,117.9,36.1,MA
22,73,46.0,5793.0,4274.8,44.4,4861.4395,121.2,36.9,MA
22,74,46.3,5789.0,4313.3,49.3,5272.6113,124.3,37.9,MA
22,75,49.4,5778.0,4350.9,53.8,5721.162,126.1,40.8,MA
22,76,57.4,5769.0,4389.5,56.9,6115.246,116.9,43.9,MA
22,77,57.3,5768.0,4432.8,60.6,6611.8564,118.9,45.0,MA
22,78,61.8,5771.0,4477.2,65.2,7274.0034,120.5,49.7,MA
22,79,64.5,5769.0,4513.8,72.6,8027.996,118.2,53.2,MA
22,80,68.2,5737.0,4493.6,82.4,8940.05,120.5,55.3,MA
22,81,70.8,5773.0,4552.3,90.9,9837.152,123.2,58.4,MA
22,82,78.1,5781.0,4577.4,96.5,10820.761,122.3,66.8,MA
22,83,88.7,5767.0,4585.1,99.6,11715.727,119.8,74.7,MA
22,84,101.4,5798.0,4627.5,103.9,13018.661,116.0,90.5,MA
22,85,108.3,5823.0,4663.2,107.6,13860.229,117.2,89.2,MA
22,86,115.0,5834.0,4679.6,109.6,14869.468,115.8,100.0,MA
22,87,120.4,5855.0,4695.0,113.6,16086.964,113.8,102.0,MA
22,88,131.6,5889.0,4722.0,118.3,17690.0,111.7,113.5,MA
22,89,148.6,5913.0,4726.0,124.0,18636.0,104.4,125.9,MA
22,90,152.4,5913.0,4726.0,130.7,19051.0,99.4,135.9,MA
22,91,163.3,5893.3,4678.8,136.2,19385.0,93.5,150.1,MA
22,92,175.9,5895.3,4668.0,140.3,20822.0,90.5,164.4,MA
23,63,28.8,8036.0,5265.5,30.6,2251.0007,126.7,24.4,MI
23,64,29.3,8161.0,5362.8,31.0,2462.5308,125.0,26.0,MI
23,65,28.7,8317.0,5494.4,31.5,2675.0588,131.8,26.0,MI
23,66,29.2,8496.0,5646.1,32.4,2845.68,134.5,26.3,MI
23,67,30.0,8608.0,5758.7,33.4,2906.5447,134.4,27.0,MI
23,68,32.0,8673.0,5849.3,34.8,3126.0571,134.2,29.8,MI
23,69,31.9,8766.0,5892.2,36.7,3303.6628,133.4,29.7,MI
23,70,33.7,8875.0,6064.9,38.8,3415.4146,128.6,30.6,MI
23,71,39.2,8965.0,6198.4,40.5,3710.7585,126.1,32.2,MI
23,72,40.0,9015.0,6301.4,41.8,4008.0981,131.4,32.5,MI
23,73,40.2,9060.0,6398.7,44.4,4496.0146,133.7,32.9,MI
23,74,41.1,9096.0,6488.4,49.3,4812.312,138.8,34.5,MI
23,75,44.4,9092.0,6553.3,53.8,5141.581,136.8,36.7,MI
23,76,47.9,9100.0,6621.9,56.9,5686.371,138.0,38.7,MI
23,77,48.3,9138.0,6704.9,60.6,6325.95,140.3,40.6,MI
23,78,54.0,9181.0,6787.9,65.2,7044.355,141.8,50.0,MI
23,79,57.2,9207.0,6849.0,72.6,7732.8257,140.9,52.5,MI
23,80,60.3,9262.0,6880.4,82.4,8329.501,140.7,53.7,MI
23,81,61.8,9204.0,6871.9,90.9,9004.003,139.5,58.3,MI
23,82,68.0,9109.0,6828.0,96.5,9337.263,137.3,65.1,MI
23,83,87.7,9069.0,6828.0,99.6,10002.784,128.3,75.7,MI
23,84,97.0,9075.0,6864.2,103.9,11039.481,128.2,85.2,MI
23,85,101.4,9085.0,6913.8,107.6,11760.88,126.6,88.8,MI
23,86,106.0,9139.0,6992.0,109.6,12501.235,126.5,93.6,MI
23,87,111.4,9200.0,7055.0,113.6,13064.983,122.1,100.1,MI
23,88,122.2,9240.0,7090.0,118.3,13957.002,121.1,108.4,MI
23,89,133.0,9273.0,7108.0,124.0,14757.0,116.6,119.0,MI
23,90,143.9,9315.1,7140.3,130.7,15560.0,114.4,130.8,MI
23,91,144.9,9388.2,7183.5,136.2,15938.0,110.3,135.8,MI
23,92,176.7,9457.4,7226.7,140.3,17154.0,107.6,153.5,MI
24,63,28.7,3507.0,2314.2,30.6,2067.251,112.6,26.4,MN
24,64,30.1,3529.0,2333.4,31.0,2157.088,104.7,27.9,MN
24,65,30.2,3562.0,2367.9,31.5,2360.7188,109.2,28.1,MN
24,66,30.3,3585.0,2398.6,32.4,2527.4163,110.7,30.2,MN
24,67,30.9,3625.0,2444.7,33.4,2669.1594,114.4,30.5,MN
24,68,32.7,3663.0,2493.6,34.8,2876.7827,113.7,32.3,MN
24,69,32.8,3700.0,2516.7,36.7,3071.4297,112.3,32.3,MN
24,70,39.1,3805.0,2624.1,38.8,3331.9573,104.3,37.3,MN
24,71,40.1,3853.0,2690.3,40.5,3524.608,116.4,38.5,MN
24,72,45.2,3870.0,2734.5,41.8,3757.186,96.8,38.9,MN
24,73,45.6,3891.0,2783.4,44.4,4514.812,106.8,39.4,MN
24,74,47.0,3907.0,2829.4,49.3,4644.5767,110.6,39.9,MN
24,75,49.4,3937.0,2885.1,53.8,4962.9995,111.5,42.6,MN
24,76,52.1,3970.0,2941.7,56.9,5312.3657,116.7,45.0,MN
24,77,53.1,3996.0,2989.7,60.6,6025.073,117.2,46.4,MN
24,78,57.9,4024.0,3033.8,65.2,6668.9053,118.9,53.2,MN
24,79,60.9,4060.0,3078.9,72.6,7378.618,118.3,54.1,MN
24,80,63.0,4077.0,3079.9,82.4,8054.393,117.7,58.8,MN
24,81,65.8,4094.0,3101.9,90.9,8895.867,120.8,61.4,MN
24,82,71.7,4133.0,3130.7,96.5,9376.994,119.4,67.8,MN
24,83,87.3,4144.0,3143.2,99.6,9884.074,113.2,77.9,MN
24,84,99.2,4162.0,3166.2,103.9,11105.858,110.8,89.8,MN
24,85,101.5,4190.0,3196.9,107.6,11676.823,113.0,92.3,MN
24,86,116.3,4213.0,3224.7,109.6,12407.498,104.3,104.2,MN
24,87,120.1,4246.0,3266.0,113.6,12961.493,108.8,110.3,MN
24,88,141.7,4307.0,3312.0,118.3,13785.0,94.1,123.3,MN
24,89,152.5,4353.0,3339.0,124.0,14771.0,92.3,130.1,MN
24,90,162.3,4390.1,3367.5,130.7,15553.0,90.7,138.9,MN
24,91,173.9,4447.3,3406.0,136.2,15869.0,86.2,150.3,MN
24,92,197.7,4495.5,3440.5,140.3,17255.0,83.8,160.0,MN
25,63,30.5,2291.0,1460.9,30.6,1322.573,83.9,26.1,MS
25,64,30.4,2304.0,1472.4,31.0,1383.3695,86.1,27.3,MS
25,65,31.4,2309.0,1483.8,31.5,1496.9891,83.5,27.2,MS
25,66,31.8,2339.0,1516.1,32.4,1616.5889,86.9,29.5,MS
25,67,31.6,2344.0,1530.4,33.4,1760.1084,88.1,29.6,MS
25,68,33.9,2349.0,1547.5,34.8,1919.5746,89.0,30.9,MS
25,69,34.8,2360.0,1541.8,36.7,2069.0742,91.0,30.9,MS
25,70,36.2,2216.0,1490.4,38.8,2243.4905,93.4,34.3,MS
25,71,37.5,2253.0,1529.4,40.5,2441.8264,105.4,38.8,MS
25,72,37.4,2286.0,1563.7,41.8,2681.026,112.1,40.0,MS
25,73,37.3,2319.0,1598.9,44.4,3042.815,115.0,39.9,MS
25,74,41.4,2338.0,1623.6,49.3,3302.944,117.1,41.6,MS
25,75,43.0,2350.0,1642.6,53.8,3530.1836,116.8,44.3,MS
25,76,46.4,2371.0,1668.3,56.9,3878.0193,120.9,48.1,MS
25,77,48.8,2390.0,1691.1,60.6,4343.4614,122.1,48.9,MS
25,78,53.6,2409.0,1712.0,65.2,4773.0234,124.9,54.2,MS
25,79,56.5,2429.0,1732.0,72.6,5257.402,123.9,56.8,MS
25,80,59.7,2521.0,1791.0,82.4,5676.001,127.0,60.0,MS
25,81,63.0,2531.0,1824.3,90.9,6301.906,125.3,62.6,MS
25,82,69.2,2551.0,1841.4,96.5,6824.1577,125.8,68.3,MS
25,83,78.6,2587.0,1872.8,99.6,7118.1733,122.3,79.1,MS
25,84,89.0,2598.0,1887.1,103.9,7659.362,116.4,88.3,MS
25,85,96.4,2613.0,1900.4,107.6,7968.3276,115.3,92.5,MS
25,86,106.0,2624.0,1917.5,109.6,8390.913,113.2,98.8,MS
25,87,115.8,2625.0,1927.0,113.6,8827.452,110.0,103.5,MS
25,88,122.6,2620.0,1931.0,118.3,9560.0,109.0,112.1,MS
25,89,125.8,2621.0,1939.0,124.0,10102.0,108.3,121.5,MS
25,90,139.9,2620.0,1938.2,130.7,11054.0,101.8,135.0,MS
25,91,142.7,2639.3,1952.4,136.2,11528.0,105.6,137.4,MS
25,92,160.8,2661.7,1978.8,140.3,13006.0,103.9,163.9,MS
26,63,25.8,4412.0,3064.2,30.6,2180.0547,133.2,24.1,MO
26,64,25.7,4471.0,3103.8,31.0,2313.1147,130.0,25.0,MO
26,65,26.1,4492.0,3125.9,31.5,2486.6248,130.2,24.5,MO
26,66,26.2,4567.0,3191.5,32.4,2623.9429,139.3,24.7,MO
26,67,27.5,4587.0,3218.5,33.4,2772.97,138.3,25.0,MO
26,68,29.2,4610.0,3258.0,34.8,3018.8647,137.3,26.3,MO
26,69,29.9,4651.0,3325.5,36.7,3128.506,137.2,27.0,MO
26,70,36.0,4677.0,3352.5,38.8,3389.3037,121.3,28.3,MO
26,71,36.8,4717.0,3413.2,40.5,3624.5537,127.6,30.1,MO
26,72,37.7,4745.0,3458.5,41.8,3848.0945,130.0,30.6,MO
26,73,37.7,4763.0,3501.9,44.4,4351.5933,132.1,30.6,MO
26,74,38.0,4771.0,3542.3,49.3,4610.262,135.4,31.5,MO
26,75,43.5,4779.0,3578.0,53.8,5041.3765,135.6,33.3,MO
26,76,44.7,4804.0,3628.1,56.9,5443.75,139.5,36.0,MO
26,77,45.9,4823.0,3667.6,60.6,6035.6006,140.8,36.9,MO
26,78,49.9,4847.0,3707.2,65.2,6645.5474,141.8,41.4,MO
26,79,52.2,4867.0,3739.9,72.6,7398.135,140.2,43.4,MO
26,80,57.3,4917.0,3764.0,82.4,7856.926,142.1,46.3,MO
26,81,59.9,4941.0,3788.1,90.9,8681.897,140.5,49.4,MO
26,82,64.7,4951.0,3797.8,96.5,9133.237,139.7,56.3,MO
26,83,74.8,4970.0,3817.1,99.6,9800.666,134.1,66.4,MO
26,84,84.8,5008.0,3850.8,103.9,10675.668,130.0,75.4,MO
26,85,93.7,5034.0,3881.6,107.6,11363.322,129.2,79.3,MO
26,86,101.9,5064.0,3914.4,109.6,11942.399,128.8,85.4,MO
26,87,108.5,5103.0,3952.0,113.6,12519.347,128.7,90.5,MO
26,88,114.6,5141.0,3984.0,118.3,13240.0,127.4,94.4,MO
26,89,118.9,5159.0,3998.0,124.0,14008.0,122.8,103.8,MO
26,90,129.1,5180.3,4014.5,130.7,14956.0,119.1,115.6,MO
26,91,132.5,5221.8,4031.8,136.2,15331.0,119.9,120.5,MO
26,92,153.1,5257.2,4062.4,140.3,16742.0,122.3,135.8,MO
27,63,30.5,701.0,461.6,30.6,2079.7832,118.9,26.2,MT
27,64,30.8,703.0,465.5,31.0,2136.721,112.8,26.2,MT
27,65,31.0,703.0,467.4,31.5,2292.006,118.0,26.1,MT
27,66,30.9,703.0,471.2,32.4,2446.2556,114.9,26.5,MT
27,67,31.3,699.0,472.2,33.4,2514.581,118.0,27.4,MT
27,68,32.4,696.0,475.1,34.8,2639.8442,116.1,32.0,MT
27,69,32.6,694.0,471.2,36.7,2789.9531,117.4,31.9,MT
27,70,34.0,694.0,482.8,38.8,3091.206,111.2,33.8,MT
27,71,34.7,710.0,501.1,40.5,3224.751,115.6,33.6,MT
27,72,40.1,718.0,511.7,41.8,3686.4648,122.2,33.7,MT
27,73,40.9,726.0,523.3,44.4,4281.724,119.9,34.4,MT
27,74,41.8,735.0,534.8,49.3,4548.814,121.9,35.8,MT
27,75,43.7,747.0,548.3,53.8,4888.3706,123.7,38.6,MT
27,76,45.3,756.0,559.9,56.9,5151.32,124.9,42.5,MT
27,77,47.6,768.0,572.4,60.6,5470.1714,127.0,43.4,MT
27,78,51.9,780.0,584.9,65.2,6344.9434,127.2,49.8,MT
27,79,53.7,786.0,591.7,72.6,6767.3184,120.3,51.7,MT
27,80,56.7,787.0,590.7,82.4,7466.101,122.0,55.3,MT
27,81,60.4,793.0,593.6,90.9,8322.238,121.1,55.9,MT
27,82,65.7,801.0,599.4,96.5,8779.812,122.4,64.3,MT
27,83,77.2,817.0,611.0,99.6,8956.837,113.7,71.0,MT
27,84,91.3,824.0,616.7,103.9,9446.502,110.1,81.7,MT
27,85,95.5,825.0,618.7,107.6,9765.354,103.6,87.4,MT
27,86,102.0,817.0,614.8,109.6,10476.559,97.8,97.8,MT
27,87,106.2,809.0,610.0,113.6,10846.137,91.7,102.7,MT
27,88,115.3,805.0,608.0,118.3,11371.0,87.1,112.9,MT
27,89,123.0,806.0,610.0,124.0,12390.0,86.2,118.6,MT
27,90,140.4,805.0,609.2,130.7,13318.0,84.7,129.5,MT
27,91,143.6,814.1,618.4,136.2,14079.0,82.9,127.0,MT
27,92,163.5,830.2,632.6,140.3,15490.0,86.6,155.1,MT
28,63,25.8,1468.0,1002.9,30.6,2055.0955,118.5,25.8,NE
28,64,27.5,1471.0,1005.8,31.0,2135.9253,106.3,25.6,NE
28,65,27.6,1459.0,1001.0,31.5,2395.5906,110.5,26.1,NE
28,66,29.6,1442.0,993.2,32.4,2588.5715,106.1,26.2,NE
28,67,31.4,1443.0,1000.0,33.4,2670.4116,110.0,27.4,NE
28,68,33.2,1453.0,1016.5,34.8,2801.76,109.5,29.2,NE
28,69,32.9,1449.0,1018.4,36.7,3106.892,108.4,29.9,NE
28,70,33.9,1483.0,1059.1,38.8,3295.8315,108.1,34.1,NE
28,71,34.7,1505.0,1084.3,40.5,3540.3416,108.6,34.4,NE
28,72,41.1,1520.0,1104.7,41.8,3919.2307,104.9,34.4,NE
28,73,41.2,1531.0,1123.1,44.4,4689.134,106.6,34.4,NE
28,74,42.0,1541.0,1141.5,49.3,4679.0303,110.5,35.8,NE
