schid,stuid,ses,meanses,homework,white,parented,public,ratio,percmin,math,sex,race,sctype,cstr,scsize,urban,region
47583,24,-0.37,0.079,2,1,3,0,25,1,49,2,4,2,5,2,3,3
47583,28,-0.05,0.079,2,1,3,0,25,1,49,2,4,2,5,2,3,3
47583,41,-0.37,0.079,2,1,2,0,25,1,40,1,4,2,5,2,3,3
47583,42,-0.39,0.079,1,1,2,0,25,1,38,1,4,2,5,2,3,3
47583,66,0.36,0.079,2,1,4,0,25,1,45,2,4,2,5,2,3,3
47583,68,0.73,0.079,2,1,4,0,25,1,49,1,4,2,5,2,3,3
47583,74,1.3,0.079,4,1,5,0,25,1,64,1,4,2,5,2,3,3
47583,76,-0.61,0.079,2,1,3,0,25,1,53,1,4,2,5,2,3,3
47583,78,-0.68,0.079,1,1,2,0,25,1,39,1,4,2,5,2,3,3
47583,88,-0.39,0.079,2,0,3,0,25,1,68,1,1,2,5,2,3,3
47583,89,0.03,0.079,1,1,3,0,25,1,44,2,4,2,5,2,3,3
47583,92,-0.63,0.079,3,1,3,0,25,1,43,1,4,2,5,2,3,3
47583,95,1.25,0.079,7,1,5,0,25,1,60,1,4,2,5,2,3,3
47583,98,0.54,0.079,6,1,4,0,25,1,58,1,4,2,5,2,3,3
54344,0,0.64,0.17842105,1,0,5,0,14,7,44,1,3,4,5,2,2,3
54344,4,0.41,0.17842105,5,0,4,0,14,7,58,1,2,4,5,2,2,3
54344,10,-0.36,0.17842105,2,0,4,0,14,7,38,1,3,4,5,2,2,3
54344,15,-0.1,0.17842105,2,0,3,0,14,7,41,2,3,4,5,2,2,3
54344,21,1.18,0.17842105,1,0,5,0,14,7,43,1,3,4,5,2,2,3
54344,30,0.83,0.17842105,1,0,4,0,14,7,41,2,3,4,5,2,2,3
54344,33,-1.09,0.17842105,2,0,1,0,14,7,36,2,3,4,5,2,2,3
54344,41,0.8,0.17842105,2,0,6,0,14,7,51,1,3,4,5,2,2,3
54344,47,0.72,0.17842105,1,0,5,0,14,7,48,2,3,4,5,2,2,3
54344,49,0.62,0.17842105,1,0,4,0,14,7,35,2,1,4,5,2,2,3
54344,50,0.76,0.17842105,2,0,5,0,14,7,36,2,3,4,5,2,2,3
54344,54,-0.62,0.17842105,3,0,3,0,14,7,41,1,2,4,5,2,2,3
54344,58,-0.02,0.17842105,1,0,3,0,14,7,41,2,3,4,5,2,2,3
54344,60,0.4,0.17842105,0,0,4,0,14,7,30,2,3,4,5,2,2,3
54344,76,0.97,0.17842105,1,0,5,0,14,7,44,1,3,4,5,2,2,3
54344,80,-0.43,0.17842105,2,0,3,0,14,7,39,2,3,4,5,2,2,3
54344,83,-0.56,0.17842105,1,0,3,0,14,7,35,2,3,4,5,2,2,3
54344,85,-0.62,0.17842105,2,0,2,0,14,7,38,1,3,4,5,2,2,3
54344,90,-0.14,0.17842105,1,0,3,0,14,7,39,1,3,4,5,2,2,3
62821,0,1.63,1.0446268,4,1,6,0,10,3,62,1,4,4,3,3,1,2
62821,1,0.48,1.0446268,5,1,4,0,10,3,68,2,4,4,3,3,1,2
62821,3,0.69,1.0446268,5,1,5,0,10,3,56,1,4,4,3,3,1,2
62821,4,0.6,1.0446268,5,1,4,0,10,3,68,2,4,4,3,3,1,2
62821,6,0.77,1.0446268,2,1,4,0,10,3,61,2,4,4,3,3,1,2
62821,7,1.19,1.0446268,2,1,5,0,10,3,61,2,4,4,3,3,1,2
62821,9,1.17,1.0446268,3,1,5,0,10,3,62,2,4,4,3,3,1,2
62821,11,1.12,1.0446268,1,1,6,0,10,3,60,2,4,4,3,3,1,2
62821,12,1.85,1.0446268,2,1,6,0,10,3,68,2,4,4,3,3,1,2
62821,13,0.75,1.0446268,0,1,4,0,10,3,63,1,4,4,3,3,1,2
62821,14,1.0,1.0446268,5,1,4,0,10,3,71,1,4,4,3,3,1,2
62821,16,1.8,1.0446268,1,1,6,0,10,3,61,1,4,4,3,3,1,2
62821,17,1.43,1.0446268,2,1,5,0,10,3,60,1,4,4,3,3,1,2
62821,18,-0.12,1.0446268,5,0,4,0,10,3,69,2,1,4,3,3,1,2
62821,19,0.98,1.0446268,6,0,5,0,10,3,70,2,3,4,3,3,1,2
62821,20,1.0,1.0446268,1,1,4,0,10,3,66,1,4,4,3,3,1,2
62821,22,1.23,1.0446268,2,1,5,0,10,3,63,1,4,4,3,3,1,2
62821,25,0.86,1.0446268,1,1,4,0,10,3,63,2,4,4,3,3,1,2
62821,26,0.18,1.0446268,2,1,4,0,10,3,67,2,4,4,3,3,1,2
62821,27,1.48,1.0446268,5,1,6,0,10,3,62,2,4,4,3,3,1,2
62821,28,1.25,1.0446268,4,1,5,0,10,3,51,2,4,4,3,3,1,2
62821,29,1.18,1.0446268,4,1,5,0,10,3,64,1,4,4,3,3,1,2
62821,30,0.64,1.0446268,1,1,5,0,10,3,57,2,4,4,3,3,1,2
62821,31,1.13,1.0446268,4,1,4,0,10,3,67,1,4,4,3,3,1,2
62821,32,1.82,1.0446268,1,1,6,0,10,3,57,1,4,4,3,3,1,2
62821,34,1.34,1.0446268,4,1,6,0,10,3,69,2,4,4,3,3,1,2
62821,35,0.68,1.0446268,1,1,4,0,10,3,54,1,4,4,3,3,1,2
62821,39,1.11,1.0446268,5,1,4,0,10,3,69,2,4,4,3,3,1,2
62821,40,1.4,1.0446268,5,1,5,0,10,3,63,2,4,4,3,3,1,2
62821,41,0.79,1.0446268,1,1,6,0,10,3,43,2,4,4,3,3,1,2
62821,42,1.61,1.0446268,5,1,6,0,10,3,60,2,4,4,3,3,1,2
62821,43,1.03,1.0446268,4,1,5,0,10,3,71,1,4,4,3,3,1,2
62821,44,1.38,1.0446268,0,1,5,0,10,3,63,1,4,4,3,3,1,2
62821,46,1.28,1.0446268,2,1,6,0,10,3,56,1,4,4,3,3,1,2
62821,47,0.56,1.0446268,5,1,4,0,10,3,65,2,4,4,3,3,1,2
62821,48,1.03,1.0446268,4,1,5,0,10,3,69,1,4,4,3,3,1,2
62821,49,1.3,1.0446268,2,1,5,0,10,3,61,2,4,4,3,3,1,2
62821,54,1.23,1.0446268,5,1,6,0,10,3,70,2,4,4,3,3,1,2
62821,56,1.42,1.0446268,1,1,6,0,10,3,56,1,4,4,3,3,1,2
62821,57,1.01,1.0446268,3,1,5,0,10,3,61,1,4,4,3,3,1,2
62821,60,1.32,1.0446268,4,1,6,0,10,3,60,1,4,4,3,3,1,2
62821,61,0.97,1.0446268,3,1,5,0,10,3,65,2,4,4,3,3,1,2
62821,63,1.31,1.0446268,4,1,4,0,10,3,64,1,4,4,3,3,1,2
62821,64,0.09,1.0446268,7,1,3,0,10,3,65,1,4,4,3,3,1,2
62821,65,1.48,1.0446268,5,1,5,0,10,3,70,1,4,4,3,3,1,2
62821,66,-0.35,1.0446268,1,0,3,0,10,3,67,1,1,4,3,3,1,2
62821,68,0.4,1.0446268,1,1,3,0,10,3,63,2,4,4,3,3,1,2
62821,69,0.86,1.0446268,3,1,5,0,10,3,63,1,4,4,3,3,1,2
62821,70,0.85,1.0446268,4,1,4,0,10,3,64,1,4,4,3,3,1,2
62821,71,1.09,1.0446268,3,0,5,0,10,3,56,1,1,4,3,3,1,2
62821,72,1.0,1.0446268,3,1,4,0,10,3,63,2,4,4,3,3,1,2
62821,73,0.26,1.0446268,1,1,3,0,10,3,67,2,4,4,3,3,1,2
62821,75,0.98,1.0446268,4,0,5,0,10,3,54,1,1,4,3,3,1,2
62821,76,1.5,1.0446268,5,1,6,0,10,3,55,1,4,4,3,3,1,2
62821,77,0.93,1.0446268,3,1,5,0,10,3,67,1,4,4,3,3,1,2
62821,78,1.02,1.0446268,1,0,6,0,10,3,58,2,1,4,3,3,1,2
62821,80,1.55,1.0446268,5,1,6,0,10,3,57,1,4,4,3,3,1,2
62821,81,1.26,1.0446268,4,0,6,0,10,3,63,1,2,4,3,3,1,2
62821,82,1.68,1.0446268,6,1,6,0,10,3,67,2,4,4,3,3,1,2
62821,83,1.34,1.0446268,3,1,6,0,10,3,70,2,4,4,3,3,1,2
62821,86,1.05,1.0446268,5,1,5,0,10,3,69,1,4,4,3,3,1,2
62821,91,1.8,1.0446268,5,1,6,0,10,3,68,2,4,4,3,3,1,2
62821,92,0.68,1.0446268,5,1,4,0,10,3,52,1,4,4,3,3,1,2
62821,94,0.23,1.0446268,5,1,3,0,10,3,63,1,4,4,3,3,1,2
62821,95,1.22,1.0446268,2,1,6,0,10,3,55,2,4,4,3,3,1,2
62821,96,1.01,1.0446268,5,1,5,0,10,3,69,1,4,4,3,3,1,2
62821,99,1.18,1.0446268,4,1,5,0,10,3,68,1,4,4,3,3,1,2
68448,1,0.81,-0.17095238,3,0,4,1,14,5,69,1,2,1,3,6,1,3
68448,6,-0.71,-0.17095238,1,0,3,1,14,5,46,1,3,1,3,6,1,3
68448,16,-0.54,-0.17095238,2,0,1,1,14,5,46,2,3,1,3,6,1,3
68448,18,0.01,-0.17095238,1,1,3,1,14,5,44,1,4,1,3,6,1,3
68448,19,0.9,-0.17095238,4,1,5,1,14,5,65,2,4,1,3,6,1,3
68448,20,0.97,-0.17095238,1,1,5,1,14,5,52,1,4,1,3,6,1,3
68448,21,-0.14,-0.17095238,1,1,3,1,14,5,40,1,4,1,3,6,1,3
68448,26,-0.13,-0.17095238,2,0,3,1,14,5,54,2,3,1,3,6,1,3
68448,36,-0.88,-0.17095238,3,1,3,1,14,5,58,1,4,1,3,6,1,3
68448,38,1.55,-0.17095238,2,1,6,1,14,5,53,2,4,1,3,6,1,3
68448,43,0.86,-0.17095238,3,1,6,1,14,5,62,2,4,1,3,6,1,3
68448,49,-0.55,-0.17095238,1,0,2,1,14,5,40,1,3,1,3,6,1,3
68448,50,-0.02,-0.17095238,2,0,3,1,14,5,34,2,3,1,3,6,1,3
68448,51,-0.69,-0.17095238,1,0,3,1,14,5,41,2,3,1,3,6,1,3
68448,53,0.18,-0.17095238,2,0,3,1,14,5,46,1,3,1,3,6,1,3
68448,63,-0.92,-0.17095238,1,1,3,1,14,5,41,1,4,1,3,6,1,3
68448,68,-2.04,-0.17095238,2,0,1,1,14,5,60,1,3,1,3,6,1,3
68448,79,-0.99,-0.17095238,3,0,2,1,14,5,50,2,3,1,3,6,1,3
68448,81,-1.96,-0.17095238,1,0,1,1,14,5,35,2,3,1,3,6,1,3
68448,89,1.05,-0.17095238,5,1,5,1,14,5,65,2,4,1,3,6,1,3
68448,96,-0.35,-0.17095238,3,0,3,1,14,5,42,2,3,1,3,6,1,3
68493,0,0.76,-0.46285716,1,1,4,1,22,5,48,2,4,1,4,2,3,3
68493,7,-1.12,-0.46285716,1,0,2,1,22,5,45,1,3,1,4,2,3,3
68493,8,0.29,-0.46285716,2,1,3,1,22,5,48,1,4,1,4,2,3,3
68493,14,-0.99,-0.46285716,4,0,2,1,22,5,62,2,3,1,4,2,3,3
68493,17,-0.49,-0.46285716,0,0,4,1,22,5,43,1,3,1,4,2,3,3
68493,20,-0.32,-0.46285716,1,1,2,1,22,5,56,2,4,1,4,2,3,3
68493,29,-0.29,-0.46285716,2,1,2,1,22,5,40,2,4,1,4,2,3,3
68493,36,-1.42,-0.46285716,1,0,2,1,22,5,37,1,3,1,4,2,3,3
68493,39,-2.04,-0.46285716,1,0,1,1,22,5,34,2,3,1,4,2,3,3
68493,47,-1.1,-0.46285716,1,0,1,1,22,5,38,1,3,1,4,2,3,3
68493,50,1.25,-0.46285716,1,1,5,1,22,5,40,1,4,1,4,2,3,3
68493,53,-0.56,-0.46285716,2,1,2,1,22,5,37,2,4,1,4,2,3,3
68493,59,0.71,-0.46285716,1,1,4,1,22,5,56,1,4,1,4,2,3,3
68493,61,-1.33,-0.46285716,1,0,1,1,22,5,41,2,3,1,4,2,3,3
68493,66,-0.12,-0.46285716,3,1,3,1,22,5,71,1,4,1,4,2,3,3
68493,68,-0.69,-0.46285716,0,1,1,1,22,5,48,2,4,1,4,2,3,3
68493,74,-0.66,-0.46285716,1,1,2,1,22,5,42,1,4,1,4,2,3,3
68493,82,-1.18,-0.46285716,1,0,1,1,22,5,41,2,3,1,4,2,3,3
68493,88,0.82,-0.46285716,2,1,6,1,22,5,60,1,4,1,4,2,3,3
68493,89,-0.85,-0.46285716,1,0,2,1,22,5,42,2,3,1,4,2,3,3
68493,92,-0.39,-0.46285716,1,1,2,1,22,5,44,2,4,1,4,2,3,3
72080,3,0.08,-0.28111112,3,1,3,1,18,3,56,2,4,1,4,4,1,1
72080,7,0.4,-0.28111112,2,1,3,1,18,3,47,2,4,1,4,4,1,1
72080,10,0.15,-0.28111112,4,1,3,1,18,3,58,1,4,1,4,4,1,1
72080,11,-0.97,-0.28111112,1,1,1,1,18,3,56,2,4,1,4,4,1,1
72080,19,-0.88,-0.28111112,1,0,2,1,18,3,35,1,1,1,4,4,1,1
72080,22,-1.06,-0.28111112,1,0,1,1,18,3,34,1,2,1,4,4,1,1
72080,25,-0.03,-0.28111112,1,1,3,1,18,3,35,2,4,1,4,4,1,1
72080,32,0.58,-0.28111112,2,1,3,1,18,3,53,2,4,1,4,4,1,1
72080,36,-1.37,-0.28111112,1,1,2,1,18,3,67,2,4,1,4,4,1,1
72080,38,-0.96,-0.28111112,0,0,1,1,18,3,42,2,2,1,4,4,1,1
72080,42,-0.03,-0.28111112,4,1,3,1,18,3,63,2,4,1,4,4,1,1
72080,43,0.58,-0.28111112,1,1,3,1,18,3,40,2,4,1,4,4,1,1
72080,46,-0.4,-0.28111112,2,1,2,1,18,3,60,2,4,1,4,4,1,1
72080,49,-0.02,-0.28111112,3,1,3,1,18,3,68,2,4,1,4,4,1,1
72080,51,0.09,-0.28111112,3,0,4,1,18,3,57,2,3,1,4,4,1,1
72080,53,0.05,-0.28111112,1,0,3,1,18,3,54,1,2,1,4,4,1,1
72080,56,-1.07,-0.28111112,1,1,2,1,18,3,53,1,4,1,4,4,1,1
72080,57,0.11,-0.28111112,1,1,2,1,18,3,54,2,4,1,4,4,1,1
72080,59,-0.92,-0.28111112,1,0,2,1,18,3,42,1,2,1,4,4,1,1
72080,64,-0.2,-0.28111112,1,1,3,1,18,3,52,1,4,1,4,4,1,1
72080,68,0.14,-0.28111112,1,1,4,1,18,3,58,2,4,1,4,4,1,1
72080,74,-1.18,-0.28111112,0,0,1,1,18,3,42,1,2,1,4,4,1,1
72080,83,-1.01,-0.28111112,2,0,2,1,18,3,64,1,1,1,4,4,1,1
72080,85,-1.25,-0.28111112,1,0,1,1,18,3,41,1,2,1,4,4,1,1
72080,88,0.85,-0.28111112,2,1,4,1,18,3,42,1,4,1,4,4,1,1
72080,89,0.12,-0.28111112,1,0,3,1,18,3,53,1,2,1,4,4,1,1
72080,91,0.61,-0.28111112,3,1,5,1,18,3,60,1,4,1,4,4,1,1
72292,2,-0.86,-0.50450003,5,1,2,1,17,1,68,2,4,1,4,2,1,1
72292,17,-0.41,-0.50450003,3,1,3,1,17,1,50,1,4,1,4,2,1,1
72292,44,-0.44,-0.50450003,1,1,2,1,17,1,43,2,4,1,4,2,1,1
72292,49,-0.19,-0.50450003,2,1,3,1,17,1,44,2,4,1,4,2,1,1
72292,52,-1.03,-0.50450003,0,1,2,1,17,1,37,1,4,1,4,2,1,1
72292,53,0.03,-0.50450003,4,1,4,1,17,1,67,1,4,1,4,2,1,1
72292,56,-0.72,-0.50450003,1,1,3,1,17,1,37,1,4,1,4,2,1,1
72292,63,-1.28,-0.50450003,2,1,1,1,17,1,43,2,4,1,4,2,1,1
72292,67,-0.84,-0.50450003,0,1,2,1,17,1,36,2,4,1,4,2,1,1
72292,68,-0.49,-0.50450003,0,1,2,1,17,1,37,1,4,1,4,2,1,1
72292,71,-0.67,-0.50450003,2,1,2,1,17,1,62,1,4,1,4,2,1,1
72292,76,0.09,-0.50450003,3,1,3,1,17,1,64,2,4,1,4,2,1,1
72292,77,-0.19,-0.50450003,3,1,4,1,17,1,64,1,4,1,4,2,1,1
72292,82,-0.16,-0.50450003,1,1,3,1,17,1,37,1,4,1,4,2,1,1
72292,85,-0.56,-0.50450003,0,1,3,1,17,1,46,2,4,1,4,2,1,1
72292,89,-0.23,-0.50450003,2,1,3,1,17,1,43,1,4,1,4,2,1,1
72292,92,-1.11,-0.50450003,0,1,1,1,17,1,45,1,4,1,4,2,1,1
72292,97,-0.29,-0.50450003,1,1,3,1,17,1,47,1,4,1,4,2,1,1
72292,98,-1.19,-0.50450003,1,1,1,1,17,1,34,1,4,1,4,2,1,1
72292,99,0.45,-0.50450003,1,1,4,1,17,1,53,2,4,1,4,2,1,1
72991,15,-0.2,0.080714285,0,1,3,1,13,2,30,1,4,1,4,7,2,1
72991,22,-0.44,0.080714285,0,1,2,1,13,2,40,2,4,1,4,7,2,1
72991,24,1.15,0.080714285,2,1,5,1,13,2,65,2,4,1,4,7,2,1
72991,31,-0.3,0.080714285,5,1,2,1,13,2,71,1,4,1,4,7,2,1
72991,33,-0.24,0.080714285,1,1,2,1,13,2,63,1,4,1,4,7,2,1
72991,38,0.56,0.080714285,1,1,3,1,13,2,41,2,4,1,4,7,2,1
72991,41,0.67,0.080714285,4,1,4,1,13,2,69,2,4,1,4,7,2,1
72991,45,-0.72,0.080714285,1,1,3,1,13,2,43,2,4,1,4,7,2,1
72991,62,-1.01,0.080714285,1,1,3,1,13,2,55,2,4,1,4,7,2,1
72991,63,0.63,0.080714285,5,0,5,1,13,2,63,2,1,1,4,7,2,1
72991,70,0.56,0.080714285,4,1,4,1,13,2,67,2,4,1,4,7,2,1
72991,77,0.46,0.080714285,1,1,3,1,13,2,53,2,4,1,4,7,2,1
72991,87,0.06,0.080714285,1,1,3,1,13,2,56,1,4,1,4,7,2,1
72991,96,-0.05,0.080714285,2,1,2,1,13,2,53,2,4,1,4,7,2,1
