id,spans,weight,marnum,censor,lower,upper,hiseduc,hereduc,heblack,sheblack,age,agediff,time1,numkid1,time2,numkid2,time3,numkid3,time4,numkid4,time5,numkid5,time6,numkid6,time7,numkid7,time8,numkid8,time9,numkid9,time10,numkid10,time11,numkid11,time12,numkid12,time13,numkid13,time14,numkid14,time15,numkid15,time16,numkid16,time17,numkid17
2132,1,24,1,1,46.36,46.36,16,12,0,0,24.088,1.333,46.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1,24,1,0,3.877,3.959,13,12,0,0,32.252,6.839,3.959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1,24,1,0,5.21,5.292,14,14,0,0,24.58,2.352,5.292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2,24,2,0,4.747,4.824,14,14,0,0,33.374,2.352,1.12,0,4.824,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,2,24,3,1,5.914,5.914,14,15,0,0,39.666,8.077,1.829,0,5.914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1,29,1,1,1.793,1.793,14,14,0,0,33.582,2.352,1.793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1,29,2,1,46.171,46.171,14,12,0,0,39.581,8.0,46.171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,3,29,1,1,24.025,24.025,14,16,0,0,22.166,-0.082,8.747,0,11.42,1,24.025,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,3,29,1,1,24.025,24.025,14,16,0,0,22.084,-0.082,8.747,0,11.42,1,24.025,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,3,29,1,1,25.555,25.555,16,16,0,0,23.086,-0.914,6.081,0,8.58,1,25.555,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,4,29,1,1,21.591,21.591,16,16,0,0,28.085,0.832,0.082,0,2.084,1,3.915,2,21.591,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,4,29,1,1,23.639,23.639,14,12,0,0,25.916,-0.167,0.997,0,5.916,1,7.496,2,23.639,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,4,31,1,1,32.394,32.394,16,16,0,0,21.084,5.919,1.328,0,4.997,1,9.243,2,32.394,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,1,31,1,1,1.114,1.114,16,9,0,0,29.919,6.16,1.114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,1,24,1,1,34.001,34.001,12,12,0,0,19.496,2.352,34.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,1,32,1,1,30.094,30.094,9,9,1,1,17.5,2.352,30.094,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,1,32,1,1,45.944,45.944,6,6,1,1,14.5,2.352,45.944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,4,27,1,0,24.298,25.29,9,9,0,0,18.001,2.352,4.0,0,11.915,1,14.664,2,25.29,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,3,24,1,1,39.959,39.959,12,12,0,0,20.498,2.352,2.727,0,8.813,1,39.959,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,1,24,2,1,8.027,8.027,8,12,0,0,70.472,5.175,8.027,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,5,27,1,1,38.702,38.702,12,12,0,0,20.337,2.998,1.747,0,3.663,1,4.832,2,5.914,3,38.702,4,,,,,,,,,,,,,,,,,,,,,,,,
2190,1,27,1,1,5.812,5.812,9,12,0,0,30.998,-4.0,5.812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,3,23,1,0,5.295,5.372,8,8,0,0,36.92,2.352,0.914,0,3.83,1,5.372,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,3,22,1,1,57.919,57.919,19,14,0,0,25.248,1.448,2.672,0,7.915,1,57.919,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,1,23,1,1,3.003,3.003,12,12,0,0,18.494,2.352,3.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1,13,1,0,15.14,15.953,5,5,1,1,24.498,2.352,15.953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1,1,1,1,11.671,11.671,11,11,1,1,23.003,11.472,11.671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2,23,1,1,13.498,13.498,12,12,0,0,18.001,2.352,0.767,0,13.498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,1,24,1,0,6.461,6.505,8,8,0,0,36.255,2.352,6.505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,1,24,2,1,27.239,27.239,12,8,0,0,42.762,-8.832,27.239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1,24,1,1,0.991,0.991,9,16,0,0,25.566,1.254,0.991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,4,24,1,1,13.807,13.807,16,15,0,0,27.255,1.418,8.496,0,9.829,1,11.411,2,13.807,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1,24,1,1,18.01,18.01,3,3,0,0,44.498,2.352,18.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,3,22,1,1,15.707,15.707,2,2,0,1,26.042,2.352,1.12,0,3.118,1,15.707,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,1,22,2,1,15.707,15.707,2,2,0,1,57.457,2.352,15.707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,5,22,1,1,28.252,28.252,12,9,0,0,22.086,2.831,1.081,0,2.166,1,4.663,2,13.081,3,28.252,4,,,,,,,,,,,,,,,,,,,,,,,,
2239,1,22,1,1,1.714,1.714,11,12,0,0,29.205,-4.252,1.714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1,24,1,0,1.29,1.366,12,10,0,0,19.504,0.586,1.366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2,24,1,0,10.209,10.292,12,12,0,0,23.414,2.352,2.081,0,10.292,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,1,24,1,0,18.081,18.163,12,12,0,0,23.713,2.352,18.163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,2,24,2,1,33.752,33.752,12,12,0,0,42.836,10.251,0.416,0,33.752,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,2,24,1,1,3.548,3.548,10,14,0,0,21.834,-1.832,0.83,0,3.548,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,1,24,1,1,12.723,12.723,12,15,0,0,41.752,2.749,12.723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2,24,1,0,6.554,19.647,10,10,0,0,14.831,2.352,10.88,0,19.647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,1,24,2,1,6.549,6.549,10,10,0,0,34.48,2.352,6.549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,1,24,3,1,2.973,2.973,14,10,0,0,47.584,-0.085,2.973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2,24,1,1,3.548,3.548,13,12,0,0,23.666,-2.831,0.83,0,3.548,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,5,24,1,0,31.57,31.619,16,12,0,0,21.002,1.336,0.914,0,5.081,1,7.165,2,8.419,3,31.619,4,,,,,,,,,,,,,,,,,,,,,,,,
2279,2,24,1,1,8.063,8.063,11,16,0,0,24.583,-0.586,3.915,0,8.063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2,22,1,0,25.708,25.791,12,12,0,0,18.42,1.916,2.081,0,25.791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,1,22,1,1,30.251,30.251,16,16,0,0,19.836,7.08,30.251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,1,22,1,1,44.131,44.131,8,8,0,0,24.498,2.352,44.131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2,25,1,0,6.245,7.493,11,16,0,0,20.255,-1.914,0.83,0,7.493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,1,25,2,1,0.81,0.81,11,12,0,0,27.754,0.337,0.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2,25,1,0,6.245,8.298,12,16,0,0,22.168,-1.914,0.83,0,8.298,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,7,3,1,0,9.12,36.479,6,6,1,1,19.499,2.352,11.666,0,13.834,1,19.918,2,22.168,3,24.583,4,25.749,5,36.479,6,,,,,,,,,,,,,,,,,,,,
2324,1,3,2,1,23.195,23.195,6,8,1,1,49.136,9.667,23.195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2,3,1,0,8.876,8.953,12,12,1,1,25.087,3.811,2.995,0,8.953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,3,3,1,1,23.488,23.488,12,15,1,1,23.504,2.5,1.495,0,5.539,1,23.488,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,5,23,1,1,30.166,30.166,8,8,0,0,18.001,2.352,1.331,0,2.998,1,5.413,2,9.832,3,30.166,4,,,,,,,,,,,,,,,,,,,,,,,,
2352,1,15,1,0,10.96,11.042,14,17,0,0,25.169,3.852,11.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,1,15,2,1,11.168,11.168,14,12,0,0,36.334,0.085,11.168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,7,24,1,0,30.962,31.039,15,13,0,0,18.497,5.002,0.838,0,2.168,1,4.249,2,5.916,3,8.419,4,9.336,5,31.039,6,,,,,,,,,,,,,,,,,,,,
2361,4,24,1,1,14.842,14.842,16,17,0,0,24.58,1.251,1.916,0,3.671,1,6.335,2,14.842,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2,24,1,1,8.11,8.11,16,15,0,0,32.416,5.747,3.25,0,8.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,2,28,1,1,50.919,50.919,6,8,1,1,21.084,1.06,0.082,0,50.919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,3,28,1,1,9.719,9.719,16,14,1,1,30.086,3.663,3.414,0,4.747,1,9.719,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,1,28,1,0,8.999,36.0,5,5,1,1,56.498,2.352,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,1,28,2,1,7.118,7.118,5,5,1,1,85.747,2.352,7.118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,3,29,1,0,9.5,38.001,9,9,0,0,20.498,2.352,2.998,0,37.503,1,38.001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,2,29,2,1,7.127,7.127,9,9,0,0,51.373,2.352,6.628,0,7.127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,3,29,1,1,38.33,38.33,8,8,0,0,20.17,2.352,2.998,0,37.832,1,38.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,9,31,1,1,31.373,31.373,10,10,0,0,20.627,2.352,0.372,0,0.999,1,2.998,2,8.999,3,10.998,4,11.997,5,13.996,6,15.995,7,31.373,8,,,,,,,,,,,,,,,,
2389,1,15,1,1,6.048,6.048,12,14,0,0,27.003,0.917,6.048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,1,21,1,0,2.505,3.496,17,17,0,0,26.297,2.352,3.496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,1,21,2,1,3.997,3.997,17,14,0,0,37.169,11.838,3.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,1,29,1,0,4.671,5.306,17,16,0,0,21.919,0.227,5.306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,3,29,2,1,22.5,22.5,12,16,0,0,27.918,0.085,2.831,0,4.914,1,22.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1,23,1,0,0.772,3.088,17,17,0,0,19.499,2.352,3.088,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,2,23,2,1,9.175,9.175,6,17,0,0,28.323,-4.09,0.767,0,9.175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,5,23,1,0,20.126,20.208,14,12,0,0,17.582,0.504,1.331,0,3.294,1,8.293,2,11.294,3,20.208,4,,,,,,,,,,,,,,,,,,,,,,,,
2407,1,23,2,0,6.374,6.456,14,12,0,0,39.335,3.25,6.456,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,1,23,3,1,1.714,1.714,14,13,0,0,48.446,2.502,1.714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,5,23,1,0,20.293,20.37,14,11,0,0,16.997,0.504,0.413,0,3.332,1,7.247,2,10.5,3,20.37,4,,,,,,,,,,,,,,,,,,,,,,,,
2410,1,23,2,1,3.458,3.458,14,11,0,0,45.832,6.672,3.458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,2,23,1,1,5.993,5.993,10,12,0,0,23.086,-3.499,2.081,0,5.993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,1,23,1,0,2.042,2.119,12,12,0,0,31.751,-0.252,2.119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,3,23,1,1,15.116,15.116,12,12,0,0,22.582,0.832,5.084,0,7.836,1,15.116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,3,24,1,1,20.381,20.381,17,16,0,0,22.757,-0.753,6.081,0,8.082,1,20.381,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,1,24,1,1,21.832,21.832,12,12,0,0,25.667,2.352,21.832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,2,22,1,1,46.806,46.806,13,11,0,0,25.5,6.94,13.051,0,46.806,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,2,25,1,1,8.843,8.843,16,13,0,0,20.75,0.419,4.997,0,8.843,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1,23,1,1,11.444,11.444,14,14,0,0,23.001,4.252,11.444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,2,23,1,0,6.716,6.76,12,12,0,0,17.498,2.352,3.83,0,6.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,3,23,2,0,6.47,7.138,12,12,0,0,24.26,-3.329,0.235,0,1.068,1,7.138,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,2,23,1,1,3.838,3.838,16,14,0,0,29.749,1.506,0.997,0,3.838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,3,17,1,1,30.185,30.185,12,9,0,0,16.92,4.244,0.419,0,1.585,1,30.185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,2,17,1,0,3.379,3.461,9,14,0,0,21.665,-3.337,0.753,0,3.461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,3,17,1,1,23.422,23.422,11,10,0,0,21.002,2.916,1.328,0,2.746,1,23.422,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,1,25,1,1,36.474,36.474,12,15,0,0,22.919,4.0,36.474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,1,25,1,1,36.474,36.474,12,12,0,0,18.919,4.0,36.474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,3,24,1,1,42.924,42.924,12,11,0,0,25.747,2.166,3.748,0,17.002,1,42.924,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,3,24,1,1,42.924,42.924,12,11,0,0,23.956,1.791,3.748,0,17.002,1,42.924,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,1,24,1,1,30.913,30.913,13,12,0,0,45.498,-4.0,30.913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,5,24,1,1,32.986,32.986,16,17,0,0,24.085,-1.834,2.5,0,6.415,1,8.83,2,30.423,3,32.986,4,,,,,,,,,,,,,,,,,,,,,,,,
2508,1,24,1,1,5.752,5.752,16,10,0,0,24.753,0.586,5.752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,1,17,1,1,0.548,0.548,8,8,0,0,49.952,2.352,0.548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,3,17,1,1,22.664,22.664,17,16,0,0,20.0,2.251,4.832,0,9.002,1,22.664,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,5,22,1,1,38.595,38.595,12,17,0,0,17.749,0.999,0.583,0,1.999,1,5.834,2,6.921,3,38.595,4,,,,,,,,,,,,,,,,,,,,,,,,
2523,5,22,1,1,38.587,38.587,12,12,0,0,16.75,0.999,0.583,0,1.999,1,5.834,2,6.921,3,38.587,4,,,,,,,,,,,,,,,,,,,,,,,,
2528,4,22,1,1,18.404,18.404,13,12,0,0,19.754,0.999,0.75,0,1.498,1,5.246,2,18.404,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,3,23,1,1,16.504,16.504,15,13,0,0,21.166,-0.58,2.834,0,8.0,1,16.504,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,6,23,1,1,42.834,42.834,12,14,0,0,27.083,3.669,0.917,0,2.418,1,4.917,2,11.915,3,34.196,4,42.834,5,,,,,,,,,,,,,,,,,,,,,,
2556,1,23,1,1,4.838,4.838,10,16,0,0,26.086,1.169,4.838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,3,23,1,0,11.296,11.368,13,14,0,0,21.834,-0.501,0.997,0,3.997,1,11.368,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1,23,1,1,4.838,4.838,16,16,0,0,24.917,1.169,4.838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,4,24,1,1,45.626,45.626,19,12,0,0,23.671,-0.082,1.914,0,6.242,1,9.41,2,45.626,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,4,24,1,1,32.83,32.83,16,16,0,0,36.917,13.495,0.997,0,2.913,1,4.411,2,32.83,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,3,24,1,1,12.172,12.172,14,14,0,0,23.083,-0.504,5.246,0,7.833,1,12.172,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,3,24,1,1,13.194,13.194,15,11,0,0,18.669,3.581,4.832,0,6.831,1,13.194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,3,24,1,1,12.172,12.172,14,14,0,0,23.587,-0.504,5.246,0,7.833,1,12.172,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,2,22,1,1,11.047,11.047,12,15,0,0,23.666,-0.917,5.169,0,11.047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,4,26,1,1,46.333,46.333,11,7,0,0,18.754,-2.494,0.665,0,5.749,1,7.499,2,46.333,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,1,26,2,1,4.329,4.329,11,12,0,0,66.675,0.586,4.329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,4,23,1,1,45.749,45.749,11,12,0,0,22.004,1.999,1.577,0,5.081,1,45.229,2,45.749,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1,27,1,1,35.584,35.584,14,12,0,0,20.753,2.338,35.584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,1,22,1,1,28.999,28.999,13,13,0,0,21.5,2.352,28.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,3,7,1,1,23.702,23.702,12,15,0,0,22.752,3.332,2.168,0,6.42,1,23.702,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,2,13,1,1,50.084,50.084,4,7,1,1,19.918,1.749,11.584,0,50.084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,1,25,1,1,6.001,6.001,6,6,1,1,18.497,2.352,6.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,1,24,1,1,4.0,4.0,12,12,1,1,21.498,2.352,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,5,23,1,0,6.294,25.183,12,12,0,0,22.5,2.352,5.5,0,6.834,1,10.5,2,13.667,3,25.183,4,,,,,,,,,,,,,,,,,,,,,,,,
2612,1,23,2,1,16.375,16.375,12,11,0,0,42.96,7.135,16.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,1,23,1,0,4.906,5.626,12,12,0,0,22.973,1.982,5.626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,1,28,1,1,49.588,49.588,6,5,0,0,20.736,0.183,49.588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,1,23,1,0,12.381,12.457,15,14,0,0,25.665,5.58,12.457,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,2,23,2,1,5.99,5.99,15,17,0,0,42.834,6.333,1.67,0,5.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1,23,1,0,2.96,3.042,17,17,0,0,22.004,2.352,3.042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,2,23,2,1,5.99,5.99,15,17,0,0,36.501,6.333,1.67,0,5.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,2,23,1,1,22.667,22.667,16,13,0,0,23.748,4.246,3.496,0,22.667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,4,23,1,1,25.027,25.027,16,16,0,0,22.585,-0.162,1.5,0,4.164,1,5.911,2,25.027,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,1,22,1,1,24.003,24.003,12,12,0,0,32.498,2.352,24.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,1,22,2,1,1.897,1.897,12,12,0,0,66.601,5.952,1.897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,1,23,1,1,39.023,39.023,12,12,0,0,20.498,2.352,39.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,2,22,1,1,29.218,29.218,12,12,0,0,18.133,3.915,0.786,0,29.218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,1,24,1,0,14.275,15.001,12,12,0,0,19.499,3.105,15.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,1,24,2,1,6.642,6.642,12,12,0,0,34.856,8.049,6.642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,3,24,1,1,7.551,7.551,10,9,0,0,21.002,10.335,0.496,0,3.168,1,7.551,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,3,24,1,0,10.877,10.954,12,12,0,0,23.42,2.335,2.831,0,4.917,1,10.954,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,1,24,2,1,7.524,7.524,12,12,0,0,34.502,6.502,7.524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,3,22,1,1,15.422,15.422,12,12,0,0,18.335,0.75,1.999,0,5.749,1,15.422,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,1,22,1,1,9.139,9.139,13,13,0,0,19.584,1.585,9.139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,3,22,1,1,43.929,43.929,16,13,0,0,21.747,3.915,6.335,0,10.335,1,43.929,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1,22,1,0,6.464,6.546,13,15,0,0,26.749,-1.999,6.546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1,22,2,1,0.383,0.383,15,15,0,0,37.15,2.352,0.383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,1,22,1,1,30.546,30.546,12,16,0,0,26.642,0.151,30.546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,5,26,1,1,58.916,58.916,16,16,0,0,23.168,1.755,0.999,0,2.998,1,8.999,2,14.998,3,58.916,4,,,,,,,,,,,,,,,,,,,,,,,,
2676,1,25,1,0,5.626,5.708,11,17,0,0,20.252,-1.914,5.708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,2,25,2,0,7.504,8.496,11,13,0,0,26.88,4.0,3.206,0,8.496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,3,17,1,1,22.935,22.935,8,10,0,0,18.086,-0.586,0.747,0,3.08,1,22.935,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,2,17,1,0,12.958,13.04,10,10,0,0,18.423,1.495,0.745,0,13.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,2,2,1,1,21.999,21.999,12,12,1,1,21.5,2.352,4.0,0,21.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,2,31,1,1,45.437,45.437,8,8,0,0,16.498,2.352,0.999,0,45.437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,1,15,1,1,14.998,14.998,7,8,0,0,21.5,5.999,14.998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,5,24,1,1,62.861,62.861,8,8,0,0,22.587,1.415,1.498,0,4.832,1,6.831,2,12.164,3,62.861,4,,,,,,,,,,,,,,,,,,,,,,,,
2700,1,24,1,1,32.079,32.079,10,10,0,0,40.26,2.352,32.079,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,4,24,1,1,9.914,9.914,12,12,0,0,20.753,2.352,3.83,0,5.662,1,9.747,2,9.914,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,2,24,2,1,17.602,17.602,12,12,0,0,33.005,1.747,15.099,0,17.602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,2,24,1,1,6.152,6.152,16,16,0,0,25.667,-0.665,3.584,0,6.152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,2,24,1,0,7.379,7.461,14,14,0,0,22.669,2.352,2.163,0,7.461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,3,24,2,1,11.647,11.647,14,16,0,0,32.337,3.253,1.665,0,3.581,1,11.647,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,2,22,1,1,35.937,35.937,8,12,0,0,27.499,5.851,0.767,0,35.937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,4,22,1,1,38.001,38.001,8,12,0,0,19.584,7.863,0.668,0,4.331,1,9.418,2,38.001,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,1,22,2,1,4.0,4.0,12,12,0,0,62.919,1.999,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,1,26,1,1,32.186,32.186,5,8,0,0,44.498,6.127,32.186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,1,24,1,1,19.997,19.997,14,14,0,0,21.5,2.352,19.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
