schid,chapt1,frlnch,natvam,asian,black,hspanc,white,othrac,avgdat,stdntid,gender,race,birthmon,birthday,birthyea,classt,tchid,freelu,treads,tmaths,motivr,school,_merge,grade,class
189382,2,10,,,,,100,0,,15457,1,1,5,7,1980,1,18938201,2,478,520,,189382,3,0,385
189382,2,10,,,,,100,0,,15458,1,1,4,8,1980,1,18938201,2,447,500,,189382,3,0,385
189382,2,10,,,,,100,0,,15464,2,1,4,21,1980,1,18938204,2,447,459,,189382,3,0,388
189382,2,10,,,,,100,0,,15469,1,1,4,28,1980,3,18938203,2,463,484,,189382,3,0,387
189382,2,10,,,,,100,0,,15808,2,1,5,8,1980,2,18938202,2,470,513,,189382,3,0,386
189382,2,10,,,,,100,0,,15813,1,1,5,13,1980,2,18938202,2,448,463,,189382,3,0,386
189382,2,10,,,,,100,0,,15818,1,1,5,16,1980,3,18938203,2,443,528,,189382,3,0,387
189382,2,10,,,,,100,0,,15826,2,1,6,5,1980,2,18938202,2,443,478,,189382,3,0,386
189382,2,10,,,,,100,0,,16178,2,1,7,13,1980,1,18938201,2,436,463,,189382,3,0,385
189382,2,10,,,,,100,0,,16181,2,1,6,6,1980,3,18938203,2,458,513,,189382,3,0,387
189382,2,10,,,,,100,0,,16183,2,1,6,10,1980,2,18938202,2,,,,189382,3,0,386
189382,2,10,,,,,100,0,,16187,2,1,6,19,1980,1,18938204,2,460,484,,189382,3,0,388
189382,2,10,,,,,100,0,,16189,1,1,6,21,1980,3,18938203,2,627,576,,189382,3,0,387
189382,2,10,,,,,100,0,,16192,1,1,6,27,1980,1,18938204,2,402,439,,189382,3,0,388
189382,2,10,,,,,100,0,,16193,2,1,5,18,1980,3,18938203,2,451,602,,189382,3,0,387
189382,2,10,,,,,100,0,,16200,2,1,6,21,1980,3,18938203,2,445,468,,189382,3,0,387
189382,2,10,,,,,100,0,,16584,2,1,7,20,1980,3,18938203,2,450,506,,189382,3,0,387
189382,2,10,,,,,100,0,,16587,1,1,7,30,1980,1,18938204,2,,,,189382,3,0,388
189382,2,10,,,,,100,0,,16589,1,1,5,9,1980,2,18938202,2,443,489,,189382,3,0,386
189382,2,10,,,,,100,0,,16590,1,1,7,25,1980,2,18938202,2,427,463,,189382,3,0,386
189382,2,10,,,,,100,0,,16929,1,1,8,14,1980,3,18938203,2,413,473,,189382,3,0,387
189382,2,10,,,,,100,0,,16933,2,1,8,23,1980,2,18938202,2,474,473,,189382,3,0,386
189382,2,10,,,,,100,0,,16970,1,1,9,9,1980,1,18938204,1,405,418,,189382,3,0,388
189382,2,10,,,,,100,0,,17181,2,1,9,25,1980,1,18938204,2,467,500,,189382,3,0,388
189382,2,10,,,,,100,0,,17182,1,1,9,26,1980,2,18938202,2,440,463,,189382,3,0,386
189382,2,10,,,,,100,0,,17185,1,1,5,28,1980,3,18938203,2,431,468,,189382,3,0,387
189382,2,10,,,,,100,0,,17186,1,1,9,23,1980,3,18938203,1,470,494,,189382,3,0,387
189382,2,10,,,,,100,0,,18180,2,1,5,9,1979,2,18938202,2,447,500,,189382,3,0,386
189382,2,10,,,,,100,0,,18750,2,1,2,28,1980,2,18938202,2,450,494,,189382,3,0,386
189382,2,10,,,,,100,0,,19486,1,1,7,29,1980,1,18938204,2,467,463,,189382,3,0,388
189382,2,10,,,,,100,0,,21275,1,1,9,9,1980,2,18938202,2,422,449,,189382,3,0,386
189382,2,10,,,,,100,0,,21395,1,1,1,26,1980,2,18938202,2,428,463,,189382,3,0,386
189382,2,10,,,,,100,0,,21439,1,1,3,5,1980,3,18938203,2,463,473,,189382,3,0,387
189382,2,10,,,,,100,0,,21450,1,1,9,14,1980,1,18938201,2,458,463,,189382,3,0,385
189382,2,10,,,,,100,0,,21497,1,1,4,11,1980,1,18938201,2,,,,189382,3,0,385
189396,1,43,0,0,6,0,94,0,474,11350,1,1,2,22,1979,3,18939607,1,548,505,47,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,11605,1,1,4,21,1979,3,18939607,1,430,481,50,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,11970,2,1,8,27,1979,1,18939605,1,457,488,51,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,12132,1,1,8,23,1979,3,18939607,1,448,425,45,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,12311,2,1,11,11,1979,1,18939605,1,533,535,50,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,12314,1,1,10,1,1979,1,18939604,2,590,553,49,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,12317,1,1,10,8,1979,3,18939607,1,548,535,49,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,12320,2,1,10,21,1979,2,18939606,2,604,529,51,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,12649,1,1,11,5,1979,2,18939606,1,536,512,56,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,12651,1,1,11,9,1979,2,18939606,2,629,553,52,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,12662,2,1,10,7,1979,1,18939605,1,485,553,48,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,12904,2,1,12,18,1979,1,18939605,1,604,676,49,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,12906,1,1,12,28,1979,2,18939606,2,507,500,48,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,12908,2,2,11,9,1979,3,18939607,1,472,486,50,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,12910,1,1,11,24,1979,2,18939606,2,629,520,49,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,12911,1,1,11,30,1979,1,18939605,2,651,592,47,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,13384,2,1,1,12,1980,3,18939607,2,,,,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,14045,1,1,2,15,1980,3,18939607,1,540,502,55,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,14046,2,1,2,16,1980,2,18939606,2,558,500,52,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,14054,1,1,1,14,1980,2,18939606,1,501,510,55,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,14638,1,2,3,3,1980,1,18939604,2,519,510,45,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,14659,2,1,2,27,1980,1,18939605,2,533,578,49,189378,3,1,405
189396,1,43,0,0,6,0,94,0,474,14662,2,1,2,28,1980,2,18939606,1,590,542,52,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,15078,1,1,3,2,1980,3,18939607,1,604,567,55,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,15082,1,1,4,15,1980,2,18939606,2,579,505,52,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,15096,2,1,3,30,1981,1,18939604,2,558,592,54,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15098,1,1,4,10,1980,1,18939605,2,519,538,48,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,15459,2,1,4,9,1980,1,18939604,2,472,505,49,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15462,2,1,4,16,1980,1,18939604,2,505,545,50,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15463,1,2,4,16,1980,1,18939605,1,544,507,52,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,15468,1,1,4,24,1980,2,18939606,2,519,538,48,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,15809,1,1,5,8,1980,1,18939604,2,507,526,50,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15810,2,1,5,9,1980,1,18939604,2,604,553,52,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15811,1,1,5,11,1980,1,18939604,2,548,542,51,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15812,2,1,5,12,1980,3,18939607,1,482,479,55,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,15815,1,1,5,16,1980,1,18939605,2,604,592,49,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,15819,2,1,5,18,1980,1,18939604,2,533,553,53,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,15821,2,1,5,22,1980,2,18939606,2,564,490,50,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,16180,2,1,6,4,1980,3,18939607,1,544,518,55,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16190,1,1,6,23,1980,1,18939605,1,453,507,51,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,16199,1,1,7,24,1980,1,18939605,2,604,584,50,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,16340,1,1,6,14,1980,1,18939605,1,462,495,44,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,16575,1,2,7,3,1980,3,18939607,1,499,507,52,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16578,1,1,7,7,1980,3,18939607,1,477,512,49,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16579,2,1,7,8,1980,3,18939607,1,579,572,46,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16581,1,1,7,9,1980,3,18939607,1,480,500,47,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16720,2,1,8,17,1980,3,18939607,1,505,481,46,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16931,1,1,8,17,1980,3,18939607,1,516,532,37,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,16941,2,1,9,2,1980,2,18939606,2,571,523,50,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,17060,2,1,2,27,1980,2,18939606,2,604,523,,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,17165,2,1,9,3,1980,1,18939604,2,553,505,48,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,17166,1,1,9,6,1980,3,18939607,1,524,493,38,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,17167,2,1,9,8,1980,3,18939607,1,466,454,52,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,17170,1,1,9,9,1980,1,18939604,2,505,520,46,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,17173,2,1,9,11,1980,2,18939606,2,487,488,50,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,17183,1,1,9,29,1980,1,18939605,1,460,502,51,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,17293,2,1,6,25,1980,2,18939606,1,450,436,49,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,17437,2,1,1,6,1980,1,18939605,1,604,592,51,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,17460,1,1,7,10,1980,1,18939604,2,423,436,47,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,17557,2,1,2,12,1980,2,18939606,2,527,523,49,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,18106,2,1,9,1,1980,2,18939606,,530,449,49,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,18198,2,1,2,28,1980,2,18939606,2,503,515,50,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,18478,2,1,4,13,1979,1,18939605,1,487,512,47,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,18790,1,1,3,4,1979,1,18939604,1,501,512,44,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,19757,1,2,11,5,1979,1,18939604,2,426,458,53,123056,3,1,404
189396,1,43,0,0,6,0,94,0,474,19812,1,2,4,7,1980,2,18939606,2,564,518,51,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,19835,2,1,3,23,1980,1,18939605,1,533,529,48,189396,3,1,405
189396,1,43,0,0,6,0,94,0,474,20907,1,1,7,19,1979,1,18939604,1,444,505,47,189396,3,1,404
189396,1,43,0,0,6,0,94,0,474,21343,2,1,4,27,1980,2,18939606,1,527,510,51,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,21373,2,1,9,7,1980,2,18939606,1,579,518,50,189396,3,1,406
189396,1,43,0,0,6,0,94,0,474,21378,2,1,11,4,1980,3,18939607,1,536,515,52,189396,3,1,407
189396,1,43,0,0,6,0,94,0,474,21536,1,1,2,14,1980,3,18939607,1,497,486,51,189396,3,1,407
189396,1,35,0,0,7,0,93,0,507,10357,2,1,8,18,1980,3,18939610,2,,,,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,10450,,,10,1,1980,2,18939609,1,,,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,10823,1,1,3,3,1978,3,18939610,1,,,,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,10918,1,1,8,25,1978,1,18939608,2,650,584,54,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,10985,1,1,11,24,1978,1,18939611,1,515,504,,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,11348,2,1,2,1,1979,2,18939609,2,,,55,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,11605,1,1,4,21,1979,3,18939610,1,511,535,48,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,11687,1,1,5,7,1979,3,18939610,1,,,,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,11751,1,1,7,14,1979,1,18939608,1,,,53,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,11970,2,1,8,27,1979,1,18939611,1,523,507,,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,12132,1,1,8,23,1979,3,18939610,2,,,46,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,12309,2,1,11,3,1979,1,18939611,2,650,659,52,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,12311,2,1,11,11,1979,1,18939611,2,518,497,48,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,12314,1,1,10,1,1979,1,18939608,2,643,603,46,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,12317,1,1,10,8,1979,3,18939610,2,604,584,49,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,12320,2,1,10,21,1979,2,18939609,2,618,574,53,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,12651,1,1,11,9,1979,2,18939609,2,709,659,50,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,12904,2,1,12,18,1979,1,18939611,2,709,626,49,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,12906,1,1,12,28,1979,2,18939609,2,596,587,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,12908,2,2,11,9,1979,3,18939610,1,552,552,49,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,12910,1,1,11,24,1979,2,18939609,2,637,626,40,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,12911,1,1,11,30,1979,1,18939611,2,627,611,50,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,14045,1,1,2,15,1980,3,18939610,2,557,570,46,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,14046,2,1,2,16,1980,2,18939609,2,596,596,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,14054,1,1,1,14,1980,2,18939609,1,,,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,14638,1,2,3,3,1980,1,18939608,1,569,554,46,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,14662,2,1,2,28,1980,2,18939609,2,709,648,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,14664,1,1,2,29,1980,3,18939610,1,549,584,51,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,15078,1,1,3,2,1980,3,18939610,2,669,674,50,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,15082,1,1,4,15,1980,2,18939609,2,577,590,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,15096,2,1,3,30,1981,1,18939608,2,669,626,54,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15098,1,1,4,10,1980,1,18939611,2,637,587,53,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,15459,2,1,4,9,1980,1,18939608,2,569,552,49,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15463,1,2,4,16,1980,1,18939611,1,539,543,,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,15468,1,1,4,24,1980,2,18939609,2,588,632,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,15809,1,1,5,8,1980,1,18939608,2,669,611,52,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15810,2,1,5,9,1980,1,18939608,2,669,648,51,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15811,1,1,5,11,1980,1,18939608,1,684,615,58,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15812,2,1,5,12,1980,2,18939609,2,604,514,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,15815,1,1,5,16,1980,1,18939611,2,622,587,54,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,15816,1,1,5,16,1980,1,18939608,2,608,543,53,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15819,2,1,5,18,1980,1,18939608,2,650,626,51,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,15821,2,1,5,22,1980,2,18939609,2,,,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,16180,2,1,6,4,1980,3,18939610,2,622,584,49,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16190,1,1,6,23,1980,1,18939611,1,500,490,52,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,16199,1,1,7,24,1980,1,18939611,2,669,632,52,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,16575,1,2,7,3,1980,3,18939610,1,584,590,48,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16579,2,1,7,8,1980,3,18939610,1,614,639,32,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16581,1,1,7,9,1980,3,18939610,2,604,577,49,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16720,2,1,8,17,1980,3,18939610,1,579,548,52,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16931,1,1,8,17,1980,3,18939610,2,599,674,47,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,16932,2,1,8,17,1980,1,18939608,1,650,632,54,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,16941,2,1,9,2,1980,2,18939609,2,659,599,49,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,17060,2,1,2,27,1980,2,18939609,2,622,607,51,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,17165,2,1,9,3,1980,1,18939608,1,586,561,49,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,17166,1,1,9,6,1980,3,18939610,2,614,556,25,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,17167,2,1,9,8,1980,3,18939610,1,566,504,45,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,17168,1,1,9,8,1980,2,18939609,,520,492,53,189378,3,2,409
189396,1,35,0,0,7,0,93,0,507,17170,1,1,9,9,1980,1,18939608,2,549,495,45,189396,3,2,408
189396,1,35,0,0,7,0,93,0,507,17173,2,1,9,11,1980,2,18939609,2,532,563,49,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,17437,2,1,1,6,1980,1,18939611,2,650,659,46,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,17460,1,1,7,10,1980,2,18939609,,499,499,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,17557,2,1,2,12,1980,2,18939609,2,562,561,50,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,18106,2,1,9,1,1980,2,18939609,2,,,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,18117,2,1,1,7,1979,1,18939611,1,650,620,49,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,18198,2,1,2,28,1980,2,18939609,2,643,596,49,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,18478,2,1,4,13,1979,1,18939611,1,,,,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,19812,1,2,4,7,1980,2,18939609,2,611,599,51,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,19813,1,1,6,4,1980,3,18939610,1,608,,34,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,19835,2,1,3,23,1980,1,18939611,1,569,565,48,189396,3,2,411
189396,1,35,0,0,7,0,93,0,507,19974,1,1,8,17,1980,3,18939610,2,,,,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,20842,1,,10,1,1980,3,18939610,1,669,674,50,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,21041,1,1,10,24,1978,3,18939610,1,,,48,189396,3,2,410
189396,1,35,0,0,7,0,93,0,507,21343,2,1,4,27,1980,2,18939609,1,568,599,52,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,21373,2,1,9,7,1980,2,18939609,1,622,593,,189396,3,2,409
189396,1,35,0,0,7,0,93,0,507,21536,1,1,2,14,1980,3,18939610,1,604,587,49,189396,3,2,410
189396,1,39,0,0,5,0,95,0,495,10769,1,1,9,2,1979,3,18939614,1,,,,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,10918,1,1,8,25,1978,1,18939613,2,626,616,46,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,10985,1,1,11,24,1978,1,18939615,1,,,48,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,11348,2,1,2,1,1979,2,18939612,1,573,599,55,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,11605,1,1,4,21,1979,3,18939614,1,536,540,41,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,11970,2,1,8,27,1979,1,18939615,2,,,50,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,12309,2,1,11,3,1979,1,18939615,2,702,663,45,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,12314,1,1,10,1,1979,1,18939613,2,665,651,45,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,12317,1,1,10,8,1979,3,18939614,2,602,608,56,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,12320,2,1,10,21,1979,2,18939612,2,641,606,48,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,12651,1,1,11,9,1979,2,18939612,2,665,684,41,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,12904,2,1,12,18,1979,1,18939615,2,702,678,50,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,12906,1,1,12,28,1979,2,18939612,2,608,612,49,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,12908,2,2,11,9,1979,3,18939614,1,602,571,53,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,12910,1,1,11,24,1979,2,18939612,2,644,626,46,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,12911,1,1,11,30,1979,1,18939615,2,636,663,46,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,14045,1,1,2,15,1980,3,18939614,2,588,601,52,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,14046,2,1,2,16,1980,2,18939612,2,597,586,54,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,14054,1,1,1,14,1980,2,18939612,1,562,580,44,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,14638,1,2,3,3,1980,1,18939613,1,,,,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,14662,2,1,2,28,1980,2,18939612,2,670,645,53,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,14664,1,1,2,29,1980,3,18939614,1,,,42,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,15078,1,1,3,2,1980,3,18939614,2,657,672,40,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,15082,1,1,4,15,1980,2,18939612,2,599,583,46,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,15096,2,1,3,30,1981,1,18939613,2,641,672,52,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15098,1,1,4,10,1980,1,18939615,2,641,645,48,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,15459,2,1,4,9,1980,1,18939613,2,629,610,48,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15463,1,2,4,16,1980,1,18939615,1,610,626,,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,15468,1,1,4,24,1980,2,18939612,2,626,639,53,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,15809,1,1,5,8,1980,1,18939613,2,657,663,53,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15810,2,1,5,9,1980,1,18939613,2,713,672,52,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15811,1,1,5,11,1980,1,18939613,1,616,636,,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15812,2,1,5,12,1980,3,18939614,2,575,526,50,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,15815,1,1,5,16,1980,1,18939615,2,641,684,50,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,15816,1,1,5,16,1980,1,18939613,2,610,596,54,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15819,2,1,5,18,1980,1,18939613,2,620,648,50,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,15821,2,1,5,22,1980,3,18939614,1,602,556,51,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,15855,1,1,6,26,1980,2,18939612,1,636,639,45,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,16180,2,1,6,4,1980,3,18939614,2,622,588,50,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16190,1,1,6,23,1980,1,18939615,1,,,53,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,16199,1,1,7,24,1980,1,18939615,2,641,667,48,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,16575,1,2,7,3,1980,3,18939614,1,633,606,50,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16579,2,1,7,8,1980,3,18939614,1,629,634,,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16581,1,1,7,9,1980,3,18939614,2,587,567,53,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16720,2,1,8,17,1980,3,18939614,1,583,552,51,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16931,1,1,8,17,1980,3,18939614,2,622,624,45,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,16932,2,1,8,17,1980,1,18939613,1,702,672,53,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,16941,2,1,9,2,1980,2,18939612,2,680,639,51,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,17060,2,1,2,27,1980,2,18939612,2,612,618,51,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,17165,2,1,9,3,1980,1,18939613,2,610,608,,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,17166,1,1,9,6,1980,3,18939614,2,587,593,50,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,17167,2,1,9,8,1980,3,18939614,1,585,531,49,189396,3,3,414
189396,1,39,0,0,5,0,95,0,495,17168,1,1,9,8,1980,2,18939612,2,,,52,189378,3,3,412
189396,1,39,0,0,5,0,95,0,495,17170,1,1,9,9,1980,1,18939613,2,,,51,189396,3,3,413
189396,1,39,0,0,5,0,95,0,495,17173,2,1,9,11,1980,2,18939612,2,564,576,50,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,17437,2,1,1,6,1980,1,18939615,2,675,691,46,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,17557,2,1,2,12,1980,2,18939612,2,588,586,48,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,18106,2,1,9,1,1980,2,18939612,,580,573,,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,18117,2,1,1,7,1979,1,18939615,1,629,691,43,189396,3,3,415
189396,1,39,0,0,5,0,95,0,495,18198,2,1,2,28,1980,2,18939612,2,641,620,53,189396,3,3,412
189396,1,39,0,0,5,0,95,0,495,18354,2,2,4,1,1979,2,18939612,,600,574,,189396,3,3,412
