grp,cohes,lead,hrs,wbeing
AQ,3.25,1.9090909,14,2.0
AQ,2.875,2.090909,12,2.0555556
AQ,3.5,2.909091,10,3.6111112
AQ,2.0,2.4545455,12,3.6111112
AQ,3.0,3.7272727,9,3.8888888
AQ,3.125,2.8181818,10,1.0555556
AQ,2.5,2.1818182,12,2.7222223
AQ,3.625,3.909091,9,2.1666667
AQ,2.75,2.7272727,12,2.0
AQ,1.0,2.0,12,3.2222223
AQ,3.125,2.7272727,10,1.8888888
AQ,2.0,2.6666667,10,3.3333333
AQ,3.75,2.909091,11,2.8888888
AQ,3.125,2.0,11,2.1111112
AQ,2.875,2.6363637,9,1.1666666
AQ,3.75,2.5454545,11,3.5
AQ,2.5,3.4,12,2.7777777
AQ,2.25,2.2727273,9,2.7222223
AQ,2.875,3.1818182,12,3.2222223
AQ,3.0,2.7272727,6,1.6666666
AQ,4.0,3.5454545,12,1.7777778
AQ,3.5,3.7272727,12,3.7777777
AQ,2.5,2.1818182,10,3.2222223
AQ,3.142857,2.1818182,8,2.6666667
AQ,3.5,2.1818182,16,2.3888888
AQ,2.875,3.2727273,12,3.0
AQ,4.0,3.909091,9,3.8333333
AQ,3.375,3.6363637,8,3.7222223
AQ,2.25,2.090909,10,2.3888888
AQ,3.875,2.6363637,12,1.8333334
AQ,3.625,3.090909,9,3.2777777
AQ,3.0,3.0,12,2.3888888
AQ,2.125,2.5454545,9,3.4444444
AQ,2.25,2.1111112,8,4.2777777
AQ,4.0,3.1818182,8,2.4444444
AQ,2.0,3.1666667,11,2.3888888
AQ,4.0,3.090909,8,2.3333333
AQ,3.25,3.2727273,8,3.4444444
AQ,3.375,3.4545455,8,2.6111112
AQ,4.375,3.909091,8,4.6666665
AQ,3.625,3.090909,8,3.1111112
AQ,4.0,4.090909,8,3.4444444
AQ,3.125,3.5454545,9,3.2777777
AQ,3.5,4.3636365,8,4.0555553
AQ,3.0,4.0,9,4.1666665
AQ,4.0,3.6363637,9,4.2222223
AQ,3.625,4.2727275,8,2.9444444
AQ,2.75,3.2727273,11,3.4444444
AQ,3.0,3.7272727,9,3.3333333
AQ,3.625,3.3636363,9,3.0
AQ,3.5,4.5454545,10,4.4444447
AQ,3.75,3.7272727,8,3.8888888
AQ,3.5,3.7272727,10,3.6111112
AQ,3.25,3.6666667,11,3.4444444
AQ,3.125,3.4545455,10,2.7777777
AQ,3.125,3.090909,10,2.8333333
AQ,3.0,2.6363637,10,2.3888888
AQ,3.5,3.3636363,9,4.0
AQ,3.625,4.181818,12,3.5
AQ,2.0,2.3333333,10,3.4444444
AQ,3.0,3.8181818,9,4.611111
AQ,3.5,3.909091,8,3.5
AQ,3.5714285,3.3636363,8,3.0555556
AQ,4.0,4.0,10,3.0555556
AQ,3.75,3.6363637,8,3.8333333
AQ,3.125,3.8181818,10,4.2777777
AQ,4.125,3.8181818,8,2.5
AQ,1.875,3.3636363,10,3.2222223
AQ,3.5,4.0,11,4.3333335
AQ,3.0,3.5,10,2.8333333
AQ,3.75,3.6,10,2.7058823
AQ,4.125,2.7272727,10,3.0555556
AQ,4.0,2.6666667,11,2.8888888
AQ,4.125,3.8,8,2.8333333
AR,3.0,3.6666667,12,3.3888888
AR,2.0,3.3333333,12,3.5555556
AR,3.0,4.0,12,4.4444447
AR,2.0,4.1666665,12,4.0
AR,4.5,4.181818,12,3.3888888
AR,3.25,2.909091,9,2.6666667
AR,2.375,1.7272727,10,1.0555556
AR,2.125,2.090909,12,2.7777777
AR,3.125,1.0,12,0.5
AR,3.0,3.5,8,4.5555553
AR,2.125,2.8181818,11,3.5555556
AR,3.125,3.0,8,2.3333333
AR,1.5,3.6666667,12,3.6666667
AR,2.0,2.3333333,13,3.7777777
AR,2.25,2.4545455,12,2.0555556
AR,3.5,3.1818182,8,1.8888888
AR,3.0,3.6666667,9,2.7222223
AR,2.125,2.1818182,12,2.2777777
AR,4.5,4.090909,15,3.0
AR,2.875,3.2727273,10,3.3333333
AR,2.0,3.3333333,14,2.7222223
AR,3.0,2.4545455,9,1.6666666
AR,4.375,4.4545455,12,3.8333333
AR,2.0,3.8333333,10,3.7777777
AR,3.25,3.8181818,10,2.5
AR,1.8571428,2.0,10,4.0555553
AR,3.5,4.5,18,3.2941177
AR,3.625,3.090909,12,2.8333333
AR,1.25,2.8181818,18,3.5555556
AR,3.0,3.6666667,12,3.6111112
AR,2.25,3.0,14,0.6666667
AR,3.0,3.909091,8,3.5294118
AR,3.5,3.8181818,13,3.8823528
AR,3.0,3.8333333,13,0.2777778
AS,1.875,2.090909,12,2.8333333
AS,4.125,2.1818182,12,3.3333333
AS,2.875,2.7272727,12,3.1111112
AS,3.0,2.5454545,13,2.7222223
AS,3.0,2.6666667,10,1.5555556
AS,3.375,1.8181819,12,3.0
AS,3.625,2.1818182,8,3.3888888
AS,3.625,2.6363637,12,2.5
AS,2.375,1.4545455,11,2.9444444
AS,2.0,1.1818181,10,3.4444444
AS,1.875,1.4545455,13,2.1666667
AS,3.875,3.7272727,13,4.0
AS,2.5,2.090909,13,2.0555556
AS,2.375,2.7272727,12,2.0555556
AS,3.125,2.8181818,9,2.9444444
AS,1.0,1.0909091,12,3.7777777
AS,1.625,1.7272727,13,3.3333333
AS,3.625,3.090909,12,3.6111112
AS,1.75,1.7272727,11,2.0
AS,4.0,3.6,12,3.8888888
AS,3.0,3.3333333,9,2.3888888
AS,3.5,3.6666667,12,2.8888888
AS,3.5,2.909091,12,4.388889
AS,3.25,2.6363637,12,2.5
AS,2.375,3.6363637,11,3.3888888
AS,3.25,3.3636363,12,3.3888888
AS,4.0,3.8181818,12,3.6666667
AS,1.5,2.6363637,14,2.2222223
AS,1.375,1.4545455,12,1.2777778
AS,1.625,1.7272727,10,3.6111112
AS,1.875,1.0,9,2.2666667
AS,3.625,3.0,13,3.7222223
AS,2.6666667,3.0,12,3.1111112
AS,2.125,1.4545455,11,2.5555556
AS,3.0,2.4545455,10,1.7222222
AS,2.0,3.0,8,4.111111
AS,2.0,3.0,10,2.2777777
AS,2.75,3.1818182,12,2.2222223
AS,3.0,2.9,12,2.3888888
AS,3.625,3.0,12,4.2777777
AS,2.75,3.3636363,10,2.5
AS,4.0,1.8333334,11,3.4444444
AS,2.5,2.8333333,16,2.5555556
AS,1.4,2.5,14,3.5
AS,1.0,1.6666666,10,1.8333334
AS,3.5,3.2,12,2.2222223
AS,2.25,2.7272727,12,2.7222223
AS,1.5,3.0,14,2.8333333
AS,3.0,3.4545455,9,4.111111
AS,2.0,2.3333333,12,3.0555556
AS,3.0,3.0,11,4.8333335
AS,1.625,2.5454545,10,4.111111
AS,2.0,2.4545455,14,2.1111112
AS,3.0,3.2727273,9,2.7222223
AS,3.625,3.7272727,13,3.3888888
AS,3.3333333,4.0,10,3.5555556
AS,3.125,2.2727273,8,3.0555556
AS,3.25,3.2727273,16,3.1111112
AT,2.5,4.0,12,4.0555553
AT,1.5,2.1818182,14,2.5555556
AT,1.25,1.2727273,10,3.4444444
AT,1.125,1.0,15,1.5555556
AT,3.75,2.6363637,12,2.1111112
AT,3.5,2.8333333,13,1.2777778
AT,2.875,2.5454545,17,2.6666667
AT,3.625,3.6363637,12,2.5
AT,3.0,2.4545455,14,3.0588236
AT,3.75,3.090909,10,2.5882354
AT,1.0,3.0,18,2.8888888
AT,2.0,3.0,10,4.2222223
AT,3.125,3.4545455,11,3.5
AT,2.0,2.5,16,2.4444444
AT,3.875,3.5454545,18,3.4444444
AT,3.125,2.4545455,12,3.6666667
AT,3.0,2.6666667,10,3.2777777
AT,3.5,1.5454545,10,2.8888888
AT,1.0,2.0,12,2.5555556
AT,3.5,3.5,13,4.111111
AT,3.0,2.3333333,14,1.7777778
AT,1.75,1.9090909,12,1.0
AT,3.625,2.6363637,12,3.8333333
AT,4.0,3.0,16,2.4444444
AT,2.875,2.909091,9,2.1666667
AT,2.75,1.7272727,10,1.3333334
AT,1.0,1.5,12,1.8888888
AT,2.125,2.4545455,16,2.1111112
AT,2.375,2.909091,13,3.6666667
AT,2.0,1.8181819,14,1.8888888
AT,3.125,2.3636363,10,3.1111112
AT,1.0,2.25,23,3.7777777
AT,2.375,2.909091,16,2.3888888
AT,2.375,2.090909,9,3.6666667
AT,3.0,1.9090909,12,3.4444444
AU,4.5,4.5454545,8,3.5555556
AU,3.0,3.1666667,14,3.5882354
AU,3.125,1.7272727,14,3.7222223
AU,2.75,3.4545455,15,2.9444444
AU,2.0,3.5,8,3.8888888
AU,3.375,3.7272727,12,3.0555556
AU,3.0,3.0,14,3.1666667
AU,3.625,2.7272727,18,1.9444444
AU,2.625,2.4545455,11,2.1666667
AU,3.625,2.1818182,10,1.7222222
AU,4.0,4.0,13,3.7222223
AU,3.75,3.1818182,13,2.2777777
AU,2.0,3.5,13,2.5555556
AU,3.625,3.4545455,12,4.0
AU,2.75,2.5454545,15,2.9444444
AU,3.0,1.8333334,11,1.6666666
AU,5.0,3.0,16,1.3888888
AU,3.5,2.6363637,10,2.7222223
AU,3.0,2.6666667,14,2.5
AU,1.0,3.0,14,2.1666667
AU,5.0,5.0,10,3.9444444
AU,3.25,3.090909,9,3.4444444
AU,3.875,3.0,9,3.1111112
AU,4.375,4.090909,10,4.5555553
AU,3.0,3.8333333,10,1.6470588
AU,3.5,2.909091,10,2.9444444
AU,4.875,2.909091,11,2.9444444
AU,3.5,3.3333333,11,3.0555556
AU,4.0,2.3333333,12,2.1666667
AU,3.5,4.1666665,10,4.111111
AU,4.125,3.4545455,12,2.5555556
AU,4.0,2.6666667,14,2.3888888
AU,3.125,3.1818182,9,2.2777777
AU,2.625,4.0,9,2.0
AU,3.5,3.0,12,1.5555556
AU,3.375,2.090909,11,4.0555553
AU,2.75,2.5454545,12,1.4444444
AU,4.75,4.818182,12,3.1666667
AU,3.5,3.5,9,2.7222223
AU,3.0,3.0,12,1.6666666
AU,3.75,3.5454545,10,2.2222223
AU,3.5,2.8,12,2.7777777
AV,3.625,2.3636363,8,2.6111112
AV,2.25,3.090909,13,3.3888888
AV,3.75,3.5555556,8,3.5882354
AV,4.0,3.8333333,8,3.6111112
AV,3.4285715,3.6363637,11,3.1666667
AV,3.25,3.6363637,10,3.5
AV,4.125,4.181818,10,4.611111
AV,1.5,3.6666667,12,3.4444444
AV,3.25,2.909091,12,1.4444444
AV,2.75,3.8181818,10,4.0555553
AV,2.5,3.3333333,14,3.6666667
AV,4.125,3.090909,12,3.5
AV,4.125,3.090909,11,3.1666667
AV,4.0,3.3333333,11,3.4444444
AV,3.5,2.8333333,10,3.0
AV,4.0,3.0,11,2.6666667
AV,5.0,4.7272725,10,4.5
AV,2.75,2.8,12,2.5555556
AV,2.375,2.3636363,11,2.6111112
AV,1.75,3.2727273,11,2.7222223
AV,2.0,3.0,10,4.388889
AV,2.375,2.8181818,10,1.8888888
AV,2.875,2.2727273,12,2.0555556
AV,3.25,2.4545455,14,0.6111111
AV,3.5,3.6363637,12,3.6666667
AV,1.75,1.5454545,13,3.5555556
AV,3.875,3.8181818,11,3.5555556
AV,2.375,3.5454545,11,4.7222223
AV,3.0,2.8333333,12,2.7777777
AV,2.0,2.8333333,10,2.3333333
AV,1.5,3.6666667,13,4.2222223
AV,2.375,1.9090909,12,1.9444444
AV,2.5,2.5,12,3.3333333
AV,1.625,3.090909,8,3.3888888
AV,1.875,1.5454545,13,0.88235295
AV,2.375,2.4545455,13,1.3888888
AV,3.875,3.090909,12,2.7777777
AV,4.125,3.090909,12,3.9444444
AV,3.5,2.7272727,14,2.7777777
AV,4.0,3.6363637,12,3.4444444
AV,2.875,3.090909,14,3.1111112
AV,3.75,2.909091,13,3.4444444
AV,3.375,3.2,12,2.8333333
AV,2.875,2.909091,14,3.1666667
AV,4.125,3.6363637,10,2.6111112
AV,3.0,3.6666667,14,1.8888888
AV,3.625,1.4545455,11,2.5555556
AV,4.125,2.8181818,12,2.2222223
AW,3.0,3.0,10,2.8888888
AW,3.0,3.1666667,11,3.2777777
AW,2.25,2.1818182,10,1.5882353
AW,3.875,3.6363637,11,3.3333333
AW,3.0,3.6363637,11,4.7222223
AW,3.0,3.6363637,9,3.7222223
AW,3.5,3.6363637,9,3.4444444
AW,3.625,3.090909,12,2.5555556
AW,2.5,3.0,11,2.5
AW,3.375,3.5454545,10,3.3333333
AW,4.125,3.8181818,10,2.3333333
AW,4.0,4.4545455,12,1.4444444
AW,4.375,4.090909,9,4.111111
AW,2.5,3.5,12,2.4444444
AW,2.875,2.909091,12,4.1666665
AW,3.25,3.5454545,11,3.2222223
AW,3.5,3.0,10,2.8333333
AW,2.875,2.8181818,11,2.5
AW,3.625,2.5454545,11,2.1111112
AW,3.5,2.909091,10,3.5
AW,3.5,4.5,10,4.9444447
AW,3.0,3.1666667,10,3.3333333
AW,2.875,2.2727273,11,4.0
AW,2.25,3.2727273,11,1.5
AW,4.0,3.6666667,11,3.5
AW,3.0,2.909091,12,3.5555556
AW,2.5,2.8181818,11,2.6111112
AW,3.25,2.909091,11,3.7777777
AW,3.125,2.8181818,11,2.5555556
AW,3.0,2.8333333,13,3.8888888
AW,4.0,4.0,11,2.9444444
AX,3.0,3.0,12,2.8235295
AX,3.875,3.3636363,10,1.8333334
AX,2.875,2.7272727,13,2.7777777
AX,3.375,3.090909,11,2.8333333
AX,1.5,1.4545455,12,2.6666667
AX,3.5,4.5454545,12,3.9444444
AX,4.0,4.5,12,3.6666667
AX,3.125,2.5454545,11,3.0
AX,3.0,3.1818182,9,2.6666667
AX,4.25,4.5454545,14,4.1666665
AX,2.75,2.1818182,12,3.6111112
AX,3.142857,3.0,12,2.2777777
AX,3.5,3.5454545,12,2.9444444
AX,4.0,2.7272727,14,1.9444444
AX,2.875,2.3636363,12,2.0
AX,3.375,1.7272727,9,2.1666667
AX,2.75,2.2727273,9,2.5555556
AX,2.875,3.090909,14,3.7222223
AX,3.5,2.0,12,3.1666667
AX,3.125,3.8181818,9,4.0555553
AX,3.625,2.5454545,12,2.6111112
AX,2.75,3.090909,11,1.4444444
AX,2.75,3.0,13,1.5555556
AX,2.75,2.5454545,11,2.7777777
AX,3.375,3.2727273,12,3.4444444
AX,3.0,3.5454545,12,2.2222223
AX,3.5,3.4545455,6,2.4444444
AX,2.125,2.6363637,11,0.9444444
AX,3.875,3.909091,14,1.4444444
AX,1.5,1.8181819,8,3.1666667
AX,3.5,2.8333333,13,3.3333333
AX,3.625,2.4545455,12,2.4444444
AX,4.0,2.5454545,12,2.3888888
AX,2.75,2.909091,12,2.1111112
AX,4.25,3.1818182,12,2.1666667
AX,4.0,4.0,9,3.4444444
AX,2.375,3.2727273,12,2.2222223
AX,2.25,2.7272727,14,1.7222222
AX,4.25,3.9,12,2.8333333
AX,2.142857,2.5454545,12,2.3333333
AX,2.625,2.3636363,12,2.7777777
AX,3.5,3.0,12,1.7222222
AX,2.125,1.7272727,10,0.8888889
AX,3.625,3.0,10,1.4444444
AX,4.125,4.4545455,10,4.5
AX,2.375,1.6363636,13,3.0555556
AX,2.375,2.909091,12,2.1111112
AX,2.875,2.6363637,12,2.6666667
AX,4.0,2.8181818,11,3.2777777
AX,5.0,3.1666667,12,3.3888888
AX,2.0,2.3636363,12,2.5
AX,3.25,2.6363637,12,1.8333334
AX,1.625,2.3636363,16,2.2777777
AX,3.5,3.3636363,10,4.7777777
AX,2.875,3.1818182,12,2.8888888
AX,3.375,3.1818182,13,1.7222222
AX,4.125,3.8181818,12,3.1666667
AX,2.75,1.5454545,8,2.8333333
AX,2.625,2.909091,13,2.6666667
AX,2.5714285,2.4444444,10,1.4444444
AX,2.125,3.4545455,12,3.5
AX,4.0,3.7272727,10,2.5
AX,3.0,3.0,12,2.9444444
AX,4.0,3.2,12,3.0555556
AX,2.375,2.5555556,14,3.4444444
AX,3.625,3.3,12,2.6111112
AX,3.125,3.8181818,12,3.9444444
AX,2.875,1.7272727,11,4.111111
AX,3.5,2.7,13,2.2222223
AX,2.25,2.2727273,14,2.9444444
AX,2.625,2.1818182,10,2.2222223
AX,4.625,4.181818,12,2.8888888
AX,2.0,3.8333333,9,3.3333333
AX,2.75,3.0,12,2.3333333
AX,3.2,2.8333333,14,2.0555556
AX,3.375,2.6363637,13,2.0555556
AX,4.5,3.1666667,13,3.3888888
AX,2.875,2.6363637,12,2.8333333
AX,3.5,3.1818182,12,2.9444444
AX,2.125,3.0,12,3.0555556
AX,1.5,3.7272727,11,2.9444444
AX,4.25,3.7272727,12,2.6111112
AX,3.125,3.2727273,12,2.7222223
AX,3.5,3.090909,10,3.5555556
AX,2.0,1.9090909,12,1.2222222
AX,4.142857,5.0,11,3.5
AX,3.0,3.5454545,16,2.5
AX,2.5,2.3333333,12,1.7777778
AX,3.5714285,3.2,10,3.6666667
AX,3.75,2.909091,11,1.7222222
AX,1.5,2.4545455,11,1.3333334
AX,4.375,2.1818182,13,1.6666666
AX,3.25,2.1111112,14,1.3333334
AX,3.625,3.3636363,10,2.8888888
AX,3.0,2.6363637,10,2.2777777
AX,2.875,2.2727273,12,2.5
AX,2.0,2.5454545,10,2.2222223
AX,1.75,2.3636363,12,1.4444444
AX,2.125,2.4545455,12,2.8333333
AY,3.375,2.5454545,12,2.9444444
AY,4.25,3.5454545,8,4.1666665
AY,3.0,3.1666667,14,2.0555556
AY,3.75,4.2727275,14,3.1111112
AY,2.125,1.7272727,12,0.5
AY,2.0,2.3636363,24,2.8888888
AY,3.625,2.8181818,13,1.6666666
AY,1.625,2.0,13,0.16666667
AY,3.75,4.090909,16,2.6666667
AY,2.75,3.2727273,24,0.6666667
AY,4.625,3.8181818,14,2.4444444
AY,4.375,3.6,14,2.6111112
AY,2.0,2.8333333,13,3.3333333
AY,3.75,3.5454545,12,2.3888888
AY,4.125,2.909091,12,2.5555556
AY,2.625,3.8181818,12,3.0555556
AY,4.0,3.6363637,12,3.8888888
AY,3.5,2.8181818,12,3.3333333
AY,2.375,2.2727273,20,2.1111112
AY,3.5,3.5454545,11,3.0
AY,3.875,3.5454545,14,2.1111112
AY,3.0,3.3636363,12,2.8333333
AY,3.5,2.7272727,19,0.7222222
AY,3.875,3.4545455,10,2.8333333
AY,3.75,2.4545455,13,1.5
AY,2.75,2.7272727,14,1.6111112
AY,3.875,3.7272727,9,3.0
AY,4.125,3.090909,10,3.7222223
AY,4.875,4.090909,12,3.7777777
AY,2.0,3.0,14,4.111111
AY,3.75,3.5454545,13,1.6111112
AY,2.5,3.0,13,2.0
AY,3.125,3.090909,13,2.8333333
AY,3.5,3.3636363,12,2.5555556
AY,2.875,3.0,14,2.6111112
AY,3.75,3.6363637,14,3.0
AY,4.0,3.909091,18,3.0555556
AY,3.25,3.1818182,13,3.3888888
AY,3.5,1.8181819,12,1.7222222
AY,3.0,3.2727273,12,3.3333333
AY,3.125,2.8181818,14,2.3888888
AY,3.5,4.0,13,2.9444444
AY,1.5,2.090909,14,3.8888888
AY,3.75,2.2727273,14,2.7777777
AY,3.25,3.6363637,15,3.0
AY,2.25,2.909091,12,3.6666667
AY,2.375,2.1818182,14,3.5
AY,2.25,2.7272727,12,2.1111112
AY,3.75,2.090909,12,2.8333333
AY,3.5,2.6363637,12,3.3333333
AY,2.875,2.6363637,12,3.8461537
AY,3.625,2.090909,18,3.2222223
AY,3.0,2.1818182,12,2.3333333
AY,3.625,2.7272727,12,4.0
AY,1.875,2.0,12,3.0
AY,2.625,1.1818181,12,2.5
AY,3.5,3.3636363,13,3.6666667
AY,1.25,2.8181818,13,2.9444444
AY,3.0,3.3333333,11,2.8888888
AY,2.0,3.3333333,15,1.8888888
AY,1.875,1.9090909,16,1.5555556
AY,4.625,3.090909,12,1.8333334
AY,4.375,2.6363637,12,1.7222222
AY,4.125,2.2727273,13,1.5555556
AY,4.625,3.3636363,12,3.2222223
AY,4.625,2.909091,12,3.2777777
AY,4.0,3.0,12,1.6111112
AY,4.0,3.1818182,12,3.6666667
AY,4.875,3.5454545,12,2.7777777
AY,1.75,1.3636364,24,1.3888888
AY,1.0,1.1818181,11,3.5
AY,4.0,3.7272727,12,2.3333333
AY,4.0,3.2727273,12,4.111111
AY,3.625,2.3636363,12,2.7222223
AY,4.625,3.909091,12,3.6111112
AY,3.25,3.6363637,12,2.3333333
AY,2.5,1.9090909,12,1.8333334
AY,3.25,2.909091,13,2.4444444
AY,3.5,3.1818182,12,4.0
AY,4.0,2.090909,12,1.0
AY,3.0,2.909091,8,3.4444444
AY,3.875,3.6363637,11,2.5
AY,3.5,2.1818182,12,3.1666667
AY,1.0,1.8181819,10,0.0
AY,3.0,3.090909,16,1.0
AY,2.875,2.2727273,11,2.1111112
AY,2.0,2.3333333,15,3.5
AY,2.0,1.0,12,0.16666667
AY,3.5,4.0,14,3.0
AY,2.125,3.5454545,12,3.3333333
AY,2.875,3.0,13,2.5
AY,3.5,3.090909,16,1.8333334
AZ,1.8333334,3.0,12,2.0555556
AZ,2.875,3.3636363,11,3.5555556
AZ,3.625,3.3636363,10,3.0
AZ,3.375,3.1818182,14,3.2222223
AZ,2.125,2.7272727,13,2.6666667
AZ,3.25,3.0,12,2.6666667
AZ,4.375,3.3636363,12,3.7222223
AZ,4.5,4.6363635,10,3.7777777
AZ,3.125,2.8181818,10,2.1111112
AZ,3.5,3.090909,14,3.8333333
AZ,3.25,3.4545455,8,3.8333333
AZ,4.5,4.090909,9,4.2777777
AZ,2.625,2.909091,12,2.7777777
AZ,3.125,3.1,18,2.5
AZ,3.0,2.8333333,12,3.5
AZ,3.75,2.7272727,12,2.4444444
AZ,4.0,3.6666667,14,3.2777777
AZ,3.875,2.4545455,12,1.1666666
AZ,3.75,1.9090909,14,2.5
AZ,4.75,3.4545455,14,3.2222223
AZ,2.875,3.0,12,4.0
AZ,3.875,3.7272727,9,3.3888888
AZ,3.125,3.090909,10,3.7222223
AZ,3.5,4.0,13,3.7222223
AZ,4.0,3.5,15,4.4444447
AZ,1.0,2.6666667,11,0.3888889
AZ,2.375,2.3636363,15,1.1111112
AZ,3.0,2.3333333,13,4.2777777
AZ,4.75,4.0,13,3.0555556
AZ,5.0,4.0,11,4.0
AZ,3.0,2.6666667,13,3.7222223
AZ,3.875,3.4545455,12,1.9444444
AZ,4.125,4.090909,13,3.2777777
AZ,2.0,3.8333333,12,3.5555556
AZ,4.0,4.0,15,3.0555556
AZ,4.375,2.2727273,10,0.9444444
AZ,3.0,3.0,15,2.4444444
AZ,3.25,3.090909,9,3.5
AZ,3.0,2.7272727,13,2.7222223
AZ,4.0,4.090909,10,3.8333333
AZ,3.5,3.0,10,1.8333334
AZ,2.75,2.4545455,10,1.1111112
AZ,3.75,4.2727275,11,4.2222223
AZ,4.0,4.181818,12,4.3333335
AZ,2.0,2.8333333,12,3.3888888
AZ,3.0,1.4545455,10,2.4444444
AZ,2.25,3.1818182,15,2.6111112
AZ,3.5,3.8181818,12,2.8888888
AZ,4.0,3.7272727,10,2.6666667
AZ,3.0,3.1818182,13,4.1666665
AZ,3.5,2.090909,13,2.1176472
AZ,2.5,4.3333335,12,2.3333333
AZ,3.5,4.2727275,9,3.8888888
AZ,3.625,3.6,14,2.4444444
AZ,2.375,3.090909,13,1.9444444
AZ,3.25,2.7272727,11,2.4285715
AZ,2.875,2.3636363,12,2.8333333
AZ,3.5,1.8181819,14,2.0555556
AZ,3.0,2.7272727,12,2.7222223
AZ,1.0,1.4545455,10,3.0555556
AZ,2.0,4.0,16,2.7777777
AZ,1.0,3.8333333,12,2.3888888
AZ,2.125,3.0,13,4.5555553
AZ,3.0,1.9090909,9,1.3888888
AZ,4.0,3.5,10,2.4117646
AZ,4.875,3.8181818,12,2.5
AZ,3.5,3.1666667,14,2.0555556
AZ,3.875,3.1818182,12,3.2222223
AZ,4.25,5.0,8,5.0
AZ,4.0,3.7,14,3.9444444
AZ,2.0,2.8333333,19,2.1764705
AZ,2.5,3.5,13,1.3888888
AZ,2.0,2.6666667,14,3.1666667
AZ,2.875,1.5454545,14,1.7222222
AZ,2.625,2.5454545,12,2.7777777
AZ,3.0,4.0,12,3.1666667
AZ,2.75,3.3636363,13,1.3888888
AZ,3.75,2.7272727,12,2.6666667
AZ,4.0,3.2727273,10,4.1666665
AZ,3.625,3.7272727,10,3.1111112
AZ,4.625,4.0,12,3.4117646
AZ,3.125,3.2727273,13,2.2222223
AZ,3.625,3.1818182,11,3.0
AZ,1.5,2.5,15,2.0555556
AZ,3.75,3.1818182,10,3.2222223
Aa,3.5,4.0,14,2.6111112
Aa,1.0,2.3333333,12,3.5555556
Aa,4.25,3.8181818,14,3.5555556
Aa,2.7142856,3.5454545,14,2.8888888
Aa,3.625,2.5454545,11,3.6111112
Aa,3.375,2.3636363,11,3.0555556
Aa,1.25,2.3,12,1.8888888
Aa,4.25,1.8181819,15,1.2777778
Aa,4.0,3.0,24,1.8333334
Aa,2.0,3.3333333,12,3.7777777
Aa,3.5,1.9090909,15,0.3888889
Aa,1.0,1.0,12,0.7777778
Aa,2.375,2.3636363,12,2.3888888
Aa,2.75,2.1818182,10,1.6666666
Aa,3.125,2.6,13,2.3333333
Aa,3.75,2.5454545,12,2.2222223
Aa,2.142857,1.3636364,11,1.9444444
Aa,3.125,2.2727273,11,3.3333333
Aa,3.625,3.2727273,12,3.7777777
Aa,4.0,3.1818182,11,3.1111112
Aa,3.5,1.5,12,2.5
Aa,3.125,2.909091,11,2.4444444
Aa,3.75,3.3636363,12,1.7777778
Aa,4.125,2.4545455,13,1.7777778
Aa,2.75,2.5454545,12,1.6111112
Aa,3.625,3.1818182,15,3.0555556
Aa,2.75,3.8181818,10,3.0555556
Aa,2.875,2.5454545,12,1.5
Aa,2.5,2.909091,10,0.9444444
Aa,3.875,2.3636363,11,2.5555556
Aa,3.875,4.2727275,11,2.8333333
Aa,4.125,3.1818182,11,3.7222223
Aa,3.5,3.0,12,2.3888888
Aa,3.25,3.1818182,11,3.2777777
Aa,3.875,3.090909,11,2.7058823
Aa,4.0,3.0,14,2.2222223
Aa,3.375,1.9090909,13,1.9444444
Aa,5.0,1.0,14,1.8333334
Aa,4.0,1.6363636,11,2.0555556
Aa,4.0,3.090909,11,3.1111112
Aa,3.625,3.1818182,12,3.5555556
Aa,4.125,2.6363637,11,3.0
Aa,4.0,3.8333333,12,3.7222223
Aa,4.625,1.2727273,15,2.0
Aa,3.25,1.8181819,12,1.6666666
Aa,3.875,3.0,15,2.0555556
Aa,3.75,3.0,12,2.6666667
Aa,3.75,2.4545455,11,3.2222223
Aa,4.0,3.8333333,12,3.2222223
Ab,3.0,2.6363637,10,2.3333333
Ab,2.3333333,1.8181819,10,2.9444444
Ab,3.375,2.909091,13,3.6111112
Ab,4.375,3.909091,9,4.7222223
Ab,1.25,1.9090909,11,2.0
Ab,3.5,2.3636363,11,3.0555556
Ab,2.0,2.0,10,2.7222223
Ab,3.0,2.4545455,11,4.888889
Ab,3.0,3.0,10,2.6666667
Ab,1.3333334,1.0,12,3.2222223
Ab,2.875,2.7272727,10,2.3888888
Ab,3.375,2.5454545,12,3.4444444
Ab,2.5,2.8181818,10,2.7222223
Ab,2.375,1.1818181,11,3.7222223
Ab,3.75,3.8181818,11,3.2777777
Ab,3.125,2.909091,11,3.5
Ab,3.375,2.1818182,12,2.0
Ab,3.5,2.5,12,2.3333333
Ab,4.375,2.6363637,9,3.0555556
Ab,3.0,2.8181818,11,1.5
Ab,3.625,2.5454545,12,2.7777777
Ab,3.875,1.6363636,11,1.1666666
Ab,4.375,3.7272727,12,4.6666665
Ab,2.125,1.2727273,10,2.5
Ab,3.875,3.090909,10,3.5555556
Ab,2.375,3.4545455,10,3.1666667
Ab,3.25,1.4545455,10,2.9444444
Ab,2.125,2.7272727,10,2.5
Ab,3.5,3.2727273,11,3.7777777
Ab,2.875,2.1,10,1.7777778
Ab,3.25,1.3636364,10,2.6666667
