class,time,event,cons,male,cc,tv,cc_tv,school,_merge
415104,2,0,1,0,1,1,1,415,3
415104,3,1,1,1,1,1,1,415,3
415104,3,0,1,0,1,1,1,415,3
415104,3,0,1,0,1,1,1,415,3
415104,3,0,1,0,1,1,1,415,3
415105,3,0,1,0,1,1,1,415,3
415105,1,1,1,0,1,1,1,415,3
415105,2,0,1,0,1,1,1,415,3
415105,2,0,1,0,1,1,1,415,3
415105,2,1,1,0,1,1,1,415,3
415105,3,0,1,0,1,1,1,415,3
415105,3,0,1,0,1,1,1,415,3
415105,1,0,1,0,1,1,1,415,3
415105,1,1,1,1,1,1,1,415,3
415105,3,0,1,1,1,1,1,415,3
415105,2,1,1,1,1,1,1,415,3
505101,1,1,1,0,1,1,1,505,3
505101,2,1,1,1,1,1,1,505,3
505101,2,0,1,0,1,1,1,505,3
505101,1,1,1,0,1,1,1,505,3
505101,1,1,1,1,1,1,1,505,3
505101,1,1,1,0,1,1,1,505,3
505101,2,1,1,0,1,1,1,505,3
505101,2,0,1,0,1,1,1,505,3
505101,2,0,1,1,1,1,1,505,3
505101,2,0,1,0,1,1,1,505,3
505101,3,0,1,1,1,1,1,505,3
505101,3,0,1,0,1,1,1,505,3
505101,2,0,1,0,1,1,1,505,3
505101,1,0,1,1,1,1,1,505,3
505101,2,0,1,1,1,1,1,505,3
505101,2,0,1,1,1,1,1,505,3
505101,1,1,1,0,1,1,1,505,3
505101,2,0,1,0,1,1,1,505,3
505101,3,1,1,0,1,1,1,505,3
505101,3,0,1,0,1,1,1,505,3
505102,2,0,1,1,1,1,1,505,3
505102,2,1,1,0,1,1,1,505,3
505102,1,0,1,0,1,1,1,505,3
505102,2,0,1,1,1,1,1,505,3
505102,3,1,1,0,1,1,1,505,3
505102,2,0,1,1,1,1,1,505,3
505102,2,0,1,1,1,1,1,505,3
505102,2,0,1,0,1,1,1,505,3
505102,2,0,1,1,1,1,1,505,3
505102,2,0,1,0,1,1,1,505,3
505103,3,1,1,0,1,1,1,505,3
505103,3,0,1,0,1,1,1,505,3
505103,2,0,1,1,1,1,1,505,3
505103,1,1,1,1,1,1,1,505,3
505103,1,1,1,0,1,1,1,505,3
505103,2,1,1,0,1,1,1,505,3
505103,1,1,1,1,1,1,1,505,3
505103,3,0,1,0,1,1,1,505,3
505103,1,1,1,0,1,1,1,505,3
505103,3,0,1,0,1,1,1,505,3
505103,2,0,1,0,1,1,1,505,3
505103,1,1,1,0,1,1,1,505,3
505104,1,1,1,1,1,1,1,505,3
505104,1,0,1,0,1,1,1,505,3
505104,2,0,1,1,1,1,1,505,3
505104,1,0,1,1,1,1,1,505,3
505104,2,0,1,1,1,1,1,505,3
505104,2,0,1,1,1,1,1,505,3
505104,1,1,1,1,1,1,1,505,3
505104,2,0,1,0,1,1,1,505,3
505104,2,1,1,1,1,1,1,505,3
505104,1,1,1,1,1,1,1,505,3
505104,3,0,1,0,1,1,1,505,3
505104,3,0,1,1,1,1,1,505,3
505104,2,1,1,1,1,1,1,505,3
505104,2,0,1,0,1,1,1,505,3
505104,1,0,1,0,1,1,1,505,3
505105,2,0,1,0,1,1,1,505,3
505105,1,0,1,0,1,1,1,505,3
505105,1,0,1,0,1,1,1,505,3
505105,2,1,1,0,1,1,1,505,3
505105,2,0,1,0,1,1,1,505,3
505105,3,1,1,0,1,1,1,505,3
505105,3,1,1,0,1,1,1,505,3
505105,3,0,1,0,1,1,1,505,3
505105,2,0,1,1,1,1,1,505,3
505105,3,0,1,1,1,1,1,505,3
505105,2,0,1,1,1,1,1,505,3
505105,1,0,1,0,1,1,1,505,3
505105,3,0,1,0,1,1,1,505,3
505105,3,0,1,1,1,1,1,505,3
505105,1,0,1,0,1,1,1,505,3
505105,3,0,1,0,1,1,1,505,3
505105,2,0,1,0,1,1,1,505,3
505105,1,0,1,1,1,1,1,505,3
505105,2,0,1,0,1,1,1,505,3
505106,1,0,1,1,1,1,1,505,3
505106,1,0,1,1,1,1,1,505,3
505106,1,0,1,1,1,1,1,505,3
505106,3,0,1,0,1,1,1,505,3
505106,3,0,1,1,1,1,1,505,3
505106,2,0,1,0,1,1,1,505,3
505106,1,1,1,0,1,1,1,505,3
505106,2,0,1,0,1,1,1,505,3
505106,2,1,1,1,1,1,1,505,3
505106,1,1,1,1,1,1,1,505,3
505106,1,1,1,0,1,1,1,505,3
505106,1,1,1,0,1,1,1,505,3
505106,2,0,1,1,1,1,1,505,3
505106,1,1,1,1,1,1,1,505,3
505106,2,0,1,1,1,1,1,505,3
505106,3,0,1,0,1,1,1,505,3
505106,2,0,1,1,1,1,1,505,3
505107,3,0,1,0,1,1,1,505,3
505107,1,1,1,0,1,1,1,505,3
505107,2,1,1,1,1,1,1,505,3
505107,3,1,1,0,1,1,1,505,3
505107,1,1,1,1,1,1,1,505,3
505107,1,0,1,1,1,1,1,505,3
505107,2,0,1,0,1,1,1,505,3
505107,2,1,1,0,1,1,1,505,3
505107,3,0,1,1,1,1,1,505,3
505107,2,1,1,1,1,1,1,505,3
505107,1,1,1,1,1,1,1,505,3
505107,1,1,1,0,1,1,1,505,3
505107,2,0,1,1,1,1,1,505,3
506102,1,1,1,0,0,1,0,506,3
506102,3,0,1,0,0,1,0,506,3
506102,2,0,1,0,0,1,0,506,3
506102,3,0,1,0,0,1,0,506,3
506102,1,1,1,0,0,1,0,506,3
506102,1,0,1,0,0,1,0,506,3
506102,1,0,1,0,0,1,0,506,3
506103,3,1,1,1,0,1,0,506,3
506103,2,0,1,1,0,1,0,506,3
506103,1,0,1,1,0,1,0,506,3
506103,1,0,1,1,0,1,0,506,3
506103,3,0,1,1,0,1,0,506,3
506103,1,0,1,1,0,1,0,506,3
506103,2,0,1,0,0,1,0,506,3
506103,3,1,1,1,0,1,0,506,3
506103,3,0,1,1,0,1,0,506,3
506103,1,1,1,1,0,1,0,506,3
506105,2,0,1,0,0,1,0,506,3
506105,2,0,1,0,0,1,0,506,3
506105,2,0,1,0,0,1,0,506,3
506105,1,1,1,0,0,1,0,506,3
506105,2,0,1,0,0,1,0,506,3
506105,2,1,1,0,0,1,0,506,3
506105,1,1,1,0,0,1,0,506,3
506105,2,1,1,0,0,1,0,506,3
506105,2,1,1,0,0,1,0,506,3
506105,2,0,1,0,0,1,0,506,3
506105,3,1,1,0,0,1,0,506,3
506107,1,1,1,0,0,1,0,506,3
506107,3,0,1,0,0,1,0,506,3
506107,1,1,1,0,0,1,0,506,3
506107,3,0,1,0,0,1,0,506,3
506107,1,0,1,0,0,1,0,506,3
506107,2,0,1,0,0,1,0,506,3
506110,2,0,1,0,0,1,0,506,3
506110,2,0,1,0,0,1,0,506,3
506110,2,1,1,1,0,1,0,506,3
506110,1,0,1,0,0,1,0,506,3
506110,2,1,1,0,0,1,0,506,3
506110,1,1,1,1,0,1,0,506,3
506110,3,1,1,0,0,1,0,506,3
506110,1,0,1,0,0,1,0,506,3
506110,3,0,1,0,0,1,0,506,3
506110,3,0,1,0,0,1,0,506,3
506110,3,1,1,0,0,1,0,506,3
506110,3,0,1,0,0,1,0,506,3
506110,1,0,1,0,0,1,0,506,3
506110,2,0,1,0,0,1,0,506,3
506110,3,1,1,0,0,1,0,506,3
506111,2,0,1,1,0,1,0,506,3
506111,3,0,1,1,0,1,0,506,3
506111,2,1,1,1,0,1,0,506,3
506111,2,0,1,1,0,1,0,506,3
506111,2,1,1,1,0,1,0,506,3
506112,3,1,1,1,0,1,0,506,3
506112,3,0,1,1,0,1,0,506,3
506112,2,0,1,1,0,1,0,506,3
506112,3,1,1,1,0,1,0,506,3
506112,1,1,1,1,0,1,0,506,3
506113,2,1,1,0,0,1,0,506,3
506113,3,1,1,0,0,1,0,506,3
506114,1,0,1,0,0,1,0,506,3
506114,3,0,1,0,0,1,0,506,3
506114,3,0,1,0,0,1,0,506,3
506114,3,1,1,0,0,1,0,506,3
506114,3,0,1,1,0,1,0,506,3
506115,3,0,1,0,0,1,0,506,3
506116,1,1,1,1,0,1,0,506,3
506116,2,1,1,1,0,1,0,506,3
506116,1,1,1,1,0,1,0,506,3
506116,2,0,1,1,0,1,0,506,3
506116,3,0,1,1,0,1,0,506,3
506116,3,0,1,1,0,1,0,506,3
506116,3,0,1,1,0,1,0,506,3
507101,2,1,1,0,0,1,0,507,3
507101,2,0,1,1,0,1,0,507,3
507101,1,1,1,0,0,1,0,507,3
507101,1,0,1,0,0,1,0,507,3
507101,2,1,1,0,0,1,0,507,3
507101,2,0,1,1,0,1,0,507,3
507101,3,0,1,0,0,1,0,507,3
507101,2,0,1,0,0,1,0,507,3
507101,3,0,1,0,0,1,0,507,3
507101,2,0,1,1,0,1,0,507,3
507101,2,0,1,1,0,1,0,507,3
507101,2,0,1,0,0,1,0,507,3
507101,1,1,1,0,0,1,0,507,3
507101,3,0,1,0,0,1,0,507,3
507101,3,0,1,0,0,1,0,507,3
507101,1,1,1,1,0,1,0,507,3
507101,2,1,1,0,0,1,0,507,3
507101,1,0,1,0,0,1,0,507,3
507101,2,0,1,0,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,1,1,1,0,0,1,0,507,3
507102,1,0,1,0,0,1,0,507,3
507102,2,0,1,0,0,1,0,507,3
507102,1,0,1,0,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,1,0,1,1,0,1,0,507,3
507102,2,0,1,1,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,2,0,1,0,0,1,0,507,3
507102,3,0,1,0,0,1,0,507,3
507102,1,0,1,1,0,1,0,507,3
507102,3,1,1,1,0,1,0,507,3
507102,1,1,1,1,0,1,0,507,3
507102,2,1,1,1,0,1,0,507,3
507102,1,0,1,0,0,1,0,507,3
507102,3,1,1,0,0,1,0,507,3
507102,3,0,1,0,0,1,0,507,3
507102,2,1,1,0,0,1,0,507,3
507102,3,0,1,1,0,1,0,507,3
507102,1,1,1,0,0,1,0,507,3
507103,1,1,1,1,0,1,0,507,3
507103,1,1,1,1,0,1,0,507,3
507103,3,1,1,0,0,1,0,507,3
507103,2,0,1,0,0,1,0,507,3
507103,3,1,1,1,0,1,0,507,3
507103,3,0,1,0,0,1,0,507,3
507103,2,0,1,1,0,1,0,507,3
507103,2,1,1,1,0,1,0,507,3
507103,3,0,1,1,0,1,0,507,3
507103,2,1,1,1,0,1,0,507,3
507103,1,1,1,0,0,1,0,507,3
507103,2,1,1,0,0,1,0,507,3
507103,1,0,1,1,0,1,0,507,3
507103,2,1,1,0,0,1,0,507,3
507103,1,0,1,1,0,1,0,507,3
507103,2,0,1,1,0,1,0,507,3
507103,3,1,1,1,0,1,0,507,3
507103,2,0,1,1,0,1,0,507,3
507103,2,1,1,0,0,1,0,507,3
507103,2,1,1,0,0,1,0,507,3
507103,3,0,1,0,0,1,0,507,3
507103,1,0,1,0,0,1,0,507,3
507103,1,0,1,0,0,1,0,507,3
507104,3,0,1,1,0,1,0,507,3
507104,2,0,1,0,0,1,0,507,3
507104,1,1,1,0,0,1,0,507,3
507104,1,1,1,0,0,1,0,507,3
507104,1,0,1,0,0,1,0,507,3
507104,2,1,1,1,0,1,0,507,3
507104,2,0,1,0,0,1,0,507,3
507104,2,0,1,1,0,1,0,507,3
507104,2,1,1,0,0,1,0,507,3
507104,2,0,1,1,0,1,0,507,3
507104,3,0,1,0,0,1,0,507,3
507104,3,0,1,1,0,1,0,507,3
507104,1,0,1,0,0,1,0,507,3
507104,2,1,1,0,0,1,0,507,3
507104,3,1,1,0,0,1,0,507,3
507104,1,0,1,1,0,1,0,507,3
507104,2,0,1,0,0,1,0,507,3
507104,1,1,1,1,0,1,0,507,3
507104,3,0,1,0,0,1,0,507,3
507104,2,0,1,0,0,1,0,507,3
507105,2,0,1,0,0,1,0,507,3
507105,1,0,1,1,0,1,0,507,3
507105,1,0,1,0,0,1,0,507,3
507105,1,1,1,0,0,1,0,507,3
507105,1,1,1,1,0,1,0,507,3
507105,1,0,1,1,0,1,0,507,3
507105,1,0,1,1,0,1,0,507,3
507105,3,0,1,1,0,1,0,507,3
507105,2,1,1,1,0,1,0,507,3
507105,2,0,1,0,0,1,0,507,3
507105,1,0,1,0,0,1,0,507,3
507105,1,1,1,0,0,1,0,507,3
507105,2,0,1,0,0,1,0,507,3
507105,3,0,1,0,0,1,0,507,3
507105,2,0,1,1,0,1,0,507,3
507105,2,0,1,1,0,1,0,507,3
507105,3,0,1,1,0,1,0,507,3
507106,1,1,1,0,0,1,0,507,3
507106,1,0,1,0,0,1,0,507,3
507106,1,1,1,1,0,1,0,507,3
507106,2,0,1,0,0,1,0,507,3
507106,1,1,1,1,0,1,0,507,3
507106,3,0,1,0,0,1,0,507,3
507106,2,1,1,0,0,1,0,507,3
507106,1,0,1,1,0,1,0,507,3
507106,2,0,1,1,0,1,0,507,3
507106,2,0,1,1,0,1,0,507,3
507106,1,0,1,0,0,1,0,507,3
507106,1,0,1,0,0,1,0,507,3
507106,3,1,1,0,0,1,0,507,3
507106,1,0,1,0,0,1,0,507,3
507106,2,0,1,1,0,1,0,507,3
507106,2,0,1,1,0,1,0,507,3
507106,3,0,1,1,0,1,0,507,3
507106,3,1,1,0,0,1,0,507,3
507106,3,1,1,0,0,1,0,507,3
507106,2,1,1,0,0,1,0,507,3
507107,1,1,1,0,0,1,0,507,3
507107,2,1,1,0,0,1,0,507,3
507107,1,1,1,1,0,1,0,507,3
507107,3,0,1,1,0,1,0,507,3
507107,1,1,1,1,0,1,0,507,3
507107,2,1,1,0,0,1,0,507,3
507107,2,1,1,0,0,1,0,507,3
507107,1,1,1,0,0,1,0,507,3
507107,2,0,1,0,0,1,0,507,3
507107,3,0,1,0,0,1,0,507,3
507107,1,0,1,1,0,1,0,507,3
507107,3,1,1,0,0,1,0,507,3
507107,1,0,1,1,0,1,0,507,3
507107,2,0,1,0,0,1,0,507,3
507107,2,0,1,0,0,1,0,507,3
507107,3,0,1,0,0,1,0,507,3
507107,2,1,1,1,0,1,0,507,3
507107,1,0,1,1,0,1,0,507,3
507107,3,0,1,1,0,1,0,507,3
507107,3,1,1,1,0,1,0,507,3
508101,2,0,1,0,0,1,0,508,3
508101,2,1,1,0,0,1,0,508,3
508101,3,0,1,0,0,1,0,508,3
508101,3,0,1,1,0,1,0,508,3
508101,3,1,1,0,0,1,0,508,3
508101,3,0,1,1,0,1,0,508,3
508101,1,1,1,0,0,1,0,508,3
508101,2,0,1,1,0,1,0,508,3
508101,3,0,1,0,0,1,0,508,3
508101,1,0,1,1,0,1,0,508,3
508101,2,1,1,0,0,1,0,508,3
508101,3,0,1,1,0,1,0,508,3
508101,1,1,1,1,0,1,0,508,3
508102,3,0,1,0,0,1,0,508,3
508102,3,0,1,0,0,1,0,508,3
508102,2,1,1,1,0,1,0,508,3
508102,3,0,1,0,0,1,0,508,3
508102,3,0,1,1,0,1,0,508,3
508102,3,0,1,0,0,1,0,508,3
508102,2,1,1,1,0,1,0,508,3
508102,3,1,1,1,0,1,0,508,3
508102,1,1,1,1,0,1,0,508,3
508102,2,0,1,1,0,1,0,508,3
508102,3,1,1,0,0,1,0,508,3
508102,3,1,1,0,0,1,0,508,3
508102,3,1,1,1,0,1,0,508,3
508102,3,0,1,1,0,1,0,508,3
508102,2,1,1,1,0,1,0,508,3
508103,3,0,1,0,0,1,0,508,3
508103,1,1,1,0,0,1,0,508,3
508103,3,0,1,1,0,1,0,508,3
508103,3,0,1,1,0,1,0,508,3
508103,2,0,1,1,0,1,0,508,3
508103,2,0,1,0,0,1,0,508,3
508103,1,1,1,1,0,1,0,508,3
508103,1,1,1,0,0,1,0,508,3
508103,1,1,1,0,0,1,0,508,3
508103,2,0,1,1,0,1,0,508,3
508103,1,1,1,1,0,1,0,508,3
508104,1,1,1,0,0,1,0,508,3
508104,3,1,1,0,0,1,0,508,3
508104,2,0,1,0,0,1,0,508,3
508104,3,0,1,1,0,1,0,508,3
508104,2,1,1,1,0,1,0,508,3
508104,2,1,1,0,0,1,0,508,3
508104,3,0,1,1,0,1,0,508,3
508104,2,1,1,0,0,1,0,508,3
508104,2,1,1,1,0,1,0,508,3
508104,3,0,1,0,0,1,0,508,3
508104,3,0,1,0,0,1,0,508,3
508104,3,1,1,1,0,1,0,508,3
509101,2,0,1,0,1,0,0,509,3
509101,2,1,1,0,1,0,0,509,3
509101,2,0,1,1,1,0,0,509,3
509101,3,0,1,0,1,0,0,509,3
509101,1,1,1,1,1,0,0,509,3
509101,2,1,1,1,1,0,0,509,3
509101,2,0,1,0,1,0,0,509,3
509101,2,0,1,0,1,0,0,509,3
509101,2,0,1,1,1,0,0,509,3
509101,1,0,1,1,1,0,0,509,3
509101,1,0,1,0,1,0,0,509,3
509101,3,0,1,1,1,0,0,509,3
509101,1,0,1,1,1,0,0,509,3
509102,3,0,1,1,1,0,0,509,3
509102,3,0,1,0,1,0,0,509,3
509102,2,0,1,0,1,0,0,509,3
509102,1,1,1,0,1,0,0,509,3
509102,2,1,1,0,1,0,0,509,3
509102,2,1,1,0,1,0,0,509,3
509102,1,1,1,0,1,0,0,509,3
509103,1,1,1,0,1,0,0,509,3
509103,3,1,1,0,1,0,0,509,3
509103,1,1,1,1,1,0,0,509,3
509103,2,0,1,1,1,0,0,509,3
509103,1,1,1,1,1,0,0,509,3
509103,1,0,1,1,1,0,0,509,3
509103,1,1,1,0,1,0,0,509,3
509103,1,1,1,0,1,0,0,509,3
509104,1,1,1,1,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,3,0,1,1,1,0,0,509,3
509104,3,1,1,0,1,0,0,509,3
509104,1,1,1,1,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,1,1,1,1,1,0,0,509,3
509104,2,1,1,1,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,2,1,1,1,1,0,0,509,3
509104,3,1,1,1,1,0,0,509,3
509104,1,1,1,0,1,0,0,509,3
509104,2,1,1,0,1,0,0,509,3
509104,3,1,1,0,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,1,0,1,1,1,0,0,509,3
509104,2,0,1,0,1,0,0,509,3
509104,1,0,1,0,1,0,0,509,3
509105,3,0,1,0,1,0,0,509,3
509105,3,0,1,0,1,0,0,509,3
509105,3,0,1,1,1,0,0,509,3
509105,1,0,1,0,1,0,0,509,3
509105,1,1,1,0,1,0,0,509,3
509105,1,1,1,0,1,0,0,509,3
509105,2,0,1,1,1,0,0,509,3
509105,2,1,1,0,1,0,0,509,3
509105,1,0,1,1,1,0,0,509,3
509105,2,0,1,1,1,0,0,509,3
509105,2,0,1,0,1,0,0,509,3
509106,1,1,1,1,1,0,0,509,3
509106,2,0,1,1,1,0,0,509,3
509106,1,0,1,0,1,0,0,509,3
509106,3,0,1,0,1,0,0,509,3
509106,3,0,1,0,1,0,0,509,3
509106,3,0,1,0,1,0,0,509,3
509106,2,1,1,1,1,0,0,509,3
509106,2,0,1,1,1,0,0,509,3
509106,2,0,1,0,1,0,0,509,3
509106,1,1,1,0,1,0,0,509,3
509106,3,0,1,0,1,0,0,509,3
509106,1,0,1,0,1,0,0,509,3
509106,3,1,1,0,1,0,0,509,3
509106,1,1,1,1,1,0,0,509,3
509106,3,1,1,0,1,0,0,509,3
509106,2,0,1,1,1,0,0,509,3
509106,2,0,1,1,1,0,0,509,3
509106,3,0,1,1,1,0,0,509,3
509107,1,0,1,0,1,0,0,509,3
509107,2,0,1,1,1,0,0,509,3
509107,2,0,1,1,1,0,0,509,3
509107,1,1,1,1,1,0,0,509,3
509107,1,1,1,1,1,0,0,509,3
509107,2,0,1,0,1,0,0,509,3
509107,2,0,1,1,1,0,0,509,3
509107,3,0,1,0,1,0,0,509,3
509107,1,1,1,1,1,0,0,509,3
509107,1,0,1,0,1,0,0,509,3
509107,2,0,1,1,1,0,0,509,3
509107,2,1,1,1,1,0,0,509,3
509107,2,0,1,0,1,0,0,509,3
509108,2,0,1,1,1,0,0,509,3
509108,1,0,1,0,1,0,0,509,3
509108,1,0,1,0,1,0,0,509,3
509108,1,1,1,1,1,0,0,509,3
509108,2,0,1,1,1,0,0,509,3
509108,2,0,1,1,1,0,0,509,3
509108,1,1,1,0,1,0,0,509,3
509108,3,0,1,1,1,0,0,509,3
509108,2,0,1,1,1,0,0,509,3
509108,1,0,1,1,1,0,0,509,3
509108,3,0,1,1,1,0,0,509,3
509108,3,1,1,0,1,0,0,509,3
509108,1,1,1,0,1,0,0,509,3
509108,3,0,1,1,1,0,0,509,3
509108,2,0,1,0,1,0,0,509,3
510101,2,0,1,0,1,0,0,510,3
510101,2,0,1,1,1,0,0,510,3
510101,3,1,1,0,1,0,0,510,3
510101,2,1,1,1,1,0,0,510,3
510101,1,1,1,0,1,0,0,510,3
510101,2,0,1,0,1,0,0,510,3
510101,3,1,1,1,1,0,0,510,3
510101,3,0,1,1,1,0,0,510,3
510101,2,0,1,0,1,0,0,510,3
510101,1,1,1,1,1,0,0,510,3
510101,3,0,1,1,1,0,0,510,3
510101,2,0,1,1,1,0,0,510,3
510101,3,0,1,1,1,0,0,510,3
510102,3,0,1,1,1,0,0,510,3
510102,3,1,1,0,1,0,0,510,3
510102,3,0,1,1,1,0,0,510,3
510102,3,1,1,0,1,0,0,510,3
510102,2,1,1,1,1,0,0,510,3
510102,3,0,1,0,1,0,0,510,3
510102,3,0,1,1,1,0,0,510,3
510102,2,1,1,0,1,0,0,510,3
510102,3,0,1,0,1,0,0,510,3
510102,3,1,1,1,1,0,0,510,3
510103,2,1,1,0,1,0,0,510,3
510103,3,0,1,1,1,0,0,510,3
510103,1,1,1,1,1,0,0,510,3
510103,3,0,1,0,1,0,0,510,3
510103,2,1,1,0,1,0,0,510,3
510103,1,1,1,0,1,0,0,510,3
510103,3,1,1,0,1,0,0,510,3
510104,2,0,1,0,1,0,0,510,3
510104,1,1,1,0,1,0,0,510,3
510104,3,0,1,0,1,0,0,510,3
510104,3,1,1,1,1,0,0,510,3
510104,3,0,1,1,1,0,0,510,3
510104,3,1,1,0,1,0,0,510,3
510104,3,0,1,1,1,0,0,510,3
510104,3,1,1,1,1,0,0,510,3
510104,2,1,1,0,1,0,0,510,3
510104,3,0,1,1,1,0,0,510,3
510104,2,0,1,0,1,0,0,510,3
510105,2,1,1,0,1,0,0,510,3
510105,2,1,1,0,1,0,0,510,3
510105,2,0,1,1,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,2,1,1,1,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,2,0,1,0,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,2,0,1,0,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,2,1,1,0,1,0,0,510,3
510105,3,0,1,1,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,3,0,1,0,1,0,0,510,3
510105,1,1,1,0,1,0,0,510,3
510106,3,0,1,1,1,0,0,510,3
510106,3,0,1,1,1,0,0,510,3
510106,2,1,1,0,1,0,0,510,3
510106,2,1,1,0,1,0,0,510,3
510106,3,0,1,0,1,0,0,510,3
510106,3,0,1,0,1,0,0,510,3
510106,2,1,1,1,1,0,0,510,3
510106,2,1,1,1,1,0,0,510,3
510106,2,1,1,1,1,0,0,510,3
510106,3,0,1,0,1,0,0,510,3
510107,3,0,1,1,1,0,0,510,3
510107,3,0,1,1,1,0,0,510,3
510107,3,0,1,0,1,0,0,510,3
510107,1,0,1,1,1,0,0,510,3
510107,3,0,1,1,1,0,0,510,3
510107,2,1,1,0,1,0,0,510,3
510107,3,0,1,0,1,0,0,510,3
510107,2,1,1,1,1,0,0,510,3
510107,3,1,1,0,1,0,0,510,3
513101,3,1,1,1,0,0,0,513,3
513101,1,1,1,1,0,0,0,513,3
513101,3,1,1,0,0,0,0,513,3
513101,2,0,1,0,0,0,0,513,3
513101,2,1,1,0,0,0,0,513,3
513101,1,1,1,1,0,0,0,513,3
513101,1,0,1,0,0,0,0,513,3
513101,1,0,1,0,0,0,0,513,3
513101,2,1,1,0,0,0,0,513,3
513101,3,1,1,1,0,0,0,513,3
513101,3,1,1,1,0,0,0,513,3
513101,3,0,1,0,0,0,0,513,3
513101,3,0,1,0,0,0,0,513,3
513101,1,1,1,0,0,0,0,513,3
513102,2,1,1,0,0,0,0,513,3
513102,2,0,1,1,0,0,0,513,3
513102,3,0,1,1,0,0,0,513,3
513102,3,0,1,1,0,0,0,513,3
513102,2,0,1,1,0,0,0,513,3
513102,2,0,1,1,0,0,0,513,3
513102,1,0,1,0,0,0,0,513,3
513102,1,1,1,0,0,0,0,513,3
513102,3,0,1,0,0,0,0,513,3
513102,3,0,1,0,0,0,0,513,3
513102,3,1,1,1,0,0,0,513,3
513102,3,0,1,1,0,0,0,513,3
513102,1,0,1,0,0,0,0,513,3
513102,1,0,1,1,0,0,0,513,3
513102,1,0,1,0,0,0,0,513,3
513102,3,0,1,1,0,0,0,513,3
513102,1,0,1,0,0,0,0,513,3
513102,3,0,1,0,0,0,0,513,3
513102,2,0,1,0,0,0,0,513,3
513102,2,1,1,1,0,0,0,513,3
513103,2,0,1,1,0,0,0,513,3
513103,1,0,1,0,0,0,0,513,3
513103,1,0,1,0,0,0,0,513,3
513103,3,1,1,0,0,0,0,513,3
513103,3,0,1,0,0,0,0,513,3
513103,2,1,1,0,0,0,0,513,3
513103,3,0,1,1,0,0,0,513,3
513103,2,0,1,0,0,0,0,513,3
513103,2,0,1,0,0,0,0,513,3
513103,2,0,1,1,0,0,0,513,3
513103,2,0,1,0,0,0,0,513,3
513103,3,1,1,0,0,0,0,513,3
513103,3,0,1,0,0,0,0,513,3
513103,2,0,1,0,0,0,0,513,3
513103,1,0,1,1,0,0,0,513,3
513103,2,0,1,1,0,0,0,513,3
513103,3,0,1,1,0,0,0,513,3
513103,2,0,1,0,0,0,0,513,3
513104,2,0,1,1,0,0,0,513,3
513104,2,1,1,0,0,0,0,513,3
513104,2,0,1,1,0,0,0,513,3
513104,2,1,1,0,0,0,0,513,3
513104,2,1,1,1,0,0,0,513,3
513104,3,1,1,1,0,0,0,513,3
513104,3,0,1,1,0,0,0,513,3
513104,1,0,1,1,0,0,0,513,3
513104,2,1,1,1,0,0,0,513,3
513104,1,0,1,0,0,0,0,513,3
513104,2,1,1,0,0,0,0,513,3
513104,1,0,1,1,0,0,0,513,3
513104,2,0,1,0,0,0,0,513,3
513104,2,0,1,0,0,0,0,513,3
513104,1,1,1,0,0,0,0,513,3
513104,1,1,1,1,0,0,0,513,3
513104,1,0,1,0,0,0,0,513,3
513104,2,1,1,1,0,0,0,513,3
513104,2,0,1,0,0,0,0,513,3
513104,2,0,1,0,0,0,0,513,3
513104,2,0,1,1,0,0,0,513,3
513104,2,0,1,1,0,0,0,513,3
514101,3,0,1,1,1,1,1,514,3
514101,3,0,1,0,1,1,1,514,3
514101,3,1,1,0,1,1,1,514,3
514101,1,0,1,1,1,1,1,514,3
514101,2,0,1,0,1,1,1,514,3
514101,1,1,1,1,1,1,1,514,3
514101,1,0,1,1,1,1,1,514,3
514101,2,0,1,0,1,1,1,514,3
514101,1,0,1,0,1,1,1,514,3
514101,2,1,1,0,1,1,1,514,3
514101,2,1,1,0,1,1,1,514,3
514101,3,1,1,1,1,1,1,514,3
514101,2,1,1,1,1,1,1,514,3
514101,3,1,1,0,1,1,1,514,3
514101,2,1,1,0,1,1,1,514,3
514101,1,0,1,0,1,1,1,514,3
514102,3,0,1,1,1,1,1,514,3
