state,region,year,public,hwy,water,other,private,gsp,emp,unemp
18,5,1976,25322.85,9.140798,8.512104,9.307469,10.465653,10.804218,7.3120866,6.8
18,5,1977,26238.15,9.170646,8.554327,9.344709,10.487798,10.829867,7.3431673,6.1
18,5,1978,26910.22,9.191531,8.569142,9.378389,10.520518,10.865077,7.3937554,5.6
18,5,1979,27644.44,9.205511,8.604286,9.4122715,10.5617285,10.874342,7.433253,5.9
18,5,1980,28081.96,9.212139,8.622849,9.434024,10.606519,10.865917,7.4453006,6.5
18,5,1981,28715.84,9.222103,8.650505,9.463779,10.610982,10.882396,7.4476347,7.3
18,5,1982,28850.43,9.226284,8.663525,9.465124,10.641712,10.870148,7.424046,8.4
18,5,1983,29101.83,9.255412,8.661619,9.462182,10.659364,10.920944,7.4524603,6.9
18,5,1984,29214.12,9.275095,8.645363,9.4619875,10.680378,10.984021,7.5032897,5.4
18,5,1985,29451.52,9.291485,8.690484,9.446217,10.717062,11.037772,7.5431676,4.6
18,5,1986,29577.46,9.304121,8.681407,9.44951,10.804826,11.0884,7.5766096,4.5
19,1,1970,21923.28,9.052737,7.71432,9.318403,10.54317,11.073319,7.7157927,4.6
19,1,1971,23177.83,9.090572,7.7677126,9.387943,10.5897875,11.08638,7.701381,6.6
19,1,1972,24385.09,9.107483,7.840238,9.458896,10.632518,11.128674,7.719441,6.4
19,1,1973,25765.21,9.108658,7.921209,9.545164,10.677956,11.168687,7.7551246,6.7
19,1,1974,27100.33,9.113241,7.9597545,9.626567,10.735158,11.14121,7.763744,7.2
19,1,1975,28204.28,9.117628,7.99986,9.687144,10.78356,11.104175,7.7289,11.0
19,1,1976,28752.82,9.116183,8.070487,9.708248,10.714963,11.134108,7.75083,9.5
19,1,1977,29171.97,9.115821,8.121602,9.723611,10.737737,11.174063,7.7898684,8.1
19,1,1978,29202.12,9.118624,8.150785,9.717903,10.769842,11.20606,7.8345113,6.1
19,1,1979,29455.5,9.123676,8.220965,9.715202,10.811036,11.22764,7.864612,5.5
19,1,1980,29999.21,9.121088,8.297899,9.731372,10.856349,11.22909,7.883145,5.6
19,1,1981,30166.12,9.115389,8.346654,9.732456,10.899444,11.257904,7.889197,6.4
19,1,1982,30190.87,9.113449,8.361206,9.731302,10.932945,11.253715,7.877776,7.9
19,1,1983,30221.77,9.108769,8.371159,9.733112,10.955079,11.32042,7.8982253,6.9
19,1,1984,30352.69,9.108472,8.385036,9.737444,10.979936,11.415136,7.9557056,4.8
19,1,1985,30497.51,9.105444,8.401008,9.743423,11.021579,11.479348,7.9813914,3.9
19,1,1986,30795.56,9.103285,8.424846,9.755675,11.150149,11.5354595,8.001288,3.8
20,3,1970,44684.82,9.793947,9.033661,9.818987,11.347531,11.534413,8.006034,6.7
20,3,1971,45993.77,9.811303,9.055404,9.862162,11.383124,11.581668,8.0047,7.6
20,3,1972,46772.91,9.821386,9.09911,9.873133,11.419046,11.642523,8.045236,7.0
20,3,1973,47923.55,9.843444,9.164961,9.879848,11.454263,11.719867,8.096909,5.8
20,3,1974,48793.43,9.86063,9.199008,9.890664,11.503607,11.659585,8.094867,8.7
20,3,1975,49789.59,9.872883,9.218409,9.918938,11.549366,11.601092,8.050895,13.0
20,3,1976,50687.49,9.882866,9.233453,9.945679,11.555322,11.694655,8.096513,9.4
20,3,1977,51302.34,9.893474,9.246596,9.958563,11.577656,11.769728,8.143895,8.2
20,3,1978,51494.34,9.9025,9.24477,9.960047,11.608196,11.814858,8.191297,6.9
20,3,1979,51707.36,9.903629,9.257821,9.962618,11.647777,11.796938,8.198942,7.8
20,3,1980,51922.35,9.903307,9.272774,9.965605,11.690218,11.706516,8.14404,12.0
20,3,1981,52276.4,9.904693,9.29654,9.968903,11.62934,11.681453,8.121005,12.0
20,3,1982,51955.88,9.897535,9.283454,9.967216,11.660581,11.595675,8.06881,16.0
20,3,1983,51305.62,9.889111,9.266581,9.952877,11.679336,11.646223,8.078099,14.0
20,3,1984,50724.55,9.8784485,9.267129,9.934733,11.693403,11.727118,8.125927,11.0
20,3,1985,50392.79,9.872921,9.248638,9.933264,11.72197,11.786131,8.1779375,9.9
20,3,1986,49879.29,9.861841,9.227988,9.929012,11.737259,11.823589,8.20448,8.8
21,4,1970,21948.43,9.238377,8.211412,8.984864,10.67562,10.639071,7.18182,4.2
21,4,1971,23056.36,9.281348,8.226951,9.057194,10.717366,10.656483,7.177935,4.4
21,4,1972,24023.53,9.30698,8.240319,9.128928,10.75541,10.6947365,7.213105,4.3
21,4,1973,24731.18,9.321204,8.245321,9.184918,10.796345,10.774885,7.269686,4.4
21,4,1974,25333.93,9.338489,8.280217,9.212503,10.847899,10.7681055,7.3004727,4.3
21,4,1975,25910.97,9.35489,8.293975,9.245329,10.892999,10.7572,7.296006,5.9
21,4,1976,26485.99,9.360507,8.32871,9.2803,10.812443,10.795383,7.3270574,5.9
21,4,1977,27080.21,9.371481,8.364198,9.309374,10.854838,10.852458,7.37607,5.1
21,4,1978,27464.67,9.382664,8.4018,9.317306,10.887756,10.899292,7.43207,3.8
21,4,1979,27832.95,9.3914795,8.436415,9.326801,10.927373,10.937366,7.4770384,4.2
21,4,1980,28055.27,9.398886,8.459869,9.328915,10.969064,10.930855,7.478848,5.9
21,4,1981,28460.94,9.406243,8.473822,9.350891,10.96891,10.946376,7.4738073,5.5
21,4,1982,28590.72,9.410195,8.483464,9.353947,10.991628,10.93166,7.4426684,7.8
21,4,1983,28694.1,9.415667,8.5000305,9.350096,10.999954,10.9537325,7.449149,8.2
21,4,1984,28718.02,9.426577,8.49677,9.34182,11.008238,11.046595,7.506482,6.3
21,4,1985,28959.43,9.439048,8.487216,9.353345,11.033844,11.08924,7.530909,6.0
21,4,1986,29241.0,9.453477,8.478363,9.365548,11.010826,11.128983,7.545654,5.3
22,6,1970,10016.07,8.504424,6.714959,8.35582,10.024339,9.758808,6.36973,4.8
22,6,1971,10497.82,8.539835,6.7586865,8.41667,10.067219,9.799626,6.4005895,4.8
22,6,1972,10844.14,8.5798,6.7885885,8.441055,10.09235,9.869931,6.475895,3.9
22,6,1973,11076.23,8.610942,6.8277593,8.447133,10.105328,9.933289,6.5413184,3.6
22,6,1974,11239.45,8.637513,6.8576403,8.444416,10.145867,9.913834,6.566391,4.1
22,6,1975,11515.56,8.654875,6.9190907,8.469286,10.182135,9.912645,6.5400195,8.3
22,6,1976,11799.74,8.673337,6.9774027,8.493442,10.244597,10.011535,6.589614,6.6
22,6,1977,12061.45,8.704486,7.00312,8.503394,10.255833,10.070188,6.641052,7.4
22,6,1978,12274.39,8.72952,7.004519,8.515197,10.283398,10.1218195,6.701592,7.1
22,6,1979,12384.91,8.73617,7.034696,8.522288,10.319786,10.150777,6.7311373,5.8
22,6,1980,12454.04,8.743097,7.0235987,8.529901,10.359056,10.129906,6.720582,7.5
22,6,1981,12547.36,8.756563,7.0138793,8.53369,10.379533,10.166506,6.708206,8.3
22,6,1982,12603.35,8.76753,7.0184464,8.529916,10.410265,10.147883,6.6731715,11.0
22,6,1983,12613.88,8.782312,7.029575,8.51045,10.426775,10.149175,6.675571,13.0
22,6,1984,12509.37,8.79229,7.0188313,8.478161,10.435646,10.216179,6.7102795,11.0
22,6,1985,12430.11,8.798003,7.0105104,8.455505,10.458012,10.231999,6.7320914,10.0
22,6,1986,12411.36,8.8030205,7.037827,8.437747,10.437528,10.239495,6.7431164,12.0
23,4,1970,19464.98,9.160394,7.8520737,8.906681,10.689792,10.82369,7.4193807,3.3
23,4,1971,20393.17,9.20317,7.901422,8.957189,10.737359,10.857941,7.415055,4.9
23,4,1972,21288.19,9.238161,7.9385276,9.012237,10.774469,10.900399,7.438442,4.2
23,4,1973,22079.1,9.260861,7.9367495,9.078255,10.811457,10.947098,7.4790735,3.7
23,4,1974,22475.35,9.274087,7.932929,9.108258,10.864196,10.916106,7.4896917,4.5
23,4,1975,22839.32,9.294731,7.9283304,9.125216,10.908391,10.895479,7.461985,6.2
23,4,1976,23032.56,9.301044,7.939091,9.135433,10.898289,10.954012,7.494319,6.2
23,4,1977,23236.14,9.3080845,7.9722176,9.138849,10.920153,11.009142,7.5292993,5.9
23,4,1978,23393.53,9.31833,8.008565,9.132008,10.949343,11.056825,7.577173,5.0
23,4,1979,23545.2,9.320595,8.062874,9.127521,10.986119,11.071828,7.606437,4.5
23,4,1980,23670.64,9.328802,8.084702,9.123534,11.025324,11.027995,7.585687,7.2
23,4,1981,23947.15,9.331486,8.124319,9.136014,11.030662,11.043562,7.57881,7.7
23,4,1982,24084.48,9.328773,8.167925,9.137895,11.053854,11.022327,7.56133,9.2
23,4,1983,23957.04,9.32247,8.17765,9.128044,11.065186,11.0612335,7.568896,9.9
23,4,1984,23782.61,9.320864,8.173183,9.11266,11.0783205,11.134443,7.6171203,7.2
23,4,1985,23761.7,9.317781,8.181096,9.111037,11.109208,11.168038,7.647166,6.4
23,4,1986,23855.97,9.325869,8.186868,9.109178,11.128546,11.19312,7.6697755,6.1
24,8,1970,4782.64,8.123342,5.9051437,6.950288,9.56944,8.974112,5.293807,5.5
24,8,1971,4956.96,8.165366,5.9172525,6.974067,9.579238,8.9655905,5.322034,6.3
24,8,1972,5095.7,8.204606,5.91039,6.974563,9.597646,9.050641,5.3720326,6.2
24,8,1973,5241.43,8.239187,5.8878803,6.9978976,9.638706,9.099185,5.4125385,6.3
24,8,1974,5420.38,8.26392,6.0076084,7.0322623,9.672254,9.124347,5.4553213,6.7
24,8,1975,5487.68,8.2649765,6.061154,7.0676866,9.701834,9.136478,5.4726906,6.4
24,8,1976,5536.46,8.259249,6.129203,7.1018405,9.805929,9.161571,5.5258512,6.1
24,8,1977,5628.09,8.265221,6.2101383,7.126079,9.809173,9.1773,5.5789747,6.4
24,8,1978,5756.96,8.285193,6.253117,7.148825,9.833782,9.266721,5.636217,6.2
24,8,1979,5871.16,8.294032,6.2732167,7.2012157,9.865996,9.301277,5.6482697,5.1
24,8,1980,5945.22,8.293392,6.280096,7.254192,9.900576,9.315961,5.636217,6.1
24,8,1981,6004.93,8.294852,6.2805643,7.2914042,9.86607,9.340842,5.6411977,6.9
24,8,1982,6027.25,8.301648,6.2757783,7.2897468,9.889641,9.306287,5.612033,8.6
24,8,1983,5967.63,8.29586,6.274046,7.265269,9.8973675,9.297526,5.620401,8.8
24,8,1984,5957.83,8.297315,6.2799277,7.252047,9.897907,9.288875,5.6387105,7.4
24,8,1985,6024.85,8.305652,6.3161893,7.2617235,9.913393,9.242129,5.6315703,7.7
24,8,1986,6117.91,8.315086,6.3559165,7.2841144,9.873778,9.28387,5.6182246,8.1
25,4,1970,9235.03,8.327134,6.9716215,8.302643,9.860606,9.684523,6.1827044,3.1
25,4,1971,9759.43,8.349283,6.976423,8.403173,9.890774,9.720045,6.196037,3.6
25,4,1972,10291.33,8.38334,6.948993,8.492004,9.916838,9.765891,6.248043,3.4
25,4,1973,10785.36,8.405036,6.949118,8.570469,9.967614,9.813782,6.2939734,3.3
25,4,1974,11293.48,8.428228,6.986927,8.637053,10.011747,9.806481,6.33168,3.8
25,4,1975,11814.03,8.448293,7.0357084,8.701253,10.047875,9.837188,6.3240004,4.2
25,4,1976,12436.57,8.463889,7.1418624,8.769093,10.110186,9.862092,6.3493137,3.3
25,4,1977,12902.62,8.482821,7.1529813,8.823742,10.126322,9.881395,6.386374,3.7
25,4,1978,13482.42,8.499288,7.171488,8.891425,10.151495,9.918278,6.4132953,3.0
25,4,1979,14181.26,8.514291,7.225969,8.964578,10.184034,9.94956,6.447623,3.2
25,4,1980,14619.96,8.526805,7.2496486,9.007497,10.219184,9.931832,6.441903,4.1
25,4,1981,14897.42,8.53825,7.2788014,9.029031,10.281166,9.988609,6.4348674,4.1
25,4,1982,15039.75,8.544497,7.272586,9.043232,10.294405,9.96383,6.413131,6.1
25,4,1983,15088.99,8.554113,7.2742853,9.042894,10.29403,9.935326,6.4147696,5.7
25,4,1984,15027.98,8.559434,7.260122,9.034773,10.294632,10.006225,6.4542546,4.4
25,4,1985,14981.5,8.572022,7.250337,9.022939,10.315252,10.056209,6.4777412,5.5
25,4,1986,14974.69,8.583881,7.2436557,9.015624,10.256568,10.07209,6.480811,5.0
26,8,1970,3768.6,7.5974817,6.140337,7.1787057,9.287832,8.903,5.314683,5.9
26,8,1971,3877.35,7.621881,6.176283,7.2106414,9.328302,8.935772,5.349486,7.0
26,8,1972,4033.14,7.6469507,6.230777,7.26594,9.367884,8.996652,5.4089637,7.0
26,8,1973,4160.79,7.6576705,6.2310915,7.3367157,9.414184,9.079548,5.4996243,6.2
26,8,1974,4296.97,7.6757917,6.2417173,7.394923,9.465134,9.089415,5.545568,7.5
26,8,1975,4402.1,7.6771502,6.2429233,7.4554605,9.5013,9.11427,5.572534,9.7
26,8,1976,4500.21,7.6803465,6.289029,7.493434,9.619002,9.181941,5.634075,9.0
26,8,1977,4574.27,7.6846275,6.349541,7.510633,9.631102,9.275473,5.730749,7.0
26,8,1978,4646.28,7.6943107,6.4074078,7.519768,9.644531,9.411893,5.85879,4.4
26,8,1979,4766.05,7.715922,6.4244475,7.5525155,9.666578,9.498747,5.949861,5.1
26,8,1980,4935.36,7.7304955,6.5676847,7.573999,9.696765,9.546169,5.9912143,6.2
26,8,1981,5188.56,7.750098,6.732306,7.6146474,9.773163,9.57255,6.0190797,7.1
26,8,1982,5381.96,7.7698135,6.786773,7.6628814,9.79708,9.532134,5.9942107,10.0
26,8,1983,5500.17,7.7788477,6.822513,7.692734,9.814502,9.554143,5.9984403,9.8
26,8,1984,5695.0,7.806041,6.9054327,7.715088,9.842307,9.6017065,6.0544395,7.8
26,8,1985,5856.9,7.827269,6.95605,7.7403817,9.8886595,9.646916,6.1012154,8.0
26,8,1986,6003.0,7.8535037,6.987222,7.7602754,10.031188,9.686077,6.148682,6.0
27,1,1970,3085.49,7.5439563,5.539576,6.8476124,8.692414,8.832295,5.554896,3.3
27,1,1971,3247.53,7.5722613,5.6169167,6.936294,8.769747,8.859648,5.560297,4.7
27,1,1972,3419.24,7.604994,5.712643,7.010646,8.807007,8.924789,5.629418,4.5
27,1,1973,3559.45,7.62915,5.7754207,7.0731597,8.848724,8.9993725,5.696422,3.9
27,1,1974,3688.39,7.661447,5.920774,7.082431,8.900047,8.989195,5.704782,3.6
27,1,1975,3783.91,7.681339,5.9855976,7.1055646,8.945211,8.964312,5.6794896,9.0
27,1,1976,3915.38,7.7027006,6.060594,7.1486917,8.927466,9.044286,5.7474804,6.4
27,1,1977,4084.04,7.7219644,6.166048,7.208119,8.94561,9.11427,5.8203797,5.9
27,1,1978,4223.59,7.741442,6.23768,7.2514443,8.972956,9.210541,5.884992,3.8
27,1,1979,4329.97,7.7550173,6.3418927,7.264625,9.01198,9.2659645,5.936216,3.1
27,1,1980,4348.94,7.758837,6.328294,7.2769437,9.055185,9.281544,5.954282,4.7
27,1,1981,4369.35,7.7596526,6.3610263,7.276847,9.119835,9.335386,5.9778724,5.0
27,1,1982,4353.02,7.753731,6.4088087,7.2553015,9.149817,9.359278,5.9773655,7.4
27,1,1983,4333.41,7.747122,6.4340487,7.241237,9.16695,9.452738,6.014937,5.4
27,1,1984,4324.98,7.7524424,6.436775,7.225001,9.185153,9.55393,6.090178,4.3
27,1,1985,4316.63,7.7569485,6.451718,7.204209,9.216029,9.651237,6.1441855,3.9
27,1,1986,4331.54,7.7622175,6.457586,7.2033386,9.381226,9.745254,6.1946096,2.8
28,2,1970,24857.74,9.248175,8.284845,9.259968,10.968136,11.366349,7.8656483,4.6
28,2,1971,26627.68,9.329211,8.319077,9.329373,11.0009,11.397211,7.8661857,5.7
28,2,1972,28256.83,9.397657,8.340248,9.393296,11.04192,11.444475,7.8907695,5.8
28,2,1973,29544.99,9.458225,8.3863535,9.421012,11.085537,11.49116,7.9228773,5.6
28,2,1974,30629.69,9.510116,8.391183,9.451411,11.140586,11.460199,7.931285,6.9
28,2,1975,31830.65,9.5429125,8.416798,9.500226,11.189469,11.4152355,7.90097,10.0
28,2,1976,32396.14,9.547814,8.437251,9.529977,11.092673,11.451571,7.9207006,10.0
28,2,1977,32775.77,9.543602,8.477055,9.548053,11.114804,11.486274,7.950467,9.4
28,2,1978,33066.76,9.531601,8.536074,9.559786,11.147068,11.528729,7.993586,7.2
28,2,1979,33268.6,9.521059,8.594945,9.562425,11.188752,11.5458765,8.015393,6.9
28,2,1980,33625.27,9.514756,8.661539,9.567351,11.234143,11.53831,8.0263,7.2
28,2,1981,33794.24,9.5059805,8.704479,9.569729,11.254068,11.569636,8.038802,7.3
28,2,1982,34144.85,9.495061,8.741184,9.588478,11.287057,11.577824,8.036832,9.0
28,2,1983,34320.27,9.498779,8.74512,9.59539,11.309463,11.638747,8.05994,7.8
28,2,1984,34385.92,9.504128,8.745807,9.594694,11.33558,11.706747,8.110487,6.2
28,2,1985,34528.53,9.50948,8.762726,9.592197,11.379556,11.747682,8.135669,5.7
28,2,1986,34675.69,9.526541,8.759068,9.587986,11.467301,11.801617,8.157628,5.0
29,8,1970,6082.2,8.088491,6.688342,7.61206,9.847407,9.460087,5.6788063,5.9
29,8,1971,6195.5,8.114295,6.7144012,7.6155005,9.876512,9.494315,5.7226043,6.2
29,8,1972,6238.49,8.127118,6.684999,7.6271257,9.896711,9.537772,5.791488,5.8
29,8,1973,6326.03,8.144093,6.658409,7.651472,9.932695,9.5879545,5.846439,5.7
29,8,1974,6367.27,8.145068,6.665136,7.6668634,9.967127,9.632138,5.8866596,6.3
29,8,1975,6447.38,8.149269,6.6956506,7.686006,9.996922,9.651237,5.9140434,10.0
29,8,1976,6606.97,8.153333,6.783699,7.718112,10.082469,9.6760845,5.966147,9.1
29,8,1977,6724.71,8.160967,6.7914686,7.754876,10.104036,9.73696,6.029242,7.8
29,8,1978,6786.25,8.15904,6.7990446,7.7809005,10.137349,9.804882,6.0965,5.7
29,8,1979,6902.83,8.16502,6.8285604,7.8092084,10.175319,9.856291,6.133398,6.6
29,8,1980,7104.7,8.183051,6.879716,7.8448677,10.216878,9.886545,6.142897,7.5
29,8,1981,7296.53,8.19298,6.924986,7.887464,10.201359,9.916651,6.1643667,7.3
29,8,1982,7402.21,8.1972885,6.946861,7.9125075,10.240888,9.904637,6.160363,9.2
29,8,1983,7634.64,8.226726,6.9768057,7.9457607,10.263168,9.917539,6.172744,10.0
29,8,1984,7904.32,8.26284,7.0187063,7.9758706,10.272171,9.9679165,6.2201924,7.5
29,8,1985,8228.31,8.30105,7.0479693,8.022796,10.293653,9.986955,6.2542133,8.8
29,8,1986,8483.37,8.317835,7.088943,8.06729,10.315869,9.959584,6.265111,9.2
30,2,1970,106893.49,10.453759,9.262636,11.02975,11.825278,12.399957,8.875762,4.5
30,2,1971,110931.96,10.4744005,9.306186,11.074862,11.869172,12.409087,8.855292,6.6
30,2,1972,115957.66,10.492388,9.37965,11.128331,11.914487,12.434199,8.85915,6.7
30,2,1973,121450.05,10.509944,9.457732,11.183932,11.964112,12.462644,8.8723755,5.4
30,2,1974,126498.16,10.510786,9.548709,11.235355,12.025273,12.430048,8.864619,6.3
30,2,1975,131097.03,10.516821,9.646107,11.27345,12.073002,12.398604,8.829065,9.5
30,2,1976,134166.03,10.514574,9.721632,11.297787,11.941964,12.409671,8.8231325,10.0
30,2,1977,134701.89,10.504703,9.769216,11.298842,11.962756,12.433575,8.833113,9.1
30,2,1978,134632.83,10.493066,9.798206,11.296843,11.99673,12.445853,8.8600025,7.7
30,2,1979,134765.25,10.488481,9.847163,11.289294,12.039574,12.446325,8.878971,7.1
30,2,1980,134166.7,10.486763,9.875121,11.275786,12.086721,12.428296,8.882822,7.5
30,2,1981,133207.7,10.4811735,9.905097,11.258513,12.063767,12.45371,8.893888,7.6
30,2,1982,132189.19,10.485639,9.906656,11.242796,12.098344,12.451705,8.889391,8.6
30,2,1983,131808.83,10.485076,9.909462,11.237323,12.122264,12.498428,8.8974495,8.6
30,2,1984,131365.12,10.490447,9.914593,11.227528,12.151846,12.560525,8.932001,7.2
30,2,1985,131529.92,10.493047,9.926211,11.225328,12.203203,12.599401,8.955616,6.5
30,2,1986,132203.02,10.498755,9.937676,11.228399,12.201526,12.641979,8.975617,6.3
31,5,1970,16840.0,8.945084,7.763969,8.826982,10.680457,10.779935,7.485884,4.3
31,5,1971,17688.47,8.991589,7.7872243,8.88788,10.744588,10.822315,7.5031796,4.8
31,5,1972,18419.02,9.039975,7.798761,8.929019,10.781658,10.908229,7.555853,4.0
31,5,1973,19081.72,9.083652,7.807339,8.963553,10.816945,10.967767,7.609912,3.5
31,5,1974,19701.02,9.125349,7.828723,8.987708,10.867811,10.96034,7.6247168,4.5
31,5,1975,20334.13,9.142868,7.8733845,9.031233,10.914909,10.938236,7.5908017,8.6
31,5,1976,21062.44,9.156772,7.93548,9.081294,10.967504,10.993093,7.6414204,6.2
31,5,1977,22029.51,9.184968,8.015496,9.132653,10.987101,11.045814,7.682667,5.9
31,5,1978,22652.0,9.201811,8.082211,9.159105,11.016137,11.103588,7.7307897,4.3
31,5,1979,23305.83,9.225391,8.12767,9.186794,11.053271,11.127836,7.77191,4.8
31,5,1980,24164.71,9.244058,8.168855,9.23917,11.091963,11.128219,7.7748556,6.6
31,5,1981,24576.1,9.2497015,8.20924,9.259121,11.116817,11.161878,7.779718,6.4
31,5,1982,24698.58,9.242033,8.236643,9.268585,11.142891,11.143715,7.7608933,9.0
31,5,1983,24700.31,9.231261,8.255504,9.272388,11.156781,11.205762,7.791192,8.9
31,5,1984,24674.17,9.226232,8.264085,9.271629,11.168101,11.290031,7.8497915,6.7
31,5,1985,24744.19,9.222216,8.277425,9.277127,11.194826,11.328642,7.8827677,5.4
31,5,1986,25179.37,9.224608,8.296888,9.3078575,11.338583,11.377918,7.9172087,5.3
32,4,1970,4173.07,7.90728,5.729353,7.0460377,9.356326,8.703506,5.0974245,4.6
32,4,1971,4226.31,7.916049,5.743772,7.0674477,9.379494,8.787373,5.117994,5.3
32,4,1972,4302.57,7.9431615,5.743324,7.0683594,9.395684,8.855806,5.171052,4.9
32,4,1973,4330.52,7.9495187,5.734344,7.0791926,9.447414,9.002086,5.214392,5.1
32,4,1974,4404.4,7.9685516,5.781206,7.0830355,9.481338,8.987197,5.2668266,3.0
32,4,1975,4458.28,7.9737344,5.8047733,7.1088333,9.5095625,9.020027,5.3161573,3.6
32,4,1976,4492.23,7.973617,5.8528633,7.123407,9.62102,9.007857,5.370638,3.6
32,4,1977,4573.94,7.9873953,5.9128,7.139327,9.619101,8.996776,5.398615,4.8
32,4,1978,4628.15,8.001398,5.9761477,7.1301785,9.641935,9.1072,5.4553213,4.8
32,4,1979,4704.64,8.010214,6.067847,7.139922,9.673437,9.165552,5.4979877,3.7
32,4,1980,4798.61,8.023116,6.1421666,7.156871,9.70667,9.161675,5.5020742,5.0
32,4,1981,4888.2,8.029494,6.2132273,7.1844015,9.948461,9.262174,5.519058,5.0
32,4,1982,4893.0,8.027802,6.234038,7.184007,9.974003,9.23922,5.5202603,5.9
32,4,1983,4929.21,8.026556,6.260518,7.2038074,9.983003,9.179881,5.523858,5.6
32,4,1984,4929.23,8.024325,6.2748938,7.203264,9.983398,9.214631,5.531411,5.1
32,4,1985,4968.32,8.0350685,6.2931237,7.200522,9.999695,9.198672,5.529429,5.9
32,4,1986,5014.77,8.047452,6.301226,7.203182,9.978433,9.19075,5.521061,6.3
33,3,1970,48317.68,10.071255,8.992541,9.718458,11.5749235,11.705964,8.263771,5.4
33,3,1971,50241.05,10.099538,9.010148,9.78265,11.610732,11.71889,8.253123,6.5
33,3,1972,51395.75,10.115917,9.014588,9.822277,11.645876,11.764843,8.27853,5.5
33,3,1973,52356.39,10.121938,9.009597,9.867457,11.682563,11.832368,8.321883,4.3
33,3,1974,52834.75,10.125318,8.996319,9.8931465,11.730821,11.81246,8.335527,5.0
33,3,1975,53464.68,10.129171,9.006327,9.915742,11.776551,11.75295,8.298092,9.1
33,3,1976,54188.05,10.125849,9.0097685,9.953467,11.720933,11.803331,8.317425,7.8
33,3,1977,54969.48,10.123598,9.007449,9.993398,11.74929,11.852721,8.349981,6.5
33,3,1978,55391.11,10.11785,9.010432,10.01778,11.779242,11.897827,8.3882,5.4
33,3,1979,56115.22,10.114409,9.075186,10.029375,11.817116,11.903385,8.408449,5.9
33,3,1980,56513.62,10.108986,9.129234,10.031438,11.857529,11.854968,8.381923,8.4
33,3,1981,56980.17,10.100021,9.184684,10.038453,11.776357,11.861771,8.370479,9.6
33,3,1982,57101.01,10.087041,9.218664,10.04272,11.804314,11.8071165,8.324652,13.0
33,3,1983,56929.04,10.076329,9.243819,10.035174,11.819987,11.830731,8.316912,12.0
33,3,1984,56648.46,10.069271,9.240018,10.0319195,11.832149,11.904825,8.357072,9.4
33,3,1985,56463.31,10.078538,9.244467,10.011895,11.859697,11.936158,8.383182,8.9
33,3,1986,56283.12,10.075582,9.253225,10.002841,11.843162,11.961073,8.405457,8.1
34,7,1970,11168.19,8.653959,7.3041797,8.28119,10.571084,10.41217,6.6367335,4.4
34,7,1971,11478.15,8.687619,7.3065715,8.3087015,10.601391,10.430551,6.6520886,4.9
34,7,1972,11680.58,8.698565,7.306746,8.341875,10.619676,10.468517,6.699377,4.5
34,7,1973,11832.9,8.647707,7.314706,8.44109,10.641033,10.500482,6.747469,4.2
34,7,1974,12026.61,8.669281,7.316063,8.455537,10.675653,10.494325,6.787732,4.4
34,7,1975,12396.49,8.681052,7.354631,8.505693,10.70633,10.490357,6.8020616,7.2
34,7,1976,12730.82,8.687218,7.3664956,8.560651,10.800481,10.528784,6.8363667,5.6
34,7,1977,12979.01,8.6888485,7.4146514,8.590918,10.813349,10.577325,6.8788414,5.0
34,7,1978,13229.51,8.69492,7.4799433,8.609751,10.843108,10.63499,6.942833,3.9
34,7,1979,13492.11,8.699728,7.5361238,8.633427,10.880133,10.68132,6.9920044,3.4
34,7,1980,13835.66,8.706045,7.5902915,8.668619,10.920857,10.713173,7.0371156,4.8
34,7,1981,14248.02,8.711468,7.637615,8.716221,11.05508,10.762912,7.0910764,3.6
34,7,1982,14564.32,8.721164,7.6467505,8.754506,11.0947485,10.793434,7.104062,5.7
34,7,1983,14766.51,8.725753,7.653376,8.779444,11.117785,10.745593,7.065272,9.0
34,7,1984,15088.88,8.742547,7.6796165,8.804064,11.1286745,10.768464,7.073524,7.0
34,7,1985,15480.8,8.753291,7.7392373,8.832382,11.15408,10.7616825,7.060734,7.1
34,7,1986,15891.09,8.76496,7.8119493,8.855853,11.07637,10.73483,7.025005,8.2
35,9,1970,11143.64,8.616521,7.438454,8.274201,10.023315,10.014582,6.565969,6.2
35,9,1971,11481.58,8.637957,7.454257,8.321808,10.06157,10.05535,6.5918107,6.6
35,9,1972,11830.75,8.677338,7.497878,8.332826,10.097665,10.140771,6.652476,5.7
35,9,1973,12150.51,8.7136,7.509204,8.352469,10.138736,10.2027025,6.7046595,5.3
35,9,1974,12912.83,8.750436,7.5294065,8.4632435,10.190222,10.230775,6.731257,7.5
35,9,1975,13214.8,8.751861,7.5831966,8.502579,10.2341,10.220995,6.730302,11.0
35,9,1976,13671.14,8.756994,7.6564884,8.556769,10.322943,10.294144,6.778216,9.5
35,9,1977,13976.13,8.765393,7.7090034,8.582839,10.347538,10.354467,6.8425765,7.4
35,9,1978,14350.99,8.76041,7.7551203,8.637775,10.375745,10.428009,6.916913,6.1
35,9,1979,14724.22,8.759792,7.818756,8.676693,10.412472,10.471525,6.9622436,6.8
35,9,1980,15020.05,8.759935,7.8616576,8.707901,10.4521475,10.45628,6.9513893,8.3
35,9,1981,15420.55,8.769891,7.9142485,8.739873,10.50424,10.422698,6.9262824,9.9
35,9,1982,15666.86,8.779401,7.9408865,8.757476,10.527852,10.346505,6.868078,12.0
