school,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,cito,isi,ses,gender,v24
14,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,-0.517,-0.8968,0,
14,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.7242,-0.8968,1,
14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-2.026,-0.8968,1,
14,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,-1.7242,-1.8009,1,
14,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,-0.3661,-0.294,1,
14,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-0.2152,-0.8968,0,
14,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0.6903,-1.8009,0,
14,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,-0.6679,-1.8009,0,
14,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,-1.8751,-0.8968,1,
14,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,-1.2715,-1.8009,1,
14,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.9921,0.0073,1,
14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.8188,-1.8009,0,
14,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-0.517,-0.8968,1,
14,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0.0866,-0.8968,1,
14,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,-2.026,0.4594,1,
14,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,-1.8751,-1.8009,1,
14,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,-1.5733,-1.8009,0,
14,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,-0.2152,-1.8009,0,
14,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,-1.7242,-1.1981,1,
15,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1.2939,-0.294,1,
15,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0.3885,-1.1228,1,
15,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0.2376,-1.3488,0,
15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0643,-0.8968,1,
15,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0.5394,-0.8968,1,
15,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1.4448,0.0073,0,
15,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,-0.2152,-1.1981,1,
15,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,-0.8188,-0.8968,1,
15,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0.2376,0.3087,1,
15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1.143,-0.8968,1,
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.2939,-0.8968,0,
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3885,0.0073,0,
16,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,-1.1206,-0.8968,0,
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.3502,0.9114,0,
16,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.8412,-0.8968,1,
16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-0.0643,-1.1228,1,
16,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1.143,-0.8968,0,
16,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-0.9697,-0.8968,1,
16,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0.6903,-0.8968,1,
16,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0866,-0.4447,1,
16,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.4448,-0.2187,1,
16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.2939,-0.8968,1,
16,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0.0866,-1.3488,1,
16,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,-0.6679,-0.2187,1,
16,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8412,-0.8968,1,
16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5394,0.0073,1,
16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0866,1.8155,1,
16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2939,-1.1228,0,
16,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,-0.9697,0.2334,0,
17,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,-2.1769,-1.8009,0,
17,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1.7466,-1.5748,0,
17,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,-0.517,-1.1228,0,
17,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,-2.6296,-1.8009,1,
17,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,-1.8751,-1.8009,1,
17,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,-0.6679,-1.8009,0,
17,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,-0.9697,-1.8009,0,
17,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,-2.3278,-1.8009,1,
17,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.6903,-1.8009,1,
17,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,-0.6679,-1.8009,0,
17,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,-0.3661,-1.8009,1,
18,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,-0.8188,-0.4447,1,
18,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0866,-1.1981,1,
18,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,-0.0643,0.0073,0,
18,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,-0.2152,-1.1981,1,
18,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,-0.8188,-1.1228,1,
18,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,-0.2152,-0.5954,1,
18,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.6679,-0.8968,1,
18,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0.3885,-1.8009,1,
18,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0866,-0.4447,1,
18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,-1.5733,-0.294,1,
18,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,-1.4224,-0.8968,0,
18,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0.3885,-1.8009,0,
18,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,-1.8751,0.0073,1,
18,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.2715,-1.1981,1,
19,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0.9921,1.8155,0,
19,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,-0.0643,-1.3488,0,
19,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,-0.3661,1.3635,0,
19,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-0.6679,-0.8968,1,
19,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,-0.9697,-0.8968,1,
19,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,-0.6679,1.2128,0,
19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2.0484,0.2334,0,
19,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,-0.517,-1.3488,0,
19,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,-0.6679,1.5142,0,
19,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1.4448,-1.3488,0,
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2376,1.3635,0,
19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0866,0.9114,0,
19,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1.143,1.5142,1,
19,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-0.6679,0.9114,1,
19,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1.2939,0.9114,1,
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.3885,1.5895,0,
19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8412,-0.8968,0,
19,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0.8412,-0.6707,0,
19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,-0.6679,-0.4447,0,
19,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0.2376,1.5895,0,
20,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0.2376,-0.8968,1,
20,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,-0.2152,-0.5954,1,
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.6903,0.4594,1,
20,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,-0.0643,-1.1228,1,
20,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-0.8188,-0.2187,1,
20,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0.9921,-0.8968,0,
20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-0.2152,-0.4447,1,
20,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.8412,0.9114,1,
20,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0.6903,0.0073,0,
20,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1.143,-0.2187,0,
20,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,-0.6679,-0.294,0,
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9921,-0.4447,0,
20,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-0.8188,-0.2187,1,
20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-0.6679,0.2334,0,
20,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9921,-0.5954,1,
20,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0.5394,0.9114,0,
20,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1.143,0.9114,0,
20,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0.8412,0.0073,0,
20,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.3661,0.4594,0,
20,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,-0.0643,0.9114,0,
20,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.5394,0.9114,0,
20,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-0.9697,-0.5954,1,
20,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0.2376,0.2334,0,
20,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5394,-0.2187,1,
20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.0643,-0.4447,0,
21,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.6903,0.0073,1,
21,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.3885,0.0073,1,
21,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0.3885,1.3635,0,
21,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1.143,0.9114,0,
21,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.8412,1.3635,0,
21,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.6903,0.9114,0,
21,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1.143,0.6101,1,
21,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0.9921,0.0073,0,
21,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.2376,1.8155,0,
21,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0.6903,-0.8968,1,
21,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,-0.0643,1.2128,1,
21,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,-0.2152,-0.294,1,
21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.6903,1.3635,1,
21,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1.2939,1.3635,0,
21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-0.6679,1.8155,1,
21,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,-0.8188,1.8155,0,
21,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0.5394,0.9114,0,
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.7466,1.3635,1,
21,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.9921,0.4594,1,
21,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,-1.1206,0.4594,0,
21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.9921,0.2334,1,
21,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0.6903,1.3635,0,
21,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.6903,1.8155,0,
21,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,-3.2332,-0.4447,1,
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.6903,1.2128,0,
21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0.6903,1.3635,0,
21,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0.5394,1.3635,0,
21,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,-0.8188,0.9114,1,
21,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,-0.517,0.9114,1,
21,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0.5394,0.9114,1,
22,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.0866,-1.8009,0,
22,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,-0.9697,-1.8009,0,
22,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0.2376,0.9114,1,
22,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,-1.7242,0.9114,1,
22,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,-0.8188,1.8155,1,
22,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1.8975,-0.8968,0,
22,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0.5394,-0.8968,1,
22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.3885,1.8155,1,
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.8975,1.2128,0,
22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8412,1.5895,0,
22,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,-1.5733,-0.8968,1,
22,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1.143,-0.4447,0,
22,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.0643,0.0073,1,
23,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-0.2152,1.8155,1,
23,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1.4224,1.2128,1,
23,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,-0.2152,0.9114,0,
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.4448,1.3635,0,
23,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.3885,0.6101,0,
23,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,-0.517,-0.5954,1,
23,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,-0.8188,1.5142,0,
23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.6296,-0.294,0,
23,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,-0.9697,0.9114,0,
23,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.2376,1.3635,0,
23,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,-1.1206,1.1375,0,
23,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.0866,1.1375,1,
23,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0.2376,-0.8968,1,
23,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,-1.5733,0.0073,1,
23,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,-1.4224,0.4594,0,
23,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.2376,0.0073,0,
24,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0.5394,0.4594,0,
24,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.2376,-0.8968,1,
24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-0.3661,-0.2187,1,
24,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,-1.4224,-0.8968,1,
24,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5957,0.9114,0,
24,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,-0.517,-0.2187,1,
24,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.2152,-0.8968,1,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.4448,0.6854,1,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-0.0643,1.1375,0,
24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0866,1.2128,1,
24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0.6903,-1.3488,0,
24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.4448,1.3635,1,
24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.8412,-0.8968,1,
24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.0643,0.9114,0,
24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.3502,1.2128,0,
24,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,-1.2715,-0.2187,1,
24,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1.4448,-0.5954,0,
24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-0.517,0.6854,0,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.2152,-0.5954,0,
24,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1.143,0.6101,0,
24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,-0.6679,0.0073,1,
24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.8975,0.9114,0,
24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.8412,-0.8968,0,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.4448,1.5142,0,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3885,-1.1228,0,
24,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0.6903,-0.5954,1,
24,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,-0.6679,-0.8968,0,
25,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,-0.8188,1.2128,1,
25,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0.0866,-1.4995,0,
25,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,-0.8188,-0.5954,1,
25,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,-0.3661,0.6854,1,
25,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8412,-0.4447,0,
25,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,-0.8188,-0.294,0,
25,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.9921,0.0073,1,
25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.2376,0.0073,1,
25,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.9921,-0.8968,0,
25,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,-1.1206,0.6854,1,
25,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.2376,0.9114,1,
25,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,-0.2152,0.0073,0,
25,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,-0.2152,-0.294,1,
25,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0.0866,1.5142,1,
25,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,-0.3661,-0.294,1,
25,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0.2376,-0.294,0,
25,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0.3885,-0.5954,1,
25,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,-1.5733,0.6101,1,
25,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,-0.2152,-1.1981,1,
25,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,-0.2152,1.5895,0,
25,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1.7466,0.0073,0,
25,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,-0.517,-1.4995,0,
25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7466,0.9114,0,
25,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0.8412,-0.294,1,
25,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,-0.3661,-1.1981,0,
25,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,-0.2152,1.2128,1,
25,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,-0.2152,0.9114,1,
25,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0.0866,-1.1981,1,
25,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0.2376,0.3087,1,
25,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,-0.9697,-1.1981,1,
25,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0.0866,-0.294,1,
25,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,-1.5733,-0.8968,0,
25,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,-0.2152,-1.1981,1,
26,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0866,-1.1981,1,
26,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,-0.3661,-0.5954,0,
26,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,-0.9697,-0.4447,1,
26,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,-1.2715,-0.8968,1,
26,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,-0.3661,0.6101,1,
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0866,-0.5954,0,
26,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,-1.4224,-0.294,1,
26,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,-1.1206,-0.8968,0,
26,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1.143,0.6101,1,
26,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0866,-0.5954,1,
26,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,-0.517,-0.5954,0,
26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1.143,-0.8968,0,
26,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0.3885,-0.4447,0,
26,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0.2376,-0.294,0,
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.2939,-0.8968,1,
26,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-1.4224,-0.2187,1,
26,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.3885,0.3087,1,
26,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,-1.7242,-0.294,1,
26,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,-0.0643,0.9114,0,
26,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0.2376,-0.294,1,
26,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,-0.0643,-0.5954,1,
