id,read0,math0,age0,read1,math1,age1,read2,math2,age2,read3,math3,age3,female,minority
282801,,,,21.428572,20.238094,76,41.666668,36.904762,103,,,,0,0
283501,21.428572,10.714286,74,,,,,,,,,,0,0
285501,19.047619,10.714286,68,35.714287,17.857143,91,,,,,,,0,0
287901,23.809525,20.238094,80,,,,,,,,,,1,0
288501,,,,30.952381,32.142857,81,,,,55.95238,52.38095,102,1,0
290901,,,,52.38095,40.47619,78,,,,,,,1,0
291101,21.428572,14.285714,73,,,,,,,58.333332,52.38095,101,1,1
291801,26.190475,34.52381,67,,,,,,,,,,1,0
292601,22.619047,21.428572,63,,,,,,,,,,0,0
294801,26.190475,30.952381,81,,,,61.904762,55.95238,106,,,,0,0
294901,23.809525,19.047619,73,,,,,,,,,,1,0
297001,,,,,,,28.571428,22.619047,96,,,,1,1
297801,,,,45.238094,28.571428,77,66.666664,57.142857,98,,,,0,0
299501,23.809525,28.571428,77,,,,,,,,,,0,0
300401,,,,,,,,,,,,,1,1
300701,21.428572,22.619047,66,41.666668,30.952381,89,,,,,,,1,1
302501,28.571428,21.428572,70,,,,64.28571,47.61905,94,,,,1,0
303501,21.428572,21.428572,65,,,,45.238094,38.095238,94,,,,1,0
304201,22.619047,16.666666,67,,,,,,,,,,1,0
304801,20.238094,16.666666,65,,,,,,,,,,1,0
305801,,,,,,,58.333332,50.0,99,,,,0,0
306601,,,,25.0,13.095238,82,,,,34.52381,30.952381,111,0,1
306901,,,,,,,,,,,,,0,1
307401,,,,,,,22.619047,45.238094,92,,,,0,1
308101,20.238094,20.238094,67,42.857143,53.57143,89,,,,,,,1,0
309301,23.809525,28.571428,75,,,,45.238094,55.95238,97,,,,1,0
309801,28.571428,28.571428,73,,,,,,,,,,1,0
310101,19.047619,20.238094,66,,,,,,,63.095238,58.333332,112,1,0
310501,20.238094,14.285714,67,,,,34.52381,35.714287,96,,,,1,0
311301,23.809525,16.666666,70,,,,,,,41.666668,45.238094,99,1,0
312101,,,,,,,36.904762,33.333332,84,,,,0,0
312201,,,,25.0,14.285714,75,,,,,,,0,0
313501,21.428572,23.809525,78,,,,,,,47.61905,45.238094,103,0,0
315101,7.142857,16.666666,62,26.190475,16.666666,84,,,,,,,1,0
316301,29.761906,19.047619,70,,,,58.333332,46.42857,99,,,,0,0
316401,,,,34.52381,47.61905,81,,,,,,,0,0
317801,,,,21.428572,15.476191,72,,,,,,,1,1
319001,23.809525,17.857143,72,,,,,,,54.761906,46.42857,97,1,1
319701,17.857143,26.190475,65,28.571428,46.42857,86,,,,35.714287,52.38095,111,0,0
319801,21.428572,13.095238,72,,,,,,,46.42857,52.38095,102,0,0
320101,,,,21.428572,21.428572,75,51.190475,45.238094,98,,,,0,0
323701,,,,32.142857,30.952381,84,,,,,,,1,0
324301,20.238094,15.476191,72,,,,,,,,,,0,0
325201,19.047619,19.047619,87,,,,,,,29.761906,41.666668,112,0,0
325901,,,,22.619047,34.52381,100,,,,,,,0,1
326901,21.428572,16.666666,63,50.0,34.52381,86,,,,,,,0,1
328701,,,,22.619047,20.238094,73,,,,40.47619,54.761906,98,1,0
329301,21.428572,22.619047,72,,,,51.190475,52.38095,99,,,,0,0
330301,21.428572,25.0,76,,,,46.42857,55.95238,101,,,,1,0
331201,,,,,,,21.428572,22.619047,82,,,,0,1
334701,,,,,,,29.761906,25.0,84,42.857143,58.333332,107,0,0
334801,,,,,,,,,,,,,0,0
335501,,,,,,,27.380953,29.761906,88,,,,1,0
336201,20.238094,15.476191,63,,,,30.952381,51.190475,92,,,,0,0
337101,10.714286,15.476191,79,,,,23.809525,17.857143,105,,,,1,1
338701,20.238094,16.666666,60,41.666668,47.61905,83,,,,67.85714,63.095238,106,1,1
340701,25.0,15.476191,79,,,,,,,47.61905,51.190475,104,1,0
340801,21.428572,16.666666,68,,,,,,,54.761906,40.47619,97,1,0
341201,20.238094,8.333333,65,21.428572,22.619047,86,32.142857,42.857143,109,,,,0,0
341301,45.238094,26.190475,66,,,,,,,59.52381,48.809525,96,0,0
342101,,,,27.380953,30.952381,87,,,,,,,1,0
342801,53.57143,32.142857,68,61.904762,48.809525,90,,,,,,,0,0
342901,,,,,,,53.57143,44.04762,90,66.666664,53.57143,110,0,0
343001,,,,40.47619,45.238094,89,,,,,,,1,0
343301,38.095238,27.380953,78,,,,53.57143,53.57143,100,,,,1,0
343501,,,,,,,23.809525,26.190475,92,,,,0,1
343801,,,,27.380953,17.857143,88,,,,,,,0,1
345101,,,,30.952381,23.809525,72,60.714287,38.095238,95,,,,1,0
345401,,,,19.047619,14.285714,81,30.952381,48.809525,103,,,,1,0
346501,21.428572,16.666666,66,,,,,,,,,,1,0
347501,,,,,,,39.285713,38.095238,101,,,,1,0
347601,15.476191,20.238094,60,33.333332,39.285713,88,,,,,,,1,0
348101,20.238094,17.857143,78,,,,,,,36.904762,34.52381,107,0,0
348601,,,,27.380953,21.428572,92,,,,,,,1,0
349101,21.428572,25.0,69,,,,,,,,,,0,0
350001,,,,,,,,,,,,,0,1
351801,,,,25.0,21.428572,79,55.95238,39.285713,102,,,,1,0
353101,19.047619,16.666666,71,,,,,,,,,,1,0
353701,21.428572,22.619047,71,,,,,,,,,,1,0
354301,,,,22.619047,19.047619,74,46.42857,42.857143,96,,,,1,1
354701,,,,25.0,19.047619,79,,,,,,,1,1
354801,,,,21.428572,20.238094,73,,,,46.42857,32.142857,98,1,1
355401,,,,,,,,,,53.57143,50.0,98,0,0
355601,,,,,,,36.904762,30.952381,87,,,,1,0
356601,,,,,,,40.47619,28.571428,85,,,,1,0
357201,20.238094,19.047619,69,,,,39.285713,48.809525,93,72.61905,53.57143,116,0,0
358401,,,,26.190475,22.619047,76,66.666664,45.238094,97,,,,0,0
359401,,,,,,,,,,,,,0,0
359701,21.428572,17.857143,65,40.47619,52.38095,94,,,,,,,0,0
360101,27.380953,23.809525,77,,,,,,,,,,1,0
360301,21.428572,19.047619,79,,,,,,,,,,0,0
360601,,,,,,,45.238094,42.857143,95,83.333336,63.095238,116,0,0
361001,,,,48.809525,30.952381,91,,,,,,,1,0
361101,,,,22.619047,34.52381,84,51.190475,58.333332,106,,,,1,0
362601,,,,22.619047,26.190475,75,,,,,,,1,0
363301,,,,30.952381,33.333332,86,,,,,,,1,0
363501,19.047619,13.095238,79,,,,,,,32.142857,34.52381,108,0,0
364101,,,,,,,44.04762,32.142857,88,66.666664,57.142857,110,1,0
364901,,,,23.809525,16.666666,75,,,,,,,1,0
365001,21.428572,15.476191,82,,,,39.285713,35.714287,105,,,,1,0
365201,20.238094,25.0,70,,,,,,,57.142857,40.47619,97,1,0
365401,20.238094,20.238094,66,36.904762,32.142857,90,,,,,,,0,0
365501,22.619047,14.285714,67,,,,,,,,,,1,0
369201,,,,25.0,28.571428,79,36.904762,25.0,101,,,,0,1
369701,,,,23.809525,25.0,83,,,,44.04762,50.0,106,1,1
369801,21.428572,14.285714,60,,,,,,,,,,0,1
369901,32.142857,36.904762,80,,,,,,,53.57143,50.0,105,0,1
370301,,,,,,,,,,,,,0,1
371501,21.428572,23.809525,81,,,,,,,45.238094,41.666668,107,0,0
371801,,,,,,,,,,58.333332,41.666668,104,1,0
371901,,,,21.428572,13.095238,86,,,,45.238094,39.285713,112,0,0
372001,,,,27.380953,26.190475,79,,,,,,,0,0
373801,,,,39.285713,15.476191,87,,,,,,,1,0
374601,11.904762,21.428572,66,,,,36.904762,35.714287,90,53.57143,59.52381,113,1,0
375201,,,,26.190475,17.857143,76,,,,,,,1,0
375601,,,,,,,51.190475,53.57143,103,,,,1,0
375901,,,,22.619047,27.380953,83,54.761906,48.809525,106,,,,1,0
377401,16.666666,28.571428,74,,,,,,,48.809525,41.666668,103,0,0
378401,14.285714,14.285714,78,,,,26.190475,29.761906,108,,,,0,0
378701,21.428572,11.904762,64,47.61905,33.333332,93,,,,,,,0,0
379101,,,,32.142857,28.571428,85,,,,,,,0,0
379301,20.238094,21.428572,71,,,,29.761906,32.142857,95,,,,1,0
379801,20.238094,17.857143,68,,,,,,,,,,1,0
381901,,,,21.428572,14.285714,75,40.47619,33.333332,97,,,,0,1
382101,,,,21.428572,20.238094,79,,,,42.857143,44.04762,103,1,1
383201,21.428572,15.476191,73,,,,48.809525,27.380953,99,,,,1,0
383701,20.238094,16.666666,65,,,,34.52381,36.904762,94,,,,1,0
385101,4.7619047,10.714286,60,36.904762,27.380953,89,,,,52.38095,45.238094,114,0,0
387701,33.333332,28.571428,78,,,,61.904762,53.57143,101,,,,1,0
389301,14.285714,16.666666,62,,,,,,,,,,0,0
391401,11.904762,7.142857,67,,,,36.904762,42.857143,99,,,,1,0
391901,25.0,23.809525,81,,,,,,,,,,0,0
392101,23.809525,25.0,73,,,,,,,,,,0,0
392801,21.428572,17.857143,67,,,,42.857143,45.238094,95,,,,1,0
393101,,,,,,,,,,36.904762,42.857143,101,1,1
393501,,,,27.380953,39.285713,87,,,,,,,0,1
395201,,,,21.428572,19.047619,70,47.61905,29.761906,93,,,,1,1
395301,,,,27.380953,38.095238,81,,,,40.47619,55.95238,104,0,1
396201,,,,21.428572,13.095238,79,28.571428,30.952381,104,,,,1,0
397201,11.904762,17.857143,64,,,,,,,,,,0,0
397501,21.428572,15.476191,88,,,,,,,,,,0,1
397701,8.333333,13.095238,64,,,,34.52381,28.571428,92,,,,0,1
398201,,,,,,,29.761906,51.190475,110,,,,0,0
398601,,,,33.333332,30.952381,91,,,,,,,0,0
399101,21.428572,17.857143,76,,,,38.095238,44.04762,101,,,,1,0
399301,,,,,,,40.47619,25.0,99,,,,0,0
399501,,,,45.238094,26.190475,79,,,,65.47619,57.142857,105,0,1
399601,,,,21.428572,15.476191,70,38.095238,25.0,91,,,,0,1
399801,,,,,,,,,,,,,0,0
400701,20.238094,13.095238,66,35.714287,28.571428,94,,,,64.28571,46.42857,119,0,1
401201,,,,20.238094,16.666666,74,25.0,29.761906,99,41.666668,47.61905,121,0,0
401501,17.857143,15.476191,69,,,,32.142857,25.0,95,46.42857,26.190475,117,1,1
403801,,,,,,,28.571428,28.571428,85,42.857143,40.47619,107,1,0
404501,,,,,,,,,,,,,0,0
404901,,,,,,,40.47619,32.142857,85,,,,1,0
405001,23.809525,20.238094,72,,,,,,,45.238094,45.238094,97,1,0
405101,19.047619,23.809525,67,27.380953,50.0,91,,,,,,,0,0
406001,,,,,,,55.95238,58.333332,106,,,,1,0
408401,21.428572,14.285714,61,,,,60.714287,50.0,91,,,,0,0
408501,21.428572,15.476191,67,,,,,,,42.857143,36.904762,98,0,0
410301,10.714286,13.095238,59,26.190475,36.904762,82,,,,,,,1,0
411201,20.238094,15.476191,75,28.571428,40.47619,98,,,,,,,1,0
412301,8.333333,5.952381,59,28.571428,20.238094,81,,,,,,,0,1
413201,,,,17.857143,22.619047,74,38.095238,27.380953,96,,,,1,0
413301,21.428572,21.428572,69,,,,36.904762,40.47619,98,,,,0,0
414201,10.714286,5.952381,61,,,,,,,,,,0,0
414801,19.047619,16.666666,79,,,,47.61905,53.57143,102,,,,1,0
415701,,,,,,,,,,47.61905,39.285713,112,0,0
416201,28.571428,22.619047,77,,,,,,,,,,1,0
416701,19.047619,14.285714,73,36.904762,26.190475,95,,,,,,,0,0
417001,20.238094,33.333332,61,42.857143,36.904762,85,,,,,,,0,0
417701,,,,28.571428,23.809525,80,,,,34.52381,40.47619,108,1,0
418001,,,,34.52381,41.666668,87,,,,59.52381,46.42857,112,1,1
418701,23.809525,22.619047,73,,,,,,,,,,0,1
419401,20.238094,14.285714,64,,,,27.380953,22.619047,97,50.0,41.666668,117,0,1
420301,19.047619,20.238094,69,,,,28.571428,16.666666,91,,,,1,1
421201,19.047619,13.095238,71,,,,34.52381,23.809525,94,,,,0,1
421501,13.095238,11.904762,66,32.142857,17.857143,96,,,,,,,1,1
421901,,,,,,,40.47619,46.42857,88,,,,1,0
422801,,,,,,,,,,,,,0,0
423601,,,,57.142857,47.61905,92,,,,,,,1,0
424601,,,,,,,,,,,,,1,0
424901,,,,,,,,,,,,,0,0
425601,14.285714,16.666666,69,40.47619,30.952381,97,,,,,,,0,0
426801,,,,,,,,,,,,,0,1
427401,,,,,,,51.190475,33.333332,96,,,,0,1
427501,,,,39.285713,22.619047,84,,,,,,,0,1
428101,36.904762,16.666666,83,,,,48.809525,46.42857,109,,,,0,0
428201,,,,42.857143,17.857143,82,61.904762,41.666668,104,,,,0,1
428301,17.857143,13.095238,73,39.285713,27.380953,95,,,,,,,0,0
429101,,,,,,,64.28571,55.95238,105,,,,0,1
429501,,,,,,,46.42857,53.57143,102,,,,0,0
430401,20.238094,15.476191,65,,,,47.61905,46.42857,96,,,,1,0
430601,23.809525,23.809525,74,,,,48.809525,54.761906,100,,,,1,0
430801,21.428572,19.047619,69,,,,28.571428,23.809525,94,,,,1,0
432301,20.238094,8.333333,64,29.761906,16.666666,93,,,,,,,0,1
434101,,,,53.57143,28.571428,87,,,,,,,0,1
434501,,,,,,,,,,48.809525,48.809525,104,0,0
434601,21.428572,13.095238,69,45.238094,28.571428,93,,,,,,,1,0
435401,41.666668,28.571428,68,45.238094,30.952381,96,,,,,,,0,0
437101,21.428572,17.857143,65,45.238094,33.333332,89,,,,,,,1,0
437501,,,,,,,,,,,,,1,1
437601,23.809525,22.619047,77,,,,,,,60.714287,45.238094,102,1,0
437801,,,,50.0,52.38095,86,,,,77.38095,55.95238,110,0,0
437901,25.0,16.666666,68,,,,,,,57.142857,50.0,99,0,0
438301,,,,20.238094,22.619047,80,47.61905,40.47619,110,,,,0,0
438601,,,,17.857143,16.666666,84,36.904762,26.190475,106,,,,1,0
439101,16.666666,16.666666,63,47.61905,44.04762,92,,,,,,,1,0
439601,,,,,,,,,,,,,0,0
441701,,,,,,,29.761906,22.619047,86,,,,0,1
444701,21.428572,17.857143,79,,,,54.761906,45.238094,102,,,,1,0
445501,26.190475,13.095238,62,53.57143,36.904762,90,,,,,,,0,0
445801,25.0,28.571428,71,,,,,,,,,,0,0
446901,,,,21.428572,22.619047,80,,,,,,,1,0
448101,,,,,,,,,,69.04762,59.52381,105,1,0
448501,16.666666,27.380953,67,,,,29.761906,47.61905,97,,,,0,0
448701,,,,,,,33.333332,15.476191,83,52.38095,51.190475,104,0,0
449001,,,,20.238094,16.666666,82,,,,,,,0,0
449401,21.428572,21.428572,65,44.04762,41.666668,87,,,,,,,1,0
450501,,,,,,,,,,,,,1,0
450601,20.238094,16.666666,69,30.952381,39.285713,91,,,,50.0,55.95238,114,0,0
452301,35.714287,20.238094,79,,,,52.38095,42.857143,102,,,,1,0
453401,,,,21.428572,20.238094,81,55.95238,34.52381,104,,,,1,0
453601,16.666666,17.857143,65,42.857143,48.809525,86,,,,,,,0,0
454101,,,,,,,40.47619,23.809525,88,50.0,51.190475,110,0,1
454301,15.476191,15.476191,68,25.0,28.571428,96,,,,,,,0,1
454401,20.238094,22.619047,70,,,,,,,,,,1,1
454601,,,,,,,,,,26.190475,54.761906,109,0,0
455101,,,,35.714287,35.714287,95,,,,,,,0,0
455301,,,,20.238094,30.952381,84,,,,,,,0,0
455701,8.333333,10.714286,64,,,,,,,,,,1,0
457001,,,,29.761906,22.619047,92,,,,44.04762,53.57143,116,1,0
457101,20.238094,16.666666,71,30.952381,46.42857,92,,,,,,,1,0
457801,,,,21.428572,20.238094,80,59.52381,52.38095,103,,,,1,0
458001,10.714286,16.666666,63,,,,23.809525,30.952381,93,34.52381,42.857143,115,0,0
458901,15.476191,9.523809,64,26.190475,22.619047,92,,,,,,,0,0
459301,,,,,,,52.38095,53.57143,106,,,,1,0
459401,,,,21.428572,22.619047,93,,,,,,,0,0
460001,21.428572,22.619047,74,27.380953,29.761906,94,,,,,,,1,0
461801,,,,,,,,,,,,,0,0
463101,17.857143,17.857143,70,,,,,,,,,,0,0
463701,,,,,,,,,,53.57143,46.42857,114,1,0
464101,,,,34.52381,20.238094,87,,,,51.190475,39.285713,111,1,0
467201,,,,,,,,,,,,,0,0
469001,,,,61.904762,45.238094,84,,,,,,,0,0
469601,21.428572,30.952381,74,,,,,,,,,,0,0
471401,28.571428,22.619047,76,,,,39.285713,48.809525,100,,,,0,0
472301,20.238094,29.761906,77,,,,,,,,,,0,0
472701,,,,,,,,,,44.04762,27.380953,105,1,0
472801,,,,29.761906,28.571428,74,59.52381,59.52381,96,,,,0,0
473001,11.904762,21.428572,77,34.52381,47.61905,101,,,,,,,0,0
473301,16.666666,14.285714,67,26.190475,35.714287,95,,,,36.904762,52.38095,120,0,0
473401,20.238094,11.904762,72,,,,42.857143,40.47619,96,,,,1,0
474101,21.428572,16.666666,69,,,,,,,,,,1,0
474401,13.095238,7.142857,63,,,,,,,,,,0,0
474601,,,,38.095238,33.333332,82,,,,,,,0,0
474901,,,,,,,46.42857,48.809525,96,,,,0,0
476901,,,,45.238094,45.238094,85,,,,,,,0,0
477201,21.428572,23.809525,85,,,,,,,47.61905,45.238094,110,0,0
478301,,,,23.809525,19.047619,73,,,,,,,1,0
478401,,,,,,,,,,57.142857,46.42857,105,1,0
478501,20.238094,20.238094,73,,,,,,,,,,1,0
478701,,,,,,,26.190475,30.952381,93,39.285713,40.47619,117,0,0
480201,,,,54.761906,46.42857,86,,,,73.809525,65.47619,111,1,0
480301,15.476191,16.666666,78,25.0,22.619047,100,,,,,,,0,0
480901,17.857143,20.238094,75,38.095238,32.142857,100,,,,48.809525,50.0,123,1,0
481501,26.190475,23.809525,77,,,,,,,,,,1,0
483801,,,,,,,52.38095,22.619047,87,64.28571,50.0,109,1,0
484201,21.428572,23.809525,77,,,,,,,39.285713,42.857143,103,0,0
484801,21.428572,13.095238,59,,,,34.52381,44.04762,85,59.52381,57.142857,106,1,0
484901,20.238094,17.857143,77,,,,,,,,,,1,0
485201,,,,20.238094,28.571428,78,61.904762,58.333332,100,,,,1,0
487601,,,,,,,,,,,,,1,0
488201,21.428572,17.857143,65,,,,59.52381,44.04762,89,91.666664,59.52381,111,1,0
488501,,,,55.95238,51.190475,88,,,,92.85714,70.2381,112,1,0
489901,14.285714,16.666666,60,33.333332,41.666668,83,,,,,,,1,0
490901,,,,,,,54.761906,38.095238,90,,,,1,0
491901,21.428572,21.428572,67,,,,44.04762,38.095238,95,,,,1,0
492001,11.904762,20.238094,63,45.238094,46.42857,91,,,,,,,1,0
492501,21.428572,26.190475,63,,,,,,,,,,0,0
492801,13.095238,19.047619,71,35.714287,30.952381,94,,,,,,,0,0
492901,21.428572,25.0,72,,,,,,,,,,0,0
493001,,,,,,,33.333332,30.952381,89,53.57143,55.95238,113,1,0
493301,10.714286,17.857143,63,33.333332,38.095238,86,,,,,,,0,0
493401,25.0,15.476191,72,40.47619,29.761906,96,,,,,,,1,0
493801,22.619047,17.857143,73,,,,67.85714,40.47619,98,,,,0,0
494801,,,,40.47619,29.761906,85,,,,,,,0,0
495001,,,,,,,,,,,,,1,1
495101,21.428572,16.666666,68,,,,,,,35.714287,28.571428,98,0,0
495201,22.619047,35.714287,77,,,,,,,,,,1,0
495301,,,,40.47619,34.52381,91,,,,,,,1,0
495501,28.571428,30.952381,75,,,,,,,,,,0,0
496201,,,,,,,34.52381,45.238094,101,,,,0,0
497201,,,,21.428572,14.285714,76,,,,50.0,44.04762,101,1,0
498101,15.476191,10.714286,69,34.52381,36.904762,93,,,,46.42857,57.142857,115,1,1
501501,21.428572,15.476191,75,,,,,,,,,,1,0
501601,,,,,,,55.95238,38.095238,88,54.761906,59.52381,112,1,0
503701,,,,21.428572,25.0,76,28.571428,50.0,99,,,,1,0
504701,20.238094,16.666666,80,,,,,,,,,,1,0
506101,,,,,,,33.333332,30.952381,100,,,,1,0
506301,21.428572,22.619047,70,,,,50.0,32.142857,95,,,,1,0
507401,,,,27.380953,26.190475,77,,,,53.57143,29.761906,107,1,1
508501,21.428572,16.666666,67,,,,39.285713,33.333332,96,46.42857,40.47619,121,0,1
509801,23.809525,17.857143,74,,,,,,,63.095238,41.666668,103,1,0
509901,26.190475,17.857143,81,,,,,,,,,,1,0
510301,,,,25.0,27.380953,74,,,,,,,1,0
510401,11.904762,16.666666,70,,,,51.190475,35.714287,94,,,,1,0
511001,,,,,,,29.761906,33.333332,84,,,,1,0
511101,,,,,,,40.47619,46.42857,87,,,,0,0
511301,17.857143,11.904762,70,,,,,,,,,,0,0
511701,,,,28.571428,29.761906,93,,,,35.714287,50.0,120,0,0
512301,22.619047,15.476191,73,,,,38.095238,27.380953,97,51.190475,42.857143,120,1,0
513101,,,,,,,,,,58.333332,52.38095,110,0,0
513401,,,,59.52381,33.333332,83,,,,66.666664,46.42857,106,1,0
513501,,,,,,,,,,41.666668,36.904762,99,0,0
514301,,,,21.428572,26.190475,73,,,,,,,0,1
514801,,,,34.52381,19.047619,82,,,,,,,0,0
515101,,,,,,,60.714287,40.47619,89,,,,1,0
516401,19.047619,15.476191,65,32.142857,27.380953,86,,,,,,,1,0
517901,21.428572,25.0,72,,,,46.42857,58.333332,95,,,,0,0
518001,,,,46.42857,34.52381,88,,,,,,,0,0
519501,28.571428,19.047619,79,,,,46.42857,35.714287,101,,,,1,0
519801,,,,21.428572,25.0,82,38.095238,47.61905,106,,,,0,1
519901,20.238094,17.857143,64,,,,,,,50.0,39.285713,94,0,0
520001,,,,25.0,32.142857,82,,,,,,,1,0
520901,,,,21.428572,21.428572,82,,,,,,,1,0
521201,,,,,,,,,,57.142857,53.57143,107,0,0
521601,,,,,,,23.809525,22.619047,87,28.571428,36.904762,110,0,0
521901,,,,,,,60.714287,44.04762,94,,,,0,0
522401,,,,25.0,17.857143,72,,,,29.761906,36.904762,97,1,0
523101,,,,21.428572,20.238094,74,,,,25.0,32.142857,96,0,0
523201,,,,21.428572,35.714287,77,39.285713,30.952381,99,,,,0,0
524701,,,,,,,,,,,,,1,0
526101,,,,,,,,,,48.809525,41.666668,111,0,1
526501,,,,45.238094,28.571428,72,,,,,,,0,0
527101,,,,,,,38.095238,41.666668,105,,,,1,0
527201,16.666666,13.095238,70,,,,,,,51.190475,51.190475,123,1,0
527301,,,,,,,34.52381,29.761906,89,,,,0,0
528001,,,,,,,,,,39.285713,30.952381,101,0,0
528501,14.285714,14.285714,64,29.761906,32.142857,93,,,,45.238094,46.42857,118,0,0
528601,,,,35.714287,29.761906,89,,,,60.714287,50.0,118,1,0
528901,,,,22.619047,17.857143,80,,,,,,,0,0
529501,20.238094,13.095238,64,39.285713,34.52381,93,,,,52.38095,61.904762,117,1,0
529801,25.0,19.047619,79,,,,,,,,,,1,0
530801,10.714286,11.904762,70,,,,,,,,,,1,0
531501,20.238094,15.476191,78,,,,,,,,,,0,0
532501,,,,41.666668,26.190475,79,47.61905,47.61905,108,,,,1,0
532701,20.238094,19.047619,66,40.47619,40.47619,89,,,,,,,1,0
532801,21.428572,11.904762,71,,,,,,,41.666668,41.666668,96,1,0
533301,,,,,,,,,,51.190475,50.0,114,1,0
534101,23.809525,48.809525,84,,,,,,,,,,0,0
534901,15.476191,19.047619,68,,,,38.095238,27.380953,91,64.28571,51.190475,114,0,0
536901,,,,28.571428,36.904762,74,,,,60.714287,51.190475,98,0,0
537401,,,,42.857143,30.952381,87,,,,,,,0,0
537601,21.428572,20.238094,70,,,,45.238094,30.952381,95,,,,1,0
538901,22.619047,30.952381,76,,,,,,,,,,1,0
540801,47.61905,27.380953,79,,,,,,,,,,0,0
542101,,,,59.52381,35.714287,85,,,,58.333332,55.95238,111,0,0
542701,10.714286,16.666666,65,30.952381,51.190475,95,,,,,,,0,0
545801,,,,,,,,,,,,,1,0
546001,,,,,,,,,,,,,1,1
546201,10.714286,11.904762,61,,,,27.380953,28.571428,90,39.285713,38.095238,114,0,0
546401,,,,48.809525,27.380953,82,,,,,,,0,1
546501,,,,,,,,,,53.57143,40.47619,100,1,1
546601,26.190475,20.238094,79,,,,,,,,,,1,1
546701,17.857143,10.714286,65,30.952381,22.619047,94,,,,,,,0,1
546901,,,,,,,30.952381,30.952381,91,48.809525,50.0,114,1,0
547701,21.428572,27.380953,79,,,,,,,38.095238,45.238094,106,1,0
547801,29.761906,33.333332,79,,,,,,,,,,0,0
548501,22.619047,15.476191,75,,,,,,,,,,1,1
548601,,,,25.0,26.190475,79,45.238094,38.095238,101,,,,1,0
548701,26.190475,36.904762,76,,,,59.52381,46.42857,105,,,,1,0
550201,,,,21.428572,20.238094,72,,,,,,,1,0
550901,21.428572,17.857143,73,,,,30.952381,26.190475,103,,,,0,0
551501,,,,22.619047,17.857143,70,35.714287,26.190475,95,,,,0,1
551801,,,,28.571428,32.142857,76,,,,38.095238,23.809525,99,1,1
552801,,,,27.380953,15.476191,75,,,,48.809525,33.333332,99,1,0
553001,,,,,,,,,,25.0,41.666668,103,1,0
553601,20.238094,15.476191,71,,,,32.142857,45.238094,96,,,,0,1
554801,21.428572,13.095238,63,,,,36.904762,30.952381,93,,,,1,0
555001,21.428572,7.142857,75,,,,,,,,,,1,0
556101,8.333333,11.904762,64,,,,34.52381,32.142857,88,,,,1,0
557101,14.285714,20.238094,69,,,,,,,,,,1,0
557401,,,,21.428572,28.571428,75,,,,,,,1,0
558101,13.095238,19.047619,60,25.0,21.428572,83,,,,,,,1,0
558201,14.285714,14.285714,70,,,,,,,,,,1,0
559301,,,,,,,,,,52.38095,29.761906,109,1,0
559501,,,,28.571428,50.0,93,,,,,,,0,0
559601,,,,,,,,,,47.61905,64.28571,108,1,0
560001,,,,20.238094,15.476191,73,28.571428,27.380953,96,,,,0,0
560501,13.095238,15.476191,76,,,,,,,,,,0,0
560601,,,,28.571428,17.857143,77,58.333332,45.238094,99,,,,1,0
560901,,,,22.619047,29.761906,79,33.333332,27.380953,101,,,,0,0
561401,,,,35.714287,32.142857,78,,,,,,,0,1
561901,29.761906,20.238094,83,,,,,,,,,,1,1
562401,,,,26.190475,42.857143,91,,,,,,,0,0
562701,26.190475,17.857143,78,,,,53.57143,38.095238,103,,,,1,0
563101,10.714286,9.523809,66,28.571428,33.333332,94,,,,,,,1,1
564601,21.428572,10.714286,69,,,,30.952381,32.142857,97,,,,0,1
564701,,,,23.809525,19.047619,73,,,,46.42857,46.42857,98,1,1
564801,20.238094,22.619047,73,,,,,,,52.38095,52.38095,96,0,0
565401,,,,94.04762,46.42857,83,,,,72.61905,75.0,105,0,0
565601,21.428572,22.619047,62,,,,36.904762,35.714287,85,,,,0,0
566901,30.952381,35.714287,76,,,,55.95238,55.95238,101,,,,1,0
567401,21.428572,15.476191,78,,,,,,,40.47619,36.904762,105,1,0
568601,23.809525,17.857143,79,,,,52.38095,44.04762,103,,,,0,0
568701,21.428572,13.095238,76,,,,,,,52.38095,33.333332,103,1,0
569501,,,,,,,38.095238,27.380953,93,,,,1,0
570501,16.666666,10.714286,61,,,,39.285713,29.761906,91,,,,1,0
570601,,,,,,,,,,60.714287,45.238094,117,1,0
570701,,,,44.04762,23.809525,86,,,,64.28571,51.190475,111,1,0
571301,17.857143,13.095238,68,27.380953,33.333332,97,,,,,,,0,0
572801,25.0,15.476191,62,,,,46.42857,30.952381,85,,,,1,1
572901,,,,35.714287,29.761906,84,,,,,,,1,1
576601,21.428572,17.857143,84,,,,,,,,,,0,1
576701,17.857143,15.476191,72,,,,,,,,,,0,1
576801,20.238094,15.476191,71,26.190475,42.857143,98,,,,,,,0,0
576901,13.095238,16.666666,63,,,,,,,,,,0,1
577701,,,,51.190475,29.761906,86,,,,50.0,40.47619,115,1,0
578001,21.428572,26.190475,78,,,,34.52381,34.52381,102,,,,0,1
578101,21.428572,14.285714,74,,,,32.142857,28.571428,98,,,,1,1
579301,20.238094,17.857143,66,,,,,,,55.95238,63.095238,119,0,1
579801,,,,52.38095,34.52381,94,,,,73.809525,63.095238,116,1,1
579901,,,,,,,27.380953,27.380953,80,47.61905,45.238094,104,0,1
