schid,stid,girl,written,coursework
68125,45,1,25.0,61.1
68125,61,1,38.0,87.9
68125,63,0,32.0,82.4
68125,73,1,41.0,79.6
68125,74,1,41.0,80.5
68125,77,1,43.0,92.5
68125,82,1,-1.0,87.9
68125,91,0,49.0,57.4
68125,93,1,57.0,90.7
68125,96,1,44.0,25.0
68125,99,1,48.0,84.2
68125,100,1,-1.0,94.4
68125,101,1,38.0,75.0
68125,104,1,51.0,60.1
68125,105,1,76.0,93.5
68125,111,1,51.0,85.1
68125,116,0,30.0,9.25
68125,117,1,62.0,86.1
68125,121,1,37.0,69.4
68125,126,0,29.0,33.3
68125,127,1,36.0,91.6
68125,128,1,48.0,78.7
68125,131,1,37.0,84.2
68125,135,1,55.0,97.2
68125,136,1,56.0,90.7
68125,139,0,38.0,62.0
68125,145,1,62.0,90.7
68125,149,0,48.0,65.7
68125,156,0,52.0,78.7
68125,159,0,40.0,76.8
68125,174,1,56.0,88.8
68125,176,1,52.0,61.1
68125,183,1,53.0,78.7
68125,185,1,34.0,-1.0
68125,196,0,46.0,87.0
68125,199,0,66.0,-1.0
68125,208,0,39.0,79.6
68125,211,1,62.0,98.1
68125,213,1,64.0,91.6
68125,214,1,23.0,73.1
68125,215,1,43.0,84.2
68125,216,1,73.0,98.1
68133,5020,1,45.0,86.1
68133,5023,1,25.0,71.2
68133,5035,1,34.0,93.5
68133,5037,0,35.0,-1.0
68133,5043,1,36.0,82.4
68133,5056,1,37.0,78.7
68133,5069,0,46.0,55.5
68133,5071,0,41.0,70.3
68133,5083,1,-1.0,85.1
68133,5084,0,58.0,-1.0
68133,5087,1,41.0,88.8
68133,5093,1,-1.0,87.9
68133,5098,0,38.0,87.9
68133,5100,0,64.0,85.1
68133,5104,0,21.0,50.9
68133,5108,0,30.0,66.6
68133,5111,1,20.0,29.6
68133,5112,1,59.0,90.7
68133,5131,0,29.0,72.2
68133,5143,0,57.0,92.5
68133,5152,0,-1.0,72.2
68133,5159,1,-1.0,40.7
68133,5163,1,37.0,85.1
68133,5176,1,27.0,67.5
68133,5177,1,51.0,88.8
68133,5183,0,43.0,79.6
68133,5195,0,-1.0,73.1
68133,5196,0,23.0,81.4
68133,5198,1,31.0,60.1
68133,5202,1,40.0,91.6
68133,5203,1,14.0,-1.0
68133,5205,1,36.0,77.7
68133,5210,1,20.0,59.2
68133,5214,1,39.0,-1.0
68133,5219,1,30.0,-1.0
68133,5220,0,38.0,86.1
68133,5232,1,33.0,-1.0
68133,5255,1,40.0,80.5
68133,5257,1,-1.0,69.4
68133,5261,1,36.0,76.8
68133,5270,0,30.0,70.3
68133,5278,1,60.0,89.8
68133,5287,0,32.0,69.4
68133,5288,1,43.0,91.6
68133,5291,1,-1.0,92.5
68133,5296,1,51.0,91.6
68133,5298,0,25.0,63.8
68137,1,1,18.0,56.4
68137,2,1,23.0,55.5
68137,3,1,25.0,-1.0
68137,4,1,29.0,73.1
68137,5,1,-1.0,66.6
68137,9,1,20.0,60.1
68137,11,1,34.0,63.8
68137,12,1,60.0,89.8
68137,13,1,44.0,76.8
68137,14,1,20.0,58.3
68137,16,1,16.0,52.7
68137,18,1,41.0,54.6
68137,19,1,40.0,-1.0
68137,22,1,34.0,85.1
68137,23,1,25.0,61.1
68137,24,1,51.0,73.1
68137,25,1,23.0,75.0
68137,26,1,18.0,75.9
68137,27,1,36.0,69.4
68137,28,1,38.0,72.2
68137,34,1,13.0,55.5
68137,38,1,53.0,82.4
68137,39,1,18.0,47.2
68137,41,1,18.0,56.4
68137,42,1,36.0,83.3
68137,43,1,51.0,64.8
68137,44,1,-1.0,59.2
68137,45,1,18.0,49.0
68137,46,1,44.0,84.2
68137,48,1,27.0,78.7
68137,49,1,35.0,61.1
68137,50,1,34.0,83.3
68137,52,1,23.0,27.7
68137,53,1,-1.0,37.0
68137,54,1,22.0,54.6
68137,55,1,-1.0,88.8
68137,56,1,32.0,73.1
68137,59,1,59.0,89.8
68137,62,1,36.0,69.4
68137,64,1,23.0,74.0
68137,65,1,2.5,50.0
68137,66,1,-1.0,39.8
68137,67,1,39.0,64.8
68137,68,1,-1.0,92.5
68137,69,1,23.0,76.8
68137,70,1,41.0,67.5
68137,74,1,21.0,81.4
68137,75,1,14.0,31.4
68137,77,1,18.0,60.1
68137,78,1,13.0,54.6
68137,79,1,7.5,27.7
68137,80,1,4.3,50.9
68137,81,1,23.0,54.6
68137,82,1,30.0,80.5
68137,83,1,30.0,84.2
68137,84,1,14.0,28.7
68137,85,1,11.0,27.7
68137,86,1,41.0,70.3
68137,87,1,39.0,76.8
68137,88,1,36.0,-1.0
68137,91,1,16.0,76.8
68137,92,1,13.0,62.0
68137,93,1,-1.0,32.4
68137,94,1,43.0,-1.0
68137,96,1,18.0,32.4
68137,97,1,11.0,57.4
68137,98,1,-1.0,58.3
68137,99,1,20.0,-1.0
68137,100,1,11.0,61.1
68137,101,1,33.0,72.2
68137,207,0,32.0,52.7
68137,208,0,25.0,59.2
68137,209,0,11.0,37.0
68137,212,0,34.0,54.6
68137,213,0,34.0,-1.0
68137,214,0,23.0,51.8
68137,215,0,25.0,60.1
68137,219,0,33.0,-1.0
68137,221,0,48.0,85.1
68137,222,0,20.0,73.1
68137,223,0,34.0,65.7
68137,226,0,32.0,62.9
68137,228,0,23.0,43.5
68137,231,0,25.0,55.5
68137,233,0,30.0,37.0
68137,234,0,33.0,49.0
68137,237,0,37.0,69.4
68137,239,0,36.0,63.8
68137,242,0,18.0,42.5
68137,243,0,27.0,57.4
68137,244,0,-1.0,72.2
68137,246,0,51.0,-1.0
68137,251,0,41.0,67.5
68137,252,0,-1.0,75.9
68137,254,0,35.0,-1.0
68137,255,0,36.0,62.0
68137,258,0,23.0,61.1
68137,260,0,25.0,-1.0
68137,261,0,46.0,89.8
68137,264,0,50.0,70.3
68137,268,0,15.0,43.5
68137,270,0,-1.0,73.1
68137,272,0,43.0,78.7
68137,273,0,35.0,60.1
68201,3,0,82.0,92.5
68201,5,1,79.0,88.8
68201,11,1,50.0,71.2
68201,14,0,60.0,61.1
68207,7,1,32.0,58.3
68207,84,1,25.0,41.6
68207,101,1,23.0,62.9
68207,126,1,26.0,57.4
68207,167,0,-1.0,50.0
68217,1,0,41.0,70.3
68217,3,0,37.0,43.5
68217,16,0,31.0,44.4
68217,70,0,-1.0,76.8
68217,71,1,49.0,95.3
68217,74,1,36.0,-1.0
68217,75,1,32.0,74.0
68217,76,1,23.0,-1.0
68217,83,1,20.0,76.8
68217,87,1,30.0,88.8
68217,94,1,36.0,72.2
68217,100,1,43.0,84.2
68217,101,1,41.0,82.4
68217,106,1,45.0,73.1
68217,108,1,-1.0,93.5
68217,109,1,-1.0,73.1
68217,110,1,26.0,86.1
68217,112,1,50.0,87.0
68217,114,1,32.0,85.1
68217,118,1,30.0,74.0
68217,121,1,48.0,94.4
68217,125,1,38.0,62.0
68217,132,1,-1.0,86.1
68227,3,0,56.0,76.8
68227,13,0,60.0,79.6
68227,15,0,39.0,76.8
68227,20,0,35.0,70.3
68227,21,0,38.0,76.8
68227,28,0,50.0,61.1
68227,30,0,36.0,10.1
68227,33,0,53.0,-1.0
68227,44,0,36.0,70.3
68227,46,0,41.0,87.0
68227,50,0,46.0,57.4
68227,54,0,48.0,-1.0
68227,55,0,41.0,62.9
68227,80,1,44.0,70.3
68227,84,1,40.0,62.0
68227,122,1,-1.0,76.8
68227,123,1,32.0,76.8
68233,403,1,-1.0,92.5
68233,405,1,30.0,78.7
68233,408,0,37.0,43.5
68233,422,0,39.0,67.5
68233,428,0,51.0,67.5
68233,433,0,26.0,-1.0
68233,434,0,32.0,44.4
68233,436,0,41.0,65.7
68233,438,1,23.0,47.2
68233,439,1,-1.0,51.8
68233,440,1,32.0,74.0
68233,441,1,65.0,92.5
68233,442,1,35.0,58.3
68233,444,1,66.0,90.7
68233,445,1,50.0,-1.0
68233,446,1,-1.0,81.4
68233,448,1,25.0,41.6
68233,455,0,33.0,39.8
68233,457,0,14.0,23.1
68233,466,1,27.0,50.0
68233,467,1,60.0,85.1
68233,469,1,41.0,51.8
68233,470,1,37.0,55.5
68233,471,1,43.0,88.8
68233,473,1,31.0,60.1
68233,480,0,38.0,47.2
68233,484,0,35.0,50.0
68233,487,0,35.0,64.8
68233,490,1,45.0,85.1
68233,495,1,57.0,-1.0
68233,498,1,73.0,89.8
68233,501,1,18.0,68.5
68233,634,1,-1.0,60.1
68233,652,1,43.0,71.2
68233,777,1,-1.0,60.1
68233,921,0,58.0,50.0
68233,1052,1,30.0,52.7
68237,7,0,48.0,67.5
68237,11,1,48.0,83.3
68237,18,0,55.0,62.9
68237,32,1,61.0,87.0
68237,36,1,60.0,99.0
68237,41,1,55.0,86.1
68237,42,1,38.0,82.4
68237,47,1,46.0,-1.0
68237,51,1,59.0,-1.0
68237,62,0,49.0,77.7
68237,71,1,46.0,73.1
68237,73,0,56.0,75.9
68237,75,0,46.0,80.5
68237,84,0,48.0,65.7
68237,85,1,-1.0,93.5
68237,87,0,53.0,86.1
68237,93,1,41.0,-1.0
68237,110,0,46.0,74.0
68237,115,1,27.0,-1.0
68237,126,0,49.0,72.2
68237,128,0,46.0,92.5
68237,129,1,59.0,65.7
68237,134,0,41.0,74.0
68237,137,1,-1.0,83.3
68237,153,1,61.0,87.0
68237,158,1,38.0,66.6
68237,161,0,53.0,-1.0
68237,162,0,53.0,78.7
68237,164,1,39.0,52.7
68237,173,1,40.0,-1.0
68237,178,1,43.0,66.6
68237,185,1,46.0,90.7
68237,188,0,66.0,77.7
68237,195,1,-1.0,99.0
68237,197,0,51.0,81.4
68237,208,1,71.0,94.4
68237,212,0,52.0,87.0
68241,1004,1,53.0,88.8
68241,1012,1,48.0,76.8
68241,1020,1,61.0,70.3
68241,1021,1,46.0,-1.0
68241,1031,1,53.0,87.0
68241,1032,1,53.0,90.7
68241,1056,1,46.0,59.2
68241,1066,1,33.0,63.8
68241,1070,1,49.0,58.3
68241,1072,1,41.0,79.6
68241,1073,1,53.0,74.0
68241,1074,1,39.0,75.9
68241,1076,0,49.0,46.2
68241,1095,0,70.0,86.1
68241,1108,0,71.0,-1.0
68241,1116,0,46.0,-1.0
68241,1117,0,56.0,75.9
68241,1138,0,-1.0,87.9
68255,1,0,38.0,50.9
68255,2,0,55.0,84.2
68255,6,0,48.0,86.1
68255,9,0,46.0,78.7
68255,10,0,55.0,87.9
68255,24,0,53.0,93.5
68255,28,0,68.0,95.3
68255,35,0,65.0,80.5
68255,43,0,43.0,78.7
68255,53,0,62.0,84.2
68255,56,0,51.0,78.7
68255,57,0,-1.0,81.4
68255,63,0,51.0,83.3
68255,67,0,66.0,98.1
68255,70,1,50.0,90.7
68255,79,1,61.0,88.8
68255,83,1,53.0,94.4
68255,89,1,61.0,80.5
68255,98,1,60.0,92.5
68255,102,1,53.0,88.8
68255,106,1,43.0,90.7
68255,110,1,58.0,75.9
68255,116,1,55.0,85.1
68255,118,1,53.0,92.5
68271,21,1,-1.0,75.9
68271,48,1,31.0,62.9
68271,75,1,44.0,56.4
68271,90,1,36.0,49.0
68271,92,0,-1.0,83.3
68271,102,0,25.0,41.6
68271,141,0,45.0,62.0
68271,160,1,36.0,89.8
68271,169,1,43.0,84.2
68271,170,0,56.0,89.8
68271,241,1,36.0,79.6
68271,243,1,51.0,-1.0
68271,246,1,36.0,73.1
68303,4,0,-1.0,68.5
68303,9,0,44.0,63.8
68303,18,0,67.0,85.1
68303,25,0,39.0,-1.0
68303,31,0,55.0,58.3
68303,32,0,60.0,83.3
68303,35,0,30.0,-1.0
68303,49,1,45.0,42.5
68303,50,0,41.0,54.6
68303,53,0,-1.0,69.4
68303,63,0,48.0,71.2
68303,64,1,62.0,84.2
68303,80,1,-1.0,82.4
68303,86,1,46.0,69.4
68303,93,1,40.0,67.5
68303,96,0,56.0,65.7
68303,100,0,71.0,95.3
68303,101,0,48.0,85.1
68303,106,0,37.0,67.5
68303,110,1,51.0,84.2
68303,113,0,67.0,69.4
68303,117,0,48.0,61.1
68303,120,0,35.0,51.8
68303,128,1,32.0,55.5
68303,138,1,57.0,79.6
68303,141,1,43.0,57.4
68303,153,0,50.0,39.8
68303,157,1,55.0,75.0
68303,161,1,43.0,54.6
68303,167,1,28.0,62.0
68303,168,1,53.0,79.6
68303,169,1,36.0,66.6
68303,175,0,52.0,62.0
68303,176,1,63.0,69.4
68303,178,0,65.0,76.8
68303,192,1,56.0,63.8
68303,193,0,55.0,73.1
68303,195,0,56.0,60.1
68303,197,0,59.0,65.7
68303,199,0,46.0,56.4
68321,5001,1,51.0,78.7
68321,5005,1,41.0,83.3
68321,5021,1,51.0,77.7
68321,5023,0,43.0,97.2
68321,5031,0,64.0,97.2
68321,5032,1,-1.0,100.0
68321,5033,0,57.0,91.6
68321,5034,1,31.0,73.1
68321,5035,1,48.0,83.3
68321,5040,0,43.0,73.1
68321,5041,1,39.0,58.3
68321,5042,0,68.0,63.8
68321,5049,1,-1.0,65.7
68321,5050,0,36.0,-1.0
68321,5051,0,50.0,-1.0
68321,5052,1,-1.0,78.7
68321,5053,0,40.0,69.4
68321,5057,0,72.0,-1.0
68321,5058,0,39.0,82.4
68321,5059,1,55.0,73.1
68321,5067,0,52.0,72.2
68321,5076,0,-1.0,83.3
68321,5080,1,41.0,81.4
68321,5082,1,56.0,87.0
68321,5083,0,60.0,78.7
68321,5089,0,48.0,76.8
68321,5092,1,41.0,85.1
68321,5093,0,38.0,43.5
68321,5094,0,46.0,61.1
68321,5097,1,48.0,94.4
68321,5098,1,65.0,88.8
68321,5099,0,50.0,78.7
68321,5106,1,60.0,77.7
68321,5107,1,51.0,60.1
68321,5113,0,-1.0,61.1
68321,5125,1,60.0,92.5
68321,5128,0,61.0,79.6
68321,5130,1,51.0,74.0
68321,5131,0,81.0,96.2
68321,5133,0,59.0,97.2
68321,5136,0,50.0,-1.0
68321,5137,1,59.0,72.2
68321,5138,1,-1.0,73.1
68321,5140,1,59.0,84.2
68321,5144,1,53.0,70.3
68321,5148,1,53.0,-1.0
68321,5149,0,43.0,-1.0
68321,5150,1,53.0,85.1
68321,5151,1,60.0,83.3
68321,5152,1,46.0,83.3
68321,5153,0,68.0,88.8
68321,5154,1,-1.0,61.1
68329,8,0,44.0,62.9
68329,103,1,53.0,79.6
68329,128,1,40.0,91.6
68329,133,0,43.0,75.0
68329,156,1,55.0,92.5
68329,163,1,50.0,89.8
68405,5007,0,-1.0,87.9
68405,5011,0,51.0,95.3
68405,5023,1,67.0,73.1
68405,5026,1,65.0,87.9
68405,5028,0,55.0,89.8
68405,5035,1,76.0,95.3
68405,5045,1,51.0,67.5
68405,5050,1,-1.0,78.7
68405,5062,0,53.0,-1.0
68405,5063,1,53.0,64.8
68405,5070,1,65.0,-1.0
68405,5074,0,41.0,63.8
68405,5080,1,34.0,79.6
68405,5090,0,56.0,77.7
68405,5091,1,65.0,90.7
68405,5092,0,61.0,84.2
68405,5097,1,48.0,93.5
68405,5104,1,66.0,74.0
68405,5113,1,50.0,86.1
68405,5116,1,48.0,77.7
68405,5119,1,66.0,87.9
68405,5131,1,-1.0,74.0
68405,5133,0,-1.0,78.7
68405,5140,1,75.0,81.4
68405,5145,1,64.0,84.2
68405,5146,0,55.0,86.1
68405,5166,1,66.0,62.0
68405,5183,1,52.0,77.7
68405,5184,1,45.0,92.5
68405,5193,1,44.0,70.3
68405,5194,1,55.0,71.2
68405,5209,0,55.0,55.5
68405,5214,1,49.0,68.5
68405,5215,0,59.0,96.2
68405,5223,1,71.0,84.2
68405,5226,1,32.0,75.9
68411,1,1,39.0,70.3
68411,2,1,30.0,41.6
68411,3,0,46.0,56.4
68411,4,1,44.0,55.5
68411,7,1,31.0,55.5
68411,15,1,49.0,66.6
68411,19,1,-1.0,56.4
68411,20,0,59.0,81.4
68411,21,1,48.0,60.1
68411,22,1,46.0,74.0
68411,24,0,-1.0,52.7
68411,27,1,32.0,37.0
68411,28,0,-1.0,43.5
68411,32,0,29.0,45.3
68411,34,1,65.0,50.0
68411,36,1,14.0,19.4
68411,37,0,52.0,47.2
68411,39,1,31.0,65.7
68411,42,1,53.0,71.2
68411,47,1,29.0,58.3
68411,50,1,-1.0,51.8
68411,51,0,49.0,76.8
68411,56,1,43.0,50.9
68411,59,1,52.0,76.8
68411,60,0,26.0,38.8
68411,63,1,34.0,64.8
68411,64,1,43.0,-1.0
68411,66,0,38.0,58.3
68411,67,1,30.0,69.4
68411,71,1,-1.0,55.5
68411,72,1,34.0,68.5
68411,77,1,34.0,74.0
68411,82,0,32.0,-1.0
68411,83,1,20.0,30.5
68411,88,1,55.0,75.9
68411,90,1,32.0,62.0
68411,99,1,30.0,68.5
68411,101,1,62.0,79.6
68411,102,0,46.0,46.2
68411,103,1,41.0,64.8
68411,109,0,44.0,-1.0
68411,111,0,59.0,65.7
68411,112,0,30.0,42.5
68411,116,1,46.0,-1.0
68411,119,1,63.0,83.3
68411,121,1,-1.0,70.3
68411,122,0,38.0,48.1
68411,124,1,41.0,62.9
68411,129,0,-1.0,36.1
68411,136,1,25.0,-1.0
68411,137,0,55.0,-1.0
68411,138,0,41.0,38.8
68411,139,1,49.0,74.0
68411,141,1,36.0,67.5
68411,143,1,-1.0,68.5
68411,145,1,16.0,32.4
68411,148,0,-1.0,71.2
68411,151,0,35.0,60.1
68411,152,0,41.0,64.8
68411,154,1,28.0,52.7
68411,155,0,38.0,61.1
68411,156,1,26.0,58.3
68411,161,1,36.0,-1.0
68411,164,0,53.0,78.7
68411,165,1,46.0,64.8
68411,169,0,40.0,67.5
68411,170,0,48.0,76.8
68411,172,1,43.0,68.5
68411,176,0,36.0,58.3
68411,178,0,67.0,38.8
68411,179,0,58.0,70.3
68411,181,1,38.0,56.4
68411,182,0,23.0,23.1
68411,184,0,61.0,-1.0
68411,188,1,45.0,60.1
68411,193,1,36.0,56.4
68411,194,1,44.0,59.2
68411,195,1,43.0,75.0
68411,197,1,33.0,61.1
68411,200,0,50.0,72.2
68411,204,1,59.0,-1.0
68411,207,1,41.0,52.7
68411,209,1,22.0,50.0
68411,211,1,-1.0,71.2
68417,5000,1,30.0,71.2
68417,5001,1,34.0,76.8
68417,5002,1,70.0,89.8
68417,5004,0,50.0,81.4
68417,5009,1,32.0,58.3
68417,5011,0,63.0,80.5
68417,5012,0,53.0,-1.0
68417,5013,1,55.0,81.4
68417,5017,0,38.0,79.6
68417,5019,1,35.0,-1.0
68417,5022,0,33.0,78.7
68417,5024,1,34.0,71.2
68417,5025,0,45.0,67.5
68417,5026,1,48.0,-1.0
68417,5029,0,41.0,59.2
68417,5034,1,41.0,70.3
68417,5035,1,49.0,75.9
68417,5036,0,36.0,-1.0
68417,5038,1,-1.0,72.2
68417,5043,0,45.0,78.7
68417,5044,1,45.0,-1.0
68417,5047,0,50.0,70.3
68417,5052,0,64.0,62.9
68417,5053,0,71.0,89.8
68417,5054,0,78.0,87.9
68417,5058,1,30.0,70.3
68417,5061,0,46.0,84.2
68417,5062,0,49.0,60.1
68417,5063,0,65.0,-1.0
68417,5066,1,53.0,88.8
68417,5068,0,45.0,53.7
68417,5069,0,43.0,80.5
68417,5070,0,66.0,89.8
68417,5071,0,60.0,89.8
68417,5072,1,43.0,45.3
68417,5074,1,62.0,78.7
68417,5077,1,43.0,77.7
68417,5079,0,66.0,92.5
68417,5080,0,57.0,67.5
68417,5083,1,40.0,59.2
68417,5087,0,64.0,70.3
68417,5090,1,69.0,83.3
68417,5092,1,48.0,87.9
68417,5093,0,67.0,81.4
68417,5095,1,56.0,42.5
68417,5097,0,57.0,75.0
68417,5098,0,68.0,67.5
68531,6,1,68.0,74.0
68531,12,1,41.0,61.1
68531,19,0,57.0,-1.0
68531,32,0,63.0,68.5
68531,35,1,64.0,86.1
68531,68,0,56.0,39.8
68531,77,1,41.0,67.5
68531,83,1,-1.0,75.0
68531,86,1,59.0,-1.0
68531,95,1,67.0,78.7
68531,97,1,-1.0,55.5
68531,118,1,44.0,74.0
68531,126,1,59.0,94.4
68531,137,1,57.0,79.6
68531,154,1,48.0,87.9
68531,167,1,38.0,-1.0
68531,190,0,65.0,83.3
68531,192,1,53.0,85.1
68531,193,1,43.0,72.2
68531,211,1,55.0,81.4
68531,214,1,-1.0,91.6
68531,227,1,48.0,-1.0
68611,2,0,43.0,59.2
68611,15,0,41.0,51.8
68611,19,0,29.0,-1.0
68611,41,1,31.0,65.7
68611,47,1,35.0,59.2
68611,49,1,34.0,67.5
68611,50,1,43.0,80.5
68611,52,1,16.0,68.5
68611,53,1,31.0,54.6
68611,54,1,44.0,70.3
68629,22,0,43.0,84.2
68629,24,0,59.0,72.2
68629,25,0,53.0,73.1
68629,32,1,39.0,75.0
68629,44,0,76.0,91.6
68629,48,0,49.0,61.1
68629,52,1,53.0,69.4
68629,56,0,43.0,-1.0
68629,59,1,-1.0,97.2
68629,60,1,34.0,85.1
68629,62,1,53.0,81.4
68629,66,0,48.0,-1.0
68629,77,1,-1.0,86.1
68629,81,0,43.0,44.4
68629,82,1,43.0,79.6
68629,98,0,55.0,38.8
68629,102,0,50.0,85.1
68629,106,1,55.0,83.3
68629,108,1,41.0,68.5
68629,110,0,61.0,87.9
68629,115,0,59.0,81.4
68629,124,0,55.0,70.3
68629,139,1,50.0,98.1
68629,143,1,49.0,85.1
68629,156,0,48.0,51.8
68629,162,0,37.0,62.9
68629,175,0,-1.0,75.0
68629,176,1,56.0,82.4
68629,189,0,65.0,70.3
68629,197,0,41.0,-1.0
68711,17,1,30.0,55.5
68711,66,1,30.0,37.0
68711,75,1,37.0,55.5
68711,79,0,55.0,58.3
68711,165,1,22.0,-1.0
68711,182,1,41.0,70.3
68711,188,0,44.0,45.3
68711,225,0,46.0,32.4
68711,230,1,71.0,-1.0
68711,237,0,-1.0,47.2
68723,5107,1,48.0,77.7
68723,5118,1,55.0,-1.0
68723,5121,1,37.0,52.7
68723,5122,1,37.0,63.8
68723,5216,1,41.0,-1.0
68723,5221,1,-1.0,74.0
68723,5322,0,52.0,62.9
68723,5516,1,50.0,73.1
68723,5521,1,-1.0,80.5
68805,1,1,62.0,98.1
68805,12,0,64.0,96.2
68805,17,0,44.0,76.8
68805,27,0,62.0,96.2
68805,32,1,33.0,-1.0
68805,33,1,38.0,77.7
68805,41,1,60.0,89.8
68805,44,0,40.0,86.1
68805,47,1,-1.0,87.0
68805,61,0,60.0,86.1
68805,65,1,35.0,86.1
68805,66,1,32.0,54.6
68805,74,1,46.0,74.0
68805,76,1,51.0,99.0
68805,77,1,22.0,57.4
68805,78,0,45.0,66.6
68805,80,0,61.0,68.5
68805,83,0,65.0,93.5
68805,88,1,34.0,74.0
68805,96,0,48.0,90.7
68805,98,1,34.0,83.3
68805,99,0,52.0,78.7
68805,107,0,55.0,77.7
68805,115,1,37.0,85.1
68805,120,0,53.0,95.3
68805,133,0,65.0,89.8
68805,139,0,-1.0,90.7
68805,140,0,-1.0,91.6
68805,143,0,53.0,94.4
68805,146,0,33.0,79.6
68805,148,1,72.0,96.2
68809,1,0,43.0,75.0
68809,5,0,59.0,65.7
68809,7,0,44.0,60.1
68809,9,0,46.0,72.2
68809,10,1,28.0,73.1
68809,13,1,39.0,79.6
68809,14,1,25.0,59.2
68809,17,0,35.0,86.1
68809,22,1,55.0,-1.0
68809,23,1,44.0,69.4
68809,25,0,50.0,54.6
68809,29,1,40.0,-1.0
68809,30,0,46.0,75.9
68809,31,1,40.0,78.7
68809,32,0,40.0,60.1
68809,33,1,39.0,59.2
68809,36,1,61.0,91.6
68809,39,0,32.0,60.1
68809,42,0,55.0,77.7
68809,43,1,34.0,71.2
68809,44,0,53.0,68.5
68809,45,1,39.0,75.0
68809,46,1,43.0,67.5
68809,47,0,53.0,63.8
68809,53,1,-1.0,80.5
68809,57,0,64.0,87.0
68809,61,1,23.0,57.4
68809,66,1,52.0,86.1
68809,67,0,53.0,77.7
68809,72,1,36.0,75.0
68809,73,1,-1.0,84.2
68809,75,0,37.0,72.2
68809,76,1,41.0,64.8
68809,77,1,39.0,76.8
68809,78,0,39.0,62.9
68809,81,1,43.0,-1.0
68809,84,1,27.0,73.1
68809,85,0,32.0,-1.0
68809,89,1,74.0,92.5
68809,92,1,27.0,81.4
68809,93,1,31.0,70.3
68809,95,0,-1.0,53.7
68809,97,0,41.0,72.2
68809,98,0,36.0,57.4
68809,100,1,33.0,68.5
68809,102,0,40.0,72.2
68809,103,1,61.0,78.7
68809,105,0,30.0,74.0
68809,106,1,-1.0,62.0
68809,107,1,38.0,63.8
68809,110,1,51.0,85.1
68809,113,1,58.0,81.4
68809,114,1,-1.0,74.0
68809,116,0,55.0,75.9
68809,118,1,26.0,61.1
68809,119,1,-1.0,61.1
68809,120,0,36.0,70.3
68809,121,1,30.0,62.9
68809,123,0,43.0,48.1
68809,125,1,53.0,75.9
68809,129,1,79.0,93.5
68809,132,1,69.0,96.2
68809,133,1,25.0,74.0
68809,134,1,32.0,45.3
68809,138,0,60.0,67.5
68809,139,1,38.0,59.2
68809,140,1,55.0,93.5
68809,141,0,34.0,47.2
68809,146,1,27.0,70.3
68809,147,0,-1.0,73.1
68809,148,0,30.0,41.6
68809,149,1,38.0,80.5
68809,151,0,38.0,-1.0
71927,10,0,40.0,67.5
71927,19,1,46.0,66.6
71927,23,0,53.0,68.5
71927,26,1,53.0,75.0
71927,43,0,39.0,67.5
71927,51,1,-1.0,78.7
71927,53,1,36.0,71.2
71927,55,1,41.0,-1.0
71927,59,1,35.0,62.0
71927,63,1,-1.0,50.9
71927,75,1,59.0,-1.0
71927,76,1,-1.0,69.4
71927,79,1,38.0,69.4
71927,83,1,31.0,68.5
71927,94,1,57.0,-1.0
71927,96,1,22.0,63.8
71927,97,0,38.0,59.2
71927,110,1,55.0,77.7
71927,115,1,-1.0,53.7
71927,121,0,55.0,73.1
71927,128,0,44.0,68.5
71927,141,0,48.0,-1.0
71927,145,0,55.0,69.4
71927,151,0,37.0,62.9
74330,14,0,46.0,57.4
74330,63,0,43.0,-1.0
74330,85,0,39.0,-1.0
74330,116,0,41.0,47.2
74330,173,1,43.0,68.5
74330,208,1,53.0,75.9
74862,305,0,61.0,87.9
74862,309,0,35.0,47.2
74862,310,0,51.0,75.0
74862,318,0,-1.0,76.8
74862,320,1,58.0,-1.0
74862,323,0,14.0,52.7
74862,324,0,48.0,48.1
74862,329,0,37.0,56.4
74862,332,0,52.0,68.5
74862,334,1,50.0,73.1
74862,338,0,-1.0,87.9
74862,347,0,49.0,75.9
74862,353,0,56.0,53.7
74862,360,0,73.0,92.5
74862,371,1,51.0,75.9
74862,375,1,57.0,87.0
74862,379,1,46.0,64.8
74862,383,1,46.0,75.9
74862,387,1,55.0,82.4
74862,397,1,34.0,60.1
74862,403,1,51.0,66.6
74862,406,1,38.0,90.7
74862,407,1,35.0,58.3
74862,409,0,39.0,-1.0
74862,415,1,67.0,85.1
74862,418,0,68.0,84.2
74862,427,1,60.0,93.5
74862,428,1,66.0,93.5
74862,436,1,43.0,78.7
74862,437,1,43.0,67.5
74862,446,0,39.0,78.7
74862,448,0,44.0,80.5
74862,454,0,-1.0,59.2
74862,458,1,46.0,87.0
74862,460,1,36.0,62.9
74862,462,1,46.0,78.7
74862,463,1,55.0,95.3
74862,467,1,-1.0,93.5
74862,469,0,25.0,48.1
74862,471,1,45.0,46.2
74874,35,1,55.0,91.6
74874,48,1,62.0,92.5
74874,49,0,60.0,86.1
74874,50,1,28.0,80.5
74874,51,1,22.0,80.5
74874,57,1,40.0,-1.0
74874,58,1,52.0,88.8
74874,59,1,51.0,-1.0
74874,60,1,48.0,91.6
74874,61,1,-1.0,87.9
74874,62,1,-1.0,94.4
74874,63,1,60.0,96.2
74874,64,1,50.0,83.3
74874,66,1,57.0,87.9
74874,67,1,-1.0,79.6
