id,level,famnum,group,age,sex,tlm,tlpl,tlcpl,tlsub,tlcsub,occ,dtlm
159,0,27,2,34,1,1.7917595,0.973383,0.31481075,3.3300593,1.3506671,4,0
159,1,27,2,34,1,2.1690538,1.1508324,0.3220835,4.4984756,1.6563214,5,0
163,-1,27,2,35,2,1.0986123,0.40222573,0.3435897,0.98954123,1.1118575,3,1
163,0,27,2,35,2,1.3862944,0.5408086,0.41871032,1.4609379,1.3350011,4,1
163,1,27,2,35,2,1.8718022,0.76628715,-0.07257068,2.8075938,1.5727739,5,0
119,-1,28,3,18,1,1.178655,0.27490702,0.57661337,1.5830939,1.1118575,3,0
119,0,28,3,18,1,1.5581446,0.3193581,0.70803577,2.0451088,1.1999648,4,0
119,1,28,3,18,1,1.7917595,0.47464025,0.3435897,2.0001278,1.4906543,5,0
164,-1,28,2,50,2,1.0986123,0.64530855,0.3435897,1.3083328,1.4303112,3,1
164,0,28,2,50,2,1.3862944,0.87497026,0.14841998,1.6563214,1.4134231,4,1
164,1,28,2,50,2,1.8718022,0.86923534,0.0,2.774462,1.6448051,5,0
165,-1,28,2,52,1,1.5040774,0.46067604,0.31481075,2.486572,1.2119409,3,0
165,0,28,2,52,1,1.446919,0.49170747,0.30010462,1.329724,1.637053,4,0
165,1,28,2,52,1,2.0476928,0.31008238,0.058268853,2.9734867,1.6620303,5,0
166,-1,28,2,21,2,1.0986123,0.45938107,0.122217625,1.2919837,1.0043017,3,1
166,0,28,2,21,2,1.5581446,0.8100983,-0.030459179,2.3302002,1.3244189,4,0
166,1,28,2,21,2,1.609438,0.62854165,0.07696108,1.6992786,1.5993875,5,1
92,-1,29,3,41,1,1.0986123,0.562129,0.57097954,1.22083,1.6882491,3,1
92,0,29,3,41,1,1.3862944,0.793205,0.45107564,1.8066481,1.8309802,4,1
92,1,29,3,41,1,1.7917595,0.7444831,0.7275486,2.9359822,2.1114247,5,0
148,-1,29,2,76,2,1.0986123,0.7591833,0.48242617,1.3912818,1.329724,3,1
148,0,29,2,76,2,1.3862944,0.8220741,0.6097656,1.9699056,1.5851452,4,1
148,1,29,2,76,2,2.1102133,0.8383446,0.53062826,3.445852,1.8309802,5,0
149,-1,29,2,78,1,1.0986123,0.92936605,1.2527629,2.179287,1.9473377,3,1
149,0,29,2,78,1,1.5581446,0.7976378,1.3110319,2.9507349,2.2874715,4,0
149,1,29,2,78,1,1.8325815,1.001108,0.8712934,2.8803215,2.439735,5,0
94,-1,30,3,31,2,1.0986123,0.6476387,0.2546422,1.5325569,1.5475625,3,1
94,0,30,3,31,2,1.8718022,0.9068618,0.65232515,3.0814512,1.4492692,4,0
94,1,30,3,31,2,2.0794415,0.83185315,0.5423243,3.5945687,1.6845454,5,0
153,-1,30,2,56,2,1.3217559,0.43805352,0.7884574,2.799109,1.8870696,3,0
153,0,30,2,56,2,1.7917595,0.45677823,0.49469623,3.287282,1.8453002,4,0
153,1,30,2,56,2,1.8718022,0.1119124,0.1906204,2.8390784,2.0095553,5,0
154,-1,30,2,62,1,1.2527629,0.5581628,0.99694866,3.002708,2.222459,3,0
154,0,30,2,62,1,1.8718022,0.6074675,1.3428648,3.3948438,2.3978953,4,0
154,1,30,2,62,1,2.442347,0.6260788,1.137833,3.8668165,1.9947003,5,0
95,-1,31,3,36,1,1.0986123,0.6109256,0.89199805,1.427916,1.6752257,3,1
95,0,31,3,36,1,1.7491999,0.4037225,0.9669839,3.163363,1.9878744,4,0
95,1,31,3,36,1,1.8325815,0.64374626,0.8586616,3.092859,2.2782924,5,0
150,-1,31,2,63,2,1.0986123,0.8110363,0.84586823,1.0296195,1.5518087,3,1
150,0,31,2,63,2,1.446919,0.8918894,0.81536484,2.4353662,1.6601311,4,0
150,1,31,2,63,2,2.2246234,0.95937693,0.79299253,4.4448843,1.9050881,5,0
99,-1,32,3,22,1,1.0986123,0.27490702,0.0676587,0.89199805,1.4724721,3,1
99,0,32,3,22,1,2.2512918,0.5114495,0.04879012,3.6146946,1.5018526,4,0
99,1,32,3,22,1,2.1690538,0.39312568,0.058268853,3.064792,1.5933086,5,0
176,-1,32,2,56,2,1.0986123,0.770581,0.4317824,2.052841,1.4609379,3,1
176,0,32,2,56,2,2.1102133,0.74506116,0.38526243,4.4166694,2.0425181,4,0
176,1,32,2,56,2,2.014903,1.0788435,0.8285518,4.169761,2.4440846,5,0
177,-1,32,2,55,1,1.9810015,0.7800341,1.0331844,4.0561233,1.6620303,3,0
177,0,32,2,55,1,1.8718022,0.66719496,0.89199805,3.7800903,1.7800242,4,0
177,1,32,2,55,1,3.228826,0.6342213,0.8501509,5.2685795,2.1517622,5,0
101,-1,33,3,30,1,1.178655,0.7192247,0.6830968,1.8213183,1.6639261,3,0
101,0,33,3,30,1,1.7491999,0.43392175,1.0188473,2.4168062,1.8229351,4,0
101,1,33,3,30,1,2.2512918,0.3790786,0.7323679,3.295096,2.0122328,5,0
146,-1,33,2,61,2,1.178655,0.46835563,0.604316,1.7263316,1.3609766,3,0
146,0,33,2,61,2,1.9095426,0.65148735,0.46373403,3.596764,1.6409365,4,0
146,1,33,2,61,2,1.658228,0.7991014,0.41210964,2.1701958,1.8421357,5,0
147,-1,33,2,59,1,1.2527629,0.7774367,1.0851892,2.2407095,1.6695918,3,0
147,0,33,2,59,1,1.9095426,0.9155512,0.7839016,3.7230394,1.7209793,4,0
147,1,33,2,59,1,1.7491999,0.968793,0.81536484,3.0002222,1.8916048,5,0
125,-1,35,3,30,1,1.178655,0.48690858,0.57661337,0.89199805,1.4516138,3,0
125,0,35,3,30,1,2.1690538,0.26041096,0.57661337,3.147165,1.7934248,4,0
125,1,35,3,30,1,2.014903,-0.0660401,0.98954123,2.1246538,2.1162555,5,0
174,-1,35,2,58,2,1.178655,0.26041096,0.41871032,1.1724821,1.4724721,3,0
174,0,35,2,58,2,1.609438,0.5631138,0.30748472,2.4265711,1.4516138,4,0
174,1,35,2,58,2,2.3978953,0.5137055,0.41871032,3.5641663,1.7191888,5,0
175,-1,35,2,59,2,1.178655,0.71099293,0.9631743,1.7439687,1.5282279,3,0
175,0,35,2,59,2,2.014903,0.6992449,1.0715836,3.5865698,1.9768549,4,0
175,1,35,2,59,2,2.2772672,0.9115734,1.0750024,3.6548054,2.1770217,5,0
107,-1,37,3,31,1,1.0986123,0.7433239,0.1823216,1.3480731,1.0681531,3,1
107,0,37,3,31,1,2.1690538,0.8077407,0.22314355,4.157945,1.474763,4,0
107,1,37,3,31,1,1.8718022,0.79419553,0.37843648,2.8355637,1.6389967,5,0
137,-1,37,2,59,2,1.178655,0.59956056,0.604316,1.3350011,1.512927,3,0
137,0,37,2,59,2,2.014903,0.6358272,0.8064759,3.9615748,1.609438,4,0
137,1,37,2,59,2,1.7491999,0.5355443,0.37156358,2.203869,1.7101879,5,0
138,-1,37,2,61,1,1.178655,0.3302255,0.5128236,1.5933086,1.474763,3,0
138,0,37,2,61,1,2.0794415,0.58133286,0.6312718,3.3572454,1.508512,4,0
138,1,37,2,61,1,2.014903,0.69791347,0.3220835,2.912894,1.7561322,5,0
102,-1,38,3,30,1,1.2527629,0.76248163,1.658228,2.9481163,2.5748997,3,0
102,0,38,3,30,1,2.0794415,0.68568486,1.2470323,3.8903906,2.2823825,4,0
102,1,38,3,30,1,1.9810015,0.63742554,1.0079579,2.7562053,2.4824035,5,0
145,-1,38,2,35,1,1.0986123,0.36943644,0.8241754,1.3812819,2.171337,3,1
145,0,38,2,35,1,1.609438,0.48082373,0.89199805,2.941804,1.7934248,4,0
145,1,38,2,35,1,2.3513753,0.7173433,0.7419373,4.051785,1.8547343,5,0
93,-1,39,3,25,1,1.0986123,0.14025927,0.039220676,0.9400072,0.97832614,3,1
93,0,39,3,25,1,1.9095426,0.16175598,-0.030459179,2.6426225,1.2781522,4,0
93,1,39,3,25,1,1.609438,0.06593112,-0.07257068,1.9035989,1.3164083,5,1
144,-1,39,2,52,1,1.0986123,0.50917995,0.7793249,1.1693814,1.2441546,3,1
144,0,39,2,52,1,1.9810015,0.47464025,0.5596158,2.4239173,1.4231083,4,0
144,1,39,2,52,1,1.609438,0.47339156,0.41210964,1.4678744,1.5686159,5,1
123,-1,41,3,39,1,1.178655,0.58781904,0.9242589,2.0373166,1.6292405,3,0
123,0,41,3,39,1,1.8718022,0.6168967,1.0079579,3.3010087,1.9242487,4,0
123,1,41,3,39,1,2.1690538,0.8309771,1.10194,3.3998632,2.2343063,5,0
157,-1,41,2,60,2,1.2527629,0.38694265,0.6312718,2.465554,1.6034198,3,0
157,0,41,2,60,2,2.0794415,0.6664632,0.7419373,3.6420498,1.52388,4,0
157,1,41,2,60,2,1.7491999,0.56015134,0.8372475,2.8207836,1.9035989,5,0
112,-1,42,3,38,1,1.178655,0.80297095,1.1216775,1.6034198,3.051167,3,0
112,0,42,3,38,1,2.1400661,1.0049485,1.6770965,3.693867,2.4353662,4,0
112,1,42,3,38,1,2.1102133,0.8188956,1.4445633,3.346037,2.8986704,5,0
132,-1,42,2,62,2,1.9459101,0.8430177,0.70803577,3.9930499,1.6900958,3,0
132,0,42,2,62,2,2.0476928,0.93186367,0.41210964,3.6635616,1.8066481,4,0
132,1,42,2,62,2,1.8718022,0.9020717,0.3435897,2.8541687,1.7439687,5,0
113,-1,43,3,26,1,1.178655,0.518177,0.65752,1.9329696,1.6034198,3,0
113,0,43,3,26,1,1.609438,0.7290797,0.84586823,2.8349764,1.8033587,4,0
113,1,43,3,26,1,1.704748,0.82744706,0.5596158,2.8610573,1.9401795,5,0
142,-1,43,2,55,2,1.3217559,0.562129,0.9400072,2.5095992,1.6253113,3,0
142,0,43,2,55,2,1.9459101,0.42693752,0.8544153,3.3901365,1.6351057,4,0
142,1,43,2,55,2,1.9459101,0.66572976,0.63657683,3.5450091,1.7351891,5,0
115,-1,44,3,27,2,1.7917595,0.039486684,0.039220676,3.2120526,1.329724,3,0
115,0,44,3,27,2,2.014903,0.07232293,-0.010050327,3.051167,1.4724721,4,0
115,1,44,3,27,2,1.9810015,0.3119539,0.039220676,3.0344722,1.7209793,5,0
143,-1,44,2,71,2,1.3862944,0.324827,0.3435897,2.627563,1.4445633,3,0
143,0,44,2,71,2,2.014903,0.46835563,0.4446858,3.3918202,1.6428727,4,0
143,1,44,2,71,2,2.1690538,0.52369195,0.7654679,3.4572625,2.0068707,5,0
116,-1,45,3,32,1,1.178655,0.29674512,0.17395335,1.3762441,1.3056265,3,0
116,0,45,3,32,1,2.0476928,0.8156838,-0.09431065,4.2828965,1.3912818,4,0
116,1,45,3,32,1,1.8325815,0.9590951,0.1655144,2.810607,1.5973654,5,0
131,-1,45,2,65,2,1.2527629,0.8391996,0.88376755,2.4807312,1.6272779,3,0
131,0,45,2,65,2,1.5040774,0.7290797,1.1085626,2.8853593,2.0856721,4,0
131,1,45,2,65,2,2.0794415,0.58965087,0.8628899,3.5754306,2.332144,5,0
117,-1,46,3,24,1,1.7491999,0.83009833,0.9669839,4.002595,1.7833912,3,0
117,0,46,3,24,1,1.7491999,0.70057106,0.7701083,3.525478,2.3243465,4,0
117,1,46,3,24,1,2.5257287,0.93155265,1.0188473,4.8917766,2.22029,5,0
170,-1,46,2,53,2,1.8718022,0.46325287,0.49469623,3.7534962,1.3217559,3,0
170,0,46,2,53,2,1.9459101,0.6074675,0.3920421,3.5601933,1.3711808,4,0
170,1,46,2,53,2,2.4203682,0.5728174,0.30010462,3.8044379,1.6544113,5,0
121,-1,47,3,32,1,1.2527629,0.09100399,0.13976192,1.6956155,1.0043017,3,0
121,0,47,3,32,1,1.8718022,0.2343815,0.15700372,2.911263,1.1216775,4,0
121,1,47,3,32,1,1.7491999,0.19710813,-0.061875407,2.2554934,1.4350845,5,0
155,-1,47,2,64,1,1.178655,0.6972458,0.5822156,1.7101879,1.541159,3,0
155,0,47,2,64,1,1.609438,0.4832693,0.5128236,2.8853593,1.6974488,4,0
155,1,47,2,64,1,1.9810015,0.73329943,0.5596158,3.297687,1.9169227,5,0
106,-1,48,3,45,1,1.0986123,0.3612237,0.7419373,1.2947272,1.5727739,3,1
106,0,48,3,45,1,1.9095426,0.4721387,0.8586616,2.9590683,1.798404,4,0
106,1,48,3,45,1,2.2512918,0.8292172,0.8712934,2.8914824,1.9712994,5,0
141,-1,48,2,67,2,1.446919,0.70189196,0.7839016,3.389462,2.104134,3,0
141,0,48,2,67,2,2.1400661,0.5660524,1.0715836,4.0351253,1.9329696,4,0
141,1,48,2,67,2,2.2512918,0.48811397,0.8109302,4.027136,1.8870696,5,0
110,-1,49,3,51,2,1.0986123,0.41404623,0.29266962,1.5303947,1.1755733,3,1
110,0,49,3,51,2,1.704748,0.7444831,0.20701419,3.0155349,1.5173227,4,0
110,1,49,3,51,2,1.7917595,0.66055155,0.058268853,2.590017,1.5368673,5,0
152,-1,49,2,85,1,1.0986123,0.70057106,1.0402766,2.8267217,1.7404661,3,1
152,0,49,2,85,1,1.7491999,0.7866889,1.3244189,4.0543904,2.1114247,4,0
152,1,49,2,85,1,1.8718022,1.0521891,1.4816046,3.9247417,2.3223877,5,0
111,-1,50,3,33,1,1.2527629,0.3302255,1.4609379,2.0122328,1.7544037,3,0
111,0,50,3,33,1,2.0476928,0.5631138,1.0152307,3.925926,2.1529243,4,0
111,1,50,3,33,1,2.014903,0.786182,1.5871923,3.2414198,2.2586331,5,0
136,-1,50,2,63,2,1.3217559,0.6932111,1.512927,3.0076609,2.22029,3,0
136,0,50,2,63,2,2.014903,0.82342625,1.4303112,4.33047,2.4756978,4,0
136,1,50,2,63,2,2.3025851,0.5699336,1.1281711,4.2868915,2.7226105,5,0
96,-1,51,3,29,2,1.9459101,0.6083352,0.5068176,3.3697066,1.3609766,3,0
96,0,51,3,29,2,2.5839975,0.68981105,0.47000363,3.9689703,1.595339,4,0
96,1,51,3,29,2,2.0794415,0.59598887,-0.030459179,2.9507349,1.8640801,5,0
97,-1,52,3,27,1,2.1400661,-0.096226186,0.14841998,2.911807,1.3029127,3,0
97,0,52,3,27,1,1.8325815,-0.38111866,-0.030459179,2.0175662,1.2697605,4,0
97,1,52,3,27,1,2.442347,-0.091805354,0.35065684,2.9512577,1.6974488,5,0
98,-1,53,3,52,2,1.446919,0.51257914,0.9242589,2.4510052,1.8484548,3,0
98,0,53,3,52,2,1.9095426,0.4366811,0.81536484,3.8046606,2.3599102,4,0
98,1,53,3,52,2,1.704748,0.44618875,1.3837912,2.7769542,2.733068,5,0
100,-1,54,3,29,1,1.178655,0.13472567,0.5423243,1.7404661,1.2809339,3,0
100,0,54,3,29,1,1.446919,0.4037225,0.37156358,2.7146947,1.7595806,4,0
100,1,54,3,29,1,1.7491999,0.3790786,0.0676587,2.5423892,1.742219,5,0
105,-1,55,3,24,1,1.2527629,0.76138604,0.9321641,1.9865035,1.4701759,3,0
105,0,55,3,24,1,1.3862944,0.7473629,0.7323679,2.0566845,2.1270406,4,1
105,1,55,3,24,1,1.8325815,0.33555534,0.70803577,2.8314471,2.0373166,5,0
114,-1,56,3,45,1,1.0986123,0.5914733,0.84586823,0.97077894,1.4632554,3,1
114,0,56,3,45,1,2.1400661,0.97657734,0.9631743,3.708682,1.8687205,4,0
114,1,56,3,45,1,1.9459101,0.90956354,0.7793249,3.1650531,1.9987737,5,0
118,-1,57,3,39,2,1.178655,0.867687,0.9439059,1.6601311,1.7491999,3,0
118,0,57,3,39,2,1.8325815,0.61774147,0.64710325,3.131137,1.8000582,4,0
118,1,57,3,39,2,2.3749058,0.98645324,0.48242617,3.7999735,1.8245493,5,0
120,-1,58,3,18,1,1.0986123,0.49170747,1.5347143,1.8405497,1.61542,3,1
120,0,58,3,18,1,2.5055258,0.8645658,0.9321641,4.2342515,1.8050047,4,0
120,1,58,3,18,1,1.704748,0.84005225,0.9555114,2.4680996,2.0756845,5,0
108,-1,59,3,17,2,1.446919,-0.46001878,0.3435897,1.8325815,1.1184149,3,0
108,0,59,3,17,2,2.3749058,-0.31147233,0.21511139,3.2965775,1.4951488,4,0
108,1,59,3,17,2,1.8718022,-0.58050483,-0.061875407,2.3350523,1.7613003,5,0
140,-1,59,2,43,2,1.3862944,0.27286562,0.49469623,2.0228713,1.0986123,3,0
140,0,59,2,43,2,1.446919,0.63341564,0.285179,1.5623463,1.3376292,4,0
140,1,59,2,43,2,2.2512918,0.76302814,0.07696108,3.096934,1.4996231,5,0
186,-1,60,1,32,1,1.0986123,0.3612237,0.08617773,1.2149127,1.2119409,3,1
186,0,60,1,32,1,1.7491999,0.41404623,-0.061875407,2.4981518,1.4060969,4,0
186,1,60,1,32,1,1.658228,0.475885,0.11332869,2.118662,1.7613003,5,0
187,-1,61,1,28,1,1.0986123,0.85862356,0.35065684,1.521699,1.0367368,3,1
187,0,61,1,28,1,1.3862944,0.9246227,0.26236424,1.5912739,1.2470323,4,1
187,1,61,1,28,1,1.609438,1.1448579,-0.040822018,1.6992786,1.5260563,5,1
188,-1,62,1,48,2,1.0986123,0.9188243,0.8796268,1.427916,1.3812819,3,1
188,0,62,1,48,2,1.704748,1.1199796,0.65752,3.319264,1.6524974,4,0
188,1,62,1,48,2,1.7917595,1.1646425,0.6097656,2.988204,1.8468788,5,0
189,-1,63,1,42,1,1.0986123,0.46962076,0.4382549,0.9932518,1.0715836,3,1
189,0,63,1,42,1,1.3862944,0.6884413,-0.010050327,1.1939224,1.1249295,4,1
189,1,63,1,42,1,1.9810015,0.8110363,-0.19845095,2.846652,1.3686395,5,0
190,-1,64,1,40,2,1.446919,0.1119124,0.6678294,2.0489824,1.1184149,3,0
190,0,64,1,40,2,1.3862944,-0.053622983,0.122217625,1.8164521,1.3558352,4,1
190,1,64,1,40,2,2.5257287,0.45938107,-0.2613648,3.1793032,1.5282279,5,0
191,-1,65,1,21,2,1.178655,0.22535144,0.7839016,1.8245493,1.3787661,3,0
191,0,65,1,21,2,2.1972246,0.7513517,0.59883654,3.7130842,1.4586151,4,0
191,1,65,1,21,2,1.658228,0.55915844,-0.020202687,2.1306098,1.6034198,5,0
192,-1,66,1,27,2,1.178655,0.15113252,0.3920421,1.5602477,1.3887913,3,0
192,0,66,1,27,2,2.014903,0.19467218,0.26236424,3.5898874,1.4973884,4,0
192,1,66,1,27,2,2.0794415,0.10306421,0.009950321,3.0996418,1.6428727,5,0
193,-1,67,1,18,1,1.3217559,0.3284338,0.4382549,2.5486636,1.137833,3,0
193,0,67,1,18,1,2.0476928,0.52804583,0.122217625,3.3232358,1.4350845,4,0
193,1,67,1,18,1,2.3978953,0.05945361,0.14841998,3.7077012,1.5706971,5,0
194,-1,68,1,33,2,1.0986123,0.17213944,0.2700271,1.541159,1.2354715,3,1
194,0,68,1,33,2,2.0794415,0.5323492,0.14841998,3.4141135,1.5018526,4,0
194,1,68,1,33,2,1.8325815,0.48690858,0.20701419,2.6468837,1.8245493,5,0
195,-1,69,1,32,2,1.0986123,0.6836025,0.9321641,1.0296195,1.141033,3,1
195,0,69,1,32,2,1.5040774,0.5269622,0.29266962,1.9213246,1.3987169,4,0
195,1,69,1,32,2,1.658228,0.592381,0.122217625,1.9227878,1.6292405,5,0
196,-1,70,1,41,2,1.3862944,0.21145266,-0.030459179,1.8733395,1.0473189,3,0
196,0,70,1,41,2,1.8325815,0.20194076,-0.1863296,2.510412,1.2612978,4,0
196,1,70,1,41,2,1.8325815,-0.34526068,-0.22314353,2.0668628,1.4303112,5,0
197,-1,71,1,20,2,1.0986123,-0.15238039,-0.1863296,0.9321641,1.1216775,3,1
197,0,71,1,20,2,1.9095426,0.36287954,-0.1863296,2.3065772,1.2412686,4,0
197,1,71,1,20,2,1.609438,0.4297461,-0.34249035,1.442202,1.5539252,5,1
198,-1,72,1,23,2,1.178655,0.14025927,0.0676587,1.9516082,1.1085626,3,0
198,0,72,1,23,2,1.8325815,0.14300154,0.122217625,2.6553524,1.327075,4,0
198,1,72,1,23,2,2.014903,0.08175437,0.10436003,2.9616582,1.5748465,5,0
199,-1,73,1,24,2,1.0986123,0.7179715,0.30010462,1.3428648,1.3083328,3,1
199,0,73,1,24,2,1.658228,0.8335978,-0.051293306,2.8039663,1.5018526,4,0
199,1,73,1,24,2,1.7917595,0.6765667,-0.030459179,3.2876554,1.6974488,5,0
200,-1,74,1,27,1,1.178655,0.30059862,-0.17435342,0.7275486,0.59883654,3,0
200,0,74,1,27,1,1.7917595,0.35789204,-0.4155154,2.585506,1.0079579,4,0
200,1,74,1,27,1,1.9095426,1.1799597,-0.46203548,2.7769542,1.1118575,5,0
201,-1,75,1,35,1,1.7917595,-0.0067710713,0.10436003,2.8154087,1.1537316,3,0
201,0,75,1,35,1,1.8325815,0.35114673,0.1655144,3.4474447,1.4231083,4,0
201,1,75,1,35,1,1.7491999,-0.1474682,0.13102825,1.9671124,1.6601311,5,0
202,-1,76,1,36,1,1.178655,0.2646023,0.5877866,1.6695918,1.6937791,3,0
202,0,76,1,36,1,2.0794415,0.6160498,0.49469623,3.2418108,1.7065647,4,0
202,1,76,1,36,1,1.7917595,0.8015255,0.2546422,2.8390784,1.6992786,5,0
203,-1,77,1,33,2,1.9095426,0.6004479,0.3920421,3.5779479,1.2919837,3,0
203,0,77,1,33,2,1.9095426,0.62359846,0.4762342,3.5501919,1.5769148,4,0
203,1,77,1,33,2,1.7917595,0.51706403,0.6097656,2.866762,2.207175,5,0
204,-1,78,1,39,1,1.5040774,0.5850536,0.63657683,2.3776925,1.0577903,3,0
204,0,78,1,39,1,1.7917595,0.80915743,0.1823216,2.579459,1.4793292,4,0
204,1,78,1,39,1,1.8325815,0.874212,0.23111172,2.4595888,1.6486586,5,0
205,-1,79,1,35,1,1.2527629,0.19710813,-0.040822018,1.2149127,0.81536484,3,0
205,0,79,1,35,1,2.1102133,0.21379942,-0.32850403,2.3513753,1.1442229,4,0
205,1,79,1,35,1,2.014903,0.078631155,-0.4155154,2.6232183,1.3887913,5,0
206,-1,80,1,23,2,1.0986123,0.27286562,1.1346227,1.2441546,1.8825139,3,1
206,0,80,1,23,2,1.8718022,0.10306421,0.1823216,2.929058,2.2016592,4,0
206,1,80,1,23,2,1.658228,0.27490702,-0.19845095,2.1961129,1.742219,5,0
207,-1,81,1,24,1,1.0986123,0.3302255,0.4054651,0.90825856,0.90825856,3,1
207,0,81,1,24,1,1.7917595,0.4407841,-0.19845095,2.506342,1.3350011,4,0
207,1,81,1,24,1,2.1400661,0.48082373,-0.15082288,3.254629,1.5665303,5,0
208,-1,82,1,38,1,1.0986123,0.35621607,0.29266962,1.5581446,1.1631508,3,1
208,0,82,1,38,1,1.5040774,0.51594794,0.41871032,2.4060438,1.3711808,4,0
208,1,82,1,38,1,1.9459101,0.4407841,-0.13926207,3.2232661,1.5496879,5,0
209,-1,83,1,34,1,1.178655,0.7513517,0.4446858,1.7647308,1.3480731,3,0
209,0,83,1,34,1,1.446919,0.7652045,0.1823216,2.4527278,1.7439687,4,0
209,1,83,1,34,1,1.8718022,0.7248047,0.13102825,3.0933125,1.6826884,5,0
210,-1,84,1,38,2,1.178655,0.46962076,0.13976192,2.195,1.2412686,3,0
210,0,84,1,38,2,1.8718022,0.62359846,0.04879012,3.0296504,1.3887913,4,0
210,1,84,1,38,2,1.9810015,0.6083352,0.3435897,2.9967318,1.4793292,5,0
211,-1,85,1,42,1,1.2527629,0.5831981,1.1568812,2.419479,1.3686395,3,0
211,0,85,1,42,1,1.8718022,0.6309872,0.67803353,3.6095657,1.8245493,4,0
211,1,85,1,42,1,1.7491999,0.601333,0.4317824,2.8261294,1.9487633,5,0
212,-1,86,1,34,1,1.0986123,0.68637604,0.67803353,1.8293763,1.3660917,3,1
212,0,86,1,34,1,1.3862944,1.099349,0.45742488,2.1353493,1.5871923,4,1
212,1,86,1,34,1,1.609438,1.0260192,0.1823216,2.384165,1.8656293,5,1
213,-1,87,1,36,1,1.178655,0.94133824,1.1568812,2.0967903,1.5727739,3,0
213,0,87,1,36,1,1.8718022,0.87383217,0.81536484,3.4901235,1.7387103,4,0
213,1,87,1,36,1,1.704748,0.92936605,0.7419373,2.4748564,1.9919755,5,0
215,-1,89,1,44,1,1.0986123,0.562129,0.5538851,1.5560371,1.3217559,3,1
215,0,89,1,44,1,1.658228,0.4783623,0.285179,3.110845,1.4632554,4,0
215,1,89,1,44,1,1.609438,0.879106,0.38526243,2.237513,1.6563214,5,1
216,-1,90,1,38,2,1.178655,0.39770138,0.36464316,1.4182774,1.0473189,3,0
216,0,90,1,38,2,1.3862944,0.27490702,0.08617773,1.4861397,1.3609766,4,1
216,1,90,1,38,2,2.0794415,0.54185253,0.0,2.8384936,1.5973654,5,0
217,0,91,1,26,1,1.9810015,-0.5505833,-0.21072103,2.484073,1.2296406,4,0
217,1,91,1,26,1,2.014903,0.5480544,0.0,2.3369865,1.4883995,5,0
218,-1,92,1,29,1,1.0986123,0.53127813,0.37843648,1.1817272,0.9631743,3,1
218,0,92,1,29,1,1.446919,1.0483767,0.11332869,1.5325569,1.3962446,4,0
218,1,92,1,29,1,1.609438,1.0602293,0.039220676,1.8213183,1.704748,5,1
219,-1,93,1,69,2,1.178655,0.73089486,0.6729445,1.9300711,1.7867469,3,0
219,0,93,1,69,2,1.3862944,0.49170747,0.5538851,1.6695918,1.6808279,4,1
219,1,93,1,69,2,1.8718022,0.6134971,0.36464316,3.2204745,1.8405497,5,0
220,-1,94,1,77,2,1.0986123,0.63179857,1.166271,1.5195132,2.182675,3,1
220,0,94,1,77,2,1.609438,0.91849864,0.8754688,2.7060483,2.231089,4,0
220,1,94,1,77,2,2.1400661,0.92936605,0.8285518,3.8995454,2.2884862,5,0
221,-1,95,1,71,2,1.3862944,0.7507848,0.72270596,3.326474,1.954445,3,0
221,0,95,1,71,2,1.5040774,0.75529146,0.65232515,2.6665335,1.8115621,4,0
221,1,95,1,71,2,1.9810015,0.66055155,0.7608059,3.4892082,1.9257075,5,0
222,-1,96,1,53,2,1.0986123,0.67442685,0.3364722,1.729884,1.2725656,3,1
222,0,96,1,53,2,1.9095426,0.5531436,0.3920421,3.3641875,1.6714734,4,0
222,1,96,1,53,2,2.0794415,0.65148735,0.30010462,3.2422016,1.838961,5,0
223,-1,97,1,50,1,1.0986123,0.4297461,0.7323679,1.2753627,1.3737156,3,1
223,0,97,1,50,1,1.5040774,0.65604955,0.5538851,2.1587148,1.4586151,4,0
223,1,97,1,50,1,1.658228,0.67442685,0.4446858,2.1329823,1.704748,5,0
224,-1,98,1,57,1,1.0986123,0.33555534,1.0152307,1.3532544,1.4632554,3,1
224,0,98,1,57,1,1.8718022,0.4783623,0.98954123,2.8379083,1.729884,4,0
224,1,98,1,57,1,2.442347,0.48690858,0.64185387,3.5225296,2.398804,5,0
225,-1,99,1,48,2,1.0986123,0.03264569,0.5538851,1.3737156,1.4562867,3,1
225,0,99,1,48,2,2.014903,0.45677823,0.6981347,3.3120017,1.8594182,4,0
225,1,99,1,48,2,1.8718022,0.55515957,0.63657683,2.936513,1.7800242,5,0
226,-1,100,1,51,2,1.0986123,0.50917995,0.51879376,1.160021,1.442202,3,1
226,0,100,1,51,2,1.7917595,0.6476387,0.5538851,2.3174736,1.7800242,4,0
226,1,100,1,51,2,2.3978953,0.66572976,0.42526773,3.1763856,1.704748,5,0
227,-1,101,1,64,2,1.0986123,0.55915844,0.8586616,1.5454326,1.453953,3,1
227,0,101,1,64,2,1.609438,0.68981105,0.5596158,2.7363136,1.6193882,4,0
227,1,101,1,64,2,2.2772672,0.71354777,0.45742488,3.5409594,1.9125011,5,0
228,-1,102,1,54,2,1.0986123,0.82477236,0.30748472,1.6752257,1.6733512,3,1
228,0,102,1,54,2,1.446919,0.92842364,0.53062826,2.0515563,2.22029,4,0
228,1,102,1,54,2,1.704748,0.97150224,0.4382549,3.5097528,2.261763,5,0
