id,weight,lower,upper,hiseduc,hereduc,heblack,sheblack,agediff,dur,divorce,numkids,kids
2434,24,20.381,20.381,17,16,0,0,-0.753,6.081,0,0,1
2434,24,20.381,20.381,17,16,0,0,-0.753,8.082,0,1,1
2434,24,20.381,20.381,17,16,0,0,-0.753,20.381,0,2,1
2437,24,21.832,21.832,12,12,0,0,2.352,21.832,0,0,0
2439,22,46.806,46.806,13,11,0,0,6.94,13.051,0,0,1
2439,22,46.806,46.806,13,11,0,0,6.94,46.806,0,1,1
2440,25,8.843,8.843,16,13,0,0,0.419,4.997,0,0,1
2440,25,8.843,8.843,16,13,0,0,0.419,8.843,0,1,1
2446,23,11.444,11.444,14,14,0,0,4.252,11.444,0,0,0
2453,23,6.716,6.76,12,12,0,0,2.352,3.83,0,0,1
2453,23,6.716,6.76,12,12,0,0,2.352,6.756387,1,1,1
2455,23,3.838,3.838,16,14,0,0,1.506,0.997,0,0,1
2455,23,3.838,3.838,16,14,0,0,1.506,3.838,0,1,1
2458,17,30.185,30.185,12,9,0,0,4.244,0.419,0,0,1
2458,17,30.185,30.185,12,9,0,0,4.244,1.585,0,1,1
2458,17,30.185,30.185,12,9,0,0,4.244,30.185,0,2,1
2462,17,3.379,3.461,9,14,0,0,-3.337,0.753,0,0,1
2462,17,3.379,3.461,9,14,0,0,-3.337,3.3915956,1,1,1
2473,17,23.422,23.422,11,10,0,0,2.916,1.328,0,0,1
2473,17,23.422,23.422,11,10,0,0,2.916,2.746,0,1,1
2473,17,23.422,23.422,11,10,0,0,2.916,23.422,0,2,1
2482,25,36.474,36.474,12,15,0,0,4.0,36.474,0,0,0
2485,25,36.474,36.474,12,12,0,0,4.0,36.474,0,0,0
2487,24,42.924,42.924,12,11,0,0,2.166,3.748,0,0,1
2487,24,42.924,42.924,12,11,0,0,2.166,17.002,0,1,1
2487,24,42.924,42.924,12,11,0,0,2.166,42.924,0,2,1
2490,24,42.924,42.924,12,11,0,0,1.791,3.748,0,0,1
2490,24,42.924,42.924,12,11,0,0,1.791,17.002,0,1,1
2490,24,42.924,42.924,12,11,0,0,1.791,42.924,0,2,1
2502,24,30.913,30.913,13,12,0,0,-4.0,30.913,0,0,0
2504,24,32.986,32.986,16,17,0,0,-1.834,2.5,0,0,1
2504,24,32.986,32.986,16,17,0,0,-1.834,6.415,0,1,1
2504,24,32.986,32.986,16,17,0,0,-1.834,8.83,0,2,1
2504,24,32.986,32.986,16,17,0,0,-1.834,30.423,0,3,1
2504,24,32.986,32.986,16,17,0,0,-1.834,32.986,0,4,1
2508,24,5.752,5.752,16,10,0,0,0.586,5.752,0,0,0
2515,17,0.548,0.548,8,8,0,0,2.352,0.548,0,0,0
2518,17,22.664,22.664,17,16,0,0,2.251,4.832,0,0,1
2518,17,22.664,22.664,17,16,0,0,2.251,9.002,0,1,1
2518,17,22.664,22.664,17,16,0,0,2.251,22.664,0,2,1
2520,22,38.595,38.595,12,17,0,0,0.999,0.583,0,0,1
2520,22,38.595,38.595,12,17,0,0,0.999,1.999,0,1,1
2520,22,38.595,38.595,12,17,0,0,0.999,5.834,0,2,1
2520,22,38.595,38.595,12,17,0,0,0.999,6.921,0,3,1
2520,22,38.595,38.595,12,17,0,0,0.999,38.595,0,4,1
2523,22,38.587,38.587,12,12,0,0,0.999,0.583,0,0,1
2523,22,38.587,38.587,12,12,0,0,0.999,1.999,0,1,1
2523,22,38.587,38.587,12,12,0,0,0.999,5.834,0,2,1
2523,22,38.587,38.587,12,12,0,0,0.999,6.921,0,3,1
2523,22,38.587,38.587,12,12,0,0,0.999,38.587,0,4,1
2528,22,18.404,18.404,13,12,0,0,0.999,0.75,0,0,1
2528,22,18.404,18.404,13,12,0,0,0.999,1.498,0,1,1
2528,22,18.404,18.404,13,12,0,0,0.999,5.246,0,2,1
2528,22,18.404,18.404,13,12,0,0,0.999,18.404,0,3,1
2546,23,16.504,16.504,15,13,0,0,-0.58,2.834,0,0,1
2546,23,16.504,16.504,15,13,0,0,-0.58,8.0,0,1,1
2546,23,16.504,16.504,15,13,0,0,-0.58,16.504,0,2,1
2548,23,42.834,42.834,12,14,0,0,3.669,0.917,0,0,1
2548,23,42.834,42.834,12,14,0,0,3.669,2.418,0,1,1
2548,23,42.834,42.834,12,14,0,0,3.669,4.917,0,2,1
2548,23,42.834,42.834,12,14,0,0,3.669,11.915,0,3,1
2548,23,42.834,42.834,12,14,0,0,3.669,34.196,0,4,1
2548,23,42.834,42.834,12,14,0,0,3.669,42.834,0,5,1
2556,23,4.838,4.838,10,16,0,0,1.169,4.838,0,0,0
2558,23,11.296,11.368,13,14,0,0,-0.501,0.997,0,0,1
2558,23,11.296,11.368,13,14,0,0,-0.501,3.997,0,1,1
2558,23,11.296,11.368,13,14,0,0,-0.501,11.324477,1,2,1
2563,23,4.838,4.838,16,16,0,0,1.169,4.838,0,0,0
2566,24,45.626,45.626,19,12,0,0,-0.082,1.914,0,0,1
2566,24,45.626,45.626,19,12,0,0,-0.082,6.242,0,1,1
2566,24,45.626,45.626,19,12,0,0,-0.082,9.41,0,2,1
2566,24,45.626,45.626,19,12,0,0,-0.082,45.626,0,3,1
2568,24,32.83,32.83,16,16,0,0,13.495,0.997,0,0,1
2568,24,32.83,32.83,16,16,0,0,13.495,2.913,0,1,1
2568,24,32.83,32.83,16,16,0,0,13.495,4.411,0,2,1
2568,24,32.83,32.83,16,16,0,0,13.495,32.83,0,3,1
2572,24,12.172,12.172,14,14,0,0,-0.504,5.246,0,0,1
2572,24,12.172,12.172,14,14,0,0,-0.504,7.833,0,1,1
2572,24,12.172,12.172,14,14,0,0,-0.504,12.172,0,2,1
2578,24,13.194,13.194,15,11,0,0,3.581,4.832,0,0,1
2578,24,13.194,13.194,15,11,0,0,3.581,6.831,0,1,1
2578,24,13.194,13.194,15,11,0,0,3.581,13.194,0,2,1
2581,24,12.172,12.172,14,14,0,0,-0.504,5.246,0,0,1
2581,24,12.172,12.172,14,14,0,0,-0.504,7.833,0,1,1
2581,24,12.172,12.172,14,14,0,0,-0.504,12.172,0,2,1
2587,22,11.047,11.047,12,15,0,0,-0.917,5.169,0,0,1
2587,22,11.047,11.047,12,15,0,0,-0.917,11.047,0,1,1
2589,26,46.333,46.333,11,7,0,0,-2.494,0.665,0,0,1
2589,26,46.333,46.333,11,7,0,0,-2.494,5.749,0,1,1
2589,26,46.333,46.333,11,7,0,0,-2.494,7.499,0,2,1
2589,26,46.333,46.333,11,7,0,0,-2.494,46.333,0,3,1
2592,23,45.749,45.749,11,12,0,0,1.999,1.577,0,0,1
2592,23,45.749,45.749,11,12,0,0,1.999,5.081,0,1,1
2592,23,45.749,45.749,11,12,0,0,1.999,45.229,0,2,1
2592,23,45.749,45.749,11,12,0,0,1.999,45.749,0,3,1
2594,27,35.584,35.584,14,12,0,0,2.338,35.584,0,0,0
2597,22,28.999,28.999,13,13,0,0,2.352,28.999,0,0,0
2598,7,23.702,23.702,12,15,0,0,3.332,2.168,0,0,1
2598,7,23.702,23.702,12,15,0,0,3.332,6.42,0,1,1
2598,7,23.702,23.702,12,15,0,0,3.332,23.702,0,2,1
2602,13,50.084,50.084,4,7,1,1,1.749,11.584,0,0,1
2602,13,50.084,50.084,4,7,1,1,1.749,50.084,0,1,1
2604,25,6.001,6.001,6,6,1,1,2.352,6.001,0,0,0
2610,24,4.0,4.0,12,12,1,1,2.352,4.0,0,0,0
2612,23,6.294,25.183,12,12,0,0,2.352,5.5,0,0,1
2612,23,6.294,25.183,12,12,0,0,2.352,6.834,0,1,1
2612,23,6.294,25.183,12,12,0,0,2.352,10.5,0,2,1
2612,23,6.294,25.183,12,12,0,0,2.352,10.841023,1,3,1
2616,23,4.906,5.626,12,12,0,0,1.982,5.522039,1,0,0
2619,28,49.588,49.588,6,5,0,0,0.183,49.588,0,0,0
2621,23,12.381,12.457,15,14,0,0,5.58,12.406881,1,0,0
2624,23,2.96,3.042,17,17,0,0,2.352,2.9868903,1,0,0
2628,23,22.667,22.667,16,13,0,0,4.246,3.496,0,0,1
2628,23,22.667,22.667,16,13,0,0,4.246,22.667,0,1,1
2630,23,25.027,25.027,16,16,0,0,-0.162,1.5,0,0,1
2630,23,25.027,25.027,16,16,0,0,-0.162,4.164,0,1,1
2630,23,25.027,25.027,16,16,0,0,-0.162,5.911,0,2,1
2630,23,25.027,25.027,16,16,0,0,-0.162,25.027,0,3,1
2632,22,24.003,24.003,12,12,0,0,2.352,24.003,0,0,0
2634,23,39.023,39.023,12,12,0,0,2.352,39.023,0,0,0
2636,22,29.218,29.218,12,12,0,0,3.915,0.786,0,0,1
2636,22,29.218,29.218,12,12,0,0,3.915,29.218,0,1,1
2638,24,14.275,15.001,12,12,0,0,3.105,14.615411,1,0,0
2647,24,7.551,7.551,10,9,0,0,10.335,0.496,0,0,1
2647,24,7.551,7.551,10,9,0,0,10.335,3.168,0,1,1
2647,24,7.551,7.551,10,9,0,0,10.335,7.551,0,2,1
2656,24,10.877,10.954,12,12,0,0,2.335,2.831,0,0,1
2656,24,10.877,10.954,12,12,0,0,2.335,4.917,0,1,1
2656,24,10.877,10.954,12,12,0,0,2.335,10.923462,1,2,1
2660,22,15.422,15.422,12,12,0,0,0.75,1.999,0,0,1
2660,22,15.422,15.422,12,12,0,0,0.75,5.749,0,1,1
2660,22,15.422,15.422,12,12,0,0,0.75,15.422,0,2,1
2662,22,9.139,9.139,13,13,0,0,1.585,9.139,0,0,0
2664,22,43.929,43.929,16,13,0,0,3.915,6.335,0,0,1
2664,22,43.929,43.929,16,13,0,0,3.915,10.335,0,1,1
2664,22,43.929,43.929,16,13,0,0,3.915,43.929,0,2,1
2668,22,6.464,6.546,13,15,0,0,-1.999,6.5010295,1,0,0
2671,22,30.546,30.546,12,16,0,0,0.151,30.546,0,0,0
2674,26,58.916,58.916,16,16,0,0,1.755,0.999,0,0,1
2674,26,58.916,58.916,16,16,0,0,1.755,2.998,0,1,1
2674,26,58.916,58.916,16,16,0,0,1.755,8.999,0,2,1
2674,26,58.916,58.916,16,16,0,0,1.755,14.998,0,3,1
2674,26,58.916,58.916,16,16,0,0,1.755,58.916,0,4,1
2676,25,5.626,5.708,11,17,0,0,-1.914,5.666747,1,0,0
2679,17,22.935,22.935,8,10,0,0,-0.586,0.747,0,0,1
2679,17,22.935,22.935,8,10,0,0,-0.586,3.08,0,1,1
2679,17,22.935,22.935,8,10,0,0,-0.586,22.935,0,2,1
2682,17,12.958,13.04,10,10,0,0,1.495,0.745,0,0,1
2682,17,12.958,13.04,10,10,0,0,1.495,12.962768,1,1,1
2684,2,21.999,21.999,12,12,1,1,2.352,4.0,0,0,1
2684,2,21.999,21.999,12,12,1,1,2.352,21.999,0,1,1
2688,31,45.437,45.437,8,8,0,0,2.352,0.999,0,0,1
2688,31,45.437,45.437,8,8,0,0,2.352,45.437,0,1,1
2690,15,14.998,14.998,7,8,0,0,5.999,14.998,0,0,0
2698,24,62.861,62.861,8,8,0,0,1.415,1.498,0,0,1
2698,24,62.861,62.861,8,8,0,0,1.415,4.832,0,1,1
2698,24,62.861,62.861,8,8,0,0,1.415,6.831,0,2,1
2698,24,62.861,62.861,8,8,0,0,1.415,12.164,0,3,1
2698,24,62.861,62.861,8,8,0,0,1.415,62.861,0,4,1
2700,24,32.079,32.079,10,10,0,0,2.352,32.079,0,0,0
2701,24,9.914,9.914,12,12,0,0,2.352,3.83,0,0,1
2701,24,9.914,9.914,12,12,0,0,2.352,5.662,0,1,1
2701,24,9.914,9.914,12,12,0,0,2.352,9.747,0,2,1
2701,24,9.914,9.914,12,12,0,0,2.352,9.914,0,3,1
2702,24,6.152,6.152,16,16,0,0,-0.665,3.584,0,0,1
2702,24,6.152,6.152,16,16,0,0,-0.665,6.152,0,1,1
2703,24,7.379,7.461,14,14,0,0,2.352,2.163,0,0,1
2703,24,7.379,7.461,14,14,0,0,2.352,7.3911858,1,1,1
2705,22,35.937,35.937,8,12,0,0,5.851,0.767,0,0,1
2705,22,35.937,35.937,8,12,0,0,5.851,35.937,0,1,1
2708,22,38.001,38.001,8,12,0,0,7.863,0.668,0,0,1
2708,22,38.001,38.001,8,12,0,0,7.863,4.331,0,1,1
2708,22,38.001,38.001,8,12,0,0,7.863,9.418,0,2,1
2708,22,38.001,38.001,8,12,0,0,7.863,38.001,0,3,1
2712,26,32.186,32.186,5,8,0,0,6.127,32.186,0,0,0
2714,24,19.997,19.997,14,14,0,0,2.352,19.997,0,0,0
2716,2,4.014,6.012,12,12,1,1,2.352,5.4195037,1,0,0
2719,23,39.001,39.001,12,12,0,0,-9.582,39.001,0,0,0
2727,29,5.86,5.86,10,10,0,0,2.352,0.767,0,0,1
2727,29,5.86,5.86,10,10,0,0,2.352,5.86,0,1,1
2729,29,29.35,29.35,14,14,0,0,6.086,3.83,0,0,1
2729,29,29.35,29.35,14,14,0,0,6.086,6.913,0,1,1
2729,29,29.35,29.35,14,14,0,0,6.086,29.35,0,2,1
2737,22,27.997,27.997,8,8,0,0,2.352,0.999,0,0,1
2737,22,27.997,27.997,8,8,0,0,2.352,27.499,0,1,1
2737,22,27.997,27.997,8,8,0,0,2.352,27.997,0,2,1
2739,13,2.001,2.001,12,12,0,0,2.352,2.001,0,0,0
2742,23,30.749,30.749,9,7,0,0,3.896,0.665,0,0,1
2742,23,30.749,30.749,9,7,0,0,3.896,2.579,0,1,1
2742,23,30.749,30.749,9,7,0,0,3.896,7.335,0,2,1
2742,23,30.749,30.749,9,7,0,0,3.896,14.497,0,3,1
2742,23,30.749,30.749,9,7,0,0,3.896,16.58,0,4,1
2742,23,30.749,30.749,9,7,0,0,3.896,30.749,0,5,1
2747,23,5.462,5.544,12,10,0,0,4.0,2.5,0,0,1
2747,23,5.462,5.544,12,10,0,0,4.0,4.0,0,1,1
2747,23,5.462,5.544,12,10,0,0,4.0,5.5312643,1,2,1
2752,23,8.205,8.287,10,10,0,0,2.352,0.914,0,0,1
2752,23,8.205,8.287,10,10,0,0,2.352,8.2515135,1,1,1
2754,23,33.919,33.919,16,14,0,0,13.662,1.169,0,0,1
2754,23,33.919,33.919,16,14,0,0,13.662,3.915,0,1,1
2754,23,33.919,33.919,16,14,0,0,13.662,33.919,0,2,1
2757,23,54.749,54.749,9,8,0,0,1.084,0.75,0,0,1
2757,23,54.749,54.749,9,8,0,0,1.084,5.169,0,1,1
2757,23,54.749,54.749,9,8,0,0,1.084,11.168,0,2,1
2757,23,54.749,54.749,9,8,0,0,1.084,54.749,0,3,1
2760,23,11.047,12.038,12,12,0,0,2.352,11.745764,1,0,0
2762,23,3.817,3.817,10,10,0,0,2.352,3.817,0,0,0
2764,22,11.521,46.084,9,9,0,0,2.352,21.693392,1,0,0
2767,25,20.756,20.756,16,13,1,1,-0.17,20.756,0,0,0
2772,21,27.937,27.937,17,12,0,0,1.834,1.5,0,0,1
2772,21,27.937,27.937,17,12,0,0,1.834,4.671,0,1,1
2772,21,27.937,27.937,17,12,0,0,1.834,19.001,0,2,1
2772,21,27.937,27.937,17,12,0,0,1.834,27.937,0,3,1
2775,25,20.55,20.55,12,12,0,0,6.667,1.996,0,0,1
2775,25,20.55,20.55,12,12,0,0,6.667,3.663,0,1,1
2775,25,20.55,20.55,12,12,0,0,6.667,5.829,0,2,1
2775,25,20.55,20.55,12,12,0,0,6.667,20.55,0,3,1
2779,25,8.819,8.868,12,14,0,0,0.747,0.912,0,0,1
2779,25,8.819,8.868,12,14,0,0,0.747,8.851842,1,1,1
2785,25,3.381,3.458,12,10,0,0,6.081,1.333,0,0,1
2785,25,3.381,3.458,12,10,0,0,6.081,3.42,0,1,1
2785,25,3.381,3.458,12,10,0,0,6.081,3.453133,1,2,1
2787,25,1.673,2.664,14,14,0,0,2.352,1.8351772,1,0,0
2795,23,3.639,3.639,11,10,0,0,-2.418,3.639,0,0,0
2801,23,8.523,8.523,12,14,0,0,1.336,3.335,0,0,1
2801,23,8.523,8.523,12,14,0,0,1.336,8.523,0,1,1
2804,24,31.184,31.77,17,14,0,0,-3.789,2.209,0,0,1
2804,24,31.184,31.77,17,14,0,0,-3.789,9.207,0,1,1
2804,24,31.184,31.77,17,14,0,0,-3.789,13.123,0,2,1
2804,24,31.184,31.77,17,14,0,0,-3.789,31.459255,1,3,1
2811,24,19.795,19.871,15,15,0,0,2.352,0.999,0,0,1
2811,24,19.795,19.871,15,15,0,0,2.352,2.664,0,1,1
2811,24,19.795,19.871,15,15,0,0,2.352,4.999,0,2,1
2811,24,19.795,19.871,15,15,0,0,2.352,19.846031,1,3,1
2817,24,0.92,2.743,12,12,0,0,2.352,2.7054477,1,0,0
2827,26,5.125,5.207,13,11,0,0,2.59,2.418,0,0,1
2827,26,5.125,5.207,13,11,0,0,2.59,5.202856,1,1,1
2829,26,0.479,1.919,3,3,0,0,2.352,1.222396,1,0,0
2834,26,1.295,1.377,11,11,0,0,1.358,1.3642707,1,0,0
2838,26,22.322,22.322,11,10,0,0,2.086,0.914,0,0,1
2838,26,22.322,22.322,11,10,0,0,2.086,2.831,0,1,1
2838,26,22.322,22.322,11,10,0,0,2.086,4.329,0,2,1
2838,26,22.322,22.322,11,10,0,0,2.086,7.578,0,3,1
2838,26,22.322,22.322,11,10,0,0,2.086,22.322,0,4,1
2842,25,42.604,42.604,15,15,0,0,0.331,3.915,0,0,1
2842,25,42.604,42.604,15,15,0,0,0.331,4.334,0,1,1
2842,25,42.604,42.604,15,15,0,0,0.331,7.42,0,2,1
2842,25,42.604,42.604,15,15,0,0,0.331,42.604,0,3,1
2849,21,31.138,31.138,11,9,0,0,-1.081,31.138,0,0,0
2854,25,7.496,7.496,10,12,0,0,2.418,1.582,0,0,1
2854,25,7.496,7.496,10,12,0,0,2.418,3.001,0,1,1
2854,25,7.496,7.496,10,12,0,0,2.418,5.331,0,2,1
2854,25,7.496,7.496,10,12,0,0,2.418,7.496,0,3,1
2858,25,54.338,54.338,8,13,0,0,-1.643,1.016,0,0,1
2858,25,54.338,54.338,8,13,0,0,-1.643,3.266,0,1,1
2858,25,54.338,54.338,8,13,0,0,-1.643,54.338,0,2,1
2861,25,54.001,54.001,10,9,0,0,-1.656,0.914,0,0,1
2861,25,54.001,54.001,10,9,0,0,-1.656,3.168,0,1,1
2861,25,54.001,54.001,10,9,0,0,-1.656,54.001,0,2,1
2863,23,13.585,13.585,16,10,0,0,1.832,2.412,0,0,1
2863,23,13.585,13.585,16,10,0,0,1.832,4.914,0,1,1
2863,23,13.585,13.585,16,10,0,0,1.832,8.411,0,2,1
2863,23,13.585,13.585,16,10,0,0,1.832,13.585,0,3,1
2873,29,37.823,37.823,8,11,0,0,1.065,0.767,0,0,1
2873,29,37.823,37.823,8,11,0,0,1.065,2.234,0,1,1
2873,29,37.823,37.823,8,11,0,0,1.065,37.823,0,2,1
2877,13,24.994,24.994,14,14,1,1,2.352,24.994,0,0,0
2879,22,39.05,39.05,12,12,0,0,6.001,5.832,0,0,1
2879,22,39.05,39.05,12,12,0,0,6.001,17.169,0,1,1
2879,22,39.05,39.05,12,12,0,0,6.001,39.05,0,2,1
2880,22,1.999,1.999,12,9,0,0,4.92,1.999,0,0,0
2882,26,1.002,1.002,14,14,0,0,2.352,1.002,0,0,0
2893,27,14.771,14.771,10,12,0,0,-2.836,0.082,0,0,1
2893,27,14.771,14.771,10,12,0,0,-2.836,14.771,0,1,1
2903,22,1.632,1.714,11,11,0,0,2.352,1.7014832,1,0,0
2904,22,13.916,13.916,16,15,0,0,1.591,4.586,0,0,1
2904,22,13.916,13.916,16,15,0,0,1.591,6.081,0,1,1
2904,22,13.916,13.916,16,15,0,0,1.591,13.916,0,2,1
2907,26,8.991,8.991,16,12,0,0,-0.419,8.991,0,0,0
2910,25,10.207,10.283,10,10,0,0,2.352,1.246,0,0,1
2910,25,10.207,10.283,10,10,0,0,2.352,3.997,0,1,1
2910,25,10.207,10.283,10,10,0,0,2.352,10.212518,1,2,1
2913,24,15.874,15.956,11,12,0,0,-0.085,5.665,0,0,1
2913,24,15.874,15.956,11,12,0,0,-0.085,15.947982,1,1,1
2915,24,41.999,41.999,10,14,0,0,1.999,41.999,0,0,0
2918,24,41.999,41.999,10,14,0,0,1.999,41.999,0,0,0
2927,19,40.903,40.903,13,12,0,0,4.085,1.081,0,0,1
2927,19,40.903,40.903,13,12,0,0,4.085,2.166,0,1,1
2927,19,40.903,40.903,13,12,0,0,4.085,5.418,0,2,1
2927,19,40.903,40.903,13,12,0,0,4.085,7.25,0,3,1
2927,19,40.903,40.903,13,12,0,0,4.085,8.663,0,4,1
2927,19,40.903,40.903,13,12,0,0,4.085,13.914,0,5,1
2927,19,40.903,40.903,13,12,0,0,4.085,15.83,0,6,1
2927,19,40.903,40.903,13,12,0,0,4.085,40.903,0,7,1
2937,19,5.818,5.818,13,10,0,0,7.253,5.818,0,0,0
2938,19,5.999,5.999,12,10,0,0,6.916,5.999,0,0,0
2941,19,10.626,10.702,12,12,0,0,2.352,2.579,0,0,1
2941,19,10.626,10.702,12,12,0,0,2.352,6.746,0,1,1
2941,19,10.626,10.702,12,12,0,0,2.352,10.638933,1,2,1
2943,24,11.461,11.543,15,15,0,0,2.352,2.916,0,0,1
2943,24,11.461,11.543,15,15,0,0,2.352,5.665,0,1,1
2943,24,11.461,11.543,15,15,0,0,2.352,11.481947,1,2,1
2944,24,41.173,41.173,17,17,0,0,2.352,7.175,0,0,1
2944,24,41.173,41.173,17,17,0,0,2.352,9.587,0,1,1
2944,24,41.173,41.173,17,17,0,0,2.352,14.252,0,2,1
2944,24,41.173,41.173,17,17,0,0,2.352,20.505,0,3,1
2944,24,41.173,41.173,17,17,0,0,2.352,41.173,0,4,1
2947,24,17.889,17.889,12,17,0,0,11.165,1.5,0,0,1
2947,24,17.889,17.889,12,17,0,0,11.165,4.663,0,1,1
2947,24,17.889,17.889,12,17,0,0,11.165,17.889,0,2,1
2950,24,25.221,25.221,13,12,0,0,2.084,2.081,0,0,1
2950,24,25.221,25.221,13,12,0,0,2.084,3.25,0,1,1
2950,24,25.221,25.221,13,12,0,0,2.084,5.5,0,2,1
2950,24,25.221,25.221,13,12,0,0,2.084,25.221,0,3,1
2953,24,22.782,22.782,14,12,0,0,3.17,0.832,0,0,1
2953,24,22.782,22.782,14,12,0,0,3.17,3.083,0,1,1
2953,24,22.782,22.782,14,12,0,0,3.17,7.25,0,2,1
2953,24,22.782,22.782,14,12,0,0,3.17,22.782,0,3,1
2955,24,40.107,40.107,13,12,0,0,0.337,2.502,0,0,1
2955,24,40.107,40.107,13,12,0,0,0.337,5.251,0,1,1
2955,24,40.107,40.107,13,12,0,0,0.337,26.001,0,2,1
2955,24,40.107,40.107,13,12,0,0,0.337,40.107,0,3,1
2959,24,11.693,11.693,16,16,0,0,1.251,2.579,0,0,1
2959,24,11.693,11.693,16,16,0,0,1.251,5.081,0,1,1
2959,24,11.693,11.693,16,16,0,0,1.251,11.693,0,2,1
2964,24,4.323,4.323,16,16,0,0,1.503,4.323,0,0,0
2966,24,3.995,3.995,16,16,0,0,1.503,3.995,0,0,0
2967,27,6.062,6.062,16,10,0,0,6.505,1.333,0,0,1
2967,27,6.062,6.062,16,10,0,0,6.505,3.162,0,1,1
2967,27,6.062,6.062,16,10,0,0,6.505,6.062,0,2,1
2968,27,10.116,10.116,16,13,0,0,1.418,3.666,0,0,1
2968,27,10.116,10.116,16,13,0,0,1.418,7.414,0,1,1
2968,27,10.116,10.116,16,13,0,0,1.418,10.116,0,2,1
2970,27,1.547,1.629,16,16,0,0,2.352,1.5929177,1,0,0
2976,25,7.064,7.064,16,10,0,0,2.497,7.064,0,0,0
2979,17,23.496,23.496,14,13,0,0,0.082,4.334,0,0,1
2979,17,23.496,23.496,14,13,0,0,0.082,8.83,0,1,1
2979,17,23.496,23.496,14,13,0,0,0.082,23.496,0,2,1
2983,22,19.751,21.295,14,16,0,0,1.087,0.578,0,0,1
2983,22,19.751,21.295,14,16,0,0,1.087,6.491,0,1,1
2983,22,19.751,21.295,14,16,0,0,1.087,20.113028,1,2,1
2985,22,44.58,44.58,6,6,0,0,2.352,1.081,0,0,1
2985,22,44.58,44.58,6,6,0,0,2.352,2.998,0,1,1
2985,22,44.58,44.58,6,6,0,0,2.352,5.498,0,2,1
2985,22,44.58,44.58,6,6,0,0,2.352,6.749,0,3,1
2985,22,44.58,44.58,6,6,0,0,2.352,8.244,0,4,1
2985,22,44.58,44.58,6,6,0,0,2.352,18.245,0,5,1
2985,22,44.58,44.58,6,6,0,0,2.352,44.58,0,6,1
2987,17,31.42,31.42,7,11,0,0,4.832,0.914,0,0,1
2987,17,31.42,31.42,7,11,0,0,4.832,2.327,0,1,1
2987,17,31.42,31.42,7,11,0,0,4.832,4.329,0,2,1
2987,17,31.42,31.42,7,11,0,0,4.832,31.42,0,3,1
2990,17,31.42,31.42,7,11,0,0,4.832,0.914,0,0,1
2990,17,31.42,31.42,7,11,0,0,4.832,2.327,0,1,1
2990,17,31.42,31.42,7,11,0,0,4.832,4.329,0,2,1
2990,17,31.42,31.42,7,11,0,0,4.832,31.42,0,3,1
2996,17,6.549,7.54,12,11,0,0,4.162,1.251,0,0,1
2996,17,6.549,7.54,12,11,0,0,4.162,3.669,0,1,1
2996,17,6.549,7.54,12,11,0,0,4.162,7.427821,1,2,1
2998,21,31.441,31.441,5,10,0,0,5.418,0.747,0,0,1
2998,21,31.441,31.441,5,10,0,0,5.418,3.578,0,1,1
2998,21,31.441,31.441,5,10,0,0,5.418,6.245,0,2,1
2998,21,31.441,31.441,5,10,0,0,5.418,31.441,0,3,1
2999,21,6.111,6.111,12,12,0,0,7.168,6.111,0,0,0
3002,23,24.646,24.646,13,14,0,0,-0.501,0.745,0,0,1
3002,23,24.646,24.646,13,14,0,0,-0.501,3.915,0,1,1
3002,23,24.646,24.646,13,14,0,0,-0.501,7.663,0,2,1
3002,23,24.646,24.646,13,14,0,0,-0.501,24.646,0,3,1
3005,19,27.877,27.959,8,12,0,0,3.417,1.665,0,0,1
3005,19,27.877,27.959,8,12,0,0,3.417,3.496,0,1,1
3005,19,27.877,27.959,8,12,0,0,3.417,5.169,0,2,1
3005,19,27.877,27.959,8,12,0,0,3.417,8.917,0,3,1
3005,19,27.877,27.959,8,12,0,0,3.417,11.335,0,4,1
3005,19,27.877,27.959,8,12,0,0,3.417,27.930315,1,5,1
3009,19,12.153,12.203,12,12,0,0,2.001,12.157913,1,0,0
3018,24,2.897,2.897,12,16,0,0,20.58,2.897,0,0,0
3019,24,1.043,1.125,10,10,0,0,2.352,1.0588313,1,0,0
3026,24,2.141,3.034,15,12,0,0,20.58,2.2526343,1,0,0
3038,24,9.922,9.922,17,13,0,0,0.75,9.922,0,0,0
3040,24,18.998,18.998,12,12,0,0,2.352,18.998,0,0,0
3044,23,17.706,17.706,13,11,0,0,4.498,0.956,0,0,1
3044,23,17.706,17.706,13,11,0,0,4.498,2.207,0,1,1
3044,23,17.706,17.706,13,11,0,0,4.498,6.207,0,2,1
3044,23,17.706,17.706,13,11,0,0,4.498,17.706,0,3,1
3052,23,2.867,2.867,12,13,0,0,0.504,2.867,0,0,0
3059,3,41.848,41.848,4,9,1,1,-0.58,1.166,0,0,1
3059,3,41.848,41.848,4,9,1,1,-0.58,2.166,0,1,1
3059,3,41.848,41.848,4,9,1,1,-0.58,3.915,0,2,1
3059,3,41.848,41.848,4,9,1,1,-0.58,7.414,0,3,1
3059,3,41.848,41.848,4,9,1,1,-0.58,10.579,0,4,1
3059,3,41.848,41.848,4,9,1,1,-0.58,16.832,0,5,1
3059,3,41.848,41.848,4,9,1,1,-0.58,41.848,0,6,1
3062,3,41.848,41.848,4,9,1,1,-0.58,1.166,0,0,1
3062,3,41.848,41.848,4,9,1,1,-0.58,2.166,0,1,1
