region,herd,cow,obs,lact,cfs,lncfs,fscr,heifer,ai
2,30,928,588,5,114,4.7361984,1,0,1
2,30,929,589,3,34,3.5263605,1,0,1
2,30,929,590,4,70,4.248495,1,0,1
2,30,929,591,5,60,4.0943446,0,0,1
2,30,929,592,6,69,4.2341065,0,0,1
2,30,930,593,4,85,4.4426513,1,0,0
2,30,930,594,5,47,3.8501475,1,0,1
2,30,930,595,6,52,3.9512436,0,0,1
2,30,930,596,7,38,3.637586,0,0,0
2,30,931,597,6,94,4.543295,1,0,0
2,30,931,598,7,274,5.613128,0,0,1
2,30,932,599,6,76,4.3307333,1,0,1
2,30,932,600,7,56,4.0253515,1,0,1
2,30,932,601,8,46,3.8286414,1,0,1
2,30,933,602,3,109,4.691348,0,0,1
2,30,933,603,4,55,4.0073333,1,0,1
2,30,934,604,2,65,4.1743875,1,0,1
2,30,934,605,3,99,4.59512,1,0,1
2,30,935,606,2,68,4.2195077,0,0,1
2,30,936,607,1,99,4.59512,0,1,1
2,30,936,608,2,80,4.3820267,0,0,1
2,30,936,609,3,63,4.1431346,1,0,1
2,30,936,610,4,43,3.7612002,0,0,1
2,30,937,611,2,47,3.8501475,1,0,1
2,30,937,612,3,49,3.8918202,1,0,1
2,30,937,613,4,52,3.9512436,1,0,1
2,30,937,614,5,100,4.6051702,0,0,1
2,30,938,615,2,52,3.9512436,0,0,1
2,30,938,616,3,51,3.9318256,1,0,1
2,30,938,617,4,45,3.8066626,1,0,1
2,30,939,618,2,96,4.564348,1,0,1
2,30,939,619,4,81,4.394449,1,0,1
2,31,940,620,3,67,4.204693,1,0,1
2,31,940,621,4,97,4.574711,1,0,1
2,31,941,622,1,155,5.043425,1,1,1
2,31,941,623,2,95,4.553877,1,0,0
2,31,942,624,1,132,4.882802,0,1,1
2,31,942,625,2,52,3.9512436,0,0,0
2,31,942,626,3,51,3.9318256,0,0,0
2,31,943,627,2,45,3.8066626,0,0,1
2,31,944,628,1,52,3.9512436,1,1,1
2,31,944,629,3,33,3.4965076,1,0,0
2,31,945,630,1,73,4.2904596,0,1,1
2,31,946,631,2,67,4.204693,0,0,1
2,31,947,632,1,39,3.6635616,0,1,1
2,31,948,633,1,54,3.988984,0,1,1
2,31,948,634,2,66,4.189655,0,0,1
2,31,949,635,1,42,3.7376697,1,1,0
2,31,949,636,2,36,3.583519,0,0,1
2,31,950,637,1,38,3.637586,0,1,1
2,31,951,638,1,54,3.988984,0,1,1
2,31,951,639,2,49,3.8918202,0,0,0
2,31,952,640,1,44,3.7841897,0,1,1
2,31,953,641,2,55,4.0073333,0,0,1
2,31,954,642,1,79,4.3694477,0,1,1
2,31,955,643,1,72,4.276666,1,1,1
2,31,955,644,2,73,4.2904596,0,0,0
2,31,956,645,2,35,3.5553482,0,0,0
2,31,956,646,3,76,4.3307333,0,0,1
2,31,957,647,1,48,3.871201,1,1,0
2,31,958,648,1,187,5.2311087,0,1,0
2,31,959,649,1,59,4.0775375,0,1,0
2,31,959,650,2,127,4.8441873,1,0,1
2,31,960,651,7,42,3.7376697,1,0,0
2,31,961,652,10,75,4.317488,0,0,0
2,31,962,653,3,49,3.8918202,1,0,0
2,31,963,654,4,94,4.543295,0,0,1
2,31,963,655,5,55,4.0073333,1,0,0
2,31,964,656,5,45,3.8066626,0,0,0
2,31,965,657,1,356,5.874931,0,1,1
2,31,965,658,2,32,3.465736,1,0,1
2,31,965,659,3,33,3.4965076,1,0,1
2,31,965,660,4,144,4.9698133,1,0,0
2,31,966,661,4,78,4.356709,0,0,0
2,31,967,662,2,39,3.6635616,1,0,0
2,31,967,663,3,66,4.189655,1,0,0
2,31,968,664,2,56,4.0253515,1,0,0
2,31,969,665,1,49,3.8918202,0,1,0
2,31,969,666,2,80,4.3820267,1,0,0
2,31,970,667,7,72,4.276666,1,0,0
2,31,971,668,7,96,4.564348,1,0,0
2,31,972,669,5,72,4.276666,0,0,1
2,31,972,670,6,74,4.304065,1,0,0
2,31,972,671,7,36,3.583519,0,0,1
2,31,973,672,5,33,3.4965076,0,0,0
2,31,973,673,7,44,3.7841897,0,0,0
2,31,974,674,4,63,4.1431346,0,0,1
2,31,975,675,3,92,4.5217886,1,0,1
2,31,975,676,4,40,3.6888795,0,0,0
2,31,976,677,3,70,4.248495,0,0,1
2,31,976,678,4,42,3.7376697,1,0,0
2,31,976,679,5,50,3.912023,0,0,0
2,31,977,680,3,41,3.713572,0,0,1
2,31,977,681,4,31,3.4339871,0,0,1
2,31,978,682,2,57,4.0430512,1,0,1
2,31,978,683,3,49,3.8918202,1,0,0
2,31,978,684,4,88,4.477337,1,0,1
2,31,978,685,5,86,4.454347,0,0,0
2,31,979,686,2,117,4.762174,1,0,0
2,31,979,687,3,75,4.317488,1,0,1
2,31,980,688,2,46,3.8286414,1,0,1
2,31,980,689,3,44,3.7841897,0,0,0
2,31,980,690,4,43,3.7612002,0,0,1
2,31,980,691,5,52,3.9512436,0,0,1
2,31,981,692,3,58,4.060443,1,0,1
2,31,981,693,4,83,4.4188404,0,0,1
2,31,982,694,2,49,3.8918202,1,0,1
2,31,982,695,3,31,3.4339871,0,0,1
2,31,982,696,4,43,3.7612002,1,0,0
2,31,983,697,2,36,3.583519,0,0,1
2,31,983,698,3,44,3.7841897,1,0,1
2,31,983,699,4,37,3.6109178,0,0,0
2,31,984,700,2,34,3.5263605,1,0,0
2,31,984,701,3,90,4.4998097,1,0,0
2,31,985,702,2,36,3.583519,1,0,0
2,31,985,703,3,66,4.189655,0,0,1
2,31,986,704,2,101,4.6151204,0,0,1
2,31,987,705,1,57,4.0430512,1,1,0
2,31,988,706,1,50,3.912023,1,1,0
2,31,989,707,1,36,3.583519,0,1,0
2,31,989,708,2,37,3.6109178,0,0,0
2,31,990,709,1,101,4.6151204,1,1,1
2,31,990,710,2,46,3.8286414,1,0,0
2,31,991,711,1,54,3.988984,0,1,0
2,31,992,712,1,61,4.1108737,1,1,1
2,31,992,713,2,79,4.3694477,1,0,0
2,31,993,714,1,58,4.060443,1,1,1
2,31,994,715,1,36,3.583519,1,1,1
2,32,995,716,1,43,3.7612002,0,1,1
2,32,996,717,1,39,3.6635616,0,1,1
2,32,997,718,1,125,4.828314,0,1,1
2,32,998,719,6,34,3.5263605,0,0,1
2,32,999,720,3,50,3.912023,0,0,1
2,32,999,721,4,114,4.7361984,1,0,1
2,32,999,722,5,85,4.4426513,0,0,1
2,32,1000,723,2,34,3.5263605,0,0,1
2,32,1001,724,1,31,3.4339871,0,1,0
2,32,1001,725,2,65,4.1743875,0,0,1
2,32,1001,726,3,42,3.7376697,0,0,1
2,32,1002,727,1,122,4.804021,0,1,1
2,32,1002,728,2,37,3.6109178,0,0,1
2,33,1003,729,2,63,4.1431346,1,0,1
2,33,1003,730,3,82,4.406719,0,0,1
2,33,1004,731,1,77,4.3438053,0,1,1
2,33,1005,732,1,73,4.2904596,1,1,1
2,33,1005,733,2,65,4.1743875,0,0,1
2,33,1005,734,3,63,4.1431346,0,0,1
2,33,1006,735,2,53,3.9702919,1,0,1
2,33,1006,736,3,45,3.8066626,0,0,1
2,33,1006,737,4,85,4.4426513,0,0,1
2,33,1007,738,1,42,3.7376697,0,1,1
2,33,1007,739,2,111,4.7095304,1,0,1
2,33,1007,740,3,52,3.9512436,0,0,1
2,33,1008,741,1,69,4.2341065,0,1,1
2,33,1009,742,1,60,4.0943446,1,1,1
2,33,1009,743,2,56,4.0253515,0,0,1
2,33,1010,744,1,54,3.988984,1,1,1
2,33,1010,745,2,60,4.0943446,0,0,1
2,33,1011,746,1,89,4.4886365,1,1,1
2,33,1012,747,1,56,4.0253515,0,1,1
2,33,1012,748,2,55,4.0073333,0,0,1
2,33,1013,749,1,41,3.713572,0,1,1
2,33,1013,750,2,63,4.1431346,0,0,1
2,33,1014,751,1,80,4.3820267,0,1,1
2,33,1014,752,3,62,4.1271343,1,0,1
2,33,1015,753,1,82,4.406719,0,1,1
2,33,1015,754,2,40,3.6888795,0,0,1
2,33,1016,755,1,52,3.9512436,0,1,1
2,33,1016,756,2,88,4.477337,0,0,1
2,33,1017,757,1,50,3.912023,1,1,1
2,33,1017,758,2,121,4.7957907,0,0,1
2,33,1018,759,2,56,4.0253515,0,0,1
2,33,1019,760,1,52,3.9512436,0,1,1
2,33,1020,761,1,56,4.0253515,0,1,1
2,33,1021,762,1,44,3.7841897,0,1,1
2,33,1022,763,1,45,3.8066626,0,1,1
2,33,1022,764,2,35,3.5553482,0,0,1
2,33,1023,765,2,163,5.09375,1,0,1
2,33,1024,766,1,56,4.0253515,0,1,1
2,33,1024,767,2,50,3.912023,0,0,1
2,33,1024,768,3,65,4.1743875,0,0,1
2,33,1025,769,1,69,4.2341065,1,1,1
2,33,1025,770,2,57,4.0430512,1,0,1
2,33,1026,771,1,53,3.9702919,0,1,1
2,33,1026,772,2,43,3.7612002,1,0,1
2,33,1026,773,3,48,3.871201,0,0,1
2,33,1027,774,1,72,4.276666,1,1,1
2,33,1027,775,2,68,4.2195077,0,0,1
2,33,1027,776,3,35,3.5553482,0,0,1
2,33,1028,777,1,41,3.713572,0,1,1
2,33,1028,778,2,57,4.0430512,0,0,1
2,33,1028,779,3,55,4.0073333,1,0,1
2,33,1029,780,1,40,3.6888795,0,1,1
2,33,1029,781,2,52,3.9512436,0,0,1
2,33,1030,782,1,53,3.9702919,1,1,1
2,33,1030,783,2,75,4.317488,0,0,1
2,33,1030,784,3,45,3.8066626,0,0,1
2,33,1031,785,1,52,3.9512436,0,1,1
2,33,1031,786,2,36,3.583519,0,0,1
2,33,1032,787,1,51,3.9318256,1,1,1
2,33,1033,788,5,45,3.8066626,0,0,1
2,33,1034,789,7,33,3.4965076,1,0,1
2,33,1034,790,8,51,3.9318256,0,0,1
2,33,1035,791,3,76,4.3307333,0,0,1
2,33,1036,792,3,78,4.356709,0,0,1
2,33,1036,793,4,57,4.0430512,0,0,1
2,33,1036,794,5,50,3.912023,0,0,1
2,33,1037,795,3,49,3.8918202,0,0,1
2,33,1037,796,4,66,4.189655,0,0,1
2,33,1037,797,5,54,3.988984,0,0,1
2,33,1038,798,1,40,3.6888795,0,1,1
2,33,1038,799,2,50,3.912023,1,0,1
2,33,1039,800,3,98,4.5849676,0,0,1
2,33,1040,801,3,39,3.6635616,0,0,1
2,33,1041,802,3,48,3.871201,1,0,1
2,33,1041,803,4,52,3.9512436,1,0,1
2,33,1042,804,2,108,4.6821313,1,0,1
2,33,1042,805,3,51,3.9318256,1,0,1
2,33,1042,806,4,41,3.713572,0,0,1
2,33,1042,807,5,65,4.1743875,0,0,1
2,33,1043,808,2,39,3.6635616,1,0,1
2,33,1043,809,3,61,4.1108737,0,0,1
2,33,1043,810,4,55,4.0073333,1,0,1
2,33,1043,811,5,41,3.713572,0,0,1
2,33,1044,812,2,57,4.0430512,0,0,1
2,33,1044,813,3,88,4.477337,0,0,1
2,33,1044,814,4,42,3.7376697,1,0,1
2,33,1045,815,2,89,4.4886365,0,0,1
2,33,1046,816,2,57,4.0430512,0,0,1
2,33,1047,817,1,63,4.1431346,0,1,1
2,33,1047,818,2,55,4.0073333,1,0,1
2,33,1048,819,1,96,4.564348,1,1,1
2,33,1048,820,2,162,5.0875964,0,0,1
2,33,1049,821,1,41,3.713572,1,1,1
2,33,1049,822,2,52,3.9512436,1,0,1
2,33,1050,823,1,45,3.8066626,0,1,1
2,33,1051,824,1,34,3.5263605,0,1,1
2,33,1052,825,1,32,3.465736,0,1,1
2,33,1053,826,1,47,3.8501475,0,1,1
2,33,1054,827,1,45,3.8066626,1,1,1
2,34,1055,828,1,56,4.0253515,1,1,1
2,34,1055,829,2,76,4.3307333,0,0,1
2,34,1056,830,3,128,4.8520303,0,0,0
2,34,1057,831,1,96,4.564348,0,1,1
2,34,1058,832,2,77,4.3438053,0,0,1
2,34,1059,833,4,74,4.304065,0,0,1
2,34,1059,834,5,48,3.871201,1,0,1
2,34,1060,835,1,41,3.713572,0,1,1
2,34,1060,836,2,53,3.9702919,1,0,1
2,34,1061,837,2,105,4.65396,1,0,0
2,34,1061,838,3,45,3.8066626,1,0,0
2,34,1062,839,2,71,4.26268,1,0,1
2,34,1063,840,10,72,4.276666,0,0,0
2,34,1064,841,8,63,4.1431346,0,0,1
2,34,1064,842,9,79,4.3694477,1,0,0
2,34,1065,843,6,102,4.624973,0,0,0
2,34,1066,844,6,56,4.0253515,1,0,0
2,34,1066,845,7,66,4.189655,0,0,0
2,34,1066,846,8,43,3.7612002,0,0,1
2,34,1067,847,5,33,3.4965076,0,0,0
2,34,1068,848,6,39,3.6635616,0,0,1
2,34,1068,849,7,58,4.060443,0,0,1
2,34,1069,850,4,73,4.2904596,1,0,1
2,34,1069,851,6,112,4.7184987,1,0,1
2,34,1070,852,5,87,4.465908,0,0,1
2,34,1071,853,5,47,3.8501475,0,0,0
2,34,1071,854,6,38,3.637586,1,0,0
2,34,1072,855,3,72,4.276666,1,0,0
2,34,1073,856,2,68,4.2195077,0,0,0
2,34,1073,857,3,34,3.5263605,0,0,1
2,34,1073,858,4,96,4.564348,1,0,0
2,34,1074,859,2,45,3.8066626,1,0,1
2,34,1074,860,3,66,4.189655,1,0,1
2,34,1075,861,4,76,4.3307333,1,0,1
2,34,1075,862,5,43,3.7612002,1,0,0
2,34,1076,863,3,113,4.727388,1,0,0
2,34,1077,864,2,55,4.0073333,1,0,0
2,34,1077,865,3,95,4.553877,0,0,1
2,34,1078,866,2,54,3.988984,0,0,1
2,34,1079,867,2,43,3.7612002,0,0,1
2,34,1080,868,2,102,4.624973,1,0,1
2,34,1081,869,1,83,4.4188404,1,1,0
2,34,1082,870,1,71,4.26268,1,1,1
2,34,1082,871,3,75,4.317488,0,0,1
2,35,1083,872,1,80,4.3820267,0,1,1
2,35,1084,873,2,63,4.1431346,1,0,1
2,35,1084,874,3,55,4.0073333,0,0,1
2,35,1085,875,1,51,3.9318256,0,1,1
2,35,1085,876,2,46,3.8286414,0,0,1
2,35,1085,877,3,58,4.060443,0,0,1
2,35,1086,878,2,36,3.583519,0,0,1
2,35,1086,879,4,47,3.8501475,0,0,1
2,35,1087,880,2,57,4.0430512,1,0,1
2,35,1087,881,3,58,4.060443,0,0,1
2,35,1088,882,1,44,3.7841897,0,1,1
2,35,1089,883,1,42,3.7376697,0,1,1
2,35,1089,884,2,42,3.7376697,1,0,1
2,35,1090,885,1,72,4.276666,0,1,0
2,35,1090,886,3,43,3.7612002,1,0,1
2,35,1090,887,4,62,4.1271343,1,0,0
2,35,1091,888,1,37,3.6109178,0,1,1
2,35,1091,889,2,59,4.0775375,0,0,1
2,35,1091,890,3,47,3.8501475,0,0,1
2,35,1092,891,1,59,4.0775375,0,1,0
2,35,1092,892,2,58,4.060443,0,0,0
2,35,1093,893,1,37,3.6109178,0,1,1
2,35,1094,894,5,32,3.465736,1,0,0
2,35,1095,895,3,47,3.8501475,1,0,1
2,35,1095,896,4,47,3.8501475,1,0,1
2,35,1095,897,5,45,3.8066626,1,0,1
2,35,1095,898,6,63,4.1431346,1,0,0
2,35,1096,899,1,68,4.2195077,1,1,0
2,35,1097,900,1,44,3.7841897,0,1,1
2,35,1097,901,2,42,3.7376697,0,0,1
2,35,1097,902,3,65,4.1743875,1,0,1
2,35,1098,903,2,48,3.871201,0,0,1
2,35,1099,904,1,80,4.3820267,0,1,1
2,35,1100,905,1,56,4.0253515,1,1,1
2,35,1101,906,1,56,4.0253515,1,1,0
2,35,1102,907,1,43,3.7612002,0,1,1
2,35,1102,908,3,73,4.2904596,1,0,1
2,35,1103,909,1,59,4.0775375,0,1,1
2,35,1104,910,1,61,4.1108737,1,1,0
2,35,1104,911,2,33,3.4965076,0,0,1
2,35,1105,912,7,52,3.9512436,0,0,1
2,35,1106,913,4,37,3.6109178,0,0,1
2,35,1106,914,5,78,4.356709,0,0,1
2,35,1106,915,6,38,3.637586,0,0,1
2,35,1106,916,7,41,3.713572,0,0,0
2,35,1107,917,5,35,3.5553482,1,0,1
2,35,1108,918,5,55,4.0073333,0,0,1
2,35,1108,919,7,45,3.8066626,0,0,1
2,35,1109,920,5,50,3.912023,1,0,1
2,35,1110,921,5,30,3.4011974,0,0,1
2,35,1111,922,6,61,4.1108737,1,0,1
2,35,1112,923,3,50,3.912023,1,0,1
2,35,1112,924,4,45,3.8066626,0,0,1
2,35,1113,925,3,81,4.394449,0,0,1
2,35,1113,926,4,44,3.7841897,0,0,1
2,35,1113,927,6,78,4.356709,0,0,1
2,35,1114,928,3,53,3.9702919,0,0,1
2,35,1114,929,4,50,3.912023,0,0,1
2,35,1114,930,5,72,4.276666,1,0,1
2,35,1115,931,2,75,4.317488,0,0,1
2,35,1116,932,3,42,3.7376697,1,0,1
2,35,1116,933,4,38,3.637586,0,0,1
2,35,1116,934,5,39,3.6635616,0,0,1
2,35,1117,935,2,58,4.060443,0,0,1
2,35,1118,936,3,57,4.0430512,0,0,1
2,35,1118,937,4,52,3.9512436,0,0,1
2,35,1119,938,3,35,3.5553482,0,0,1
2,35,1119,939,4,49,3.8918202,0,0,1
2,35,1120,940,1,35,3.5553482,0,1,1
2,35,1120,941,2,60,4.0943446,1,0,1
2,35,1120,942,3,35,3.5553482,1,0,1
2,35,1121,943,1,34,3.5263605,0,1,1
2,35,1122,944,3,44,3.7841897,0,0,1
2,35,1122,945,5,51,3.9318256,0,0,1
2,35,1123,946,2,55,4.0073333,0,0,1
2,35,1124,947,1,53,3.9702919,0,1,1
2,35,1124,948,3,37,3.6109178,0,0,0
2,35,1125,949,1,58,4.060443,0,1,1
2,35,1126,950,1,52,3.9512436,1,1,0
2,35,1126,951,2,48,3.871201,1,0,1
2,35,1127,952,2,35,3.5553482,1,0,1
2,35,1127,953,3,48,3.871201,0,0,1
2,35,1128,954,1,43,3.7612002,0,1,1
2,35,1129,955,1,57,4.0430512,1,1,1
2,35,1130,956,1,58,4.060443,0,1,1
2,35,1131,957,1,36,3.583519,0,1,1
2,35,1132,958,1,44,3.7841897,1,1,1
2,35,1133,959,1,43,3.7612002,0,1,1
2,35,1134,960,1,45,3.8066626,1,1,1
2,36,1135,961,1,68,4.2195077,0,1,1
2,36,1135,962,2,34,3.5263605,0,0,1
2,36,1135,963,3,58,4.060443,0,0,1
2,36,1135,964,4,66,4.189655,0,0,1
2,36,1136,965,1,69,4.2341065,0,1,1
2,36,1136,966,2,129,4.8598123,0,0,1
2,36,1137,967,1,34,3.5263605,0,1,1
2,36,1137,968,2,56,4.0253515,0,0,1
2,36,1138,969,1,52,3.9512436,1,1,1
2,36,1139,970,1,48,3.871201,0,1,1
2,36,1139,971,2,95,4.553877,0,0,1
2,36,1140,972,1,42,3.7376697,0,1,1
2,36,1140,973,2,39,3.6635616,0,0,1
2,36,1140,974,3,62,4.1271343,0,0,1
2,36,1140,975,4,38,3.637586,0,0,1
2,36,1141,976,1,47,3.8501475,0,1,1
2,36,1142,977,1,57,4.0430512,0,1,1
2,36,1142,978,3,104,4.644391,0,0,1
2,36,1143,979,1,156,5.049856,1,1,0
2,36,1143,980,3,98,4.5849676,1,0,1
2,36,1144,981,1,97,4.574711,0,1,1
2,36,1144,982,2,176,5.170484,0,0,1
2,36,1145,983,1,35,3.5553482,0,1,1
2,36,1145,984,3,32,3.465736,0,0,1
2,36,1146,985,1,95,4.553877,0,1,1
2,36,1146,986,2,53,3.9702919,0,0,1
2,36,1146,987,3,71,4.26268,0,0,1
2,36,1147,988,2,120,4.787492,0,0,1
2,36,1147,989,3,69,4.2341065,0,0,1
2,36,1148,990,1,65,4.1743875,1,1,1
2,36,1148,991,2,56,4.0253515,1,0,1
2,36,1148,992,3,107,4.6728287,1,0,1
2,36,1148,993,4,102,4.624973,1,0,1
2,36,1149,994,1,64,4.158883,0,1,1
2,36,1149,995,2,74,4.304065,0,0,1
2,36,1150,996,1,95,4.553877,0,1,1
2,36,1151,997,1,290,5.669881,0,1,1
2,36,1151,998,2,137,4.919981,0,0,1
2,36,1152,999,1,96,4.564348,1,1,1
2,36,1153,1000,1,83,4.4188404,1,1,1
2,36,1153,1001,2,95,4.553877,1,0,1
2,36,1153,1002,3,42,3.7376697,1,0,1
2,36,1154,1003,1,125,4.828314,0,1,1
2,36,1155,1004,2,91,4.5108595,0,0,1
2,36,1156,1005,2,52,3.9512436,0,0,1
2,36,1156,1006,3,73,4.2904596,1,0,1
2,36,1157,1007,1,36,3.583519,0,1,1
2,36,1157,1008,2,68,4.2195077,1,0,1
2,36,1157,1009,3,91,4.5108595,0,0,1
2,36,1157,1010,4,45,3.8066626,0,0,1
2,36,1158,1011,1,72,4.276666,1,1,1
2,36,1159,1012,1,56,4.0253515,0,1,1
2,36,1159,1013,2,49,3.8918202,0,0,1
2,36,1160,1014,1,52,3.9512436,1,1,1
2,36,1160,1015,2,55,4.0073333,0,0,1
2,36,1161,1016,1,105,4.65396,0,1,1
2,36,1162,1017,1,58,4.060443,0,1,1
2,36,1162,1018,2,257,5.549076,0,0,1
2,36,1163,1019,1,34,3.5263605,0,1,1
2,36,1163,1020,2,64,4.158883,0,0,1
2,36,1164,1021,1,46,3.8286414,0,1,1
2,36,1164,1022,2,43,3.7612002,1,0,1
2,36,1165,1023,1,113,4.727388,0,1,1
2,36,1165,1024,2,45,3.8066626,0,0,0
2,36,1166,1025,2,126,4.836282,1,0,1
2,36,1166,1026,3,31,3.4339871,0,0,1
2,36,1167,1027,1,68,4.2195077,0,1,1
2,36,1167,1028,2,67,4.204693,0,0,1
2,36,1168,1029,1,70,4.248495,0,1,1
2,36,1169,1030,1,153,5.030438,0,1,1
2,36,1170,1031,1,63,4.1431346,0,1,1
2,36,1170,1032,2,66,4.189655,1,0,1
2,36,1170,1033,3,35,3.5553482,0,0,1
2,36,1171,1034,1,40,3.6888795,1,1,1
2,36,1171,1035,2,78,4.356709,0,0,1
2,36,1172,1036,2,56,4.0253515,0,0,1
2,36,1172,1037,3,33,3.4965076,0,0,1
2,36,1173,1038,2,40,3.6888795,0,0,1
2,36,1173,1039,3,47,3.8501475,1,0,1
2,36,1174,1040,3,54,3.988984,0,0,1
2,36,1174,1041,4,75,4.317488,1,0,1
2,36,1175,1042,2,55,4.0073333,1,0,1
2,36,1176,1043,2,97,4.574711,0,0,1
2,36,1177,1044,7,116,4.75359,0,0,0
2,36,1177,1045,8,101,4.6151204,0,0,1
2,36,1178,1046,1,44,3.7841897,1,1,1
2,36,1178,1047,2,68,4.2195077,0,0,1
2,36,1179,1048,3,41,3.713572,1,0,0
2,36,1179,1049,4,59,4.0775375,0,0,1
2,36,1179,1050,5,36,3.583519,0,0,1
2,36,1179,1051,6,36,3.583519,0,0,1
2,36,1180,1052,7,215,5.370638,1,0,0
2,36,1180,1053,8,35,3.5553482,0,0,1
2,36,1181,1054,6,58,4.060443,1,0,0
2,36,1181,1055,7,363,5.894403,1,0,1
2,36,1182,1056,7,175,5.164786,1,0,1
2,36,1183,1057,5,51,3.9318256,1,0,0
2,36,1184,1058,6,105,4.65396,0,0,1
2,36,1184,1059,7,110,4.7004805,1,0,1
2,36,1184,1060,8,301,5.7071104,1,0,0
2,36,1185,1061,5,86,4.454347,1,0,1
2,36,1185,1062,6,92,4.5217886,1,0,1
2,36,1185,1063,8,46,3.8286414,0,0,1
2,36,1186,1064,5,76,4.3307333,1,0,1
2,36,1186,1065,6,122,4.804021,0,0,1
2,36,1186,1066,7,74,4.304065,0,0,1
2,36,1187,1067,8,79,4.3694477,0,0,1
2,36,1188,1068,4,49,3.8918202,0,0,1
2,36,1188,1069,6,52,3.9512436,0,0,1
2,36,1189,1070,5,48,3.871201,0,0,1
2,36,1189,1071,6,52,3.9512436,0,0,1
2,36,1189,1072,7,87,4.465908,0,0,1
2,36,1190,1073,4,64,4.158883,0,0,1
2,36,1190,1074,5,52,3.9512436,0,0,1
2,36,1191,1075,4,32,3.465736,1,0,1
2,36,1192,1076,6,30,3.4011974,0,0,1
2,36,1193,1077,4,176,5.170484,1,0,1
2,36,1193,1078,5,39,3.6635616,0,0,1
2,36,1193,1079,6,98,4.5849676,0,0,1
2,36,1194,1080,4,62,4.1271343,0,0,1
2,36,1194,1081,5,40,3.6888795,0,0,1
2,36,1194,1082,6,86,4.454347,0,0,1
2,36,1195,1083,4,64,4.158883,0,0,0
2,36,1195,1084,6,48,3.871201,0,0,1
2,36,1195,1085,7,64,4.158883,0,0,1
2,36,1196,1086,5,66,4.189655,1,0,0
2,36,1197,1087,4,49,3.8918202,1,0,0
2,36,1197,1088,5,191,5.2522736,1,0,1
2,36,1198,1089,4,46,3.8286414,0,0,1
2,36,1198,1090,5,46,3.8286414,1,0,1
2,36,1198,1091,6,68,4.2195077,0,0,1
2,36,1199,1092,4,180,5.192957,1,0,1
2,36,1199,1093,5,68,4.2195077,0,0,1
2,36,1199,1094,7,45,3.8066626,0,0,1
2,36,1200,1095,5,82,4.406719,0,0,1
2,36,1200,1096,6,84,4.4308167,0,0,1
2,36,1201,1097,3,216,5.3752785,1,0,1
2,36,1202,1098,1,192,5.2574954,0,1,1
2,36,1202,1099,2,36,3.583519,0,0,1
2,36,1203,1100,2,38,3.637586,0,0,1
2,36,1203,1101,3,41,3.713572,0,0,1
2,36,1203,1102,4,53,3.9702919,1,0,0
2,36,1203,1103,5,48,3.871201,1,0,1
2,36,1204,1104,2,70,4.248495,0,0,1
2,36,1205,1105,2,74,4.304065,1,0,1
2,36,1205,1106,3,74,4.304065,1,0,0
2,36,1205,1107,4,108,4.6821313,0,0,1
2,36,1205,1108,5,49,3.8918202,1,0,1
2,36,1206,1109,2,88,4.477337,0,0,1
2,36,1206,1110,4,95,4.553877,0,0,1
2,36,1207,1111,2,31,3.4339871,1,0,0
2,36,1207,1112,3,53,3.9702919,0,0,1
2,36,1207,1113,4,91,4.5108595,0,0,1
2,36,1208,1114,1,234,5.4553213,1,1,0
2,36,1208,1115,2,122,4.804021,0,0,1
2,36,1209,1116,3,55,4.0073333,0,0,1
2,36,1209,1117,4,61,4.1108737,1,0,1
2,36,1210,1118,2,60,4.0943446,1,0,0
2,36,1210,1119,3,82,4.406719,0,0,1
2,36,1211,1120,2,85,4.4426513,0,0,1
2,36,1211,1121,3,81,4.394449,0,0,1
2,36,1212,1122,2,33,3.4965076,1,0,0
2,36,1212,1123,3,53,3.9702919,0,0,1
2,36,1212,1124,4,45,3.8066626,0,0,1
2,36,1212,1125,5,46,3.8286414,0,0,1
2,36,1213,1126,1,110,4.7004805,1,1,1
2,36,1213,1127,3,44,3.7841897,0,0,1
2,36,1214,1128,2,74,4.304065,0,0,1
2,36,1214,1129,3,80,4.3820267,0,0,1
2,36,1215,1130,3,128,4.8520303,1,0,1
2,36,1215,1131,4,113,4.727388,1,0,1
2,36,1215,1132,5,48,3.871201,1,0,1
2,36,1216,1133,2,140,4.9416423,1,0,0
2,36,1216,1134,3,66,4.189655,1,0,1
2,36,1216,1135,4,72,4.276666,0,0,1
2,36,1217,1136,1,126,4.836282,0,1,1
2,36,1217,1137,3,44,3.7841897,0,0,1
2,36,1217,1138,4,54,3.988984,0,0,1
2,36,1218,1139,2,54,3.988984,0,0,1
2,36,1218,1140,3,63,4.1431346,1,0,1
2,36,1218,1141,4,112,4.7184987,1,0,1
2,36,1218,1142,5,59,4.0775375,0,0,1
2,36,1219,1143,2,89,4.4886365,0,0,1
2,36,1219,1144,3,30,3.4011974,1,0,0
2,36,1219,1145,5,58,4.060443,1,0,1
2,36,1220,1146,2,111,4.7095304,0,0,1
2,36,1221,1147,1,40,3.6888795,0,1,1
2,36,1221,1148,2,111,4.7095304,0,0,1
2,36,1221,1149,3,53,3.9702919,0,0,1
2,36,1221,1150,4,40,3.6888795,0,0,1
2,36,1222,1151,1,49,3.8918202,0,1,1
2,36,1222,1152,2,42,3.7376697,0,0,1
2,36,1223,1153,1,131,4.8751974,1,1,1
