schoolid,female,isei,w_fstuwt,wnrschbw,high_school,college,one_for,both_for,test_lang,pass_read,id_school,wvarstr
99162,0,50,537.2266,29.37,0,1,0,1,1,0,32,36
99162,1,56,537.2266,29.37,0,1,0,1,0,0,32,36
99164,0,56,763.87,21.52,0,1,0,1,0,0,33,36
99164,1,67,763.87,21.52,1,0,0,1,0,0,33,36
99164,1,59,763.87,21.52,1,0,0,0,1,0,33,36
99164,0,30,763.87,21.52,0,0,0,1,1,0,33,36
99165,0,59,660.057,16.77,0,1,0,1,0,0,34,36
99165,0,69,660.057,16.77,0,1,0,1,1,0,34,36
99165,1,53,660.057,16.77,0,1,0,1,0,1,34,36
99165,0,56,660.057,16.77,1,0,0,1,0,0,34,36
99165,0,30,660.057,16.77,0,1,1,0,1,0,34,36
99165,1,69,660.057,16.77,0,1,1,0,1,1,34,36
99165,1,38,660.057,16.77,0,1,0,1,0,0,34,36
99165,1,23,660.057,16.77,1,0,0,1,0,1,34,36
99165,1,34,660.057,16.77,0,1,0,1,0,1,34,36
99166,0,59,622.5074,57.96,1,0,0,0,1,1,35,36
99166,0,43,622.5074,57.96,0,1,0,0,1,0,35,36
99166,1,49,622.5074,57.96,0,1,0,0,1,1,35,36
99166,0,70,622.5074,57.96,0,1,0,0,1,1,35,36
99166,1,51,622.5074,57.96,0,1,0,0,1,1,35,36
99166,1,50,622.5074,57.96,0,1,0,0,1,1,35,36
99166,0,51,622.5074,57.96,1,0,0,0,1,0,35,36
99166,0,30,622.5074,57.96,1,0,0,0,1,1,35,36
99166,0,56,622.5074,57.96,1,0,0,0,1,1,35,36
99166,1,50,622.5074,57.96,0,1,0,0,1,1,35,36
99166,0,88,622.5074,57.96,0,1,0,0,1,1,35,36
99166,1,33,622.5074,57.96,0,1,0,0,1,1,35,36
99166,0,31,622.5074,57.96,1,0,0,0,1,1,35,36
99168,0,40,515.0528,36.22,0,1,0,0,1,1,36,36
99168,1,59,515.0528,36.22,1,0,0,0,1,1,36,36
99168,1,43,515.0528,36.22,0,1,0,0,1,0,36,36
99168,1,69,515.0528,36.22,0,1,0,0,1,1,36,36
99168,0,56,515.0528,36.22,0,1,0,0,1,0,36,36
99168,0,45,515.0528,36.22,0,1,0,0,1,0,36,36
99168,1,34,515.0528,36.22,0,1,0,0,1,0,36,36
99168,0,33,515.0528,36.22,1,0,0,0,1,0,36,36
99168,1,33,515.0528,36.22,0,1,0,0,1,1,36,36
99168,1,69,515.0528,36.22,0,1,0,1,1,0,36,36
99168,1,53,515.0528,36.22,1,0,0,0,1,1,36,36
99168,0,43,515.0528,36.22,0,1,0,1,1,0,36,36
99168,1,34,515.0528,36.22,1,0,0,0,1,0,36,36
99168,0,69,515.0528,36.22,0,1,0,1,1,0,36,36
99168,0,43,515.0528,36.22,0,1,0,0,1,0,36,36
99168,1,30,515.0528,36.22,0,1,1,0,1,1,36,36
99168,1,30,515.0528,36.22,0,1,0,0,1,0,36,36
99168,1,54,515.0528,36.22,1,0,0,0,1,1,36,36
99168,1,69,515.0528,36.22,0,1,0,0,1,1,36,36
99168,0,30,515.0528,36.22,1,0,0,0,1,0,36,36
99169,1,38,1014.344,84.47,1,0,0,0,1,1,37,36
99169,0,65,1014.344,84.47,0,1,1,0,1,0,37,36
99169,0,56,1014.344,84.47,0,1,0,0,1,1,37,36
99169,0,68,1014.344,84.47,0,1,0,0,1,0,37,36
99169,1,51,1014.344,84.47,0,1,0,1,1,1,37,36
99169,1,67,1183.401,84.47,0,1,0,1,0,0,37,36
99169,0,56,1183.401,84.47,0,1,0,0,1,1,37,36
99169,1,41,1014.344,84.47,0,1,0,0,1,1,37,36
99169,0,34,1183.401,84.47,0,1,0,0,1,1,37,36
99169,0,61,1014.344,84.47,0,1,0,0,1,0,37,36
99169,1,50,1183.401,84.47,1,0,0,0,1,0,37,36
99169,0,69,1014.344,84.47,0,1,0,0,1,1,37,36
99169,1,56,1014.344,84.47,0,1,0,0,1,1,37,36
99169,0,69,1014.344,84.47,0,1,0,0,1,1,37,36
99169,1,69,1014.344,84.47,0,1,0,0,1,1,37,36
99169,0,69,1014.344,84.47,0,1,0,0,1,0,37,36
99169,1,69,1014.344,84.47,0,1,0,0,1,1,37,36
99169,0,40,1183.401,84.47,0,1,0,0,1,0,37,36
99169,1,42,1014.344,84.47,1,0,0,0,1,1,37,36
99169,1,69,1014.344,84.47,0,1,0,0,1,1,37,36
99169,1,69,1014.344,84.47,0,1,0,0,0,1,37,36
99169,0,69,1183.401,84.47,0,1,0,0,1,1,37,36
99170,1,44,1125.417,955.42,0,1,0,0,1,1,38,38
99170,0,69,1125.417,955.42,0,1,0,0,1,0,38,38
99170,1,71,1125.417,955.42,0,1,0,0,1,0,38,38
99170,1,33,1275.356,955.42,0,1,0,0,1,0,38,38
99170,1,23,1275.356,955.42,1,0,0,0,1,1,38,38
99170,1,69,1125.417,955.42,0,1,0,0,1,1,38,38
99170,1,69,1125.417,955.42,0,1,0,0,1,1,38,38
99170,0,71,1125.417,955.42,0,1,0,0,1,1,38,38
99170,1,68,1125.417,955.42,0,1,0,0,1,0,38,38
99170,0,71,1125.417,955.42,0,1,0,0,1,1,38,38
99170,1,70,1275.356,955.42,0,1,0,0,1,1,38,38
99170,1,30,1275.356,955.42,0,1,0,0,1,1,38,38
99170,1,69,1125.417,955.42,0,1,0,0,1,1,38,38
99170,0,56,1275.356,955.42,0,1,0,0,1,1,38,38
99170,0,85,1125.417,955.42,0,1,0,0,1,1,38,38
99170,0,40,1275.356,955.42,0,1,0,0,1,1,38,38
99170,1,66,1275.356,955.42,0,1,0,0,1,1,38,38
99170,1,68,1125.417,955.42,0,1,0,0,1,1,38,38
99170,1,69,1125.417,955.42,1,0,0,0,1,0,38,38
99170,0,56,1125.417,955.42,1,0,0,0,1,1,38,38
99170,0,56,1275.356,955.42,0,1,0,0,1,1,38,38
99170,1,30,1275.356,955.42,1,0,0,0,1,1,38,38
99170,1,70,1125.417,955.42,0,1,0,0,1,1,38,38
99172,1,30,443.7378,72.45,1,0,0,0,1,0,39,38
99172,1,69,443.7378,72.45,0,1,0,0,1,1,39,38
99172,0,59,443.7378,72.45,0,1,0,0,1,0,39,38
99172,1,29,443.7378,72.45,1,0,0,0,1,1,39,38
99172,1,67,443.7378,72.45,1,0,0,0,1,1,39,38
99172,0,29,443.7378,72.45,1,0,0,0,1,0,39,38
99172,1,29,443.7378,72.45,0,1,0,0,1,0,39,38
99172,0,59,443.7378,72.45,1,0,0,0,1,0,39,38
99172,0,34,443.7378,72.45,0,1,0,0,1,0,39,38
99172,1,29,443.7378,72.45,0,0,0,0,1,0,39,38
99172,0,59,443.7378,72.45,1,0,0,0,1,1,39,38
99172,1,32,443.7378,72.45,1,0,0,0,1,1,39,38
99172,0,34,443.7378,72.45,1,0,0,0,1,1,39,38
99172,0,34,443.7378,72.45,0,0,0,0,1,0,39,38
99172,1,46,443.7378,72.45,1,0,1,0,1,1,39,38
99172,1,40,443.7378,72.45,1,0,0,0,1,0,39,38
99172,0,35,443.7378,72.45,1,0,0,0,1,1,39,38
99172,1,33,443.7378,72.45,1,0,0,0,1,1,39,38
99172,0,37,443.7378,72.45,0,1,0,0,1,0,39,38
99172,0,43,443.7378,72.45,1,0,0,0,1,0,39,38
99172,1,25,443.7378,72.45,0,1,0,0,1,1,39,38
99172,1,38,443.7378,72.45,1,0,0,0,1,1,39,38
99172,0,69,443.7378,72.45,0,1,0,0,1,0,39,38
99172,0,51,443.7378,72.45,0,1,0,0,1,0,39,38
99172,1,49,443.7378,72.45,0,1,0,0,1,1,39,38
99177,0,30,1019.487,82.8,0,1,0,0,1,0,40,38
99177,1,69,868.7578,82.8,0,1,0,0,1,0,40,38
99177,1,34,868.7578,82.8,0,1,0,0,1,0,40,38
99177,1,30,868.7578,82.8,1,0,0,0,1,0,40,38
99177,0,37,868.7578,82.8,0,1,0,0,1,1,40,38
99177,1,22,868.7578,82.8,0,1,0,0,1,0,40,38
99177,0,68,868.7578,82.8,0,1,0,0,1,0,40,38
99177,1,43,868.7578,82.8,0,1,0,0,1,0,40,38
99180,0,43,731.1315,222.91,0,1,0,0,1,0,41,39
99180,1,68,731.1315,222.91,0,1,1,0,1,1,41,39
99180,0,69,731.1315,222.91,0,1,0,0,1,1,41,39
99180,1,52,731.1315,222.91,1,0,0,0,1,0,41,39
99180,1,39,731.1315,222.91,1,0,0,0,1,1,41,39
99180,1,24,731.1315,222.91,0,1,0,0,1,0,41,39
99180,1,68,731.1315,222.91,0,1,0,0,1,1,41,39
99180,0,51,857.9826,222.91,0,1,0,0,1,0,41,39
99180,1,33,731.1315,222.91,0,1,1,0,1,1,41,39
99180,0,32,731.1315,222.91,1,0,0,0,1,0,41,39
99180,1,69,857.9826,222.91,0,1,0,0,1,1,41,39
99180,1,29,857.9826,222.91,0,0,0,0,1,0,41,39
99180,1,43,857.9826,222.91,0,1,0,0,1,0,41,39
99180,0,56,857.9826,222.91,0,1,0,0,1,0,41,39
99180,0,77,731.1315,222.91,0,1,0,0,1,0,41,39
99180,0,25,731.1315,222.91,0,1,0,0,1,1,41,39
99180,0,77,857.9826,222.91,0,1,0,0,1,1,41,39
99180,0,34,857.9826,222.91,1,0,0,0,1,0,41,39
99180,0,77,731.1315,222.91,0,1,0,0,1,1,41,39
99181,0,70,1547.117,191.23,0,1,0,0,1,0,42,39
99181,1,30,1326.101,191.23,1,0,0,0,1,1,42,39
99181,1,43,1547.117,191.23,0,1,0,0,1,1,42,39
99181,1,56,1326.101,191.23,0,0,0,0,1,0,42,39
99181,1,41,1547.117,191.23,1,0,0,0,1,1,42,39
99181,0,30,1326.101,191.23,1,0,0,0,1,0,42,39
99181,0,69,1547.117,191.23,0,1,0,0,1,0,42,39
99181,1,59,1326.101,191.23,0,1,1,0,1,1,42,39
99181,1,33,1547.117,191.23,0,1,0,0,1,1,42,39
99181,1,69,1326.101,191.23,1,0,0,0,1,0,42,39
99181,0,43,1326.101,191.23,0,1,0,0,1,0,42,39
99181,0,55,1326.101,191.23,1,0,0,0,1,0,42,39
99182,0,69,1563.747,113.81,0,1,0,0,1,0,43,39
99182,1,43,1824.371,113.81,1,0,0,0,1,0,43,39
99182,1,16,1824.371,113.81,0,1,1,0,1,0,43,39
99182,1,74,1824.371,113.81,0,1,0,0,1,1,43,39
99182,0,85,1563.747,113.81,0,1,0,0,1,0,43,39
99182,0,56,1563.747,113.81,0,1,0,0,1,0,43,39
99182,0,53,1824.371,113.81,0,1,1,0,1,0,43,39
99182,0,56,1824.371,113.81,0,1,0,0,1,1,43,39
99182,1,43,1563.747,113.81,0,1,0,0,1,1,43,39
99182,0,59,1824.371,113.81,0,1,0,0,1,0,43,39
99182,0,70,1824.371,113.81,0,1,0,0,1,0,43,39
99182,0,54,1824.371,113.81,0,1,0,0,1,1,43,39
99182,1,19,1824.371,113.81,1,0,0,0,1,0,43,39
99182,0,85,1824.371,113.81,0,1,0,0,1,1,43,39
99183,1,43,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,71,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,56,783.9208,73.72,0,1,0,0,1,1,44,39
99183,0,66,783.9208,73.72,0,1,0,0,1,0,44,39
99183,1,74,783.9208,73.72,0,1,0,0,1,1,44,39
99183,0,38,783.9208,73.72,0,1,1,0,1,0,44,39
99183,0,88,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,54,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,40,783.9208,73.72,0,1,0,0,1,0,44,39
99183,1,50,783.9208,73.72,0,1,0,0,1,0,44,39
99183,1,56,783.9208,73.72,1,0,0,0,1,0,44,39
99183,0,58,783.9208,73.72,0,1,0,0,1,0,44,39
99183,1,68,783.9208,73.72,0,1,0,1,0,1,44,39
99183,0,56,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,66,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,74,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,69,783.9208,73.72,0,1,0,0,1,0,44,39
99183,1,23,783.9208,73.72,1,0,0,0,1,1,44,39
99183,1,67,783.9208,73.72,0,1,0,0,1,1,44,39
99183,0,56,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,43,783.9208,73.72,0,1,0,0,1,0,44,39
99183,0,59,783.9208,73.72,0,1,0,0,1,1,44,39
99183,1,67,783.9208,73.72,0,1,0,0,1,1,44,39
99190,0,30,574.3975,99.93,1,0,0,0,1,0,45,37
99190,1,19,674.0552,99.93,0,1,0,0,1,0,45,37
99190,0,29,674.0552,99.93,0,1,0,0,1,0,45,37
99190,1,39,574.3975,99.93,0,1,0,0,1,0,45,37
99190,0,30,574.3975,99.93,1,0,0,0,1,1,45,37
99190,1,29,574.3975,99.93,0,1,0,0,1,0,45,37
99190,1,40,574.3975,99.93,0,1,0,0,1,1,45,37
99190,0,29,574.3975,99.93,0,1,0,0,1,0,45,37
99190,0,30,674.0552,99.93,0,1,0,0,1,0,45,37
99190,1,67,574.3975,99.93,0,1,0,0,1,1,45,37
99190,0,67,674.0552,99.93,0,1,0,0,1,0,45,37
99190,1,34,574.3975,99.93,1,0,0,0,1,0,45,37
99190,1,43,574.3975,99.93,0,1,0,0,1,1,45,37
99192,1,41,585.0785,362.23,1,0,0,0,1,0,46,39
99192,0,23,686.5894,362.23,1,0,0,0,1,0,46,39
99192,0,66,686.5894,362.23,0,1,0,0,1,0,46,39
99192,0,34,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,34,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,40,585.0785,362.23,1,0,0,0,1,0,46,39
99192,0,66,585.0785,362.23,0,1,0,0,1,1,46,39
99192,0,21,585.0785,362.23,1,0,0,0,1,1,46,39
99192,0,50,585.0785,362.23,1,0,1,0,1,0,46,39
99192,1,34,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,26,585.0785,362.23,0,0,0,0,1,1,46,39
99192,0,45,686.5894,362.23,1,0,0,0,1,0,46,39
99192,0,59,585.0785,362.23,0,1,0,0,0,1,46,39
99192,0,43,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,34,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,43,686.5894,362.23,0,1,0,0,1,0,46,39
99192,1,67,585.0785,362.23,1,0,0,0,1,0,46,39
99192,1,31,686.5894,362.23,1,0,0,0,1,1,46,39
99192,1,21,585.0785,362.23,0,0,0,0,1,0,46,39
99192,0,30,585.0785,362.23,1,0,0,0,1,0,46,39
99193,1,90,737.735,190.02,0,1,0,0,1,1,47,39
99193,0,49,737.735,190.02,0,1,0,0,1,0,47,39
99193,1,67,628.6623,190.02,0,1,0,0,1,0,47,39
99193,1,33,628.6623,190.02,1,0,0,0,1,0,47,39
99193,1,56,628.6623,190.02,0,1,1,0,1,0,47,39
99193,0,50,628.6623,190.02,1,0,0,0,1,0,47,39
99193,0,30,628.6623,190.02,1,0,0,0,1,0,47,39
99193,1,46,628.6623,190.02,0,1,0,0,1,0,47,39
99193,0,34,628.6623,190.02,0,1,0,0,1,1,47,39
99193,0,71,628.6623,190.02,0,1,0,0,1,0,47,39
99193,1,33,737.735,190.02,1,0,0,0,1,1,47,39
99193,0,40,737.735,190.02,0,1,0,0,1,0,47,39
99193,1,33,628.6623,190.02,0,1,0,0,1,1,47,39
99193,1,29,628.6623,190.02,1,0,0,0,1,0,47,39
99193,1,67,737.735,190.02,0,1,0,0,1,0,47,39
99194,0,32,765.2116,120.12,0,1,0,0,1,0,48,39
99194,0,43,652.0765,120.12,0,1,0,0,1,0,48,39
99194,0,71,652.0765,120.12,0,1,0,0,1,0,48,39
99194,0,60,652.0765,120.12,0,1,0,0,1,1,48,39
99194,0,69,652.0765,120.12,0,1,0,0,1,0,48,39
99194,0,34,652.0765,120.12,1,0,0,0,1,1,48,39
99194,1,33,652.0765,120.12,0,1,0,0,1,0,48,39
99194,1,64,652.0765,120.12,0,1,0,0,1,1,48,39
99194,1,69,765.2116,120.12,0,1,0,1,1,1,48,39
99194,0,55,652.0765,120.12,1,0,0,0,1,0,48,39
99194,0,56,652.0765,120.12,0,1,0,0,1,0,48,39
99194,1,88,652.0765,120.12,0,1,1,0,1,1,48,39
99194,0,59,652.0765,120.12,1,0,0,0,1,0,48,39
99194,0,69,652.0765,120.12,0,1,0,0,1,1,48,39
99194,0,16,652.0765,120.12,1,0,0,0,1,0,48,39
99194,1,34,652.0765,120.12,1,0,0,0,1,0,48,39
99194,0,71,652.0765,120.12,1,0,0,0,1,1,48,39
99194,0,45,765.2116,120.12,0,1,0,0,1,0,48,39
99195,1,68,1245.23,499.36,0,1,0,0,1,1,49,39
99195,1,53,1245.23,499.36,0,1,0,0,1,1,49,39
99195,0,69,1452.768,499.36,0,1,0,0,1,0,49,39
99195,0,29,1452.768,499.36,1,0,0,0,1,0,49,39
99195,0,34,1452.768,499.36,0,1,0,0,1,0,49,39
99195,1,40,1452.768,499.36,1,0,0,0,1,0,49,39
99195,1,33,1245.23,499.36,0,1,0,0,1,0,49,39
99195,1,31,1245.23,499.36,1,0,0,0,1,0,49,39
99195,0,27,1245.23,499.36,0,1,0,0,1,0,49,39
99195,0,37,1245.23,499.36,1,0,0,0,1,0,49,39
99195,0,52,1452.768,499.36,0,1,0,0,1,0,49,39
99195,1,23,1245.23,499.36,1,0,0,0,1,0,49,39
99195,1,32,1452.768,499.36,0,1,0,0,1,0,49,39
99195,0,28,1245.23,499.36,1,0,0,0,1,0,49,39
99195,1,59,1452.768,499.36,0,1,0,0,1,0,49,39
99195,1,39,1245.23,499.36,0,1,0,0,1,1,49,39
99195,1,22,1452.768,499.36,0,0,0,0,1,0,49,39
99195,1,30,1245.23,499.36,0,0,0,0,1,0,49,39
99195,1,34,1245.23,499.36,0,1,0,0,1,0,49,39
99195,1,59,1245.23,499.36,0,1,0,0,1,1,49,39
99197,0,28,853.7155,207.67,1,0,0,0,1,0,50,46
99197,1,34,1013.208,207.67,1,0,0,0,1,0,50,46
99197,1,39,853.7155,207.67,0,1,0,0,1,1,50,46
99197,0,67,1013.208,207.67,0,1,0,0,1,0,50,46
99197,1,88,853.7155,207.67,0,1,0,0,1,1,50,46
99197,1,34,1013.208,207.67,1,0,0,0,1,0,50,46
99197,1,59,853.7155,207.67,1,0,0,0,1,0,50,46
99197,1,67,853.7155,207.67,1,0,0,0,1,1,50,46
99197,0,30,853.7155,207.67,1,0,0,0,1,0,50,46
99197,1,69,1013.208,207.67,0,1,0,0,1,1,50,46
99197,0,23,1013.208,207.67,1,0,0,0,1,0,50,46
99197,1,29,853.7155,207.67,0,1,0,0,1,0,50,46
99197,1,23,853.7155,207.67,1,0,0,0,1,1,50,46
99197,1,34,853.7155,207.67,0,1,0,0,1,1,50,46
99197,0,28,1013.208,207.67,0,1,0,0,1,0,50,46
99197,1,69,853.7155,207.67,1,0,0,0,1,1,50,46
99197,0,54,853.7155,207.67,1,0,0,0,1,0,50,46
99197,1,29,853.7155,207.67,1,0,0,0,1,0,50,46
99197,1,34,853.7155,207.67,0,0,0,0,1,1,50,46
99197,1,21,853.7155,207.67,0,1,0,0,1,0,50,46
99197,0,24,853.7155,207.67,0,1,0,0,1,0,50,46
99199,1,28,3858.783,3352.32,1,0,0,0,1,0,51,46
99199,0,34,3858.783,3352.32,0,1,0,0,1,0,51,46
99199,0,67,3858.783,3352.32,0,1,0,0,1,0,51,46
99200,0,26,3354.005,2913.79,1,0,0,0,1,0,52,45
99203,0,30,1082.088,252.87,0,1,0,0,1,1,53,47
99203,1,83,1082.088,252.87,0,1,0,0,1,1,53,47
99203,1,23,1082.088,252.87,1,0,0,0,1,0,53,47
99203,1,34,1082.088,252.87,1,0,0,0,1,0,53,47
99203,1,56,1082.088,252.87,0,1,0,0,1,0,53,47
99203,0,21,1082.088,252.87,0,1,0,0,1,1,53,47
99203,0,87,1082.088,252.87,0,1,0,0,1,0,53,47
99203,0,34,1082.088,252.87,1,0,0,0,1,0,53,47
99203,0,23,1082.088,252.87,1,0,0,0,1,0,53,47
99203,0,37,1082.088,252.87,0,1,0,0,1,0,53,47
99203,0,28,1082.088,252.87,0,1,0,0,1,0,53,47
99203,0,28,1082.088,252.87,1,0,0,0,1,0,53,47
99203,0,56,911.7527,252.87,0,1,0,0,0,1,53,47
99203,1,28,911.7527,252.87,1,0,0,0,1,1,53,47
99203,1,28,1082.088,252.87,1,0,0,0,1,0,53,47
99203,1,59,911.7527,252.87,0,1,0,0,1,0,53,47
99203,0,23,911.7527,252.87,1,0,0,0,1,0,53,47
99203,0,34,911.7527,252.87,1,0,0,0,1,0,53,47
99203,1,53,1082.088,252.87,1,0,0,0,1,0,53,47
99203,1,33,911.7527,252.87,0,1,0,0,1,1,53,47
99203,0,32,911.7527,252.87,1,0,0,0,1,0,53,47
99204,0,19,557.7357,465.51,0,1,0,0,1,0,54,45
99204,1,51,557.7357,465.51,1,0,0,0,1,1,54,45
99204,1,30,492.1651,465.51,1,0,0,0,1,0,54,45
99204,0,87,557.7357,465.51,0,1,0,0,1,1,54,45
99204,0,33,557.7357,465.51,1,0,0,0,1,0,54,45
99204,0,37,557.7357,465.51,0,1,0,0,1,0,54,45
99204,1,88,557.7357,465.51,0,1,0,0,1,1,54,45
99204,1,25,492.1651,465.51,1,0,0,0,1,1,54,45
99204,1,38,557.7357,465.51,1,0,0,0,1,0,54,45
99204,0,69,557.7357,465.51,0,1,0,1,0,0,54,45
99204,1,70,557.7357,465.51,1,0,0,0,1,0,54,45
99204,0,39,557.7357,465.51,0,1,0,0,1,0,54,45
99204,1,69,557.7357,465.51,0,1,0,0,1,1,54,45
99204,1,29,492.1651,465.51,1,0,0,0,1,0,54,45
99204,1,56,557.7357,465.51,0,1,0,0,1,1,54,45
99204,0,87,492.1651,465.51,0,1,0,0,1,1,54,45
99204,1,50,492.1651,465.51,0,1,0,0,1,1,54,45
99204,1,69,557.7357,465.51,0,1,0,0,1,0,54,45
99204,0,69,557.7357,465.51,0,1,0,0,1,0,54,45
99204,0,56,557.7357,465.51,0,1,0,0,1,0,54,45
99204,0,51,557.7357,465.51,0,1,0,0,1,0,54,45
99204,1,51,492.1651,465.51,0,1,0,0,1,0,54,45
99205,1,33,838.0799,838.08,0,1,0,0,1,0,55,45
99205,1,43,994.6511,838.08,0,1,0,0,1,0,55,45
99205,1,37,994.6511,838.08,0,0,0,0,1,0,55,45
99205,1,23,994.6511,838.08,0,0,0,0,1,1,55,45
99205,0,30,994.6511,838.08,1,0,0,0,1,0,55,45
99205,1,28,994.6511,838.08,0,1,0,0,1,0,55,45
99205,0,43,994.6511,838.08,0,1,0,0,1,0,55,45
99205,1,27,838.0799,838.08,1,0,0,0,1,0,55,45
99205,1,28,838.0799,838.08,0,1,0,0,1,0,55,45
99205,0,30,994.6511,838.08,0,1,0,0,1,1,55,45
99205,0,24,838.0799,838.08,0,1,0,0,1,0,55,45
99205,1,34,838.0799,838.08,0,1,0,0,1,0,55,45
99205,0,28,994.6511,838.08,0,1,0,0,1,0,55,45
99205,0,28,994.6511,838.08,0,1,0,0,1,0,55,45
99205,0,21,838.0799,838.08,0,1,0,0,0,0,55,45
99205,1,28,838.0799,838.08,0,1,0,0,1,1,55,45
99205,0,28,838.0799,838.08,1,0,0,0,1,1,55,45
99205,1,31,994.6511,838.08,1,0,0,0,1,0,55,45
99205,1,28,838.0799,838.08,1,0,0,0,1,1,55,45
99206,1,23,703.0638,88.74,1,0,0,0,1,1,56,45
99206,0,30,703.0638,88.74,1,0,0,0,1,0,56,45
99206,1,69,834.4111,88.74,0,1,0,0,1,0,56,45
99206,0,43,834.4111,88.74,0,1,0,0,1,0,56,45
99206,0,77,834.4111,88.74,1,0,0,0,1,0,56,45
99206,0,56,834.4111,88.74,0,1,0,0,1,0,56,45
99206,0,50,834.4111,88.74,0,1,0,0,1,0,56,45
99206,1,33,703.0638,88.74,0,1,0,0,1,0,56,45
99206,1,66,703.0638,88.74,0,1,0,0,1,0,56,45
99206,0,23,703.0638,88.74,1,0,0,0,1,0,56,45
99206,1,88,703.0638,88.74,0,1,0,1,1,1,56,45
99206,0,56,703.0638,88.74,0,1,0,0,1,1,56,45
99206,1,40,834.4111,88.74,1,0,0,0,1,1,56,45
99206,1,29,834.4111,88.74,0,0,0,0,1,0,56,45
99206,1,49,703.0638,88.74,0,1,0,0,1,0,56,45
99206,0,28,834.4111,88.74,0,1,0,0,1,1,56,45
99206,0,49,703.0638,88.74,0,1,0,0,1,0,56,45
99206,1,32,703.0638,88.74,0,1,0,0,1,1,56,45
99207,1,28,981.2644,362.13,0,1,0,0,1,0,57,47
99207,1,26,981.2644,362.13,1,0,0,0,1,0,57,47
99207,0,21,981.2644,362.13,1,0,0,0,1,0,57,47
99207,1,59,981.2644,362.13,0,1,0,0,1,0,57,47
99207,1,46,981.2644,362.13,1,0,0,0,1,1,57,47
99207,0,30,981.2644,362.13,1,0,0,0,1,0,57,47
99207,1,26,981.2644,362.13,0,1,0,0,1,0,57,47
99207,1,36,981.2644,362.13,1,0,0,0,1,1,57,47
99207,1,23,981.2644,362.13,1,0,0,0,1,0,57,47
99207,0,30,981.2644,362.13,1,0,0,0,1,1,57,47
99207,1,30,981.2644,362.13,0,1,0,0,1,1,57,47
99207,1,33,981.2644,362.13,0,1,0,0,1,0,57,47
99207,1,29,981.2644,362.13,0,1,0,0,1,0,57,47
99207,1,34,981.2644,362.13,1,0,0,0,1,1,57,47
99207,1,19,981.2644,362.13,0,0,0,0,1,0,57,47
99208,0,29,1267.722,182.34,0,1,0,0,1,0,58,47
99208,1,51,1267.722,182.34,0,1,0,0,1,1,58,47
99208,0,31,1068.166,182.34,0,1,0,0,1,0,58,47
99208,0,32,1267.722,182.34,0,1,0,0,1,0,58,47
99208,1,49,1267.722,182.34,0,1,0,0,1,0,58,47
99208,0,83,1267.722,182.34,0,1,0,0,1,0,58,47
99208,1,34,1068.166,182.34,0,1,0,0,1,1,58,47
99208,1,53,1068.166,182.34,0,1,0,0,1,0,58,47
99208,1,40,1267.722,182.34,0,1,0,0,1,0,58,47
99208,0,51,1267.722,182.34,1,0,0,0,1,0,58,47
99208,1,29,1068.166,182.34,1,0,0,0,1,0,58,47
99208,1,21,1267.722,182.34,0,1,0,0,1,1,58,47
99208,1,34,1068.166,182.34,0,1,0,0,1,0,58,47
99208,0,50,1068.166,182.34,0,1,0,0,1,1,58,47
99208,1,37,1267.722,182.34,0,1,0,0,1,0,58,47
99208,1,56,1068.166,182.34,0,1,0,0,1,0,58,47
99208,0,22,1267.722,182.34,1,0,0,0,1,0,58,47
99208,1,67,1068.166,182.34,0,1,0,0,1,0,58,47
99208,0,34,1068.166,182.34,0,1,0,0,1,1,58,47
99208,0,38,1068.166,182.34,1,0,0,0,1,0,58,47
99208,0,69,1267.722,182.34,1,0,0,0,1,0,58,47
99210,0,43,1079.879,56.66,0,1,0,1,1,0,59,12
99210,1,30,1234.148,56.66,0,0,0,1,1,0,59,12
99210,1,29,1079.879,56.66,0,0,0,1,0,0,59,12
99211,1,45,830.9571,42.26,1,0,0,0,1,0,60,13
99211,1,49,830.9571,42.26,0,1,1,0,1,0,60,13
99211,1,56,830.9571,42.26,1,0,0,0,1,0,60,13
99211,0,38,830.9571,42.26,1,0,0,0,1,0,60,13
99211,0,29,949.6653,42.26,0,1,0,0,1,0,60,13
99211,1,59,830.9571,42.26,1,0,0,0,1,1,60,13
99211,1,77,830.9571,42.26,0,1,0,0,1,0,60,13
99211,0,53,949.6653,42.26,0,1,0,0,1,0,60,13
99211,0,58,949.6653,42.26,1,0,0,0,1,1,60,13
99211,0,71,830.9571,42.26,0,1,0,0,1,0,60,13
99211,1,40,949.6653,42.26,0,1,0,0,1,0,60,13
99211,0,34,830.9571,42.26,1,0,0,0,1,0,60,13
