house,occ,brand,choice,feature,price
15,31,2,0,0,0.081
15,31,3,0,0,0.049
15,31,4,1,0,0.079
15,32,1,0,0,0.103
15,32,2,0,0,0.081
15,32,3,0,0,0.049
15,32,4,1,0,0.079
15,33,1,0,0,0.103
15,33,2,0,0,0.081
15,33,3,0,0,0.049
15,33,4,1,0,0.079
15,34,1,0,0,0.103
15,34,2,0,0,0.081
15,34,3,0,0,0.049
15,34,4,1,0,0.079
15,35,1,0,0,0.103
15,35,2,0,0,0.081
15,35,3,0,0,0.049
15,35,4,1,0,0.079
15,36,1,0,0,0.103
15,36,2,0,0,0.081
15,36,3,0,0,0.049
15,36,4,1,0,0.079
15,37,1,0,0,0.103
15,37,2,0,0,0.081
15,37,3,0,0,0.049
15,37,4,1,0,0.079
15,38,1,0,0,0.103
15,38,2,0,0,0.081
15,38,3,0,0,0.049
15,38,4,1,0,0.079
15,39,1,0,0,0.103
15,39,2,0,0,0.081
15,39,3,0,0,0.049
15,39,4,1,0,0.079
15,40,1,0,0,0.103
15,40,2,0,0,0.081
15,40,3,0,0,0.049
15,40,4,1,0,0.079
15,41,1,0,0,0.103
15,41,2,0,0,0.081
15,41,3,0,0,0.049
15,41,4,1,0,0.079
15,42,1,0,0,0.103
15,42,2,0,0,0.081
15,42,3,0,0,0.049
15,42,4,1,0,0.079
15,43,1,0,0,0.103
15,43,2,0,0,0.081
15,43,3,0,0,0.049
15,43,4,1,0,0.079
15,44,1,0,0,0.103
15,44,2,0,0,0.081
15,44,3,0,0,0.049
15,44,4,1,0,0.079
15,45,1,0,0,0.103
15,45,2,0,0,0.081
15,45,3,0,0,0.049
15,45,4,1,0,0.079
15,46,1,0,0,0.103
15,46,2,0,0,0.081
15,46,3,0,0,0.049
15,46,4,1,0,0.079
15,47,1,0,0,0.103
15,47,2,0,0,0.081
15,47,3,0,0,0.049
15,47,4,1,0,0.079
15,48,1,0,0,0.103
15,48,2,0,0,0.081
15,48,3,0,0,0.049
15,48,4,1,0,0.079
15,49,1,0,0,0.103
15,49,2,0,0,0.081
15,49,3,0,0,0.049
15,49,4,1,0,0.079
15,50,1,0,0,0.103
15,50,2,0,0,0.081
15,50,3,0,0,0.049
15,50,4,1,0,0.079
15,51,1,0,0,0.103
15,51,2,0,0,0.081
15,51,3,0,0,0.049
15,51,4,1,0,0.079
15,52,1,0,0,0.103
15,52,2,0,1,0.061
15,52,3,0,0,0.049
15,52,4,1,0,0.079
15,53,1,0,0,0.103
15,53,2,0,1,0.061
15,53,3,0,0,0.049
15,53,4,1,0,0.079
15,54,1,0,0,0.103
15,54,2,0,0,0.066
15,54,3,0,0,0.049
15,54,4,1,0,0.079
15,55,1,0,0,0.103
15,55,2,0,0,0.068
15,55,3,0,0,0.049
15,55,4,1,0,0.079
15,56,1,0,0,0.103
15,56,2,0,0,0.066
15,56,3,0,0,0.049
15,56,4,1,0,0.079
15,57,1,0,0,0.103
15,57,2,0,0,0.081
15,57,3,0,0,0.049
15,57,4,1,0,0.079
15,58,1,0,0,0.103
15,58,2,0,0,0.081
15,58,3,0,0,0.049
15,58,4,1,0,0.079
15,59,1,0,0,0.103
15,59,2,0,0,0.081
15,59,3,0,0,0.049
15,59,4,1,0,0.079
15,60,1,0,0,0.193
15,60,2,0,0,0.092
15,60,3,0,0,0.05
15,60,4,1,0,0.079
15,61,1,0,0,0.193
15,61,2,0,0,0.092
15,61,3,0,0,0.05
15,61,4,1,0,0.079
15,62,1,0,0,0.108
15,62,2,0,0,0.081
15,62,3,0,0,0.049
15,62,4,1,0,0.079
15,63,1,0,0,0.115
15,63,2,0,0,0.081
15,63,3,0,0,0.049
15,63,4,1,0,0.079
15,64,1,0,0,0.115
15,64,2,0,0,0.081
15,64,3,0,0,0.049
15,64,4,1,0,0.079
15,65,1,0,0,0.115
15,65,2,0,0,0.081
15,65,3,0,0,0.049
15,65,4,1,0,0.079
15,66,1,0,0,0.115
15,66,2,0,0,0.081
15,66,3,0,0,0.049
15,66,4,1,0,0.079
15,67,1,0,0,0.115
15,67,2,0,0,0.081
15,67,3,0,0,0.049
15,67,4,1,0,0.079
15,68,1,0,0,0.115
15,68,2,0,0,0.081
15,68,3,0,0,0.049
15,68,4,1,0,0.079
15,69,1,0,0,0.115
15,69,2,0,0,0.081
15,69,3,0,0,0.049
15,69,4,1,0,0.079
15,70,1,0,0,0.115
15,70,2,0,0,0.081
15,70,3,0,0,0.049
15,70,4,1,0,0.079
15,71,1,0,0,0.115
15,71,2,0,0,0.081
15,71,3,0,0,0.049
15,71,4,1,0,0.079
15,72,1,0,0,0.115
15,72,2,0,0,0.081
15,72,3,0,0,0.049
15,72,4,1,0,0.079
15,73,1,0,0,0.115
15,73,2,1,0,0.081
15,73,3,0,0,0.049
15,73,4,0,0,0.079
15,74,1,0,0,0.115
15,74,2,0,0,0.081
15,74,3,0,1,0.033
15,74,4,1,0,0.079
15,75,1,0,0,0.115
15,75,2,0,0,0.081
15,75,3,0,1,0.033
15,75,4,1,0,0.079
15,76,1,0,0,0.115
15,76,2,0,0,0.081
15,76,3,0,1,0.033
15,76,4,1,0,0.079
15,77,1,1,0,0.115
15,77,2,0,0,0.081
15,77,3,0,0,0.037
15,77,4,0,0,0.079
15,78,1,1,0,0.115
15,78,2,0,0,0.081
15,78,3,0,0,0.037
15,78,4,0,0,0.079
15,79,1,0,0,0.11
15,79,2,0,0,0.081
15,79,3,0,0,0.036
15,79,4,1,0,0.079
15,80,1,0,0,0.115
15,80,2,0,0,0.083
15,80,3,0,0,0.043
15,80,4,1,0,0.079
15,81,1,0,0,0.115
15,81,2,0,0,0.086
15,81,3,0,0,0.054
15,81,4,1,0,0.079
15,82,1,0,0,0.115
15,82,2,0,0,0.086
15,82,3,0,0,0.054
15,82,4,1,0,0.079
15,83,1,0,0,0.115
15,83,2,0,0,0.086
15,83,3,0,0,0.054
15,83,4,1,0,0.079
15,84,1,0,0,0.115
15,84,2,0,0,0.086
15,84,3,0,0,0.054
15,84,4,1,0,0.079
15,85,1,0,0,0.115
15,85,2,0,0,0.086
15,85,3,0,0,0.054
15,85,4,1,0,0.079
15,86,1,0,1,0.091
15,86,2,0,0,0.086
15,86,3,0,0,0.054
15,86,4,1,0,0.079
15,87,1,0,0,0.115
15,87,2,0,0,0.086
15,87,3,0,0,0.054
15,87,4,1,0,0.079
15,88,1,0,0,0.115
15,88,2,0,0,0.086
15,88,3,0,0,0.054
15,88,4,1,0,0.079
15,89,1,0,0,0.115
15,89,2,0,0,0.086
15,89,3,0,0,0.054
15,89,4,1,0,0.079
15,90,1,0,0,0.115
15,90,2,0,0,0.086
15,90,3,0,0,0.054
15,90,4,1,0,0.079
15,91,1,0,1,0.087
15,91,2,0,0,0.086
15,91,3,0,0,0.054
15,91,4,1,0,0.079
15,92,1,0,1,0.087
15,92,2,0,0,0.086
15,92,3,0,0,0.054
15,92,4,1,0,0.079
15,93,1,0,1,0.087
15,93,2,0,0,0.086
15,93,3,0,0,0.054
15,93,4,1,0,0.079
15,94,1,0,0,0.107
15,94,2,0,0,0.09
15,94,3,0,0,0.059
15,94,4,1,0,0.079
15,95,1,0,0,0.107
15,95,2,0,0,0.09
15,95,3,0,0,0.059
15,95,4,1,0,0.079
15,96,1,0,0,0.108
15,96,2,0,0,0.086
15,96,3,0,0,0.054
15,96,4,1,0,0.079
15,97,1,0,0,0.108
15,97,2,0,0,0.086
15,97,3,0,0,0.054
15,97,4,1,0,0.079
15,98,1,0,0,0.108
15,98,2,0,0,0.086
15,98,3,0,0,0.054
15,98,4,1,0,0.079
15,99,1,0,0,0.108
15,99,2,0,0,0.086
15,99,3,0,0,0.054
15,99,4,1,0,0.079
15,100,1,0,0,0.108
15,100,2,0,0,0.086
15,100,3,0,0,0.054
15,100,4,1,0,0.079
15,101,1,0,0,0.108
15,101,2,0,0,0.086
15,101,3,0,0,0.054
15,101,4,1,0,0.079
15,102,1,0,0,0.108
15,102,2,0,0,0.086
15,102,3,0,0,0.054
15,102,4,1,0,0.079
15,103,1,0,0,0.108
15,103,2,0,0,0.086
15,103,3,0,0,0.054
15,103,4,1,0,0.079
15,104,1,0,0,0.108
15,104,2,0,0,0.086
15,104,3,0,0,0.054
15,104,4,1,0,0.079
15,105,1,0,0,0.108
15,105,2,0,0,0.086
15,105,3,0,0,0.054
15,105,4,1,0,0.079
15,106,1,0,0,0.108
15,106,2,0,0,0.086
15,106,3,0,0,0.054
15,106,4,1,0,0.079
15,107,1,0,0,0.108
15,107,2,0,0,0.086
15,107,3,0,0,0.054
15,107,4,1,0,0.079
15,108,1,0,0,0.108
15,108,2,0,0,0.086
15,108,3,0,0,0.054
15,108,4,1,0,0.079
15,109,1,0,0,0.108
15,109,2,0,0,0.086
15,109,3,0,0,0.054
15,109,4,1,0,0.079
15,110,1,0,0,0.108
15,110,2,0,0,0.086
15,110,3,0,0,0.054
15,110,4,1,0,0.079
15,111,1,0,0,0.108
15,111,2,0,0,0.086
15,111,3,0,0,0.054
15,111,4,1,0,0.079
15,112,1,0,0,0.108
15,112,2,0,0,0.086
15,112,3,0,0,0.054
15,112,4,1,0,0.079
15,113,1,0,0,0.108
15,113,2,0,0,0.086
15,113,3,0,0,0.054
15,113,4,1,0,0.079
15,114,1,0,0,0.108
15,114,2,0,0,0.086
15,114,3,0,0,0.054
15,114,4,1,0,0.079
15,115,1,0,0,0.108
15,115,2,0,0,0.086
15,115,3,0,0,0.054
15,115,4,1,0,0.079
15,116,1,0,0,0.108
15,116,2,0,0,0.086
15,116,3,0,0,0.054
15,116,4,1,0,0.079
15,117,1,0,0,0.108
15,117,2,0,0,0.086
15,117,3,0,0,0.054
15,117,4,1,0,0.079
15,118,1,0,1,0.108
15,118,2,0,0,0.086
15,118,3,0,0,0.054
15,118,4,1,0,0.079
15,119,1,0,0,0.122
15,119,2,0,0,0.086
15,119,3,0,0,0.061
15,119,4,1,0,0.086
15,120,1,1,1,0.108
15,120,2,0,0,0.086
15,120,3,0,0,0.025
15,120,4,0,0,0.079
15,121,1,1,0,0.108
15,121,2,0,0,0.086
15,121,3,0,1,0.025
15,121,4,0,0,0.079
15,122,1,1,0,0.108
15,122,2,0,0,0.086
15,122,3,0,1,0.054
15,122,4,0,0,0.079
15,123,1,1,0,0.108
15,123,2,0,0,0.086
15,123,3,0,1,0.054
15,123,4,0,0,0.079
15,124,1,1,0,0.108
15,124,2,0,0,0.086
15,124,3,0,0,0.043
15,124,4,0,0,0.079
15,125,1,1,0,0.108
15,125,2,0,0,0.086
15,125,3,0,0,0.054
15,125,4,0,0,0.079
15,126,1,1,0,0.108
15,126,2,0,0,0.086
15,126,3,0,0,0.043
15,126,4,0,0,0.079
15,127,1,1,0,0.108
15,127,2,0,0,0.086
15,127,3,0,0,0.054
15,127,4,0,0,0.079
15,128,1,1,0,0.108
15,128,2,0,0,0.086
15,128,3,0,0,0.025
15,128,4,0,0,0.079
15,129,1,1,0,0.108
15,129,2,0,0,0.086
15,129,3,0,0,0.025
15,129,4,0,0,0.079
15,130,1,1,0,0.122
15,130,2,0,0,0.086
15,130,3,0,0,0.061
15,130,4,0,0,0.086
15,131,1,1,1,0.025
15,131,2,0,0,0.086
15,131,3,0,0,0.054
15,131,4,0,0,0.079
15,132,1,1,1,0.108
15,132,2,0,0,0.086
15,132,3,0,0,0.054
15,132,4,0,0,0.079
15,133,1,1,1,0.108
15,133,2,0,0,0.086
15,133,3,0,0,0.054
15,133,4,0,0,0.079
15,134,1,0,0,0.108
15,134,2,0,0,0.086
15,134,3,0,0,0.054
15,134,4,1,0,0.079
15,135,1,0,0,0.108
15,135,2,0,0,0.086
15,135,3,0,0,0.054
15,135,4,1,0,0.079
15,136,1,1,0,0.108
15,136,2,0,0,0.086
15,136,3,0,0,0.054
15,136,4,0,0,0.079
15,137,1,1,0,0.108
15,137,2,0,0,0.086
15,137,3,0,0,0.054
15,137,4,0,0,0.079
15,138,1,0,0,0.122
15,138,2,0,0,0.086
15,138,3,0,0,0.054
15,138,4,1,0,0.079
15,139,1,1,0,0.122
15,139,2,0,0,0.086
15,139,3,0,0,0.054
15,139,4,0,0,0.079
15,140,1,1,0,0.122
15,140,2,0,0,0.086
15,140,3,0,0,0.054
15,140,4,0,0,0.079
15,141,1,0,0,0.122
15,141,2,0,0,0.086
15,141,3,0,0,0.054
15,141,4,1,0,0.079
15,142,1,1,1,0.122
15,142,2,0,0,0.086
15,142,3,0,0,0.054
15,142,4,0,0,0.086
15,143,1,1,0,0.122
15,143,2,0,0,0.086
15,143,3,0,0,0.054
15,143,4,0,0,0.079
15,144,1,1,0,0.122
15,144,2,0,0,0.086
15,144,3,0,0,0.054
15,144,4,0,0,0.079
15,145,1,0,0,0.122
15,145,2,0,1,0.063
15,145,3,0,0,0.054
15,145,4,1,0,0.086
15,146,1,0,0,0.122
15,146,2,0,1,0.063
15,146,3,0,0,0.054
15,146,4,1,0,0.086
15,147,1,1,0,0.122
15,147,2,0,0,0.066
15,147,3,0,0,0.054
15,147,4,0,0,0.086
15,148,1,0,0,0.122
15,148,2,0,0,0.066
15,148,3,0,0,0.054
15,148,4,1,0,0.086
15,149,1,0,0,0.122
15,149,2,0,0,0.086
15,149,3,0,0,0.061
15,149,4,1,0,0.091
15,150,1,1,0,0.122
15,150,2,0,0,0.086
15,150,3,0,0,0.056
15,150,4,0,1,0.063
15,151,1,0,0,0.118
15,151,2,0,0,0.086
15,151,3,0,0,0.056
15,151,4,1,1,0.086
15,152,1,1,0,0.122
15,152,2,0,0,0.086
15,152,3,0,0,0.056
15,152,4,0,1,0.063
15,153,1,0,0,0.115
15,153,2,0,0,0.086
15,153,3,0,0,0.061
15,153,4,1,1,0.063
15,154,1,0,0,0.115
15,154,2,0,0,0.086
15,154,3,0,0,0.061
15,154,4,1,1,0.063
15,155,1,0,0,0.083
15,155,2,0,0,0.086
15,155,3,0,0,0.061
15,155,4,1,0,0.079
15,156,1,0,0,0.083
15,156,2,0,0,0.086
15,156,3,0,0,0.061
15,156,4,1,0,0.079
15,157,1,0,0,0.115
15,157,2,0,0,0.086
15,157,3,0,0,0.061
15,157,4,1,0,0.079
15,158,1,1,0,0.115
15,158,2,0,0,0.086
15,158,3,0,0,0.061
15,158,4,0,0,0.079
15,159,1,0,0,0.115
15,159,2,0,0,0.086
15,159,3,0,0,0.061
15,159,4,1,0,0.079
15,160,1,0,0,0.115
15,160,2,0,1,0.063
15,160,3,0,0,0.061
15,160,4,1,0,0.079
15,161,1,1,0,0.115
15,161,2,0,1,0.063
15,161,3,0,0,0.061
15,161,4,0,0,0.079
15,162,1,0,0,0.115
15,162,2,0,1,0.063
15,162,3,0,0,0.061
15,162,4,1,0,0.079
15,163,1,1,0,0.115
15,163,2,0,0,0.063
15,163,3,0,1,0.061
15,163,4,0,0,0.044
15,164,1,1,0,0.115
15,164,2,0,0,0.063
15,164,3,0,1,0.061
15,164,4,0,0,0.044
15,165,1,1,0,0.115
15,165,2,0,0,0.086
15,165,3,0,1,0.061
15,165,4,0,0,0.079
15,166,1,1,0,0.115
15,166,2,0,0,0.086
15,166,3,0,0,0.055
15,166,4,0,0,0.079
15,167,1,1,0,0.115
15,167,2,0,0,0.086
15,167,3,0,0,0.055
15,167,4,0,0,0.079
15,168,1,0,0,0.115
15,168,2,0,0,0.086
15,168,3,0,0,0.055
15,168,4,1,0,0.079
15,169,1,0,0,0.115
15,169,2,0,0,0.086
15,169,3,0,0,0.055
15,169,4,1,0,0.079
15,170,1,0,0,0.115
15,170,2,0,0,0.086
15,170,3,0,0,0.046
15,170,4,1,0,0.079
15,171,1,0,1,0.115
15,171,2,0,0,0.086
15,171,3,0,0,0.061
15,171,4,1,0,0.079
15,172,1,0,1,0.115
15,172,2,0,0,0.086
15,172,3,0,0,0.061
15,172,4,1,0,0.079
15,173,1,0,1,0.115
15,173,2,0,0,0.086
15,173,3,0,0,0.061
15,173,4,1,0,0.041
15,174,1,0,1,0.115
15,174,2,0,0,0.086
15,174,3,0,0,0.061
15,174,4,1,0,0.079
15,175,1,1,1,0.083
15,175,2,0,0,0.086
15,175,3,0,0,0.061
15,175,4,0,0,0.079
15,176,1,1,1,0.083
15,176,2,0,0,0.086
15,176,3,0,0,0.061
15,176,4,0,0,0.079
15,177,1,1,1,0.083
15,177,2,0,0,0.086
15,177,3,0,0,0.061
15,177,4,0,0,0.071
15,178,1,0,0,0.115
15,178,2,0,0,0.063
15,178,3,0,0,0.061
15,178,4,1,0,0.079
15,179,1,0,0,0.115
15,179,2,0,0,0.063
15,179,3,0,0,0.061
15,179,4,1,0,0.079
15,180,1,0,0,0.057
15,180,2,0,0,0.063
15,180,3,0,0,0.061
15,180,4,1,0,0.063
15,181,1,0,0,0.115
15,181,2,0,0,0.063
15,181,3,0,0,0.061
15,181,4,1,0,0.063
15,182,1,0,0,0.057
15,182,2,0,0,0.063
15,182,3,0,0,0.061
15,182,4,1,0,0.063
15,183,1,0,0,0.057
15,183,2,0,0,0.063
15,183,3,0,0,0.061
15,183,4,1,0,0.063
15,184,1,0,0,0.088
15,184,2,0,0,0.086
15,184,3,0,0,0.061
15,184,4,1,0,0.063
15,185,1,0,0,0.083
15,185,2,0,0,0.063
15,185,3,0,0,0.061
15,185,4,1,0,0.063
16,1,1,0,0,0.103
16,1,2,1,0,0.081
16,1,3,0,0,0.049
16,1,4,0,0,0.079
16,2,1,0,0,0.115
16,2,2,0,0,0.081
16,2,3,0,0,0.038
16,2,4,1,0,0.079
16,3,1,0,0,0.122
16,3,2,0,0,0.086
16,3,3,0,0,0.061
16,3,4,1,0,0.086
16,4,1,0,0,0.108
16,4,2,0,0,0.086
16,4,3,0,0,0.061
16,4,4,1,0,0.086
16,5,1,0,0,0.108
16,5,2,0,0,0.086
16,5,3,0,0,0.061
16,5,4,1,0,0.086
16,6,1,0,0,0.108
16,6,2,0,0,0.086
16,6,3,0,0,0.054
16,6,4,1,0,0.079
16,7,1,0,0,0.108
16,7,2,0,0,0.086
16,7,3,0,0,0.054
16,7,4,1,0,0.079
16,8,1,0,0,0.108
16,8,2,0,0,0.086
16,8,3,0,0,0.054
16,8,4,1,0,0.079
16,9,1,0,0,0.115
16,9,2,0,0,0.064
16,9,3,0,0,0.061
16,9,4,1,0,0.079
17,1,1,1,0,0.108
17,1,2,0,0,0.098
17,1,3,0,0,0.061
17,1,4,0,0,0.086
17,2,1,0,0,0.108
17,2,2,1,0,0.098
17,2,3,0,0,0.061
17,2,4,0,0,0.086
17,3,1,0,1,0.091
17,3,2,1,0,0.081
17,3,3,0,0,0.061
17,3,4,0,0,0.086
17,4,1,0,1,0.091
17,4,2,1,0,0.086
17,4,3,0,0,0.061
17,4,4,0,0,0.086
17,5,1,0,1,0.091
17,5,2,1,0,0.081
17,5,3,0,0,0.061
17,5,4,0,0,0.086
17,6,1,1,0,0.122
17,6,2,0,0,0.086
17,6,3,0,0,0.061
17,6,4,0,1,0.068
17,7,1,0,0,0.122
17,7,2,1,0,0.086
17,7,3,0,0,0.061
17,7,4,0,0,0.086
17,8,1,0,0,0.122
17,8,2,1,0,0.086
17,8,3,0,0,0.061
17,8,4,0,0,0.086
17,9,1,0,0,0.122
17,9,2,1,0,0.086
17,9,3,0,0,0.061
17,9,4,0,0,0.086
17,10,1,1,0,0.122
17,10,2,0,0,0.086
17,10,3,0,0,0.061
17,10,4,0,0,0.086
17,11,1,1,0,0.122
17,11,2,0,0,0.086
17,11,3,0,0,0.061
17,11,4,0,0,0.086
17,12,1,1,1,0.122
17,12,2,0,0,0.086
17,12,3,0,0,0.061
17,12,4,0,0,0.086
17,13,1,1,1,0.122
17,13,2,0,0,0.086
17,13,3,0,0,0.061
17,13,4,0,0,0.086
17,14,1,0,1,0.122
17,14,2,1,0,0.086
17,14,3,0,0,0.061
17,14,4,0,0,0.086
17,15,1,0,0,0.122
17,15,2,1,0,0.086
17,15,3,0,0,0.061
17,15,4,0,0,0.086
17,16,1,1,0,0.122
17,16,2,0,0,0.086
17,16,3,0,0,0.061
17,16,4,0,0,0.086
17,17,1,1,0,0.122
17,17,2,0,0,0.086
17,17,3,0,0,0.061
17,17,4,0,0,0.086
17,18,1,1,0,0.122
17,18,2,0,0,0.086
17,18,3,0,0,0.061
17,18,4,0,0,0.086
17,19,1,1,0,0.122
17,19,2,0,0,0.086
17,19,3,0,0,0.061
17,19,4,0,0,0.086
17,20,1,1,0,0.122
17,20,2,0,0,0.086
17,20,3,0,0,0.061
17,20,4,0,0,0.086
17,21,1,1,0,0.122
17,21,2,0,0,0.086
17,21,3,0,0,0.061
17,21,4,0,0,0.086
17,22,1,1,0,0.122
17,22,2,0,0,0.086
17,22,3,0,0,0.061
17,22,4,0,0,0.086
17,23,1,0,0,0.122
17,23,2,1,0,0.086
17,23,3,0,0,0.061
17,23,4,0,0,0.086
17,24,1,1,0,0.122
17,24,2,0,0,0.086
17,24,3,0,0,0.061
17,24,4,0,0,0.086
17,25,1,1,0,0.122
17,25,2,0,0,0.086
17,25,3,0,0,0.061
17,25,4,0,0,0.086
17,26,1,0,0,0.122
17,26,2,1,0,0.086
17,26,3,0,0,0.061
17,26,4,0,0,0.086
17,27,1,0,0,0.122
17,27,2,1,0,0.086
17,27,3,0,0,0.061
17,27,4,0,0,0.086
17,28,1,1,0,0.122
17,28,2,0,0,0.086
17,28,3,0,0,0.061
17,28,4,0,0,0.086
17,29,1,1,0,0.122
17,29,2,0,0,0.086
17,29,3,0,0,0.061
17,29,4,0,0,0.086
17,30,1,0,0,0.122
17,30,2,1,0,0.086
17,30,3,0,0,0.061
17,30,4,0,0,0.086
17,31,1,1,0,0.122
17,31,2,0,0,0.086
17,31,3,0,0,0.061
17,31,4,0,0,0.086
17,32,1,0,0,0.122
17,32,2,1,0,0.086
17,32,3,0,0,0.061
17,32,4,0,0,0.086
17,33,1,1,0,0.122
17,33,2,0,0,0.086
17,33,3,0,0,0.061
17,33,4,0,0,0.086
17,34,1,0,0,0.122
17,34,2,1,0,0.086
17,34,3,0,0,0.061
17,34,4,0,0,0.086
17,35,1,1,0,0.122
17,35,2,0,0,0.086
17,35,3,0,0,0.061
17,35,4,0,0,0.086
17,36,1,1,0,0.122
17,36,2,0,0,0.086
17,36,3,0,0,0.061
17,36,4,0,0,0.086
17,37,1,1,0,0.122
17,37,2,0,0,0.086
17,37,3,0,0,0.061
17,37,4,0,0,0.086
17,38,1,1,0,0.122
17,38,2,0,0,0.086
17,38,3,0,0,0.061
17,38,4,0,0,0.086
17,39,1,0,0,0.122
17,39,2,1,0,0.086
17,39,3,0,0,0.061
17,39,4,0,0,0.086
17,40,1,1,0,0.122
17,40,2,0,0,0.086
17,40,3,0,0,0.061
17,40,4,0,0,0.086
17,41,1,1,0,0.122
17,41,2,0,0,0.086
17,41,3,0,0,0.061
17,41,4,0,0,0.086
18,1,1,0,0,0.108
18,1,2,0,0,0.081
18,1,3,0,0,0.061
18,1,4,1,0,0.079
18,2,1,0,0,0.108
18,2,2,0,0,0.081
18,2,3,0,0,0.061
18,2,4,1,1,0.074
18,3,1,0,0,0.108
18,3,2,0,1,0.086
18,3,3,0,0,0.05
18,3,4,1,0,0.086
18,4,1,1,0,0.115
18,4,2,0,0,0.081
18,4,3,0,0,0.061
18,4,4,0,0,0.086
18,5,1,1,0,0.115
18,5,2,0,0,0.081
18,5,3,0,0,0.061
18,5,4,0,0,0.081
19,1,1,0,0,0.125
19,1,2,1,0,0.081
19,1,3,0,0,0.049
19,1,4,0,0,0.079
19,2,1,0,0,0.125
19,2,2,1,0,0.081
19,2,3,0,0,0.049
19,2,4,0,0,0.079
19,3,1,0,0,0.125
19,3,2,1,0,0.081
19,3,3,0,0,0.049
19,3,4,0,0,0.079
19,4,1,0,0,0.098
19,4,2,1,0,0.098
19,4,3,0,0,0.049
19,4,4,0,0,0.079
19,5,1,0,0,0.098
19,5,2,1,0,0.098
19,5,3,0,0,0.049
19,5,4,0,0,0.079
19,6,1,0,0,0.098
19,6,2,1,0,0.098
19,6,3,0,0,0.049
19,6,4,0,0,0.079
19,7,1,0,0,0.098
19,7,2,1,0,0.098
19,7,3,0,0,0.049
19,7,4,0,0,0.079
19,8,1,0,0,0.125
19,8,2,1,0,0.081
19,8,3,0,0,0.049
19,8,4,0,0,0.079
19,9,1,0,0,0.125
19,9,2,0,0,0.081
19,9,3,1,0,0.049
19,9,4,0,0,0.079
19,10,1,0,0,0.125
19,10,2,1,0,0.081
19,10,3,0,0,0.049
19,10,4,0,0,0.079
19,11,1,0,0,0.125
19,11,2,1,0,0.081
19,11,3,0,0,0.049
19,11,4,0,0,0.079
19,12,1,1,0,0.098
19,12,2,0,0,0.098
19,12,3,0,0,0.049
19,12,4,0,0,0.079
19,13,1,0,0,0.11
19,13,2,1,0,0.081
19,13,3,0,0,0.049
19,13,4,0,0,0.079
19,14,1,0,0,0.11
19,14,2,1,0,0.081
19,14,3,0,0,0.049
19,14,4,0,0,0.079
19,15,1,0,0,0.125
19,15,2,1,0,0.081
19,15,3,0,0,0.049
19,15,4,0,0,0.079
19,16,1,0,0,0.125
19,16,2,1,0,0.081
19,16,3,0,0,0.049
19,16,4,0,0,0.079
19,17,1,0,0,0.103
19,17,2,1,0,0.081
19,17,3,0,0,0.049
19,17,4,0,0,0.079
19,18,1,0,0,0.103
19,18,2,1,0,0.081
19,18,3,0,0,0.049
19,18,4,0,0,0.079
19,19,1,0,0,0.103
19,19,2,1,0,0.081
19,19,3,0,0,0.049
19,19,4,0,0,0.079
19,20,1,0,0,0.098
19,20,2,0,0,0.081
19,20,3,1,0,0.049
19,20,4,0,0,0.079
19,21,1,1,0,0.103
19,21,2,0,0,0.098
19,21,3,0,0,0.049
19,21,4,0,0,0.079
19,22,1,0,0,0.103
19,22,2,0,0,0.064
19,22,3,1,0,0.049
19,22,4,0,0,0.079
19,23,1,0,0,0.103
19,23,2,0,0,0.064
19,23,3,1,0,0.049
19,23,4,0,0,0.079
19,24,1,0,0,0.108
19,24,2,1,0,0.081
19,24,3,0,0,0.049
19,24,4,0,0,0.079
19,25,1,0,0,0.108
19,25,2,1,0,0.098
19,25,3,0,0,0.049
19,25,4,0,0,0.079
19,26,1,0,0,0.108
19,26,2,1,0,0.081
19,26,3,0,0,0.049
19,26,4,0,0,0.079
19,27,1,0,0,0.115
19,27,2,0,0,0.081
19,27,3,0,0,0.049
19,27,4,1,0,0.079
19,28,1,0,0,0.115
19,28,2,0,0,0.081
19,28,3,0,0,0.049
19,28,4,1,0,0.079
19,29,1,1,0,0.115
19,29,2,0,0,0.081
19,29,3,0,0,0.049
19,29,4,0,0,0.079
19,30,1,0,0,0.115
19,30,2,0,0,0.081
19,30,3,0,0,0.049
19,30,4,1,0,0.079
19,31,1,0,0,0.115
19,31,2,1,0,0.081
19,31,3,0,1,0.031
19,31,4,0,0,0.079
19,32,1,0,0,0.115
19,32,2,1,0,0.081
19,32,3,0,0,0.032
19,32,4,0,0,0.079
19,33,1,0,0,0.115
19,33,2,1,0,0.086
19,33,3,0,0,0.054
19,33,4,0,0,0.079
19,34,1,0,0,0.115
19,34,2,1,0,0.086
19,34,3,0,0,0.054
19,34,4,0,0,0.079
19,35,1,0,1,0.115
19,35,2,0,0,0.086
19,35,3,1,0,0.054
19,35,4,0,0,0.079
19,36,1,0,0,0.115
19,36,2,1,0,0.086
19,36,3,0,0,0.054
19,36,4,0,0,0.079
19,37,1,0,0,0.115
19,37,2,1,0,0.086
19,37,3,0,0,0.054
19,37,4,0,0,0.079
19,38,1,0,0,0.108
19,38,2,1,0,0.086
19,38,3,0,0,0.054
19,38,4,0,0,0.079
19,39,1,0,0,0.108
19,39,2,1,0,0.086
19,39,3,0,0,0.054
19,39,4,0,0,0.079
19,40,1,0,0,0.108
19,40,2,1,0,0.086
19,40,3,0,0,0.054
