regcode,lon,lat,regid
w6332,116354.0,652848.0,23
w6332,116354.0,652848.0,23
w6332,121303.0,671065.0,23
w6332,129544.0,674912.0,23
w6332,129603.0,667162.0,23
w6332,137789.0,678210.0,23
w6332,143949.0,662000.0,23
w6332,,,23
w6332,208875.0,664864.0,23
w6332,211441.0,652606.0,23
w6332,206093.0,657802.0,23
w6332,206093.0,657802.0,23
w6332,199329.97,672175.4,23
w6332,199329.97,672175.4,23
w6332,208875.0,664864.0,23
w6332,,,23
w6346,290717.0,655664.0,24
w6346,307735.0,654087.0,24
w6346,307735.0,654087.0,24
w6346,312337.0,647319.0,24
w6346,303702.0,636362.0,24
w6346,304662.0,614183.0,24
w6346,304662.0,614183.0,24
w6346,297303.0,601442.0,24
w6346,297303.0,601442.0,24
w6346,274527.0,620693.0,24
w6346,274527.0,620693.0,24
w6346,271556.0,635107.0,24
w6346,271556.0,635107.0,24
w6346,274863.0,641767.0,24
w6346,274863.0,641767.0,24
w6346,279848.0,651094.0,24
w6346,279848.0,651094.0,24
w6346,290717.0,655664.0,24
w6346,,,24
w5913,340000.0,702000.0,25
w5913,328374.0,691779.0,25
w5913,328374.0,691779.0,25
w5913,321101.0,685805.0,25
w5913,321101.0,685805.0,25
w5913,318538.0,697940.0,25
w5913,318538.0,697940.0,25
w5913,320767.0,705304.0,25
w5913,320767.0,705304.0,25
w5913,340000.0,702000.0,25
w5913,,,25
w5912,315000.0,697724.0,26
w5912,318538.0,697940.0,26
w5912,318538.0,697940.0,26
w5912,321101.0,685805.0,26
w5912,321101.0,685805.0,26
w5912,313879.0,682331.0,26
w5912,313879.0,682331.0,26
w5912,312035.0,681319.0,26
w5912,312035.0,681319.0,26
w5912,291874.0,688728.0,26
w5912,291874.0,688728.0,26
w5912,298488.0,691918.0,26
w5912,298488.0,691918.0,26
w5912,315000.0,697724.0,26
w5912,,,26
w5809,265992.0,603280.0,27
w5809,274527.0,620693.0,27
w5809,274527.0,620693.0,27
w5809,297303.0,601442.0,27
w5809,297303.0,601442.0,27
w5809,310780.0,565433.0,27
w5809,310780.0,565433.0,27
w5809,307740.12,566588.75,27
w5809,307740.12,566588.75,27
w5809,300381.0,565809.0,27
w5809,297331.0,575629.0,27
w5809,297331.0,575629.0,27
w5809,299881.0,557961.0,27
w5809,291518.0,556098.0,27
w5809,291518.0,556098.0,27
w5809,292940.0,573621.0,27
w5809,275479.0,582205.0,27
w5809,265992.0,603280.0,27
w5809,,,27
w6228,332787.0,673159.0,28
w6228,349407.0,685877.0,28
w6228,361919.0,682455.0,28
w6228,361919.0,682455.0,28
w6228,377180.0,672603.0,28
w6228,377180.0,672603.0,28
w6228,375000.0,664270.0,28
w6228,366580.0,669164.0,28
w6228,365360.0,660797.0,28
w6228,356344.0,660564.0,28
w6228,356344.0,660564.0,28
w6228,347058.0,658756.0,28
w6228,347058.0,658756.0,28
w6228,332787.0,673159.0,28
w6228,,,28
w6453,316441.0,776777.0,29
w6453,317381.0,760256.0,29
w6453,333311.0,747362.0,29
w6453,328474.0,739071.0,29
w6453,328474.0,739071.0,29
w6453,323292.0,734034.0,29
w6453,330237.0,726656.0,29
w6453,330237.0,726656.0,29
w6453,320018.88,718961.3,29
w6453,320018.88,718961.3,29
w6453,321167.0,718312.0,29
w6453,321167.0,718312.0,29
w6453,314402.0,709331.0,29
w6453,320767.0,705304.0,29
w6453,320767.0,705304.0,29
w6453,318538.0,697940.0,29
w6453,318538.0,697940.0,29
w6453,315000.0,697724.0,29
w6453,315000.0,697724.0,29
w6453,298488.0,691918.0,29
w6453,298488.0,691918.0,29
w6453,297201.0,701627.0,29
w6453,286574.0,701933.0,29
w6453,286574.0,701933.0,29
w6453,275736.0,700191.0,29
w6453,278571.0,707577.0,29
w6453,261733.0,723227.0,29
w6453,261733.0,723227.0,29
w6453,264748.0,724417.0,29
w6453,264748.0,724417.0,29
w6453,267896.0,736980.0,29
w6453,267896.0,736980.0,29
w6453,277655.0,746000.0,29
w6453,258373.0,734511.0,29
w6453,258373.0,734511.0,29
w6453,254834.0,742016.0,29
w6453,237566.0,734743.0,29
w6453,237566.0,734743.0,29
w6453,238907.0,750238.0,29
w6453,238907.0,750238.0,29
w6453,233493.0,757097.0,29
w6453,237281.0,761037.0,29
w6453,237281.0,761037.0,29
w6453,246162.0,771024.0,29
w6453,246162.0,771024.0,29
w6453,250052.0,767851.0,29
w6453,250052.0,767851.0,29
w6453,255612.0,773528.0,29
w6453,255612.0,773528.0,29
w6453,290421.0,784317.0,29
w6453,290421.0,784317.0,29
w6453,316441.0,776777.0,29
w6453,,,29
w6231,305532.0,679799.0,30
w6231,311189.0,678784.0,30
w6231,311189.0,678784.0,30
w6231,312704.0,659364.0,30
w6231,312704.0,659364.0,30
w6231,307735.0,654087.0,30
w6231,307735.0,654087.0,30
w6231,290717.0,655664.0,30
w6231,290717.0,655664.0,30
w6231,292981.0,666794.0,30
w6231,287710.0,665963.0,30
w6231,287710.0,665963.0,30
w6231,286127.0,668528.0,30
w6231,286127.0,668528.0,30
w6231,305532.0,679799.0,30
w6231,,,30
w6336,258712.0,632155.0,31
w6336,271556.0,635107.0,31
w6336,271556.0,635107.0,31
w6336,274527.0,620693.0,31
w6336,274527.0,620693.0,31
w6336,265992.0,603280.0,31
w6336,265992.0,603280.0,31
w6336,248144.0,592429.0,31
w6336,248144.0,592429.0,31
w6336,246670.0,587314.0,31
w6336,246670.0,587314.0,31
w6336,243272.0,588944.0,31
w6336,243272.0,588944.0,31
w6336,245402.0,604169.0,31
w6336,235206.0,614000.0,31
w6336,242773.0,614618.0,31
w6336,242773.0,614618.0,31
w6336,246828.0,632453.0,31
w6336,246828.0,632453.0,31
w6336,258712.0,632155.0,31
w6336,,,31
w5810,248144.0,592429.0,32
w5810,265992.0,603280.0,32
w5810,265992.0,603280.0,32
w5810,275479.0,582205.0,32
w5810,292940.0,573621.0,32
w5810,291518.0,556098.0,32
w5810,291518.0,556098.0,32
w5810,285281.0,552402.0,32
w5810,283299.0,560000.0,32
w5810,283299.0,560000.0,32
w5810,277648.0,546351.0,32
w5810,277648.0,546351.0,32
w5810,268514.0,543626.0,32
w5810,267806.0,551561.0,32
w5810,267806.0,551561.0,32
w5810,265346.0,543261.0,32
w5810,257718.0,550543.0,32
w5810,257718.0,550543.0,32
w5810,259431.0,557396.0,32
w5810,252737.0,552308.0,32
w5810,252737.0,552308.0,32
w5810,254772.0,576112.0,32
w5810,246670.0,587314.0,32
w5810,246670.0,587314.0,32
w5810,248144.0,592429.0,32
w5810,,,32
w6230,314305.0,659828.0,33
w6230,332787.0,673159.0,33
w6230,332787.0,673159.0,33
w6230,347058.0,658756.0,33
w6230,347058.0,658756.0,33
w6230,331509.0,648146.0,33
w6230,331509.0,648146.0,33
w6230,314305.0,659828.0,33
w6230,,,33
w5707,258373.0,734511.0,34
w5707,267896.0,736980.0,34
w5707,267896.0,736980.0,34
w5707,264748.0,724417.0,34
w5707,264748.0,724417.0,34
w5707,261733.0,723227.0,34
w5707,261733.0,723227.0,34
w5707,278571.0,707577.0,34
w5707,275736.0,700191.0,34
w5707,286574.0,701933.0,34
w5707,286574.0,701933.0,34
w5707,283027.0,694588.0,34
w5707,283027.0,694588.0,34
w5707,287328.75,691738.6,34
w5707,287328.75,691738.6,34
w5707,274209.0,683508.0,34
w5707,274209.0,683508.0,34
w5707,271788.0,683741.0,34
w5707,271788.0,683741.0,34
w5707,269309.0,683020.0,34
w5707,269309.0,683020.0,34
w5707,265911.0,681541.0,34
w5707,265911.0,681541.0,34
w5707,256983.0,683822.0,34
w5707,257360.0,676248.0,34
w5707,257360.0,676248.0,34
w5707,250189.0,678029.0,34
w5707,250189.0,678029.0,34
w5707,248465.0,678894.0,34
w5707,248465.0,678894.0,34
w5707,242779.0,689450.0,34
w5707,242779.0,689450.0,34
w5707,233418.0,712863.0,34
w5707,233418.0,712863.0,34
w5707,235508.0,717799.0,34
w5707,227791.0,718016.0,34
w5707,227791.0,718016.0,34
w5707,226668.0,728626.0,34
w5707,237566.0,734743.0,34
w5707,237566.0,734743.0,34
w5707,254834.0,742016.0,34
w5707,258373.0,734511.0,34
w5707,,,34
w6345,232714.0,633968.0,35
w6345,236768.0,636881.0,35
w6345,236768.0,636881.0,35
w6345,246828.0,632453.0,35
w6345,246828.0,632453.0,35
w6345,242773.0,614618.0,35
w6345,242773.0,614618.0,35
w6345,235206.0,614000.0,35
w6345,245402.0,604169.0,35
w6345,243272.0,588944.0,35
w6345,243272.0,588944.0,35
w6345,230207.0,583221.0,35
w6345,233626.0,568960.0,35
w6345,233626.0,568960.0,35
w6345,226691.0,572169.0,35
w6345,228857.0,564451.0,35
w6345,219709.0,557556.0,35
w6345,215252.0,577920.0,35
w6345,205640.0,571229.0,35
w6345,205640.0,571229.0,35
w6345,207916.14,581753.7,35
w6345,207916.14,581753.7,35
w6345,221839.0,608598.0,35
w6345,221839.0,608598.0,35
w6345,233857.0,622113.0,35
w6345,233857.0,622113.0,35
w6345,232714.0,633968.0,35
w6345,,,35
w6343,236768.0,673889.0,36
w6343,235230.0,664001.0,36
w6343,227878.0,665244.0,36
w6343,227878.0,665244.0,36
w6343,219331.0,668379.0,36
w6343,219331.0,668379.0,36
w6343,220537.0,676093.0,36
w6343,231120.0,675053.0,36
w6343,231120.0,675053.0,36
w6343,236768.0,673889.0,36
w6343,,,36
w6337,227878.0,665244.0,37
w6337,241202.0,652965.0,37
w6337,241202.0,652965.0,37
w6337,236768.0,636881.0,37
w6337,236768.0,636881.0,37
w6337,232714.0,633968.0,37
w6337,232714.0,633968.0,37
w6337,223917.0,641874.0,37
w6337,223917.0,641874.0,37
w6337,220762.0,654079.0,37
w6337,220762.0,654079.0,37
w6337,219331.0,668379.0,37
w6337,219331.0,668379.0,37
w6337,227878.0,665244.0,37
w6337,,,37
w6337,201308.0,636381.0,37
w6337,205077.0,622089.0,37
w6337,190540.0,624138.0,37
w6337,186130.0,641348.0,37
w6337,193728.0,650419.0,37
w6337,193728.0,650419.0,37
w6337,201232.0,647419.0,37
w6337,201308.0,636381.0,37
w6337,,,37
w6347,272040.0,672015.0,38
w6347,281521.0,673147.0,38
w6347,281521.0,673147.0,38
w6347,286127.0,668528.0,38
w6347,286127.0,668528.0,38
w6347,287710.0,665963.0,38
w6347,287710.0,665963.0,38
w6347,270191.0,663159.0,38
w6347,270191.0,663159.0,38
w6347,270488.0,665080.0,38
w6347,270488.0,665080.0,38
w6347,272040.0,672015.0,38
w6347,,,38
w6338,233418.0,712863.0,39
w6338,235465.0,686570.0,39
w6338,239000.0,682000.0,39
w6338,242779.0,689450.0,39
w6338,242779.0,689450.0,39
w6338,248465.0,678894.0,39
w6338,248465.0,678894.0,39
w6338,245414.0,673261.0,39
w6338,245414.0,673261.0,39
w6338,239340.0,675624.0,39
w6338,239340.0,675624.0,39
w6338,229608.0,682213.0,39
w6338,229608.0,682213.0,39
w6338,223573.0,691103.0,39
w6338,222548.0,680699.0,39
w6338,220671.0,688153.0,39
w6338,229351.0,704322.0,39
w6338,229351.0,704322.0,39
w6338,227791.0,718016.0,39
w6338,227791.0,718016.0,39
w6338,235508.0,717799.0,39
w6338,233418.0,712863.0,39
w6338,,,39
w6338,242779.0,689450.0,39
w6338,239000.0,682000.0,39
w6338,235465.0,686570.0,39
w6338,233418.0,712863.0,39
w6338,233418.0,712863.0,39
w6338,242779.0,689450.0,39
w6338,,,39
w6334,250189.0,678029.0,40
w6334,251399.0,672324.0,40
w6334,251399.0,672324.0,40
w6334,250475.0,668856.0,40
w6334,250475.0,668856.0,40
w6334,245414.0,673261.0,40
w6334,245414.0,673261.0,40
w6334,248465.0,678894.0,40
w6334,248465.0,678894.0,40
w6334,250189.0,678029.0,40
w6334,,,40
w6349,247990.0,667816.0,41
w6349,254177.83,667299.1,41
w6349,254177.83,667299.1,41
w6349,252136.0,658209.0,41
w6349,252136.0,658209.0,41
w6349,246952.0,651791.0,41
w6349,246952.0,651791.0,41
w6349,241202.0,652965.0,41
w6349,241202.0,652965.0,41
w6349,227878.0,665244.0,41
w6349,227878.0,665244.0,41
w6349,235230.0,664001.0,41
w6349,236768.0,673889.0,41
w6349,236768.0,673889.0,41
w6349,247990.0,667816.0,41
w6349,,,41
w5706,287328.75,691738.6,42
w5706,290567.0,682257.0,42
w5706,290567.0,682257.0,42
w5706,305532.0,679799.0,42
w5706,305532.0,679799.0,42
w5706,286127.0,668528.0,42
w5706,286127.0,668528.0,42
w5706,281521.0,673147.0,42
w5706,281521.0,673147.0,42
w5706,274209.0,683508.0,42
w5706,274209.0,683508.0,42
w5706,287328.75,691738.6,42
w5706,,,42
w5705,286574.0,701933.0,43
w5705,297201.0,701627.0,43
w5705,298488.0,691918.0,43
w5705,298488.0,691918.0,43
w5705,291874.0,688728.0,43
w5705,291874.0,688728.0,43
w5705,287328.75,691738.6,43
w5705,287328.75,691738.6,43
w5705,283027.0,694588.0,43
w5705,283027.0,694588.0,43
w5705,286574.0,701933.0,43
w5705,,,43
w6348,287710.0,665963.0,44
w6348,292981.0,666794.0,44
w6348,290717.0,655664.0,44
w6348,290717.0,655664.0,44
w6348,279848.0,651094.0,44
w6348,279848.0,651094.0,44
w6348,274570.0,655000.0,44
w6348,274570.0,655000.0,44
w6348,271680.1,657757.5,44
w6348,271680.1,657757.5,44
w6348,268229.0,662661.0,44
w6348,268229.0,662661.0,44
w6348,270191.0,663159.0,44
w6348,270191.0,663159.0,44
w6348,287710.0,665963.0,44
w6348,,,44
w6229,311189.0,678784.0,45
w6229,321930.0,677377.0,45
w6229,321930.0,677377.0,45
w6229,330773.0,674093.0,45
w6229,330773.0,674093.0,45
w6229,332787.0,673159.0,45
w6229,332787.0,673159.0,45
w6229,314305.0,659828.0,45
w6229,314305.0,659828.0,45
w6229,312704.0,659364.0,45
w6229,312704.0,659364.0,45
w6229,311189.0,678784.0,45
w6229,,,45
w6344,241202.0,652965.0,46
w6344,246952.0,651791.0,46
w6344,246952.0,651791.0,46
w6344,258830.0,645139.0,46
w6344,258830.0,645139.0,46
w6344,258712.0,632155.0,46
w6344,258712.0,632155.0,46
w6344,246828.0,632453.0,46
w6344,246828.0,632453.0,46
w6344,236768.0,636881.0,46
w6344,236768.0,636881.0,46
w6344,241202.0,652965.0,46
w6344,,,46
w6339,257879.0,657031.0,47
w6339,267297.0,656910.0,47
w6339,267297.0,656910.0,47
w6339,274863.0,641767.0,47
w6339,274863.0,641767.0,47
w6339,271556.0,635107.0,47
w6339,271556.0,635107.0,47
w6339,258712.0,632155.0,47
w6339,258712.0,632155.0,47
w6339,258830.0,645139.0,47
w6339,258830.0,645139.0,47
w6339,257879.0,657031.0,47
w6339,,,47
w6342,268229.0,662661.0,48
w6342,271680.1,657757.5,48
w6342,271680.1,657757.5,48
w6342,267205.03,662027.5,48
w6342,267205.03,662027.5,48
w6342,268229.0,662661.0,48
w6342,,,48
w6342,267205.03,662027.5,48
w6342,271680.1,657757.5,48
w6342,271680.1,657757.5,48
w6342,274570.0,655000.0,48
w6342,274570.0,655000.0,48
w6342,279848.0,651094.0,48
w6342,279848.0,651094.0,48
w6342,274863.0,641767.0,48
w6342,274863.0,641767.0,48
w6342,267297.0,656910.0,48
w6342,267297.0,656910.0,48
w6342,267205.03,662027.5,48
w6342,,,48
w6341,251399.0,672324.0,49
w6341,256521.0,673065.0,49
w6341,256521.0,673065.0,49
w6341,270488.0,665080.0,49
w6341,270488.0,665080.0,49
w6341,270191.0,663159.0,49
w6341,270191.0,663159.0,49
w6341,268229.0,662661.0,49
w6341,268229.0,662661.0,49
w6341,267205.03,662027.5,49
w6341,267205.03,662027.5,49
w6341,254177.83,667299.1,49
w6341,254177.83,667299.1,49
w6341,250475.0,668856.0,49
w6341,250475.0,668856.0,49
w6341,251399.0,672324.0,49
w6341,,,49
w6341,267205.03,662027.5,49
w6341,267297.0,656910.0,49
w6341,267297.0,656910.0,49
w6341,257879.0,657031.0,49
w6341,257879.0,657031.0,49
w6341,252136.0,658209.0,49
w6341,252136.0,658209.0,49
w6341,254177.83,667299.1,49
w6341,254177.83,667299.1,49
w6341,267205.03,662027.5,49
w6341,,,49
w6452,351626.0,732228.0,50
w6452,330237.0,726656.0,50
w6452,330237.0,726656.0,50
w6452,323292.0,734034.0,50
w6452,328474.0,739071.0,50
w6452,328474.0,739071.0,50
w6452,341186.0,743388.0,50
w6452,351626.0,732228.0,50
w6452,,,50
w6335,274209.0,683508.0,51
w6335,281521.0,673147.0,51
w6335,281521.0,673147.0,51
w6335,272040.0,672015.0,51
w6335,272040.0,672015.0,51
w6335,265911.0,681541.0,51
w6335,265911.0,681541.0,51
w6335,269309.0,683020.0,51
w6335,269309.0,683020.0,51
w6335,271788.0,683741.0,51
w6335,271788.0,683741.0,51
w6335,274209.0,683508.0,51
w6335,,,51
w6333,257360.0,676248.0,52
w6333,256521.0,673065.0,52
w6333,256521.0,673065.0,52
w6333,251399.0,672324.0,52
w6333,251399.0,672324.0,52
w6333,250189.0,678029.0,52
w6333,250189.0,678029.0,52
w6333,257360.0,676248.0,52
w6333,,,52
w6340,252136.0,658209.0,53
w6340,257879.0,657031.0,53
w6340,257879.0,657031.0,53
w6340,258830.0,645139.0,53
w6340,258830.0,645139.0,53
w6340,246952.0,651791.0,53
w6340,246952.0,651791.0,53
w6340,252136.0,658209.0,53
w6340,,,53
w6350,265911.0,681541.0,54
w6350,272040.0,672015.0,54
w6350,272040.0,672015.0,54
w6350,270488.0,665080.0,54
w6350,270488.0,665080.0,54
w6350,256521.0,673065.0,54
w6350,256521.0,673065.0,54
w6350,257360.0,676248.0,54
w6350,257360.0,676248.0,54
w6350,256983.0,683822.0,54
w6350,265911.0,681541.0,54
w6350,,,54
w5604,314305.0,659828.0,55
w5604,331509.0,648146.0,55
w5604,331509.0,648146.0,55
w5604,342170.0,636264.0,55
w5604,317633.0,626664.0,55
w5604,316714.0,617492.0,55
w5604,316714.0,617492.0,55
w5604,304662.0,614183.0,55
w5604,304662.0,614183.0,55
w5604,303702.0,636362.0,55
w5604,312337.0,647319.0,55
w5604,307735.0,654087.0,55
w5604,307735.0,654087.0,55
w5604,312704.0,659364.0,55
w5604,312704.0,659364.0,55
w5604,314305.0,659828.0,55
w5604,,,55
w5808,316714.0,617492.0,56
w5808,316412.0,606904.0,56
w5808,329563.0,607539.0,56
w5808,329563.0,607539.0,56
w5808,333858.0,597992.0,56
w5808,343358.0,598779.0,56
w5808,345389.3,579664.5,56
w5808,345389.3,579664.5,56
w5808,343528.53,578078.6,56
w5808,343528.53,578078.6,56
w5808,339478.78,573855.5,56
w5808,339478.78,573855.5,56
w5808,338638.84,573204.5,56
w5808,338638.84,573204.5,56
w5808,336641.44,573503.3,56
w5808,336641.44,573503.3,56
w5808,334887.53,573850.94,56
w5808,334887.53,573850.94,56
w5808,333170.6,573692.44,56
w5808,333170.6,573692.44,56
w5808,333875.9,572173.3,56
w5808,333875.9,572173.3,56
w5808,332980.0,568795.6,56
w5808,332980.0,568795.6,56
w5808,332696.75,566976.75,56
w5808,332696.75,566976.75,56
w5808,310780.0,565433.0,56
w5808,310780.0,565433.0,56
w5808,297303.0,601442.0,56
w5808,297303.0,601442.0,56
w5808,304662.0,614183.0,56
w5808,304662.0,614183.0,56
w5808,316714.0,617492.0,56
w5808,,,56
