id,situation,chosen,price,cost,range,electric,gas,hybrid,highperf,medhiperf
11,161,0,5.9029,44.48,0.0,0,0,1,1,1
11,162,0,3.0048,64.41,0.0,0,1,0,0,1
11,162,0,1.9311,36.36,0.0,0,1,0,0,1
11,162,1,4.511,23.22,0.0,0,0,1,1,1
11,163,0,1.761,21.85,0.0,0,0,1,1,1
11,163,1,3.3834,14.81,0.0,0,0,1,0,1
11,163,0,1.2573,31.66,0.0,0,1,0,0,1
11,164,1,3.2267,17.47,0.0,0,0,1,0,1
11,164,0,4.4413,34.37,0.0,0,0,1,0,1
11,164,0,2.7573,58.44,0.0,0,1,0,1,1
11,165,0,3.17,12.02,0.0,0,0,1,1,1
11,165,0,2.0045,11.56,1.8,1,0,0,1,1
11,165,1,2.9173,10.02,1.3,1,0,0,0,0
12,166,0,3.4396,48.74,0.0,0,0,1,0,0
12,166,0,6.7528,15.45,0.9,1,0,0,0,0
12,166,1,2.7689,56.11,0.0,0,1,0,1,1
12,167,1,4.2312,45.03,0.0,0,0,1,1,1
12,167,0,6.9988,42.61,0.0,0,0,1,0,0
12,167,0,3.6617,23.22,0.8,1,0,0,0,1
12,168,0,5.5108,7.53,1.0,1,0,0,0,1
12,168,1,7.0941,32.98,0.0,0,0,1,0,0
12,168,0,6.8101,10.59,1.6,1,0,0,0,0
12,169,0,2.361,44.04,0.0,0,1,0,0,1
12,169,1,3.0443,35.28,0.0,0,0,1,1,1
12,169,0,3.0532,17.32,1.6,1,0,0,0,0
12,170,1,2.3692,68.81,0.0,0,1,0,0,1
12,170,0,2.4485,56.23,0.0,0,1,0,1,1
12,170,0,6.8202,21.87,1.7,1,0,0,1,1
12,171,0,4.0416,36.14,0.0,0,0,1,1,1
12,171,1,1.5691,58.44,0.0,0,1,0,0,1
12,171,0,1.6813,46.19,0.0,0,1,0,1,1
12,172,1,3.3698,24.26,0.0,0,0,1,1,1
12,172,0,2.3673,55.06,0.0,0,1,0,0,0
12,172,0,5.0734,41.14,0.0,0,0,1,0,0
12,173,1,3.1236,60.83,0.0,0,1,0,1,1
12,173,0,0.8128,27.32,0.0,0,1,0,1,1
12,173,0,3.8041,5.82,1.7,1,0,0,0,1
12,174,1,2.6971,60.51,0.0,0,1,0,0,0
12,174,0,3.1684,20.88,1.4,1,0,0,0,0
12,174,0,2.349,21.16,2.0,1,0,0,1,1
12,175,1,5.3665,47.51,0.0,0,0,1,0,1
12,175,0,2.607,32.9,0.0,0,0,1,0,0
12,175,0,1.7951,36.38,0.0,0,1,0,0,0
13,176,0,1.0908,30.04,0.0,0,1,0,0,0
13,176,1,0.7677,23.37,0.0,0,1,0,1,1
13,176,0,0.8355,31.33,0.0,0,1,0,0,0
13,177,0,2.8827,15.48,0.0,0,0,1,0,1
13,177,1,2.014,48.86,0.0,0,1,0,1,1
13,177,0,2.4647,44.92,0.0,0,1,0,1,1
13,178,1,2.1584,36.13,0.0,0,1,0,0,1
13,178,0,1.6253,52.01,0.0,0,1,0,0,0
13,178,0,4.6436,35.01,0.0,0,0,1,0,0
13,179,1,2.9571,15.53,0.0,0,0,1,0,1
13,179,0,3.6629,19.06,0.0,0,0,1,0,0
13,179,0,1.592,17.77,0.6,1,0,0,1,1
13,180,0,6.0296,29.43,1.7,1,0,0,0,0
13,180,0,6.2356,36.95,0.6,1,0,0,0,1
13,180,1,6.3572,29.18,0.0,0,0,1,1,1
13,181,0,2.339,12.75,2.0,1,0,0,0,0
13,181,1,1.204,60.12,0.0,0,1,0,1,1
13,181,0,6.2872,39.11,0.0,0,0,1,0,1
13,182,0,3.7373,22.46,0.0,0,0,1,0,0
13,182,0,3.8042,47.95,0.0,0,0,1,0,0
13,182,1,3.811,44.74,0.0,0,1,0,0,0
13,183,0,4.4348,24.98,1.4,1,0,0,0,0
13,183,1,3.2729,59.93,0.0,0,1,0,0,0
13,183,0,6.8244,29.0,1.9,1,0,0,0,0
13,184,1,5.203,18.44,0.0,0,0,1,0,0
13,184,0,3.0087,11.41,1.4,1,0,0,1,1
13,184,0,4.2641,5.14,1.6,1,0,0,1,1
13,185,1,3.9995,30.61,0.0,0,0,1,0,0
13,185,0,3.0694,13.47,1.7,1,0,0,1,1
13,185,0,3.0177,9.78,0.0,0,0,1,0,1
13,186,0,5.5435,15.71,0.0,0,0,1,0,0
13,186,0,4.8402,33.62,0.0,0,0,1,0,1
13,186,1,2.0663,55.29,0.0,0,1,0,1,1
13,187,1,2.2485,59.81,0.0,0,1,0,1,1
13,187,0,6.6087,29.64,1.9,1,0,0,0,1
13,187,0,4.7316,27.55,0.0,0,0,1,1,1
13,188,0,2.2035,52.26,0.0,0,1,0,0,0
13,188,1,2.2431,50.44,0.0,0,1,0,0,1
13,188,0,5.0359,26.64,0.7,1,0,0,0,0
13,189,0,2.6188,33.08,1.4,1,0,0,0,1
13,189,1,4.9996,21.39,0.0,0,0,1,1,1
13,189,0,4.8643,21.31,2.0,1,0,0,1,1
13,190,0,2.6039,21.64,0.0,0,0,1,0,1
13,190,0,3.8407,31.76,0.0,0,0,1,0,1
13,190,1,1.311,57.95,0.0,0,1,0,1,1
14,191,0,0.7204,25.46,0.0,0,1,0,0,0
14,191,1,5.0294,29.71,1.5,1,0,0,1,1
14,191,0,2.6616,9.97,1.2,1,0,0,0,1
14,192,0,3.2149,34.07,1.6,1,0,0,1,1
14,192,1,2.2275,55.22,0.0,0,1,0,0,1
14,192,0,2.2098,31.69,0.9,1,0,0,0,0
14,193,0,2.3123,16.16,0.0,0,0,1,0,0
14,193,0,6.9181,36.07,1.8,1,0,0,0,1
14,193,1,8.9861,28.32,0.8,1,0,0,1,1
14,194,0,4.3529,27.76,1.7,1,0,0,0,0
14,194,0,4.4697,7.59,0.9,1,0,0,0,0
14,194,1,3.8641,31.26,0.0,0,0,1,0,0
14,195,0,6.8899,20.58,1.1,1,0,0,0,1
14,195,1,3.8497,27.04,0.0,0,0,1,0,1
14,195,0,6.6695,50.68,0.0,0,0,1,1,1
14,196,0,2.4086,57.0,0.0,0,1,0,1,1
14,196,0,7.9199,42.15,0.0,0,0,1,1,1
14,196,1,5.8255,44.71,0.0,0,0,1,1,1
14,197,1,2.022,61.9,0.0,0,1,0,1,1
14,197,0,1.7442,38.4,0.0,0,1,0,0,0
14,197,0,3.7962,13.01,1.1,1,0,0,0,1
14,198,0,5.1809,36.23,0.0,0,0,1,0,1
14,198,0,6.9855,40.3,1.9,1,0,0,0,0
14,198,1,3.0015,22.09,1.2,1,0,0,0,0
14,199,0,2.4414,17.44,0.0,0,0,1,1,1
14,199,1,1.8907,49.17,0.0,0,1,0,0,1
14,199,0,3.1401,11.36,1.3,1,0,0,0,0
14,200,0,2.7591,69.45,0.0,0,1,0,0,0
14,200,1,2.9632,9.79,1.3,1,0,0,1,1
14,200,0,3.522,19.4,1.5,1,0,0,0,1
14,201,1,4.0448,41.0,0.0,0,0,1,1,1
14,201,0,6.915,29.72,0.0,0,0,1,0,1
14,201,0,3.4464,21.5,1.3,1,0,0,1,1
14,202,0,0.7944,25.31,0.0,0,1,0,1,1
14,202,0,0.9303,19.83,0.0,0,1,0,0,1
14,202,1,0.9474,19.05,0.0,0,1,0,0,0
14,203,0,6.5593,34.94,1.7,1,0,0,0,1
14,203,1,6.0646,21.02,0.0,0,0,1,0,0
14,203,0,6.9968,37.9,1.0,1,0,0,0,1
14,204,1,4.6481,45.41,0.0,0,0,1,1,1
14,204,0,4.3454,34.49,1.6,1,0,0,0,0
14,204,0,2.5466,19.77,1.1,1,0,0,0,0
14,205,0,3.0797,40.91,1.9,1,0,0,0,1
14,205,1,5.7143,20.53,0.0,0,0,1,0,0
14,205,0,6.4211,9.24,1.1,1,0,0,1,1
15,206,0,6.3947,30.4,0.0,0,0,1,0,0
15,206,0,4.1134,24.09,0.9,1,0,0,0,1
15,206,1,5.5879,16.39,1.7,1,0,0,1,1
15,207,0,5.5047,19.27,0.0,0,0,1,1,1
15,207,1,3.7273,14.46,0.0,0,0,1,1,1
15,207,0,3.4483,38.51,0.0,0,0,1,0,1
15,208,0,3.4643,14.85,0.9,1,0,0,0,0
15,208,1,2.4728,51.39,0.0,0,1,0,1,1
15,208,0,3.7659,25.61,1.9,1,0,0,0,0
15,209,0,1.846,37.97,0.0,0,1,0,0,0
15,209,0,4.9603,20.52,0.8,1,0,0,0,0
15,209,1,1.8064,50.84,0.0,0,1,0,0,1
15,210,0,3.3754,30.13,0.9,1,0,0,1,1
15,210,0,2.6111,62.87,0.0,0,1,0,0,0
15,210,1,5.3148,23.93,0.0,0,0,1,0,0
15,211,0,2.7299,48.86,0.0,0,1,0,0,1
15,211,1,2.7111,41.33,0.0,0,1,0,0,1
15,211,0,4.0171,23.22,0.7,1,0,0,0,0
15,212,1,4.3441,14.08,0.0,0,0,1,0,1
15,212,0,4.0331,35.48,0.0,0,0,1,0,0
15,212,0,2.053,52.01,0.0,0,1,0,1,1
15,213,0,2.9291,25.84,0.8,1,0,0,0,1
15,213,1,3.2273,48.89,0.0,0,0,1,1,1
15,213,0,2.6988,52.48,0.0,0,1,0,0,0
15,214,0,2.9056,46.9,0.0,0,1,0,1,1
15,214,1,4.1548,21.58,0.0,0,0,1,1,1
15,214,0,2.5924,57.03,0.0,0,1,0,0,1
15,215,1,3.8277,37.27,0.0,0,0,1,1,1
15,215,0,3.2115,59.4,0.0,0,1,0,1,1
15,215,0,0.852,21.34,0.0,0,1,0,0,0
15,216,1,2.9618,31.13,0.0,0,0,1,0,0
15,216,0,5.7228,28.26,1.3,1,0,0,1,1
15,216,0,1.7235,53.43,0.0,0,1,0,0,1
15,217,0,8.1286,22.19,0.7,1,0,0,1,1
15,217,0,4.8362,20.8,0.0,0,0,1,1,1
15,217,1,2.1373,11.68,0.0,0,0,1,1,1
15,218,0,5.1939,10.2,1.1,1,0,0,0,0
15,218,0,2.0584,38.93,0.0,0,1,0,0,0
15,218,1,2.6732,19.01,0.0,0,0,1,0,0
15,219,0,2.075,14.35,0.8,1,0,0,1,1
15,219,1,1.0082,18.5,0.0,0,1,0,0,1
15,219,0,1.3338,42.94,0.0,0,1,0,0,1
15,220,0,8.2061,31.94,0.0,0,0,1,0,1
15,220,0,2.0951,51.6,0.0,0,1,0,0,1
15,220,1,4.6543,37.13,0.0,0,0,1,1,1
16,221,0,3.0659,37.66,0.0,0,1,0,1,1
16,221,0,4.4188,32.92,0.9,1,0,0,0,0
16,221,1,3.8871,19.77,0.0,0,0,1,1,1
16,222,0,5.4213,14.89,1.0,1,0,0,0,0
16,222,0,1.6898,61.37,0.0,0,1,0,0,0
16,222,1,2.2381,64.88,0.0,0,1,0,0,1
16,223,1,1.4964,62.0,0.0,0,1,0,0,1
16,223,0,0.7408,30.98,0.0,0,1,0,0,1
16,223,0,1.5366,43.53,0.0,0,1,0,0,0
16,224,0,1.6369,12.28,1.7,1,0,0,1,1
16,224,0,4.6942,29.41,1.5,1,0,0,1,1
16,224,1,2.8425,37.16,1.2,1,0,0,0,1
16,225,0,2.9814,6.73,1.9,1,0,0,1,1
16,225,1,2.3725,61.58,0.0,0,1,0,0,0
16,225,0,1.7796,13.19,2.0,1,0,0,0,1
16,226,0,4.0026,9.51,1.6,1,0,0,1,1
16,226,1,4.123,18.59,0.0,0,0,1,1,1
16,226,0,2.2792,10.6,1.0,1,0,0,0,0
16,227,0,2.3115,59.69,0.0,0,1,0,0,1
16,227,0,7.731,28.57,1.9,1,0,0,0,0
16,227,1,2.8057,23.9,0.0,0,0,1,0,0
16,228,0,7.1444,6.39,1.9,1,0,0,1,1
16,228,1,6.2623,18.45,0.0,0,0,1,0,0
16,228,0,3.3224,36.96,0.0,0,0,1,1,1
16,229,1,2.8972,34.31,0.0,0,0,1,0,0
16,229,0,3.4009,11.02,0.9,1,0,0,0,0
16,229,0,1.4757,47.7,0.0,0,1,0,0,1
16,230,1,6.5754,20.36,0.0,0,0,1,1,1
16,230,0,6.5536,27.92,0.0,0,0,1,0,0
16,230,0,3.849,32.01,1.4,1,0,0,0,0
16,231,1,4.7702,38.04,0.0,0,0,1,0,1
16,231,0,2.6839,55.69,0.0,0,1,0,0,0
16,231,0,2.8943,53.07,0.0,0,1,0,0,0
16,232,0,4.1552,26.27,1.9,1,0,0,0,0
16,232,1,4.5555,45.4,0.0,0,0,1,1,1
16,232,0,1.4591,46.0,0.0,0,1,0,0,1
16,233,0,2.4698,6.31,1.2,1,0,0,1,1
16,233,0,1.4568,37.74,0.0,0,1,0,0,0
16,233,1,1.7453,44.69,0.0,0,1,0,0,0
16,234,0,2.6471,46.61,0.0,0,1,0,1,1
16,234,1,6.4469,43.36,0.0,0,0,1,0,1
16,234,0,2.5727,54.01,0.0,0,1,0,1,1
16,235,0,3.2247,10.82,1.2,1,0,0,0,1
16,235,1,2.6886,15.56,0.6,1,0,0,1,1
16,235,0,4.0465,24.1,0.0,0,0,1,0,1
17,236,0,2.6031,44.26,0.0,0,1,0,0,1
17,236,1,4.3015,21.5,0.0,0,0,1,0,1
17,236,0,3.3897,31.76,0.0,0,0,1,0,0
17,237,1,2.043,22.47,0.0,0,0,1,1,1
17,237,0,4.3696,20.69,1.8,1,0,0,1,1
17,237,0,1.4867,43.63,0.0,0,1,0,0,1
17,238,1,5.6927,23.11,0.0,0,0,1,0,1
17,238,0,3.4391,45.26,0.0,0,0,1,0,0
17,238,0,1.8038,41.94,0.0,0,1,0,0,0
17,239,1,2.9691,19.09,0.0,0,0,1,0,1
17,239,0,2.7164,70.15,0.0,0,1,0,0,0
17,239,0,3.5314,50.81,0.0,0,0,1,0,1
17,240,0,0.8153,29.43,0.0,0,1,0,0,0
17,240,1,0.7935,27.74,0.0,0,1,0,1,1
17,240,0,1.9478,9.12,1.6,1,0,0,0,1
17,241,0,2.9224,52.28,0.0,0,1,0,0,1
17,241,1,2.6986,49.13,0.0,0,1,0,0,1
17,241,0,6.8372,16.52,0.0,0,0,1,1,1
17,242,1,2.2516,47.04,0.0,0,1,0,0,1
17,242,0,3.0101,9.28,0.7,1,0,0,1,1
17,242,0,1.9954,62.77,0.0,0,1,0,1,1
17,243,0,1.4469,60.36,0.0,0,1,0,1,1
17,243,1,1.5511,51.21,0.0,0,1,0,0,1
17,243,0,2.8264,9.16,0.9,1,0,0,1,1
17,244,1,2.1075,5.83,2.0,1,0,0,1,1
17,244,0,1.2945,8.57,0.0,0,0,1,0,0
17,244,0,3.6294,67.19,0.0,0,1,0,0,0
17,245,1,4.727,22.91,0.0,0,0,1,0,0
17,245,0,4.2008,29.17,0.7,1,0,0,0,1
17,245,0,3.5387,25.97,0.0,0,0,1,1,1
17,246,0,3.317,9.26,0.7,1,0,0,0,1
17,246,1,2.0312,53.63,0.0,0,1,0,0,1
17,246,0,3.0001,56.39,0.0,0,1,0,1,1
17,247,1,7.3067,32.51,0.0,0,0,1,0,1
17,247,0,2.4781,24.54,1.0,1,0,0,1,1
17,247,0,1.6491,61.13,0.0,0,1,0,0,1
17,248,0,1.5349,11.7,1.3,1,0,0,0,0
17,248,1,3.9547,18.5,0.7,1,0,0,1,1
17,248,0,9.1243,15.0,1.0,1,0,0,0,0
17,249,0,8.4578,35.96,0.0,0,0,1,1,1
17,249,1,4.823,31.76,1.5,1,0,0,0,1
17,249,0,2.7352,56.99,0.0,0,1,0,0,0
17,250,1,1.4644,59.35,0.0,0,1,0,1,1
17,250,0,3.5197,32.39,0.7,1,0,0,0,0
17,250,0,5.3205,38.63,0.0,0,0,1,1,1
18,251,0,4.8614,6.67,2.0,1,0,0,0,1
18,251,0,6.7081,18.56,1.6,1,0,0,0,0
18,251,1,2.9803,63.06,0.0,0,1,0,1,1
18,252,0,2.6857,10.68,1.3,1,0,0,1,1
18,252,0,3.682,28.62,0.0,0,0,1,1,1
18,252,1,1.4948,47.43,0.0,0,1,0,1,1
18,253,0,3.6845,14.62,0.0,0,0,1,0,1
18,253,1,1.7199,34.49,0.0,0,1,0,1,1
18,253,0,1.7298,51.93,0.0,0,1,0,1,1
18,254,1,2.216,62.09,0.0,0,1,0,1,1
18,254,0,3.0678,17.24,0.8,1,0,0,0,1
18,254,0,3.2109,12.53,1.0,1,0,0,0,0
18,255,1,2.2312,47.07,0.0,0,1,0,0,1
18,255,0,1.816,57.19,0.0,0,1,0,0,0
18,255,0,3.0576,4.33,0.9,1,0,0,1,1
18,256,1,2.9748,58.92,0.0,0,1,0,0,1
18,256,0,7.4075,30.34,0.0,0,0,1,1,1
18,256,0,6.0809,7.56,1.7,1,0,0,0,1
18,257,1,2.5682,39.18,0.0,0,1,0,1,1
18,257,0,2.4664,69.79,0.0,0,1,0,1,1
18,257,0,5.9643,30.89,0.0,0,0,1,0,0
18,258,0,5.046,46.54,0.0,0,0,1,0,1
18,258,1,1.7199,44.96,0.0,0,1,0,1,1
18,258,0,3.1586,22.13,0.0,0,0,1,0,1
18,259,0,2.6581,15.02,1.6,1,0,0,0,1
18,259,0,4.3039,42.31,0.0,0,0,1,0,1
18,259,1,1.6795,33.53,0.0,0,0,1,1,1
18,260,0,4.1911,27.36,0.0,0,0,1,0,1
18,260,0,4.9522,37.74,1.9,1,0,0,1,1
18,260,1,1.8988,44.73,0.0,0,1,0,1,1
18,261,1,2.7443,32.18,0.0,0,0,1,1,1
18,261,0,2.7023,59.61,0.0,0,1,0,1,1
18,261,0,3.2597,17.78,0.0,0,0,1,1,1
19,262,0,1.3027,53.7,0.0,0,1,0,0,0
19,262,1,1.7466,38.6,0.0,0,1,0,1,1
19,262,0,2.3372,5.94,1.7,1,0,0,1,1
19,263,1,2.3768,47.37,0.0,0,1,0,1,1
19,263,0,2.489,56.44,0.0,0,1,0,0,0
19,263,0,2.5345,52.57,0.0,0,1,0,1,1
19,264,0,3.8623,25.51,2.0,1,0,0,0,0
19,264,0,4.1472,31.79,0.8,1,0,0,1,1
19,264,1,2.7971,23.65,0.0,0,0,1,0,1
19,265,0,5.493,17.64,1.3,1,0,0,0,0
19,265,1,2.2366,41.39,0.0,0,0,1,1,1
19,265,0,1.9079,51.53,0.0,0,1,0,0,1
19,266,0,3.0938,15.05,0.6,1,0,0,0,0
19,266,1,3.5466,20.35,1.4,1,0,0,0,0
19,266,0,6.3716,39.94,0.0,0,0,1,0,1
19,267,0,3.6935,38.03,0.0,0,1,0,0,0
19,267,0,9.5585,40.67,0.0,0,0,1,0,0
19,267,1,3.4294,48.03,0.0,0,1,0,0,0
19,268,0,2.0558,57.68,0.0,0,1,0,0,0
19,268,1,2.0409,62.13,0.0,0,1,0,0,1
19,268,0,4.7432,22.5,0.0,0,0,1,1,1
19,269,1,1.687,7.38,1.1,1,0,0,0,1
19,269,0,1.1135,31.28,0.0,0,1,0,1,1
19,269,0,2.0776,11.95,1.8,1,0,0,0,0
19,270,1,2.1355,34.11,0.0,0,0,1,0,0
19,270,0,3.4757,34.74,1.9,1,0,0,1,1
19,270,0,5.7162,19.86,0.0,0,0,1,0,1
19,271,0,2.8733,15.97,0.0,0,0,1,0,0
19,271,1,2.7623,56.17,0.0,0,1,0,1,1
19,271,0,5.1046,39.66,1.9,1,0,0,0,0
19,272,0,3.5113,54.51,0.0,0,1,0,0,1
19,272,1,2.7464,10.76,0.0,0,0,1,0,1
19,272,0,2.3813,3.91,1.4,1,0,0,0,0
19,273,0,6.2224,51.48,0.0,0,0,1,0,0
19,273,0,2.872,29.78,1.2,1,0,0,1,1
19,273,1,2.5055,25.69,1.7,1,0,0,1,1
19,274,0,5.3789,41.43,1.9,1,0,0,1,1
19,274,0,2.6483,28.93,0.0,0,0,1,0,0
19,274,1,3.0938,32.02,0.0,0,0,1,0,1
19,275,0,1.8416,34.3,0.0,0,0,1,0,0
19,275,0,3.0704,7.44,2.0,1,0,0,0,1
19,275,1,1.0244,30.53,0.0,0,1,0,0,1
19,276,1,2.2253,63.54,0.0,0,1,0,1,1
19,276,0,2.3497,38.51,1.5,1,0,0,0,0
19,276,0,1.969,10.07,0.0,0,0,1,0,0
20,277,0,4.1682,24.12,0.9,1,0,0,0,1
20,277,0,2.8688,39.75,0.0,0,1,0,1,1
20,277,1,2.6904,35.31,0.0,0,0,1,1,1
20,278,0,1.9146,19.83,0.0,0,0,1,1,1
20,278,1,5.5254,40.53,0.0,0,0,1,0,0
20,278,0,2.7119,60.43,0.0,0,1,0,0,1
20,279,1,2.8222,48.32,0.0,0,1,0,0,1
20,279,0,1.8691,27.72,1.0,1,0,0,0,0
20,279,0,3.8474,26.6,0.0,0,0,1,0,0
20,280,0,4.117,24.35,0.0,0,0,1,1,1
20,280,0,5.5134,16.93,0.6,1,0,0,1,1
20,280,1,3.8074,19.52,0.0,0,0,1,0,1
20,281,0,4.0116,47.91,0.0,0,0,1,0,0
20,281,0,3.4173,67.33,0.0,0,1,0,0,0
20,281,1,4.2565,35.28,0.0,0,0,1,0,0
20,282,0,2.5665,28.21,1.2,1,0,0,0,1
20,282,0,4.3992,18.53,0.8,1,0,0,0,1
20,282,1,2.7453,35.56,0.0,0,0,1,0,0
20,283,0,3.6269,33.48,0.7,1,0,0,0,0
20,283,0,3.6838,65.74,0.0,0,1,0,0,0
20,283,1,4.0243,8.85,1.4,1,0,0,1,1
20,284,0,2.8144,27.37,0.9,1,0,0,0,0
20,284,1,1.5208,28.38,1.3,1,0,0,1,1
20,284,0,1.6658,33.61,0.0,0,1,0,1,1
20,285,0,6.2886,18.88,1.1,1,0,0,0,1
20,285,0,4.5364,25.18,1.7,1,0,0,1,1
20,285,1,2.5999,39.11,0.0,0,1,0,1,1
20,286,0,2.9309,7.23,1.3,1,0,0,0,0
20,286,0,1.2698,34.47,0.0,0,1,0,1,1
20,286,1,2.4826,27.81,0.0,0,0,1,0,0
20,287,1,2.3194,14.27,0.0,0,0,1,0,0
20,287,0,1.6113,17.06,1.1,1,0,0,0,0
20,287,0,1.4533,9.72,0.7,1,0,0,0,0
20,288,0,5.841,32.03,0.0,0,0,1,0,1
20,288,0,2.9174,39.8,0.0,0,1,0,0,1
20,288,1,2.4122,40.94,0.0,0,1,0,0,1
20,289,0,2.4871,63.43,0.0,0,1,0,0,0
20,289,1,2.4187,65.65,0.0,0,1,0,0,0
20,289,0,5.7167,12.4,1.4,1,0,0,0,1
20,290,0,2.5171,22.99,0.7,1,0,0,0,1
20,290,0,5.7248,14.24,0.6,1,0,0,1,1
20,290,1,2.0575,42.55,0.0,0,1,0,0,1
20,291,0,1.4509,51.46,0.0,0,1,0,1,1
20,291,1,3.7647,29.22,0.0,0,0,1,0,1
20,291,0,3.0121,31.59,0.6,1,0,0,1,1
21,292,0,3.678,64.46,0.0,0,1,0,0,1
21,292,1,5.3373,37.51,0.0,0,0,1,1,1
21,292,0,7.626,19.61,1.6,1,0,0,1,1
21,293,1,4.3002,22.37,0.0,0,0,1,0,1
21,293,0,6.2739,39.82,0.8,1,0,0,0,1
21,293,0,2.7954,61.6,0.0,0,1,0,0,1
21,294,1,2.1665,52.01,0.0,0,1,0,1,1
21,294,0,5.1527,10.83,0.9,1,0,0,0,1
21,294,0,4.8383,29.17,1.8,1,0,0,1,1
21,295,1,2.2627,52.1,0.0,0,1,0,1,1
21,295,0,3.756,16.8,1.2,1,0,0,1,1
21,295,0,5.0406,21.96,1.1,1,0,0,0,1
21,296,0,6.1284,26.15,0.0,0,0,1,1,1
21,296,0,4.7634,8.72,1.4,1,0,0,0,0
21,296,1,2.4941,42.52,0.0,0,1,0,1,1
21,297,0,1.9081,55.2,0.0,0,1,0,0,1
21,297,1,2.1484,47.85,0.0,0,0,1,1,1
21,297,0,4.8497,42.09,0.0,0,0,1,0,1
21,298,0,2.3052,61.89,0.0,0,1,0,0,1
21,298,0,4.4388,14.14,0.0,0,0,1,0,0
21,298,1,1.8302,56.93,0.0,0,1,0,1,1
21,299,0,2.5865,19.39,0.0,0,0,1,1,1
21,299,0,1.3299,16.43,0.0,0,0,1,0,0
21,299,1,0.7539,30.76,0.0,0,1,0,1,1
21,300,0,5.4474,32.25,1.9,1,0,0,0,1
21,300,0,7.1772,26.84,1.2,1,0,0,0,0
21,300,1,2.7093,67.0,0.0,0,1,0,1,1
21,301,1,2.3834,35.67,0.0,0,0,1,0,1
21,301,0,3.8819,51.55,0.0,0,1,0,1,1
21,301,0,2.1692,44.37,0.0,0,0,1,0,1
21,302,1,2.3256,40.48,0.0,0,1,0,1,1
21,302,0,6.2079,21.33,0.0,0,0,1,0,0
21,302,0,2.1924,55.72,0.0,0,1,0,1,1
21,303,0,1.7817,59.0,0.0,0,1,0,0,0
21,303,1,2.5089,30.38,0.0,0,0,1,0,1
21,303,0,1.1681,30.96,0.0,0,1,0,1,1
21,304,0,5.8162,30.59,0.0,0,0,1,1,1
21,304,1,1.8112,37.45,0.0,0,1,0,1,1
21,304,0,1.6387,44.05,0.0,0,1,0,0,1
21,305,0,3.6017,25.55,2.0,1,0,0,0,0
21,305,0,5.1046,24.55,0.0,0,0,1,0,0
21,305,1,3.8306,21.65,1.2,1,0,0,0,1
21,306,0,1.6307,49.23,0.0,0,1,0,0,0
21,306,1,2.8788,31.99,0.0,0,0,1,0,0
21,306,0,7.6883,31.13,1.1,1,0,0,0,1
22,307,0,0.9233,18.18,0.0,0,1,0,1,1
22,307,1,2.2027,32.95,1.7,1,0,0,1,1
22,307,0,5.1932,25.68,1.6,1,0,0,1,1
22,308,1,5.2776,9.56,1.3,1,0,0,1,1
22,308,0,1.0528,8.01,0.0,0,0,1,1,1
22,308,0,2.4635,56.06,0.0,0,1,0,0,0
22,309,0,1.0244,11.44,0.0,0,0,1,0,0
22,309,1,3.9582,18.97,0.0,0,0,1,0,1
22,309,0,5.6765,23.16,0.0,0,0,1,0,1
22,310,1,2.7997,65.55,0.0,0,1,0,0,0
22,310,0,2.3246,41.27,0.0,0,1,0,0,1
22,310,0,1.5397,67.71,0.0,0,1,0,0,0
22,311,0,2.6733,43.57,0.0,0,1,0,0,0
22,311,0,2.9536,37.34,0.0,0,1,0,0,0
22,311,1,1.7679,49.23,0.0,0,1,0,1,1
22,312,0,2.348,39.49,0.0,0,0,1,0,0
22,312,1,2.0872,57.29,0.0,0,1,0,0,1
22,312,0,4.4717,37.52,0.0,0,0,1,0,1
22,313,0,2.613,10.37,0.9,1,0,0,0,0
22,313,0,2.3359,15.59,0.7,1,0,0,1,1
22,313,1,4.8316,19.61,0.0,0,0,1,0,0
22,314,1,8.5558,22.5,1.9,1,0,0,0,1
22,314,0,6.5508,19.85,0.9,1,0,0,1,1
22,314,0,7.8979,34.74,1.2,1,0,0,1,1
22,315,0,2.6668,25.54,0.0,0,0,1,0,0
22,315,0,5.0463,7.38,0.6,1,0,0,0,1
22,315,1,1.7694,60.05,0.0,0,1,0,1,1
22,316,0,6.6812,15.13,0.6,1,0,0,0,0
22,316,0,2.9192,48.18,0.0,0,1,0,0,0
22,316,1,2.7006,65.36,0.0,0,1,0,1,1
22,317,0,3.2499,39.6,0.0,0,1,0,0,0
22,317,0,4.3902,36.0,0.0,0,0,1,0,0
22,317,1,2.9325,55.5,0.0,0,1,0,1,1
22,318,0,8.9242,17.31,1.3,1,0,0,0,0
22,318,0,9.5819,44.03,0.0,0,0,1,1,1
22,318,1,4.3424,37.09,0.0,0,0,1,1,1
22,319,0,5.996,12.76,2.0,1,0,0,0,0
22,319,1,2.7874,53.23,0.0,0,1,0,0,1
22,319,0,6.614,46.89,0.0,0,0,1,1,1
22,320,0,2.2458,14.77,1.8,1,0,0,0,1
22,320,0,1.5751,7.18,1.7,1,0,0,0,1
22,320,1,1.2589,15.11,0.0,0,0,1,0,0
22,321,0,3.8178,38.33,0.0,0,0,1,1,1
22,321,1,1.5758,56.81,0.0,0,1,0,0,1
22,321,0,3.8706,10.31,1.3,1,0,0,0,1
23,322,0,6.4558,14.27,1.3,1,0,0,1,1
23,322,1,2.9442,50.78,0.0,0,1,0,1,1
