nr,year,agric,black,bus,construc,ent,exper,fin,hisp,poorhlth,hours,manuf,married,min,nrthcen,nrtheast,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,south,educ,tra,trad,union,lwage,d81,d82,d83,d84,d85,d86,d87,expersq
965,1983,0,0,0,0,0,8,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.5177708,0,0,1,0,0,0,0,64
965,1984,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.4276541,0,0,0,1,0,0,0,81
965,1985,0,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.4405394,0,0,0,0,1,0,0,100
965,1986,0,0,0,0,0,11,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.4204718,0,0,0,0,0,1,0,121
965,1987,0,0,0,0,0,12,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.3815058,0,0,0,0,0,0,1,144
996,1980,0,0,0,0,0,2,0,0,0,3728,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,1.5576427,0,0,0,0,0,0,0,4
996,1981,0,0,0,0,0,3,0,0,0,3270,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,1.4824382,1,0,0,0,0,0,0,9
996,1982,0,0,0,0,0,4,0,0,0,2600,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,1.2442162,0,1,0,0,0,0,0,16
996,1983,0,0,1,0,0,5,0,0,0,2840,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0.72082675,0,0,1,0,0,0,0,25
996,1984,0,0,1,0,0,6,0,0,0,3120,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0.80707765,0,0,0,1,0,0,0,36
996,1985,0,0,1,0,0,7,0,0,0,3560,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0.823104,0,0,0,0,1,0,0,49
996,1986,0,0,1,0,0,8,0,0,0,2840,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,1.1090356,0,0,0,0,0,1,0,64
996,1987,0,0,1,0,0,9,0,0,0,2716,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.2386436,0,0,0,0,0,0,1,81
1007,1980,0,0,1,0,0,4,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.4479996,0,0,0,0,0,0,0,16
1007,1981,0,0,0,0,0,5,0,0,0,2080,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.7525388,1,0,0,0,0,0,0,25
1007,1982,0,0,0,0,0,6,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,1.5474025,0,1,0,0,0,0,0,36
1007,1983,0,0,1,0,0,7,0,0,0,2080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.0438638,0,0,1,0,0,0,0,49
1007,1984,0,0,0,0,0,8,0,0,0,2154,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.1521437,0,0,0,1,0,0,0,64
1007,1985,0,0,0,0,0,9,0,0,0,2100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,2.2672179,0,0,0,0,1,0,0,81
1007,1986,0,0,0,0,0,10,0,0,0,2080,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.7473428,0,0,0,0,0,1,0,100
1007,1987,0,0,0,0,0,11,0,0,0,2420,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.57718,0,0,0,0,0,0,1,121
1054,1980,0,0,0,0,0,3,0,0,0,3430,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0.7246637,0,0,0,0,0,0,0,9
1054,1981,0,0,0,0,0,4,0,0,0,1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,1.7942626,1,0,0,0,0,0,0,16
1054,1982,0,0,0,0,0,5,0,0,0,1882,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1.1619276,0,1,0,0,0,0,0,25
1054,1983,0,0,0,0,0,6,0,0,0,2035,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1.4596001,0,0,1,0,0,0,0,36
1054,1984,1,0,0,0,0,7,0,0,0,2501,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1.0282199,0,0,0,1,0,0,0,49
1054,1985,1,0,0,0,0,8,0,0,0,3120,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1.3033383,0,0,0,0,1,0,0,64
1054,1986,1,0,0,0,0,9,0,0,0,2544,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.6498849,0,0,0,0,0,1,0,81
1054,1987,1,0,0,0,0,10,0,0,0,1720,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,1.3091851,0,0,0,0,0,0,1,100
1064,1980,0,0,0,0,0,4,0,0,1,2530,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,1.9031183,0,0,0,0,0,0,0,16
1064,1981,0,0,0,0,0,5,0,0,1,2224,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2.021071,1,0,0,0,0,0,0,25
1064,1982,1,0,0,0,0,6,0,0,1,2090,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.8954277,0,1,0,0,0,0,0,36
1064,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2.1225069,0,0,1,0,0,0,0,49
1064,1984,0,0,0,0,0,8,0,0,0,2080,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.8803722,0,0,0,1,0,0,0,64
1064,1985,0,0,0,0,0,9,0,0,0,2080,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.9924774,0,0,0,0,1,0,0,81
1064,1986,0,0,0,0,0,10,0,0,0,2420,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.9640254,0,0,0,0,0,1,0,100
1064,1987,0,0,0,0,0,11,0,0,0,2220,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.929471,0,0,0,0,0,0,1,121
1081,1980,0,0,0,0,0,2,1,0,0,1118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1.0879968,0,0,0,0,0,0,0,4
1081,1981,0,0,0,1,0,3,0,0,0,1147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1.2491446,1,0,0,0,0,0,0,9
1081,1982,0,0,0,0,0,4,0,0,0,832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.5474025,0,1,0,0,0,0,0,16
1081,1983,0,0,0,0,0,5,0,0,0,1488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.3517034,0,0,1,0,0,0,0,25
1081,1984,0,0,0,0,0,6,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.4261168,0,0,0,1,0,0,0,36
1081,1985,0,0,0,0,0,7,0,0,0,3171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,1.0566006,0,0,0,0,1,0,0,49
1081,1986,0,0,0,0,0,8,0,0,0,3180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,1.2642225,0,0,0,0,0,1,0,64
1081,1987,0,0,0,0,0,9,0,0,0,2155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,1,0,2.0000095,0,0,0,0,0,0,1,81
1085,1980,0,0,0,0,0,1,0,0,0,1743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.887124,0,0,0,0,0,0,0,1
1085,1981,0,0,1,0,0,2,0,0,0,2182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.4815212,1,0,0,0,0,0,0,4
1085,1982,0,0,0,0,0,3,0,0,0,2743,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.217642,0,1,0,0,0,0,0,9
1085,1983,0,0,0,0,0,4,0,0,0,3491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,0.73758614,0,0,1,0,0,0,0,16
1085,1984,0,0,0,0,0,5,0,0,1,2891,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.2887733,0,0,0,1,0,0,0,25
1085,1985,0,0,0,0,0,6,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,1,0,1.0735058,0,0,0,0,1,0,0,36
1085,1986,0,0,1,0,0,7,0,0,0,3016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.3171723,0,0,0,0,0,1,0,49
1085,1987,0,0,0,0,0,8,0,0,0,3305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.0170496,0,0,0,0,0,0,1,64
1091,1980,0,0,0,0,0,6,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.1110029,0,0,0,0,0,0,0,36
1091,1981,0,0,0,0,0,7,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,0,1.1620926,1,0,0,0,0,0,0,49
1091,1982,0,0,0,0,0,8,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.0618947,0,1,0,0,0,0,0,64
1091,1983,0,0,0,0,0,9,0,0,0,2600,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,0,1,0,1.1275731,0,0,1,0,0,0,0,81
1091,1984,0,0,0,0,0,10,0,0,0,2555,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,0,0,1.18918,0,0,0,1,0,0,0,100
1091,1985,0,0,0,0,0,11,0,0,0,2586,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,1,1.222795,0,0,0,0,1,0,0,121
1091,1986,0,0,0,0,0,12,0,0,0,2583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,1,0,1.1646675,0,0,0,0,0,1,0,144
1091,1987,0,0,0,0,0,13,0,0,0,2208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,1,0,0,1.3958945,0,0,0,0,0,0,1,169
1094,1980,0,0,0,1,0,3,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.3426391,0,0,0,0,0,0,0,9
1094,1981,0,0,0,1,0,4,0,0,0,1960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.4064971,1,0,0,0,0,0,0,16
1094,1982,0,0,0,1,0,5,0,0,0,2280,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,1.5297029,0,1,0,0,0,0,0,25
1094,1983,0,0,0,1,0,6,0,0,0,2140,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.7575967,0,0,1,0,0,0,0,36
1094,1984,0,0,0,1,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.90569,0,0,0,1,0,0,0,49
1094,1985,0,0,0,1,0,8,0,0,0,2270,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.966232,0,0,0,0,1,0,0,64
1094,1986,0,0,0,1,0,9,0,0,0,2025,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,2.140417,0,0,0,0,0,1,0,81
1094,1987,0,0,0,1,0,10,0,0,0,2025,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,0,2.1755593,0,0,0,0,0,0,1,100
1096,1980,1,0,0,0,0,6,0,0,0,3000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.2640767,0,0,0,0,0,0,0,36
1096,1981,1,0,0,0,0,7,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1.2780808,1,0,0,0,0,0,0,49
1096,1982,1,0,0,0,0,8,0,0,0,3320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0.99976295,0,1,0,0,0,0,0,64
1096,1983,1,0,0,0,0,9,0,0,0,3180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0.96542406,0,0,1,0,0,0,0,81
1096,1984,1,0,0,0,0,10,0,0,0,3500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.0286199,0,0,0,1,0,0,0,100
1096,1985,1,0,0,0,0,11,0,0,0,3435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.0129983,0,0,0,0,1,0,0,121
1096,1986,0,0,0,0,0,12,1,0,0,2750,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,1.2843397,0,0,0,0,0,1,0,144
1096,1987,1,0,0,0,0,13,0,0,0,2960,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,1,1.408174,0,0,0,0,0,0,1,169
1098,1980,0,0,0,0,0,1,0,0,0,1495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,1.5519679,0,0,0,0,0,0,0,1
1098,1981,0,0,0,0,0,2,0,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,2.1282318,1,0,0,0,0,0,0,4
1098,1982,0,0,1,0,0,3,0,0,0,456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.7577758,0,1,0,0,0,0,0,9
1098,1983,0,0,0,0,0,4,0,0,0,1968,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1.5096074,0,0,1,0,0,0,0,16
1098,1984,0,0,0,0,0,5,0,0,0,1920,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1.9333862,0,0,0,1,0,0,0,25
1098,1985,0,0,0,0,0,6,0,0,0,1560,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.2776759,0,0,0,0,1,0,0,36
1098,1986,0,0,0,1,0,7,0,0,0,2248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.2652245,0,0,0,0,0,1,0,49
1098,1987,0,0,0,0,0,8,0,0,0,2144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,2.2827587,0,0,0,0,0,0,1,64
1102,1980,0,0,0,0,0,3,0,0,0,660,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13,0,0,0,0.8810845,0,0,0,0,0,0,0,9
1102,1981,0,0,1,0,0,4,0,0,0,1820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.0402207,1,0,0,0,0,0,0,16
1102,1982,0,0,0,0,0,5,0,0,0,2405,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.8330034,0,1,0,0,0,0,0,25
1102,1983,0,0,1,0,0,6,0,0,0,2600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.7742002,0,0,1,0,0,0,0,36
1102,1984,0,0,1,0,0,7,0,0,0,2600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.8223083,0,0,0,1,0,0,0,49
1102,1985,0,0,1,0,0,8,0,0,0,2180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.6572745,0,0,0,0,1,0,0,64
1102,1986,0,0,0,0,0,9,0,0,0,2561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,13,0,1,0,2.774627,0,0,0,0,0,1,0,81
1102,1987,0,0,0,0,0,10,0,0,0,2648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,2.851786,0,0,0,0,0,0,1,100
1107,1980,0,0,0,1,0,5,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.5433097,0,0,0,0,0,0,0,25
1107,1981,0,0,0,1,0,6,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.5702173,1,0,0,0,0,0,0,36
1107,1982,0,0,0,1,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.6566018,0,1,0,0,0,0,0,49
1107,1983,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.6608716,0,0,1,0,0,0,0,64
1107,1984,0,0,0,1,0,9,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,2.0010002,0,0,0,1,0,0,0,81
1107,1985,0,0,0,1,0,10,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.8713223,0,0,0,0,1,0,0,100
1107,1986,0,0,0,1,0,11,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1.8904754,0,0,0,0,0,1,0,121
1107,1987,0,0,0,1,0,12,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,2.0354323,0,0,0,0,0,0,1,144
1142,1980,0,0,0,0,0,2,0,1,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,0,1,0,1.4131123,0,0,0,0,0,0,0,4
1142,1981,0,0,0,0,0,3,1,1,0,2264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1.6677735,1,0,0,0,0,0,0,9
1142,1982,0,0,0,0,0,4,1,1,0,2310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1.922096,0,1,0,0,0,0,0,16
1142,1983,0,0,0,0,0,5,0,1,0,2175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,1.7413739,0,0,1,0,0,0,0,25
1142,1984,0,0,0,0,0,6,1,1,0,2340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.0110505,0,0,0,1,0,0,0,36
1142,1985,0,0,0,0,0,7,1,1,0,2340,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.223543,0,0,0,0,1,0,0,49
1142,1986,0,0,0,0,0,8,1,1,0,2748,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.0885625,0,0,0,0,0,1,0,64
1142,1987,0,0,0,0,0,9,1,1,0,2451,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2.3413076,0,0,0,0,0,0,1,81
1156,1980,0,1,0,0,0,5,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.3028176,0,0,0,0,0,0,0,25
1156,1981,0,1,0,0,0,6,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.3307245,1,0,0,0,0,0,0,36
1156,1982,0,1,0,0,0,7,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.2995664,0,1,0,0,0,0,0,49
1156,1983,0,1,0,0,0,8,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.6310995,0,0,1,0,0,0,0,64
1156,1984,0,1,0,0,0,9,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.6591535,0,0,0,1,0,0,0,81
1156,1985,0,1,0,0,0,10,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.6481787,0,0,0,0,1,0,0,100
1156,1986,0,1,0,0,0,11,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.5540032,0,0,0,0,0,1,0,121
1156,1987,0,1,0,0,0,12,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,0,1.9337475,0,0,0,0,0,0,1,144
1180,1980,0,0,0,1,0,2,0,0,0,2080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.8534647,0,0,0,0,0,0,0,4
1180,1981,0,0,0,1,0,3,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,1.609438,1,0,0,0,0,0,0,9
1180,1982,0,0,0,1,0,4,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,1,1.6905034,0,1,0,0,0,0,0,16
1180,1983,0,0,0,0,0,5,0,0,0,2510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,1,0,1,1.5374953,0,0,1,0,0,0,0,25
1180,1984,0,0,0,1,0,6,0,0,0,2180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.0410545,0,0,0,1,0,0,0,36
1180,1985,0,0,0,1,0,7,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,1.9201125,0,0,0,0,1,0,0,49
1180,1986,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,2.113619,0,0,0,0,0,1,0,64
1180,1987,0,0,0,1,0,9,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2.217754,0,0,0,0,0,0,1,81
1190,1980,0,1,0,0,0,2,0,0,0,1368,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.5103427,0,0,0,0,0,0,0,4
1190,1981,0,1,0,0,0,3,0,0,0,1960,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.5108571,1,0,0,0,0,0,0,9
1190,1982,0,1,0,0,0,4,0,0,0,2080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.0618947,0,1,0,0,0,0,0,16
1190,1983,0,1,0,0,0,5,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.3507166,0,0,1,0,0,0,0,25
1190,1984,0,1,0,0,0,6,0,0,0,2280,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,1.2160454,0,0,0,1,0,0,0,36
1190,1985,1,1,0,0,0,7,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1.1739107,0,0,0,0,1,0,0,49
1190,1986,0,1,0,0,0,8,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1.3404291,0,0,0,0,0,1,0,64
1190,1987,0,1,0,0,0,9,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1.3815058,0,0,0,0,0,0,1,81
1204,1980,0,0,0,0,0,5,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,1,0,1.6223823,0,0,0,0,0,0,0,25
1204,1981,0,0,0,0,0,6,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,1,1.7525388,1,0,0,0,0,0,0,36
1204,1982,0,0,0,0,0,7,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,1,1,1.9347559,0,1,0,0,0,0,0,49
1204,1983,0,0,0,0,0,8,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,1,1.7785953,0,0,1,0,0,0,0,64
1204,1984,0,0,0,0,0,9,0,0,0,2080,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,1,1.868611,0,0,0,1,0,0,0,81
1204,1985,0,0,0,0,0,10,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,1,2.0110843,0,0,0,0,1,0,0,100
1204,1986,0,0,0,0,0,11,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,1,2.2513723,0,0,0,0,0,1,0,121
1204,1987,0,0,0,0,0,12,0,0,0,2080,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,2.2505436,0,0,0,0,0,0,1,144
1249,1980,0,0,0,0,0,5,0,0,0,2585,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.5307466,0,0,0,0,0,0,0,25
1249,1981,0,0,0,0,0,6,0,0,0,3050,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,1,0,1.3399929,1,0,0,0,0,0,0,36
1249,1982,1,0,0,0,0,7,0,0,0,2460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1.6595691,0,1,0,0,0,0,0,49
1249,1983,1,0,0,0,0,8,0,0,0,2800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1.3834226,0,0,1,0,0,0,0,64
1249,1984,1,0,0,0,0,9,0,0,1,3085,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1.5115062,0,0,0,1,0,0,0,81
