y,price,contract,local,known,tod,seasonal,experiment,id
0,0,5,0,1,1,0,194,17
0,9,1,1,0,0,0,195,17
1,7,1,0,1,0,0,195,17
0,0,0,0,1,1,0,195,17
0,0,5,0,0,0,1,195,17
0,0,5,0,0,1,0,196,17
1,7,0,1,0,0,0,196,17
0,0,1,0,1,0,1,196,17
0,9,0,0,0,0,0,196,17
0,0,5,1,0,0,1,197,17
1,7,1,0,1,0,0,197,17
0,0,0,0,0,1,0,197,17
0,9,1,0,0,0,0,197,17
0,7,1,0,0,0,0,198,17
1,9,0,0,1,0,0,198,17
0,0,5,0,0,1,0,198,17
0,0,1,1,0,0,1,198,17
1,9,0,0,1,0,0,199,17
0,7,0,0,0,0,0,199,17
0,0,1,0,1,0,1,199,17
0,0,5,1,0,1,0,199,17
0,0,0,1,0,0,1,200,17
0,0,1,0,0,1,0,200,17
0,9,1,0,0,0,0,200,17
1,9,5,0,1,0,0,200,17
1,9,0,0,1,0,0,201,17
0,7,5,0,0,0,0,201,17
0,0,1,1,0,0,1,201,17
0,0,0,0,0,1,0,201,17
0,0,1,0,1,0,1,202,17
0,9,0,0,1,0,0,202,17
0,0,0,0,0,1,0,202,17
1,7,5,1,0,0,0,202,17
0,0,5,0,1,0,1,203,17
1,9,0,0,1,0,0,203,17
0,7,1,0,0,0,0,203,17
0,0,0,0,0,1,0,203,17
1,7,5,1,0,0,0,204,18
0,0,1,0,1,0,1,204,18
0,0,0,0,0,1,0,204,18
0,9,0,0,0,0,0,204,18
0,0,5,0,1,1,0,205,18
0,0,5,0,0,0,1,205,18
1,9,1,1,0,0,0,205,18
0,7,0,0,1,0,0,205,18
0,0,1,0,0,0,1,206,18
0,7,0,0,0,0,0,206,18
0,9,0,1,0,0,0,206,18
1,0,5,0,1,1,0,206,18
0,9,1,1,0,0,0,207,18
0,7,1,0,1,0,0,207,18
0,0,0,0,1,1,0,207,18
1,0,5,0,0,0,1,207,18
1,0,5,0,0,1,0,208,18
0,7,0,1,0,0,0,208,18
0,0,1,0,1,0,1,208,18
0,9,0,0,0,0,0,208,18
1,0,5,1,0,0,1,209,18
0,7,1,0,1,0,0,209,18
0,0,0,0,0,1,0,209,18
0,9,1,0,0,0,0,209,18
0,7,1,0,0,0,0,210,18
0,9,0,0,1,0,0,210,18
0,0,5,0,0,1,0,210,18
1,0,1,1,0,0,1,210,18
0,9,0,0,1,0,0,211,18
0,7,0,0,0,0,0,211,18
0,0,1,0,1,0,1,211,18
1,0,5,1,0,1,0,211,18
1,0,0,1,0,0,1,212,18
0,0,1,0,0,1,0,212,18
0,9,1,0,0,0,0,212,18
0,9,5,0,1,0,0,212,18
0,9,0,0,1,0,0,213,18
0,7,5,0,0,0,0,213,18
1,0,1,1,0,0,1,213,18
0,0,0,0,0,1,0,213,18
0,0,1,0,1,0,1,214,18
0,9,0,0,1,0,0,214,18
0,0,0,0,0,1,0,214,18
1,7,5,1,0,0,0,214,18
1,0,5,0,1,0,1,215,18
0,9,0,0,1,0,0,215,18
0,7,1,0,0,0,0,215,18
0,0,0,0,0,1,0,215,18
0,0,0,1,0,0,1,216,19
1,7,5,0,1,0,0,216,19
0,0,1,0,0,1,0,216,19
0,9,1,0,1,0,0,216,19
1,7,5,0,0,0,0,217,19
0,0,1,0,1,1,0,217,19
0,0,0,0,1,0,1,217,19
0,9,5,1,0,0,0,217,19
0,9,1,0,0,0,0,218,19
0,0,1,0,0,1,0,218,19
1,7,5,0,1,0,0,218,19
0,0,0,1,0,0,1,218,19
1,7,5,0,1,0,0,219,19
0,9,1,0,0,0,0,219,19
0,0,0,0,1,1,0,219,19
0,0,1,1,0,0,1,219,19
1,7,5,0,1,0,0,220,19
0,9,1,1,0,0,0,220,19
0,0,0,0,0,0,1,220,19
0,0,5,0,1,1,0,220,19
1,7,0,0,1,0,0,221,19
0,9,5,0,1,0,0,221,19
0,0,1,1,0,1,0,221,19
0,0,5,0,0,0,1,221,19
0,9,5,0,0,0,0,222,19
1,7,1,0,1,0,0,222,19
0,0,0,0,1,1,0,222,19
0,0,0,1,0,0,1,222,19
0,0,1,0,1,0,1,223,19
0,9,1,0,0,0,0,223,19
1,7,0,1,0,0,0,223,19
0,0,5,0,1,1,0,223,19
0,0,0,1,0,1,0,224,19
0,9,1,0,1,0,0,224,19
0,0,0,0,0,0,1,224,19
1,7,5,0,1,0,0,224,19
0,0,0,0,0,0,1,225,19
0,9,0,0,0,0,0,225,19
1,0,1,1,0,1,0,225,19
0,7,5,0,1,0,0,225,19
0,0,5,0,1,0,1,226,19
0,9,0,0,0,0,0,226,19
1,0,1,0,0,1,0,226,19
0,7,5,1,0,0,0,226,19
0,9,0,0,1,0,0,227,19
1,7,1,0,0,0,0,227,19
0,0,1,1,0,0,1,227,19
0,0,5,0,0,1,0,227,19
1,9,5,0,1,0,0,228,20
0,7,1,0,0,0,0,228,20
0,0,0,0,0,0,1,228,20
0,0,5,0,0,0,1,228,20
0,0,1,0,1,1,0,229,20
0,0,5,1,0,0,1,229,20
0,9,5,1,0,0,0,229,20
1,7,0,0,1,0,0,229,20
0,0,1,0,1,0,1,230,20
0,7,0,0,0,0,0,230,20
0,9,0,0,0,0,0,230,20
1,0,5,0,1,1,0,230,20
0,9,1,1,0,0,0,231,20
1,0,5,0,1,1,0,231,20
0,7,0,0,0,0,0,231,20
0,0,5,0,1,0,1,231,20
0,9,5,0,0,0,0,232,20
0,0,0,0,1,0,1,232,20
1,0,1,1,0,1,0,232,20
0,7,5,0,1,0,0,232,20
0,0,0,0,1,0,1,233,20
1,0,5,0,0,1,0,233,20
0,9,5,0,0,0,0,233,20
0,7,1,0,1,0,0,233,20
0,0,1,0,1,1,0,234,20
1,9,5,1,0,0,0,234,20
0,0,5,0,1,0,1,234,20
0,7,0,0,0,0,0,234,20
0,9,0,0,1,0,0,235,20
0,0,1,0,0,0,1,235,20
1,0,1,0,1,1,0,235,20
0,7,5,0,0,0,0,235,20
0,0,5,0,0,0,1,236,20
0,0,0,0,0,1,0,236,20
0,9,1,0,1,0,0,236,20
1,7,1,0,1,0,0,236,20
0,7,5,0,0,0,0,237,20
0,0,1,0,1,1,0,237,20
1,0,0,0,1,0,1,237,20
0,9,1,0,0,0,0,237,20
0,9,5,0,0,0,0,238,20
1,0,1,0,0,1,0,238,20
0,7,5,0,1,0,0,238,20
0,0,0,1,0,0,1,238,20
1,9,5,0,0,0,0,239,20
0,7,0,0,0,0,0,239,20
0,0,0,0,1,1,0,239,20
0,0,1,0,1,0,1,239,20
1,0,0,1,0,1,0,240,21
0,7,1,0,0,0,0,240,21
0,9,5,0,1,0,0,240,21
0,0,5,0,1,0,1,240,21
0,9,5,0,1,0,0,241,21
0,0,0,0,0,0,1,241,21
0,7,1,0,0,0,0,241,21
1,0,0,1,0,1,0,241,21
0,7,0,0,0,0,0,242,21
1,0,0,0,1,1,0,242,21
0,0,5,0,1,0,1,242,21
0,9,1,0,0,0,0,242,21
0,7,5,1,0,0,0,243,21
0,0,1,0,0,0,1,243,21
0,0,5,0,0,1,0,243,21
1,9,0,0,1,0,0,243,21
0,0,0,0,1,0,1,244,21
0,0,1,0,0,1,0,244,21
1,9,0,0,1,0,0,244,21
0,7,5,1,0,0,0,244,21
0,0,5,0,0,0,1,245,21
0,0,1,0,0,1,0,245,21
0,9,5,1,0,0,0,245,21
1,7,0,0,1,0,0,245,21
0,9,5,0,1,0,0,246,21
1,0,0,0,1,1,0,246,21
0,0,5,1,0,0,1,246,21
0,7,1,0,0,0,0,246,21
0,9,1,0,1,0,0,247,21
1,7,0,1,0,0,0,247,21
0,0,5,0,1,1,0,247,21
0,0,0,0,0,0,1,247,21
0,0,0,0,0,1,0,248,21
1,9,1,0,0,0,0,248,21
0,0,5,0,0,0,1,248,21
0,0,5,0,1,0,1,248,21
0,9,5,0,1,0,0,249,21
0,0,5,0,0,0,1,249,21
0,7,1,0,0,0,0,249,21
1,0,0,0,0,1,0,249,21
0,7,1,0,0,0,0,250,21
1,0,0,0,0,1,0,250,21
0,0,5,1,0,0,1,250,21
0,9,5,0,1,0,0,250,21
0,0,0,0,0,1,0,251,21
1,0,1,0,1,0,1,251,21
0,7,5,0,0,0,0,251,21
0,9,0,0,0,0,0,251,21
1,7,5,0,1,0,0,252,22
0,9,1,1,0,0,0,252,22
0,0,0,0,0,0,1,252,22
0,0,5,0,1,1,0,252,22
0,7,0,0,1,0,0,253,22
0,9,5,0,1,0,0,253,22
1,0,1,1,0,1,0,253,22
0,0,5,0,0,0,1,253,22
0,9,5,0,0,0,0,254,22
1,7,1,0,1,0,0,254,22
0,0,0,0,1,1,0,254,22
0,0,0,1,0,0,1,254,22
0,0,1,0,1,0,1,255,22
0,9,1,0,0,0,0,255,22
1,7,0,1,0,0,0,255,22
0,0,5,0,1,1,0,255,22
1,0,0,1,0,1,0,256,22
0,9,1,0,1,0,0,256,22
0,0,0,0,0,0,1,256,22
0,7,5,0,1,0,0,256,22
0,0,0,0,0,0,1,257,22
0,9,0,0,0,0,0,257,22
1,0,1,1,0,1,0,257,22
0,7,5,0,1,0,0,257,22
0,0,5,0,1,0,1,258,22
0,9,0,0,0,0,0,258,22
1,0,1,0,0,1,0,258,22
0,7,5,1,0,0,0,258,22
0,9,0,0,1,0,0,259,22
1,7,1,0,0,0,0,259,22
0,0,1,1,0,0,1,259,22
0,0,5,0,0,1,0,259,22
0,0,5,0,1,0,1,260,22
0,0,5,0,0,1,0,260,22
0,9,0,0,1,0,0,260,22
1,7,1,0,0,0,0,260,22
0,0,1,0,1,0,1,261,22
0,0,5,1,0,1,0,261,22
1,7,0,0,0,0,0,261,22
0,9,0,0,1,0,0,261,22
0,9,5,0,1,0,0,262,22
0,0,0,0,1,1,0,262,22
0,0,5,1,0,0,1,262,22
1,7,1,0,0,0,0,262,22
1,0,1,0,1,1,0,263,22
0,7,5,0,0,0,0,263,22
0,9,5,1,0,0,0,263,22
0,0,0,0,1,0,1,263,22
1,9,5,0,1,0,0,264,23
0,7,1,0,0,0,0,264,23
0,0,0,0,0,0,1,264,23
0,0,5,0,0,0,1,264,23
0,0,1,0,1,1,0,265,23
1,0,5,1,0,0,1,265,23
0,9,5,1,0,0,0,265,23
0,7,0,0,1,0,0,265,23
1,0,1,0,1,0,1,266,23
0,7,0,0,0,0,0,266,23
0,9,0,0,0,0,0,266,23
0,0,5,0,1,1,0,266,23
1,9,1,1,0,0,0,267,23
0,0,5,0,1,1,0,267,23
0,7,0,0,0,0,0,267,23
0,0,5,0,1,0,1,267,23
0,9,5,0,0,0,0,268,23
0,0,0,0,1,0,1,268,23
1,0,1,1,0,1,0,268,23
0,7,5,0,1,0,0,268,23
1,0,0,0,1,0,1,269,23
0,0,5,0,0,1,0,269,23
0,9,5,0,0,0,0,269,23
0,7,1,0,1,0,0,269,23
0,0,1,0,1,1,0,270,23
1,9,5,1,0,0,0,270,23
0,0,5,0,1,0,1,270,23
0,7,0,0,0,0,0,270,23
1,9,0,0,1,0,0,271,23
0,0,1,0,0,0,1,271,23
0,0,1,0,1,1,0,271,23
0,7,5,0,0,0,0,271,23
0,0,5,0,0,0,1,272,23
0,0,0,0,0,1,0,272,23
1,9,1,0,1,0,0,272,23
0,7,1,0,1,0,0,272,23
0,7,5,0,0,0,0,273,23
1,0,1,0,1,1,0,273,23
0,0,0,0,1,0,1,273,23
0,9,1,0,0,0,0,273,23
0,9,5,0,0,0,0,274,23
0,0,1,0,0,1,0,274,23
0,7,5,0,1,0,0,274,23
1,0,0,1,0,0,1,274,23
0,9,5,0,0,0,0,275,23
0,7,0,0,0,0,0,275,23
1,0,0,0,1,1,0,275,23
0,0,1,0,1,0,1,275,23
0,9,5,0,0,0,0,276,24
1,0,0,0,1,0,1,276,24
0,0,1,1,0,1,0,276,24
0,7,5,0,1,0,0,276,24
1,0,0,0,1,0,1,277,24
0,0,5,0,0,1,0,277,24
0,9,5,0,0,0,0,277,24
0,7,1,0,1,0,0,277,24
0,0,1,0,1,1,0,278,24
0,9,5,1,0,0,0,278,24
1,0,5,0,1,0,1,278,24
0,7,0,0,0,0,0,278,24
0,9,0,0,1,0,0,279,24
1,0,1,0,0,0,1,279,24
0,0,1,0,1,1,0,279,24
0,7,5,0,0,0,0,279,24
0,0,5,0,0,0,1,280,24
0,0,0,0,0,1,0,280,24
0,9,1,0,1,0,0,280,24
1,7,1,0,1,0,0,280,24
0,7,5,0,0,0,0,281,24
0,0,1,0,1,1,0,281,24
1,0,0,0,1,0,1,281,24
0,9,1,0,0,0,0,281,24
0,9,5,0,0,0,0,282,24
0,0,1,0,0,1,0,282,24
0,7,5,0,1,0,0,282,24
1,0,0,1,0,0,1,282,24
0,9,5,0,0,0,0,283,24
0,7,0,0,0,0,0,283,24
0,0,0,0,1,1,0,283,24
1,0,1,0,1,0,1,283,24
0,0,0,0,1,0,1,284,24
1,9,1,1,0,0,0,284,24
0,7,5,0,0,0,0,284,24
0,0,5,0,1,1,0,284,24
0,7,0,0,1,0,0,285,24
0,0,5,0,1,1,0,285,24
0,9,1,1,0,0,0,285,24
1,0,1,0,0,0,1,285,24
0,0,5,1,0,1,0,286,24
0,9,1,0,1,0,0,286,24
0,7,0,0,0,0,0,286,24
1,0,0,0,1,0,1,286,24
0,0,1,0,1,1,0,287,24
0,9,5,0,1,0,0,287,24
1,7,0,1,0,0,0,287,24
0,0,1,0,1,0,1,287,24
0,0,0,1,0,1,0,288,25
0,7,1,0,0,0,0,288,25
1,9,5,0,1,0,0,288,25
0,0,5,0,1,0,1,288,25
1,9,5,0,1,0,0,289,25
0,0,0,0,0,0,1,289,25
0,7,1,0,0,0,0,289,25
0,0,0,1,0,1,0,289,25
1,7,0,0,0,0,0,290,25
0,0,0,0,1,1,0,290,25
0,0,5,0,1,0,1,290,25
0,9,1,0,0,0,0,290,25
1,7,5,1,0,0,0,291,25
0,0,1,0,0,0,1,291,25
0,0,5,0,0,1,0,291,25
0,9,0,0,1,0,0,291,25
0,0,0,0,1,0,1,292,25
0,0,1,0,0,1,0,292,25
1,9,0,0,1,0,0,292,25
0,7,5,1,0,0,0,292,25
0,0,5,0,0,0,1,293,25
0,0,1,0,0,1,0,293,25
0,9,5,1,0,0,0,293,25
1,7,0,0,1,0,0,293,25
1,9,5,0,1,0,0,294,25
0,0,0,0,1,1,0,294,25
0,0,5,1,0,0,1,294,25
0,7,1,0,0,0,0,294,25
0,9,1,0,1,0,0,295,25
1,7,0,1,0,0,0,295,25
0,0,5,0,1,1,0,295,25
0,0,0,0,0,0,1,295,25
0,0,0,0,0,1,0,296,25
0,9,1,0,0,0,0,296,25
0,0,5,0,0,0,1,296,25
1,0,5,0,1,0,1,296,25
1,9,5,0,1,0,0,297,25
0,0,5,0,0,0,1,297,25
0,7,1,0,0,0,0,297,25
0,0,0,0,0,1,0,297,25
0,7,1,0,0,0,0,298,25
0,0,0,0,0,1,0,298,25
0,0,5,1,0,0,1,298,25
1,9,5,0,1,0,0,298,25
0,0,0,0,0,1,0,299,25
1,0,1,0,1,0,1,299,25
0,7,5,0,0,0,0,299,25
0,9,0,0,0,0,0,299,25
0,9,0,0,0,0,0,300,26
0,0,0,0,1,0,1,300,26
1,0,1,1,0,1,0,300,26
0,7,5,0,1,0,0,300,26
0,0,0,0,0,1,0,301,26
0,7,5,0,0,0,0,301,26
1,0,0,1,0,0,1,301,26
0,9,1,0,1,0,0,301,26
1,0,1,0,0,1,0,302,26
0,9,5,0,1,0,0,302,26
0,0,5,0,1,0,1,302,26
0,7,0,0,0,0,0,302,26
0,9,0,1,0,0,0,303,26
0,7,5,0,0,0,0,303,26
1,0,1,0,1,0,1,303,26
0,0,1,0,0,1,0,303,26
1,0,0,1,0,1,0,304,26
0,7,1,0,0,0,0,304,26
0,9,5,0,1,0,0,304,26
0,0,5,0,1,0,1,304,26
0,9,5,0,1,0,0,305,26
0,0,0,0,0,0,1,305,26
0,7,1,0,0,0,0,305,26
1,0,0,1,0,1,0,305,26
0,7,0,0,0,0,0,306,26
0,0,0,0,1,1,0,306,26
1,0,5,0,1,0,1,306,26
0,9,1,0,0,0,0,306,26
1,7,5,1,0,0,0,307,26
0,0,1,0,0,0,1,307,26
0,0,5,0,0,1,0,307,26
0,9,0,0,1,0,0,307,26
0,0,0,0,1,0,1,308,26
0,0,1,0,0,1,0,308,26
0,9,0,0,1,0,0,308,26
1,7,5,1,0,0,0,308,26
0,0,5,0,0,0,1,309,26
0,0,1,0,0,1,0,309,26
1,9,5,1,0,0,0,309,26
0,7,0,0,1,0,0,309,26
0,9,5,0,1,0,0,310,26
1,0,0,0,1,1,0,310,26
0,0,5,1,0,0,1,310,26
0,7,1,0,0,0,0,310,26
1,9,1,0,1,0,0,311,26
0,7,0,1,0,0,0,311,26
0,0,5,0,1,1,0,311,26
0,0,0,0,0,0,1,311,26
0,7,5,0,1,0,0,312,27
0,9,1,1,0,0,0,312,27
0,0,0,0,0,0,1,312,27
1,0,5,0,1,1,0,312,27
1,7,0,0,1,0,0,313,27
0,9,5,0,1,0,0,313,27
0,0,1,1,0,1,0,313,27
0,0,5,0,0,0,1,313,27
0,9,5,0,0,0,0,314,27
0,7,1,0,1,0,0,314,27
1,0,0,0,1,1,0,314,27
0,0,0,1,0,0,1,314,27
0,0,1,0,1,0,1,315,27
0,9,1,0,0,0,0,315,27
1,7,0,1,0,0,0,315,27
0,0,5,0,1,1,0,315,27
1,0,0,1,0,1,0,316,27
0,9,1,0,1,0,0,316,27
0,0,0,0,0,0,1,316,27
0,7,5,0,1,0,0,316,27
0,0,0,0,0,0,1,317,27
0,9,0,0,0,0,0,317,27
1,0,1,1,0,1,0,317,27
0,7,5,0,1,0,0,317,27
0,0,5,0,1,0,1,318,27
0,9,0,0,0,0,0,318,27
0,0,1,0,0,1,0,318,27
1,7,5,1,0,0,0,318,27
0,9,0,0,1,0,0,319,27
0,7,1,0,0,0,0,319,27
1,0,1,1,0,0,1,319,27
0,0,5,0,0,1,0,319,27
0,0,5,0,1,0,1,320,27
0,0,5,0,0,1,0,320,27
1,9,0,0,1,0,0,320,27
0,7,1,0,0,0,0,320,27
1,0,1,0,1,0,1,321,27
0,0,5,1,0,1,0,321,27
0,7,0,0,0,0,0,321,27
0,9,0,0,1,0,0,321,27
0,9,5,0,1,0,0,322,27
1,0,0,0,1,1,0,322,27
0,0,5,1,0,0,1,322,27
0,7,1,0,0,0,0,322,27
0,0,1,0,1,1,0,323,27
0,7,5,0,0,0,0,323,27
0,9,5,1,0,0,0,323,27
1,0,0,0,1,0,1,323,27
1,7,5,0,1,0,0,324,28
0,9,1,1,0,0,0,324,28
0,0,0,0,0,0,1,324,28
0,0,5,0,1,1,0,324,28
1,7,0,0,1,0,0,325,28
0,9,5,0,1,0,0,325,28
0,0,1,1,0,1,0,325,28
0,0,5,0,0,0,1,325,28
0,9,5,0,0,0,0,326,28
1,7,1,0,1,0,0,326,28
0,0,0,0,1,1,0,326,28
0,0,0,1,0,0,1,326,28
0,0,1,0,1,0,1,327,28
0,9,1,0,0,0,0,327,28
1,7,0,1,0,0,0,327,28
0,0,5,0,1,1,0,327,28
0,0,0,1,0,1,0,328,28
0,9,1,0,1,0,0,328,28
0,0,0,0,0,0,1,328,28
1,7,5,0,1,0,0,328,28
0,0,0,0,0,0,1,329,28
0,9,0,0,0,0,0,329,28
0,0,1,1,0,1,0,329,28
1,7,5,0,1,0,0,329,28
0,0,5,0,1,0,1,330,28
0,9,0,0,0,0,0,330,28
0,0,1,0,0,1,0,330,28
1,7,5,1,0,0,0,330,28
1,9,0,0,1,0,0,331,28
0,7,1,0,0,0,0,331,28
0,0,1,1,0,0,1,331,28
0,0,5,0,0,1,0,331,28
0,0,5,0,1,0,1,332,28
0,0,5,0,0,1,0,332,28
0,9,0,0,1,0,0,332,28
1,7,1,0,0,0,0,332,28
0,0,1,0,1,0,1,333,28
0,0,5,1,0,1,0,333,28
0,7,0,0,0,0,0,333,28
1,9,0,0,1,0,0,333,28
1,9,5,0,1,0,0,334,28
0,0,0,0,1,1,0,334,28
0,0,5,1,0,0,1,334,28
0,7,1,0,0,0,0,334,28
0,0,1,0,1,1,0,335,28
0,7,5,0,0,0,0,335,28
1,9,5,1,0,0,0,335,28
0,0,0,0,1,0,1,335,28
0,0,0,1,0,1,0,336,29
1,7,1,0,0,0,0,336,29
0,9,5,0,1,0,0,336,29
0,0,5,0,1,0,1,336,29
0,9,5,0,1,0,0,337,29
0,0,0,0,0,0,1,337,29
0,7,1,0,0,0,0,337,29
1,0,0,1,0,1,0,337,29
1,7,0,0,0,0,0,338,29
0,0,0,0,1,1,0,338,29
0,0,5,0,1,0,1,338,29
0,9,1,0,0,0,0,338,29
0,7,5,1,0,0,0,339,29
0,0,1,0,0,0,1,339,29
0,0,5,0,0,1,0,339,29
1,9,0,0,1,0,0,339,29
0,0,0,0,1,0,1,340,29
0,0,1,0,0,1,0,340,29
1,9,0,0,1,0,0,340,29
0,7,5,1,0,0,0,340,29
0,0,5,0,0,0,1,341,29
0,0,1,0,0,1,0,341,29
0,9,5,1,0,0,0,341,29
1,7,0,0,1,0,0,341,29
0,9,5,0,1,0,0,342,29
0,0,0,0,1,1,0,342,29
0,0,5,1,0,0,1,342,29
1,7,1,0,0,0,0,342,29
0,9,1,0,1,0,0,343,29
1,7,0,1,0,0,0,343,29
0,0,5,0,1,1,0,343,29
0,0,0,0,0,0,1,343,29
1,0,0,0,0,1,0,344,29
0,9,1,0,0,0,0,344,29
0,0,5,0,0,0,1,344,29
0,0,5,0,1,0,1,344,29
0,9,5,0,1,0,0,345,29
0,0,5,0,0,0,1,345,29
0,7,1,0,0,0,0,345,29
1,0,0,0,0,1,0,345,29
0,7,1,0,0,0,0,346,29
1,0,0,0,0,1,0,346,29
0,0,5,1,0,0,1,346,29
0,9,5,0,1,0,0,346,29
0,0,0,0,0,1,0,347,29
0,0,1,0,1,0,1,347,29
1,7,5,0,0,0,0,347,29
0,9,0,0,0,0,0,347,29
1,7,5,1,0,0,0,348,30
0,0,1,0,1,0,1,348,30
0,0,0,0,0,1,0,348,30
0,9,0,0,0,0,0,348,30
0,0,5,0,1,1,0,349,30
0,0,5,0,0,0,1,349,30
0,9,1,1,0,0,0,349,30
1,7,0,0,1,0,0,349,30
0,0,1,0,0,0,1,350,30
0,7,0,0,0,0,0,350,30
1,9,0,1,0,0,0,350,30
0,0,5,0,1,1,0,350,30
0,9,1,1,0,0,0,351,30
1,7,1,0,1,0,0,351,30
0,0,0,0,1,1,0,351,30
0,0,5,0,0,0,1,351,30
0,0,5,0,0,1,0,352,30
1,7,0,1,0,0,0,352,30
0,0,1,0,1,0,1,352,30
0,9,0,0,0,0,0,352,30
0,0,5,1,0,0,1,353,30
1,7,1,0,1,0,0,353,30
0,0,0,0,0,1,0,353,30
0,9,1,0,0,0,0,353,30
1,7,1,0,0,0,0,354,30
0,9,0,0,1,0,0,354,30
0,0,5,0,0,1,0,354,30
0,0,1,1,0,0,1,354,30
0,9,0,0,1,0,0,355,30
1,7,0,0,0,0,0,355,30
0,0,1,0,1,0,1,355,30
0,0,5,1,0,1,0,355,30
0,0,0,1,0,0,1,356,30
0,0,1,0,0,1,0,356,30
1,9,1,0,0,0,0,356,30
0,9,5,0,1,0,0,356,30
1,9,0,0,1,0,0,357,30
0,7,5,0,0,0,0,357,30
0,0,1,1,0,0,1,357,30
0,0,0,0,0,1,0,357,30
0,0,1,0,1,0,1,358,30
1,9,0,0,1,0,0,358,30
0,0,0,0,0,1,0,358,30
0,7,5,1,0,0,0,358,30
0,0,5,0,1,0,1,359,30
0,9,0,0,1,0,0,359,30
1,7,1,0,0,0,0,359,30
0,0,0,0,0,1,0,359,30
0,0,5,0,1,1,0,360,31
1,9,0,1,0,0,0,360,31
0,0,1,0,1,0,1,360,31
0,7,5,0,0,0,0,360,31
0,0,5,1,0,0,1,361,31
0,7,1,0,0,0,0,361,31
1,0,0,0,0,1,0,361,31
0,9,1,0,0,0,0,361,31
0,0,1,0,0,1,0,362,31
1,7,5,0,1,0,0,362,31
0,0,0,0,0,1,0,362,31
0,0,1,0,0,0,1,362,31
0,9,0,0,1,0,0,363,31
1,7,0,0,0,0,0,363,31
0,0,1,0,1,0,1,363,31
0,0,5,1,0,1,0,363,31
0,7,5,1,0,0,0,364,31
1,0,1,0,1,0,1,364,31
0,0,0,0,0,1,0,364,31
0,9,0,0,0,0,0,364,31
0,0,5,0,1,1,0,365,31
1,0,5,0,0,0,1,365,31
0,9,1,1,0,0,0,365,31
0,7,0,0,1,0,0,365,31
0,0,1,0,0,0,1,366,31
1,7,0,0,0,0,0,366,31
0,9,0,1,0,0,0,366,31
0,0,5,0,1,1,0,366,31
0,9,1,1,0,0,0,367,31
0,7,1,0,1,0,0,367,31
1,0,0,0,1,1,0,367,31
0,0,5,0,0,0,1,367,31
0,0,5,0,0,1,0,368,31
1,7,0,1,0,0,0,368,31
0,0,1,0,1,0,1,368,31
0,9,0,0,0,0,0,368,31
0,0,5,1,0,0,1,369,31
1,7,1,0,1,0,0,369,31
0,0,0,0,0,1,0,369,31
0,9,1,0,0,0,0,369,31
0,7,1,0,0,0,0,370,31
0,9,0,0,1,0,0,370,31
1,0,5,0,0,1,0,370,31
0,0,1,1,0,0,1,370,31
0,9,0,0,1,0,0,371,31
1,7,0,0,0,0,0,371,31
0,0,1,0,1,0,1,371,31
0,0,5,1,0,1,0,371,31
0,9,5,0,0,0,0,372,32
0,0,0,0,1,0,1,372,32
1,0,1,1,0,1,0,372,32
0,7,5,0,1,0,0,372,32
1,0,0,0,1,0,1,373,32
0,0,5,0,0,1,0,373,32
0,9,5,0,0,0,0,373,32
0,7,1,0,1,0,0,373,32
1,0,1,0,1,1,0,374,32
0,9,5,1,0,0,0,374,32
0,0,5,0,1,0,1,374,32
0,7,0,0,0,0,0,374,32
0,9,0,0,1,0,0,375,32
0,0,1,0,0,0,1,375,32
1,0,1,0,1,1,0,375,32
0,7,5,0,0,0,0,375,32
0,0,5,0,0,0,1,376,32
0,0,0,0,0,1,0,376,32
0,9,1,0,1,0,0,376,32
1,7,1,0,1,0,0,376,32
0,7,5,0,0,0,0,377,32
0,0,1,0,1,1,0,377,32
0,0,0,0,1,0,1,377,32
1,9,1,0,0,0,0,377,32
0,9,5,0,0,0,0,378,32
0,0,1,0,0,1,0,378,32
1,7,5,0,1,0,0,378,32
0,0,0,1,0,0,1,378,32
0,9,5,0,0,0,0,379,32
0,7,0,0,0,0,0,379,32
0,0,0,0,1,1,0,379,32
1,0,1,0,1,0,1,379,32
0,0,0,0,1,0,1,380,32
1,9,1,1,0,0,0,380,32
0,7,5,0,0,0,0,380,32
0,0,5,0,1,1,0,380,32
0,7,0,0,1,0,0,381,32
0,0,5,0,1,1,0,381,32
1,9,1,1,0,0,0,381,32
0,0,1,0,0,0,1,381,32
0,0,5,1,0,1,0,382,32
1,9,1,0,1,0,0,382,32
0,7,0,0,0,0,0,382,32
0,0,0,0,1,0,1,382,32
0,0,1,0,1,1,0,383,32
1,9,5,0,1,0,0,383,32
0,7,0,1,0,0,0,383,32
0,0,1,0,1,0,1,383,32
0,9,0,0,0,0,0,384,33
0,0,0,0,1,0,1,384,33
0,0,1,1,0,1,0,384,33
1,7,5,0,1,0,0,384,33
0,0,0,0,0,1,0,385,33
0,7,5,0,0,0,0,385,33
0,0,0,1,0,0,1,385,33
1,9,1,0,1,0,0,385,33
0,0,1,0,0,1,0,386,33
0,9,5,0,1,0,0,386,33
0,0,5,0,1,0,1,386,33
1,7,0,0,0,0,0,386,33
1,9,0,1,0,0,0,387,33
0,7,5,0,0,0,0,387,33
0,0,1,0,1,0,1,387,33
0,0,1,0,0,1,0,387,33
0,0,0,1,0,1,0,388,33
1,7,1,0,0,0,0,388,33
0,9,5,0,1,0,0,388,33
