school,class,thk,prethk,cc,tv
508,508103,3,4,0,1
508,508103,4,4,0,1
508,508103,2,3,0,1
508,508103,1,3,0,1
508,508103,1,3,0,1
508,508103,3,5,0,1
508,508103,4,3,0,1
508,508103,2,3,0,1
508,508103,3,2,0,1
508,508103,1,1,0,1
508,508103,2,4,0,1
508,508103,4,2,0,1
508,508103,1,2,0,1
508,508103,4,3,0,1
508,508103,1,1,0,1
508,508103,2,2,0,1
508,508104,1,2,0,1
508,508104,3,2,0,1
508,508104,4,2,0,1
508,508104,4,2,0,1
508,508104,2,1,0,1
508,508104,4,4,0,1
508,508104,2,1,0,1
508,508104,4,4,0,1
508,508104,4,4,0,1
508,508104,4,4,0,1
508,508104,3,3,0,1
508,508104,2,4,0,1
508,508104,2,0,0,1
508,508104,4,4,0,1
508,508104,4,2,0,1
508,508104,2,4,0,1
508,508104,4,3,0,1
508,508104,2,3,0,1
508,508104,2,2,0,1
509,509101,3,2,1,0
509,509101,1,0,1,0
509,509101,2,2,1,0
509,509101,4,1,1,0
509,509101,2,3,1,0
509,509101,2,4,1,0
509,509101,4,3,1,0
509,509101,3,2,1,0
509,509101,3,2,1,0
509,509101,2,2,1,0
509,509101,3,1,1,0
509,509101,3,0,1,0
509,509101,2,1,1,0
509,509101,3,2,1,0
509,509102,4,1,1,0
509,509102,3,0,1,0
509,509102,1,0,1,0
509,509102,4,4,1,0
509,509102,4,5,1,0
509,509103,3,1,1,0
509,509103,1,2,1,0
509,509103,2,2,1,0
509,509103,1,1,1,0
509,509103,2,1,1,0
509,509103,2,0,1,0
509,509103,2,3,1,0
509,509103,1,0,1,0
509,509103,1,1,1,0
509,509103,1,4,1,0
509,509103,4,0,1,0
509,509103,1,2,1,0
509,509103,3,2,1,0
509,509103,1,2,1,0
509,509104,3,2,1,0
509,509104,4,0,1,0
509,509104,2,2,1,0
509,509104,4,2,1,0
509,509104,4,3,1,0
509,509104,3,1,1,0
509,509104,3,2,1,0
509,509104,3,1,1,0
509,509104,3,1,1,0
509,509104,3,0,1,0
509,509104,2,2,1,0
509,509104,3,3,1,0
509,509104,4,3,1,0
509,509104,3,4,1,0
509,509104,1,2,1,0
509,509104,3,2,1,0
509,509104,4,2,1,0
509,509104,3,0,1,0
509,509104,4,4,1,0
509,509104,3,1,1,0
509,509104,4,3,1,0
509,509104,3,2,1,0
509,509104,2,2,1,0
509,509104,1,0,1,0
509,509104,1,0,1,0
509,509104,4,3,1,0
509,509104,3,1,1,0
509,509104,3,2,1,0
509,509105,4,1,1,0
509,509105,3,2,1,0
509,509105,1,1,1,0
509,509105,1,2,1,0
509,509105,1,2,1,0
509,509105,3,1,1,0
509,509105,3,2,1,0
509,509105,3,2,1,0
509,509105,2,0,1,0
509,509105,4,3,1,0
509,509105,4,2,1,0
509,509105,2,2,1,0
509,509105,2,2,1,0
509,509105,1,0,1,0
509,509105,4,1,1,0
509,509106,1,2,1,0
509,509106,4,4,1,0
509,509106,3,1,1,0
509,509106,2,2,1,0
509,509106,2,3,1,0
509,509106,2,2,1,0
509,509106,4,5,1,0
509,509106,3,2,1,0
509,509106,4,2,1,0
509,509106,3,3,1,0
509,509106,2,0,1,0
509,509106,3,1,1,0
509,509106,3,1,1,0
509,509106,4,1,1,0
509,509106,4,1,1,0
509,509107,3,3,1,0
509,509107,3,5,1,0
509,509107,4,3,1,0
509,509107,4,1,1,0
509,509107,2,1,1,0
509,509107,3,2,1,0
509,509107,3,4,1,0
509,509107,2,1,1,0
509,509107,1,0,1,0
509,509107,2,1,1,0
509,509107,4,1,1,0
509,509108,2,0,1,0
509,509108,2,2,1,0
509,509108,1,2,1,0
509,509108,4,1,1,0
509,509108,2,2,1,0
509,509108,3,3,1,0
509,509108,2,2,1,0
509,509108,3,1,1,0
509,509108,1,1,1,0
509,509108,2,1,1,0
509,509108,4,2,1,0
509,509108,1,1,1,0
510,510101,2,3,1,0
510,510101,2,1,1,0
510,510101,2,2,1,0
510,510101,1,2,1,0
510,510101,2,4,1,0
510,510101,2,3,1,0
510,510101,4,2,1,0
510,510101,1,1,1,0
510,510101,2,1,1,0
510,510101,4,2,1,0
510,510101,4,1,1,0
510,510102,4,2,1,0
510,510102,2,1,1,0
510,510102,2,2,1,0
510,510102,4,4,1,0
510,510102,1,3,1,0
510,510102,4,3,1,0
510,510102,1,2,1,0
510,510102,4,4,1,0
510,510102,4,3,1,0
510,510102,4,1,1,0
510,510102,4,3,1,0
510,510103,4,3,1,0
510,510103,4,3,1,0
510,510103,3,0,1,0
510,510103,4,3,1,0
510,510103,4,4,1,0
510,510103,1,1,1,0
510,510103,1,1,1,0
510,510103,4,3,1,0
510,510103,3,2,1,0
510,510103,2,1,1,0
510,510103,2,3,1,0
510,510103,1,0,1,0
510,510103,1,3,1,0
510,510103,1,1,1,0
510,510103,1,1,1,0
510,510104,1,0,1,0
510,510104,3,3,1,0
510,510104,4,3,1,0
510,510104,4,1,1,0
510,510104,4,2,1,0
510,510104,1,3,1,0
510,510104,2,0,1,0
510,510104,2,2,1,0
510,510104,1,1,1,0
510,510104,4,4,1,0
510,510104,1,3,1,0
510,510104,3,3,1,0
510,510104,1,3,1,0
510,510104,4,5,1,0
510,510104,3,2,1,0
510,510104,4,2,1,0
510,510104,3,3,1,0
510,510105,2,3,1,0
510,510105,2,2,1,0
510,510105,4,1,1,0
510,510105,3,2,1,0
510,510105,3,2,1,0
510,510105,4,0,1,0
510,510105,2,2,1,0
510,510105,4,2,1,0
510,510105,4,2,1,0
510,510105,4,2,1,0
510,510105,2,2,1,0
510,510105,2,1,1,0
510,510105,4,4,1,0
510,510105,4,5,1,0
510,510105,1,2,1,0
510,510105,3,3,1,0
510,510105,2,2,1,0
510,510105,4,2,1,0
510,510105,1,2,1,0
510,510105,4,1,1,0
510,510105,4,5,1,0
510,510105,4,4,1,0
510,510105,4,3,1,0
510,510105,4,2,1,0
510,510106,4,2,1,0
510,510106,1,1,1,0
510,510106,4,4,1,0
510,510106,3,3,1,0
510,510106,3,2,1,0
510,510106,3,2,1,0
510,510106,3,2,1,0
510,510106,4,3,1,0
510,510106,2,1,1,0
510,510106,3,2,1,0
510,510106,4,5,1,0
510,510106,3,1,1,0
510,510106,4,4,1,0
510,510106,4,4,1,0
510,510106,3,4,1,0
510,510106,2,2,1,0
510,510106,3,0,1,0
510,510106,3,2,1,0
510,510106,4,2,1,0
510,510106,1,3,1,0
510,510107,4,2,1,0
510,510107,1,1,1,0
510,510107,4,5,1,0
510,510107,3,2,1,0
510,510107,3,3,1,0
510,510107,4,1,1,0
510,510107,1,3,1,0
510,510107,1,0,1,0
510,510107,4,1,1,0
510,510107,4,1,1,0
510,510107,1,1,1,0
510,510107,4,4,1,0
510,510107,4,1,1,0
510,510107,4,3,1,0
510,510107,4,1,1,0
513,513101,2,1,0,0
513,513101,1,1,0,0
513,513101,4,3,0,0
513,513101,1,2,0,0
513,513101,3,3,0,0
513,513101,2,1,0,0
513,513102,1,3,0,0
513,513102,2,4,0,0
513,513102,1,3,0,0
513,513102,3,1,0,0
513,513102,2,1,0,0
513,513102,2,3,0,0
513,513102,1,3,0,0
513,513102,1,0,0,0
513,513103,3,3,0,0
513,513103,2,1,0,0
513,513103,2,1,0,0
513,513103,2,1,0,0
513,513103,2,0,0,0
513,513103,2,1,0,0
513,513103,1,1,0,0
513,513103,1,1,0,0
513,513103,1,4,0,0
513,513103,4,1,0,0
513,513103,2,3,0,0
513,513103,2,3,0,0
513,513103,2,3,0,0
513,513103,1,2,0,0
513,513104,2,1,0,0
513,513104,2,2,0,0
513,513104,1,0,0,0
513,513104,3,3,0,0
513,513104,3,3,0,0
514,514101,3,3,1,1
514,514101,3,3,1,1
514,514101,4,1,1,1
514,514101,3,2,1,1
514,514101,3,2,1,1
514,514101,4,1,1,1
514,514101,2,3,1,1
514,514101,3,2,1,1
514,514101,4,2,1,1
514,514101,2,1,1,1
514,514101,2,3,1,1
514,514102,1,1,1,1
514,514102,1,2,1,1
514,514102,4,1,1,1
514,514102,2,1,1,1
514,514102,3,2,1,1
514,514102,3,2,1,1
514,514102,4,1,1,1
514,514102,2,1,1,1
514,514102,4,2,1,1
514,514103,3,1,1,1
514,514103,3,2,1,1
514,514103,4,2,1,1
514,514103,4,3,1,1
514,514103,4,0,1,1
514,514103,2,1,1,1
514,514103,1,0,1,1
514,514103,3,1,1,1
514,514103,2,3,1,1
514,514103,3,2,1,1
514,514103,1,3,1,1
514,514103,2,1,1,1
514,514103,1,3,1,1
514,514103,3,1,1,1
514,514103,2,1,1,1
514,514103,3,3,1,1
514,514103,1,0,1,1
514,514104,3,2,1,1
514,514104,1,2,1,1
514,514104,3,3,1,1
514,514104,2,3,1,1
514,514104,3,3,1,1
514,514104,1,2,1,1
514,514104,1,1,1,1
514,514104,2,0,1,1
514,514104,2,1,1,1
514,514104,3,3,1,1
514,514104,4,1,1,1
514,514104,2,0,1,1
514,514104,3,1,1,1
514,514104,4,4,1,1
514,514105,3,0,1,1
514,514105,2,0,1,1
514,514105,4,4,1,1
514,514105,4,3,1,1
514,514105,4,2,1,1
514,514105,4,1,1,1
514,514105,3,4,1,1
514,514105,4,2,1,1
514,514105,2,2,1,1
514,514105,4,1,1,1
514,514105,4,1,1,1
514,514106,1,2,1,1
514,514106,1,0,1,1
514,514106,4,1,1,1
514,514106,3,1,1,1
514,514106,4,4,1,1
514,514106,3,1,1,1
514,514106,3,0,1,1
514,514106,4,0,1,1
514,514106,2,3,1,1
514,514106,3,1,1,1
514,514106,1,1,1,1
514,514106,4,3,1,1
514,514106,3,2,1,1
514,514106,3,1,1,1
514,514106,1,1,1,1
514,514106,2,3,1,1
514,514106,4,4,1,1
514,514107,4,1,1,1
514,514107,3,3,1,1
514,514107,4,2,1,1
514,514107,2,2,1,1
514,514107,3,1,1,1
514,514107,4,3,1,1
514,514107,3,1,1,1
514,514107,4,1,1,1
514,514107,3,3,1,1
514,514107,2,1,1,1
514,514107,2,4,1,1
514,514107,2,4,1,1
514,514107,4,6,1,1
514,514107,2,4,1,1
514,514107,4,4,1,1
515,515101,2,4,0,0
515,515101,2,1,0,0
515,515101,1,1,0,0
515,515101,4,2,0,0
515,515101,3,3,0,0
515,515101,3,2,0,0
515,515102,1,2,0,0
515,515102,2,1,0,0
515,515102,2,1,0,0
515,515102,2,1,0,0
515,515102,2,2,0,0
515,515102,1,1,0,0
515,515102,2,2,0,0
515,515103,3,3,0,0
515,515103,3,4,0,0
515,515103,2,1,0,0
515,515103,1,1,0,0
515,515103,1,1,0,0
515,515103,4,3,0,0
515,515103,3,3,0,0
515,515103,2,2,0,0
515,515103,2,1,0,0
515,515103,4,0,0,0
515,515103,1,2,0,0
515,515103,1,3,0,0
515,515103,3,2,0,0
515,515103,1,1,0,0
515,515104,4,3,0,0
515,515104,1,1,0,0
515,515104,2,4,0,0
515,515104,1,1,0,0
515,515104,3,4,0,0
515,515104,4,2,0,0
515,515104,4,1,0,0
515,515104,4,3,0,0
515,515104,1,2,0,0
515,515104,1,4,0,0
515,515105,4,4,0,0
515,515105,2,2,0,0
515,515105,3,3,0,0
515,515105,3,2,0,0
515,515105,4,2,0,0
515,515105,1,2,0,0
515,515105,1,3,0,0
515,515105,3,2,0,0
515,515105,2,1,0,0
515,515105,2,2,0,0
515,515105,2,2,0,0
515,515105,3,1,0,0
515,515105,4,1,0,0
515,515105,3,1,0,0
515,515106,3,1,0,0
515,515106,4,4,0,0
515,515106,1,3,0,0
515,515106,2,1,0,0
515,515106,2,4,0,0
515,515106,3,3,0,0
515,515106,2,3,0,0
515,515106,3,2,0,0
515,515106,3,3,0,0
515,515106,3,3,0,0
515,515106,4,4,0,0
515,515106,3,3,0,0
515,515106,2,4,0,0
515,515106,1,2,0,0
515,515106,2,1,0,0
515,515106,2,3,0,0
515,515106,1,1,0,0
515,515106,3,1,0,0
515,515107,2,1,0,0
515,515107,1,3,0,0
515,515107,3,3,0,0
515,515107,3,2,0,0
515,515108,4,4,0,0
515,515108,1,1,0,0
515,515108,1,3,0,0
515,515108,1,1,0,0
515,515108,3,4,0,0
515,515108,2,5,0,0
515,515108,2,2,0,0
515,515108,2,1,0,0
515,515108,1,1,0,0
515,515109,4,4,0,0
515,515109,2,1,0,0
515,515109,3,3,0,0
515,515109,2,3,0,0
515,515109,1,4,0,0
515,515109,2,2,0,0
515,515109,1,0,0,0
515,515110,4,4,0,0
515,515110,2,1,0,0
515,515110,1,3,0,0
515,515110,3,2,0,0
515,515110,2,2,0,0
515,515110,1,2,0,0
515,515110,1,3,0,0
515,515110,1,1,0,0
515,515110,3,1,0,0
515,515110,1,1,0,0
515,515110,1,1,0,0
515,515110,2,2,0,0
515,515111,2,2,0,0
515,515111,2,1,0,0
515,515111,2,2,0,0
515,515111,2,2,0,0
515,515111,4,0,0,0
515,515111,4,3,0,0
515,515111,4,3,0,0
515,515111,3,2,0,0
515,515111,4,4,0,0
515,515111,2,3,0,0
515,515111,4,3,0,0
515,515111,3,2,0,0
515,515111,4,2,0,0
515,515111,2,0,0,0
515,515111,4,3,0,0
515,515112,3,2,0,0
515,515112,1,1,0,0
515,515112,2,1,0,0
515,515112,3,3,0,0
515,515112,2,2,0,0
515,515112,3,3,0,0
515,515112,4,2,0,0
515,515112,2,2,0,0
515,515112,3,2,0,0
515,515112,1,2,0,0
515,515112,4,3,0,0
515,515113,1,0,0,0
515,515113,2,3,0,0
515,515113,2,3,0,0
515,515113,1,3,0,0
515,515113,1,2,0,0
515,515113,1,2,0,0
515,515113,1,1,0,0
515,515113,1,2,0,0
515,515113,2,3,0,0
515,515113,3,3,0,0
,,,,,
