obsno,year,cusip,ardssic,scisect,logk,sumpat,pat,pat1,pat2,pat3,pat4,logr,logr1,logr2,logr3,logr4,logr5
47,3,150843,3,1,7.20084,578,78,71,68,84,78,3.96605,3.94028,3.90812,3.90344,3.82978,3.95508
47,4,150843,3,1,7.20084,578,61,78,71,68,84,3.96586,3.96605,3.94028,3.90812,3.90344,3.82978
47,5,150843,3,1,7.20084,578,56,61,78,71,68,3.98063,3.96586,3.96605,3.94028,3.90812,3.90344
48,1,157186,6,0,0.83184,3,0,0,1,0,0,-0.01253,-0.04636,-0.2666,-0.82782,-0.24002,0.1037
48,2,157186,6,0,0.83184,3,2,0,0,1,0,0.09658,-0.01253,-0.04636,-0.2666,-0.82782,-0.24002
48,3,157186,6,0,0.83184,3,0,2,0,0,1,-0.00481,0.09658,-0.01253,-0.04636,-0.2666,-0.82782
48,4,157186,6,0,0.83184,3,0,0,2,0,0,0.1129,-0.00481,0.09658,-0.01253,-0.04636,-0.2666
48,5,157186,6,0,0.83184,3,0,0,0,2,0,0.1389,0.1129,-0.00481,0.09658,-0.01253,-0.04636
49,1,158609,15,0,1.58982,0,0,0,0,0,0,-0.49666,-0.30783,-0.53685,-1.04982,-1.44666,-1.45718
49,2,158609,15,0,1.58982,0,0,0,0,0,0,-0.67206,-0.49666,-0.30783,-0.53685,-1.04982,-1.44666
49,3,158609,15,0,1.58982,0,0,0,0,0,0,-0.45896,-0.67206,-0.49666,-0.30783,-0.53685,-1.04982
49,4,158609,15,0,1.58982,0,0,0,0,0,0,-0.49173,-0.45896,-0.67206,-0.49666,-0.30783,-0.53685
49,5,158609,15,0,1.58982,0,0,0,0,0,0,-0.63628,-0.49173,-0.45896,-0.67206,-0.49666,-0.30783
50,1,158663,13,0,4.84808,39,6,9,5,3,5,1.3979,1.56576,1.75116,1.75665,1.20815,1.19733
50,2,158663,13,0,4.84808,39,7,6,9,5,3,1.41455,1.3979,1.56576,1.75116,1.75665,1.20815
50,3,158663,13,0,4.84808,39,4,7,6,9,5,1.4628,1.41455,1.3979,1.56576,1.75116,1.75665
50,4,158663,13,0,4.84808,39,4,4,7,6,9,1.54849,1.4628,1.41455,1.3979,1.56576,1.75116
50,5,158663,13,0,4.84808,39,1,4,4,7,6,1.58707,1.54849,1.4628,1.41455,1.3979,1.56576
51,1,165339,4,1,4.18562,14,0,2,1,4,1,1.36645,1.26683,1.20322,1.49537,1.29747,0.98124
51,2,165339,4,1,4.18562,14,4,0,2,1,4,1.52756,1.36645,1.26683,1.20322,1.49537,1.29747
51,3,165339,4,1,4.18562,14,1,4,0,2,1,1.58502,1.52756,1.36645,1.26683,1.20322,1.49537
51,4,165339,4,1,4.18562,14,0,1,4,0,2,1.69493,1.58502,1.52756,1.36645,1.26683,1.20322
51,5,165339,4,1,4.18562,14,2,0,1,4,0,1.72869,1.69493,1.58502,1.52756,1.36645,1.26683
52,1,171196,15,0,7.6824,261,36,25,39,34,24,5.04255,5.32862,5.44735,5.24965,5.0286,5.03319
52,2,171196,15,0,7.6824,261,35,36,25,39,34,5.32657,5.04255,5.32862,5.44735,5.24965,5.0286
52,3,171196,15,0,7.6824,261,39,35,36,25,39,5.44174,5.32657,5.04255,5.32862,5.44735,5.24965
52,4,171196,15,0,7.6824,261,31,39,35,36,25,5.38707,5.44174,5.32657,5.04255,5.32862,5.44735
52,5,171196,15,0,7.6824,261,22,31,39,35,36,5.34049,5.38707,5.44174,5.32657,5.04255,5.32862
53,1,172172,12,0,4.45133,207,24,37,29,30,51,2.31803,2.3111,2.33468,2.3617,2.34758,2.4013
53,2,172172,12,0,4.45133,207,30,24,37,29,30,2.26202,2.31803,2.3111,2.33468,2.3617,2.34758
53,3,172172,12,0,4.45133,207,30,30,24,37,29,2.32361,2.26202,2.31803,2.3111,2.33468,2.3617
53,4,172172,12,0,4.45133,207,21,30,30,24,37,2.34423,2.32361,2.26202,2.31803,2.3111,2.33468
53,5,172172,12,0,4.45133,207,6,21,30,30,24,2.36026,2.34423,2.32361,2.26202,2.31803,2.3111
54,1,173036,5,0,7.69847,167,20,19,21,57,87,2.15619,2.3526,2.37158,2.68102,2.75969,2.80677
54,2,173036,5,0,7.69847,167,22,20,19,21,57,2.03359,2.15619,2.3526,2.37158,2.68102,2.75969
54,3,173036,5,0,7.69847,167,10,22,20,19,21,1.92483,2.03359,2.15619,2.3526,2.37158,2.68102
54,4,173036,5,0,7.69847,167,13,10,22,20,19,1.99802,1.92483,2.03359,2.15619,2.3526,2.37158
54,5,173036,5,0,7.69847,167,5,13,10,22,20,2.13986,1.99802,1.92483,2.03359,2.15619,2.3526
55,1,182702,14,0,1.04798,6,0,1,1,1,0,-1.53811,-1.39144,-1.26935,-1.40242,-1.43781,-1.30371
55,2,182702,14,0,1.04798,6,2,0,1,1,1,-1.58476,-1.53811,-1.39144,-1.26935,-1.40242,-1.43781
55,3,182702,14,0,1.04798,6,0,2,0,1,1,-1.44196,-1.58476,-1.53811,-1.39144,-1.26935,-1.40242
55,4,182702,14,0,1.04798,6,0,0,2,0,1,-1.31101,-1.44196,-1.58476,-1.53811,-1.39144,-1.26935
55,5,182702,14,0,1.04798,6,1,0,0,2,0,-1.31987,-1.31101,-1.44196,-1.58476,-1.53811,-1.39144
56,1,189468,8,0,3.61119,10,0,1,1,3,3,-0.06844,0.39227,0.31228,0.08709,0.14755,-0.16005
56,2,189468,8,0,3.61119,10,2,0,1,1,3,-0.39814,-0.06844,0.39227,0.31228,0.08709,0.14755
56,3,189468,8,0,3.61119,10,0,2,0,1,1,-0.48645,-0.39814,-0.06844,0.39227,0.31228,0.08709
56,4,189468,8,0,3.61119,10,1,0,2,0,1,-1.06179,-0.48645,-0.39814,-0.06844,0.39227,0.31228
56,5,189468,8,0,3.61119,10,2,1,0,2,0,-1.68343,-1.06179,-0.48645,-0.39814,-0.06844,0.39227
57,1,193558,19,0,3.83978,48,5,7,9,6,10,0.3874,0.51492,1.1933,1.46256,1.46279,1.68795
57,2,193558,19,0,3.83978,48,5,5,7,9,6,0.60125,0.3874,0.51492,1.1933,1.46256,1.46279
57,3,193558,19,0,3.83978,48,10,5,5,7,9,0.62508,0.60125,0.3874,0.51492,1.1933,1.46256
57,4,193558,19,0,3.83978,48,2,10,5,5,7,0.73608,0.62508,0.60125,0.3874,0.51492,1.1933
57,5,193558,19,0,3.83978,48,4,2,10,5,5,0.7356,0.73608,0.62508,0.60125,0.3874,0.51492
58,1,204525,-999,0,1.95896,12,1,0,2,3,2,-0.26081,0.10536,-0.03248,-0.13582,-0.24135,-0.59443
58,2,204525,-999,0,1.95896,12,1,1,0,2,3,-0.40804,-0.26081,0.10536,-0.03248,-0.13582,-0.24135
58,3,204525,-999,0,1.95896,12,2,1,1,0,2,-0.43432,-0.40804,-0.26081,0.10536,-0.03248,-0.13582
58,4,204525,-999,0,1.95896,12,2,2,1,1,0,0.27505,-0.43432,-0.40804,-0.26081,0.10536,-0.03248
58,5,204525,-999,0,1.95896,12,1,2,2,1,1,0.12101,0.27505,-0.43432,-0.40804,-0.26081,0.10536
59,1,206813,2,0,4.60519,1,0,0,0,0,0,-0.09718,-0.03037,0.21484,0.2135,0.11732,-0.09366
59,2,206813,2,0,4.60519,1,0,0,0,0,0,-0.10446,-0.09718,-0.03037,0.21484,0.2135,0.11732
59,3,206813,2,0,4.60519,1,1,0,0,0,0,-0.04414,-0.10446,-0.09718,-0.03037,0.21484,0.2135
59,4,206813,2,0,4.60519,1,0,1,0,0,0,-0.03625,-0.04414,-0.10446,-0.09718,-0.03037,0.21484
59,5,206813,2,0,4.60519,1,0,0,1,0,0,-0.09712,-0.03625,-0.04414,-0.10446,-0.09718,-0.03037
60,1,208291,14,1,2.37029,9,0,0,0,3,1,0.40157,0.3285,0.98669,0.89609,0.63278,0.74057
60,2,208291,14,1,2.37029,9,3,0,0,0,3,0.4008,0.40157,0.3285,0.98669,0.89609,0.63278
60,3,208291,14,1,2.37029,9,2,3,0,0,0,0.42021,0.4008,0.40157,0.3285,0.98669,0.89609
60,4,208291,14,1,2.37029,9,1,2,3,0,0,0.21689,0.42021,0.4008,0.40157,0.3285,0.98669
60,5,208291,14,1,2.37029,9,0,1,2,3,0,0.03264,0.21689,0.42021,0.4008,0.40157,0.3285
61,1,209759,18,0,4.7987,6,0,1,1,1,4,0.22299,0.2663,0.29564,0.37225,0.26011,0.42007
61,2,209759,18,0,4.7987,6,0,0,1,1,1,0.3493,0.22299,0.2663,0.29564,0.37225,0.26011
61,3,209759,18,0,4.7987,6,0,0,0,1,1,0.40386,0.3493,0.22299,0.2663,0.29564,0.37225
61,4,209759,18,0,4.7987,6,2,0,0,0,1,0.48858,0.40386,0.3493,0.22299,0.2663,0.29564
61,5,209759,18,0,4.7987,6,1,2,0,0,0,0.60399,0.48858,0.40386,0.3493,0.22299,0.2663
62,1,211452,9,0,7.08417,457,61,66,63,69,66,3.45054,3.52812,3.49901,3.53222,3.58596,3.59522
62,2,211452,9,0,7.08417,457,47,61,66,63,69,3.38813,3.45054,3.52812,3.49901,3.53222,3.58596
62,3,211452,9,0,7.08417,457,48,47,61,66,63,3.25191,3.38813,3.45054,3.52812,3.49901,3.53222
62,4,211452,9,0,7.08417,457,64,48,47,61,66,3.2918,3.25191,3.38813,3.45054,3.52812,3.49901
62,5,211452,9,0,7.08417,457,39,64,48,47,61,3.1797,3.2918,3.25191,3.38813,3.45054,3.52812
63,1,212363,11,1,5.84106,164,16,33,21,15,9,3.64631,3.85363,3.81181,3.38767,3.54214,3.52782
63,2,212363,11,1,5.84106,164,27,16,33,21,15,3.76687,3.64631,3.85363,3.81181,3.38767,3.54214
63,3,212363,11,1,5.84106,164,17,27,16,33,21,3.91464,3.76687,3.64631,3.85363,3.81181,3.38767
63,4,212363,11,1,5.84106,164,22,17,27,16,33,4.22479,3.91464,3.76687,3.64631,3.85363,3.81181
63,5,212363,11,1,5.84106,164,13,22,17,27,16,4.4648,4.22479,3.91464,3.76687,3.64631,3.85363
64,1,227111,3,1,3.21138,51,5,5,7,6,10,0.89187,0.94527,0.98914,0.65493,0.52185,0.56872
64,2,227111,3,1,3.21138,51,7,5,5,7,6,0.93881,0.89187,0.94527,0.98914,0.65493,0.52185
64,3,227111,3,1,3.21138,51,7,7,5,5,7,0.9424,0.93881,0.89187,0.94527,0.98914,0.65493
64,4,227111,3,1,3.21138,51,5,7,7,5,5,0.85535,0.9424,0.93881,0.89187,0.94527,0.98914
64,5,227111,3,1,3.21138,51,9,5,7,7,5,0.85409,0.85535,0.9424,0.93881,0.89187,0.94527
65,1,227813,13,0,2.93237,32,2,4,4,7,10,0.781,0.55937,0.46092,0.42657,0.27928,0.12341
65,2,227813,13,0,2.93237,32,5,2,4,4,7,0.94483,0.781,0.55937,0.46092,0.42657,0.27928
65,3,227813,13,0,2.93237,32,2,5,2,4,4,0.95065,0.94483,0.781,0.55937,0.46092,0.42657
65,4,227813,13,0,2.93237,32,3,2,5,2,4,0.99699,0.95065,0.94483,0.781,0.55937,0.46092
65,5,227813,13,0,2.93237,32,5,3,2,5,2,0.93475,0.99699,0.95065,0.94483,0.781,0.55937
66,1,229669,14,1,1.75899,38,4,2,3,8,10,-0.27096,-0.47309,-0.75518,-0.69315,-0.76244,-1.10526
66,2,229669,14,1,1.75899,38,4,4,2,3,8,-0.94499,-0.27096,-0.47309,-0.75518,-0.69315,-0.76244
66,3,229669,14,1,1.75899,38,2,4,4,2,3,-0.90538,-0.94499,-0.27096,-0.47309,-0.75518,-0.69315
66,4,229669,14,1,1.75899,38,13,2,4,4,2,-0.27819,-0.90538,-0.94499,-0.27096,-0.47309,-0.75518
66,5,229669,14,1,1.75899,38,2,13,2,4,4,-0.58825,-0.27819,-0.90538,-0.94499,-0.27096,-0.47309
67,1,238107,11,1,2.90528,32,4,3,1,1,1,1.30041,1.58188,1.3589,1.075,1.27493,1.73635
67,2,238107,11,1,2.90528,32,3,4,3,1,1,1.76142,1.30041,1.58188,1.3589,1.075,1.27493
67,3,238107,11,1,2.90528,32,11,3,4,3,1,1.86752,1.76142,1.30041,1.58188,1.3589,1.075
67,4,238107,11,1,2.90528,32,4,11,3,4,3,2.14145,1.86752,1.76142,1.30041,1.58188,1.3589
67,5,238107,11,1,2.90528,32,5,4,11,3,4,2.09267,2.14145,1.86752,1.76142,1.30041,1.58188
68,1,239577,6,0,4.33525,219,21,18,19,17,15,1.44834,1.44056,1.45988,1.64616,1.63301,1.72383
68,2,239577,6,0,4.33525,219,35,21,18,19,17,1.58172,1.44834,1.44056,1.45988,1.64616,1.63301
68,3,239577,6,0,4.33525,219,33,35,21,18,19,1.65617,1.58172,1.44834,1.44056,1.45988,1.64616
68,4,239577,6,0,4.33525,219,32,33,35,21,18,1.75298,1.65617,1.58172,1.44834,1.44056,1.45988
68,5,239577,6,0,4.33525,219,44,32,33,35,21,1.87082,1.75298,1.65617,1.58172,1.44834,1.44056
69,1,244199,10,0,5.87246,560,86,63,60,75,63,4.33412,4.29807,4.24073,4.11819,4.078,4.05964
69,2,244199,10,0,5.87246,560,68,86,63,60,75,4.37751,4.33412,4.29807,4.24073,4.11819,4.078
69,3,244199,10,0,5.87246,560,49,68,86,63,60,4.54573,4.37751,4.33412,4.29807,4.24073,4.11819
69,4,244199,10,0,5.87246,560,78,49,68,86,63,4.59044,4.54573,4.37751,4.33412,4.29807,4.24073
69,5,244199,10,0,5.87246,560,81,78,49,68,86,4.69602,4.59044,4.54573,4.37751,4.33412,4.29807
70,1,248631,18,0,4.00304,95,10,7,12,19,14,1.24573,1.40534,1.53614,1.16221,1.02257,1.05423
70,2,248631,18,0,4.00304,95,6,10,7,12,19,1.46843,1.24573,1.40534,1.53614,1.16221,1.02257
70,3,248631,18,0,4.00304,95,12,6,10,7,12,1.65525,1.46843,1.24573,1.40534,1.53614,1.16221
70,4,248631,18,0,4.00304,95,20,12,6,10,7,1.63405,1.65525,1.46843,1.24573,1.40534,1.53614
70,5,248631,18,0,4.00304,95,9,20,12,6,10,1.61617,1.63405,1.65525,1.46843,1.24573,1.40534
71,1,250595,3,1,4.22187,117,17,15,7,10,8,2.04117,2.09765,2.2575,2.24071,1.83676,1.83918
71,2,250595,3,1,4.22187,117,20,17,15,7,10,2.08822,2.04117,2.09765,2.2575,2.24071,1.83676
71,3,250595,3,1,4.22187,117,14,20,17,15,7,2.12098,2.08822,2.04117,2.09765,2.2575,2.24071
71,4,250595,3,1,4.22187,117,17,14,20,17,15,2.14227,2.12098,2.08822,2.04117,2.09765,2.2575
71,5,250595,3,1,4.22187,117,17,17,14,20,17,2.05908,2.14227,2.12098,2.08822,2.04117,2.09765
72,1,252165,3,1,3.48938,21,1,1,3,5,1,1.60382,1.62285,1.57288,1.39847,1.32315,1.42446
72,2,252165,3,1,3.48938,21,5,1,1,3,5,1.71927,1.60382,1.62285,1.57288,1.39847,1.32315
72,3,252165,3,1,3.48938,21,2,5,1,1,3,1.90911,1.71927,1.60382,1.62285,1.57288,1.39847
72,4,252165,3,1,3.48938,21,3,2,5,1,1,1.9801,1.90911,1.71927,1.60382,1.62285,1.57288
72,5,252165,3,1,3.48938,21,1,3,2,5,1,2.06744,1.9801,1.90911,1.71927,1.60382,1.62285
73,1,252741,3,1,6.30809,324,44,33,35,39,28,2.72247,2.50101,2.4252,2.45676,2.46652,2.51204
73,2,252741,3,1,6.30809,324,42,44,33,35,39,2.87175,2.72247,2.50101,2.4252,2.45676,2.46652
73,3,252741,3,1,6.30809,324,55,42,44,33,35,2.99867,2.87175,2.72247,2.50101,2.4252,2.45676
73,4,252741,3,1,6.30809,324,43,55,42,44,33,3.13417,2.99867,2.87175,2.72247,2.50101,2.4252
73,5,252741,3,1,6.30809,324,33,43,55,42,44,3.19274,3.13417,2.99867,2.87175,2.72247,2.50101
74,1,253849,11,1,3.49926,73,8,11,9,6,3,3.63122,3.44302,3.15416,3.00256,2.85849,2.68415
74,2,253849,11,1,3.49926,73,5,8,11,9,6,3.75887,3.63122,3.44302,3.15416,3.00256,2.85849
74,3,253849,11,1,3.49926,73,9,5,8,11,9,4.00044,3.75887,3.63122,3.44302,3.15416,3.00256
74,4,253849,11,1,3.49926,73,21,9,5,8,11,4.29789,4.00044,3.75887,3.63122,3.44302,3.15416
74,5,253849,11,1,3.49926,73,4,21,9,5,8,4.38802,4.29789,4.00044,3.75887,3.63122,3.44302
75,1,260543,3,1,7.58237,2655,299,346,397,363,391,4.86987,4.84469,4.71206,4.65076,4.60252,4.61464
75,2,260543,3,1,7.58237,2655,323,299,346,397,363,4.92541,4.86987,4.84469,4.71206,4.65076,4.60252
75,3,260543,3,1,7.58237,2655,332,323,299,346,397,4.93709,4.92541,4.86987,4.84469,4.71206,4.65076
75,4,260543,3,1,7.58237,2655,322,332,323,299,346,4.99146,4.93709,4.92541,4.86987,4.84469,4.71206
75,5,260543,3,1,7.58237,2655,273,322,332,323,299,5.05269,4.99146,4.93709,4.92541,4.86987,4.84469
76,1,260561,18,0,4.10676,1,0,0,1,0,0,-0.55593,-0.56798,-1.16466,-0.9213,-1.11336,-0.91189
76,2,260561,18,0,4.10676,1,0,0,0,1,0,-0.47074,-0.55593,-0.56798,-1.16466,-0.9213,-1.11336
76,3,260561,18,0,4.10676,1,0,0,0,0,1,-0.51243,-0.47074,-0.55593,-0.56798,-1.16466,-0.9213
76,4,260561,18,0,4.10676,1,0,0,0,0,0,-0.69378,-0.51243,-0.47074,-0.55593,-0.56798,-1.16466
76,5,260561,18,0,4.10676,1,0,0,0,0,0,-0.50483,-0.69378,-0.51243,-0.47074,-0.55593,-0.56798
77,1,266849,12,0,2.83478,6,0,1,1,3,0,0.1875,0.32171,0.33001,0.25464,0.27611,0.28104
77,2,266849,12,0,2.83478,6,0,0,1,1,3,0.24739,0.1875,0.32171,0.33001,0.25464,0.27611
77,3,266849,12,0,2.83478,6,1,0,0,1,1,0.29774,0.24739,0.1875,0.32171,0.33001,0.25464
77,4,266849,12,0,2.83478,6,0,1,0,0,1,0.15895,0.29774,0.24739,0.1875,0.32171,0.33001
77,5,266849,12,0,2.83478,6,0,0,1,0,0,0.12285,0.15895,0.29774,0.24739,0.1875,0.32171
78,1,268457,19,1,2.71112,28,5,1,7,8,8,0.81464,0.8694,0.97753,0.83291,0.87791,1.05423
78,2,268457,19,1,2.71112,28,1,5,1,7,8,1.21653,0.81464,0.8694,0.97753,0.83291,0.87791
78,3,268457,19,1,2.71112,28,2,1,5,1,7,1.55377,1.21653,0.81464,0.8694,0.97753,0.83291
78,4,268457,19,1,2.71112,28,4,2,1,5,1,1.56192,1.55377,1.21653,0.81464,0.8694,0.97753
78,5,268457,19,1,2.71112,28,0,4,2,1,5,1.67804,1.56192,1.55377,1.21653,0.81464,0.8694
79,1,276317,9,0,2.02651,32,3,0,0,6,7,-1.77862,-1.63104,-1.73335,-1.10866,-0.99064,-1.01603
79,2,276317,9,0,2.02651,32,0,3,0,0,6,-1.73118,-1.77862,-1.63104,-1.73335,-1.10866,-0.99064
79,3,276317,9,0,2.02651,32,7,0,3,0,0,-1.62602,-1.73118,-1.77862,-1.63104,-1.73335,-1.10866
79,4,276317,9,0,2.02651,32,7,7,0,3,0,-1.56468,-1.62602,-1.73118,-1.77862,-1.63104,-1.73335
79,5,276317,9,0,2.02651,32,9,7,7,0,3,-1.55176,-1.56468,-1.62602,-1.73118,-1.77862,-1.63104
80,1,277461,17,1,7.59941,2117,213,236,264,387,457,5.49525,5.45502,5.45147,5.37133,5.28144,5.24038
80,2,277461,17,1,7.59941,2117,239,213,236,264,387,5.50737,5.49525,5.45502,5.45147,5.37133,5.28144
80,3,277461,17,1,7.59941,2117,254,239,213,236,264,5.48331,5.50737,5.49525,5.45502,5.45147,5.37133
80,4,277461,17,1,7.59941,2117,256,254,239,213,236,5.51021,5.48331,5.50737,5.49525,5.45502,5.45147
80,5,277461,17,1,7.59941,2117,268,256,254,239,213,5.58797,5.51021,5.48331,5.50737,5.49525,5.45502
81,1,278058,-999,0,5.96063,818,95,105,114,87,112,3.00722,3.23972,3.34663,3.22067,3.32591,3.27677
81,2,278058,-999,0,5.96063,818,107,95,105,114,87,3.0401,3.00722,3.23972,3.34663,3.22067,3.32591
81,3,278058,-999,0,5.96063,818,98,107,95,105,114,3.05656,3.0401,3.00722,3.23972,3.34663,3.22067
81,4,278058,-999,0,5.96063,818,118,98,107,95,105,3.3982,3.05656,3.0401,3.00722,3.23972,3.34663
81,5,278058,-999,0,5.96063,818,94,118,98,107,95,3.66883,3.3982,3.05656,3.0401,3.00722,3.23972
82,1,279029,3,1,3.5061,37,6,6,5,6,4,1.56488,1.55065,1.55537,1.44055,1.31952,1.23012
82,2,279029,3,1,3.5061,37,4,6,6,5,6,1.57688,1.56488,1.55065,1.55537,1.44055,1.31952
82,3,279029,3,1,3.5061,37,4,4,6,6,5,1.61067,1.57688,1.56488,1.55065,1.55537,1.44055
82,4,279029,3,1,3.5061,37,3,4,4,6,6,1.64883,1.61067,1.57688,1.56488,1.55065,1.55537
82,5,279029,3,1,3.5061,37,3,3,4,4,6,1.68767,1.64883,1.61067,1.57688,1.56488,1.55065
83,1,281347,14,1,2.20875,32,3,8,5,3,2,0.41604,0.19787,0.38201,0.39069,0.14122,0.02399
83,2,281347,14,1,2.20875,32,2,3,8,5,3,-0.05048,0.41604,0.19787,0.38201,0.39069,0.14122
83,3,281347,14,1,2.20875,32,1,2,3,8,5,0.18586,-0.05048,0.41604,0.19787,0.38201,0.39069
83,4,281347,14,1,2.20875,32,2,1,2,3,8,0.3575,0.18586,-0.05048,0.41604,0.19787,0.38201
83,5,281347,14,1,2.20875,32,8,2,1,2,3,0.33847,0.3575,0.18586,-0.05048,0.41604,0.19787
84,1,284587,6,0,0.69798,9,1,0,2,1,2,-1.46815,-1.39144,-1.52305,-1.93794,-1.27551,-0.74525
84,2,284587,6,0,0.69798,9,2,1,0,2,1,-1.54609,-1.46815,-1.39144,-1.52305,-1.93794,-1.27551
84,3,284587,6,0,0.69798,9,2,2,1,0,2,-1.26935,-1.54609,-1.46815,-1.39144,-1.52305,-1.93794
84,4,284587,6,0,0.69798,9,1,2,2,1,0,-1.13618,-1.26935,-1.54609,-1.46815,-1.39144,-1.52305
84,5,284587,6,0,0.69798,9,0,1,2,2,1,-1.22011,-1.13618,-1.26935,-1.54609,-1.46815,-1.39144
85,1,285551,11,1,2.33448,16,0,0,7,4,4,-0.36954,-0.51225,0.7305,0.75893,0.63278,1.01501
85,2,285551,11,1,2.33448,16,2,0,0,7,4,0.42415,-0.36954,-0.51225,0.7305,0.75893,0.63278
85,3,285551,11,1,2.33448,16,0,2,0,0,7,-0.47647,0.42415,-0.36954,-0.51225,0.7305,0.75893
85,4,285551,11,1,2.33448,16,2,0,2,0,0,-1.07288,-0.47647,0.42415,-0.36954,-0.51225,0.7305
85,5,285551,11,1,2.33448,16,1,2,0,2,0,-0.71432,-1.07288,-0.47647,0.42415,-0.36954,-0.51225
86,1,286065,13,0,1.62787,23,3,2,6,5,2,0.30255,0.23774,0.46742,0.30748,-0.11752,-0.34757
86,2,286065,13,0,1.62787,23,2,3,2,6,5,-0.07236,0.30255,0.23774,0.46742,0.30748,-0.11752
86,3,286065,13,0,1.62787,23,2,2,3,2,6,-0.04989,-0.07236,0.30255,0.23774,0.46742,0.30748
86,4,286065,13,0,1.62787,23,0,2,2,3,2,0.15078,-0.04989,-0.07236,0.30255,0.23774,0.46742
86,5,286065,13,0,1.62787,23,3,0,2,2,3,-0.06183,0.15078,-0.04989,-0.07236,0.30255,0.23774
87,1,292659,14,1,0.60875,43,5,3,9,2,9,-0.24279,0.05082,0.74801,1.02962,0.77255,0.79735
87,2,292659,14,1,0.60875,43,6,5,3,9,2,-0.42363,-0.24279,0.05082,0.74801,1.02962,0.77255
87,3,292659,14,1,0.60875,43,6,6,5,3,9,0.08157,-0.42363,-0.24279,0.05082,0.74801,1.02962
87,4,292659,14,1,0.60875,43,8,6,6,5,3,0.27021,0.08157,-0.42363,-0.24279,0.05082,0.74801
87,5,292659,14,1,0.60875,43,4,8,6,6,5,0.45689,0.27021,0.08157,-0.42363,-0.24279,0.05082
88,1,296659,13,0,2.40182,43,4,8,5,2,2,-0.82879,-0.79,-0.68379,-0.79629,-0.68897,-0.69979
88,2,296659,13,0,2.40182,43,3,4,8,5,2,-0.66919,-0.82879,-0.79,-0.68379,-0.79629,-0.68897
88,3,296659,13,0,2.40182,43,4,3,4,8,5,-0.84297,-0.66919,-0.82879,-0.79,-0.68379,-0.79629
88,4,296659,13,0,2.40182,43,13,4,3,4,8,-0.86095,-0.84297,-0.66919,-0.82879,-0.79,-0.68379
88,5,296659,13,0,2.40182,43,4,13,4,3,4,-0.95971,-0.86095,-0.84297,-0.66919,-0.82879,-0.79
89,1,302290,5,0,9.66626,1972,244,197,211,246,247,4.98035,5.00205,4.75825,4.66344,4.62996,4.70389
89,2,302290,5,0,9.66626,1972,234,244,197,211,246,5.00005,4.98035,5.00205,4.75825,4.66344,4.62996
89,3,302290,5,0,9.66626,1972,303,234,244,197,211,5.06033,5.00005,4.98035,5.00205,4.75825,4.66344
89,4,302290,5,0,9.66626,1972,280,303,234,244,197,5.2169,5.06033,5.00005,4.98035,5.00205,4.75825
89,5,302290,5,0,9.66626,1972,257,280,303,234,244,5.40164,5.2169,5.06033,5.00005,4.98035,5.00205
90,1,302491,3,1,6.27661,867,93,96,127,146,156,3.691,3.80255,3.70914,3.62597,3.53594,3.52711
90,2,302491,3,1,6.27661,867,106,93,96,127,146,3.68247,3.691,3.80255,3.70914,3.62597,3.53594
90,3,302491,3,1,6.27661,867,125,106,93,96,127,3.61568,3.68247,3.691,3.80255,3.70914,3.62597
90,4,302491,3,1,6.27661,867,94,125,106,93,96,3.73752,3.61568,3.68247,3.691,3.80255,3.70914
90,5,302491,3,1,6.27661,867,80,94,125,106,93,3.91649,3.73752,3.61568,3.68247,3.691,3.80255
91,1,302808,4,1,3.43855,4,0,0,1,1,0,-0.68,-0.49108,-0.92954,-1.01888,-1.08821,-0.87679
91,2,302808,4,1,3.43855,4,1,0,0,1,1,-0.50667,-0.68,-0.49108,-0.92954,-1.01888,-1.08821
91,3,302808,4,1,3.43855,4,1,1,0,0,1,-0.57987,-0.50667,-0.68,-0.49108,-0.92954,-1.01888
91,4,302808,4,1,3.43855,4,0,1,1,0,0,-0.62259,-0.57987,-0.50667,-0.68,-0.49108,-0.92954
91,5,302808,4,1,3.43855,4,0,0,1,1,0,-0.53319,-0.62259,-0.57987,-0.50667,-0.68,-0.49108
92,1,302855,14,1,1.68637,5,0,0,0,1,0,-0.83955,-0.39908,0.11192,0.7807,0.52742,0.30735
92,2,302855,14,1,1.68637,5,2,0,0,0,1,-0.9431,-0.83955,-0.39908,0.11192,0.7807,0.52742
92,3,302855,14,1,1.68637,5,1,2,0,0,0,-0.88858,-0.9431,-0.83955,-0.39908,0.11192,0.7807
92,4,302855,14,1,1.68637,5,1,1,2,0,0,-1.65696,-0.88858,-0.9431,-0.83955,-0.39908,0.11192
92,5,302855,14,1,1.68637,5,0,1,1,2,0,-2.70369,-1.65696,-0.88858,-0.9431,-0.83955,-0.39908
93,1,338027,17,1,3.19774,14,3,0,1,1,0,0.51471,0.54163,0.43083,0.59609,0.73814,0.79186
93,2,338027,17,1,3.19774,14,5,3,0,1,1,0.57306,0.51471,0.54163,0.43083,0.59609,0.73814
93,3,338027,17,1,3.19774,14,2,5,3,0,1,0.56693,0.57306,0.51471,0.54163,0.43083,0.59609
93,4,338027,17,1,3.19774,14,1,2,5,3,0,0.68357,0.56693,0.57306,0.51471,0.54163,0.43083
93,5,338027,17,1,3.19774,14,1,1,2,5,3,0.71132,0.68357,0.56693,0.57306,0.51471,0.54163
