school,student,gcse,lrt,girl,schgend,avslrt,schav,vrband
8,35,7.4723,-0.42152,1,3,-0.40532,2,2
8,36,3.2807002,10.323,1,3,-0.40532,2,1
8,37,2.6132,-4.5541,1,3,-0.40532,2,2
8,38,-4.198,2.8845,1,3,-0.40532,2,2
8,39,5.4434004,0.40499002,1,3,-0.40532,2,2
8,40,-1.2908,-7.0336003,1,3,-0.40532,2,2
8,41,9.6758995,9.4967,1,3,-0.40532,2,1
8,42,0.043218,7.8436,1,3,-0.40532,2,1
8,43,19.003,7.8436,1,3,-0.40532,2,1
8,44,-2.6516,-7.0336003,1,3,-0.40532,2,2
8,45,-10.290999,-13.646,1,3,-0.40532,2,3
8,46,-16.237,-11.993,1,3,-0.40532,2,3
8,47,9.6758995,6.1906,1,3,-0.40532,2,1
8,48,-1.2908,-14.471999,1,3,-0.40532,2,3
8,49,-1.9761001,-7.0336003,1,3,-0.40532,2,2
8,50,6.1073,-0.42152,1,3,-0.40532,2,2
8,51,-18.367,-7.8602,1,3,-0.40532,2,2
8,52,-4.198,28.506,1,3,-0.40532,2,1
8,53,-10.290999,-6.2071,1,3,-0.40532,2,2
8,54,5.4434004,-7.0336003,1,3,-0.40532,2,2
8,55,18.138,9.4967,1,3,-0.40532,2,1
8,56,0.043218,2.8845,1,3,-0.40532,2,1
8,57,-13.353,6.1906,1,3,-0.40532,2,1
8,58,1.9415,1.2315,1,3,-0.40532,2,2
8,59,-7.7611,-12.819,1,3,-0.40532,2,3
8,60,-0.62088,2.058,1,3,-0.40532,2,2
8,61,14.3949995,1.2315,1,3,-0.40532,2,2
8,62,3.2807002,-3.7276,1,3,-0.40532,2,2
8,63,1.9415,-3.7276,1,3,-0.40532,2,2
8,64,18.138,-2.0746,1,3,-0.40532,2,2
8,65,25.324,28.506,1,3,-0.40532,2,1
8,66,3.2807002,-2.9011,1,3,-0.40532,2,2
8,67,-4.198,-6.2071,1,3,-0.40532,2,2
8,68,-19.621,8.6701,1,3,-0.40532,2,1
8,69,-18.367,-19.431,1,3,-0.40532,2,3
8,70,23.136002,30.16,1,3,-0.40532,2,1
8,71,-7.7611,-8.6867,1,3,-0.40532,2,2
8,72,4.0267,2.8845,1,3,-0.40532,2,2
8,73,-1.9761001,-4.5541,1,3,-0.40532,2,2
8,74,-1.2908,-2.0746,1,3,-0.40532,2,2
8,75,-21.085999,3.711,1,3,-0.40532,2,2
8,76,1.3406999,1.2315,1,3,-0.40532,2,2
8,77,17.348999,20.241001,1,3,-0.40532,2,1
8,78,0.73536,-0.42152,1,3,-0.40532,2,2
8,79,-5.5511,-2.0746,1,3,-0.40532,2,2
8,80,1.9415,1.2315,1,3,-0.40532,2,2
8,81,-5.5511,-5.3806,1,3,-0.40532,2,2
8,82,-14.386999,-20.258,1,3,-0.40532,2,3
8,83,-4.9278,12.803,1,3,-0.40532,2,1
8,84,-4.9278,-2.9011,1,3,-0.40532,2,2
8,85,16.618,12.803,1,3,-0.40532,2,1
8,86,-5.5511,-5.3806,1,3,-0.40532,2,2
8,87,-14.386999,-21.911,1,3,-0.40532,2,3
8,88,-6.2304997,-10.34,1,3,-0.40532,2,2
8,89,-9.3938,10.323,1,3,-0.40532,2,1
8,90,-3.3884,0.40499002,1,3,-0.40532,2,2
8,91,12.405,5.3640995,1,3,-0.40532,2,2
8,92,6.1073,6.1906,1,3,-0.40532,2,1
8,93,-0.62088,-5.3806,1,3,-0.40532,2,2
8,94,-22.917,-24.39,1,3,-0.40532,2,3
8,95,0.73536,-6.2071,1,3,-0.40532,2,2
8,96,-4.9278,0.40499002,1,3,-0.40532,2,2
8,97,-6.9951,-4.5541,1,3,-0.40532,2,2
8,98,-18.367,-8.6867,1,3,-0.40532,2,2
8,99,-13.353,-7.8602,1,3,-0.40532,2,2
8,100,3.2807002,2.058,1,3,-0.40532,2,2
8,101,2.6132,2.058,1,3,-0.40532,2,2
8,102,13.101,7.8436,1,3,-0.40532,2,1
9,1,-15.267,2.058,0,1,-4.943,1,2
9,2,-11.186,2.058,0,1,-4.943,1,2
9,3,-13.353,-29.349998,0,1,-4.943,1,3
9,4,15.792,-7.0336003,0,1,-4.943,1,2
9,5,-4.9278,-16.125,0,1,-4.943,1,3
9,6,-5.5511,-7.0336003,0,1,-4.943,1,2
9,7,-6.9951,-21.911,1,1,-4.943,1,3
9,8,4.0267,6.1906,0,1,-4.943,1,1
9,9,-9.3938,-16.125,1,1,-4.943,1,3
9,10,-6.2304997,-17.778,0,1,-4.943,1,3
9,11,8.9657,10.323,0,1,-4.943,1,1
9,12,0.73536,2.058,0,1,-4.943,1,2
9,13,7.4723,6.1906,1,1,-4.943,1,1
9,14,-0.62088,-7.0336003,0,1,-4.943,1,2
9,15,-6.2304997,-7.8602,1,1,-4.943,1,2
9,16,-6.9951,5.3640995,0,1,-4.943,1,1
9,17,-10.290999,-2.9011,0,1,-4.943,1,2
9,18,-5.5511,9.4967,1,1,-4.943,1,1
9,19,-2.6516,-17.778,1,1,-4.943,1,3
9,20,-13.353,-13.646,0,1,-4.943,1,3
9,21,4.7819,1.2315,1,1,-4.943,1,2
9,22,-2.6516,-1.2479999,0,1,-4.943,1,2
9,23,5.4434004,-0.42152,1,1,-4.943,1,2
9,24,-16.237,-26.87,0,1,-4.943,1,3
9,25,-21.085999,-29.349998,0,1,-4.943,1,3
9,26,-1.2908,3.711,0,1,-4.943,1,2
9,27,0.73536,8.6701,0,1,-4.943,1,1
9,28,0.73536,8.6701,0,1,-4.943,1,1
9,29,-13.353,-6.2071,1,1,-4.943,1,2
9,30,-11.186,-6.2071,1,1,-4.943,1,2
9,31,-15.267,-4.5541,0,1,-4.943,1,2
9,32,4.7819,11.976,1,1,-4.943,1,1
9,33,-1.9761001,-7.8602,1,1,-4.943,1,2
9,34,0.043218,1.2315,1,1,-4.943,1,2
10,1,4.0267,11.15,0,1,1.8927001,2,1
10,2,-3.3884,-5.3806,0,1,1.8927001,2,2
10,3,2.6132,-14.471999,1,1,1.8927001,2,3
10,4,-4.198,-3.7276,0,1,1.8927001,2,2
10,5,1.3406999,7.0171,0,1,1.8927001,2,1
10,6,-3.3884,-3.7276,0,1,1.8927001,2,2
10,7,15.792,2.8845,0,1,1.8927001,2,2
10,8,0.73536,-2.0746,1,1,1.8927001,2,2
10,9,1.3406999,2.8845,1,1,1.8927001,2,2
10,10,0.043218,-0.42152,0,1,1.8927001,2,2
10,11,0.043218,5.3640995,0,1,1.8927001,2,1
10,12,-6.2304997,10.323,0,1,1.8927001,2,1
10,13,-0.62088,7.0171,1,1,1.8927001,2,1
10,14,-4.198,11.15,0,1,1.8927001,2,1
10,15,1.3406999,-0.42152,0,1,1.8927001,2,2
10,16,0.043218,0.40499002,0,1,1.8927001,2,2
10,17,-4.198,2.058,0,1,1.8927001,2,2
10,18,-9.3938,1.2315,0,1,1.8927001,2,2
10,19,-1.2908,0.40499002,1,1,1.8927001,2,2
10,20,-2.6516,1.2315,0,1,1.8927001,2,2
10,21,-3.3884,6.1906,1,1,1.8927001,2,1
10,22,-9.3938,-4.5541,1,1,1.8927001,2,2
10,23,4.0267,5.3640995,0,1,1.8927001,2,1
10,24,-6.2304997,10.323,1,1,1.8927001,2,1
10,25,-6.2304997,-2.0746,1,1,1.8927001,2,2
10,26,-11.186,6.1906,0,1,1.8927001,2,1
10,27,-3.3884,-7.8602,0,1,1.8927001,2,2
10,28,-2.6516,5.3640995,0,1,1.8927001,2,2
10,29,-7.7611,0.40499002,1,1,1.8927001,2,2
10,30,0.043218,18.588001,0,1,1.8927001,2,1
10,31,-16.237,5.3640995,0,1,1.8927001,2,1
10,32,-10.290999,-8.6867,1,1,1.8927001,2,2
10,33,2.6132,-2.9011,1,1,1.8927001,2,2
10,34,0.73536,1.2315,1,1,1.8927001,2,2
10,35,-10.290999,-11.166,0,1,1.8927001,2,3
10,36,15.792,20.241001,1,1,1.8927001,2,1
10,37,-4.9278,0.40499002,1,1,1.8927001,2,2
10,38,-15.267,-7.0336003,0,1,1.8927001,2,2
10,39,2.6132,9.4967,1,1,1.8927001,2,1
10,40,-4.9278,-0.42152,0,1,1.8927001,2,2
10,41,-12.195,-0.42152,0,1,1.8927001,2,2
10,42,-1.2908,16.109001,0,1,1.8927001,2,1
10,43,-2.6516,8.6701,0,1,1.8927001,2,1
10,44,6.7876,13.629,1,1,1.8927001,2,1
10,45,-15.267,4.5376,0,1,1.8927001,2,1
10,46,-6.9951,-4.5541,0,1,1.8927001,2,2
10,47,-0.62088,-2.9011,1,1,1.8927001,2,2
10,48,-9.3938,-9.5132,0,1,1.8927001,2,2
10,49,0.73536,-7.8602,0,1,1.8927001,2,2
10,50,4.7819,-0.42152,1,1,1.8927001,2,2
11,1,3.2807002,4.5376,0,2,6.3506002,3,2
11,2,0.043218,-6.2071,0,2,6.3506002,3,2
11,3,5.4434004,11.976,0,2,6.3506002,3,1
11,4,8.9657,-4.5541,0,2,6.3506002,3,2
11,5,10.396,-3.7276,0,2,6.3506002,3,2
11,6,16.618,2.8845,0,2,6.3506002,3,2
11,7,8.2199,16.935001,0,2,6.3506002,3,1
11,8,20.397,19.414999,0,2,6.3506002,3,1
11,9,4.0267,6.1906,0,2,6.3506002,3,1
11,10,19.003,7.0171,0,2,6.3506002,3,1
11,11,13.101,13.629,0,2,6.3506002,3,1
11,12,0.043218,1.2315,0,2,6.3506002,3,2
11,13,-16.237,-13.646,0,2,6.3506002,3,3
11,14,0.73536,11.15,0,2,6.3506002,3,1
11,15,0.043218,19.414999,0,2,6.3506002,3,1
11,16,0.73536,-1.2479999,0,2,6.3506002,3,2
11,17,22.031,12.803,0,2,6.3506002,3,1
11,18,-6.2304997,0.40499002,0,2,6.3506002,3,2
11,19,22.031,24.374,0,2,6.3506002,3,1
11,20,3.2807002,0.40499002,0,2,6.3506002,3,2
11,21,6.7876,1.2315,0,2,6.3506002,3,2
11,22,4.7819,-5.3806,0,2,6.3506002,3,2
11,23,19.003,5.3640995,0,2,6.3506002,3,2
11,24,5.4434004,6.1906,0,2,6.3506002,3,1
11,25,3.2807002,2.058,0,2,6.3506002,3,2
11,26,0.043218,3.711,0,2,6.3506002,3,2
11,27,1.3406999,5.3640995,0,2,6.3506002,3,2
11,28,-10.290999,6.1906,0,2,6.3506002,3,1
11,29,17.348999,14.456,0,2,6.3506002,3,1
11,30,1.9415,-11.166,0,2,6.3506002,3,3
11,31,4.7819,-5.3806,0,2,6.3506002,3,2
11,32,1.9415,12.803,0,2,6.3506002,3,1
11,33,-21.085999,-5.3806,0,2,6.3506002,3,2
11,34,-8.5267,-2.9011,0,2,6.3506002,3,2
11,35,15.061999,22.721,0,2,6.3506002,3,1
11,36,1.3406999,28.506,0,2,6.3506002,3,1
11,37,11.757999,0.40499002,0,2,6.3506002,3,2
11,38,2.6132,-9.5132,0,2,6.3506002,3,2
11,39,8.2199,-9.5132,0,2,6.3506002,3,2
11,40,9.6758995,2.8845,0,2,6.3506002,3,2
11,41,1.9415,7.8436,0,2,6.3506002,3,1
11,42,13.747,11.15,0,2,6.3506002,3,1
11,43,6.7876,11.15,0,2,6.3506002,3,1
11,44,19.003,20.241001,0,2,6.3506002,3,1
11,45,-4.9278,2.8845,0,2,6.3506002,3,2
11,46,-0.62088,10.323,0,2,6.3506002,3,1
11,47,3.2807002,5.3640995,0,2,6.3506002,3,1
11,48,13.747,13.629,0,2,6.3506002,3,1
11,49,10.396,16.109001,0,2,6.3506002,3,1
11,50,7.4723,18.588001,0,2,6.3506002,3,1
11,51,-4.198,-14.471999,0,2,6.3506002,3,3
11,52,15.792,16.935001,0,2,6.3506002,3,1
11,53,5.4434004,3.711,0,2,6.3506002,3,1
11,54,3.2807002,3.711,0,2,6.3506002,3,2
11,55,10.396,16.935001,0,2,6.3506002,3,1
11,56,9.6758995,21.068,0,2,6.3506002,3,1
11,57,1.9415,12.803,0,2,6.3506002,3,1
11,58,11.757999,11.976,0,2,6.3506002,3,1
11,59,-8.5267,-1.2479999,0,2,6.3506002,3,2
11,60,4.7819,-2.0746,0,2,6.3506002,3,2
11,61,7.4723,13.629,0,2,6.3506002,3,1
11,62,5.4434004,7.8436,0,2,6.3506002,3,1
12,1,-6.2304997,-9.5132,1,1,-0.087401,2,3
12,2,7.4723,6.1906,1,1,-0.087401,2,1
12,3,-17.239,-11.166,0,1,-0.087401,2,3
12,4,0.043218,11.15,1,1,-0.087401,2,2
12,5,5.4434004,7.0171,0,1,-0.087401,2,1
12,6,4.0267,1.2315,1,1,-0.087401,2,2
12,7,5.4434004,7.0171,1,1,-0.087401,2,2
12,8,-11.186,-7.0336003,0,1,-0.087401,2,2
12,9,-21.085999,-4.5541,0,1,-0.087401,2,2
12,10,11.094,-0.42152,1,1,-0.087401,2,2
12,11,6.7876,1.2315,0,1,-0.087401,2,2
12,12,2.6132,-3.7276,1,1,-0.087401,2,2
12,13,8.9657,2.8845,0,1,-0.087401,2,2
12,14,-4.198,-2.0746,0,1,-0.087401,2,2
12,15,12.405,11.15,1,1,-0.087401,2,1
12,16,-2.6516,-9.5132,0,1,-0.087401,2,2
12,17,1.9415,4.5376,1,1,-0.087401,2,2
12,18,2.6132,11.15,1,1,-0.087401,2,1
12,19,-9.3938,-4.5541,1,1,-0.087401,2,2
12,20,8.2199,0.40499002,0,1,-0.087401,2,2
12,21,-4.198,-8.6867,0,1,-0.087401,2,2
12,22,-1.9761001,-7.0336003,0,1,-0.087401,2,2
12,23,-13.353,-2.0746,0,1,-0.087401,2,2
12,24,-3.3884,-7.0336003,1,1,-0.087401,2,2
12,25,-4.9278,11.15,1,1,-0.087401,2,2
12,26,-5.5511,-12.819,0,1,-0.087401,2,2
12,27,0.73536,8.6701,1,1,-0.087401,2,1
12,28,-16.237,-16.125,0,1,-0.087401,2,3
12,29,8.9657,7.8436,1,1,-0.087401,2,1
12,30,-2.6516,11.976,0,1,-0.087401,2,1
12,31,-15.267,-8.6867,0,1,-0.087401,2,3
12,32,-6.9951,-19.431,1,1,-0.087401,2,3
12,33,0.043218,15.282001,0,1,-0.087401,2,1
12,34,1.3406999,7.8436,1,1,-0.087401,2,2
12,35,8.9657,3.711,1,1,-0.087401,2,2
12,36,0.043218,-2.0746,0,1,-0.087401,2,2
12,37,-5.5511,7.8436,1,1,-0.087401,2,2
12,38,1.9415,0.40499002,1,1,-0.087401,2,2
12,39,8.9657,-6.2071,1,1,-0.087401,2,2
12,40,1.3406999,-11.993,0,1,-0.087401,2,2
12,41,-1.9761001,-7.0336003,1,1,-0.087401,2,2
12,42,3.2807002,-3.7276,0,1,-0.087401,2,2
12,43,3.2807002,12.803,0,1,-0.087401,2,2
12,44,6.7876,6.1906,0,1,-0.087401,2,1
12,45,6.7876,0.40499002,1,1,-0.087401,2,1
12,46,-10.290999,-1.2479999,0,1,-0.087401,2,2
12,47,0.73536,4.5376,1,1,-0.087401,2,2
13,1,-5.5511,-11.993,1,1,-1.4934001,2,3
13,2,-6.9951,-7.8602,0,1,-1.4934001,2,2
13,3,-9.3938,-17.778,1,1,-1.4934001,2,3
13,4,2.6132,-2.9011,1,1,-1.4934001,2,2
13,5,1.3406999,10.323,1,1,-1.4934001,2,1
13,6,5.4434004,2.058,1,1,-1.4934001,2,2
13,7,-5.5511,-7.8602,1,1,-1.4934001,2,2
13,8,-4.198,6.1906,0,1,-1.4934001,2,1
13,9,-18.367,-5.3806,0,1,-1.4934001,2,2
13,10,-17.239,-11.166,0,1,-1.4934001,2,3
13,11,1.3406999,-0.42152,1,1,-1.4934001,2,2
13,12,-15.267,-19.431,0,1,-1.4934001,2,3
13,13,0.73536,-4.5541,1,1,-1.4934001,2,2
13,14,-12.195,-29.349998,0,1,-1.4934001,2,3
13,15,-6.2304997,-2.0746,1,1,-1.4934001,2,2
13,16,15.061999,14.456,1,1,-1.4934001,2,1
13,17,11.094,12.803,0,1,-1.4934001,2,1
13,18,-19.621,-11.166,1,1,-1.4934001,2,2
13,19,-13.353,6.1906,1,1,-1.4934001,2,2
13,20,23.136002,16.109001,1,1,-1.4934001,2,1
13,21,-14.386999,-21.084002,0,1,-1.4934001,2,3
13,22,-14.386999,-10.34,0,1,-1.4934001,2,2
13,23,-8.5267,-8.6867,1,1,-1.4934001,2,3
13,24,-2.6516,-3.7276,0,1,-1.4934001,2,2
13,25,-10.290999,-3.7276,1,1,-1.4934001,2,2
13,26,2.6132,-2.9011,0,1,-1.4934001,2,2
13,27,-4.198,-3.7276,0,1,-1.4934001,2,2
13,28,-1.9761001,2.8845,1,1,-1.4934001,2,2
13,29,-12.195,-2.0746,0,1,-1.4934001,2,2
13,30,-27.527,-15.299,0,1,-1.4934001,2,3
13,31,3.2807002,-2.9011,1,1,-1.4934001,2,2
13,32,8.9657,11.976,0,1,-1.4934001,2,1
13,33,-5.5511,-16.952,0,1,-1.4934001,2,3
13,34,5.4434004,-2.9011,0,1,-1.4934001,2,1
13,35,-4.198,-2.9011,0,1,-1.4934001,2,2
13,36,0.043218,7.8436,1,1,-1.4934001,2,2
13,37,-1.9761001,2.058,1,1,-1.4934001,2,2
13,38,9.6758995,28.506,1,1,-1.4934001,2,1
13,39,11.757999,3.711,1,1,-1.4934001,2,1
13,40,9.6758995,9.4967,0,1,-1.4934001,2,2
13,41,10.396,-11.993,1,1,-1.4934001,2,2
13,42,4.7819,12.803,1,1,-1.4934001,2,1
13,43,-14.386999,-20.258,1,1,-1.4934001,2,3
13,44,-4.198,-5.3806,1,1,-1.4934001,2,2
13,45,8.2199,-0.42152,1,1,-1.4934001,2,2
13,46,-1.2908,-10.34,0,1,-1.4934001,2,3
13,47,4.7819,-1.2479999,1,1,-1.4934001,2,2
13,48,-6.2304997,-2.9011,0,1,-1.4934001,2,2
13,49,-7.7611,4.5376,1,1,-1.4934001,2,2
13,50,-11.186,-2.0746,1,1,-1.4934001,2,2
13,51,-5.5511,16.109001,0,1,-1.4934001,2,1
13,52,12.405,3.711,1,1,-1.4934001,2,2
13,53,1.3406999,3.711,0,1,-1.4934001,2,2
13,54,1.9415,5.3640995,1,1,-1.4934001,2,1
13,55,17.348999,16.109001,1,1,-1.4934001,2,1
13,56,-6.2304997,-1.2479999,1,1,-1.4934001,2,2
13,57,8.2199,7.0171,1,1,-1.4934001,2,2
13,58,2.6132,0.40499002,0,1,-1.4934001,2,2
13,59,-12.195,-9.5132,1,1,-1.4934001,2,2
13,60,-1.2908,-1.2479999,1,1,-1.4934001,2,1
13,61,-13.353,-4.5541,1,1,-1.4934001,2,2
13,62,-1.9761001,0.40499002,0,1,-1.4934001,2,2
13,63,-5.5511,-4.5541,0,1,-1.4934001,2,2
13,64,-8.5267,4.5376,1,1,-1.4934001,2,2
14,1,16.618,12.803,1,1,3.2644,3,1
14,2,4.7819,-3.7276,0,1,3.2644,3,2
14,3,4.0267,6.1906,0,1,3.2644,3,1
14,4,-2.6516,2.058,0,1,3.2644,3,2
14,5,11.757999,7.0171,1,1,3.2644,3,2
14,6,2.6132,2.058,1,1,3.2644,3,2
14,7,-7.7611,2.058,0,1,3.2644,3,2
14,8,4.0267,0.40499002,0,1,3.2644,3,2
14,9,-4.9278,7.0171,0,1,3.2644,3,1
14,10,-0.62088,-2.9011,1,1,3.2644,3,2
14,11,9.6758995,8.6701,1,1,3.2644,3,2
14,12,-7.7611,-21.084002,1,1,3.2644,3,3
14,13,2.6132,5.3640995,0,1,3.2644,3,1
14,14,-7.7611,7.8436,0,1,3.2644,3,1
14,15,1.9415,-6.2071,1,1,3.2644,3,2
14,16,4.0267,21.894,0,1,3.2644,3,1
14,17,-15.267,-2.0746,1,1,3.2644,3,3
14,18,14.3949995,14.456,1,1,3.2644,3,2
14,19,-4.9278,-5.3806,1,1,3.2644,3,2
14,20,-0.62088,4.5376,1,1,3.2644,3,2
14,21,-0.62088,-7.0336003,1,1,3.2644,3,2
14,22,-4.198,9.4967,1,1,3.2644,3,1
14,23,-1.2908,-2.0746,0,1,3.2644,3,2
14,24,11.757999,14.456,1,1,3.2644,3,1
14,25,-5.5511,5.3640995,0,1,3.2644,3,2
14,26,22.031,-0.42152,1,1,3.2644,3,1
14,27,-1.2908,13.629,1,1,3.2644,3,2
14,28,1.9415,16.109001,1,1,3.2644,3,1
14,29,13.101,7.0171,1,1,3.2644,3,1
14,30,-14.386999,-9.5132,0,1,3.2644,3,2
14,31,-22.917,-16.125,1,1,3.2644,3,2
14,32,-6.9951,-3.7276,1,1,3.2644,3,2
14,33,-1.2908,-1.2479999,0,1,3.2644,3,2
14,34,-22.917,-11.166,1,1,3.2644,3,2
14,35,-4.198,11.976,1,1,3.2644,3,2
14,36,4.0267,0.40499002,0,1,3.2644,3,2
14,37,-1.2908,7.0171,0,1,3.2644,3,2
14,38,-21.085999,-9.5132,0,1,3.2644,3,2
14,39,3.2807002,3.711,1,1,3.2644,3,1
14,40,6.7876,8.6701,1,1,3.2644,3,2
14,41,-16.237,-11.993,1,1,3.2644,3,3
14,42,-15.267,3.711,1,1,3.2644,3,2
14,43,8.2199,13.629,0,1,3.2644,3,2
14,44,-3.3884,-2.0746,1,1,3.2644,3,2
14,45,-11.186,-5.3806,1,1,3.2644,3,2
14,46,-3.3884,-9.5132,0,1,3.2644,3,2
14,47,7.4723,7.8436,1,1,3.2644,3,2
14,48,13.101,5.3640995,0,1,3.2644,3,1
14,49,-5.5511,-7.0336003,1,1,3.2644,3,2
14,50,11.757999,15.282001,1,1,3.2644,3,1
14,51,4.7819,8.6701,1,1,3.2644,3,1
14,52,-6.9951,-0.42152,1,1,3.2644,3,3
14,53,2.6132,14.456,1,1,3.2644,3,1
14,54,-6.2304997,-11.166,1,1,3.2644,3,3
14,55,4.0267,5.3640995,0,1,3.2644,3,1
14,56,0.043218,-1.2479999,0,1,3.2644,3,2
14,57,-6.9951,3.711,0,1,3.2644,3,2
14,58,9.6758995,10.323,1,1,3.2644,3,2
14,59,-9.3938,-7.0336003,0,1,3.2644,3,2
14,60,-1.2908,-2.0746,1,1,3.2644,3,2
14,61,-13.353,-2.9011,1,1,3.2644,3,3
14,62,0.043218,21.068,1,1,3.2644,3,2
14,63,-12.195,-0.42152,0,1,3.2644,3,2
14,64,-6.9951,4.5376,1,1,3.2644,3,2
14,65,-11.186,5.3640995,1,1,3.2644,3,2
14,66,11.094,2.8845,1,1,3.2644,3,2
14,67,15.792,18.588001,1,1,3.2644,3,1
14,68,-11.186,9.4967,0,1,3.2644,3,2
14,69,-4.9278,-7.0336003,1,1,3.2644,3,2
14,70,17.348999,14.456,1,1,3.2644,3,1
14,71,-12.195,7.8436,0,1,3.2644,3,2
14,72,-5.5511,-11.166,0,1,3.2644,3,2
14,73,-2.6516,-0.42152,0,1,3.2644,3,1
14,74,1.9415,4.5376,1,1,3.2644,3,1
14,75,14.3949995,11.976,1,1,3.2644,3,2
14,76,13.101,-1.2479999,0,1,3.2644,3,1
14,77,1.9415,7.0171,0,1,3.2644,3,2
14,78,-10.290999,-13.646,0,1,3.2644,3,2
14,79,4.7819,-3.7276,1,1,3.2644,3,2
14,80,12.405,13.629,1,1,3.2644,3,1
14,81,-2.6516,6.1906,0,1,3.2644,3,2
14,82,16.618,20.241001,0,1,3.2644,3,1
14,83,-1.2908,7.8436,0,1,3.2644,3,2
14,84,1.9415,-5.3806,1,1,3.2644,3,2
14,85,0.73536,10.323,0,1,3.2644,3,1
14,86,7.4723,7.8436,1,1,3.2644,3,1
14,87,-3.3884,-5.3806,0,1,3.2644,3,2
14,88,-13.353,2.8845,0,1,3.2644,3,2
14,89,-1.9761001,10.323,1,1,3.2644,3,2
14,90,7.4723,28.506,1,1,3.2644,3,1
14,91,-6.9951,-11.166,1,1,3.2644,3,2
14,92,-5.5511,2.058,1,1,3.2644,3,2
14,93,6.1073,18.588001,1,1,3.2644,3,1
14,94,9.6758995,15.282001,1,1,3.2644,3,2
14,95,7.4723,15.282001,1,1,3.2644,3,2
14,96,5.4434004,16.109001,1,1,3.2644,3,1
14,97,8.2199,2.8845,1,1,3.2644,3,1
14,98,-7.7611,-0.42152,0,1,3.2644,3,2
14,99,4.0267,7.0171,0,1,3.2644,3,2
14,100,-9.3938,-19.431,1,1,3.2644,3,3
14,101,-3.3884,3.711,0,1,3.2644,3,2
14,102,-17.239,-4.5541,0,1,3.2644,3,2
14,103,1.3406999,2.058,0,1,3.2644,3,2
14,104,-4.9278,4.5376,0,1,3.2644,3,2
14,105,6.1073,-18.605,0,1,3.2644,3,2
14,106,-12.195,-11.166,0,1,3.2644,3,2
14,107,5.4434004,3.711,0,1,3.2644,3,1
14,108,-1.2908,3.711,0,1,3.2644,3,2
14,109,-19.621,-15.299,0,1,3.2644,3,3
14,110,-14.386999,5.3640995,0,1,3.2644,3,2
14,111,11.094,19.414999,1,1,3.2644,3,1
14,112,8.2199,13.629,1,1,3.2644,3,1
14,113,6.1073,9.4967,0,1,3.2644,3,2
14,114,-11.186,-5.3806,1,1,3.2644,3,2
14,115,13.747,1.2315,1,1,3.2644,3,2
14,116,-1.9761001,3.711,1,1,3.2644,3,1
14,117,-2.6516,8.6701,0,1,3.2644,3,1
14,118,-10.290999,6.1906,0,1,3.2644,3,2
14,119,13.747,23.547,0,1,3.2644,3,1
14,120,-4.198,-6.2071,1,1,3.2644,3,2
14,121,11.757999,2.8845,0,1,3.2644,3,2
14,122,12.405,17.762001,1,1,3.2644,3,2
14,123,7.4723,-2.0746,1,1,3.2644,3,2
14,124,9.6758995,3.711,1,1,3.2644,3,1
14,125,-8.5267,-11.166,0,1,3.2644,3,2
14,126,-1.9761001,9.4967,1,1,3.2644,3,2
14,127,4.0267,11.976,0,1,3.2644,3,2
14,128,5.4434004,18.588001,0,1,3.2644,3,1
14,129,11.094,5.3640995,1,1,3.2644,3,1
14,130,2.6132,6.1906,1,1,3.2644,3,1
14,131,0.043218,18.588001,0,1,3.2644,3,1
14,132,1.9415,-0.42152,0,1,3.2644,3,2
14,133,1.3406999,-2.9011,0,1,3.2644,3,2
14,134,-16.237,-8.6867,1,1,3.2644,3,2
14,135,0.73536,1.2315,0,1,3.2644,3,2
14,136,18.138,18.588001,0,1,3.2644,3,1
14,137,1.3406999,-7.8602,0,1,3.2644,3,3
14,138,-15.267,2.8845,1,1,3.2644,3,2
14,139,-14.386999,0.40499002,0,1,3.2644,3,2
14,140,11.757999,16.935001,1,1,3.2644,3,1
14,141,8.2199,2.058,0,1,3.2644,3,2
14,142,-0.62088,6.1906,1,1,3.2644,3,1
14,143,-3.3884,-6.2071,1,1,3.2644,3,2
14,144,18.138,14.456,0,1,3.2644,3,1
14,145,0.73536,-11.166,0,1,3.2644,3,2
14,146,-15.267,-7.0336003,0,1,3.2644,3,2
14,147,-0.62088,-1.2479999,0,1,3.2644,3,2
14,148,6.1073,9.4967,1,1,3.2644,3,1
14,149,-22.917,-8.6867,0,1,3.2644,3,2
14,150,-1.9761001,2.8845,1,1,3.2644,3,2
14,151,-1.9761001,-7.8602,0,1,3.2644,3,3
14,152,6.1073,2.8845,1,1,3.2644,3,2
14,153,-1.2908,1.2315,1,1,3.2644,3,2
14,154,19.003,17.762001,0,1,3.2644,3,1
14,155,3.2807002,6.1906,1,1,3.2644,3,2
14,156,9.6758995,12.803,0,1,3.2644,3,2
14,157,5.4434004,10.323,1,1,3.2644,3,2
14,158,11.757999,8.6701,1,1,3.2644,3,1
14,159,-0.62088,5.3640995,0,1,3.2644,3,2
14,160,11.757999,4.5376,0,1,3.2644,3,1
14,161,0.73536,14.456,1,1,3.2644,3,2
14,162,1.3406999,4.5376,0,1,3.2644,3,1
14,163,-0.62088,7.8436,1,1,3.2644,3,2
14,164,4.0267,7.8436,1,1,3.2644,3,1
14,165,-11.186,-10.34,0,1,3.2644,3,2
14,166,6.1073,5.3640995,1,1,3.2644,3,1
14,167,-19.621,-1.2479999,1,1,3.2644,3,2
