G,Phase,list,H,Y,S,T,U,V,W,X,Z
80,6,5,30,1741.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
80,6,5,25,1213.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
80,6,5,24,1381.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
80,8,5,40,1451.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
80,8,5,39,1950.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
80,8,5,35,1486.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
80,8,5,34,1369.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
81,2,2,4,2380.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
81,2,2,5,1648.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
81,2,2,10,1399.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
81,2,2,9,1195.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
81,4,2,15,4058.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
81,4,2,14,4216.074999999991,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
81,4,2,19,1428.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
81,4,2,20,1585.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
81,6,2,24,4216.074999999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,6,2,25,2240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,6,2,29,1625.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
81,6,2,30,1068.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
81,8,2,34,2692.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,8,2,35,2948.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,8,2,40,1445.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
81,8,2,39,1561.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
82,2,6,4,2182.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
82,2,6,5,4109.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
82,2,6,10,1869.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
82,2,6,9,1822.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
82,4,6,14,2275.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
82,4,6,15,3422.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
82,4,6,20,1660.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
82,4,6,19,1526.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
82,6,6,25,2321.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
82,6,6,24,4110.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
82,6,6,30,2884.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
82,6,6,29,1555.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
82,8,6,35,4216.074999999991,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
82,8,6,34,4054.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
82,8,6,40,1753.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
82,8,6,39,3633.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
83,2,1,10,2321.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
83,2,1,9,2679.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
83,2,1,4,1311.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
83,2,1,5,1160.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
83,4,1,20,2164.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
83,4,1,19,2020.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
83,4,1,15,1497.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
83,4,1,14,1775.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
83,6,1,29,1737.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,6,1,30,1346.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,6,1,25,1242.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
83,6,1,24,1474.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
83,8,1,40,1520.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,8,1,39,1723.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,8,1,34,940.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
83,8,1,35,975.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
84,2,5,9,2159.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
84,2,5,10,1671.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
84,2,5,5,1602.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
84,2,5,4,2159.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
84,4,5,19,1673.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
84,4,5,20,1996.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
84,4,5,15,1381.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
84,4,5,14,1246.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
84,6,5,29,2346.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
84,6,5,30,2338.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
84,6,5,24,1030.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
84,6,5,25,1033.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
84,8,5,39,2268.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
84,8,5,40,2297.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
84,8,5,35,1881.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
84,8,5,34,1359.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
85,2,6,5,1184.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
85,2,6,4,2008.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
85,2,6,10,1602.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
85,2,6,9,1335.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
85,4,6,15,1486.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
85,4,6,14,2182.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
85,4,6,20,1137.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
85,4,6,19,1462.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
85,6,6,25,1137.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
85,6,6,24,1160.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
85,6,6,30,1068.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
85,6,6,29,1172.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
85,8,6,34,1764.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
85,8,6,35,1346.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
85,8,6,39,1039.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
85,8,6,40,1996.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
89,2,2,4,1532.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
89,2,2,5,1706.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
89,2,2,10,1056.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
89,2,2,9,1381.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
89,4,2,14,2635.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
89,4,2,15,1381.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
89,4,2,20,1207.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
89,4,2,19,1404.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
89,6,2,24,1937.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,6,2,25,2321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,6,2,29,1439.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
89,6,2,30,998.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
89,8,2,34,2113.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,8,2,35,1764.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,8,2,40,1010.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
89,8,2,39,2302.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
90,2,5,10,2418.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
90,2,5,9,2129.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
90,2,5,4,1651.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
90,2,5,5,1578.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
90,4,5,19,2176.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
90,4,5,20,3539.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
90,4,5,14,1753.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
90,4,5,15,1419.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
90,6,5,30,1706.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
90,6,5,29,2278.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
90,6,5,24,1253.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
90,6,5,25,870.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
90,8,5,39,2009.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
90,8,5,40,1779.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
90,8,5,35,1451.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
90,8,5,34,1443.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
91,2,6,4,1811.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
91,2,6,5,2275.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
91,2,6,10,1253.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
91,2,6,9,1811.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
91,4,6,14,2424.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
91,4,6,15,2670.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
91,4,6,20,1277.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
91,4,6,19,1219.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
91,6,6,25,940.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
91,6,6,24,1033.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
91,6,6,30,952.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
91,6,6,29,1079.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
91,8,6,34,1667.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
91,8,6,35,1784.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
91,8,6,39,812.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
91,8,6,40,1224.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
92,2,2,4,1862.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
92,2,2,5,2391.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
92,2,2,10,1637.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
92,2,2,9,2190.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
92,4,2,15,3356.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
92,4,2,14,4216.074999999991,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
92,4,2,19,1342.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
92,4,2,20,1588.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
92,6,2,25,1800.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,6,2,24,3188.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,6,2,30,1386.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
92,6,2,29,1299.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
92,8,2,34,1704.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,8,2,35,2689.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,8,2,40,1311.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
92,8,2,39,1666.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
95,2,2,5,3851.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
95,2,2,4,1375.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
95,2,2,9,1328.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
95,2,2,10,1129.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
95,4,2,15,2381.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
95,4,2,14,1631.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
95,4,2,19,1220.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
95,4,2,20,903.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0
95,6,2,24,3594.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,6,2,25,910.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,6,2,30,973.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
95,6,2,29,1129.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
95,8,2,35,1403.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,8,2,34,2773.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,8,2,39,1381.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
95,8,2,40,799.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0
96,2,6,4,1729.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
96,2,6,5,1439.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
96,2,6,9,1102.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
96,2,6,10,1532.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
96,4,6,14,1462.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
96,4,6,15,1369.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
96,4,6,19,1219.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
96,4,6,20,1381.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
96,6,6,24,2647.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
96,6,6,25,1602.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
96,6,6,29,1683.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
96,6,6,30,1578.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
96,8,6,34,1904.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
96,8,6,35,1578.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
96,8,6,39,1056.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
96,8,6,40,1660.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
97,2,5,10,2328.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
97,2,5,9,2042.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
97,2,5,4,1904.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
97,2,5,5,2078.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
97,4,5,20,1929.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
97,4,5,19,2832.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
97,4,5,15,1721.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
97,4,5,14,1915.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0
97,6,5,29,2066.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
97,6,5,30,1857.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
97,6,5,25,1509.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
97,6,5,24,1607.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
97,8,5,39,3111.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
97,8,5,40,1230.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
97,8,5,34,1703.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
97,8,5,35,1718.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
