H,G,student,Y,gender,age,gcsescore,U
28,289,3147,6.0,M,0.0,5.4,-0.8856842885696699
28,289,3148,0.0,M,-5.0,5.4,-0.8856842885696699
28,289,3149,2.0,M,-4.0,4.5,-1.7856842885696702
28,289,3150,6.0,M,-3.0,5.1,-1.1856842885696706
28,289,3151,0.0,M,3.0,5.7,-0.58568428856967
28,289,3152,4.0,M,5.0,6.222,-0.06368428856966979
28,289,3153,6.0,M,-5.0,6.333,0.047315711430329976
28,290,3154,2.0,F,3.0,6.888,0.6023157114303297
28,290,3155,0.0,F,-2.0,6.222,-0.06368428856966979
28,290,3156,4.0,F,-5.0,6.111,-0.17468428856967044
28,290,3157,4.0,F,-2.0,6.333,0.047315711430329976
28,290,3158,2.0,F,3.0,5.888,-0.3976842885696703
28,290,3159,6.0,F,-4.0,6.555,0.2693157114303295
28,290,3160,8.0,F,5.0,6.777,0.4913157114303299
28,290,3161,2.0,F,0.0,6.111,-0.17468428856967044
28,290,3162,0.0,F,1.0,6.222,-0.06368428856966979
28,290,3163,0.0,F,-2.0,4.666,-1.6196842885696698
28,291,3164,10.0,M,5.0,7.545,1.2593157114303297
28,291,3165,10.0,M,-1.0,7.909,1.6233157114303296
28,291,3166,10.0,M,3.0,7.545,1.2593157114303297
28,291,3167,8.0,M,3.0,7.181,0.8953157114303298
28,291,3168,10.0,M,0.0,7.727,1.44131571143033
28,291,3169,10.0,M,-4.0,7.09,0.8043157114303296
28,291,3170,8.0,M,-2.0,7.0,0.7143157114303298
28,291,3171,10.0,M,-6.0,7.6,1.3143157114303294
28,291,3172,8.0,M,2.0,6.4,0.11431571143033015
28,291,3173,10.0,M,-2.0,6.818,0.5323157114303294
28,291,3174,8.0,M,-1.0,6.777,0.4913157114303299
28,291,3175,10.0,M,5.0,7.6,1.3143157114303294
28,291,3176,10.0,M,-1.0,7.636,1.35031571143033
28,291,3177,10.0,M,-3.0,7.9,1.6143157114303301
28,291,3178,6.0,M,-5.0,6.181,-0.10468428856967016
28,291,3179,10.0,M,3.0,6.454,0.16831571143032953
28,291,3180,8.0,M,1.0,7.0,0.7143157114303298
28,291,3181,10.0,M,3.0,7.2,0.91431571143033
28,291,3182,10.0,M,-1.0,7.2,0.91431571143033
28,291,3183,10.0,M,4.0,6.8,0.5143157114303296
28,291,3184,2.0,M,-5.0,6.636,0.3503157114303299
28,291,3185,4.0,M,-5.0,6.5,0.2143157114303298
28,291,3186,10.0,M,-5.0,6.909,0.6233157114303296
28,291,3187,4.0,M,-2.0,6.3,0.014315711430329614
28,291,3188,6.0,M,1.0,6.2,-0.08568428856967003
28,291,3189,10.0,M,1.0,6.7,0.41431571143032997
28,291,3190,10.0,M,4.0,7.7,1.41431571143033
28,291,3191,8.0,M,-5.0,6.9,0.6143157114303301
28,291,3192,10.0,M,0.0,7.888,1.6023157114303297
28,291,3193,10.0,M,-4.0,7.5,1.2143157114303298
28,291,3194,6.0,M,-2.0,5.7,-0.58568428856967
28,291,3195,8.0,M,-5.0,6.727,0.4413157114303301
28,291,3196,8.0,M,-5.0,7.454,1.1683157114303295
28,291,3197,6.0,M,-5.0,6.4,0.11431571143033015
28,291,3198,8.0,M,-4.0,7.1,0.8143157114303294
28,291,3199,10.0,M,4.0,7.7,1.41431571143033
28,291,3200,10.0,M,1.0,7.7,1.41431571143033
28,291,3201,10.0,M,4.0,7.9,1.6143157114303301
28,291,3202,10.0,M,-4.0,7.0,0.7143157114303298
28,292,3203,2.0,F,-2.0,7.3,1.0143157114303296
28,292,3204,6.0,F,5.0,7.125,0.8393157114303298
28,292,3205,6.0,F,-4.0,6.666,0.38031571143033016
28,292,3206,10.0,F,-4.0,7.8,1.5143157114303296
28,292,3207,6.0,F,0.0,6.6,0.31431571143032944
28,292,3208,10.0,F,5.0,7.5,1.2143157114303298
28,292,3209,10.0,F,-1.0,7.6,1.3143157114303294
28,292,3210,10.0,F,-4.0,7.5,1.2143157114303298
28,292,3211,8.0,F,0.0,6.9,0.6143157114303301
28,292,3212,10.0,F,-6.0,7.0,0.7143157114303298
28,292,3213,10.0,F,-3.0,7.8,1.5143157114303296
28,292,3214,8.0,F,3.0,7.1,0.8143157114303294
28,292,3215,6.0,F,-5.0,6.8,0.5143157114303296
28,292,3216,8.0,F,-2.0,6.7,0.41431571143032997
28,292,3217,8.0,F,-3.0,7.5,1.2143157114303298
28,292,3218,10.0,F,-1.0,7.6,1.3143157114303294
28,292,3219,0.0,F,0.0,5.9,-0.38568428856966985
28,292,3220,8.0,F,5.0,7.2,0.91431571143033
28,292,3221,8.0,F,3.0,6.9,0.6143157114303301
28,292,3222,8.0,F,-1.0,7.222,0.9363157114303302
28,292,3223,8.0,F,-3.0,7.5,1.2143157114303298
28,292,3224,6.0,F,1.0,5.333,-0.95268428856967
28,292,3225,8.0,F,-2.0,7.7,1.41431571143033
28,292,3226,10.0,F,0.0,7.5,1.2143157114303298
28,292,3227,4.0,F,-2.0,6.6,0.31431571143032944
28,292,3228,6.0,F,-6.0,7.3,1.0143157114303296
28,292,3229,8.0,F,-6.0,7.3,1.0143157114303296
28,292,3230,10.0,F,2.0,6.444,0.15831571143032974
28,293,3231,0.0,F,-5.0,4.333,-1.95268428856967
28,293,3232,0.0,F,-2.0,6.0,-0.2856842885696702
28,293,3233,0.0,F,-4.0,6.4,0.11431571143033015
28,293,3234,4.0,F,-2.0,5.444,-0.8416842885696703
28,293,3235,0.0,F,4.0,4.444,-1.8416842885696703
28,293,3236,0.0,M,-6.0,4.125,-2.16068428856967
28,293,3237,0.0,F,-5.0,4.888,-1.3976842885696703
28,294,3238,8.0,M,-4.0,5.375,-0.9106842885696702
28,294,3239,4.0,M,1.0,4.5,-1.7856842885696702
28,294,3240,8.0,F,2.0,7.25,0.9643157114303298
28,294,3241,4.0,M,2.0,6.0,-0.2856842885696702
28,294,3242,6.0,F,-2.0,5.875,-0.4106842885696702
29,295,3243,0.0,F,-6.0,3.777,-2.50868428856967
29,295,3244,4.0,F,-2.0,5.75,-0.5356842885696702
29,295,3245,4.0,M,-6.0,5.428,-0.8576842885696703
29,295,3246,6.0,F,-1.0,5.375,-0.9106842885696702
29,295,3247,0.0,F,5.0,6.125,-0.1606842885696702
29,295,3248,4.0,F,-1.0,6.5,0.2143157114303298
29,295,3249,10.0,M,4.0,6.75,0.4643157114303298
29,295,3250,8.0,M,-6.0,5.875,-0.4106842885696702
29,295,3251,2.0,M,0.0,5.25,-1.0356842885696702
29,295,3252,8.0,M,-2.0,6.0,-0.2856842885696702
29,295,3253,10.0,M,3.0,6.875,0.5893157114303298
29,295,3254,2.0,M,-4.0,5.875,-0.4106842885696702
29,296,3255,0.0,F,-5.0,5.222,-1.0636842885696698
29,296,3256,8.0,F,-3.0,6.125,-0.1606842885696702
29,296,3257,4.0,F,3.0,5.75,-0.5356842885696702
29,296,3258,0.0,F,-1.0,4.75,-1.5356842885696702
29,296,3259,2.0,M,5.0,5.5,-0.7856842885696702
29,296,3260,0.0,F,-6.0,5.818,-0.4676842885696706
29,297,3261,6.0,M,-2.0,5.625,-0.6606842885696702
29,297,3262,8.0,F,1.0,6.125,-0.1606842885696702
29,297,3263,2.0,M,-5.0,5.5,-0.7856842885696702
29,297,3264,4.0,F,-4.0,5.333,-0.95268428856967
29,297,3265,4.0,M,3.0,4.5,-1.7856842885696702
29,297,3266,4.0,M,-4.0,6.125,-0.1606842885696702
29,297,3267,6.0,M,-4.0,4.875,-1.4106842885696702
29,297,3268,4.0,F,-1.0,6.5,0.2143157114303298
29,297,3269,6.0,M,-4.0,6.555,0.2693157114303295
29,297,3270,2.0,M,-4.0,3.875,-2.41068428856967
29,297,3271,8.0,F,-5.0,6.0,-0.2856842885696702
29,297,3272,10.0,F,-5.0,6.0,-0.2856842885696702
29,297,3273,8.0,M,2.0,5.125,-1.1606842885696702
29,297,3274,2.0,F,-1.0,5.142,-1.1436842885696699
29,297,3275,2.0,M,-3.0,5.875,-0.4106842885696702
29,297,3276,4.0,F,-3.0,3.833,-2.45268428856967
29,297,3277,10.0,F,4.0,6.777,0.4913157114303299
29,297,3278,4.0,F,4.0,6.25,-0.03568428856967021
29,297,3279,8.0,F,-4.0,5.125,-1.1606842885696702
29,297,3280,4.0,M,2.0,5.625,-0.6606842885696702
29,297,3281,4.0,M,0.0,4.916,-1.3696842885696698
29,297,3282,4.0,M,1.0,4.625,-1.6606842885696702
29,297,3283,2.0,F,-5.0,4.0,-2.28568428856967
29,297,3284,10.0,M,4.0,6.875,0.5893157114303298
29,297,3285,10.0,M,-1.0,5.625,-0.6606842885696702
29,297,3286,8.0,F,-1.0,6.444,0.15831571143032974
29,297,3287,8.0,F,-6.0,5.6,-0.6856842885696706
29,297,3288,2.0,M,0.0,5.875,-0.4106842885696702
29,297,3289,6.0,F,-1.0,5.375,-0.9106842885696702
29,297,3290,0.0,M,-3.0,4.222,-2.06368428856967
29,297,3291,6.0,F,4.0,5.5,-0.7856842885696702
29,297,3292,0.0,M,-2.0,4.75,-1.5356842885696702
29,297,3293,6.0,F,4.0,5.875,-0.4106842885696702
30,298,3294,4.0,F,2.0,5.666,-0.6196842885696698
30,298,3295,2.0,M,-4.0,5.666,-0.6196842885696698
30,298,3296,0.0,F,-4.0,5.875,-0.4106842885696702
30,298,3297,4.0,M,1.0,6.666,0.38031571143033016
30,299,3298,4.0,M,2.0,5.888,-0.3976842885696703
30,299,3299,8.0,M,-6.0,6.5,0.2143157114303298
30,299,3300,8.0,M,-2.0,6.444,0.15831571143032974
30,299,3301,2.0,M,5.0,5.9,-0.38568428856966985
30,299,3302,0.0,M,-5.0,5.555,-0.7306842885696705
30,299,3303,10.0,M,-1.0,6.555,0.2693157114303295
30,299,3304,6.0,M,3.0,6.888,0.6023157114303297
30,299,3305,8.0,M,-2.0,6.222,-0.06368428856966979
30,299,3306,4.0,M,-3.0,5.7,-0.58568428856967
30,299,3307,10.0,M,-6.0,7.555,1.2693157114303295
30,299,3308,10.0,M,5.0,7.555,1.2693157114303295
30,299,3309,0.0,M,2.0,6.0,-0.2856842885696702
30,299,3310,0.0,M,3.0,5.222,-1.0636842885696698
30,299,3311,4.0,M,3.0,6.222,-0.06368428856966979
30,299,3312,6.0,M,3.0,6.444,0.15831571143032974
30,299,3313,4.0,M,0.0,5.111,-1.1746842885696704
30,299,3314,2.0,M,1.0,5.666,-0.6196842885696698
30,299,3315,2.0,M,-1.0,5.222,-1.0636842885696698
30,299,3316,0.0,M,-2.0,5.777,-0.5086842885696701
30,299,3317,6.0,M,2.0,6.5,0.2143157114303298
30,299,3318,2.0,M,-5.0,6.5,0.2143157114303298
30,299,3319,6.0,M,4.0,5.222,-1.0636842885696698
30,299,3320,8.0,M,-1.0,6.888,0.6023157114303297
30,299,3321,10.0,M,-1.0,5.0,-1.2856842885696702
30,299,3322,8.0,M,-4.0,6.777,0.4913157114303299
30,299,3323,8.0,M,-5.0,7.4,1.1143157114303301
30,299,3324,0.0,M,5.0,5.111,-1.1746842885696704
30,299,3325,8.0,M,-1.0,6.444,0.15831571143032974
30,299,3326,10.0,M,-6.0,7.0,0.7143157114303298
30,299,3327,2.0,M,1.0,6.666,0.38031571143033016
30,299,3328,10.0,M,1.0,6.222,-0.06368428856966979
30,299,3329,0.0,M,3.0,5.777,-0.5086842885696701
30,299,3330,8.0,M,-3.0,6.25,-0.03568428856967021
30,299,3331,6.0,M,-4.0,6.111,-0.17468428856967044
30,299,3332,10.0,M,2.0,6.333,0.047315711430329976
30,299,3333,10.0,M,1.0,6.666,0.38031571143033016
30,299,3334,6.0,M,5.0,6.111,-0.17468428856967044
30,299,3335,10.0,M,2.0,7.777,1.49131571143033
30,299,3336,4.0,M,-5.0,7.0,0.7143157114303298
30,299,3337,4.0,M,3.0,5.333,-0.95268428856967
30,299,3338,0.0,M,-1.0,5.75,-0.5356842885696702
30,299,3339,6.0,M,2.0,7.111,0.8253157114303296
30,299,3340,8.0,M,1.0,8.0,1.7143157114303298
30,299,3341,0.0,M,-1.0,6.222,-0.06368428856966979
30,299,3342,2.0,M,-6.0,5.8,-0.4856842885696704
30,300,3343,6.0,F,3.0,7.125,0.8393157114303298
30,300,3344,2.0,M,-6.0,6.111,-0.17468428856967044
30,300,3345,8.0,M,-2.0,6.0,-0.2856842885696702
30,300,3346,8.0,M,2.0,5.333,-0.95268428856967
30,300,3347,2.0,M,-5.0,6.125,-0.1606842885696702
30,300,3348,0.0,F,-4.0,6.222,-0.06368428856966979
30,300,3349,0.0,F,4.0,5.777,-0.5086842885696701
30,300,3350,8.0,M,0.0,6.777,0.4913157114303299
30,301,3351,10.0,F,-5.0,7.625,1.3393157114303298
30,301,3352,10.0,F,4.0,6.5,0.2143157114303298
30,301,3353,10.0,F,4.0,7.25,0.9643157114303298
30,301,3354,10.0,F,0.0,7.875,1.5893157114303298
30,301,3355,6.0,F,2.0,6.777,0.4913157114303299
30,301,3356,6.0,F,-5.0,6.333,0.047315711430329976
30,301,3357,10.0,F,4.0,7.5,1.2143157114303298
30,301,3358,6.0,F,-3.0,6.5,0.2143157114303298
30,301,3359,8.0,F,-3.0,7.333,1.04731571143033
30,301,3360,10.0,F,5.0,7.571,1.2853157114303295
30,301,3361,10.0,F,-6.0,6.75,0.4643157114303298
30,301,3362,4.0,F,-5.0,6.777,0.4913157114303299
30,301,3363,8.0,F,-3.0,6.333,0.047315711430329976
30,301,3364,10.0,F,-4.0,7.0,0.7143157114303298
30,301,3365,4.0,F,-3.0,6.25,-0.03568428856967021
30,301,3366,4.0,F,5.0,6.857,0.57131571143033
30,301,3367,10.0,F,-6.0,7.25,0.9643157114303298
30,301,3368,8.0,F,-1.0,6.375,0.08931571143032979
30,301,3369,10.0,F,-2.0,7.5,1.2143157114303298
30,301,3370,10.0,F,3.0,7.375,1.0893157114303298
30,301,3371,8.0,F,1.0,7.285,0.9993157114303299
30,301,3372,8.0,F,4.0,7.125,0.8393157114303298
30,301,3373,10.0,F,1.0,7.125,0.8393157114303298
30,301,3374,10.0,F,-4.0,6.5,0.2143157114303298
30,301,3375,8.0,F,-3.0,6.875,0.5893157114303298
30,301,3376,8.0,F,-4.0,6.777,0.4913157114303299
30,301,3377,4.0,F,-5.0,5.875,-0.4106842885696702
30,301,3378,8.0,F,-5.0,6.375,0.08931571143032979
30,301,3379,10.0,F,5.0,7.875,1.5893157114303298
30,301,3380,4.0,F,1.0,5.75,-0.5356842885696702
30,301,3381,6.0,F,0.0,6.285,-0.0006842885696700662
30,302,3382,0.0,M,-1.0,4.75,-1.5356842885696702
30,302,3383,8.0,F,-2.0,5.727,-0.5586842885696699
30,302,3384,6.0,F,-3.0,6.0,-0.2856842885696702
30,302,3385,4.0,F,5.0,5.125,-1.1606842885696702
30,303,3386,10.0,M,3.0,6.888,0.6023157114303297
30,303,3387,2.0,M,5.0,5.222,-1.0636842885696698
30,303,3388,4.0,F,-3.0,5.8,-0.4856842885696704
30,303,3389,8.0,F,-4.0,6.1,-0.18568428856967056
30,304,3390,0.0,F,1.0,3.375,-2.91068428856967
30,304,3391,4.0,F,3.0,6.777,0.4913157114303299
30,304,3392,6.0,F,4.0,5.777,-0.5086842885696701
30,304,3393,4.0,F,-1.0,5.375,-0.9106842885696702
30,304,3394,2.0,F,-4.0,5.555,-0.7306842885696705
30,304,3395,0.0,M,-2.0,5.222,-1.0636842885696698
30,304,3396,0.0,F,1.0,4.25,-2.03568428856967
30,304,3397,2.0,F,-5.0,5.777,-0.5086842885696701
30,305,3398,10.0,M,4.0,5.888,-0.3976842885696703
30,305,3399,8.0,M,-4.0,6.555,0.2693157114303295
30,305,3400,10.0,F,-4.0,6.1,-0.18568428856967056
30,305,3401,4.0,M,-6.0,5.333,-0.95268428856967
30,305,3402,8.0,M,-1.0,5.375,-0.9106842885696702
30,305,3403,2.0,M,2.0,5.875,-0.4106842885696702
30,305,3404,6.0,M,-2.0,5.888,-0.3976842885696703
30,305,3405,6.0,M,-2.0,5.222,-1.0636842885696698
30,305,3406,6.0,M,2.0,5.7,-0.58568428856967
30,305,3407,10.0,M,5.0,6.777,0.4913157114303299
30,305,3408,8.0,M,-4.0,4.9,-1.3856842885696699
30,305,3409,6.0,F,-5.0,6.444,0.15831571143032974
30,305,3410,10.0,M,-5.0,7.625,1.3393157114303298
30,305,3411,8.0,F,-1.0,5.666,-0.6196842885696698
30,305,3412,2.0,F,-2.0,6.0,-0.2856842885696702
30,305,3413,4.0,M,-1.0,5.555,-0.7306842885696705
30,305,3414,0.0,M,-6.0,4.444,-1.8416842885696703
30,305,3415,8.0,F,-1.0,6.777,0.4913157114303299
30,305,3416,8.0,F,-6.0,6.555,0.2693157114303295
30,305,3417,2.0,M,3.0,5.555,-0.7306842885696705
30,305,3418,10.0,M,5.0,5.75,-0.5356842885696702
30,305,3419,8.0,M,-3.0,6.0,-0.2856842885696702
30,305,3420,6.0,F,-2.0,5.8,-0.4856842885696704
30,305,3421,2.0,F,5.0,6.0,-0.2856842885696702
30,306,3422,8.0,M,-6.0,6.5,0.2143157114303298
30,306,3423,10.0,F,4.0,7.9,1.6143157114303301
30,306,3424,2.0,M,0.0,6.6,0.31431571143032944
30,306,3425,2.0,M,-5.0,5.666,-0.6196842885696698
30,306,3426,8.0,F,-4.0,7.0,0.7143157114303298
30,306,3427,8.0,M,-4.0,6.222,-0.06368428856966979
30,306,3428,6.0,M,1.0,6.75,0.4643157114303298
30,306,3429,0.0,M,0.0,6.222,-0.06368428856966979
30,306,3430,4.0,F,-2.0,6.333,0.047315711430329976
30,306,3431,8.0,M,-2.0,6.888,0.6023157114303297
30,306,3432,8.0,F,3.0,6.5,0.2143157114303298
30,306,3433,4.0,M,0.0,5.333,-0.95268428856967
30,306,3434,8.0,F,-3.0,6.444,0.15831571143032974
30,307,3435,0.0,F,-4.0,5.222,-1.0636842885696698
30,307,3436,0.0,F,-6.0,3.375,-2.91068428856967
30,307,3437,0.0,F,4.0,6.333,0.047315711430329976
30,307,3438,2.0,F,-5.0,5.75,-0.5356842885696702
30,307,3439,0.0,F,5.0,4.625,-1.6606842885696702
30,308,3440,10.0,M,4.0,6.625,0.3393157114303298
30,308,3441,6.0,M,2.0,6.25,-0.03568428856967021
30,308,3442,4.0,F,0.0,6.777,0.4913157114303299
30,308,3443,4.0,M,-1.0,6.875,0.5893157114303298
30,308,3444,6.0,M,0.0,6.875,0.5893157114303298
30,309,3445,2.0,M,-4.0,6.5,0.2143157114303298
30,309,3446,10.0,M,-5.0,5.875,-0.4106842885696702
30,309,3447,10.0,M,3.0,7.111,0.8253157114303296
30,309,3448,4.0,M,-5.0,6.333,0.047315711430329976
30,309,3449,6.0,M,4.0,5.888,-0.3976842885696703
30,309,3450,10.0,M,-5.0,7.625,1.3393157114303298
30,309,3451,4.0,F,0.0,5.4,-0.8856842885696699
30,309,3452,4.0,M,4.0,6.666,0.38031571143033016
30,309,3453,8.0,M,-3.0,6.888,0.6023157114303297
30,309,3454,6.0,F,5.0,7.0,0.7143157114303298
30,309,3455,10.0,M,0.0,6.777,0.4913157114303299
30,310,3456,2.0,M,-1.0,5.75,-0.5356842885696702
30,310,3457,8.0,M,2.0,5.625,-0.6606842885696702
30,310,3458,0.0,F,2.0,4.888,-1.3976842885696703
30,310,3459,0.0,M,-6.0,5.666,-0.6196842885696698
30,310,3460,8.0,M,-4.0,6.4,0.11431571143033015
30,311,3461,8.0,M,-3.0,6.818,0.5323157114303294
30,311,3462,8.0,M,-4.0,5.818,-0.4676842885696706
30,311,3463,10.0,F,-2.0,7.272,0.98631571143033
30,311,3464,2.0,F,4.0,6.0,-0.2856842885696702
30,311,3465,2.0,F,1.0,5.5,-0.7856842885696702
30,311,3466,8.0,M,0.0,6.636,0.3503157114303299
30,311,3467,4.0,M,-3.0,4.181,-2.10468428856967
30,311,3468,10.0,F,4.0,6.5,0.2143157114303298
30,311,3469,8.0,F,-1.0,6.0,-0.2856842885696702
30,311,3470,10.0,F,-2.0,7.454,1.1683157114303295
30,311,3471,10.0,M,4.0,6.181,-0.10468428856967016
30,311,3472,2.0,M,-2.0,6.09,-0.19568428856967035
30,311,3473,6.0,M,-6.0,6.363,0.07731571143033023
30,312,3474,2.0,M,4.0,3.875,-2.41068428856967
30,312,3475,6.0,M,-5.0,6.25,-0.03568428856967021
30,312,3476,6.0,F,-1.0,4.875,-1.4106842885696702
30,312,3477,10.0,M,-5.0,7.111,0.8253157114303296
30,312,3478,2.0,M,-6.0,5.0,-1.2856842885696702
30,312,3479,2.0,M,1.0,6.111,-0.17468428856967044
30,312,3480,6.0,M,-3.0,5.0,-1.2856842885696702
30,312,3481,8.0,M,-2.0,6.0,-0.2856842885696702
30,312,3482,8.0,F,5.0,6.375,0.08931571143032979
30,313,3483,6.0,F,-4.0,6.555,0.2693157114303295
30,313,3484,6.0,F,-3.0,6.625,0.3393157114303298
30,314,3485,0.0,F,3.0,4.5,-1.7856842885696702
30,314,3486,8.0,F,-5.0,6.0,-0.2856842885696702
30,314,3487,0.0,F,3.0,6.125,-0.1606842885696702
30,314,3488,8.0,F,1.0,6.125,-0.1606842885696702
30,314,3489,6.0,F,4.0,6.666,0.38031571143033016
30,315,3490,8.0,M,0.0,7.5,1.2143157114303298
30,315,3491,10.0,M,2.0,7.75,1.4643157114303298
30,315,3492,10.0,M,-6.0,7.25,0.9643157114303298
30,315,3493,8.0,F,-1.0,6.875,0.5893157114303298
30,315,3494,10.0,M,2.0,7.75,1.4643157114303298
30,315,3495,8.0,M,-5.0,6.888,0.6023157114303297
30,315,3496,10.0,M,1.0,7.75,1.4643157114303298
30,315,3497,4.0,F,-2.0,6.714,0.4283157114303302
30,315,3498,6.0,F,0.0,6.2,-0.08568428856967003
30,315,3499,8.0,M,-4.0,7.125,0.8393157114303298
30,315,3500,8.0,F,-2.0,7.625,1.3393157114303298
30,315,3501,10.0,F,2.0,7.375,1.0893157114303298
30,315,3502,6.0,M,5.0,6.555,0.2693157114303295
30,315,3503,10.0,M,-1.0,7.555,1.2693157114303295
30,315,3504,6.0,M,4.0,6.25,-0.03568428856967021
30,315,3505,8.0,M,1.0,7.125,0.8393157114303298
30,315,3506,6.0,M,-3.0,6.333,0.047315711430329976
30,315,3507,8.0,F,2.0,7.75,1.4643157114303298
30,315,3508,4.0,F,1.0,5.888,-0.3976842885696703
30,315,3509,10.0,M,-1.0,7.75,1.4643157114303298
30,315,3510,8.0,F,-5.0,7.0,0.7143157114303298
30,315,3511,8.0,M,4.0,7.111,0.8253157114303296
30,315,3512,8.0,M,-6.0,6.666,0.38031571143033016
30,315,3513,8.0,M,1.0,7.125,0.8393157114303298
30,315,3514,8.0,M,-2.0,6.5,0.2143157114303298
30,315,3515,6.0,M,1.0,6.625,0.3393157114303298
30,315,3516,8.0,F,-2.0,7.375,1.0893157114303298
30,315,3517,10.0,F,-2.0,6.666,0.38031571143033016
30,315,3518,10.0,M,4.0,7.625,1.3393157114303298
30,315,3519,2.0,F,1.0,6.625,0.3393157114303298
30,315,3520,6.0,F,-6.0,7.0,0.7143157114303298
30,315,3521,8.0,F,3.0,7.125,0.8393157114303298
30,315,3522,6.0,M,4.0,6.666,0.38031571143033016
30,315,3523,8.0,F,3.0,7.625,1.3393157114303298
30,315,3524,8.0,M,0.0,6.875,0.5893157114303298
30,315,3525,8.0,M,0.0,7.75,1.4643157114303298
30,315,3526,6.0,F,-1.0,6.125,-0.1606842885696702
31,316,3527,10.0,F,1.0,7.7,1.41431571143033
31,316,3528,8.0,F,-1.0,7.7,1.41431571143033
31,316,3529,10.0,F,-6.0,8.0,1.7143157114303298
31,316,3530,8.0,F,4.0,7.6,1.3143157114303294
31,316,3531,10.0,F,-3.0,7.5,1.2143157114303298
31,316,3532,10.0,F,-6.0,7.3,1.0143157114303296
31,316,3533,8.0,F,-6.0,6.8,0.5143157114303296
31,316,3534,8.0,F,-3.0,7.6,1.3143157114303294
31,316,3535,8.0,F,4.0,7.8,1.5143157114303296
31,316,3536,8.0,F,1.0,6.666,0.38031571143033016
31,316,3537,2.0,F,5.0,5.444,-0.8416842885696703
31,316,3538,10.0,F,-6.0,7.6,1.3143157114303294
31,316,3539,10.0,F,-6.0,7.4,1.1143157114303301
31,317,3540,10.0,M,4.0,7.5,1.2143157114303298
31,317,3541,10.0,M,1.0,7.363,1.0773157114303302
31,317,3542,8.0,M,-3.0,6.777,0.4913157114303299
31,317,3543,10.0,M,-1.0,7.545,1.2593157114303297
31,317,3544,8.0,M,3.0,6.111,-0.17468428856967044
31,317,3545,10.0,M,0.0,7.615,1.32931571143033
31,317,3546,10.0,M,-4.0,7.636,1.35031571143033
31,317,3547,8.0,M,5.0,7.363,1.0773157114303302
31,317,3548,10.0,M,2.0,7.636,1.35031571143033
31,317,3549,10.0,M,1.0,7.454,1.1683157114303295
31,317,3550,10.0,M,-5.0,7.0,0.7143157114303298
31,317,3551,10.0,M,-6.0,6.272,-0.013684288569669967
31,317,3552,10.0,M,-6.0,7.181,0.8953157114303298
31,317,3553,10.0,M,-4.0,7.6,1.3143157114303294
31,317,3554,10.0,M,1.0,7.727,1.44131571143033
31,317,3555,10.0,M,5.0,7.5,1.2143157114303298
31,317,3556,8.0,M,1.0,7.0,0.7143157114303298
31,317,3557,10.0,M,-3.0,7.545,1.2593157114303297
31,317,3558,8.0,M,3.0,6.444,0.15831571143032974
31,317,3559,8.0,M,3.0,6.636,0.3503157114303299
31,317,3560,10.0,M,-1.0,7.083,0.79731571143033
31,317,3561,8.0,M,3.0,6.363,0.07731571143033023
31,317,3562,10.0,M,0.0,6.636,0.3503157114303299
31,317,3563,10.0,M,-4.0,7.444,1.1583157114303297
31,317,3564,10.0,M,0.0,6.222,-0.06368428856966979
31,317,3565,10.0,M,-1.0,7.454,1.1683157114303295
31,317,3566,10.0,M,0.0,7.454,1.1683157114303295
31,317,3567,8.0,M,4.0,7.333,1.04731571143033
31,317,3568,8.0,M,-4.0,7.111,0.8253157114303296
31,317,3569,8.0,M,-5.0,7.272,0.98631571143033
31,317,3570,10.0,M,-4.0,7.727,1.44131571143033
31,317,3571,10.0,M,-1.0,7.363,1.0773157114303302
31,317,3572,10.0,M,-5.0,7.083,0.79731571143033
31,317,3573,10.0,M,-3.0,7.272,0.98631571143033
31,317,3574,10.0,M,-2.0,7.545,1.2593157114303297
31,317,3575,6.0,M,1.0,5.666,-0.6196842885696698
31,318,3576,10.0,M,-4.0,7.9,1.6143157114303301
31,318,3577,8.0,M,1.0,6.8,0.5143157114303296
31,318,3578,10.0,M,-5.0,7.4,1.1143157114303301
31,318,3579,10.0,M,1.0,6.4,0.11431571143033015
31,318,3580,6.0,M,2.0,6.111,-0.17468428856967044
31,318,3581,8.0,M,3.0,6.7,0.41431571143032997
31,318,3582,10.0,M,-2.0,7.1,0.8143157114303294
31,318,3583,10.0,M,4.0,7.9,1.6143157114303301
31,318,3584,8.0,M,2.0,5.7,-0.58568428856967
31,318,3585,8.0,M,-6.0,6.222,-0.06368428856966979
31,318,3586,10.0,M,-2.0,6.5,0.2143157114303298
31,318,3587,8.0,M,-4.0,6.818,0.5323157114303294
31,318,3588,10.0,M,-6.0,7.0,0.7143157114303298
31,318,3589,8.0,M,-3.0,6.9,0.6143157114303301
31,318,3590,8.0,M,-4.0,6.6,0.31431571143032944
31,318,3591,4.0,M,-1.0,5.9,-0.38568428856966985
31,318,3592,10.0,M,5.0,7.4,1.1143157114303301
31,318,3593,6.0,M,-3.0,5.6,-0.6856842885696706
31,318,3594,8.0,M,5.0,6.1,-0.18568428856967056
31,318,3595,0.0,M,3.0,5.4,-0.8856842885696699
31,318,3596,8.0,M,-2.0,6.1,-0.18568428856967056
31,318,3597,8.0,M,3.0,7.8,1.5143157114303296
31,318,3598,8.0,M,-5.0,7.4,1.1143157114303301
