G,H,studage,lectage,A,I,Y
AGY,MR,8,3,N,l,5
AGY,Dw,8,5,N,l,5
AGY,FK,8,6,Y,k,2
AGY,FL,8,6,N,l,3
AGY,MT,8,3,N,l,5
AGY,MU,8,3,N,l,3
AGY,Cj,8,6,Y,f,5
AGY,Jy,8,4,Y,d,3
AGY,FQ,8,6,N,l,4
AGY,FR,8,6,N,l,2
AGY,Cm,8,4,N,l,3
AGY,EA,8,3,N,l,4
AGY,Bh,8,6,Y,k,4
AGY,Lw,8,3,N,l,3
AGY,EB,8,5,N,l,3
AGY,Co,8,6,N,l,2
AGY,Ly,8,3,N,l,1
AGY,MV,8,3,N,l,4
AGY,Cs,8,6,Y,f,5
AGY,ED,8,3,N,l,4
AGY,MW,8,4,N,l,3
AGZ,Hb,2,2,Y,i,5
AGZ,OJ,2,1,N,n,1
AGZ,Qg,2,2,Y,k,3
AGZ,Bb,2,3,Y,k,4
AGZ,Qy,2,3,Y,k,3
AGZ,AA,2,3,Y,b,3
AGZ,Hm,2,1,Y,b,1
AGZ,Qh,2,2,Y,c,2
AGZ,Dv,2,1,Y,k,3
AGZ,Ho,2,4,Y,k,5
AGZ,Nb,2,2,N,n,5
AGZ,Qi,2,1,Y,k,3
AGZ,Lj,2,1,Y,i,3
AGZ,Mn,2,2,N,n,2
AGZ,OB,2,4,Y,i,3
AGa,DK,4,1,Y,k,4
AGa,KI,4,2,N,n,4
AGa,KL,4,1,N,n,5
AGa,Qg,4,4,Y,k,5
AGa,AA,4,3,Y,b,3
AGa,Qh,4,4,Y,c,5
AGa,Lq,4,1,N,n,2
AGa,Nb,4,4,N,n,3
AGa,Oi,4,2,Y,k,1
AGa,Lj,4,3,Y,i,4
AGa,By,4,1,N,n,4
AGb,Lt,2,6,N,f,3
AGb,TS,2,3,N,f,2
AGb,RG,2,1,Y,h,3
AGb,Dj,2,5,Y,l,5
AGb,BA,2,3,N,f,3
AGb,Tk,2,2,Y,d,4
AGb,KD,2,2,N,f,4
AGb,Ef,2,1,N,f,5
AGb,CV,2,4,N,f,2
AGb,KS,2,2,N,f,5
AGb,Tl,2,1,N,f,4
AGb,TT,2,4,N,f,3
AGb,DM,2,2,N,f,3
AGb,RH,2,1,Y,h,5
AGb,Cc,2,2,N,f,4
AGb,Eq,2,3,Y,h,4
AGb,TF,2,5,N,f,4
AGb,Dm,2,5,Y,l,5
AGb,Cg,2,2,N,f,3
AGb,TU,2,3,N,f,4
AGb,Do,2,1,N,f,3
AGb,FB,2,2,N,f,2
AGb,Dp,2,3,N,f,5
AGb,RE,2,1,N,f,4
AGb,Dq,2,1,N,f,1
AGb,Dr,2,4,N,f,3
AGb,Iv,2,4,N,f,5
AGb,Ih,2,3,Y,h,3
AGb,Mj,2,6,N,f,3
AGb,Jw,2,2,Y,d,4
AGb,Jx,2,2,Y,d,4
AGb,Du,2,5,Y,k,1
AGb,Pa,2,1,N,f,3
AGb,Dx,2,5,N,f,3
AGb,Cl,2,2,N,f,5
AGb,TV,2,2,N,f,2
AGb,Bh,2,5,Y,k,1
AGb,Cn,2,2,N,f,3
AGb,Cp,2,3,N,f,4
AGb,EC,2,4,N,f,4
AGb,Rg,2,2,N,f,1
AGb,TW,2,3,N,f,2
AGb,Rc,2,5,N,f,3
AGb,TX,2,4,N,f,4
AGb,Cs,2,2,N,f,3
AGb,HW,2,3,Y,b,3
AGb,Bi,2,4,Y,k,1
AGb,EE,2,1,N,f,2
AGb,TY,2,3,N,f,1
AGc,Hb,2,2,Y,i,5
AGc,OJ,2,1,N,n,1
AGc,Qg,2,2,Y,k,2
AGc,Hm,2,1,Y,b,1
AGc,Qh,2,2,Y,c,5
AGc,Dv,2,1,Y,k,4
AGc,Nb,2,2,N,n,2
AGc,EU,2,1,Y,h,2
AGc,Qi,2,1,Y,k,5
AGc,Lj,2,1,Y,i,2
AGc,Mn,2,2,N,n,3
AGd,MY,2,3,Y,j,4
AGd,TI,2,3,Y,j,5
AGd,AM,2,3,Y,i,5
AGd,AO,2,6,Y,i,2
AGd,Sk,2,6,Y,g,5
AGd,Da,2,1,N,c,3
AGd,EN,2,1,Y,k,5
AGd,Kj,2,3,Y,j,4
AGd,Dr,2,6,Y,f,4
AGd,EO,2,3,N,c,2
AGd,Sq,2,6,Y,i,2
AGd,OC,2,1,Y,i,4
AGd,IS,2,5,Y,j,5
AGd,Bh,2,6,Y,k,5
AGd,EZ,2,1,N,c,1
AGd,Rg,2,1,Y,f,2
AGe,DK,4,1,Y,k,2
AGe,KS,4,3,Y,f,1
AGe,Ku,4,4,N,a,4
AGe,Fq,4,3,Y,f,1
AGe,RC,4,4,Y,l,2
AGe,Rn,4,1,N,a,3
AGe,NR,4,3,Y,k,1
AGe,Qg,4,4,Y,k,1
AGe,Dm,4,1,Y,l,5
AGe,RD,4,3,N,a,3
AGe,Pk,4,3,Y,f,1
AGe,AA,4,1,Y,b,1
AGe,AB,4,3,Y,f,1
AGe,Ky,4,4,N,a,2
AGe,RE,4,1,Y,f,3
AGe,Dq,4,1,Y,f,2
AGe,PH,4,4,N,a,1
AGe,Ra,4,3,Y,f,1
AGe,EU,4,2,Y,h,3
AGe,Qi,4,3,Y,k,3
AGe,LD,4,1,N,a,5
AGe,LE,4,4,N,a,4
AGe,Mw,4,3,Y,f,1
AGe,Rb,4,3,Y,g,1
AGe,Rc,4,3,Y,f,2
AGe,Cu,4,1,N,a,4
AGf,EF,2,3,Y,n,5
AGf,Tm,2,4,N,c,5
AGf,Au,2,3,Y,i,2
AGf,EG,2,3,N,c,5
AGf,DW,2,3,N,c,4
AGf,CB,2,1,N,c,3
AGf,AM,2,5,Y,i,3
AGf,Rt,2,6,Y,k,4
AGf,EJ,2,5,Y,k,5
AGf,CC,2,4,N,c,4
AGf,EK,2,5,Y,b,5
AGf,EL,2,3,N,c,2
AGf,AO,2,5,Y,i,3
AGf,EM,2,5,N,c,4
AGf,CD,2,1,N,c,2
AGf,KU,2,5,Y,i,4
AGf,NJ,2,3,N,c,5
AGf,KX,2,4,Y,h,5
AGf,Tn,2,4,N,c,2
AGf,NK,2,4,N,c,5
AGf,NL,2,1,N,c,4
AGf,Gl,2,3,Y,a,5
AGf,Df,2,1,Y,a,1
AGf,DB,2,6,N,c,4
AGf,EW,2,5,N,c,2
AGf,CI,2,1,N,c,4
AGf,CJ,2,1,N,c,3
AGf,IT,2,3,N,c,2
AGf,IV,2,3,N,c,1
AGf,NM,2,1,N,c,4
AGf,NN,2,1,N,c,5
AGg,Qj,4,2,N,l,4
AGg,Qk,4,3,N,l,4
AGg,Ee,4,3,Y,f,5
AGg,SX,4,1,N,l,4
AGg,Oj,4,3,Y,i,5
AGg,Ef,4,4,Y,f,5
AGg,Ql,4,4,N,l,4
AGg,Dl,4,1,N,l,5
AGg,Qm,4,4,N,l,3
AGg,JI,4,1,Y,b,5
AGg,To,4,1,N,l,2
AGg,RI,4,3,N,l,5
AGg,Qn,4,3,N,l,4
AGg,Ez,4,2,Y,f,2
AGg,Sb,4,1,N,l,4
AGg,Sc,4,2,N,l,4
AGg,FB,4,4,Y,f,4
AGg,Nd,4,1,N,l,5
AGg,FE,4,1,N,l,5
AGg,Qp,4,4,N,l,4
AGg,FN,4,1,N,l,5
AGg,RK,4,1,N,l,2
AGg,Cj,4,2,Y,f,3
AGg,Bf,4,3,Y,k,2
AGg,EV,4,1,Y,h,5
AGg,LT,4,2,Y,k,5
AGg,Bh,4,3,Y,k,2
AGg,FT,4,1,Y,f,4
AGg,HU,4,2,N,l,3
AGg,Cs,4,2,Y,f,4
AGg,EE,4,2,Y,f,2
AGh,CG,4,4,Y,o,4
AGh,Eb,4,2,N,d,4
AGh,Fj,4,3,Y,h,3
AGh,Di,4,2,Y,l,4
AGh,Dj,4,3,Y,l,5
AGh,Fm,4,2,Y,k,5
AGh,Fn,4,4,Y,b,5
AGh,GU,4,4,Y,o,3
AGh,Eh,4,3,N,d,3
AGh,RV,4,4,N,d,3
AGh,Dl,4,2,Y,l,4
AGh,Ah,4,4,Y,h,3
AGh,Ft,4,1,N,d,1
AGh,Fv,4,2,N,d,5
AGh,NP,4,2,Y,o,5
AGh,NA,4,2,Y,g,3
AGh,Dm,4,2,Y,l,5
AGh,Eu,4,2,N,d,4
AGh,Jj,4,4,N,d,3
AGh,Ev,4,2,N,d,5
AGh,Ph,4,1,N,d,2
AGh,Fy,4,2,N,d,5
AGh,Ex,4,4,N,d,4
AGh,LQ,4,2,N,d,3
AGh,Fz,4,4,N,d,4
AGh,SK,4,1,N,d,2
AGh,Hx,4,2,N,d,2
AGh,FH,4,4,N,d,5
AGh,TA,4,2,Y,o,3
AGh,FI,4,2,Y,l,3
AGh,Kl,4,2,N,d,3
AGh,MS,4,3,Y,l,4
AGh,FL,4,3,Y,l,4
AGh,GD,4,1,N,d,3
AGh,GE,4,2,N,d,5
AGh,Ra,4,3,Y,f,4
AGh,Dy,4,2,Y,b,4
AGh,FR,4,4,Y,l,3
AGh,KH,4,2,N,d,5
AGh,LT,4,1,Y,k,4
AGh,Gw,4,2,N,d,3
AGh,GG,4,1,N,d,3
AGh,Jb,4,4,Y,g,4
AGh,Rb,4,3,Y,g,2
AGh,GL,4,2,N,d,1
AGh,HD,4,1,Y,l,4
AGi,DE,8,3,Y,n,4
AGi,OK,8,6,Y,k,5
AGi,Au,8,1,N,i,1
AGi,MF,8,1,N,i,5
AGi,MA,8,2,N,i,2
AGi,Hc,8,6,Y,n,2
AGi,Ln,8,5,Y,h,4
AGi,Hd,8,3,N,i,4
AGi,Bo,8,4,N,i,2
AGi,He,8,1,N,i,4
AGi,Hf,8,6,N,i,1
AGi,LV,8,5,N,i,2
AGi,LW,8,1,N,i,4
AGi,MH,8,3,N,i,2
AGi,Hg,8,4,N,i,1
AGi,LY,8,6,N,i,3
AGi,Ba,8,2,N,i,3
AGi,KL,8,6,Y,n,2
AGi,DF,8,1,N,i,1
AGi,AO,8,1,N,i,3
AGi,DG,8,3,N,i,1
AGi,LZ,8,6,N,i,3
AGi,KU,8,1,N,i,1
AGi,KV,8,2,Y,h,1
AGi,Lb,8,3,N,i,1
AGi,Lc,8,4,N,i,1
AGi,Ld,8,5,N,i,4
AGi,Le,8,6,Y,n,1
AGi,Oo,8,1,N,i,1
AGi,DH,8,6,N,i,5
AGi,EP,8,2,Y,n,1
AGi,DI,8,1,N,i,2
AGi,OE,8,5,N,i,1
AGi,MD,8,3,N,i,3
AGi,OC,8,4,N,i,1
AGi,OA,8,6,Y,k,2
AGi,OD,8,3,N,i,3
AGi,Bg,8,6,Y,k,1
AGi,DJ,8,5,N,i,2
AGi,Lk,8,3,Y,k,2
AGi,PO,8,4,N,i,1
AGi,Ll,8,3,N,i,3
AGi,HS,8,4,Y,a,2
AGi,Hh,8,3,N,i,5
AGi,Ow,8,3,N,i,1
AGi,PT,8,6,Y,b,4
AGj,EF,8,5,Y,n,4
AGj,EG,8,1,N,c,5
AGj,OF,8,6,N,c,3
AGj,EH,8,4,N,c,3
AGj,DW,8,1,N,c,4
AGj,EI,8,1,N,c,3
AGj,Rt,8,4,Y,k,2
AGj,OZ,8,6,N,c,5
AGj,CC,8,1,N,c,2
AGj,EK,8,3,Y,b,1
AGj,EL,8,1,N,c,3
AGj,EM,8,5,N,c,1
AGj,CD,8,1,N,c,3
AGj,NJ,8,1,N,c,4
AGj,Nz,8,6,Y,k,1
AGj,Ha,8,2,N,c,5
AGj,SD,8,3,N,c,1
AGj,EO,8,1,N,c,3
AGj,PN,8,6,Y,i,1
AGj,NK,8,2,N,c,3
AGj,DA,8,2,N,c,5
AGj,ET,8,1,N,c,5
AGj,OL,8,6,Y,k,4
AGj,EU,8,1,Y,h,5
AGj,DB,8,1,N,c,4
AGj,EV,8,3,Y,h,4
AGj,Rf,8,6,Y,f,4
AGj,EW,8,1,N,c,1
AGj,CJ,8,1,N,c,2
AGj,EY,8,5,Y,n,3
AGj,EZ,8,1,N,c,4
AGj,Rg,8,6,Y,f,3
AGj,IT,8,1,N,c,2
AGj,Ot,8,1,Y,l,2
AGj,IV,8,1,N,c,1
AGj,DD,8,1,N,c,4
AGj,CA,8,4,Y,n,2
AGk,DK,6,3,Y,k,3
AGk,Od,6,1,N,a,2
AGk,Kt,6,1,Y,j,4
AGk,PG,6,2,N,a,5
AGk,KS,6,5,Y,f,2
AGk,Ku,6,1,N,a,4
AGk,MB,6,6,Y,h,5
AGk,Fq,6,5,Y,f,2
AGk,RC,6,6,Y,l,1
AGk,Cc,6,4,Y,f,2
AGk,Et,6,4,Y,l,1
AGk,Hl,6,4,Y,b,2
AGk,RD,6,1,N,a,4
AGk,EN,6,5,Y,k,5
AGk,Kv,6,2,Y,b,4
AGk,Pk,6,5,Y,f,2
AGk,AA,6,6,Y,b,2
AGk,Kw,6,2,Y,b,4
AGk,Kx,6,1,N,a,1
AGk,AB,6,5,Y,f,3
AGk,Ky,6,2,N,a,4
AGk,RE,6,3,Y,f,4
AGk,Nz,6,6,Y,k,5
AGk,Ml,6,6,Y,k,4
AGk,Dq,6,3,Y,f,3
AGk,Kz,6,1,N,a,4
AGk,Pn,6,1,N,a,4
AGk,LA,6,1,N,a,3
AGk,LB,6,1,N,a,3
AGk,QK,6,6,N,a,2
AGk,PH,6,1,N,a,5
AGk,PI,6,1,N,a,2
AGk,Ra,6,5,Y,f,2
AGk,Oe,6,1,N,a,1
AGk,Of,6,2,N,a,1
AGk,RF,6,4,N,a,5
AGk,ET,6,1,Y,c,3
AGk,OL,6,6,Y,k,5
AGk,Cl,6,4,Y,f,4
AGk,LT,6,4,Y,k,3
AGk,LD,6,2,N,a,4
AGk,LE,6,4,N,a,5
AGk,Cn,6,4,Y,f,3
AGk,Mw,6,5,Y,f,2
AGk,Rb,6,5,Y,g,5
AGk,Oc,6,2,N,a,5
AGk,LF,6,2,N,a,4
AGk,Og,6,2,N,a,3
AGk,NT,6,5,Y,k,1
AGk,Rc,6,5,Y,f,5
AGk,Cu,6,3,N,a,4
AGk,Bi,6,4,Y,k,4
AGk,PJ,6,1,N,a,4
AGl,EG,2,2,N,c,3
AGl,CB,2,1,N,c,2
AGl,TZ,2,2,N,c,1
AGl,EL,2,2,N,c,1
AGl,CD,2,1,N,c,1
AGl,NL,2,1,N,c,3
AGl,DA,2,1,N,c,5
AGl,DB,2,1,N,c,5
AGl,CI,2,1,N,c,4
AGl,CJ,2,2,N,c,5
AGl,NM,2,1,N,c,1
AGm,DN,2,1,N,b,1
AGm,Hi,2,1,Y,k,5
AGm,Oh,2,1,Y,k,3
AGm,Ou,2,2,Y,i,4
AGm,Nz,2,1,Y,k,4
AGm,NT,2,2,Y,k,5
AGn,Fj,6,2,Y,h,5
AGn,Bo,6,1,N,i,5
AGn,SL,6,1,N,i,4
AGn,Hg,6,2,N,i,5
AGn,Ba,6,1,N,i,4
AGn,BW,6,1,N,i,2
AGn,AP,6,2,Y,h,5
AGn,RP,6,1,N,i,3
AGn,Ov,6,2,N,i,5
AGn,SN,6,1,N,i,2
AGn,DJ,6,2,N,i,2
AGn,Hh,6,2,N,i,5
AGn,Ow,6,1,N,i,3
AGo,BZ,2,2,Y,k,1
AGo,Ba,2,1,N,i,5
AGo,Qy,2,1,Y,k,2
AGo,LJ,2,1,Y,b,5
AGo,RQ,2,2,N,i,2
AGo,DH,2,1,N,i,5
AGo,PS,2,1,N,i,1
AGo,OE,2,2,N,i,5
AGo,Qi,2,2,Y,k,5
AGo,Lk,2,2,Y,k,3
AGo,Ll,2,2,N,i,4
AGp,Bn,2,1,N,n,3
AGp,NE,2,1,Y,h,4
AGp,Bq,2,1,N,n,5
AGp,Br,2,1,N,n,4
AGp,Bs,2,1,N,n,4
AGp,Bt,2,1,N,n,3
AGp,Bv,2,2,N,n,2
AGp,Oe,2,1,Y,a,5
AGp,Bw,2,2,N,n,4
AGp,Bx,2,2,N,n,3
AGp,Bz,2,2,N,n,4
AGq,DN,2,1,N,b,3
AGq,Hi,2,1,Y,k,5
AGq,Oh,2,1,Y,k,5
AGq,Ln,2,1,Y,h,5
AGq,Ou,2,2,Y,i,4
AGq,Nz,2,1,Y,k,4
AGr,TO,4,4,N,j,5
AGr,Jo,4,1,Y,c,4
AGr,AJ,4,2,N,j,3
AGr,Fj,4,1,Y,h,5
AGr,Sg,4,3,N,j,1
AGr,MY,4,3,N,j,3
AGr,Ok,4,3,N,j,3
AGr,ML,4,2,Y,h,5
AGr,BI,4,4,N,j,2
AGr,Kd,4,1,N,j,3
AGr,TI,4,3,N,j,3
AGr,AM,4,3,Y,i,5
AGr,Fq,4,1,Y,f,4
AGr,AO,4,4,Y,i,1
AGr,Sk,4,4,Y,g,3
AGr,Sp,4,4,N,j,5
AGr,AP,4,2,Y,h,3
AGr,Qh,4,3,Y,c,4
AGr,IS,4,1,N,j,2
AGr,Bh,4,4,Y,k,1
AGr,Gw,4,4,Y,d,2
AGr,Rb,4,1,Y,g,5
AGr,Rc,4,1,Y,f,4
AGr,Bi,4,3,Y,k,4
AGr,IU,4,1,N,j,5
AGr,IW,4,2,Y,b,3
AGs,DK,4,1,Y,k,5
AGs,KI,4,2,N,n,4
AGs,OJ,4,3,N,n,2
AGs,Ln,4,1,Y,h,4
AGs,KC,4,3,Y,h,2
AGs,BX,4,1,Y,k,3
AGs,Qg,4,4,Y,k,4
AGs,Bb,4,2,Y,k,5
AGs,Qy,4,3,Y,k,3
AGs,CE,4,2,N,n,2
AGs,AA,4,3,Y,b,3
AGs,Oo,4,1,Y,i,3
AGs,Hm,4,2,Y,b,1
AGs,RR,4,1,N,n,2
AGs,Qh,4,4,Y,c,1
AGs,Lq,4,1,N,n,3
AGs,Nb,4,4,N,n,5
AGs,Mm,4,1,N,n,4
AGs,EU,4,2,Y,h,2
AGs,Oi,4,2,Y,k,3
AGs,Lj,4,3,Y,i,4
AGs,Mn,4,4,N,n,2
AGs,By,4,1,N,n,2
AGs,OB,4,4,Y,i,1
AGt,EF,6,2,N,n,5
AGt,DK,6,3,Y,k,3
AGt,KI,6,4,N,n,5
AGt,Hb,6,6,Y,i,4
AGt,HX,6,2,N,n,1
AGt,Cv,6,2,Y,a,2
AGt,OJ,6,5,N,n,2
AGt,FZ,6,2,Y,a,1
AGt,Mq,6,1,N,n,3
AGt,Fb,6,1,N,n,5
AGt,Qg,6,5,Y,k,1
AGt,HK,6,2,Y,a,3
AGt,Bb,6,4,Y,k,4
AGt,Mc,6,2,N,n,1
AGt,Fd,6,1,N,n,3
AGt,Hl,6,4,Y,b,4
AGt,CE,6,1,N,n,4
AGt,OR,6,4,Y,k,1
AGt,RR,6,3,N,n,1
AGt,Qh,6,6,Y,c,2
AGt,OS,6,3,Y,k,3
AGt,Lq,6,3,N,n,4
AGt,Bu,6,2,N,n,1
AGt,SV,6,1,N,n,3
AGt,Nb,6,6,N,n,1
AGt,Mm,6,3,N,n,1
AGt,EU,6,2,Y,h,1
AGt,Lj,6,5,Y,i,2
AGt,Mn,6,1,N,n,5
AGt,Hq,6,6,Y,k,1
AGt,By,6,3,N,n,1
AGu,EG,8,6,N,c,5
AGu,Fj,8,2,Y,h,5
AGu,CB,8,3,N,c,3
AGu,Ny,8,3,N,c,3
AGu,TZ,8,5,N,c,3
AGu,EK,8,6,Y,b,4
AGu,EL,8,3,N,c,4
AGu,CD,8,3,N,c,3
AGu,NJ,8,5,N,c,5
AGu,CF,8,5,Y,h,3
AGu,NK,8,3,N,c,4
AGu,ER,8,5,N,c,5
AGu,ES,8,2,N,c,2
AGu,ET,8,3,N,c,3
AGu,Mo,8,3,Y,n,2
AGu,IV,8,2,N,c,5
AGu,NM,8,3,N,c,4
AGu,NN,8,3,N,c,4
AGv,DK,4,1,Y,k,3
AGv,KI,4,2,N,n,3
AGv,OJ,4,3,N,n,3
AGv,BX,4,1,Y,k,2
AGv,Qg,4,4,Y,k,3
AGv,Bb,4,2,Y,k,2
AGv,Fu,4,1,Y,h,3
AGv,Qy,4,3,Y,k,5
AGv,CE,4,2,N,n,4
AGv,AA,4,3,Y,b,1
AGv,Oo,4,1,Y,i,2
AGv,Hm,4,2,Y,b,4
AGv,RR,4,1,N,n,1
AGv,Qh,4,4,Y,c,3
AGv,Lq,4,1,N,n,3
AGv,Ho,4,4,Y,k,1
AGv,Nb,4,4,N,n,2
AGv,Mm,4,1,N,n,3
AGv,Oi,4,2,Y,k,2
AGv,Lj,4,3,Y,i,1
AGv,Mn,4,4,N,n,2
AGv,By,4,1,N,n,3
AGv,OB,4,4,Y,i,5
AGw,MF,8,1,N,i,4
AGw,Bo,8,2,N,i,3
AGw,LW,8,1,N,i,3
AGw,LY,8,1,N,i,5
AGw,PL,8,2,N,i,3
AGw,BW,8,2,N,i,3
AGw,PS,8,2,N,i,3
AGw,SN,8,1,N,i,2
AGw,Lj,8,2,N,i,5
AGx,DK,4,1,Y,k,3
AGx,KI,4,2,N,n,4
AGx,OJ,4,3,N,n,1
AGx,BX,4,1,Y,k,5
AGx,Qg,4,4,Y,k,4
AGx,Bb,4,2,Y,k,5
AGx,Qy,4,3,Y,k,4
AGx,CE,4,2,N,n,5
AGx,AA,4,3,Y,b,1
AGx,Oo,4,1,Y,i,4
AGx,Hm,4,2,Y,b,3
AGx,RR,4,1,N,n,3
AGx,Qh,4,4,Y,c,1
AGx,Lq,4,1,N,n,2
AGx,Ho,4,4,Y,k,1
AGx,Nb,4,4,N,n,4
AGx,Mm,4,1,N,n,3
AGx,Oi,4,2,Y,k,2
AGx,Lj,4,3,Y,i,2
AGx,Mn,4,4,N,n,5
AGx,By,4,1,N,n,3
AGx,OB,4,4,Y,i,1
AGy,Ea,6,5,Y,o,3
AGy,Eb,6,2,N,d,4
AGy,Jn,6,3,N,d,5
AGy,Jh,6,3,N,d,2
AGy,Fj,6,5,Y,h,1
AGy,NO,6,3,N,d,2
AGy,Tp,6,2,N,d,2
AGy,Dj,6,5,Y,l,5
AGy,Fm,6,4,Y,k,2
AGy,Fn,6,6,Y,b,5
AGy,GU,6,6,Y,o,4
AGy,KS,6,5,Y,f,1
AGy,RV,6,6,N,d,4
AGy,Fq,6,4,Y,f,4
AGy,Ah,6,2,Y,h,1
AGy,Tq,6,2,N,d,5
AGy,Ft,6,3,N,d,1
AGy,Hu,6,1,Y,j,1
AGy,NA,6,4,Y,g,4
AGy,Dm,6,4,Y,l,5
AGy,Tb,6,3,Y,j,2
AGy,LO,6,2,Y,j,5
AGy,Tr,6,2,N,d,5
AGy,Jj,6,6,N,d,3
AGy,Ev,6,4,N,d,4
AGy,Ne,6,4,Y,o,4
AGy,Jt,6,3,N,d,3
AGy,Hx,6,4,N,d,5
AGy,Sz,6,4,Y,b,1
AGy,FH,6,1,N,d,3
AGy,Gl,6,6,Y,a,3
AGy,Po,6,1,N,d,5
AGy,GD,6,3,N,d,3
AGy,GE,6,4,N,d,4
AGy,KH,6,4,N,d,2
AGy,Gw,6,1,N,d,5
AGy,GG,6,3,N,d,2
AGy,Jb,6,6,Y,g,5
AGy,Rb,6,5,Y,g,3
AGy,IE,6,1,Y,j,3
AGy,Ts,6,2,N,d,4
AGy,Rc,6,5,Y,f,1
AGy,IV,6,2,Y,c,1
AGz,Md,6,2,N,g,5
AGz,Th,6,1,N,g,4
AGz,Fn,6,1,Y,b,5
AGz,Sk,6,2,N,g,4
AGz,Tt,6,2,N,g,4
AGz,JN,6,2,N,g,5
AGz,GI,6,1,Y,b,5
AGz,Jc,6,1,N,g,3
AGz,NB,6,2,N,g,3
AGz,QR,6,2,N,g,4
AHA,EF,6,2,Y,n,2
AHA,Tm,6,2,N,c,3
AHA,EG,6,1,N,c,4
AHA,EH,6,4,N,c,3
AHA,DW,6,1,N,c,2
AHA,Rt,6,4,Y,k,1
AHA,Ru,6,4,Y,n,2
AHA,EJ,6,3,Y,k,3
AHA,CC,6,1,N,c,5
AHA,Ah,6,1,Y,h,4
AHA,EK,6,3,Y,b,2
AHA,EL,6,1,N,c,4
AHA,SC,6,3,N,c,2
AHA,Eq,6,1,Y,h,2
AHA,Cx,6,1,N,c,5
AHA,EN,6,5,Y,k,3
AHA,Ml,6,6,Y,k,1
AHA,Ri,6,5,Y,i,1
AHA,EO,6,1,N,c,5
AHA,Tn,6,2,N,c,3
AHA,NK,6,2,N,c,3
AHA,EU,6,3,Y,h,2
AHA,Aw,6,2,Y,k,5
AHA,DB,6,1,N,c,4
AHA,CJ,6,1,N,c,5
AHA,Rv,6,5,Y,f,3
AHA,Ps,6,5,Y,h,1
AHA,EZ,6,1,N,c,3
AHA,Rg,6,5,Y,f,5
AHA,AD,6,1,N,c,4
AHA,Ot,6,1,Y,l,1
AHA,IV,6,1,N,c,5
AHA,Rw,6,5,Y,f,4
AHA,CA,6,4,Y,n,1
AHB,EF,6,3,Y,n,2
AHB,EG,6,1,N,c,5
AHB,EH,6,4,N,c,4
AHB,DW,6,1,N,c,5
AHB,Rt,6,4,Y,k,5
AHB,EJ,6,3,Y,k,2
AHB,CC,6,1,N,c,5
AHB,EK,6,3,Y,b,1
AHB,EL,6,1,N,c,1
AHB,CD,6,1,N,c,1
AHB,SC,6,3,N,c,5
AHB,KV,6,1,Y,h,5
AHB,EN,6,5,Y,k,4
AHB,NJ,6,1,N,c,2
AHB,Dc,6,1,N,c,2
AHB,Ml,6,6,Y,k,2
AHB,EO,6,1,N,c,2
AHB,NK,6,2,N,c,5
AHB,DB,6,1,N,c,4
AHB,CJ,6,1,N,c,2
AHB,IT,6,1,N,c,3
AHB,LH,6,1,N,c,3
AHB,CA,6,4,Y,n,2
AHC,AU,6,1,N,b,2
AHC,DK,6,5,Y,k,2
AHC,DN,6,3,N,b,1
AHC,Ln,6,2,Y,h,4
AHC,Az,6,1,N,b,5
AHC,Qw,6,4,N,b,2
AHC,Qx,6,6,Y,k,1
AHC,Qy,6,5,Y,k,3
AHC,Lb,6,6,Y,i,1
AHC,AA,6,2,N,b,1
AHC,EU,6,4,Y,h,5
AHC,Qi,6,5,Y,k,5
AHC,Hq,6,3,Y,k,5
AHC,Qz,6,4,Y,k,3
AHC,CK,6,2,N,b,4
AHD,CG,2,2,N,o,5
AHD,Fj,2,1,Y,h,1
AHD,NO,2,2,Y,d,2
AHD,Dj,2,1,Y,l,2
AHD,Fm,2,1,Y,k,4
AHD,Oj,2,4,Y,i,3
AHD,Fn,2,2,Y,b,4
AHD,GU,2,2,N,o,1
AHD,GW,2,2,N,o,4
AHD,Fq,2,1,Y,f,2
AHD,Ah,2,2,Y,h,5
AHD,MN,2,2,N,o,3
AHD,Dm,2,1,Y,l,2
AHD,Ge,2,2,N,o,2
AHD,Aj,2,2,N,o,5
AHD,Ex,2,2,Y,d,2
AHD,Ms,2,2,N,o,1
AHD,Fz,2,2,Y,d,4
AHD,JO,2,2,Y,g,3
AHD,Ak,2,2,N,o,3
AHD,FH,2,2,Y,d,1
AHD,Mu,2,2,N,o,3
AHD,MS,2,1,Y,l,3
AHD,FL,2,1,Y,l,1
AHD,Al,2,2,N,o,4
AHD,GE,2,1,Y,d,1
AHD,Ng,2,2,N,o,2
AHD,Dy,2,1,Y,b,5
AHD,FR,2,2,Y,l,3
AHD,Mw,2,1,Y,f,4
AHD,Jb,2,4,Y,g,5
AHD,Rb,2,1,Y,g,1
AHD,HA,2,2,N,o,4
AHD,Rc,2,1,Y,f,5
AHE,Ln,2,1,Y,h,4
AHE,BZ,2,2,Y,k,4
AHE,Ba,2,1,N,i,3
AHE,Qy,2,1,Y,k,5
AHE,LJ,2,1,Y,b,4
AHE,RQ,2,2,N,i,4
AHE,DH,2,1,N,i,2
AHE,OE,2,2,N,i,2
AHE,Dv,2,2,Y,k,2
AHE,Lk,2,2,Y,k,4
AHE,Ll,2,2,N,i,4
AHF,CG,6,2,Y,o,3
AHF,Eb,6,2,N,d,5
