G,Y,B,U,A
12,-2.108644,mixed,-0.45541,M
12,1.1094382,mixed,-0.042152,F
12,0.6787592,mixed,0.1231502,M
12,0.2613242,mixed,-0.372758,F
12,0.8965662,mixed,0.2884532,M
12,-0.419801,mixed,-0.207455,M
12,1.2405332,mixed,1.1149682,F
12,-0.265159,mixed,-0.951318,M
12,0.1941492,mixed,0.4537562,F
12,0.2613242,mixed,1.1149682,F
12,-0.939378,mixed,-0.45541,F
12,0.8219882,mixed,0.0404992,M
12,-0.419801,mixed,-0.868667,M
12,-0.197611,mixed,-0.703364,M
12,-1.335315,mixed,-0.207455,M
12,-0.338842,mixed,-0.703364,F
12,-0.492781,mixed,1.1149682,F
12,-0.555112,mixed,-1.281924,M
12,0.0735362,mixed,0.8670142,F
12,-1.62373,mixed,-1.61253,M
12,0.8965662,mixed,0.7843622,F
12,-0.265159,mixed,1.1976192,M
12,-1.526653,mixed,-0.868667,M
12,-0.699505,mixed,-1.943136,F
12,0.0043222,mixed,1.5282252,M
12,0.1340672,mixed,0.7843622,F
12,0.8965662,mixed,0.3711052,F
12,0.0043222,mixed,-0.207455,M
12,-0.555112,mixed,0.7843622,F
12,0.1941492,mixed,0.0404992,F
12,0.8965662,mixed,-0.620713,F
12,0.1340672,mixed,-1.199273,M
12,-0.197611,mixed,-0.703364,F
12,0.3280722,mixed,-0.372758,M
12,0.3280722,mixed,1.2802712,M
12,0.6787592,mixed,0.6190592,M
12,0.6787592,mixed,0.0404992,F
12,-1.029067,mixed,-0.124804,M
12,0.0735362,mixed,0.4537562,F
13,-0.555112,mixed,-1.199273,F
13,-0.699505,mixed,-0.786016,M
13,-0.939378,mixed,-1.777833,F
13,0.2613242,mixed,-0.290107,F
13,0.1340672,mixed,1.0323172,F
13,0.5443412,mixed,0.2058022,F
13,-0.555112,mixed,-0.786016,F
13,-0.419801,mixed,0.6190592,M
13,-1.836687,mixed,-0.538061,M
13,-1.723882,mixed,-1.116621,M
13,0.1340672,mixed,-0.042152,F
13,-1.526653,mixed,-1.943136,M
13,0.0735362,mixed,-0.45541,F
13,-1.219486,mixed,-2.934953,M
13,-0.623051,mixed,-0.207455,F
13,1.5061852,mixed,1.4455742,F
13,1.1094382,mixed,1.2802712,M
13,-1.962075,mixed,-1.116621,F
13,-1.335315,mixed,0.6190592,F
13,2.3136012,mixed,1.6108772,F
13,-1.438662,mixed,-2.108439,M
13,-1.438662,mixed,-1.03397,M
13,-0.85267,mixed,-0.868667,F
13,-0.265159,mixed,-0.372758,M
13,-1.029067,mixed,-0.372758,F
13,0.2613242,mixed,-0.290107,M
13,-0.419801,mixed,-0.372758,M
13,-0.197611,mixed,0.2884532,F
13,-1.219486,mixed,-0.207455,M
13,-2.75266,mixed,-1.529879,M
13,0.3280722,mixed,-0.290107,F
13,0.8965662,mixed,1.1976192,M
13,-0.555112,mixed,-1.695182,M
13,0.5443412,mixed,-0.290107,M
13,-0.419801,mixed,-0.290107,M
13,0.0043222,mixed,0.7843622,F
13,-0.197611,mixed,0.2058022,F
13,0.9675862,mixed,2.8506492,F
13,1.1758492,mixed,0.3711052,F
13,0.9675862,mixed,0.9496652,M
13,1.0396082,mixed,-1.199273,F
13,0.4781942,mixed,1.2802712,F
13,-1.438662,mixed,-2.025787,F
13,-0.419801,mixed,-0.538061,F
13,0.8219882,mixed,-0.042152,F
13,-0.129085,mixed,-1.03397,M
13,0.4781942,mixed,-0.124804,F
13,-0.623051,mixed,-0.290107,M
13,-0.776109,mixed,0.4537562,F
13,-1.118624,mixed,-0.207455,F
13,-0.555112,mixed,1.6108772,M
13,1.2405332,mixed,0.3711052,F
13,0.1340672,mixed,0.3711052,M
13,0.1941492,mixed,0.5364082,F
13,1.7348992,mixed,1.6108772,F
13,-0.623051,mixed,-0.124804,F
13,0.8219882,mixed,0.7017112,F
13,0.2613242,mixed,0.0404992,M
13,-1.219486,mixed,-0.951318,F
13,-0.129085,mixed,-0.124804,F
13,-1.335315,mixed,-0.45541,F
13,-0.197611,mixed,0.0404992,M
13,-0.555112,mixed,-0.45541,M
13,-0.85267,mixed,0.4537562,F
14,1.6618062,mixed,1.2802712,F
14,0.4781942,mixed,-0.372758,M
14,0.4026692,mixed,0.6190592,M
14,-0.265159,mixed,0.2058022,M
14,1.1758492,mixed,0.7017112,F
14,0.2613242,mixed,0.2058022,F
14,-0.776109,mixed,0.2058022,M
14,0.4026692,mixed,0.0404992,M
14,-0.492781,mixed,0.7017112,M
14,-0.062088,mixed,-0.290107,F
14,0.9675862,mixed,0.8670142,F
14,-0.776109,mixed,-2.108439,F
14,0.2613242,mixed,0.5364082,M
14,-0.776109,mixed,0.7843622,M
14,0.1941492,mixed,-0.620713,F
14,0.4026692,mixed,2.1894372,M
14,-1.526653,mixed,-0.207455,F
14,1.4395322,mixed,1.4455742,F
14,-0.492781,mixed,-0.538061,F
14,-0.062088,mixed,0.4537562,F
14,-0.062088,mixed,-0.703364,F
14,-0.419801,mixed,0.9496652,F
14,-0.129085,mixed,-0.207455,M
14,1.1758492,mixed,1.4455742,F
14,-0.555112,mixed,0.5364082,M
14,2.2031212,mixed,-0.042152,F
14,-0.129085,mixed,1.3629222,F
14,0.1941492,mixed,1.6108772,F
14,1.3101422,mixed,0.7017112,F
14,-1.438662,mixed,-0.951318,M
14,-2.291731,mixed,-1.61253,F
14,-0.699505,mixed,-0.372758,F
14,-0.129085,mixed,-0.124804,M
14,-2.291731,mixed,-1.116621,F
14,-0.419801,mixed,1.1976192,F
14,0.4026692,mixed,0.0404992,M
14,-0.129085,mixed,0.7017112,M
14,-2.108644,mixed,-0.951318,M
14,0.3280722,mixed,0.3711052,F
14,0.6787592,mixed,0.8670142,F
14,-1.62373,mixed,-1.199273,F
14,-1.526653,mixed,0.3711052,F
14,0.8219882,mixed,1.3629222,M
14,-0.338842,mixed,-0.207455,F
14,-1.118624,mixed,-0.538061,F
14,-0.338842,mixed,-0.951318,M
14,0.7472282,mixed,0.7843622,F
14,1.3101422,mixed,0.5364082,M
14,-0.555112,mixed,-0.703364,F
14,1.1758492,mixed,1.5282252,F
14,0.4781942,mixed,0.8670142,F
14,-0.699505,mixed,-0.042152,F
14,0.2613242,mixed,1.4455742,F
14,-0.623051,mixed,-1.116621,F
14,0.4026692,mixed,0.5364082,M
14,0.0043222,mixed,-0.124804,M
14,-0.699505,mixed,0.3711052,M
14,0.9675862,mixed,1.0323172,F
14,-0.939378,mixed,-0.703364,M
14,-0.129085,mixed,-0.207455,F
14,-1.335315,mixed,-0.290107,F
14,0.0043222,mixed,2.1067862,F
14,-1.219486,mixed,-0.042152,M
14,-0.699505,mixed,0.4537562,F
14,-1.118624,mixed,0.5364082,F
14,1.1094382,mixed,0.2884532,F
14,1.5792202,mixed,1.8588312,F
14,-1.118624,mixed,0.9496652,M
14,-0.492781,mixed,-0.703364,F
14,1.7348992,mixed,1.4455742,F
14,-1.219486,mixed,0.7843622,M
14,-0.555112,mixed,-1.116621,M
14,-0.265159,mixed,-0.042152,M
14,0.1941492,mixed,0.4537562,F
14,1.4395322,mixed,1.1976192,F
14,1.3101422,mixed,-0.124804,M
14,0.1941492,mixed,0.7017112,M
14,-1.029067,mixed,-1.364576,M
14,0.4781942,mixed,-0.372758,F
14,1.2405332,mixed,1.3629222,F
14,-0.265159,mixed,0.6190592,M
14,1.6618062,mixed,2.0241342,M
14,-0.129085,mixed,0.7843622,M
14,0.1941492,mixed,-0.538061,F
14,0.0735362,mixed,1.0323172,M
14,0.7472282,mixed,0.7843622,F
14,-0.338842,mixed,-0.538061,M
14,-1.335315,mixed,0.2884532,M
14,-0.197611,mixed,1.0323172,F
14,0.7472282,mixed,2.8506492,F
14,-0.699505,mixed,-1.116621,F
14,-0.555112,mixed,0.2058022,F
14,0.6107292,mixed,1.8588312,F
14,0.9675862,mixed,1.5282252,F
14,0.7472282,mixed,1.5282252,F
14,0.5443412,mixed,1.6108772,F
14,0.8219882,mixed,0.2884532,F
14,-0.776109,mixed,-0.042152,M
14,0.4026692,mixed,0.7017112,M
14,-0.939378,mixed,-1.943136,F
14,-0.338842,mixed,0.3711052,M
14,-1.723882,mixed,-0.45541,M
14,0.1340672,mixed,0.2058022,M
14,-0.492781,mixed,0.4537562,M
14,0.6107292,mixed,-1.860484,M
14,-1.219486,mixed,-1.116621,M
14,0.5443412,mixed,0.3711052,M
14,-0.129085,mixed,0.3711052,M
14,-1.962075,mixed,-1.529879,M
14,-1.438662,mixed,0.5364082,M
14,1.1094382,mixed,1.9414832,F
14,0.8219882,mixed,1.3629222,F
14,0.6107292,mixed,0.9496652,M
14,-1.118624,mixed,-0.538061,F
14,1.3747412,mixed,0.1231502,F
14,-0.197611,mixed,0.3711052,F
14,-0.265159,mixed,0.8670142,M
14,-1.029067,mixed,0.6190592,M
14,1.3747412,mixed,2.3547402,M
14,-0.419801,mixed,-0.620713,F
14,1.1758492,mixed,0.2884532,M
14,1.2405332,mixed,1.7761802,F
14,0.7472282,mixed,-0.207455,F
14,0.9675862,mixed,0.3711052,F
14,-0.85267,mixed,-1.116621,M
14,-0.197611,mixed,0.9496652,F
14,0.4026692,mixed,1.1976192,M
14,0.5443412,mixed,1.8588312,M
14,1.1094382,mixed,0.5364082,F
14,0.2613242,mixed,0.6190592,F
14,0.0043222,mixed,1.8588312,M
14,0.1941492,mixed,-0.042152,M
14,0.1340672,mixed,-0.290107,M
14,-1.62373,mixed,-0.868667,F
14,0.0735362,mixed,0.1231502,M
14,1.8138272,mixed,1.8588312,M
14,0.1340672,mixed,-0.786016,M
14,-1.526653,mixed,0.2884532,F
14,-1.438662,mixed,0.0404992,M
14,1.1758492,mixed,1.6935282,F
14,0.8219882,mixed,0.2058022,M
14,-0.062088,mixed,0.6190592,F
14,-0.338842,mixed,-0.620713,F
14,1.8138272,mixed,1.4455742,M
14,0.0735362,mixed,-1.116621,M
14,-1.526653,mixed,-0.703364,M
14,-0.062088,mixed,-0.124804,M
14,0.6107292,mixed,0.9496652,F
14,-2.291731,mixed,-0.868667,M
14,-0.197611,mixed,0.2884532,F
14,-0.197611,mixed,-0.786016,M
14,0.6107292,mixed,0.2884532,F
14,-0.129085,mixed,0.1231502,F
14,1.9003352,mixed,1.7761802,M
14,0.3280722,mixed,0.6190592,F
14,0.9675862,mixed,1.2802712,M
14,0.5443412,mixed,1.0323172,F
14,1.1758492,mixed,0.8670142,F
14,-0.062088,mixed,0.5364082,M
14,1.1758492,mixed,0.4537562,M
14,0.0735362,mixed,1.4455742,F
14,0.1340672,mixed,0.4537562,M
14,-0.062088,mixed,0.7843622,F
14,0.4026692,mixed,0.7843622,F
14,-1.118624,mixed,-1.03397,M
14,0.6107292,mixed,0.5364082,F
14,-1.962075,mixed,-0.124804,F
14,1.1094382,mixed,1.4455742,M
14,-1.219486,mixed,0.2884532,M
14,0.4781942,mixed,0.2884532,F
14,-0.699505,mixed,-0.703364,M
14,-0.699505,mixed,-0.042152,M
14,-1.029067,mixed,0.6190592,F
14,-0.699505,mixed,0.2884532,M
14,0.7472282,mixed,0.9496652,M
14,1.1758492,mixed,0.3711052,F
14,-0.129085,mixed,0.1231502,F
14,1.5792202,mixed,1.7761802,F
14,0.8219882,mixed,1.0323172,F
14,-0.265159,mixed,-0.538061,M
14,-0.129085,mixed,0.1231502,F
14,1.1094382,mixed,0.3711052,F
14,0.4781942,mixed,0.1231502,M
14,0.2613242,mixed,-0.868667,F
14,0.6107292,mixed,-0.207455,F
14,-0.265159,mixed,0.2058022,F
14,0.8965662,mixed,0.4537562,M
14,-0.338842,mixed,0.2058022,F
14,0.9675862,mixed,-1.03397,F
14,-0.555112,mixed,0.0404992,M
14,-0.623051,mixed,-1.116621,F
14,0.0043222,mixed,1.3629222,M
14,0.2613242,mixed,0.5364082,M
14,-1.526653,mixed,-0.45541,M
14,-0.939378,mixed,0.6190592,F
14,-1.836687,mixed,-1.281924,M
14,1.1758492,mixed,0.7017112,F
14,0.5443412,mixed,1.0323172,M
15,-0.85267,mixed,-0.620713,F
15,-0.197611,mixed,0.2058022,F
15,-0.623051,mixed,-0.786016,F
15,-0.129085,mixed,-0.042152,F
15,0.1340672,mixed,0.8670142,M
15,2.2031212,mixed,0.9496652,M
15,1.5792202,mixed,1.6108772,F
15,0.2613242,mixed,1.0323172,M
15,-1.219486,mixed,1.0323172,M
15,1.5792202,mixed,1.6935282,M
15,1.8138272,mixed,1.3629222,F
15,0.6107292,mixed,0.0404992,F
15,0.0735362,mixed,0.2058022,F
15,0.1941492,mixed,-0.207455,M
15,0.4781942,mixed,-0.042152,F
15,-0.492781,mixed,0.2058022,F
15,-0.623051,mixed,-0.786016,M
15,0.6107292,mixed,1.1149682,M
15,-0.419801,mixed,-1.03397,M
15,-1.962075,mixed,-0.868667,F
15,1.1094382,mixed,1.1149682,M
15,-0.85267,mixed,-0.620713,M
15,0.3280722,mixed,0.2884532,F
15,-1.335315,mixed,-0.207455,M
15,0.8219882,mixed,1.1976192,F
15,0.3280722,mixed,1.3629222,M
15,1.1094382,mixed,1.1976192,F
15,-0.492781,mixed,0.7017112,F
15,-0.338842,mixed,1.2802712,F
15,-0.197611,mixed,-0.290107,M
15,-0.85267,mixed,0.0404992,M
15,-1.62373,mixed,0.1231502,F
15,0.1941492,mixed,-0.042152,M
15,-1.62373,mixed,-0.951318,M
15,-0.129085,mixed,-0.290107,M
15,-0.85267,mixed,-0.372758,F
15,-0.197611,mixed,-0.538061,F
15,0.6787592,mixed,1.1149682,F
15,-0.939378,mixed,-0.207455,M
15,-0.939378,mixed,-0.207455,M
15,0.1340672,mixed,0.5364082,F
15,-0.265159,mixed,0.5364082,F
15,-1.118624,mixed,-1.03397,M
15,-1.029067,mixed,-1.364576,F
15,-0.85267,mixed,-0.951318,F
15,-0.062088,mixed,-0.124804,F
15,1.4395322,mixed,0.2884532,F
15,-0.265159,mixed,0.1231502,F
15,1.9003352,mixed,0.7843622,F
15,-0.062088,mixed,-0.620713,M
15,-1.219486,mixed,0.2058022,M
15,-1.118624,mixed,-1.03397,F
15,0.0043222,mixed,1.4455742,F
15,-0.623051,mixed,-0.538061,M
15,2.1029752,mixed,1.6108772,F
15,0.9675862,mixed,1.1976192,M
15,-0.699505,mixed,-0.620713,M
15,-0.85267,mixed,-0.703364,F
15,0.4781942,mixed,-0.45541,F
15,0.4026692,mixed,2.1067862,F
15,1.1094382,mixed,1.2802712,M
15,1.5792202,mixed,0.7017112,M
15,-0.062088,mixed,0.3711052,M
15,0.1340672,mixed,0.2884532,F
15,-0.419801,mixed,0.3711052,M
15,0.6107292,mixed,0.3711052,F
15,-0.197611,mixed,-0.372758,M
15,0.6107292,mixed,1.5282252,M
15,-2.510121,mixed,-0.620713,M
15,1.3101422,mixed,0.6190592,F
15,1.1758492,mixed,1.1149682,M
15,-1.438662,mixed,0.2884532,F
15,0.1941492,mixed,-0.042152,M
15,-0.623051,mixed,0.9496652,F
15,-0.197611,mixed,0.0404992,F
15,-0.555112,mixed,0.5364082,M
15,-0.555112,mixed,1.6108772,M
15,1.5792202,mixed,0.7843622,M
15,-1.029067,mixed,-0.042152,F
15,-0.062088,mixed,0.0404992,F
15,-1.62373,mixed,-0.45541,M
15,0.6787592,mixed,-0.620713,F
15,1.1094382,mixed,1.6108772,M
15,-0.265159,mixed,-1.03397,M
15,0.6107292,mixed,-0.042152,M
15,0.7472282,mixed,1.4455742,M
15,-0.419801,mixed,0.7017112,M
15,-0.776109,mixed,-0.124804,M
15,-0.623051,mixed,0.6190592,M
15,-0.265159,mixed,0.0404992,F
15,0.0043222,mixed,0.6190592,M
16,0.4781942,girls,0.9496652,F
16,-0.85267,girls,0.4537562,F
16,0.7472282,girls,-1.281924,F
16,1.0396082,girls,0.5364082,F
16,0.8219882,girls,1.1149682,F
16,-0.776109,girls,0.6190592,F
16,-0.129085,girls,0.8670142,F
16,0.0043222,girls,1.4455742,F
16,0.6787592,girls,1.9414832,F
16,-0.062088,girls,1.3629222,F
16,-0.062088,girls,-0.538061,F
16,-0.85267,girls,2.2720892,F
16,0.1941492,girls,0.9496652,F
16,0.0043222,girls,0.3711052,F
16,-0.265159,girls,-0.042152,F
16,-1.962075,girls,-0.042152,F
16,0.6107292,girls,1.1149682,F
16,0.0043222,girls,1.0323172,F
16,-0.939378,girls,-0.620713,F
16,0.3280722,girls,-0.45541,F
16,-0.492781,girls,0.3711052,F
16,0.4026692,girls,1.4455742,F
16,-0.129085,girls,0.3711052,F
16,-1.723882,girls,-0.290107,F
16,-2.108644,girls,0.0404992,F
16,-0.939378,girls,0.4537562,F
16,0.3280722,girls,-0.042152,F
16,0.3280722,girls,0.6190592,F
16,-0.699505,girls,-0.620713,F
16,-0.419801,girls,1.2802712,F
16,-0.265159,girls,0.6190592,F
16,-0.062088,girls,0.5364082,F
16,-0.492781,girls,-0.207455,F
16,-1.029067,girls,-0.786016,F
16,-1.962075,girls,-0.620713,F
16,0.3280722,girls,0.8670142,F
16,-1.62373,girls,0.2884532,F
16,0.4781942,girls,0.5364082,F
16,0.8219882,girls,0.1231502,F
16,-0.776109,girls,-0.372758,F
16,0.6107292,girls,0.5364082,F
16,-0.623051,girls,-0.290107,F
16,-0.419801,girls,0.6190592,F
16,-1.526653,girls,-0.620713,F
16,-0.555112,girls,1.2802712,F
16,-1.335315,girls,-1.529879,F
16,-0.265159,girls,-0.124804,F
16,-1.219486,girls,-0.372758,F
16,-0.197611,girls,0.8670142,F
16,-0.419801,girls,0.2884532,F
16,-0.129085,girls,0.2058022,F
16,-0.338842,girls,-1.695182,F
16,-0.419801,girls,1.6108772,F
16,-0.776109,girls,-1.364576,F
16,-0.623051,girls,-0.124804,F
16,0.1340672,girls,0.6190592,F
16,0.1340672,girls,0.0404992,F
16,0.6787592,girls,1.4455742,F
16,0.4026692,girls,0.2058022,F
16,0.6107292,girls,0.7017112,F
16,1.2405332,girls,1.1976192,F
16,-1.219486,girls,-0.042152,F
16,0.0043222,girls,0.6190592,F
16,0.1340672,girls,0.8670142,F
16,-0.338842,girls,-0.124804,F
16,0.9675862,girls,1.1976192,F
16,0.6107292,girls,1.4455742,F
16,0.6787592,girls,0.7017112,F
16,-0.555112,girls,-0.290107,F
16,-0.129085,girls,0.1231502,F
16,-0.265159,girls,1.0323172,F
16,-0.699505,girls,-0.868667,F
16,0.5443412,girls,1.0323172,F
16,-1.219486,girls,-1.61253,F
16,-0.939378,girls,0.2058022,F
16,-0.776109,girls,0.1231502,F
16,-0.338842,girls,-0.951318,F
16,-0.338842,girls,0.6190592,F
16,-0.492781,girls,-0.620713,F
16,0.0043222,girls,1.9414832,F
16,-0.85267,girls,-0.290107,F
16,-0.129085,girls,1.1976192,F
16,-0.776109,girls,0.4537562,F
16,0.8965662,girls,0.5364082,F
16,-0.776109,girls,0.3711052,F
16,0.0043222,girls,0.5364082,F
16,0.4026692,girls,1.1149682,F
16,-0.699505,girls,-1.03397,F
17,-0.85267,mixed,-0.786016,F
17,0.5443412,mixed,-0.290107,M
17,0.3280722,mixed,0.9496652,F
17,-2.510121,mixed,-1.695182,F
17,-0.338842,mixed,-0.538061,M
17,-0.265159,mixed,-2.19109,M
17,-1.62373,mixed,-2.025787,M
17,-0.197611,mixed,-0.124804,F
17,-0.555112,mixed,0.2058022,F
17,-1.219486,mixed,-1.199273,F
17,-1.526653,mixed,-0.538061,F
17,0.8219882,mixed,1.3629222,F
17,0.0735362,mixed,-0.703364,F
17,0.8965662,mixed,-0.207455,F
17,-0.197611,mixed,-1.695182,F
17,-0.85267,mixed,-0.372758,F
17,0.5443412,mixed,1.1976192,M
17,1.3747412,mixed,1.6935282,F
17,-1.335315,mixed,0.0404992,F
17,-1.118624,mixed,-0.538061,M
17,-2.510121,mixed,-1.777833,F
17,0.3280722,mixed,0.3711052,F
17,-0.419801,mixed,0.3711052,F
17,0.0735362,mixed,-2.356393,F
17,-0.939378,mixed,-0.703364,F
17,-0.265159,mixed,-0.207455,F
17,0.0043222,mixed,0.5364082,M
17,-0.419801,mixed,0.9496652,M
17,0.3280722,mixed,-0.538061,M
17,-0.197611,mixed,-1.116621,F
17,0.4026692,mixed,0.6190592,F
17,0.3280722,mixed,2.2720892,F
17,-0.419801,mixed,-0.207455,F
17,-1.029067,mixed,-0.290107,M
17,0.6107292,mixed,-0.124804,M
17,-1.836687,mixed,-2.108439,M
17,1.1758492,mixed,0.6190592,F
17,-0.419801,mixed,-1.695182,M
17,0.1340672,mixed,1.0323172,F
17,1.1758492,mixed,1.8588312,M
17,-0.555112,mixed,0.7017112,F
17,1.3101422,mixed,1.6935282,F
17,0.5443412,mixed,-0.45541,F
17,-0.197611,mixed,0.7843622,F
17,-2.510121,mixed,-1.529879,F
17,-0.062088,mixed,-0.538061,F
17,-1.118624,mixed,-1.03397,F
17,-1.335315,mixed,0.2058022,M
17,1.1094382,mixed,0.9496652,F
17,0.4026692,mixed,2.2720892,M
17,-0.338842,mixed,-0.868667,F
17,-0.338842,mixed,0.2884532,F
17,-0.129085,mixed,-0.124804,F
17,0.2613242,mixed,0.6190592,F
17,-0.776109,mixed,0.3711052,F
17,-1.335315,mixed,-2.686999,M
17,0.7472282,mixed,0.6190592,F
17,0.8965662,mixed,0.6190592,F
17,-0.419801,mixed,-1.199273,F
17,1.2405332,mixed,1.6935282,F
17,-0.776109,mixed,-0.372758,F
17,0.3280722,mixed,-0.042152,F
17,1.5061852,mixed,0.4537562,M
17,-0.197611,mixed,-0.703364,F
17,0.2613242,mixed,-1.943136,F
17,0.4026692,mixed,-0.868667,F
17,-0.197611,mixed,-0.45541,F
17,-1.438662,mixed,-1.447227,F
17,-0.492781,mixed,-0.786016,F
17,-0.939378,mixed,0.1231502,M
17,0.8965662,mixed,1.1149682,M
17,1.4395322,mixed,0.9496652,F
17,0.0043222,mixed,0.2884532,F
17,-0.338842,mixed,0.7017112,F
17,-1.118624,mixed,-0.124804,F
17,-1.438662,mixed,-0.290107,F
17,0.0735362,mixed,-0.45541,F
17,-1.219486,mixed,-1.447227,M
17,-0.492781,mixed,0.5364082,F
17,0.0043222,mixed,0.5364082,F
17,-0.265159,mixed,-0.042152,F
17,0.1340672,mixed,0.6190592,F
17,0.1941492,mixed,-0.207455,M
17,-1.029067,mixed,-0.042152,F
17,-1.723882,mixed,-0.042152,M
17,0.0043222,mixed,0.4537562,M
17,-0.265159,mixed,-1.447227,F
17,-0.623051,mixed,-0.620713,F
17,-0.623051,mixed,-0.620713,F
17,-0.129085,mixed,1.6108772,M
17,-0.338842,mixed,1.6108772,F
17,-0.939378,mixed,0.2058022,F
17,-0.939378,mixed,-0.290107,M
17,-0.555112,mixed,0.7017112,F
17,1.0396082,mixed,1.1149682,F
17,-0.623051,mixed,-0.372758,F
17,-1.836687,mixed,0.1231502,F
17,0.6787592,mixed,0.0404992,F
17,-1.526653,mixed,-0.45541,F
17,0.7472282,mixed,0.0404992,F
17,1.0396082,mixed,3.0159522,F
17,-0.129085,mixed,-1.116621,F
17,0.2613242,mixed,-0.951318,F
17,0.4026692,mixed,0.2884532,F
17,0.4026692,mixed,0.3711052,F
17,1.3101422,mixed,-0.868667,F
17,1.1758492,mixed,-0.45541,F
17,-2.108644,mixed,-0.951318,F
17,-0.062088,mixed,0.1231502,F
17,-0.85267,mixed,-0.290107,F
17,0.0735362,mixed,0.2058022,F
17,0.2613242,mixed,0.2884532,F
17,0.7472282,mixed,0.7843622,F
17,-0.419801,mixed,-1.695182,M
17,-0.419801,mixed,-0.207455,F
17,1.0396082,mixed,0.4537562,F
17,0.2613242,mixed,1.3629222,M
17,0.4026692,mixed,0.0404992,F
17,-0.492781,mixed,0.0404992,F
17,0.6107292,mixed,0.5364082,F
17,-0.338842,mixed,-0.868667,F
17,-0.699505,mixed,-0.290107,F
17,-0.85267,mixed,-0.620713,M
17,-1.836687,mixed,-2.934953,M
17,-0.776109,mixed,0.1231502,F
17,-3.059543,mixed,-1.860484,M
18,-1.335315,girls,0.0404992,F
18,2.2031212,girls,1.6108772,F
18,-0.699505,girls,-0.620713,F
18,-0.129085,girls,-0.620713,F
18,-0.419801,girls,0.5364082,F
18,0.8219882,girls,-0.45541,F
18,-0.419801,girls,-0.124804,F
18,-0.492781,girls,0.0404992,F
18,-0.699505,girls,0.9496652,F
18,-0.129085,girls,-0.042152,F
18,0.6787592,girls,-0.042152,F
18,0.7472282,girls,0.2058022,F
18,-0.492781,girls,0.2884532,F
18,-0.699505,girls,-1.03397,F
18,-1.118624,girls,0.6190592,F
18,-0.197611,girls,0.7843622,F
18,0.3280722,girls,0.9496652,F
18,-1.029067,girls,0.2884532,F
18,0.0043222,girls,0.0404992,F
18,0.9675862,girls,0.8670142,F
18,-0.338842,girls,0.0404992,F
18,0.4026692,girls,0.4537562,F
18,0.0043222,girls,0.5364082,F
18,0.5443412,girls,-0.042152,F
18,-0.265159,girls,-0.372758,F
18,-0.419801,girls,0.5364082,F
18,-0.776109,girls,0.1231502,F
18,-1.723882,girls,-0.290107,F
18,-0.129085,girls,-0.868667,F
18,-1.118624,girls,0.5364082,F
18,0.2613242,girls,0.1231502,F
18,-0.699505,girls,0.0404992,F
18,1.2405332,girls,-1.447227,F
18,-0.776109,girls,-0.207455,F
18,0.4781942,girls,-0.703364,F
18,-1.335315,girls,-0.620713,F
18,0.1941492,girls,0.3711052,F
18,0.8965662,girls,0.2884532,F
18,1.6618062,girls,-0.538061,F
18,-0.555112,girls,-0.620713,F
18,-0.062088,girls,0.8670142,F
18,0.5443412,girls,-0.042152,F
18,-0.129085,girls,0.4537562,F
18,1.4395322,girls,0.5364082,F
18,0.0043222,girls,0.5364082,F
18,0.0043222,girls,0.6190592,F
18,-0.265159,girls,0.0404992,F
18,0.2613242,girls,0.1231502,F
18,-1.029067,girls,0.7017112,F
18,0.0043222,girls,0.3711052,F
18,-0.699505,girls,-0.951318,F
18,-0.062088,girls,-0.620713,F
18,-0.265159,girls,-0.207455,F
18,-0.492781,girls,-0.786016,F
18,-0.623051,girls,0.4537562,F
18,1.4395322,girls,0.2058022,F
18,-1.118624,girls,-0.538061,F
18,0.6787592,girls,0.3711052,F
18,-0.265159,girls,0.1231502,F
18,-0.129085,girls,0.3711052,F
18,0.8219882,girls,-1.447227,F
18,-0.265159,girls,-0.620713,F
18,1.5061852,girls,1.6108772,F
18,0.2613242,girls,0.6190592,F
18,-0.129085,girls,-0.372758,F
18,1.4395322,girls,1.9414832,F
18,-0.939378,girls,1.1976192,F
18,0.6787592,girls,0.6190592,F
18,0.9675862,girls,-0.124804,F
18,0.6787592,girls,-0.45541,F
18,-0.699505,girls,-0.042152,F
18,1.3747412,girls,1.2802712,F
18,-0.419801,girls,1.1149682,F
18,-1.219486,girls,-1.03397,F
18,-0.419801,girls,0.9496652,F
18,-0.623051,girls,0.3711052,F
18,-1.438662,girls,-0.620713,F
18,-1.029067,girls,-0.372758,F
18,0.6107292,girls,0.6190592,F
18,0.9675862,girls,0.5364082,F
18,1.4395322,girls,1.2802712,F
18,-0.492781,girls,-0.786016,F
18,-0.555112,girls,-0.124804,F
18,0.0043222,girls,0.7017112,F
18,1.3101422,girls,-0.042152,F
18,0.7472282,girls,-1.529879,F
18,-1.029067,girls,-0.372758,F
18,1.2405332,girls,-0.042152,F
18,-0.129085,girls,-0.538061,F
18,-1.962075,girls,-0.620713,F
18,0.4781942,girls,0.3711052,F
18,-0.85267,girls,0.3711052,F
18,-1.029067,girls,-0.207455,F
18,0.3280722,girls,0.4537562,F
18,-2.108644,girls,0.2058022,F
18,-1.029067,girls,0.4537562,F
18,0.0043222,girls,0.2884532,F
18,1.1758492,girls,0.4537562,F
18,0.3280722,girls,-0.786016,F
18,-0.776109,girls,-0.372758,F
18,0.8219882,girls,0.5364082,F
18,1.0396082,girls,0.8670142,F
18,0.8965662,girls,0.1231502,F
