id,sch,gr,cltype,hdeg,clad,exp,trace,read,math,ses,schtype,sx,eth,birthq,birthy,yrs,tch
104310,71,1,reg+A,BS/BA,1,6,W,492,532,N,rural,M,W,1979:4,1979,1.0,1240
104310,71,2,reg+A,BS/BA,APPR,1,W,530,593,,rural,M,W,1979:4,1979,2.0,1244
104310,71,3,reg+A,BS/BA,APPR,2,W,572,591,F,rural,M,W,1979:4,1979,3.0,1248
10432,16,1,reg+A,MS/MA/MEd,1,4,W,453,486,F,inner,M,B,1979:1,1979,1.0,252
10432,16,2,reg+A,MS/MA/MEd,3,16,W,511,495,F,inner,M,B,1979:1,1979,2.0,259
10432,16,3,reg+A,MS/MA/MEd,1,11,B,,,F,inner,M,B,1979:1,1979,3.0,263
104330,54,3,reg,BS/BA,1,30,W,564,558,F,suburb,F,W,1978:3,1978,3.0,939
104351,66,K,reg+A,BS/BA,1,3,W,405,444,F,rural,M,W,1980:1,1980,0.0,1141
104351,66,1,reg+A,BS/BA,1,8,W,544,538,F,rural,M,W,1980:1,1980,1.0,1149
104351,66,2,reg+A,BS/BA,1,13,W,579,561,F,rural,M,W,1980:1,1980,2.0,1154
104351,66,3,reg+A,MS/MA/MEd,1,4,W,629,655,F,rural,M,W,1980:1,1980,3.0,1161
104366,40,3,small,BS/BA,1,4,W,573,596,F,rural,M,W,1979:2,1979,3.0,689
104379,33,3,reg,BS/BA,PROB,0,B,602,629,F,inner,M,B,1979:3,1979,3.0,587
104396,68,K,reg,BS/BA,2,10,W,500,500,N,rural,M,W,1980:2,1980,0.0,1177
104396,68,1,reg+A,BS/BA,1,9,W,536,549,N,rural,M,W,1980:2,1980,1.0,1185
104396,68,2,reg+A,BS/BA,1,23,W,611,570,N,rural,M,W,1980:2,1980,2.0,1193
104396,68,3,reg+A,MS/MA/MEd,1,15,W,597,597,N,rural,M,W,1980:2,1980,3.0,1198
10441,61,2,small,MS/MA/MEd,2,11,W,650,577,N,suburb,M,W,1978:3,1978,2.0,1055
10441,61,3,small,MS/MA/MEd,3,18,W,633,622,,suburb,M,W,1978:3,1978,3.0,1059
104414,44,K,reg,MS/MA/MEd,1,24,W,433,473,N,suburb,M,B,1980:2,1980,0.0,732
104414,44,2,reg+A,MS/MA/MEd,1,8,W,517,494,F,suburb,M,B,1980:2,1980,2.0,741
104432,21,2,reg+A,BS/BA,1,10,B,,,N,suburb,F,W,1980:1,1980,2.0,344
104443,21,3,small,BS/BA,NOT,21,W,600,593,F,suburb,M,B,1980:3,1980,3.0,346
104462,34,1,reg+A,MS/MA/MEd,1,15,W,533,538,N,rural,M,W,1979:2,1979,1.0,596
104481,63,K,reg+A,MS/MA/MEd,1,7,W,447,536,N,rural,M,W,1980:1,1980,0.0,1079
104481,63,1,reg+A,BS/BA,1,9,W,579,567,N,rural,M,W,1980:1,1980,1.0,1086
104481,63,2,reg+A,BS/BA,1,15,W,622,639,N,rural,M,W,1980:1,1980,2.0,1095
104481,63,3,reg+A,BS/BA,1,15,W,650,629,N,rural,M,W,1980:1,1980,3.0,1101
104491,47,K,small,MS/MA/MEd,PEND,11,W,428,444,N,rural,M,W,1980:3,1980,0.0,775
104491,47,1,small,MS/MA/MEd,1,4,W,564,502,F,rural,M,W,1980:3,1980,1.0,781
104491,47,2,small,MS/MA/MEd,NOT,35,W,582,577,F,rural,M,W,1980:3,1980,2.0,786
104491,47,3,small,BS/BA,APPR,2,W,,,F,rural,M,W,1980:3,1980,3.0,789
104511,8,K,small,BS/BA,1,8,W,443,506,N,rural,F,W,1980:1,1980,0.0,111
104518,27,2,reg+A,BS/BA,1,35,B,559,587,F,inner,M,B,1979:4,1979,2.0,468
104518,27,3,small,MS/MA/MEd,2,9,B,562,593,F,inner,M,B,1979:4,1979,3.0,470
104535,56,3,reg+A,MS/MA/MEd,1,11,W,629,667,N,rural,M,W,1980:4,1980,3.0,976
104554,62,K,reg+A,BS/BA,1,4,W,436,494,N,rural,M,W,1980:3,1980,0.0,1065
104554,62,1,reg+A,MS/MA/MEd,1,8,W,503,562,N,rural,M,W,1980:3,1980,1.0,1068
104554,62,2,reg+A,BS/BA,1,34,W,599,607,N,rural,M,W,1980:3,1980,2.0,1071
104554,62,3,reg+A,BS/BA,1,10,W,633,684,N,rural,M,W,1980:3,1980,3.0,1074
104577,50,1,reg,BS/BA,NOT,12,W,505,549,F,rural,F,W,1980:1,1980,1.0,836
104577,50,2,reg,BS/BA,NOT,13,W,604,579,F,rural,F,W,1980:1,1980,2.0,842
104577,50,3,small,MS/MA/MEd,1,15,B,629,642,F,rural,F,W,1980:1,1980,3.0,846
104592,66,K,small,BS/BA,1,15,W,434,463,F,rural,M,W,1980:1,1980,0.0,1139
104592,66,1,small,BS/BA,1,8,W,505,535,F,rural,M,W,1980:1,1980,1.0,1145
104592,66,2,small,BS/BA,1,7,W,599,596,F,rural,M,W,1980:1,1980,2.0,1151
104592,66,3,small,BS/BA,1,5,W,654,648,N,rural,M,W,1980:1,1980,3.0,1157
104598,74,K,small,BS/BA,1,14,W,507,626,N,rural,M,W,1979:4,1979,0.0,1288
104598,74,1,small,MS/MA/MEd,1,13,W,604,627,N,rural,M,W,1979:4,1979,1.0,1291
104598,74,2,small,MS/MA/MEd,1,10,W,659,721,N,rural,M,W,1979:4,1979,2.0,1295
104598,74,3,small,,1,30,W,693,700,N,rural,M,W,1979:4,1979,3.0,1299
10462,66,1,reg,BS/BA,1,12,W,465,542,F,rural,M,W,1980:2,1980,1.0,1147
10462,66,2,reg,BS/BA,APPR,2,W,591,639,F,rural,M,W,1980:2,1980,2.0,1153
10462,66,3,reg,MS/MA/MEd,1,5,W,620,672,F,rural,M,W,1980:2,1980,3.0,1159
104624,63,K,reg+A,MS/MA/MEd,1,7,W,565,559,N,rural,F,W,1980:1,1980,0.0,1079
104624,63,1,reg+A,BS/BA,1,9,W,604,601,N,rural,F,W,1980:1,1980,1.0,1086
104624,63,2,reg+A,BS/BA,1,15,W,643,639,N,rural,F,W,1980:1,1980,2.0,1095
104624,63,3,reg+A,BS/BA,1,15,W,644,631,N,rural,F,W,1980:1,1980,3.0,1101
104641,49,1,reg,BS/BA,1,20,W,474,532,F,rural,M,W,1980:1,1980,1.0,818
104641,49,2,small,MS/MA/MEd,1,15,W,,,F,rural,M,W,1980:1,1980,2.0,820
104641,50,K,reg,MS/MA/MEd,1,13,W,427,489,F,rural,M,W,1980:1,1980,0.0,830
104654,9,K,small,BS/BA,1,13,W,455,484,F,urban,M,W,1980:2,1980,0.0,133
104654,9,1,small,BS/BA,1,27,W,579,553,F,urban,M,W,1980:2,1980,1.0,142
104654,9,2,small,BS/BA,1,22,W,637,620,N,urban,M,W,1980:2,1980,2.0,149
104654,9,3,small,BS/BA,1,8,W,626,639,F,urban,M,W,1980:2,1980,3.0,155
104668,61,K,small,BS/BA,1,11,W,410,459,N,suburb,M,W,1980:2,1980,0.0,1048
104682,52,K,reg,MS/MA/MEd,1,12,W,554,547,N,suburb,F,W,1980:3,1980,0.0,893
104682,52,1,small,BS/BA,1,12,W,651,578,N,suburb,F,W,1980:3,1980,1.0,895
104682,52,2,small,BS/BA,1,5,W,650,615,N,suburb,F,W,1980:3,1980,2.0,901
104703,46,K,small,MS/MA/MEd,1,4,W,,,N,suburb,F,W,1980:1,1980,0.0,759
104703,46,1,small,BS/BA,1,18,W,524,493,N,suburb,F,W,1980:1,1980,1.0,764
104703,46,2,small,BS/BA,1,15,W,560,570,N,suburb,F,W,1980:1,1980,2.0,768
104703,46,3,small,BS/BA,1,12,W,616,606,N,suburb,F,W,1980:1,1980,3.0,772
104717,18,K,reg,BS/BA,,10,B,419,454,F,inner,M,B,1980:2,1980,0.0,284
104727,24,K,reg+A,MS/MA/MEd,1,10,W,419,449,N,suburb,M,B,1979:4,1979,0.0,402
104727,24,1,reg,BS/BA,1,3,B,514,535,N,suburb,M,B,1979:4,1979,1.0,405
104727,24,2,reg,BS/BA,NOT,4,B,555,552,N,suburb,M,B,1979:4,1979,2.0,410
104727,24,3,reg,MS/MA/MEd,1,19,B,602,620,N,suburb,M,B,1979:4,1979,3.0,415
104744,8,K,reg,MS/MA/MEd,1,13,W,453,494,N,rural,M,W,1979:4,1979,0.0,114
104744,8,1,reg,BS/BA,1,15,W,564,515,N,rural,M,W,1979:4,1979,1.0,120
104744,8,2,reg,MS/MA/MEd,1,10,W,637,607,N,rural,M,W,1979:4,1979,2.0,124
104744,8,3,reg,BS/BA,1,22,W,661,648,N,rural,M,W,1979:4,1979,3.0,130
104761,68,K,reg,MS/MA/MEd,3,16,W,495,547,F,rural,F,W,1980:3,1980,0.0,1178
104783,1,2,reg+A,BS/BA,1,13,W,,,N,rural,M,W,1980:1,1980,2.0,13
104783,1,3,reg+A,BS/BA,1,30,W,620,589,N,rural,M,W,1980:1,1980,3.0,18
104790,22,2,reg+A,BS/BA,1,11,W,523,572,F,inner,F,B,1978:4,1978,2.0,371
104790,22,3,reg,BS/BA,1,20,W,569,588,F,inner,F,B,1978:4,1978,3.0,375
10480,8,2,reg+A,MS/MA/MEd,1,16,W,622,648,F,rural,M,W,1979:1,1979,2.0,126
10480,8,3,reg+A,BS/BA,1,10,W,626,663,F,rural,M,W,1979:1,1979,3.0,131
104808,69,K,reg,BS/BA,1,16,W,427,454,N,rural,F,W,1979:4,1979,0.0,1201
104808,69,1,reg,BS/BA,3,11,W,,472,N,rural,F,W,1979:4,1979,1.0,1204
104825,66,2,reg+A,BS/BA,1,13,W,593,565,F,rural,F,W,1979:3,1979,2.0,1154
104825,66,3,reg+A,BS/BA,1,13,W,592,642,F,rural,F,W,1979:3,1979,3.0,1162
104838,5,3,reg,BS/BA,1,8,W,629,588,N,rural,F,W,1979:4,1979,3.0,80
104857,49,K,small,BS/BA,1,8,W,416,468,N,rural,M,W,1979:3,1979,0.0,814
104857,49,1,small,MS/MA/MEd,1,13,W,490,538,N,rural,M,W,1979:3,1979,1.0,817
104857,49,2,small,MS/MA/MEd,3,15,W,579,590,N,rural,M,W,1979:3,1979,2.0,821
104857,49,3,small,MS/MA/MEd,1,17,W,616,663,N,rural,M,W,1979:3,1979,3.0,826
104878,34,K,reg+A,MS/MA/MEd,1,5,W,393,434,F,rural,M,W,1980:2,1980,0.0,593
104878,34,1,reg,BS/BA,1,6,W,453,479,F,rural,M,W,1980:2,1980,1.0,595
104878,34,2,reg,BS/BA,1,12,W,517,531,N,rural,M,W,1980:2,1980,2.0,599
104887,62,K,reg+A,BS/BA,1,4,W,,,F,rural,M,W,1979:4,1979,0.0,1065
104887,62,1,reg+A,MS/MA/MEd,1,8,W,456,490,F,rural,M,W,1979:4,1979,1.0,1068
104910,38,1,reg,BS/BA,1,19,W,,465,F,rural,M,W,1979:2,1979,1.0,653
104910,38,2,reg,BS/BA,3,14,W,500,507,F,rural,M,W,1979:2,1979,2.0,656
104910,38,3,reg,BS/BA,1,3,W,,,F,rural,M,W,1979:2,1979,3.0,659
104919,39,K,reg+A,MS/MA/MEd,1,5,W,451,468,F,rural,F,W,1979:4,1979,0.0,664
104919,39,1,reg+A,MS/MA/MEd,APPR,2,W,604,523,F,rural,F,W,1979:4,1979,1.0,668
104919,39,2,reg+A,BS/BA,1,22,W,,,F,rural,F,W,1979:4,1979,2.0,672
10492,55,K,small,BS/BA,1,15,W,430,473,N,rural,F,W,1980:2,1980,0.0,941
10492,55,1,small,BS/BA,APPR,2,W,558,562,N,rural,F,W,1980:2,1980,1.0,945
10492,55,2,small,MS/MA/MEd,3,14,W,596,550,N,rural,F,W,1980:2,1980,2.0,950
10492,55,3,small,BS/BA,3,16,B,622,618,F,rural,F,W,1980:2,1980,3.0,954
104938,58,1,reg+A,BS/BA,1,27,W,472,542,N,suburb,M,W,1979:3,1979,1.0,1003
104938,58,2,reg+A,BS/BA,PROB,1,W,564,556,N,suburb,M,W,1979:3,1979,2.0,1008
104938,58,3,reg+A,MS/MA/MEd,1,16,W,610,596,N,suburb,M,W,1979:3,1979,3.0,1015
104959,3,K,reg,BS/BA,1,8,W,440,520,N,rural,F,W,1980:1,1980,0.0,33
104959,3,1,reg+A,MS/MA/MEd,NOT,20,W,590,572,N,rural,F,W,1980:1,1980,1.0,41
104959,3,2,reg+A,BS/BA,NOT,5,W,631,626,N,rural,F,W,1980:1,1980,2.0,45
104959,3,3,reg+A,BS/BA,PROB,3,W,614,599,N,rural,F,W,1980:1,1980,3.0,50
104971,10,3,reg+A,MS/MA/MEd,1,36,W,545,552,F,urban,M,W,1980:3,1980,3.0,174
104991,17,3,reg+A,MS/MA/MEd,1,18,W,582,612,F,suburb,F,B,1980:1,1980,3.0,281
105007,42,K,reg,BS/BA,PROB,14,W,428,454,N,suburb,F,W,1980:1,1980,0.0,713
105022,56,K,small,BS/BA,1,21,W,419,484,N,rural,F,W,1980:2,1980,0.0,958
105022,56,1,small,MS/MA/MEd,1,4,W,456,493,N,rural,F,W,1980:2,1980,1.0,962
105022,56,2,small,MS/MA/MEd,NOT,29,B,568,554,N,rural,F,W,1980:2,1980,2.0,968
105022,56,3,small,MS/MA/MEd,1,11,W,622,588,N,rural,F,W,1980:2,1980,3.0,974
105041,28,K,reg,MS/MA/MEd,1,7,W,431,473,F,inner,F,B,1979:1,1979,0.0,481
105048,10,2,reg+A,MS/MA/MEd,1,18,W,582,607,N,urban,M,W,1979:4,1979,2.0,171
105048,10,3,reg+A,MS/MA/MEd,1,36,W,608,636,N,urban,M,W,1979:4,1979,3.0,174
105069,71,1,reg,BS/BA,1,4,W,445,474,N,rural,F,W,1979:2,1979,1.0,1239
105069,71,2,reg,MS/MA/MEd,3,22,W,530,533,,rural,F,W,1979:2,1979,2.0,1243
105069,71,3,reg,MS/MA/MEd,2,14,W,,,F,rural,F,W,1979:2,1979,3.0,1247
105088,72,K,small,BS/BA,1,16,W,437,484,F,rural,F,B,1980:1,1980,0.0,1251
105088,72,1,small,MS/MA/MEd,1,12,W,571,545,F,rural,F,B,1980:1,1980,1.0,1256
105088,72,2,small,MS/MA/MEd,1,14,W,593,568,F,rural,F,B,1980:1,1980,2.0,1262
105088,72,3,small,BS/BA,1,10,W,583,577,F,rural,F,B,1980:1,1980,3.0,1266
105100,54,2,reg+A,MS/MA/MEd,1,19,W,631,615,N,suburb,F,B,1979:2,1979,2.0,936
105100,54,3,reg+A,MS/MA/MEd,1,19,B,,,F,suburb,F,B,1979:2,1979,3.0,940
105113,53,K,reg,MS/MA/MEd,PROB,3,B,378,392,F,inner,M,W,1980:3,1980,0.0,911
10512,63,K,reg+A,MA+,1,12,W,388,454,F,rural,M,B,1980:1,1980,0.0,1080
10512,63,1,reg,BS/BA,1,21,W,474,481,F,rural,M,B,1980:1,1980,1.0,1084
105134,14,K,small,MS/MA/MEd,1,13,B,413,506,F,inner,F,B,1980:2,1980,0.0,216
105134,14,1,small,BS/BA,NOT,18,W,521,562,F,inner,F,B,1980:2,1980,1.0,218
105134,14,2,small,BS/BA,NOT,19,W,608,587,F,inner,F,B,1980:2,1980,2.0,222
105143,24,2,small,MS/MA/MEd,NOT,10,B,535,559,F,suburb,M,B,1978:4,1978,2.0,408
105143,24,3,small,MS/MA/MEd,1,10,B,,618,F,suburb,M,B,1978:4,1978,3.0,413
105166,70,K,small,BS/BA,1,8,W,478,513,N,rural,F,W,1980:2,1980,0.0,1214
105166,70,1,small,,,,,,584,N,rural,F,W,1980:2,1980,1.0,1220
105166,70,2,small,BS/BA,PROB,2,W,,,N,rural,F,W,1980:2,1980,2.0,1224
105166,70,3,small,BS/BA,APPR,1,W,,636,N,rural,F,W,1980:2,1980,3.0,1229
105178,75,K,reg,MS/MA/MEd,1,13,W,391,459,N,rural,M,W,1980:3,1980,0.0,1305
105178,75,1,reg+A,Ed.S,1,18,W,441,488,F,rural,M,W,1980:3,1980,1.0,1312
105190,5,K,small,BS/BA,1,8,W,413,489,F,rural,M,W,1979:4,1979,0.0,67
105190,5,1,small,MS/MA/MEd,1,9,W,492,477,F,rural,M,W,1979:4,1979,1.0,71
105212,56,K,reg+A,BS/BA,1,7,W,384,384,F,rural,M,B,1980:2,1980,0.0,961
105212,56,1,reg,BS/BA,PROB,3,W,,,N,rural,M,B,1980:2,1980,1.0,964
105222,40,K,reg,BS/BA,APPR,2,W,497,576,N,rural,F,W,1979:4,1979,0.0,679
105222,40,1,small,BS/BA,NOT,27,W,629,601,N,rural,F,W,1979:4,1979,1.0,682
105222,40,2,small,BS/BA,1,10,W,709,721,N,rural,F,W,1979:4,1979,2.0,685
105222,40,3,small,BS/BA,1,4,W,661,691,N,rural,F,W,1979:4,1979,3.0,689
10523,25,K,reg+A,BS/BA,,2,W,422,449,F,suburb,F,W,1980:3,1980,0.0,420
105245,66,K,reg,MS/MA/MEd,1,8,B,411,459,F,rural,F,W,1980:2,1980,0.0,1140
105255,7,K,small,MA+,1,6,W,421,506,N,rural,M,W,1979:4,1979,0.0,86
105255,7,1,small,BS/BA,3,18,W,492,523,N,rural,M,W,1979:4,1979,1.0,91
105255,7,2,small,MS/MA/MEd,1,4,W,560,557,N,rural,M,W,1979:4,1979,2.0,98
105255,7,3,small,BS/BA,3,23,W,600,608,N,rural,M,W,1979:4,1979,3.0,105
105279,64,K,small,BS/BA,1,19,W,418,489,N,rural,M,W,1980:1,1980,0.0,1102
105279,64,1,small,MS/MA/MEd,APPR,1,W,501,578,N,rural,M,W,1980:1,1980,1.0,1107
105279,64,2,small,BS/BA,1,11,W,573,639,N,rural,M,W,1980:1,1980,2.0,1113
105279,64,3,small,BS/BA,NOT,31,W,614,631,N,rural,M,W,1980:1,1980,3.0,1119
105289,64,K,small,BS/BA,1,19,W,410,468,F,rural,F,B,1980:3,1980,0.0,1102
105289,64,1,small,MS/MA/MEd,APPR,1,W,519,532,F,rural,F,B,1980:3,1980,1.0,1107
105289,64,2,small,BS/BA,1,32,W,524,540,F,rural,F,B,1980:3,1980,2.0,1114
105289,64,3,small,BS/BA,3,17,W,588,559,F,rural,F,B,1980:3,1980,3.0,1118
105313,51,1,reg,MS/MA/MEd,1,12,W,459,472,F,suburb,F,B,1980:1,1980,1.0,863
105320,69,2,reg,BS/BA,1,31,W,631,639,F,rural,M,W,1979:4,1979,2.0,1208
105320,69,3,reg,BS/BA,1,7,W,693,700,N,rural,M,W,1979:4,1979,3.0,1212
105338,23,2,reg,BS/BA,1,2,B,,,F,suburb,M,W,1978:3,1978,2.0,390
105350,41,2,reg,BS/BA,1,4,W,579,545,N,suburb,F,W,1979:4,1979,2.0,703
105377,27,K,reg,BS/BA,,6,B,465,506,F,inner,M,B,1980:1,1980,0.0,449
105385,5,2,small,BS/BA,1,15,W,596,599,N,rural,M,W,1980:3,1980,2.0,75
105385,5,3,small,MS/MA/MEd,1,13,W,661,634,N,rural,M,W,1980:3,1980,3.0,78
10539,23,K,reg,BS/BA,1,20,B,,,N,suburb,M,B,1980:3,1980,0.0,382
10539,23,1,reg,BS/BA,NOT,0,B,492,520,N,suburb,M,B,1980:3,1980,1.0,386
10539,23,2,reg,BS/BA,3,22,W,579,584,N,suburb,M,B,1980:3,1980,2.0,392
10539,23,3,reg,MS/MA/MEd,1,26,W,631,620,N,suburb,M,B,1980:3,1980,3.0,396
105405,44,K,small,BS/BA,1,3,W,408,449,F,suburb,M,W,1979:2,1979,0.0,730
105418,51,1,reg+A,MS/MA/MEd,1,20,W,544,553,N,suburb,F,W,1979:3,1979,1.0,871
105418,51,2,reg+A,BS/BA,1,12,W,588,565,N,suburb,F,W,1979:3,1979,2.0,880
105418,51,3,reg+A,MS/MA/MEd,1,18,W,602,608,N,suburb,F,W,1979:3,1979,3.0,890
105430,3,K,small,BS/BA,1,9,W,450,484,F,rural,F,W,1979:4,1979,0.0,31
105430,3,1,small,BS/BA,1,21,W,564,535,F,rural,F,W,1979:4,1979,1.0,37
105430,3,2,small,BS/BA,1,10,W,573,577,F,rural,F,W,1979:4,1979,2.0,42
105430,3,3,small,MS/MA/MEd,3,17,W,608,594,N,rural,F,W,1979:4,1979,3.0,48
105455,20,K,reg+A,BS/BA,APPR,1,B,408,418,F,suburb,M,B,1980:1,1980,0.0,312
105455,20,1,reg,BS/BA,1,4,W,456,468,F,suburb,M,B,1980:1,1980,1.0,316
105468,22,K,small,BS/BA,PROB,9,B,470,576,F,inner,F,B,1980:2,1980,0.0,351
105483,30,2,reg,BS/BA,APPR,1,W,523,546,F,inner,F,B,1979:3,1979,2.0,524
105483,30,3,reg,BS/BA,NOT,3,W,555,559,F,inner,F,B,1979:3,1979,3.0,527
105501,69,K,small,BS/BA,1,6,W,408,429,F,rural,M,W,1980:2,1980,0.0,1200
105501,69,1,small,BS/BA,1,13,W,,,F,rural,M,W,1980:2,1980,1.0,1203
105517,8,K,reg,MS/MA/MEd,1,12,W,453,520,F,rural,F,W,1980:2,1980,0.0,113
105517,8,1,reg,MS/MA/MEd,1,9,W,540,535,F,rural,F,W,1980:2,1980,1.0,118
105517,8,2,reg,BS/BA,NOT,13,W,627,620,F,rural,F,W,1980:2,1980,2.0,125
105517,8,3,reg,BS/BA,1,15,W,639,655,N,rural,F,W,1980:2,1980,3.0,129
105526,11,K,reg+A,BS/BA,1,13,W,478,626,N,rural,M,W,1979:4,1979,0.0,177
105526,11,1,reg,MS/MA/MEd,1,11,W,558,542,N,rural,M,W,1979:4,1979,1.0,179
105545,37,K,reg+A,BS/BA,,11,W,414,454,F,urban,M,W,1980:3,1980,0.0,642
105545,37,1,reg+A,MS/MA/MEd,2,11,W,428,425,F,urban,M,W,1980:3,1980,1.0,647
105567,25,K,reg,BS/BA,,18,B,402,439,N,suburb,M,W,1980:1,1980,0.0,419
105567,25,1,reg,MS/MA/MEd,1,18,W,439,449,N,suburb,M,W,1980:1,1980,1.0,423
10557,45,1,reg,BS/BA,PROB,0,B,604,562,F,inner,M,B,1980:2,1980,1.0,751
10557,45,2,reg,BS/BA,APPR,1,W,544,620,F,inner,M,B,1980:2,1980,2.0,754
10557,45,3,reg,BS/BA,APPR,3,W,657,636,F,inner,M,B,1980:2,1980,3.0,757
105578,24,3,reg+A,MS/MA/MEd,1,22,B,,,F,suburb,M,B,1980:3,1980,3.0,416
105578,33,2,reg,BS/BA,PROB,2,W,545,499,F,inner,M,B,1980:3,1980,2.0,582
105595,17,3,small,BS/BA,NOT,8,B,560,585,N,suburb,F,W,1980:3,1980,3.0,278
105609,52,1,reg,BS/BA,APPR,2,B,439,449,F,suburb,F,B,1980:3,1980,1.0,898
105627,27,1,reg,MS/MA/MEd,1,25,W,438,439,F,inner,M,B,1978:3,1978,1.0,458
105627,27,2,reg+A,BS/BA,1,16,B,,485,F,inner,M,B,1978:3,1978,2.0,467
105643,77,1,reg+A,BS/BA,1,18,W,558,538,N,rural,F,W,1980:3,1980,1.0,1333
105643,77,2,reg+A,MS/MA/MEd,1,15,W,618,615,N,rural,F,W,1980:3,1980,2.0,1338
105643,77,3,reg+A,MS/MA/MEd,2,15,W,,,N,rural,F,W,1980:3,1980,3.0,1345
105655,19,1,reg,BS/BA,,15,B,444,493,F,inner,M,B,1977:4,1977,1.0,295
105677,25,2,reg+A,MS/MA/MEd,1,18,W,,,F,suburb,F,W,1979:2,1979,2.0,428
105677,25,3,reg+A,BS/BA,NOT,8,B,560,552,F,suburb,F,W,1979:2,1979,3.0,432
10569,3,K,reg+A,MS/MA/MEd,1,9,W,424,463,N,rural,M,W,1980:3,1980,0.0,34
10569,3,1,reg+A,MS/MA/MEd,NOT,20,W,466,578,N,rural,M,W,1980:3,1980,1.0,41
105696,34,2,reg+A,MS/MA/MEd,1,20,W,549,626,N,rural,M,W,1979:1,1979,2.0,601
105713,49,2,reg,MS/MA/MEd,1,11,W,523,599,F,rural,M,W,1979:1,1979,2.0,822
105729,79,K,small,BS/BA,1,12,W,480,547,F,rural,F,W,1980:1,1980,0.0,1359
105729,79,1,small,MS/MA/MEd,1,16,W,564,572,F,rural,F,W,1980:1,1980,1.0,1364
105729,79,2,small,BS/BA,1,18,W,669,674,N,rural,F,W,1980:1,1980,2.0,1368
105729,79,3,small,MS/MA/MEd,1,12,W,665,752,N,rural,F,W,1980:1,1980,3.0,1371
105734,26,K,reg,MS/MA/MEd,1,15,B,424,473,F,inner,F,B,1979:4,1979,0.0,434
105734,26,1,reg,MS/MA/MEd,NOT,3,W,501,520,F,inner,F,B,1979:4,1979,1.0,438
105734,26,2,reg,MS/MA/MEd,1,30,B,584,528,F,inner,F,B,1979:4,1979,2.0,441
105734,26,3,reg,MS/MA/MEd,1,22,W,612,608,F,inner,F,B,1979:4,1979,3.0,444
105750,1,K,small,Ed.S,1,14,W,,,F,rural,M,W,1979:4,1979,0.0,1
105750,1,1,small,BS/BA,1,39,B,524,584,F,rural,M,W,1979:4,1979,1.0,5
105750,1,2,small,BS/BA,1,8,W,631,648,F,rural,M,W,1979:4,1979,2.0,10
105766,51,2,reg,MS/MA/MEd,1,17,B,575,584,N,suburb,M,W,1978:4,1978,2.0,877
105766,51,3,reg,BS/BA,PROB,5,W,565,571,F,suburb,M,W,1978:4,1978,3.0,886
105783,38,2,reg+A,BS/BA,1,6,W,631,620,F,rural,M,W,1979:4,1979,2.0,657
105783,38,3,reg+A,BS/BA,1,17,W,616,626,F,rural,M,W,1979:4,1979,3.0,660
105807,35,K,reg,BS/BA,,4,W,403,434,N,rural,M,W,1980:1,1980,0.0,607
105820,66,K,reg+A,BS/BA,1,3,W,424,494,N,rural,F,W,1980:2,1980,0.0,1141
105820,66,1,reg,BS/BA,PROB,0,W,530,549,N,rural,F,W,1980:2,1980,1.0,1146
105820,66,2,reg,BS/BA,APPR,1,W,569,615,N,rural,F,W,1980:2,1980,2.0,1152
105820,66,3,small,BS/BA,NOT,24,W,654,678,N,rural,F,W,1980:2,1980,3.0,1158
105830,7,K,reg+A,BS/BA,1,3,W,453,468,N,rural,F,W,1979:4,1979,0.0,89
105830,7,1,reg,MS/MA/MEd,1,13,W,604,567,F,rural,F,W,1979:4,1979,1.0,94
105830,7,2,reg,BS/BA,1,18,W,627,559,N,rural,F,W,1979:4,1979,2.0,101
105830,7,3,reg,BS/BA,1,24,W,636,596,N,rural,F,W,1979:4,1979,3.0,107
105846,60,K,reg,MA+,1,13,W,468,528,N,urban,M,W,1979:4,1979,0.0,1036
10586,53,1,reg,BS/BA,NOT,8,B,564,584,N,inner,F,W,1980:3,1980,1.0,915
10586,53,2,small,BS/BA,APPR,1,W,575,568,N,inner,F,W,1980:3,1980,2.0,919
10586,53,3,small,BS/BA,1,5,W,606,648,N,inner,F,W,1980:3,1980,3.0,923
105864,51,1,reg+A,BS/BA,1,6,W,519,567,F,suburb,M,B,1979:4,1979,1.0,870
105864,51,2,reg+A,MS/MA/MEd,1,21,W,577,607,F,suburb,M,B,1979:4,1979,2.0,882
105864,51,3,reg+A,MS/MA/MEd,1,32,W,624,639,F,suburb,M,B,1979:4,1979,3.0,891
105887,22,K,small,BS/BA,1,3,B,538,626,F,inner,F,B,1980:1,1980,0.0,350
105904,37,K,small,BS/BA,PROB,1,W,443,513,N,urban,F,W,1980:1,1980,0.0,638
105904,37,1,small,MS/MA/MEd,1,15,W,651,612,N,urban,F,W,1980:1,1980,1.0,644
105920,74,3,reg,MS/MA/MEd,1,11,W,636,631,N,rural,M,W,1979:1,1979,3.0,1300
105936,13,3,reg,BS/BA,PROB,0,W,641,608,,rural,M,W,1980:1,1980,3.0,214
105943,46,2,reg+A,BS/BA,1,25,W,566,599,N,suburb,M,W,1979:4,1979,2.0,770
105943,46,3,reg+A,BS/BA,3,12,W,612,667,N,suburb,M,W,1979:4,1979,3.0,774
105967,43,2,small,BS/BA,1,5,W,,,N,suburb,F,W,1980:1,1980,2.0,722
105967,43,3,small,BS/BA,1,5,W,597,629,N,suburb,F,W,1980:1,1980,3.0,726
