child,family,community,chldcov,famcov,commcov
8561,2615,87,-0.101583,-0.052112,-1.172357
8562,2615,87,-0.274741,-0.052112,-1.172357
8569,2618,87,0.207057,-0.380334,-1.172357
8571,2619,87,0.029241,-0.785686,-1.172357
8572,2619,87,-0.143917,-0.785686,-1.172357
8581,2620,87,0.029241,-0.503567,-1.172357
8582,2620,87,0.368799,-0.503567,-1.172357
8588,2621,87,-0.101583,-0.380334,-1.172357
8589,2621,87,-0.101583,-0.380334,-1.172357
8590,2621,87,-0.173158,-0.380334,-1.172357
8614,2622,87,0.233317,-0.380334,-1.172357
8615,2622,87,-0.274741,-0.380334,-1.172357
8616,2622,87,-0.274741,-0.380334,-1.172357
8618,2623,87,0.029241,-1.132777,-1.172357
8619,2623,87,-0.452557,-1.132777,-1.172357
8628,2624,87,0.541957,-0.412891,-1.172357
8629,2624,87,0.033899,-0.412891,-1.172357
8632,2625,87,0.207057,-1.261185,-1.172357
8633,2625,87,-0.274741,-1.261185,-1.172357
8635,2626,87,0.0,-0.66453,-1.172357
8636,2627,88,0.135482,1.590566,-0.202669
8643,2628,88,0.207057,1.590566,-0.202669
8651,2630,88,-0.274741,2.133886,-0.202669
8666,2631,89,0.30864,2.133886,-0.0857616
8674,2632,89,-0.101583,1.262344,-0.0857616
8675,2632,89,-0.274741,1.262344,-0.0857616
8700,2638,90,0.0,1.029204,-0.0697488
8701,2639,90,0.0,0.949488,-0.0697488
8702,2640,90,0.541957,1.262344,-0.0697488
8703,2640,90,-0.274741,1.262344,-0.0697488
8706,2641,90,0.541957,1.217202,-0.0697488
8716,2642,90,-0.274741,0.882614,-0.0697488
8717,2642,90,-0.173158,0.882614,-0.0697488
8718,2643,90,0.029241,-0.294471,-0.0697488
8783,2645,91,0.033899,1.262344,-0.0600148
8784,2645,91,0.033899,1.262344,-0.0600148
8762,2650,91,0.368799,0.955,-0.0600148
8767,2651,91,0.207057,1.12749,-0.0600148
8770,2652,91,0.541957,1.262344,-0.0600148
8776,2653,91,0.368799,1.01102,-0.0600148
8786,2656,92,-0.274741,-0.130203,-0.5137904
8789,2657,92,0.368799,0.637656,-0.5137904
8793,2658,92,-0.274741,-0.583631,-0.5137904
8796,2660,92,0.368799,1.01102,-0.5137904
8800,2661,92,0.135482,0.202126,-0.5137904
8801,2662,92,-0.101583,0.393638,-0.5137904
8802,2662,92,-0.173158,0.393638,-0.5137904
8803,2663,92,0.541957,0.682798,-0.5137904
8804,2663,92,-0.274741,0.682798,-0.5137904
8807,2665,92,0.541957,-0.482469,-0.5137904
8815,2666,92,-0.173158,0.602734,-0.5137904
8854,2667,93,-0.101583,0.703361,-0.5137904
8822,2668,93,0.135482,-0.604194,-0.5137904
8857,2669,93,0.0,-0.727425,-0.5137904
8836,2671,93,0.368799,-0.684256,-0.5137904
8842,2672,93,-0.173158,0.198019,-0.5137904
8847,2674,93,0.207057,-1.137952,-0.5137904
8848,2674,93,-0.274741,-1.137952,-0.5137904
8850,2675,93,0.0,0.327618,-0.5137904
8861,2677,94,0.233317,-0.166063,-0.2317716
8862,2677,94,-0.274741,-0.166063,-0.2317716
8958,2678,94,0.0,-0.166063,-0.2317716
8865,2679,94,-0.101583,-0.518329,-0.2317716
8866,2679,94,-0.173158,-0.518329,-0.2317716
8868,2681,94,0.207057,-0.294471,-0.2317716
8871,2682,94,-0.101583,0.181028,-0.2317716
8873,2683,94,-0.143917,-0.395096,-0.2317716
8883,2684,94,-0.101583,0.085576,-0.2317716
8884,2684,94,0.0,0.085576,-0.2317716
8885,2685,94,0.029241,-0.04283,-0.2317716
8886,2685,94,-0.143917,-0.04283,-0.2317716
8899,2686,94,0.033899,0.57541,-0.2317716
8902,2687,94,-0.173158,-0.294471,-0.2317716
8907,2689,94,0.0,0.057795,-0.2317716
8959,2690,94,0.029241,-0.294471,-0.2317716
8960,2690,94,0.060159,-0.294471,-0.2317716
8961,2690,94,0.060159,-0.294471,-0.2317716
8950,2691,94,0.029241,0.057795,-0.2317716
8951,2691,94,-0.143917,0.057795,-0.2317716
8909,2692,94,0.207057,0.181028,-0.2317716
8912,2693,94,0.029241,-0.04283,-0.2317716
8913,2693,94,0.060159,-0.04283,-0.2317716
8919,2694,94,0.0,-0.380334,-0.2317716
8920,2695,94,-0.101583,-0.855833,-0.2317716
8921,2695,94,-0.173158,-0.855833,-0.2317716
8922,2696,94,-0.101583,-0.294471,-0.2317716
8925,2697,94,0.0,-0.294471,-0.2317716
8936,2699,94,0.233317,-0.294471,-0.2317716
8937,2699,94,0.233317,-0.294471,-0.2317716
8941,2700,94,0.207057,-1.079691,-0.2317716
9085,2720,96,-0.101583,0.181028,-0.2420462
9086,2720,96,-0.274741,0.181028,-0.2420462
9088,2721,96,-0.143917,0.057795,-0.2420462
9096,2722,96,0.0,0.057795,-0.2420462
9102,2723,96,0.0,0.181028,-0.2420462
9103,2724,96,0.0,0.576124,-0.2420462
9104,2725,96,0.029241,-0.294471,-0.2420462
9105,2725,96,-0.143917,-0.294471,-0.2420462
9114,2726,96,0.029241,0.178002,-0.2420462
9115,2726,96,-0.143917,0.178002,-0.2420462
9123,2727,96,0.029241,-0.518329,-0.2420462
9131,2728,96,0.0,0.181028,-0.2420462
9138,2729,96,-0.101583,0.88898,-0.2420462
9140,2730,96,-0.143917,-0.166063,-0.2420462
9151,2731,96,0.0,0.057795,-0.2420462
9152,2732,96,0.029241,0.057795,-0.2420462
9153,2732,96,0.368799,0.057795,-0.2420462
9159,2733,96,0.541957,-0.294471,-0.2420462
9160,2733,96,0.368799,-0.294471,-0.2420462
9165,2734,96,0.541957,0.181028,-0.2420462
9171,2735,96,0.541957,-0.395096,-0.2420462
9177,2736,96,-0.101583,0.057795,-0.2420462
9178,2736,96,-0.173158,0.057795,-0.2420462
9207,2740,96,0.233317,0.698106,-0.2420462
9208,2740,96,-0.101583,0.698106,-0.2420462
9209,2740,96,-0.274741,0.698106,-0.2420462
9210,2740,96,-0.173158,0.698106,-0.2420462
9227,2742,96,0.0,0.682798,-0.2420462
9228,2743,96,0.029241,-0.518329,-0.2420462
9229,2743,96,-0.143917,-0.518329,-0.2420462
9248,2745,97,-0.101583,-0.518329,-0.857303
9255,2748,97,0.029241,-0.395096,-0.857303
9256,2748,97,0.029241,-0.395096,-0.857303
9257,2748,97,-0.143917,-0.395096,-0.857303
9264,2749,97,0.029241,-0.332201,-0.857303
9265,2749,97,-0.143917,-0.332201,-0.857303
9286,2751,97,0.541957,0.057795,-0.857303
9287,2751,97,0.368799,0.057795,-0.857303
9293,2752,97,0.368799,0.309434,-0.857303
9294,2752,97,0.368799,0.309434,-0.857303
9301,2753,97,0.233317,0.057795,-0.857303
9302,2753,97,-0.274741,0.057795,-0.857303
9312,2754,97,0.029241,0.020065,-0.857303
9321,2755,97,0.0,-0.171238,-0.857303
9322,2756,97,0.029241,-0.332201,-0.857303
9323,2756,97,0.029241,-0.332201,-0.857303
9346,2757,97,0.368799,-0.166063,-0.857303
9357,2759,98,-0.101583,0.020065,-0.857303
9358,2759,98,0.0,0.020065,-0.857303
9359,2760,98,0.541957,-0.395096,-0.857303
9360,2760,98,-0.101583,-0.395096,-0.857303
9361,2760,98,-0.274741,-0.395096,-0.857303
9363,2761,98,-0.173158,0.309434,-0.857303
9364,2762,98,0.029241,-0.332201,-0.857303
9365,2762,98,0.368799,-0.332201,-0.857303
9371,2763,98,0.029241,-0.518329,-0.857303
9372,2763,98,-0.143917,-0.518329,-0.857303
9373,2763,98,-0.143917,-0.518329,-0.857303
9380,2764,98,-0.143917,-0.103168,-0.857303
9387,2765,98,-0.101583,0.057795,-0.857303
9388,2765,98,-0.173158,0.057795,-0.857303
9395,2767,98,0.368799,-0.04283,-0.857303
9401,2768,98,0.029241,-0.294471,-0.857303
9410,2769,99,0.029241,-0.518329,-0.4688428
9411,2769,99,-0.452557,-0.518329,-0.4688428
9412,2769,99,0.060159,-0.518329,-0.4688428
9418,2770,99,0.0,0.50925,-0.4688428
9419,2771,99,0.233317,0.50925,-0.4688428
9420,2771,99,0.060159,0.50925,-0.4688428
9444,2772,99,-0.143917,-0.395096,-0.4688428
9451,2773,99,0.233317,-0.166063,-0.4688428
9452,2773,99,-0.274741,-0.166063,-0.4688428
9455,2774,99,-0.101583,1.100732,-0.4688428
9456,2774,99,-0.101583,1.100732,-0.4688428
9457,2774,99,-0.173158,1.100732,-0.4688428
9458,2775,99,-0.101583,-0.294471,-0.4688428
9461,2776,99,-0.101583,0.181028,-0.4688428
9462,2776,99,0.0,0.181028,-0.4688428
9463,2777,99,0.0,0.181028,-0.4688428
14492,2778,99,0.233317,0.309434,-0.4688428
14493,2778,99,-0.101583,0.309434,-0.4688428
14494,2778,99,-0.274741,0.309434,-0.4688428
9471,2779,99,0.233317,0.181028,-0.4688428
9472,2779,99,0.233317,0.181028,-0.4688428
9473,2779,99,-0.274741,0.181028,-0.4688428
9481,2780,99,0.029241,-0.518329,-0.4688428
9482,2780,99,0.368799,-0.518329,-0.4688428
9488,2781,99,0.541957,-0.171238,-0.4688428
9489,2781,99,0.233317,-0.171238,-0.4688428
9490,2781,99,-0.274741,-0.171238,-0.4688428
9493,2782,99,0.033899,-0.15022,-0.4688428
1242,3,100,0.029241,-0.518329,-0.3715028
1243,3,100,-0.143917,-0.518329,-0.3715028
1253,4,100,0.368799,-0.294471,-0.3715028
1278,6,100,-0.101583,0.88898,-0.3715028
1279,6,100,-0.173158,0.88898,-0.3715028
1280,7,100,0.207057,0.759381,-0.3715028
1281,7,100,-0.274741,0.759381,-0.3715028
1283,8,101,0.233317,0.50925,-0.2546948
1284,8,101,0.060159,0.50925,-0.2546948
14480,9,101,0.207057,0.576124,-0.2546948
14481,9,101,-0.173158,0.576124,-0.2546948
1312,11,101,0.033899,-0.042832,-0.2546948
1315,12,101,0.029241,-0.166063,-0.2546948
1316,12,101,0.368799,-0.166063,-0.2546948
1322,13,101,0.368799,0.156984,-0.2546948
1331,15,101,0.368799,-0.171238,-0.2546948
1348,16,101,0.233317,0.181028,-0.2546948
1352,17,101,0.0,0.181028,-0.2546948
12433,20,102,0.233317,1.55434,-0.3687926
12437,21,102,0.541957,0.576124,-0.3687926
12438,21,102,0.368799,0.576124,-0.3687926
12442,22,102,-0.143917,0.330532,-0.3687926
12449,23,102,0.0,1.145874,-0.3687926
12450,24,102,-0.274741,0.682798,-0.3687926
12451,24,102,-0.274741,0.682798,-0.3687926
12453,25,102,0.029241,0.425904,-0.3687926
12466,26,102,0.029241,1.01102,-0.3687926
12467,26,102,-0.143917,1.01102,-0.3687926
12476,27,102,0.033899,1.67081,-0.3687926
12478,28,102,0.30864,2.077866,-0.3687926
12480,29,102,-0.101583,0.330532,-0.3687926
12481,29,102,-0.173158,0.330532,-0.3687926
12482,30,102,-0.101583,0.085576,-0.3687926
12483,30,102,0.0,0.085576,-0.3687926
11115,32,103,0.368799,1.01102,-0.0129451
11121,33,103,-0.101583,0.793608,-0.0129451
11122,33,103,-0.173158,0.793608,-0.0129451
11129,35,103,0.0,0.873854,-0.0129451
11136,36,103,-0.101583,1.07147,-0.0129451
11139,37,103,0.541957,0.352266,-0.0129451
11144,38,103,0.541957,0.576124,-0.0129451
11145,38,103,0.033899,0.576124,-0.0129451
11916,40,104,0.541957,0.581636,-0.0519799
11923,41,104,0.029241,0.309434,-0.0519799
11931,42,104,0.368799,1.100732,-0.0519799
11935,43,104,0.0,0.425904,-0.0519799
11936,44,104,0.233317,0.386017,-0.0519799
11953,46,104,0.233317,-0.294471,-0.0519799
11954,46,104,0.060159,-0.294471,-0.0519799
11958,47,104,0.541957,0.520871,-0.0519799
11959,47,104,0.060159,0.520871,-0.0519799
11963,48,104,-0.101583,0.085576,-0.0519799
11972,49,104,-0.101583,-0.518329,-0.0519799
11973,49,104,-0.101583,-0.518329,-0.0519799
12257,50,105,0.0,0.181028,-0.1622569
12264,51,105,0.541957,-0.518329,-0.1622569
12272,52,105,0.0,1.100732,-0.1622569
12270,53,105,0.0,0.799268,-0.1622569
12274,54,105,-0.274741,0.850057,-0.1622569
11290,55,106,0.0,-0.042832,-0.0909159
11291,56,106,0.30864,0.020065,-0.0909159
11298,57,106,-0.101583,0.425904,-0.0909159
11299,57,106,-0.101583,0.425904,-0.0909159
11306,58,106,0.541957,0.057795,-0.0909159
11308,58,106,-0.274741,0.057795,-0.0909159
11324,59,106,0.207057,0.057795,-0.0909159
11325,59,106,0.207057,0.057795,-0.0909159
11326,59,106,0.135482,0.057795,-0.0909159
11330,60,106,-0.101583,0.637656,-0.0909159
11331,60,106,-0.173158,0.637656,-0.0909159
11332,61,106,-0.101583,-0.251928,-0.0909159
11333,61,106,0.0,-0.251928,-0.0909159
11338,62,106,-0.274741,0.22937,-0.0909159
11352,64,107,0.541957,-0.294471,-0.081182
11353,64,107,-0.274741,-0.294471,-0.081182
11356,65,107,0.207057,0.28539,-0.081182
11365,67,107,0.30864,-0.518329,-0.081182
11380,69,107,0.541957,-0.04283,-0.081182
11381,69,107,0.541957,-0.04283,-0.081182
11382,69,107,0.368799,-0.04283,-0.081182
11389,70,107,-0.173158,-0.294471,-0.081182
11413,73,107,0.541957,0.285392,-0.081182
11419,74,107,0.541957,-0.294471,-0.081182
11420,74,107,-0.101583,-0.294471,-0.081182
11430,75,107,0.541957,0.057795,-0.081182
11434,76,107,0.233317,0.085576,-0.081182
11435,76,107,-0.101583,0.085576,-0.081182
11436,76,107,-0.274741,0.085576,-0.081182
10463,77,108,0.207057,1.241426,-0.0958226
10466,78,108,0.368799,-0.166063,-0.0958226
10471,79,108,-0.274741,0.057795,-0.0958226
10473,80,108,-0.101583,0.057795,-0.0958226
10474,80,108,0.0,0.057795,-0.0958226
10475,81,108,0.233317,0.181028,-0.0958226
10485,83,108,-0.101583,1.704502,-0.0958226
10486,83,108,-0.274741,1.704502,-0.0958226
10491,85,108,0.541957,0.530348,-0.0958226
10495,86,108,0.029241,0.644104,-0.0958226
10496,86,108,-0.143917,0.644104,-0.0958226
10497,86,108,-0.143917,0.644104,-0.0958226
10514,87,108,0.541957,0.721651,-0.0958226
10515,87,108,0.033899,0.721651,-0.0958226
10525,89,108,0.207057,0.057795,-0.0958226
10526,89,108,0.033899,0.057795,-0.0958226
10528,90,108,0.541957,0.057795,-0.0958226
10529,90,108,0.368799,0.057795,-0.0958226
10533,91,108,-0.101583,-0.518329,-0.0958226
10534,91,108,-0.101583,-0.518329,-0.0958226
10535,91,108,-0.173158,-0.518329,-0.0958226
10925,93,109,0.029241,-0.395096,-0.68822
10926,93,109,0.029241,-0.395096,-0.68822
10933,94,109,0.0,0.181028,-0.68822
10934,95,109,0.541957,-0.395096,-0.68822
10940,96,109,0.541957,-0.171238,-0.68822
10946,97,109,0.541957,-0.166063,-0.68822
10947,97,109,0.207057,-0.166063,-0.68822
10952,98,109,-0.143917,-0.166063,-0.68822
10960,99,109,0.029241,0.0,-0.68822
10961,99,109,0.029241,0.0,-0.68822
10962,99,109,-0.143917,0.0,-0.68822
10969,100,109,0.233317,-0.04283,-0.68822
10970,100,109,-0.101583,-0.04283,-0.68822
10971,100,109,-0.274741,-0.04283,-0.68822
10973,101,109,0.029241,-0.395096,-0.68822
10974,101,109,0.368799,-0.395096,-0.68822
10975,101,109,0.368799,-0.395096,-0.68822
10980,102,109,0.0,-0.04283,-0.68822
10983,103,109,-0.101583,0.057795,-0.68822
10984,103,109,0.0,0.057795,-0.68822
10985,104,109,0.541957,-0.166063,-0.68822
10990,105,109,0.30864,-0.518329,-0.68822
10991,106,109,-0.101583,-0.332201,-0.68822
10992,106,109,-0.173158,-0.332201,-0.68822
10993,107,109,0.029241,-0.395096,-0.68822
10994,107,109,-0.143917,-0.395096,-0.68822
11006,108,109,0.0,0.181028,-0.68822
11201,112,110,0.30864,-0.166063,-0.1250246
11202,113,110,0.0,1.05257,-0.1250246
11203,114,110,0.368799,0.40186,-0.1250246
11218,115,110,0.0,0.882614,-0.1250246
11219,116,110,0.541957,0.45323,-0.1250246
11220,116,110,-0.274741,0.45323,-0.1250246
11223,117,110,0.029241,-0.294471,-0.1250246
11224,117,110,0.029241,-0.294471,-0.1250246
11235,118,110,0.0,-0.166063,-0.1250246
11236,119,110,-0.101583,0.198019,-0.1250246
11237,119,110,-0.173158,0.198019,-0.1250246
11238,120,110,0.541957,-0.171238,-0.1250246
11247,121,110,0.541957,0.057795,-0.1250246
11253,122,110,0.541957,-0.518329,-0.1250246
11254,122,110,0.368799,-0.518329,-0.1250246
11267,123,110,-0.274741,0.181028,-0.1250246
11280,125,110,-0.101583,1.161182,-0.1250246
11281,125,110,0.0,1.161182,-0.1250246
11282,126,110,0.029241,-0.171238,-0.1250246
11283,126,110,-0.143917,-0.171238,-0.1250246
1406,127,111,0.0,0.799268,-0.872746
1407,128,111,0.0,2.133886,-0.872746
1413,129,111,0.0,0.330532,-0.872746
1414,130,111,0.541957,-0.231365,-0.872746
1418,136,112,-0.101583,-0.380334,-1.390637
1419,136,112,-0.101583,-0.380334,-1.390637
1420,136,112,-0.173158,-0.380334,-1.390637
1421,137,112,0.029241,-1.137952,-1.390637
1422,137,112,0.368799,-1.137952,-1.390637
1428,138,112,0.0,-0.828052,-1.390637
1433,139,113,-0.101583,0.658754,-0.7558538
1434,139,113,-0.173158,0.658754,-0.7558538
1464,140,113,-0.143917,-0.498467,-0.7558538
1440,141,113,0.060159,-0.956458,-0.7558538
1441,141,113,-0.274741,-0.956458,-0.7558538
1450,142,113,-0.101583,-0.604194,-0.7558538
1451,142,113,-0.274741,-0.604194,-0.7558538
1453,143,113,-0.143917,-0.561362,-0.7558538
1460,144,113,0.207057,-0.648687,-0.7558538
1462,145,113,-0.101583,0.014762,-0.7558538
1463,145,113,-0.173158,0.014762,-0.7558538
10337,148,114,0.033899,-0.946649,-0.911682
10340,149,114,0.029241,-1.36181,-0.911682
10348,150,114,0.233317,-1.298915,-0.911682
10349,150,114,-0.274741,-1.298915,-0.911682
10352,151,114,0.029241,-1.36181,-0.911682
10353,151,114,0.368799,-1.36181,-0.911682
10359,152,114,0.541957,-1.36181,-0.911682
10367,153,114,-0.101583,-1.36181,-0.911682
10368,153,114,-0.173158,-1.36181,-0.911682
10373,154,114,-0.101583,-1.261185,-0.911682
10374,154,114,-0.173158,-1.261185,-0.911682
10375,155,114,0.029241,-0.359316,-0.911682
10382,156,114,0.233317,-1.485043,-0.911682
10386,157,114,-0.101583,-1.485043,-0.911682
10387,157,114,0.0,-1.485043,-0.911682
10393,158,114,0.541957,-0.742856,-0.911682
10398,159,114,0.541957,-1.261185,-0.911682
10399,159,114,0.541957,-1.261185,-0.911682
10400,159,114,-0.274741,-1.261185,-0.911682
10403,160,114,0.368799,-1.485043,-0.911682
10407,161,114,0.207057,-1.079691,-0.911682
10413,163,114,-0.101583,-1.298915,-0.911682
10414,163,114,-0.173158,-1.298915,-0.911682
10415,164,114,0.368799,-1.36181,-0.911682
10420,165,114,0.541957,-1.233404,-0.911682
10421,165,114,0.368799,-1.233404,-0.911682
10425,166,114,0.541957,-1.36181,-0.911682
10426,166,114,0.541957,-1.36181,-0.911682
10427,166,114,-0.274741,-1.36181,-0.911682
1475,169,115,0.541957,-1.485043,-0.911682
1482,170,115,-0.101583,-1.009544,-0.911682
1483,170,115,-0.274741,-1.009544,-0.911682
1484,170,115,-0.173158,-1.009544,-0.911682
1485,171,115,0.541957,-1.36181,-0.911682
1486,171,115,0.033899,-1.36181,-0.911682
1489,172,115,0.541957,-1.009546,-0.911682
1490,172,115,0.368799,-1.009546,-0.911682
1494,173,115,-0.101583,-0.54647,-0.911682
1495,173,115,0.0,-0.54647,-0.911682
1496,174,115,0.0,-0.135458,-0.911682
1497,175,115,0.029241,-1.137952,-0.911682
1498,175,115,-0.143917,-1.137952,-0.911682
1505,176,115,0.541957,-1.36181,-0.911682
1506,176,115,0.368799,-1.36181,-0.911682
1510,177,115,0.029241,-1.36181,-0.911682
1511,177,115,0.368799,-1.36181,-0.911682
1517,178,115,-0.101583,-1.298915,-0.911682
1520,179,115,0.541957,-0.614448,-0.911682
1521,179,115,0.368799,-0.614448,-0.911682
1527,180,115,0.207057,-1.009544,-0.911682
1528,180,115,0.033899,-1.009544,-0.911682
1530,181,115,0.0,-0.135458,-0.911682
1531,182,115,-0.101583,-0.487724,-0.911682
1532,182,115,-0.173158,-0.487724,-0.911682
1533,183,115,0.0,-0.54081,-0.911682
1534,184,115,0.541957,-1.009546,-0.911682
1535,184,115,-0.274741,-1.009546,-0.911682
1538,185,115,0.541957,-0.893076,-0.911682
1539,185,115,0.060159,-0.893076,-0.911682
9832,186,116,-0.143917,-1.36181,-1.047958
9839,187,116,-0.101583,-1.36181,-1.047958
9840,187,116,0.0,-1.36181,-1.047958
9847,188,116,0.0,-1.485043,-1.047958
9848,189,116,0.029241,-1.137952,-1.047958
9849,189,116,0.368799,-1.137952,-1.047958
9855,190,116,0.029241,-1.298915,-1.047958
9856,190,116,-0.143917,-1.298915,-1.047958
9869,191,116,0.541957,-1.485043,-1.047958
9875,192,116,-0.143917,-1.485043,-1.047958
9885,193,116,-0.101583,-1.009546,-1.047958
9886,193,116,-0.274741,-1.009546,-1.047958
9888,194,116,0.541957,-1.485043,-1.047958
9889,194,116,0.368799,-1.485043,-1.047958
9894,195,116,0.0,-1.009546,-1.047958
9895,196,116,0.029241,-1.261185,-1.047958
9904,197,116,-0.101583,-1.485043,-1.047958
9905,197,116,0.0,-1.485043,-1.047958
9906,198,116,0.029241,-1.298915,-1.047958
9907,198,116,0.368799,-1.298915,-1.047958
9913,199,116,0.541957,-1.36181,-1.047958
9914,199,116,0.033899,-1.36181,-1.047958
9920,200,116,0.368799,-1.36181,-1.047958
9926,201,116,0.368799,-1.36181,-1.047958
1545,202,117,0.033899,1.474096,-0.909692
1548,203,117,0.368799,0.566128,-0.909692
1554,204,117,0.541957,-0.487724,-0.909692
1555,204,117,0.541957,-0.487724,-0.909692
1556,204,117,0.368799,-0.487724,-0.909692
1560,205,117,0.029241,0.041372,-0.909692
1561,205,117,-0.143917,0.041372,-0.909692
1570,206,117,0.207057,2.133886,-0.909692
1576,207,117,0.207057,2.133886,-0.909692
1577,207,117,0.30864,2.133886,-0.909692
1578,208,117,0.029241,0.560468,-0.909692
1579,208,117,0.541957,0.560468,-0.909692
1580,208,117,0.368799,0.560468,-0.909692
1593,211,118,0.541957,-1.485043,-1.009472
1594,211,118,0.033899,-1.485043,-1.009472
1602,214,119,-0.101583,-1.485043,-1.009472
1623,217,119,0.207057,-1.36181,-1.009472
1625,218,119,0.029241,-0.251928,-1.009472
1626,218,119,0.368799,-0.251928,-1.009472
1635,220,119,-0.101583,-0.331992,-1.009472
1636,220,119,-0.274741,-0.331992,-1.009472
1641,221,119,-0.101583,-0.604194,-1.009472
1642,221,119,0.0,-0.604194,-1.009472
9567,224,120,0.029241,-1.116934,-1.349495
9568,224,120,-0.143917,-1.116934,-1.349495
9566,225,120,-0.173158,-0.893076,-1.349495
9577,226,120,0.541957,-0.475786,-1.349495
9578,226,120,0.033899,-0.475786,-1.349495
9581,227,120,0.0,-1.009546,-1.349495
9582,228,120,0.207057,-0.828052,-1.349495
9585,229,120,0.30864,-0.54081,-1.349495
9586,230,120,0.0,-0.711582,-1.349495
9587,231,120,0.207057,-1.298915,-1.349495
9590,232,120,-0.101583,-0.881138,-1.349495
9591,232,120,0.0,-0.881138,-1.349495
1663,234,121,0.060159,-1.233404,-1.007032
1664,234,121,-0.274741,-1.233404,-1.007032
1667,235,121,-0.101583,-1.233404,-1.007032
1668,235,121,-0.101583,-1.233404,-1.007032
1673,237,121,0.0,-1.36181,-1.007032
1674,238,121,0.368799,-1.009546,-1.007032
1689,241,121,0.541957,-0.893076,-1.007032
1706,244,121,0.029241,-1.170509,-1.007032
1725,246,121,0.029241,-1.233404,-1.007032
1726,246,121,0.368799,-1.233404,-1.007032
1727,246,121,0.060159,-1.233404,-1.007032
1732,247,121,0.233317,-1.170509,-1.007032
1737,249,122,0.541957,-1.233404,-1.007032
1766,256,122,-0.101583,-0.65728,-1.007032
1767,256,122,0.0,-0.65728,-1.007032
1768,257,122,0.541957,-1.233404,-1.007032
1769,257,122,0.033899,-1.233404,-1.007032
1772,258,122,-0.101583,-1.009546,-1.007032
1773,258,122,-0.274741,-1.009546,-1.007032
1786,260,122,0.541957,-1.233404,-1.007032
1792,261,122,-0.101583,-0.881138,-1.007032
1793,261,122,0.0,-0.881138,-1.007032
1823,268,122,-0.101583,-1.233404,-1.007032
1824,268,122,-0.274741,-1.233404,-1.007032
1826,269,122,0.233317,-1.137952,-1.007032
1831,270,122,-0.101583,-0.380334,-1.007032
1833,270,122,-0.173158,-0.380334,-1.007032
1895,283,124,0.541957,-0.583094,-0.994148
1900,284,124,0.541957,-0.7326,-0.994148
1901,284,124,0.368799,-0.7326,-0.994148
1911,285,124,0.060159,-0.00697,-0.994148
1912,285,124,0.060159,-0.00697,-0.994148
1909,286,124,-0.101583,-0.359236,-0.994148
1910,286,124,0.0,-0.359236,-0.994148
1920,288,125,-0.274741,2.133886,-0.5002555
1922,289,125,0.0,1.689194,-0.5002555
1925,290,125,-0.101583,0.827158,-0.5002555
1927,291,125,0.033899,2.133886,-0.5002555
1929,292,125,0.033899,1.534546,-0.5002555
1931,293,125,0.0,0.856714,-0.5002555
1940,295,126,0.207057,0.973184,-0.5002555
1953,296,126,0.207057,1.572524,-0.5002555
1966,299,128,-0.101583,0.850057,-0.5099895
1967,299,128,-0.173158,0.850057,-0.5099895
1971,300,128,-0.101583,1.297446,-0.5099895
1972,300,128,0.0,1.297446,-0.5099895
2098,319,131,0.060159,0.309434,-0.3284475
2102,320,131,0.207057,2.133886,-0.3284475
2103,320,131,-0.173158,2.133886,-0.3284475
2105,322,131,0.368799,0.22937,-0.3284475
2111,323,131,0.0,1.180976,-0.3284475
2119,325,131,0.368799,2.133886,-0.3284475
2120,325,131,-0.274741,2.133886,-0.3284475
2121,325,131,-0.274741,2.133886,-0.3284475
2125,326,131,-0.173158,-0.26669,-0.3284475
2133,330,132,0.029241,-1.048784,-0.994148
2134,330,132,0.029241,-1.048784,-0.994148
2135,330,132,-0.143917,-1.048784,-0.994148
2145,331,132,-0.101583,-0.37123,-0.994148
2146,331,132,-0.173158,-0.37123,-0.994148
2147,332,132,-0.101583,-0.063571,-0.994148
2148,332,132,-0.173158,-0.063571,-0.994148
2149,333,132,0.0,-0.706327,-0.994148
2150,334,132,0.541957,-0.482469,-0.994148
2151,334,132,0.368799,-0.482469,-0.994148
2155,335,132,0.368799,0.291392,-0.994148
2160,336,132,0.541957,-0.956458,-0.994148
2161,336,132,-0.274741,-0.956458,-0.994148
2164,337,132,0.541957,-0.7326,-0.994148
2170,338,132,0.541957,-1.079691,-0.994148
2171,338,132,0.368799,-1.079691,-0.994148
2172,338,132,-0.274741,-1.079691,-0.994148
2175,339,132,-0.274741,-0.482469,-0.994148
2178,343,133,0.029241,-0.380334,-0.8938109
2179,343,133,-0.143917,-0.380334,-0.8938109
2215,347,133,0.029241,-0.380334,-0.8938109
2216,347,133,-0.143917,-0.380334,-0.8938109
2224,349,133,0.541957,0.181028,-0.8938109
2225,349,133,0.541957,0.181028,-0.8938109
2226,349,133,0.368799,0.181028,-0.8938109
2230,350,133,0.029241,-0.251928,-0.8938109
2231,350,133,-0.143917,-0.251928,-0.8938109
2238,351,133,-0.274741,1.805664,-0.8938109
2240,352,133,0.541957,-0.604194,-0.8938109
2241,352,133,0.207057,-0.604194,-0.8938109
2242,352,133,0.033899,-0.604194,-0.8938109
2244,353,133,0.233317,-0.332201,-0.8938109
2248,354,133,-0.143917,-0.855833,-0.8938109
2256,355,133,0.368799,0.658756,-0.8938109
2260,356,133,0.029241,-0.171238,-0.8938109
