H,G,U,Y,A,V
2820,IG,2.5,3.055,M,678
2820,IH,-2.5,-3.728,F,678
2820,IH,-1.5,-2.288,F,678
2820,IH,-0.5,-1.882,F,678
2820,II,-2.5,-2.288,M,678
2820,II,-1.5,-2.162,M,678
2820,II,-0.5,-1.631,M,678
2820,II,0.5,-1.555,M,678
2820,II,1.5,-0.725,M,678
2820,II,2.5,0.097,M,678
2820,IJ,-1.5,-1.218,F,678
2820,IJ,-0.5,-0.351,F,678
2820,IJ,0.5,0.463,F,678
2820,IJ,1.5,1.934,F,678
2820,IJ,2.5,2.682,F,678
2820,IK,-1.5,-2.032,M,678
2820,IK,-0.5,-0.574,M,678
2820,IK,0.5,-0.105,M,678
2820,IL,-1.5,-2.225,M,678
2820,IL,-0.5,-1.819,M,678
2820,IL,0.5,-0.211,M,678
2820,IL,1.5,-0.509,M,678
2820,IL,2.5,0.749,M,678
2820,IM,-1.5,-2.351,M,678
2820,IM,-0.5,-1.819,M,678
2820,IM,0.5,-0.211,M,678
2820,IM,1.5,1.346,M,678
2820,IN,-1.5,-0.365,M,678
2820,IN,-0.5,0.148,M,678
2820,IN,0.5,1.678,M,678
2820,IN,1.5,3.458,M,678
2820,IN,2.5,3.699,M,678
2820,IO,-1.5,0.329,M,678
2820,IO,-0.5,1.043,M,678
2820,IO,0.5,0.587,M,678
2820,IO,1.5,2.254,M,678
2820,IO,2.5,2.954,M,678
2820,IP,-1.5,-0.497,M,678
2820,IP,-0.5,-0.501,M,678
2820,IP,0.5,0.995,M,678
2820,IP,1.5,1.346,M,678
2820,IP,2.5,2.231,M,678
2820,IQ,-1.5,-1.76,M,678
2820,IQ,-0.5,-1.12,M,678
2820,IQ,0.5,-1.555,M,678
2820,IQ,1.5,0.573,M,678
2820,IQ,2.5,1.973,M,678
2820,IR,-2.5,-1.966,F,678
2820,IR,-1.5,-1.303,F,678
2820,IR,-0.5,-0.273,F,678
2820,IS,-1.5,-0.942,M,678
2820,IS,-0.5,0.439,M,678
2820,IS,0.5,1.485,M,678
2820,IS,1.5,2.034,M,678
2820,IS,2.5,2.954,M,678
2820,IT,-1.5,0.12,M,678
2820,IT,-0.5,0.905,M,678
2820,IT,0.5,1.894,M,678
2820,IT,1.5,1.421,M,678
2820,IT,2.5,2.859,M,678
2820,IU,-1.5,-0.619,F,678
2820,IU,-0.5,1.764,F,678
2820,IU,0.5,1.309,F,678
2820,IU,1.5,2.996,F,678
2820,IU,2.5,3.544,F,678
2820,IV,-1.5,-1.038,M,678
2820,IV,-0.5,-0.028,M,678
2820,IV,0.5,1.894,M,678
2820,IV,1.5,2.254,M,678
2820,IV,2.5,3.055,M,678
2820,IW,-1.5,-1.898,F,678
2820,IW,-0.5,-0.854,F,678
2820,IW,0.5,0.463,F,678
2820,IW,1.5,0.811,F,678
2820,IW,2.5,1.679,F,678
2820,IX,-1.5,0.579,F,678
2820,IX,-0.5,-0.028,F,678
2820,IX,0.5,1.309,F,678
2820,IY,-1.5,-1.303,M,678
2820,IY,-0.5,-0.645,M,678
2820,IY,0.5,0.463,M,678
2820,IY,1.5,1.498,M,678
2820,IY,2.5,2.445,M,678
2820,IZ,-2.5,-3.331,F,678
2820,IZ,-1.5,-2.032,F,678
2820,IZ,-0.5,-1.25,F,678
2820,Ia,-1.5,-1.303,M,678
2820,Ia,-0.5,-0.84,M,678
2820,Ia,0.5,-0.827,M,678
2820,Ia,1.5,-0.517,M,678
2820,Ia,2.5,-0.427,M,678
2820,Ib,-1.5,-1.898,M,678
2820,Ib,-0.5,-1.185,M,678
2820,Ib,0.5,0.463,M,678
2820,Ib,1.5,1.346,M,678
2820,Ic,-1.5,-2.162,M,678
2820,Ic,-0.5,-0.645,M,678
2820,Ic,0.5,0.463,M,678
2820,Ic,1.5,0.459,M,678
2820,Ic,2.5,1.852,M,678
2820,Id,-1.5,-1.541,M,678
2820,Id,-0.5,-1.631,M,678
2820,Id,0.5,-0.316,M,678
2820,Id,1.5,-0.244,M,678
2820,Id,2.5,1.354,M,678
2820,Ie,-1.5,-0.365,M,678
2820,Ie,-0.5,0.338,M,678
2820,Ie,0.5,1.309,M,678
2820,Ie,1.5,1.748,M,678
2820,Ie,2.5,2.954,M,678
2820,If,-1.5,-1.218,M,678
2820,If,-0.5,0.338,M,678
2820,If,0.5,0.463,M,678
2820,If,1.5,2.376,M,678
2820,If,2.5,4.319,M,678
2820,Ig,-1.5,-0.365,M,678
2820,Ig,-0.5,-0.028,M,678
2820,Ig,0.5,0.587,M,678
2820,Ig,1.5,0.811,M,678
2820,Ih,-1.5,-1.218,M,678
2820,Ih,-0.5,-0.273,M,678
2820,Ih,0.5,-0.316,M,678
2820,Ih,1.5,1.273,M,678
2820,Ih,2.5,2.682,M,678
2820,Ii,-1.5,-1.616,M,678
2820,Ii,-0.5,-0.112,M,678
2820,Ii,0.5,1.146,M,678
2820,Ii,1.5,1.498,M,678
2820,Ij,-1.5,-1.898,F,678
2820,Ij,-0.5,-1.819,F,678
2820,Ij,0.5,0.227,F,678
2820,Ij,1.5,0.403,F,678
2820,Ij,2.5,1.407,F,678
2820,Ik,-1.5,-2.032,M,678
2820,Ik,-0.5,-1.505,M,678
2820,Ik,0.5,-0.316,M,678
2820,Ik,1.5,0.237,M,678
2820,Ik,2.5,1.623,M,678
2820,Il,-1.5,-1.303,M,678
2820,Il,-0.5,0.658,M,678
2820,Il,0.5,2.14,M,678
2820,Il,1.5,1.346,M,678
2820,Il,2.5,3.163,M,678
2820,Im,-1.5,-0.733,F,678
2820,Im,-0.5,-0.273,F,678
2820,Im,0.5,0.852,F,678
2820,Im,1.5,1.748,F,678
2820,Im,2.5,2.682,F,678
2820,In,-0.5,-0.427,F,678
2820,In,0.5,-1.03,F,678
2820,In,1.5,1.748,F,678
2820,In,2.5,3.055,F,678
2820,Io,-0.5,0.148,F,678
2820,Io,0.5,-0.522,F,678
2820,Io,1.5,0.632,F,678
2820,Io,2.5,2.035,F,678
2820,Ip,-0.5,-0.785,F,678
2820,Ip,0.5,0.587,F,678
2820,Ip,1.5,1.421,F,678
2820,Ip,2.5,2.6,F,678
2820,Iq,0.5,0.995,F,678
2820,Iq,1.5,1.934,F,678
2820,Iq,2.5,2.859,F,678
2820,Ir,0.5,-0.316,F,678
2820,Ir,1.5,-0.297,F,678
2820,Ir,2.5,0.501,F,678
2820,Is,-1.5,-2.596,M,678
2820,Is,-0.5,-1.441,M,678
2820,Is,0.5,-1.34,M,678
2820,Is,1.5,0.021,M,678
2820,Is,2.5,1.623,M,678
2820,It,-1.5,-0.221,F,678
2820,It,-0.5,1.043,F,678
2820,It,0.5,0.343,F,678
2820,It,1.5,2.034,F,678
2820,It,2.5,2.768,F,678
2820,Iu,-1.5,-1.541,M,678
2820,Iu,-0.5,-0.028,M,678
2820,Iu,0.5,0.463,M,678
2820,Iu,1.5,1.273,M,678
2820,Iu,2.5,3.544,M,678
2820,Iv,-1.5,-1.384,M,678
2820,Iv,-0.5,-0.028,M,678
2820,Iv,0.5,0.716,M,678
2820,Iv,1.5,1.134,M,678
2820,Iv,2.5,2.3,M,678
2820,Iw,-1.5,-1.541,F,678
2820,Iw,-0.5,-1.757,F,678
2820,Iw,0.5,-0.767,F,678
2820,Ix,-1.5,-1.76,F,678
2820,Ix,-0.5,-0.501,F,678
2820,Ix,0.5,0.852,F,678
2820,Ix,1.5,1.748,F,678
2820,Ix,2.5,2.445,F,678
2820,Iy,-1.5,-0.619,M,678
2820,Iy,-0.5,-0.112,M,678
2820,Iy,0.5,0.716,M,678
2820,Iy,1.5,1.934,M,678
2820,Iy,2.5,2.6,M,678
2820,Iz,-1.5,0.579,F,678
2820,Iz,-0.5,0.439,F,678
2820,Iz,0.5,4.051,F,678
2820,Iz,1.5,3.207,F,678
2820,Iz,2.5,4.627,F,678
2820,JA,-1.5,-1.384,M,678
2820,JA,-0.5,-0.988,M,678
2820,JA,0.5,0.003,M,678
2820,JA,1.5,0.347,M,678
2820,JA,2.5,1.46,M,678
2820,JB,-1.5,-1.13,M,678
2820,JB,-0.5,-0.112,M,678
2820,JB,0.5,-0.522,M,678
2820,JC,-0.5,1.548,M,678
2820,JC,0.5,1.894,M,678
2820,JC,1.5,3.207,M,678
2820,JD,0.5,-0.419,F,678
2820,JD,1.5,0.459,F,678
2820,JD,2.5,1.973,F,678
2820,JE,-1.5,0.12,F,678
2820,JE,-0.5,1.043,F,678
2820,JE,0.5,2.14,F,678
2820,JE,1.5,2.814,F,678
2820,JE,2.5,4.627,F,678
2850,JF,-2.5,-2.558,F,361
2850,JF,-1.5,-1.276,F,361
2850,JF,-0.5,-0.942,F,361
2850,JG,-1.5,-0.974,M,361
2850,JG,-0.5,-0.645,M,361
2850,JG,0.5,1.146,M,361
2850,JG,1.5,2.14,M,361
2850,JH,0.5,0.003,M,361
2850,JH,1.5,1.066,M,361
2850,JH,2.5,2.3,M,361
2850,JI,0.5,-2.015,M,361
2850,JI,1.5,-0.945,M,361
2850,JI,2.5,-0.318,M,361
2850,JJ,-1.5,-3.232,F,361
2850,JJ,-0.5,-2.032,F,361
2850,JJ,0.5,-0.105,F,361
2850,JK,-1.5,-2.377,M,361
2850,JK,-0.5,-1.384,M,361
2850,JK,0.5,-0.522,M,361
2850,JL,-1.5,-3.068,M,361
2850,JL,-0.5,-1.12,M,361
2850,JL,0.5,-1.665,M,361
2850,JL,1.5,-0.35,M,361
2850,JL,2.5,1.199,M,361
2850,JM,-1.5,-1.276,F,361
2850,JM,-0.5,-0.854,F,361
2850,JM,0.5,1.894,F,361
2850,JM,1.5,1.748,F,361
2850,JM,2.5,2.6,F,361
2850,JN,-1.5,-2.558,M,361
2850,JN,-0.5,-1.616,M,361
2850,JN,0.5,-1.778,M,361
2850,JN,1.5,0.516,M,361
2850,JN,2.5,1.199,M,361
2850,JO,-0.5,-1.689,M,361
2850,JO,0.5,-1.236,M,361
2850,JO,1.5,-0.403,M,361
2850,JO,2.5,0.601,M,361
2850,JP,-1.5,-2.558,M,361
2850,JP,-0.5,-1.946,M,361
2850,JP,0.5,-1.132,M,361
2850,JP,1.5,0.237,M,361
2850,JP,2.5,0.699,M,361
2880,JQ,0.5,-1.446,F,481
2880,JQ,1.5,-1.243,F,481
2880,JQ,2.5,-0.592,F,481
2880,JR,-1.5,-2.162,F,481
2880,JR,-0.5,-1.505,F,481
2880,JR,0.5,-2.14,F,481
2880,JR,1.5,-1.117,F,481
2880,JS,-1.5,-1.464,F,481
2880,JS,-0.5,-0.273,F,481
2880,JS,0.5,0.114,F,481
2880,JS,1.5,1.134,F,481
2880,JS,2.5,2.035,F,481
2880,JT,0.5,1.309,M,481
2880,JT,1.5,1.066,M,481
2880,JT,2.5,1.354,M,481
2880,JU,-1.5,-1.616,M,481
2880,JU,-0.5,-0.273,M,481
2880,JU,0.5,1.894,M,481
2880,JU,1.5,1.661,M,481
2880,JV,-1.5,-1.464,F,481
2880,JV,-0.5,0.148,F,481
2880,JV,0.5,0.852,F,481
2880,JV,1.5,0.691,F,481
2880,JV,2.5,2.371,F,481
2880,JW,-1.5,-2.657,F,481
2880,JW,-0.5,-1.757,F,481
2880,JW,0.5,-0.33,F,481
2880,JW,1.5,-1.303,F,481
2880,JW,2.5,0.283,F,481
2880,JX,-1.5,-1.898,M,481
2880,JX,-0.5,0.338,M,481
2880,JX,0.5,0.852,M,481
2880,JX,1.5,0.936,M,481
2880,JX,2.5,2.682,M,481
2880,JY,-1.5,-2.097,F,481
2880,JY,-0.5,-0.501,F,481
2880,JY,0.5,-1.34,F,481
2880,JY,1.5,0.516,F,481
2880,JY,2.5,1.199,F,481
2880,JZ,-1.5,-2.351,M,481
2880,JZ,-0.5,-2.072,M,481
2880,JZ,0.5,-1.778,M,481
2880,JZ,1.5,-0.616,M,481
2880,JZ,2.5,-0.047,M,481
2880,Ja,-0.5,-2.072,F,481
2880,Ja,0.5,0.463,F,481
2880,Ja,1.5,-0.297,F,481
2880,Ja,2.5,1.736,F,481
2880,Jb,-0.5,-0.273,F,481
2880,Jb,0.5,-0.522,F,481
2880,Jb,1.5,0.516,F,481
2880,Jb,2.5,1.25,F,481
2880,Jc,-1.5,-1.83,F,481
2880,Jc,-0.5,-1.441,F,481
2880,Jc,0.5,-0.211,F,481
2880,Jc,1.5,0.788,F,481
2880,Jc,2.5,0.044,F,481
2930,Jd,-0.5,-2.413,F,803
2930,Jd,0.5,-1.525,F,803
2930,Jd,1.5,-0.063,F,803
2930,Jd,2.5,1.098,F,803
2930,Je,-0.5,-2.2,F,803
2930,Je,0.5,-1.778,F,803
2930,Je,1.5,-0.889,F,803
2930,Je,2.5,-0.116,F,803
2930,Jf,0.5,-1.004,M,803
2930,Jf,1.5,-0.391,M,803
2930,Jf,2.5,0.2,M,803
2930,Jg,-0.5,-0.854,M,803
2930,Jg,0.5,-1.03,M,803
2930,Jg,1.5,0.691,M,803
2930,Jg,2.5,1.354,M,803
2930,Jh,-0.5,-1.616,M,803
2930,Jh,0.5,-1.179,M,803
2930,Jh,1.5,-0.13,M,803
2930,Jh,2.5,0.117,M,803
2930,Ji,-0.5,-0.06,F,803
2930,Ji,0.5,-0.211,F,803
2930,Ji,1.5,0.573,F,803
2930,Jj,0.5,0.995,M,803
2930,Jj,1.5,1.421,M,803
2930,Jj,2.5,2.035,M,803
2960,Jk,-1.5,-2.188,M,1424
2960,Jk,-0.5,-2.663,M,1424
2960,Jk,0.5,-0.826,M,1424
2960,Jl,-1.5,-2.377,M,1424
2960,Jl,-0.5,-1.819,M,1424
2960,Jl,0.5,-1.03,M,1424
2960,Jl,1.5,0.182,M,1424
2960,Jl,2.5,0.551,M,1424
2960,Jm,-0.5,-1.689,F,1424
2960,Jm,0.5,-0.706,F,1424
2960,Jm,1.5,-0.64,F,1424
2960,Jm,2.5,0.749,F,1424
2960,Jn,0.5,-1.778,M,1424
2960,Jn,1.5,-0.834,M,1424
2960,Jn,2.5,-0.008,M,1424
2960,Jo,-1.5,-1.76,M,1424
2960,Jo,-0.5,0.338,M,1424
2960,Jo,0.5,0.716,M,1424
2960,Jo,1.5,1.346,M,1424
2960,Jo,2.5,0.997,M,1424
2960,Jp,-1.5,-1.772,M,1424
2960,Jp,-0.5,-0.854,M,1424
2960,Jp,0.5,-0.522,M,1424
2960,Jp,1.5,0.347,M,1424
2960,Jq,-1.5,-1.772,F,1424
2960,Jq,-0.5,0.058,F,1424
2960,Jq,0.5,-0.105,F,1424
2960,Jq,1.5,-0.192,F,1424
2960,Jr,-1.5,-2.188,M,1424
2960,Jr,-0.5,1.043,M,1424
2960,Jr,0.5,-0.623,M,1424
2960,Jr,1.5,0.237,M,1424
2960,Jr,2.5,1.047,M,1424
2960,Js,-1.5,-1.898,F,1424
2960,Js,-0.5,-0.501,F,1424
2960,Js,0.5,-0.211,F,1424
2960,Js,1.5,0.873,F,1424
2960,Js,2.5,0.848,F,1424
2960,Jt,0.5,0.114,F,1424
2960,Jt,1.5,-0.032,F,1424
2960,Jt,2.5,0.601,F,1424
2960,Ju,0.5,-1.03,F,1424
2960,Ju,1.5,-1.176,F,1424
2960,Ju,2.5,-0.515,F,1424
2960,Jv,-1.5,-2.377,F,1424
2960,Jv,-0.5,-3.094,F,1424
2960,Jv,0.5,-2.174,F,1424
2960,Jv,1.5,-1.796,F,1424
2960,Jv,2.5,-0.816,F,1424
2960,Jw,0.5,-1.446,M,1424
2960,Jw,1.5,-1.002,M,1424
2960,Jw,2.5,0.097,M,1424
2960,Jx,-1.5,-1.218,F,1424
2960,Jx,-0.5,-0.427,F,1424
2960,Jx,0.5,0.343,F,1424
2960,Jx,1.5,0.751,F,1424
2960,Jx,2.5,1.679,F,1424
2960,Jy,-1.5,-1.384,F,1424
2960,Jy,-0.5,0.148,F,1424
2960,Jy,0.5,1.146,F,1424
2960,Jy,1.5,0.936,F,1424
2960,Jy,2.5,1.679,F,1424
2960,Jz,-1.5,-3.068,M,1424
2960,Jz,-0.5,-1.568,M,1424
2960,Jz,0.5,-2.551,M,1424
2960,Jz,1.5,-1.357,M,1424
2960,Jz,2.5,-0.455,M,1424
2960,KA,-1.5,-3.068,M,1424
2960,KA,-0.5,-2.461,M,1424
2960,KA,0.5,-2.14,M,1424
2960,KA,1.5,-1.235,M,1424
2960,KA,2.5,-0.768,M,1424
2960,KB,-1.5,-2.377,M,1424
2960,KB,-0.5,-1.505,M,1424
2960,KB,0.5,-2.27,M,1424
2960,KB,1.5,-0.67,M,1424
2960,KB,2.5,-0.281,M,1424
2960,KC,-1.5,-1.987,F,1424
2960,KC,-0.5,-2.265,F,1424
2960,KC,0.5,-1.446,F,1424
2960,KC,1.5,-1.616,F,1424
2960,KC,2.5,0.848,F,1424
2960,KD,-1.5,-2.377,M,1424
2960,KD,-0.5,-2.265,M,1424
2960,KD,0.5,-1.34,M,1424
2960,KD,1.5,-0.889,M,1424
2960,KD,2.5,-0.338,M,1424
2960,KE,-1.5,-3.068,F,1424
2960,KE,-0.5,-3.249,F,1424
2960,KE,0.5,-2.053,F,1424
2960,KE,1.5,-2.263,F,1424
2960,KE,2.5,-1.291,F,1424
2960,KF,-0.5,-0.716,F,1424
2960,KF,0.5,-0.826,F,1424
2960,KF,1.5,-0.032,F,1424
2960,KF,2.5,0.997,F,1424
2960,KG,-0.5,-2.732,M,1424
2960,KG,0.5,-1.555,M,1424
2960,KG,1.5,-1.296,M,1424
2960,KH,0.5,-2.487,M,1424
2960,KH,1.5,-2.056,M,1424
2960,KH,2.5,-1.485,M,1424
2960,KI,-1.5,-1.276,M,1424
2960,KI,-0.5,-0.273,M,1424
2960,KI,0.5,-0.105,M,1424
2960,KI,1.5,0.516,M,1424
2960,KI,2.5,0.501,M,1424
2960,KJ,-1.5,-1.689,M,1424
2960,KJ,-0.5,-0.194,M,1424
2960,KJ,0.5,0.227,M,1424
2960,KK,-1.5,-2.558,F,1424
2960,KK,-0.5,-2.33,F,1424
2960,KK,0.5,-1.446,F,1424
2960,KK,1.5,-1.616,F,1424
2960,KK,2.5,-0.225,F,1424
2960,KL,-1.5,-0.608,F,1424
2960,KL,-0.5,-0.028,F,1424
2960,KL,0.5,0.587,F,1424
2960,KL,1.5,0.182,F,1424
2960,KL,2.5,0.798,F,1424
2960,KM,-1.5,-1.898,F,1424
2960,KM,-0.5,-0.988,F,1424
2960,KM,0.5,-0.419,F,1424
2960,KM,1.5,-0.297,F,1424
2960,KM,2.5,0.301,F,1424
2960,KN,-1.5,-1.303,F,1424
2960,KN,-0.5,-0.194,F,1424
2960,KN,0.5,0.587,F,1424
2960,KN,1.5,0.632,F,1424
2960,KN,2.5,0.997,F,1424
2960,KO,-1.5,-0.942,M,1424
2960,KO,-0.5,-0.574,M,1424
2960,KO,0.5,-0.316,M,1424
2960,KO,1.5,0.811,M,1424
2960,KP,-1.5,0.329,M,1424
2960,KP,-0.5,0.658,M,1424
2960,KP,0.5,1.309,M,1424
2960,KP,1.5,2.034,M,1424
2960,KP,2.5,2.035,M,1424
2960,KQ,-1.5,-2.902,F,1424
2960,KQ,-0.5,-1.694,F,1424
2960,KQ,0.5,-1.446,F,1424
2960,KR,-1.5,-1.541,M,1424
2960,KR,-0.5,0.546,M,1424
2960,KR,0.5,0.343,M,1424
2960,KR,1.5,1.273,M,1424
2960,KS,-1.5,-1.276,F,1424
2960,KS,-0.5,-1.946,F,1424
2960,KS,0.5,-1.03,F,1424
2960,KT,-1.5,-1.538,F,1424
2960,KT,-0.5,-1.757,F,1424
2960,KT,0.5,-0.928,F,1424
2960,KT,1.5,0.347,F,1424
2960,KT,2.5,0.044,F,1424
2960,KU,-1.5,-1.76,F,1424
2960,KU,-0.5,-0.351,F,1424
2960,KU,0.5,1.485,F,1424
2960,KU,1.5,1.498,F,1424
2960,KU,2.5,2.164,F,1424
2960,KV,-1.5,-2.188,M,1424
2960,KV,-0.5,-2.802,M,1424
2960,KV,0.5,-1.446,M,1424
2960,KW,-0.5,-2.663,M,1424
2960,KW,0.5,-0.419,M,1424
2960,KW,1.5,-0.35,M,1424
2960,KW,2.5,-0.281,M,1424
2960,KX,-1.5,-1.898,F,1424
2960,KX,-0.5,-1.12,F,1424
2960,KX,0.5,-0.623,F,1424
2960,KY,0.5,-1.03,M,1424
2960,KY,1.5,-0.779,M,1424
2960,KY,2.5,0.044,M,1424
3020,KZ,-0.5,-0.988,M,576
3020,KZ,0.5,0.003,M,576
3020,KZ,1.5,0.292,M,576
3020,Ka,-1.5,-3.798,M,576
3020,Ka,-0.5,-2.265,M,576
3020,Ka,0.5,-1.894,M,576
3020,Ka,1.5,-0.834,M,576
3020,Ka,2.5,-0.396,M,576
3020,Kb,0.5,0.587,M,576
3020,Kb,1.5,0.811,M,576
3020,Kb,2.5,1.973,M,576
3020,Kc,-1.5,-1.541,M,576
3020,Kc,-0.5,-0.351,M,576
3020,Kc,0.5,0.716,M,576
3020,Kc,1.5,1.346,M,576
3020,Kc,2.5,2.682,M,576
3020,Kd,-1.5,-1.218,M,576
3020,Kd,-0.5,-0.785,M,576
3020,Kd,0.5,0.852,M,576
3020,Kd,1.5,1.273,M,576
3020,Kd,2.5,2.859,M,576
3020,Ke,-1.5,-1.83,F,576
3020,Ke,-0.5,-1.441,F,576
3020,Ke,0.5,-0.826,F,576
3020,Ke,1.5,0.691,F,576
3020,Ke,2.5,1.047,F,576
3020,Kf,-1.5,-2.535,F,576
3020,Kf,-0.5,-1.441,F,576
3020,Kf,0.5,-0.623,F,576
3020,Kf,1.5,1.273,F,576
3020,Kf,2.5,0.947,F,576
3020,Kg,-2.5,-2.839,F,576
3020,Kg,-1.5,-1.689,F,576
3020,Kg,-0.5,-1.314,F,576
3020,Kg,0.5,0.343,F,576
3020,Kg,1.5,-0.032,F,576
3020,Kg,2.5,1.098,F,576
3020,Kh,-0.5,0.439,F,576
3020,Kh,0.5,2.43,F,576
3020,Kh,1.5,2.814,F,576
3020,Kh,2.5,3.163,F,576
3020,Ki,-1.5,-2.778,M,576
3020,Ki,-0.5,-2.162,M,576
3020,Ki,0.5,-1.352,M,576
3020,Ki,1.5,-1.243,M,576
3020,Ki,2.5,-0.373,M,576
3020,Kj,-1.5,-3.206,F,576
3020,Kj,-0.5,-2.265,F,576
3020,Kj,0.5,-1.555,F,576
3020,Kk,-2.5,-3.558,M,576
3020,Kk,-1.5,-2.351,M,576
3020,Kk,-0.5,-1.25,M,576
3020,Kk,0.5,0.003,M,576
3020,Kl,-1.5,-0.497,M,576
3020,Kl,-0.5,0.148,M,576
3020,Kl,0.5,2.14,M,576
3020,Kl,1.5,2.508,M,576
3020,Km,-1.5,-0.221,F,576
3020,Km,-0.5,0.546,F,576
3020,Km,0.5,1.678,F,576
3020,Km,1.5,2.508,F,576
3020,Km,2.5,3.544,F,576
3020,Kn,-1.5,-2.718,F,576
3020,Kn,-0.5,-1.441,F,576
3020,Kn,0.5,-0.105,F,576
3020,Kn,1.5,0.403,F,576
3020,Ko,-1.5,-1.76,M,576
3020,Ko,-0.5,-0.921,M,576
3020,Ko,0.5,-0.105,M,576
3020,Ko,1.5,0.873,M,576
3020,Ko,2.5,2.035,M,576
3020,Kp,-1.5,-1.83,M,576
3020,Kp,-0.5,-0.854,M,576
3020,Kp,0.5,-0.419,M,576
3020,Kp,1.5,1.421,M,576
3020,Kp,2.5,1.912,M,576
3020,Kq,-1.5,-2.535,F,576
3020,Kq,-0.5,-1.505,F,576
3020,Kq,0.5,-1.555,F,576
3020,Kr,-1.5,-2.839,M,576
3020,Kr,-0.5,-2.072,M,576
3020,Kr,0.5,-0.522,M,576
3020,Kr,1.5,1.001,M,576
3020,Kr,2.5,1.098,M,576
3020,Ks,-1.5,-1.464,M,576
3020,Ks,-0.5,-1.441,M,576
3020,Ks,0.5,-0.105,M,576
3020,Ks,1.5,0.516,M,576
3020,Ks,2.5,2.231,M,576
3020,Kt,-1.5,-2.351,F,576
3020,Kt,-0.5,-1.12,F,576
3020,Kt,0.5,-1.34,F,576
3020,Kt,1.5,-0.563,F,576
3020,Kt,2.5,0.699,F,576
3020,Ku,-1.5,-0.619,M,576
3020,Ku,-0.5,0.241,M,576
3020,Ku,0.5,1.678,M,576
3020,Ku,1.5,1.346,M,576
3020,Ku,2.5,2.445,M,576
3020,Kv,-1.5,-3.268,M,576
3020,Kv,-0.5,-1.898,M,576
3020,Kv,0.5,-1.641,M,576
3020,Kw,-1.5,-1.689,M,576
3020,Kw,-0.5,-0.427,M,576
3020,Kw,0.5,0.227,M,576
3020,Kw,1.5,1.001,M,576
3020,Kw,2.5,2.099,M,576
3020,Kx,-1.5,-0.84,M,576
3020,Kx,-0.5,-0.028,M,576
3020,Kx,0.5,1.678,M,576
3020,Kx,1.5,2.376,M,576
3020,Kx,2.5,2.445,M,576
3020,Ky,-1.5,-3.144,M,576
3020,Ky,-0.5,-1.464,M,576
3020,Ky,0.5,-1.699,M,576
3020,Ky,1.5,-0.823,M,576
3020,Ky,2.5,0.172,M,576
3020,Kz,-1.5,-2.032,F,576
3020,Kz,-0.5,-1.25,F,576
3020,Kz,0.5,0.003,F,576
3020,Kz,1.5,0.021,F,576
3020,Kz,2.5,-0.17,F,576
3020,LA,-1.5,-4.018,M,576
3020,LA,-0.5,-2.097,M,576
3020,LA,0.5,-1.757,M,576
3020,LA,1.5,-0.943,M,576
3020,LA,2.5,-0.482,M,576
3020,LB,-0.5,-0.716,M,576
3020,LB,0.5,-1.446,M,576
3020,LB,1.5,-0.086,M,576
3020,LC,-1.5,-2.535,M,576
3020,LC,-0.5,-1.441,M,576
3020,LC,0.5,-0.928,M,576
3020,LC,1.5,0.459,M,576
3020,LC,2.5,1.098,M,576
3020,LD,-0.5,-0.501,M,576
3020,LD,0.5,-0.826,M,576
3020,LD,1.5,0.347,M,576
3020,LD,2.5,1.354,M,576
3030,LE,-1.5,-2.288,F,384
3030,LE,-0.5,-0.921,F,384
3030,LE,0.5,-0.211,F,384
3030,LE,1.5,-0.192,F,384
3030,LF,-1.5,-0.974,M,384
3030,LF,-0.5,-1.303,M,384
3030,LF,0.5,-0.725,M,384
3030,LG,-1.5,-1.966,F,384
3030,LG,-0.5,-1.218,F,384
3030,LG,0.5,-0.725,F,384
3030,LH,-1.5,-1.276,M,384
3030,LH,-0.5,-0.501,M,384
3030,LH,0.5,-0.522,M,384
3030,LI,-1.5,0.12,F,384
3030,LI,-0.5,0.148,F,384
3030,LI,0.5,1.485,F,384
3030,LI,1.5,1.001,F,384
3030,LI,2.5,2.099,F,384
3030,LJ,-1.5,0.12,M,384
3030,LJ,-0.5,-0.194,M,384
3030,LJ,0.5,0.716,M,384
3030,LJ,1.5,1.273,M,384
3030,LJ,2.5,2.3,M,384
3030,LK,-1.5,-2.558,M,384
3030,LK,-0.5,-0.574,M,384
3030,LK,0.5,-0.623,M,384
3030,LK,1.5,-1.357,M,384
3030,LK,2.5,0.452,M,384
3030,LL,0.5,-2.297,M,384
3030,LL,1.5,-1.732,M,384
3030,LL,2.5,-0.427,M,384
3030,LM,-1.5,-2.097,M,384
3030,LM,-0.5,-1.054,M,384
3030,LM,0.5,-0.211,M,384
3030,LN,-2.5,-4.406,F,384
3030,LN,-1.5,-2.032,F,384
3030,LN,-0.5,-1.568,F,384
3030,LO,-1.5,-2.097,F,384
3030,LO,-0.5,-0.112,F,384
3030,LO,0.5,0.114,F,384
3030,LP,-1.5,-4.406,M,384
3030,LP,-0.5,-1.898,M,384
3030,LP,0.5,-1.468,M,384
3030,LP,1.5,-0.327,M,384
3030,LQ,-1.5,-2.288,M,384
3030,LQ,-0.5,0.148,M,384
3030,LQ,0.5,-0.623,M,384
3030,LQ,1.5,0.074,M,384
3030,LQ,2.5,1.199,M,384
3030,LR,-1.5,1.325,M,384
3030,LR,-0.5,-0.112,M,384
3030,LR,0.5,1.309,M,384
