schoolNR,pupilNR,IQ_verb,IQ_perf,sex,Minority,repeatgr,aritPRET,classNR,aritPOST,langPRET,langPOST,ses,denomina,schoolSES,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz,IQ_ver_cen,avg_IQ_ver_cen,grpSiz_cen
60,607212,6.0,12.0,1,Y,1,9.0,6082.0,10.0,19.0,27.0,10.0,1,21.0,2.85714,0,3.0,3.33333,1,24.0,22.0,2.0,25.0,14.0,-5.834062090074333,-0.6522439082561514,-9.10056843025798
60,607213,9.5,7.33333,1,N,0,1.0,6082.0,6.0,22.0,22.0,13.0,1,21.0,2.85714,0,3.0,3.33333,1,24.0,22.0,2.0,25.0,14.0,-2.334062090074333,-0.6522439082561514,-9.10056843025798
61,617001,11.5,12.66667,0,N,0,10.0,6180.0,19.0,29.0,45.0,23.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-0.3340620900743332,0.040937909925666816,3.8994315697420205
61,617002,7.5,10.33333,0,Y,1,3.0,6180.0,10.0,16.0,19.0,10.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-4.334062090074333,0.040937909925666816,3.8994315697420205
61,617004,15.0,11.33333,1,N,0,15.0,6180.0,28.0,41.0,50.0,25.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,3.165937909925667,0.040937909925666816,3.8994315697420205
61,617005,9.0,15.0,0,N,1,9.0,6180.0,11.0,31.0,39.0,30.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-2.834062090074333,0.040937909925666816,3.8994315697420205
61,617008,15.0,13.0,0,N,0,10.0,6180.0,26.0,34.0,40.0,27.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,3.165937909925667,0.040937909925666816,3.8994315697420205
61,617010,8.0,9.0,1,N,0,10.0,6180.0,15.0,22.0,29.0,20.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-3.834062090074333,0.040937909925666816,3.8994315697420205
61,617011,10.0,10.0,1,N,0,12.0,6180.0,24.0,42.0,49.0,50.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-1.8340620900743332,0.040937909925666816,3.8994315697420205
61,617012,15.0,11.0,1,N,0,11.0,6180.0,25.0,37.0,51.0,30.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,3.165937909925667,0.040937909925666816,3.8994315697420205
61,617013,16.0,16.66667,1,N,0,16.0,6180.0,30.0,45.0,56.0,37.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,4.165937909925667,0.040937909925666816,3.8994315697420205
61,617015,11.5,14.33333,1,N,0,11.0,6180.0,22.0,30.0,41.0,10.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-0.3340620900743332,0.040937909925666816,3.8994315697420205
61,617016,13.0,8.66667,0,N,1,11.0,6180.0,12.0,16.0,27.0,18.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,1.1659379099256668,0.040937909925666816,3.8994315697420205
61,617017,10.5,7.0,1,Y,1,9.0,6180.0,8.0,21.0,31.0,10.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-1.3340620900743332,0.040937909925666816,3.8994315697420205
61,617021,12.5,12.33333,1,N,0,9.0,6180.0,19.0,40.0,48.0,43.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,0.6659379099256668,0.040937909925666816,3.8994315697420205
61,617022,12.0,14.0,0,N,0,9.0,6180.0,11.0,36.0,40.0,37.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,0.16593790992566682,0.040937909925666816,3.8994315697420205
61,617024,11.0,11.66667,1,N,0,4.0,6180.0,20.0,37.0,33.0,27.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-0.8340620900743332,0.040937909925666816,3.8994315697420205
61,617025,11.5,12.0,0,N,0,11.0,6180.0,23.0,30.0,38.0,30.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-0.3340620900743332,0.040937909925666816,3.8994315697420205
61,617026,10.0,6.66667,1,N,0,6.0,6180.0,8.0,34.0,40.0,25.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-1.8340620900743332,0.040937909925666816,3.8994315697420205
61,617027,10.5,9.66667,0,N,0,9.0,6180.0,12.0,29.0,39.0,23.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,-1.3340620900743332,0.040937909925666816,3.8994315697420205
61,617028,14.5,14.33333,1,N,0,11.0,6180.0,20.0,32.0,43.0,25.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,2.665937909925667,0.040937909925666816,3.8994315697420205
61,617029,13.5,10.66667,0,N,0,11.0,6180.0,19.0,33.0,46.0,30.0,2,22.0,3.71429,0,2.6,2.33333,0,4.0,13.0,2.66667,27.0,27.0,1.6659379099256668,0.040937909925666816,3.8994315697420205
62,627001,16.0,11.66667,0,N,0,17.0,6280.0,28.0,42.0,51.0,25.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,4.165937909925667,1.8087950527828096,2.8994315697420205
62,627002,10.5,10.0,1,N,0,13.0,6280.0,20.0,36.0,47.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,-1.3340620900743332,1.8087950527828096,2.8994315697420205
62,627004,17.5,11.33333,1,N,0,15.0,6280.0,24.0,40.0,49.0,40.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,5.665937909925667,1.8087950527828096,2.8994315697420205
62,627005,13.5,10.0,0,N,0,14.0,6280.0,26.0,43.0,43.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,1.6659379099256668,1.8087950527828096,2.8994315697420205
62,627006,12.5,10.0,1,N,0,10.0,6280.0,20.0,45.0,43.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,0.6659379099256668,1.8087950527828096,2.8994315697420205
62,627007,14.5,13.0,0,N,0,17.0,6280.0,24.0,48.0,53.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,2.665937909925667,1.8087950527828096,2.8994315697420205
62,627008,12.0,9.33333,0,N,0,12.0,6280.0,16.0,37.0,40.0,45.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,0.16593790992566682,1.8087950527828096,2.8994315697420205
62,627009,12.5,13.0,1,N,0,16.0,6280.0,18.0,46.0,53.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,0.6659379099256668,1.8087950527828096,2.8994315697420205
62,627010,13.5,16.0,0,N,0,17.0,6280.0,25.0,46.0,48.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,1.6659379099256668,1.8087950527828096,2.8994315697420205
62,627012,14.0,12.66667,0,N,0,13.0,6280.0,20.0,39.0,36.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,2.165937909925667,1.8087950527828096,2.8994315697420205
62,627013,12.0,9.0,0,N,0,13.0,6280.0,24.0,41.0,50.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,0.16593790992566682,1.8087950527828096,2.8994315697420205
62,627014,17.5,10.66667,1,N,0,14.0,6280.0,21.0,39.0,54.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,5.665937909925667,1.8087950527828096,2.8994315697420205
62,627015,12.0,11.0,1,N,0,14.0,6280.0,16.0,36.0,42.0,40.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,0.16593790992566682,1.8087950527828096,2.8994315697420205
62,627016,13.0,10.33333,0,N,0,15.0,6280.0,28.0,43.0,51.0,20.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,1.1659379099256668,1.8087950527828096,2.8994315697420205
62,627017,11.5,9.66667,0,N,0,16.0,6280.0,22.0,30.0,43.0,20.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,-0.3340620900743332,1.8087950527828096,2.8994315697420205
62,627020,16.0,10.0,0,N,0,17.0,6280.0,22.0,40.0,51.0,40.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,4.165937909925667,1.8087950527828096,2.8994315697420205
62,627021,17.5,15.0,0,N,0,18.0,6280.0,27.0,47.0,53.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,5.665937909925667,1.8087950527828096,2.8994315697420205
62,627022,14.5,13.0,1,N,0,15.0,6280.0,20.0,43.0,49.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,2.665937909925667,1.8087950527828096,2.8994315697420205
62,627023,11.5,9.66667,1,N,0,12.0,6280.0,17.0,41.0,41.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,-0.3340620900743332,1.8087950527828096,2.8994315697420205
62,627025,11.5,10.0,1,N,0,11.0,6280.0,17.0,41.0,44.0,30.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,-0.3340620900743332,1.8087950527828096,2.8994315697420205
62,627027,13.0,11.0,0,N,0,10.0,6280.0,18.0,40.0,41.0,50.0,3,26.0,3.71429,1,2.1,1.83333,0,0.0,15.0,2.66667,26.0,26.0,1.1659379099256668,1.8087950527828096,2.8994315697420205
65,657001,15.0,14.66667,0,N,0,19.0,6580.0,29.0,44.0,57.0,18.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,3.165937909925667,0.734119728107485,0.8994315697420205
65,657002,11.0,8.33333,0,N,0,8.0,6580.0,28.0,27.0,51.0,30.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-0.8340620900743332,0.734119728107485,0.8994315697420205
65,657003,10.0,9.66667,0,N,0,13.0,6580.0,14.0,31.0,43.0,25.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-1.8340620900743332,0.734119728107485,0.8994315697420205
65,657004,16.0,12.33333,0,N,0,19.0,6580.0,30.0,35.0,43.0,13.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,4.165937909925667,0.734119728107485,0.8994315697420205
65,657005,12.5,13.33333,0,N,0,14.0,6580.0,25.0,23.0,43.0,43.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.6659379099256668,0.734119728107485,0.8994315697420205
65,657006,12.0,11.66667,0,N,0,10.0,6580.0,20.0,35.0,43.0,15.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.16593790992566682,0.734119728107485,0.8994315697420205
65,657007,11.5,14.0,0,N,0,17.0,6580.0,29.0,35.0,54.0,43.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-0.3340620900743332,0.734119728107485,0.8994315697420205
65,657008,9.5,13.33333,1,N,0,8.0,6580.0,24.0,35.0,33.0,13.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-2.334062090074333,0.734119728107485,0.8994315697420205
65,657009,14.5,13.66667,0,N,0,17.0,6580.0,30.0,39.0,55.0,37.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,2.665937909925667,0.734119728107485,0.8994315697420205
65,657010,13.5,11.0,0,N,0,15.0,6580.0,27.0,30.0,47.0,40.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,1.6659379099256668,0.734119728107485,0.8994315697420205
65,657011,11.5,10.33333,1,N,0,7.0,6580.0,22.0,24.0,36.0,33.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-0.3340620900743332,0.734119728107485,0.8994315697420205
65,657012,12.5,10.33333,1,N,0,16.0,6580.0,30.0,42.0,55.0,50.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.6659379099256668,0.734119728107485,0.8994315697420205
65,657013,12.0,10.33333,0,N,0,12.0,6580.0,23.0,29.0,41.0,10.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.16593790992566682,0.734119728107485,0.8994315697420205
65,657014,12.0,10.33333,1,N,0,18.0,6580.0,30.0,40.0,54.0,28.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.16593790992566682,0.734119728107485,0.8994315697420205
65,657015,14.5,14.33333,1,N,0,18.0,6580.0,30.0,41.0,50.0,37.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,2.665937909925667,0.734119728107485,0.8994315697420205
65,657016,11.5,12.66667,1,N,0,16.0,6580.0,27.0,43.0,54.0,37.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-0.3340620900743332,0.734119728107485,0.8994315697420205
65,657017,12.0,8.0,0,N,0,9.0,6580.0,26.0,34.0,47.0,35.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.16593790992566682,0.734119728107485,0.8994315697420205
65,657018,12.0,13.0,0,N,0,12.0,6580.0,25.0,30.0,41.0,13.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,0.16593790992566682,0.734119728107485,0.8994315697420205
65,657019,13.5,12.33333,0,N,0,16.0,6580.0,27.0,37.0,50.0,30.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,1.6659379099256668,0.734119728107485,0.8994315697420205
65,657020,13.5,9.33333,1,N,1,11.0,6580.0,27.0,32.0,43.0,30.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,1.6659379099256668,0.734119728107485,0.8994315697420205
65,657021,11.5,13.0,1,N,0,15.0,6580.0,27.0,26.0,50.0,30.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,-0.3340620900743332,0.734119728107485,0.8994315697420205
65,657022,14.5,10.0,1,N,0,15.0,6580.0,29.0,44.0,52.0,45.0,4,29.0,3.85714,0,1.8,1.66667,1,0.0,13.0,2.0,32.0,24.0,2.665937909925667,0.734119728107485,0.8994315697420205
66,667001,9.0,6.33333,0,N,1,8.0,6680.0,15.0,37.0,32.0,17.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-2.834062090074333,0.3932106371983941,-11.10056843025798
66,667002,14.0,12.33333,0,N,0,14.0,6680.0,26.0,33.0,52.0,40.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,2.165937909925667,0.3932106371983941,-11.10056843025798
66,667003,10.5,11.33333,0,N,1,4.0,6680.0,9.0,36.0,21.0,17.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-1.3340620900743332,0.3932106371983941,-11.10056843025798
66,667004,11.0,10.66667,1,N,1,8.0,6680.0,16.0,26.0,36.0,30.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-0.8340620900743332,0.3932106371983941,-11.10056843025798
66,667005,11.0,13.33333,1,N,0,16.0,6680.0,21.0,35.0,49.0,37.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-0.8340620900743332,0.3932106371983941,-11.10056843025798
66,667006,11.0,10.66667,1,N,1,9.0,6680.0,14.0,28.0,37.0,33.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-0.8340620900743332,0.3932106371983941,-11.10056843025798
66,667007,10.5,11.66667,1,N,1,9.0,6680.0,17.0,28.0,28.0,33.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-1.3340620900743332,0.3932106371983941,-11.10056843025798
66,667008,16.5,14.66667,1,N,0,14.0,6680.0,24.0,42.0,50.0,37.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,4.665937909925667,0.3932106371983941,-11.10056843025798
66,667009,14.0,13.66667,0,N,0,17.0,6680.0,25.0,36.0,47.0,30.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,2.165937909925667,0.3932106371983941,-11.10056843025798
66,667010,11.5,10.33333,0,N,1,9.0,6680.0,8.0,38.0,35.0,30.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,-0.3340620900743332,0.3932106371983941,-11.10056843025798
66,667011,15.5,9.66667,0,N,0,16.0,6680.0,28.0,40.0,52.0,33.0,3,18.0,4.0,0,2.5,2.5,1,0.0,26.0,2.33333,30.0,12.0,3.665937909925667,0.3932106371983941,-11.10056843025798
67,677001,15.5,17.0,1,N,0,14.0,6780.0,22.0,44.0,52.0,37.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,3.665937909925667,0.3774763714641284,4.8994315697420205
67,677002,11.0,8.33333,0,N,0,10.0,6780.0,11.0,36.0,39.0,20.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-0.8340620900743332,0.3774763714641284,4.8994315697420205
67,677003,12.0,8.0,0,N,1,12.0,6780.0,5.0,32.0,25.0,20.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,0.16593790992566682,0.3774763714641284,4.8994315697420205
67,677004,10.5,9.66667,0,N,0,8.0,6780.0,14.0,33.0,25.0,27.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-1.3340620900743332,0.3774763714641284,4.8994315697420205
67,677005,13.0,6.0,1,N,0,9.0,6780.0,11.0,34.0,38.0,30.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,1.1659379099256668,0.3774763714641284,4.8994315697420205
67,677006,11.5,11.0,0,N,0,10.0,6780.0,10.0,32.0,31.0,23.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-0.3340620900743332,0.3774763714641284,4.8994315697420205
67,677007,9.0,6.66667,0,N,0,9.0,6780.0,10.0,20.0,26.0,17.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-2.834062090074333,0.3774763714641284,4.8994315697420205
67,677008,12.5,12.33333,1,N,0,9.0,6780.0,15.0,33.0,35.0,23.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,0.6659379099256668,0.3774763714641284,4.8994315697420205
67,677009,12.5,13.33333,0,N,0,13.0,6780.0,22.0,38.0,29.0,37.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,0.6659379099256668,0.3774763714641284,4.8994315697420205
67,677010,9.5,13.0,0,N,0,11.0,6780.0,23.0,32.0,32.0,30.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-2.334062090074333,0.3774763714641284,4.8994315697420205
67,677011,13.0,9.66667,0,N,0,16.0,6780.0,20.0,30.0,34.0,27.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,1.1659379099256668,0.3774763714641284,4.8994315697420205
67,677012,13.5,13.66667,1,N,0,15.0,6780.0,27.0,41.0,51.0,40.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,1.6659379099256668,0.3774763714641284,4.8994315697420205
67,677013,15.0,14.33333,1,N,0,14.0,6780.0,12.0,39.0,47.0,30.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,3.165937909925667,0.3774763714641284,4.8994315697420205
67,677014,15.5,10.66667,0,N,0,15.0,6780.0,16.0,40.0,39.0,33.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,3.665937909925667,0.3774763714641284,4.8994315697420205
67,677015,13.0,9.66667,1,N,0,9.0,6780.0,19.0,35.0,39.0,27.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,1.1659379099256668,0.3774763714641284,4.8994315697420205
67,677016,11.5,12.0,0,N,0,13.0,6780.0,15.0,30.0,27.0,43.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-0.3340620900743332,0.3774763714641284,4.8994315697420205
67,677017,16.0,15.33333,1,N,0,16.0,6780.0,19.0,34.0,45.0,40.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,4.165937909925667,0.3774763714641284,4.8994315697420205
67,677018,10.0,12.33333,0,N,0,11.0,6780.0,17.0,31.0,32.0,23.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-1.8340620900743332,0.3774763714641284,4.8994315697420205
67,677019,10.5,10.33333,1,N,0,13.0,6780.0,16.0,37.0,41.0,27.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-1.3340620900743332,0.3774763714641284,4.8994315697420205
67,677020,10.5,16.0,1,N,0,12.0,6780.0,24.0,31.0,38.0,28.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-1.3340620900743332,0.3774763714641284,4.8994315697420205
67,677021,14.0,12.66667,1,N,0,11.0,6780.0,14.0,30.0,40.0,37.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,2.165937909925667,0.3774763714641284,4.8994315697420205
67,677023,16.0,11.66667,0,N,0,13.0,6780.0,22.0,39.0,39.0,20.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,4.165937909925667,0.3774763714641284,4.8994315697420205
67,677024,9.5,11.33333,1,N,0,13.0,6780.0,15.0,32.0,29.0,30.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-2.334062090074333,0.3774763714641284,4.8994315697420205
67,677025,11.0,13.0,1,N,0,10.0,6780.0,18.0,33.0,40.0,20.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-0.8340620900743332,0.3774763714641284,4.8994315697420205
67,677026,10.5,7.66667,1,N,0,10.0,6780.0,7.0,32.0,32.0,40.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-1.3340620900743332,0.3774763714641284,4.8994315697420205
67,677027,11.0,8.33333,1,N,1,9.0,6780.0,11.0,16.0,17.0,20.0,3,15.0,2.71429,0,2.1,2.16667,0,0.0,19.0,3.0,28.0,28.0,-0.8340620900743332,0.3774763714641284,4.8994315697420205
68,687001,15.0,13.0,1,N,0,15.0,6880.0,23.0,39.0,50.0,20.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,3.165937909925667,1.015937909925667,-0.10056843025797946
68,687003,13.5,9.66667,0,N,0,13.0,6880.0,12.0,28.0,38.0,18.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,1.6659379099256668,1.015937909925667,-0.10056843025797946
68,687004,14.0,9.66667,0,N,0,15.0,6880.0,28.0,41.0,47.0,20.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,2.165937909925667,1.015937909925667,-0.10056843025797946
68,687006,15.0,11.33333,0,N,0,11.0,6880.0,18.0,32.0,41.0,23.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,3.165937909925667,1.015937909925667,-0.10056843025797946
68,687007,14.5,11.33333,1,N,0,12.0,6880.0,14.0,41.0,50.0,20.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,2.665937909925667,1.015937909925667,-0.10056843025797946
68,687008,11.5,9.33333,1,N,0,18.0,6880.0,24.0,29.0,38.0,25.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,-0.3340620900743332,1.015937909925667,-0.10056843025797946
68,687009,13.5,13.0,1,N,0,16.0,6880.0,25.0,32.0,47.0,15.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,1.6659379099256668,1.015937909925667,-0.10056843025797946
68,687010,11.0,8.33333,1,N,0,12.0,6880.0,15.0,31.0,27.0,18.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,-0.8340620900743332,1.015937909925667,-0.10056843025797946
68,687011,13.0,15.0,0,N,0,11.0,6880.0,23.0,43.0,42.0,20.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,1.1659379099256668,1.015937909925667,-0.10056843025797946
68,687012,10.5,9.66667,0,N,0,11.0,6880.0,10.0,28.0,27.0,15.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,-1.3340620900743332,1.015937909925667,-0.10056843025797946
68,687013,12.0,8.66667,1,N,0,8.0,6880.0,16.0,35.0,43.0,23.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,0.16593790992566682,1.015937909925667,-0.10056843025797946
68,687014,13.5,11.33333,1,N,0,17.0,6880.0,18.0,38.0,43.0,23.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,1.6659379099256668,1.015937909925667,-0.10056843025797946
68,687015,12.5,10.66667,1,N,0,11.0,6880.0,17.0,36.0,39.0,20.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,0.6659379099256668,1.015937909925667,-0.10056843025797946
68,687016,9.5,9.0,1,N,0,14.0,6880.0,20.0,39.0,43.0,18.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,-2.334062090074333,1.015937909925667,-0.10056843025797946
68,687017,17.0,15.0,0,N,0,18.0,6880.0,25.0,43.0,53.0,30.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,5.165937909925667,1.015937909925667,-0.10056843025797946
68,687018,14.0,15.66667,0,N,0,18.0,6880.0,26.0,46.0,54.0,25.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,2.165937909925667,1.015937909925667,-0.10056843025797946
68,687019,14.5,13.0,1,N,0,12.0,6880.0,22.0,36.0,47.0,15.0,3,13.0,3.14286,0,2.2,2.16667,0,0.0,25.0,2.0,23.0,23.0,2.665937909925667,1.015937909925667,-0.10056843025797946
