U,Y,G
13.0,0.0,75
4.0,6.0,75
20.0,11.0,75
14.0,12.0,75
24.0,1.0,75
20.0,10.0,75
14.0,4.0,75
27.0,6.0,75
31.0,5.0,75
25.0,8.0,75
15.0,11.0,75
16.0,-1.0,75
7.0,0.0,75
17.0,9.0,75
22.0,0.0,75
12.0,-6.0,76
8.0,1.0,76
9.0,5.0,76
9.0,5.0,76
8.0,7.0,76
8.0,5.0,76
8.0,12.0,76
20.0,2.0,76
9.0,0.0,76
4.0,4.0,76
5.0,1.0,76
8.0,8.0,76
6.0,2.0,76
12.0,-1.0,77
7.0,6.0,77
6.0,8.0,77
17.0,9.0,77
11.0,5.0,77
3.0,9.0,77
13.0,-9.0,77
22.0,1.0,77
16.0,4.0,77
10.0,4.0,77
10.0,1.0,77
10.0,-2.0,77
8.0,11.0,77
13.0,5.0,77
10.0,2.0,77
14.0,7.0,77
23.0,9.0,77
14.0,2.0,77
13.0,9.0,77
11.0,13.0,77
4.0,9.0,78
11.0,0.0,78
15.0,2.0,78
18.0,7.0,78
7.0,-1.0,78
4.0,12.0,78
16.0,6.0,78
17.0,8.0,78
9.0,8.0,78
7.0,3.0,78
12.0,-1.0,78
12.0,-4.0,78
13.0,1.0,78
14.0,3.0,78
8.0,-2.0,78
10.0,-10.0,78
16.0,-5.0,78
6.0,1.0,79
9.0,-3.0,79
5.0,1.0,79
3.0,7.0,79
7.0,-2.0,79
6.0,2.0,79
8.0,-2.0,79
8.0,-1.0,79
4.0,2.0,80
6.0,9.0,80
6.0,-6.0,80
15.0,-7.0,80
16.0,9.0,80
7.0,-2.0,80
8.0,-1.0,80
4.0,8.0,80
7.0,3.0,80
22.0,3.0,80
15.0,4.0,80
11.0,-1.0,80
13.0,-7.0,80
7.0,2.0,80
14.0,-8.0,80
11.0,5.0,80
17.0,7.0,80
11.0,-3.0,80
14.0,1.0,80
9.0,8.0,80
17.0,2.0,81
19.0,6.0,81
24.0,-5.0,81
17.0,-13.0,81
19.0,-10.0,81
15.0,-1.0,81
32.0,1.0,81
21.0,3.0,81
10.0,4.0,81
25.0,-12.0,81
13.0,2.0,81
18.0,3.0,81
20.0,5.0,81
16.0,1.0,81
13.0,-2.0,81
28.0,-5.0,81
15.0,3.0,82
6.0,5.0,82
15.0,-9.0,82
11.0,-8.0,82
13.0,-2.0,82
6.0,1.0,82
10.0,6.0,82
6.0,3.0,82
13.0,1.0,82
13.0,-2.0,82
13.0,6.0,82
10.0,-1.0,82
5.0,11.0,82
14.0,4.0,82
10.0,-3.0,82
15.0,3.0,82
11.0,4.0,82
15.0,-2.0,82
19.0,-2.0,82
10.0,-5.0,82
23.0,3.0,83
24.0,-1.0,83
11.0,5.0,83
19.0,9.0,83
16.0,10.0,83
16.0,6.0,83
14.0,6.0,83
10.0,9.0,83
25.0,-3.0,83
12.0,5.0,83
12.0,12.0,83
18.0,8.0,83
21.0,9.0,83
12.0,4.0,83
14.0,1.0,83
19.0,5.0,83
11.0,5.0,83
17.0,4.0,83
19.0,-3.0,83
12.0,2.0,83
12.0,1.0,83
16.0,3.0,83
22.0,4.0,83
18.0,3.0,83
12.0,4.0,83
20.0,10.0,83
5.0,5.0,84
7.0,11.0,84
11.0,1.0,84
10.0,8.0,84
6.0,9.0,84
7.0,3.0,84
14.0,4.0,84
6.0,4.0,84
6.0,5.0,84
19.0,-2.0,84
8.0,7.0,84
17.0,5.0,84
10.0,4.0,84
13.0,3.0,84
26.0,6.0,85
13.0,7.0,85
19.0,6.0,85
12.0,2.0,85
12.0,8.0,85
17.0,5.0,85
19.0,9.0,85
16.0,12.0,85
12.0,10.0,85
18.0,1.0,85
20.0,13.0,85
11.0,11.0,85
28.0,4.0,85
10.0,12.0,85
11.0,13.0,85
18.0,8.0,85
24.0,2.0,85
9.0,5.0,86
8.0,3.0,86
6.0,6.0,86
8.0,2.0,86
6.0,11.0,86
9.0,-2.0,86
7.0,6.0,86
9.0,3.0,86
9.0,5.0,86
8.0,-6.0,86
5.0,7.0,86
9.0,1.0,86
6.0,2.0,86
13.0,0.0,86
9.0,-5.0,86
9.0,3.0,86
7.0,4.0,86
13.0,-1.0,86
9.0,7.0,86
7.0,5.0,86
5.0,0.0,86
12.0,-6.0,86
6.0,2.0,86
7.0,2.0,86
10.0,-3.0,86
14.0,1.0,86
6.0,4.0,86
11.0,4.0,87
11.0,1.0,87
6.0,5.0,87
8.0,-1.0,87
9.0,0.0,87
11.0,1.0,87
7.0,7.0,87
8.0,4.0,87
18.0,4.0,87
7.0,2.0,87
10.0,1.0,87
11.0,7.0,87
5.0,2.0,87
14.0,2.0,87
14.0,-1.0,87
12.0,1.0,87
11.0,0.0,88
10.0,-2.0,88
10.0,-1.0,88
9.0,1.0,88
5.0,-1.0,88
9.0,4.0,88
6.0,1.0,88
5.0,1.0,88
7.0,8.0,88
8.0,-2.0,88
5.0,2.0,88
7.0,1.0,88
4.0,3.0,88
8.0,1.0,88
9.0,-1.0,88
6.0,-3.0,88
10.0,0.0,88
12.0,1.0,88
3.0,5.0,88
9.0,-1.0,88
8.0,0.0,88
11.0,-3.0,88
8.0,-4.0,88
17.0,6.0,89
8.0,4.0,89
16.0,1.0,89
27.0,3.0,89
21.0,0.0,89
13.0,9.0,89
23.0,-3.0,89
29.0,-10.0,89
29.0,5.0,89
14.0,8.0,89
14.0,4.0,89
31.0,3.0,89
16.0,10.0,89
22.0,4.0,89
28.0,1.0,89
29.0,9.0,89
26.0,3.0,89
14.0,-3.0,89
32.0,4.0,89
22.0,5.0,89
17.0,10.0,89
9.0,9.0,89
26.0,3.0,89
16.0,11.0,89
21.0,12.0,89
15.0,3.0,90
12.0,-2.0,90
11.0,9.0,90
12.0,-3.0,90
7.0,-2.0,90
8.0,1.0,90
10.0,-2.0,90
9.0,-2.0,90
19.0,4.0,90
10.0,2.0,90
8.0,2.0,90
8.0,-5.0,90
11.0,-2.0,90
7.0,2.0,90
18.0,0.0,90
9.0,-1.0,90
11.0,2.0,90
12.0,0.0,90
9.0,1.0,90
8.0,2.0,90
9.0,1.0,91
6.0,2.0,91
20.0,5.0,91
14.0,-2.0,91
17.0,1.0,91
9.0,12.0,91
13.0,-1.0,91
18.0,0.0,91
11.0,4.0,91
10.0,6.0,91
12.0,2.0,91
10.0,8.0,91
10.0,2.0,91
16.0,14.0,91
12.0,2.0,91
14.0,16.0,91
28.0,5.0,91
12.0,15.0,91
11.0,-1.0,91
10.0,6.0,91
12.0,9.0,91
13.0,7.0,91
10.0,16.0,91
18.0,0.0,91
17.0,6.0,92
16.0,4.0,92
31.0,4.0,92
16.0,11.0,92
13.0,6.0,92
11.0,14.0,92
7.0,1.0,92
21.0,3.0,92
21.0,4.0,92
9.0,7.0,92
10.0,5.0,92
14.0,7.0,92
12.0,11.0,92
12.0,0.0,92
23.0,4.0,92
23.0,1.0,92
25.0,4.0,92
12.0,4.0,92
22.0,0.0,92
21.0,3.0,92
11.0,11.0,92
9.0,-4.0,92
27.0,4.0,92
15.0,7.0,92
27.0,4.0,92
12.0,7.0,92
13.0,0.0,92
25.0,1.0,92
11.0,-1.0,93
20.0,0.0,93
6.0,14.0,93
15.0,4.0,93
12.0,8.0,93
15.0,-1.0,93
3.0,9.0,93
23.0,-5.0,93
8.0,11.0,94
10.0,10.0,94
10.0,5.0,94
7.0,6.0,94
7.0,11.0,94
7.0,15.0,94
8.0,19.0,94
7.0,12.0,94
9.0,15.0,94
15.0,18.0,94
13.0,6.0,94
10.0,3.0,94
10.0,8.0,94
19.0,6.0,94
5.0,16.0,94
13.0,4.0,94
7.0,5.0,94
8.0,12.0,94
6.0,6.0,94
9.0,11.0,94
8.0,13.0,94
16.0,13.0,94
8.0,10.0,95
17.0,8.0,95
9.0,8.0,95
11.0,8.0,95
10.0,3.0,95
9.0,8.0,95
10.0,16.0,95
11.0,17.0,95
27.0,2.0,95
14.0,3.0,95
9.0,19.0,95
8.0,19.0,95
9.0,9.0,95
8.0,11.0,95
6.0,14.0,95
9.0,15.0,95
8.0,5.0,95
12.0,9.0,96
17.0,-9.0,96
12.0,5.0,96
13.0,6.0,96
17.0,-5.0,96
11.0,-2.0,96
11.0,-4.0,96
8.0,1.0,96
10.0,7.0,96
7.0,-1.0,96
13.0,-3.0,96
11.0,-1.0,96
7.0,2.0,96
7.0,5.0,96
6.0,7.0,96
8.0,-1.0,96
14.0,2.0,96
14.0,2.0,96
15.0,-3.0,96
13.0,0.0,96
16.0,1.0,96
36.0,-2.0,97
28.0,3.0,97
24.0,2.0,97
29.0,2.0,97
21.0,5.0,97
26.0,1.0,97
19.0,-18.0,97
21.0,9.0,97
33.0,6.0,97
29.0,6.0,97
22.0,-19.0,97
23.0,6.0,97
31.0,-1.0,97
22.0,3.0,97
18.0,9.0,97
24.0,6.0,97
14.0,2.0,97
31.0,1.0,97
13.0,8.0,97
36.0,1.0,97
19.0,5.0,97
36.0,-5.0,97
29.0,-4.0,97
29.0,-22.0,97
23.0,1.0,97
10.0,-3.0,98
9.0,-1.0,98
1.0,2.0,98
10.0,-3.0,98
6.0,0.0,98
6.0,3.0,98
8.0,4.0,98
8.0,4.0,98
3.0,3.0,98
9.0,0.0,98
6.0,3.0,98
5.0,1.0,98
4.0,6.0,98
10.0,-2.0,98
13.0,13.0,99
14.0,4.0,99
15.0,-3.0,99
13.0,14.0,99
13.0,14.0,99
10.0,3.0,99
17.0,5.0,99
9.0,7.0,99
16.0,4.0,99
13.0,17.0,99
14.0,4.0,99
14.0,3.0,99
16.0,13.0,99
10.0,0.0,99
16.0,1.0,99
19.0,5.0,99
12.0,11.0,99
12.0,8.0,99
13.0,10.0,99
10.0,13.0,99
14.0,3.0,99
16.0,12.0,100
18.0,5.0,100
14.0,-6.0,100
15.0,1.0,100
10.0,4.0,100
15.0,13.0,100
22.0,5.0,100
6.0,10.0,100
21.0,1.0,100
21.0,-2.0,100
11.0,9.0,100
13.0,8.0,100
15.0,-2.0,100
13.0,8.0,100
15.0,9.0,100
14.0,3.0,100
16.0,9.0,100
16.0,3.0,100
12.0,4.0,100
11.0,14.0,100
11.0,7.0,100
18.0,11.0,100
15.0,7.0,100
13.0,-5.0,101
12.0,2.0,101
7.0,0.0,101
8.0,0.0,101
11.0,6.0,101
14.0,-1.0,101
8.0,15.0,101
9.0,-1.0,101
8.0,-1.0,101
7.0,12.0,101
10.0,4.0,101
5.0,3.0,101
17.0,0.0,101
24.0,5.0,102
33.0,4.0,102
17.0,5.0,102
17.0,4.0,102
23.0,6.0,102
21.0,13.0,102
10.0,12.0,102
28.0,8.0,102
23.0,5.0,102
13.0,8.0,102
16.0,3.0,102
20.0,5.0,102
24.0,4.0,102
20.0,10.0,102
21.0,9.0,102
16.0,4.0,102
14.0,8.0,102
25.0,10.0,102
23.0,5.0,102
13.0,9.0,102
27.0,2.0,102
18.0,2.0,102
16.0,4.0,102
31.0,2.0,102
29.0,4.0,102
21.0,6.0,102
26.0,2.0,102
12.0,9.0,102
8.0,4.0,103
17.0,8.0,103
7.0,5.0,103
26.0,1.0,103
10.0,5.0,103
9.0,2.0,103
14.0,-1.0,103
8.0,8.0,103
14.0,2.0,103
8.0,2.0,103
7.0,3.0,103
12.0,1.0,103
9.0,8.0,103
18.0,3.0,104
15.0,10.0,104
13.0,4.0,104
17.0,12.0,104
13.0,-7.0,104
16.0,10.0,104
15.0,11.0,104
12.0,9.0,104
13.0,16.0,104
9.0,15.0,104
26.0,9.0,104
23.0,12.0,104
16.0,9.0,104
16.0,6.0,104
24.0,4.0,104
24.0,4.0,104
10.0,10.0,104
18.0,12.0,104
17.0,2.0,104
22.0,7.0,104
19.0,6.0,104
27.0,1.0,104
24.0,2.0,105
17.0,6.0,105
17.0,4.0,105
4.0,8.0,105
9.0,3.0,105
10.0,0.0,105
20.0,9.0,105
10.0,8.0,105
30.0,2.0,105
32.0,0.0,105
7.0,5.0,105
21.0,3.0,105
13.0,7.0,105
24.0,2.0,105
15.0,-1.0,105
10.0,-2.0,105
8.0,-3.0,105
16.0,1.0,105
9.0,4.0,105
33.0,3.0,105
22.0,6.0,105
10.0,9.0,105
20.0,1.0,105
12.0,3.0,105
15.0,11.0,105
16.0,-10.0,106
23.0,0.0,106
21.0,11.0,106
10.0,3.0,106
16.0,4.0,106
23.0,8.0,106
11.0,3.0,106
8.0,11.0,106
19.0,7.0,106
26.0,1.0,106
13.0,-3.0,106
30.0,-4.0,106
10.0,14.0,106
18.0,2.0,106
29.0,1.0,106
14.0,2.0,106
16.0,12.0,106
29.0,5.0,106
16.0,8.0,106
16.0,1.0,106
12.0,6.0,106
14.0,9.0,106
22.0,12.0,106
15.0,9.0,106
30.0,0.0,107
37.0,2.0,107
32.0,1.0,107
25.0,9.0,107
26.0,8.0,107
24.0,6.0,107
22.0,10.0,107
32.0,-1.0,107
32.0,-3.0,107
30.0,8.0,107
27.0,9.0,107
31.0,1.0,107
24.0,2.0,107
25.0,1.0,107
17.0,-4.0,108
25.0,5.0,108
20.0,6.0,108
12.0,15.0,108
23.0,5.0,108
13.0,4.0,108
18.0,5.0,108
14.0,14.0,108
11.0,15.0,108
14.0,8.0,108
20.0,6.0,108
18.0,10.0,108
15.0,2.0,108
12.0,6.0,108
12.0,-4.0,108
18.0,10.0,108
16.0,8.0,108
13.0,3.0,108
6.0,4.0,109
19.0,15.0,109
16.0,10.0,109
26.0,10.0,109
14.0,7.0,109
15.0,16.0,109
24.0,5.0,109
20.0,4.0,109
10.0,6.0,109
16.0,4.0,109
19.0,8.0,109
21.0,5.0,109
16.0,4.0,109
6.0,12.0,109
15.0,10.0,109
24.0,9.0,109
23.0,10.0,109
2.0,4.0,109
15.0,0.0,109
11.0,9.0,109
13.0,10.0,109
14.0,3.0,109
11.0,6.0,109
17.0,6.0,109
17.0,11.0,109
21.0,4.0,109
16.0,8.0,109
25.0,10.0,109
21.0,1.0,109
16.0,0.0,109
22.0,5.0,109
19.0,7.0,109
11.0,10.0,109
18.0,-2.0,109
17.0,6.0,109
14.0,9.0,109
23.0,3.0,109
20.0,8.0,109
23.0,-16.0,110
12.0,16.0,110
3.0,3.0,110
7.0,9.0,110
8.0,4.0,110
23.0,12.0,110
13.0,6.0,110
22.0,4.0,110
15.0,-1.0,110
13.0,5.0,110
6.0,25.0,110
16.0,5.0,110
9.0,5.0,110
10.0,5.0,110
10.0,0.0,111
10.0,-3.0,111
9.0,-2.0,111
12.0,0.0,111
17.0,-1.0,111
18.0,-1.0,111
8.0,2.0,111
18.0,-5.0,111
15.0,-2.0,111
10.0,-1.0,111
10.0,-4.0,111
9.0,11.0,111
14.0,5.0,111
16.0,5.0,111
20.0,2.0,111
8.0,5.0,111
7.0,2.0,111
12.0,4.0,111
20.0,1.0,111
10.0,9.0,111
13.0,5.0,111
5.0,-1.0,112
11.0,-5.0,112
13.0,8.0,112
25.0,2.0,112
13.0,2.0,112
14.0,10.0,112
15.0,0.0,112
9.0,2.0,112
5.0,6.0,112
12.0,7.0,112
9.0,8.0,112
19.0,-2.0,112
15.0,0.0,112
9.0,0.0,112
8.0,4.0,112
3.0,9.0,112
10.0,4.0,112
12.0,2.0,112
12.0,4.0,112
12.0,1.0,112
6.0,7.0,112
19.0,4.0,113
7.0,16.0,113
13.0,9.0,113
5.0,11.0,113
6.0,4.0,113
11.0,0.0,113
24.0,2.0,113
11.0,14.0,113
13.0,0.0,113
9.0,8.0,113
32.0,0.0,113
15.0,11.0,113
8.0,1.0,113
6.0,12.0,113
22.0,1.0,113
11.0,-3.0,113
17.0,9.0,113
19.0,-6.0,113
10.0,2.0,113
5.0,6.0,113
13.0,-3.0,113
24.0,-6.0,113
14.0,9.0,113
17.0,5.0,113
12.0,5.0,113
19.0,7.0,114
9.0,-3.0,114
11.0,3.0,114
6.0,-1.0,114
26.0,1.0,114
7.0,4.0,114
14.0,5.0,114
9.0,9.0,114
19.0,11.0,114
17.0,8.0,114
12.0,-5.0,114
20.0,9.0,114
10.0,3.0,114
8.0,2.0,114
5.0,8.0,114
8.0,7.0,114
13.0,4.0,114
10.0,4.0,114
8.0,0.0,114
5.0,7.0,114
10.0,17.0,114
7.0,7.0,114
14.0,4.0,114
8.0,1.0,114
9.0,1.0,114
11.0,5.0,114
20.0,14.0,114
16.0,8.0,115
21.0,8.0,115
11.0,10.0,115
19.0,-9.0,115
17.0,7.0,115
27.0,-3.0,115
22.0,4.0,115
25.0,6.0,115
24.0,8.0,115
16.0,10.0,115
21.0,2.0,115
28.0,3.0,115
17.0,0.0,115
19.0,3.0,115
21.0,13.0,115
21.0,12.0,115
18.0,8.0,115
25.0,8.0,115
27.0,3.0,115
18.0,9.0,115
24.0,3.0,115
22.0,1.0,115
19.0,0.0,115
28.0,6.0,115
34.0,3.0,115
25.0,3.0,115
20.0,9.0,115
22.0,4.0,115
28.0,7.0,115
20.0,13.0,115
25.0,7.0,115
26.0,-8.0,115
27.0,0.0,115
20.0,3.0,115
11.0,9.0,116
17.0,-3.0,116
13.0,4.0,116
12.0,1.0,116
10.0,12.0,116
16.0,0.0,116
15.0,5.0,116
10.0,1.0,116
15.0,9.0,116
12.0,1.0,116
13.0,-1.0,116
17.0,-5.0,116
22.0,2.0,116
9.0,1.0,116
7.0,3.0,116
17.0,-1.0,116
18.0,5.0,116
10.0,-1.0,116
18.0,5.0,116
20.0,3.0,116
6.0,7.0,116
14.0,9.0,116
10.0,4.0,116
21.0,3.0,116
8.0,-1.0,116
15.0,-5.0,116
13.0,1.0,116
13.0,-3.0,116
17.0,-1.0,116
13.0,-4.0,116
15.0,0.0,116
9.0,8.0,116
18.0,-3.0,116
7.0,-1.0,116
19.0,13.0,117
18.0,9.0,117
31.0,3.0,117
17.0,3.0,117
25.0,2.0,117
13.0,6.0,117
16.0,1.0,117
14.0,9.0,117
10.0,10.0,117
14.0,5.0,117
23.0,10.0,117
11.0,2.0,117
18.0,4.0,117
16.0,11.0,117
17.0,10.0,117
13.0,5.0,117
18.0,12.0,117
17.0,11.0,117
17.0,15.0,117
21.0,5.0,117
24.0,9.0,117
24.0,5.0,117
21.0,7.0,117
13.0,-1.0,118
18.0,9.0,118
10.0,-1.0,118
11.0,-3.0,118
10.0,5.0,118
6.0,-1.0,118
7.0,2.0,118
7.0,4.0,118
5.0,0.0,118
14.0,11.0,118
11.0,-3.0,118
11.0,3.0,118
9.0,3.0,118
13.0,-2.0,118
27.0,7.0,118
10.0,4.0,118
9.0,0.0,118
12.0,-4.0,118
12.0,2.0,118
29.0,1.0,119
27.0,4.0,119
22.0,12.0,119
19.0,10.0,119
19.0,5.0,119
28.0,2.0,119
27.0,4.0,119
25.0,11.0,119
20.0,-2.0,119
19.0,2.0,119
16.0,9.0,119
21.0,8.0,119
27.0,4.0,119
29.0,5.0,119
16.0,16.0,119
23.0,6.0,119
30.0,3.0,119
33.0,2.0,119
30.0,5.0,119
28.0,5.0,119
27.0,-2.0,119
27.0,7.0,119
22.0,8.0,120
25.0,6.0,120
16.0,1.0,120
19.0,-1.0,120
14.0,9.0,120
19.0,4.0,120
17.0,9.0,120
14.0,8.0,120
13.0,6.0,120
13.0,9.0,120
17.0,-1.0,120
13.0,3.0,120
21.0,1.0,120
18.0,10.0,120
10.0,4.0,120
17.0,8.0,120
12.0,12.0,120
18.0,5.0,120
17.0,4.0,120
30.0,3.0,120
14.0,3.0,120
27.0,7.0,120
29.0,-3.0,120
15.0,8.0,121
6.0,0.0,121
12.0,6.0,121
14.0,2.0,121
15.0,-2.0,121
10.0,5.0,121
10.0,4.0,121
7.0,0.0,121
13.0,0.0,121
10.0,10.0,121
18.0,0.0,121
15.0,0.0,121
19.0,5.0,121
6.0,7.0,121
9.0,3.0,121
16.0,0.0,121
10.0,8.0,121
8.0,6.0,121
13.0,1.0,121
8.0,5.0,121
13.0,-5.0,121
8.0,7.0,121
9.0,8.0,121
13.0,16.0,122
18.0,3.0,122
22.0,10.0,122
22.0,1.0,122
30.0,3.0,122
13.0,1.0,122
20.0,8.0,122
27.0,6.0,122
23.0,-8.0,122
16.0,-5.0,122
19.0,11.0,122
21.0,3.0,122
14.0,9.0,122
14.0,-7.0,122
10.0,5.0,122
15.0,0.0,122
7.0,9.0,122
18.0,-13.0,122
34.0,0.0,122
14.0,1.0,122
11.0,6.0,122
22.0,6.0,122
20.0,2.0,122
16.0,6.0,122
16.0,-5.0,122
14.0,2.0,122
14.0,19.0,123
11.0,13.0,123
20.0,9.0,123
15.0,6.0,123
10.0,11.0,123
6.0,3.0,123
24.0,4.0,123
18.0,12.0,123
8.0,4.0,123
21.0,13.0,123
12.0,-2.0,123
31.0,0.0,123
24.0,8.0,123
25.0,4.0,123
9.0,1.0,123
16.0,6.0,123
15.0,13.0,123
24.0,12.0,123
27.0,2.0,123
16.0,8.0,123
17.0,2.0,123
12.0,13.0,123
13.0,1.0,123
32.0,6.0,123
8.0,12.0,123
18.0,10.0,124
24.0,11.0,124
21.0,7.0,124
22.0,8.0,124
10.0,14.0,124
15.0,12.0,124
22.0,10.0,124
31.0,5.0,124
23.0,8.0,124
9.0,4.0,124
8.0,0.0,124
18.0,10.0,124
11.0,16.0,124
10.0,7.0,124
9.0,14.0,124
14.0,13.0,124
28.0,4.0,124
20.0,8.0,124
20.0,3.0,124
27.0,4.0,124
17.0,16.0,124
20.0,6.0,124
11.0,3.0,124
28.0,8.0,124
19.0,8.0,124
12.0,7.0,124
19.0,-3.0,125
6.0,2.0,125
5.0,6.0,125
11.0,-5.0,125
7.0,5.0,125
14.0,6.0,125
24.0,12.0,125
10.0,-10.0,125
6.0,0.0,125
10.0,7.0,125
11.0,7.0,125
20.0,-3.0,125
13.0,-2.0,125
17.0,-1.0,125
30.0,3.0,126
11.0,13.0,126
30.0,1.0,126
32.0,4.0,126
30.0,2.0,126
18.0,0.0,126
11.0,8.0,126
20.0,9.0,126
8.0,25.0,126
14.0,15.0,126
18.0,19.0,126
17.0,14.0,126
10.0,2.0,126
21.0,6.0,126
22.0,5.0,126
22.0,12.0,126
16.0,13.0,126
19.0,-5.0,126
33.0,-1.0,126
30.0,-4.0,126
26.0,6.0,126
34.0,0.0,126
10.0,8.0,126
14.0,11.0,126
28.0,6.0,127
12.0,12.0,127
33.0,2.0,127
21.0,4.0,127
14.0,6.0,127
25.0,6.0,127
24.0,7.0,127
24.0,1.0,127
20.0,7.0,127
25.0,7.0,127
25.0,9.0,127
32.0,2.0,127
33.0,3.0,127
13.0,6.0,127
18.0,-2.0,127
28.0,9.0,127
22.0,9.0,127
31.0,0.0,127
16.0,6.0,127
35.0,3.0,127
21.0,12.0,127
32.0,3.0,127
22.0,12.0,127
16.0,8.0,127
10.0,6.0,128
8.0,12.0,128
8.0,0.0,128
6.0,8.0,128
9.0,10.0,128
8.0,1.0,128
7.0,7.0,128
8.0,4.0,128
7.0,5.0,128
5.0,12.0,128
26.0,1.0,129
29.0,6.0,129
31.0,3.0,129
32.0,-7.0,129
28.0,8.0,129
10.0,13.0,129
30.0,7.0,129
18.0,16.0,129
27.0,4.0,129
25.0,7.0,129
16.0,12.0,129
22.0,6.0,129
30.0,2.0,129
22.0,9.0,129
23.0,11.0,129
29.0,6.0,129
30.0,5.0,129
20.0,6.0,129
22.0,7.0,130
19.0,8.0,130
19.0,13.0,130
18.0,6.0,130
10.0,16.0,130
25.0,7.0,130
23.0,3.0,130
27.0,4.0,130
15.0,7.0,130
26.0,6.0,130
20.0,11.0,130
26.0,8.0,130
13.0,0.0,130
23.0,11.0,130
15.0,4.0,130
20.0,0.0,130
26.0,9.0,130
21.0,12.0,130
25.0,6.0,130
19.0,13.0,130
16.0,16.0,130
7.0,4.0,130
17.0,8.0,131
18.0,4.0,131
19.0,3.0,131
25.0,5.0,131
26.0,4.0,131
12.0,11.0,131
16.0,8.0,131
30.0,6.0,131
16.0,5.0,131
28.0,10.0,131
25.0,12.0,131
26.0,8.0,131
26.0,6.0,131
28.0,4.0,131
18.0,4.0,131
33.0,1.0,131
11.0,11.0,131
29.0,0.0,132
14.0,16.0,132
25.0,1.0,132
22.0,8.0,132
31.0,6.0,132
27.0,4.0,132
24.0,-5.0,132
15.0,4.0,132
25.0,7.0,132
23.0,7.0,132
19.0,1.0,132
26.0,3.0,132
29.0,-1.0,132
29.0,7.0,132
18.0,1.0,132
30.0,5.0,132
21.0,-4.0,132
16.0,12.0,132
23.0,10.0,132
31.0,4.0,132
31.0,3.0,132
25.0,7.0,132
21.0,7.0,133
19.0,8.0,133
26.0,7.0,133
18.0,10.0,133
22.0,4.0,133
16.0,9.0,133
19.0,8.0,133
27.0,2.0,133
25.0,11.0,133
19.0,9.0,133
20.0,6.0,133
19.0,7.0,133
20.0,10.0,133
23.0,4.0,133
20.0,3.0,133
18.0,6.0,133
22.0,10.0,133
18.0,12.0,133
21.0,6.0,133
14.0,14.0,133
31.0,5.0,134
31.0,8.0,134
34.0,3.0,134
27.0,6.0,134
26.0,5.0,134
25.0,2.0,134
35.0,-4.0,134
32.0,-1.0,134
26.0,4.0,134
29.0,8.0,134
33.0,2.0,134
32.0,2.0,134
29.0,6.0,134
21.0,5.0,134
32.0,2.0,134
38.0,-2.0,134
34.0,1.0,134
24.0,5.0,134
29.0,1.0,134
10.0,10.0,135
4.0,3.0,135
7.0,3.0,135
6.0,4.0,135
10.0,17.0,135
11.0,-1.0,135
6.0,10.0,135
16.0,0.0,135
10.0,5.0,135
8.0,4.0,135
8.0,1.0,135
15.0,12.0,135
12.0,12.0,135
18.0,12.0,135
7.0,8.0,136
18.0,8.0,136
7.0,1.0,136
9.0,3.0,136
3.0,1.0,136
8.0,12.0,136
23.0,8.0,136
15.0,10.0,136
8.0,3.0,136
13.0,15.0,136
9.0,2.0,136
7.0,0.0,136
4.0,5.0,136
9.0,0.0,136
12.0,-6.0,136
9.0,4.0,136
11.0,14.0,137
8.0,-1.0,137
7.0,8.0,137
8.0,-1.0,137
5.0,3.0,137
4.0,2.0,137
6.0,-1.0,137
6.0,2.0,137
6.0,4.0,137
28.0,6.0,137
9.0,6.0,137
12.0,1.0,137
16.0,0.0,137
5.0,9.0,137
13.0,2.0,137
4.0,7.0,137
6.0,0.0,137
10.0,1.0,138
24.0,11.0,138
11.0,-5.0,138
13.0,5.0,138
11.0,0.0,138
17.0,-3.0,138
14.0,-1.0,138
6.0,11.0,138
13.0,7.0,138
16.0,13.0,138
12.0,-2.0,138
13.0,3.0,138
21.0,8.0,138
13.0,0.0,138
16.0,9.0,138
20.0,9.0,138
14.0,12.0,138
9.0,2.0,138
27.0,10.0,138
18.0,-6.0,139
15.0,8.0,139
9.0,10.0,139
5.0,13.0,139
10.0,7.0,139
12.0,4.0,139
12.0,2.0,139
13.0,0.0,140
10.0,-6.0,140
6.0,-3.0,140
11.0,6.0,140
7.0,-1.0,140
4.0,1.0,140
10.0,0.0,140
8.0,4.0,140
7.0,6.0,140
12.0,3.0,141
23.0,5.0,141
27.0,5.0,141
20.0,4.0,141
17.0,5.0,141
17.0,1.0,141
16.0,5.0,141
18.0,2.0,141
19.0,7.0,141
18.0,0.0,141
16.0,9.0,141
25.0,4.0,141
11.0,6.0,141
20.0,1.0,141
26.0,-6.0,141
12.0,0.0,141
23.0,0.0,141
19.0,8.0,141
20.0,2.0,141
14.0,11.0,141
25.0,7.0,141
28.0,8.0,141
13.0,6.0,141
24.0,8.0,142
23.0,8.0,142
20.0,12.0,142
22.0,3.0,142
18.0,5.0,142
29.0,4.0,142
23.0,5.0,142
18.0,4.0,142
16.0,6.0,142
11.0,8.0,142
13.0,1.0,142
14.0,6.0,142
29.0,4.0,142
4.0,6.0,143
1.0,5.0,143
8.0,3.0,143
5.0,5.0,143
7.0,1.0,143
8.0,-2.0,143
10.0,-2.0,143
12.0,-5.0,143
9.0,-6.0,143
7.0,-3.0,143
7.0,1.0,143
4.0,5.0,143
