item,tar,dir,rt,subj,c1,c2,c3,srt,lrt,qrt,prt
103,dod,hor,315.4,10,0.25,0.5,-0.75,0.31539999999999996,5.753841674528938,17.759504497592268,11.484764141229801
104,dod,hor,304.5,10,0.25,0.5,-0.75,0.3045,5.718671087149952,17.449928366615147,11.314673909444593
120,dod,hor,254.1,10,0.25,0.5,-0.75,0.2541,5.537727890326118,15.940514420808382,10.478617535582293
161,dod,hor,332.7,10,0.25,0.5,-0.75,0.3327,5.807241183024431,18.240065789355036,11.747913072549595
194,dod,hor,262.9,10,0.25,0.5,-0.75,0.26289999999999997,5.571773731735836,16.214191315017842,10.631065595519965
248,dod,hor,271.1,10,0.25,0.5,-0.75,0.2711,5.60248775650462,16.465114636709945,10.770496719834123
270,dod,hor,289.3,10,0.25,0.5,-0.75,0.2893,5.6674642119820895,17.008821240756223,11.071523397687248
277,dod,hor,326.7,10,0.25,0.5,-0.75,0.3267,5.789042318607025,18.074844397670482,11.657559938707477
289,dod,hor,273.2,10,0.25,0.5,-0.75,0.2732,5.610204127696635,16.52876280911551,10.805812886225086
299,dod,hor,252.8,10,0.25,0.5,-0.75,0.2528,5.532598662272703,15.899685531481433,10.455840498679558
304,dod,hor,253.7,10,0.25,0.5,-0.75,0.2537,5.536152466605236,15.927962832703999,10.471616377139568
320,dod,hor,257.0,10,0.25,0.5,-0.75,0.257,5.54907608489522,16.0312195418814,10.52918722343073
378,dod,hor,275.7,10,0.25,0.5,-0.75,0.2757,5.619313318029751,16.60421633200435,10.84765275532332
479,dod,hor,300.7,10,0.25,0.5,-0.75,0.30069999999999997,5.706113089994483,17.340703561274555,11.2545538062464
494,dod,hor,265.9,10,0.25,0.5,-0.75,0.26589999999999997,5.583120298248974,16.306440445419103,10.682363617753078
503,dod,hor,277.6,10,0.25,0.5,-0.75,0.2776,5.62618122863265,16.661332479726823,10.879305175010769
508,dod,hor,340.5,10,0.25,0.5,-0.75,0.3405,5.830415125589567,18.452642087245934,11.863980648345676
542,dod,hor,321.8,10,0.25,0.5,-0.75,0.32180000000000003,5.773930234558283,17.938784797192923,11.58306028526184
554,dod,hor,307.0,10,0.25,0.5,-0.75,0.307,5.726847747587197,17.52141546793523,11.353991341253895
587,dod,hor,265.3,10,0.25,0.5,-0.75,0.26530000000000004,5.580861261143694,16.28803241647069,10.672130775242255
590,dod,hor,314.7,10,0.25,0.5,-0.75,0.3147,5.751619804070361,17.73978579352073,11.473943579483008
4,dod,ver,308.3,10,0.25,0.5,-0.75,0.3083,5.731073334892105,17.558473737771173,11.37436357409074
40,dod,ver,315.8,10,0.25,0.5,-0.75,0.3158,5.7551091018215415,17.770762504743573,11.490941112217191
79,dod,ver,271.6,10,0.25,0.5,-0.75,0.2716,5.604330395684541,16.480291259562133,10.77891957738887
116,dod,ver,260.2,10,0.25,0.5,-0.75,0.2602,5.561450566078405,16.13071604114337,10.584608430700305
164,dod,ver,465.7,10,0.25,0.5,-0.75,0.4657,6.1435416499883315,21.58008341040414,13.54948306853477
167,dod,ver,263.2,10,0.25,0.5,-0.75,0.2632,5.572914199451162,16.2234398325386,10.636210514292046
169,dod,ver,307.5,10,0.25,0.5,-0.75,0.3075,5.728475087246572,17.53567791675018,11.361832682473954
177,dod,ver,393.2,10,0.25,0.5,-0.75,0.3932,5.974318388273011,19.8292712927127,12.61084025374169
209,dod,ver,323.9,10,0.25,0.5,-0.75,0.32389999999999997,5.7804348261772835,17.997222007854432,11.615068125714236
247,dod,ver,300.9,10,0.25,0.5,-0.75,0.3009,5.706777983635999,17.34646938140439,11.257728891394253
264,dod,ver,301.5,10,0.25,0.5,-0.75,0.3015,5.70877001616724,17.363755354185336,11.267246862863587
273,dod,ver,353.0,10,0.25,0.5,-0.75,0.353,5.8664680569332965,18.788294228055936,12.046837066930053
298,dod,ver,254.7,10,0.25,0.5,-0.75,0.2547,5.540086381985411,15.959323293924463,10.489107385744221
300,dod,ver,273.5,10,0.25,0.5,-0.75,0.2735,5.611301621862036,16.537835408541227,10.810845277873716
360,dod,ver,284.7,10,0.25,0.5,-0.75,0.2847,5.651435994283992,16.87305544351704,10.99649415797254
392,dod,ver,258.6,10,0.25,0.5,-0.75,0.2586,5.555282466337757,16.081044742180154,10.55694718426878
454,dod,ver,162.2,10,0.25,0.5,-0.75,0.16219999999999998,5.088830141681313,12.735776379946374,8.661565474520755
465,dod,ver,285.7,10,0.25,0.5,-0.75,0.2857,5.654942309236727,16.90266251216062,11.012863901883003
486,dod,ver,333.4,10,0.25,0.5,-0.75,0.3334,5.809342970316694,18.259244234085923,11.758392964018062
500,dod,ver,309.4,10,0.25,0.5,-0.75,0.30939999999999995,5.734634938138965,17.58976975403601,11.391563019877292
514,dod,ver,233.6,10,0.25,0.5,-0.75,0.2336,5.453610250954072,15.28397853963424,10.111268753709007
537,dod,ver,323.2,10,0.25,0.5,-0.75,0.3232,5.77827132664694,17.977764043395386,11.60441215703328
570,dod,ver,304.1,10,0.25,0.5,-0.75,0.30410000000000004,5.717356594683319,17.438463235044537,11.308365894468757
583,dod,ver,319.8,10,0.25,0.5,-0.75,0.31980000000000003,5.767695800399854,17.88295277631745,11.552464626194613
23,dos,hor,331.6,10,0.25,0.5,0.25,0.3316,5.80392942326114,18.20988742414406,11.73141899023086
28,dos,hor,260.3,10,0.25,0.5,0.25,0.26030000000000003,5.561834812000519,16.133815419794537,10.586334002852182
43,dos,hor,306.7,10,0.25,0.5,0.25,0.3067,5.725870071120206,17.51285242329187,11.349283006654728
50,dos,hor,295.1,10,0.25,0.5,0.25,0.29510000000000003,5.687314281948894,17.178474903203718,11.16515296501391
69,dos,hor,325.5,10,0.25,0.5,0.25,0.3255,5.785362461648624,18.041618552668716,11.639374938906112
82,dos,hor,310.1,10,0.25,0.5,0.25,0.31010000000000004,5.736894826106403,17.60965644185031,11.402489797199381
149,dos,hor,336.4,10,0.25,0.5,0.25,0.3364,5.818300928098793,18.3412104289766,11.803163896315958
170,dos,hor,286.8,10,0.25,0.5,0.25,0.2868,5.658785108725465,16.93517050401324,11.030832562920434
215,dos,hor,297.9,10,0.25,0.5,0.25,0.2979,5.696757859719236,17.25977983637103,11.209974338533888
225,dos,hor,326.1,10,0.25,0.5,0.25,0.3261,5.787204082795274,18.058239116813134,11.648472254890393
234,dos,hor,183.6,10,0.25,0.5,0.25,0.18359999999999999,5.21275947818639,13.549907748763458,9.129140103489414
260,dos,hor,284.2,10,0.25,0.5,0.25,0.2842,5.649678215663,16.858232410309213,10.988296870501298
283,dos,hor,334.3,10,0.25,0.5,0.25,0.3343,5.812038793426053,18.283872675120005,11.77184851216196
295,dos,hor,530.7,10,0.25,0.5,0.25,0.5307000000000001,6.274196889833849,23.03692687838376,14.321728176062974
311,dos,hor,230.7,10,0.25,0.5,0.25,0.2307,5.441118165179708,15.188811671753653,10.05782413622465
394,dos,hor,313.6,10,0.25,0.5,0.25,0.31360000000000005,5.7481182884762525,17.708754896942924,11.456911804677166
418,dos,hor,256.7,10,0.25,0.5,0.25,0.2567,5.5479080878770946,16.02186006679624,10.523971162586284
458,dos,hor,303.3,10,0.25,0.5,0.25,0.3033,5.714722414694536,17.415510328439993,11.295735517467374
468,dos,hor,296.9,10,0.25,0.5,0.25,0.2969,5.693395381769714,17.230786401090345,11.19399466139886
509,dos,hor,313.7,10,0.25,0.5,0.25,0.3137,5.748437115196633,17.711578134090704,11.458461567772622
513,dos,hor,236.6,10,0.25,0.5,0.25,0.2366,5.466370951544286,15.381807436059,10.166155807346625
571,dos,hor,288.7,10,0.25,0.5,0.25,0.2887,5.665388086668889,16.991174179555692,11.06177611946633
576,dos,hor,285.7,10,0.25,0.5,0.25,0.2857,5.654942309236727,16.90266251216062,11.012863901883003
584,dos,hor,267.1,10,0.25,0.5,0.25,0.2671,5.587623120115915,16.343194302216443,10.702789492490494
10,dos,ver,287.9,10,0.25,0.5,0.25,0.2879,5.66261319761813,16.967616214424464,11.048761587834424
17,dos,ver,335.5,10,0.25,0.5,0.25,0.3355,5.815621956411737,18.3166590840142,11.789756839449147
71,dos,ver,313.8,10,0.25,0.5,0.25,0.3138,5.748755840298932,17.714400921284355,11.460011046454104
77,dos,ver,284.9,10,0.25,0.5,0.25,0.2849,5.652138241503862,16.878981011897608,10.999770751979703
92,dos,ver,312.3,10,0.25,0.5,0.25,0.3123,5.7439642642890325,17.67201177002777,11.436738937573473
117,dos,ver,293.5,10,0.25,0.5,0.25,0.2935,5.681877639268151,17.131841699011815,11.139430748728165
191,dos,ver,329.8,10,0.25,0.5,0.25,0.32980000000000004,5.7984864101254985,18.16039647144302,11.70436058105956
201,dos,ver,352.8,10,0.25,0.5,0.25,0.3528,5.865901324132636,18.782971010998235,12.043940971695998
246,dos,ver,355.2,10,0.25,0.5,0.25,0.3552,5.872681011118015,18.846750383023593,12.078631957215983
286,dos,ver,287.5,10,0.25,0.5,0.25,0.2875,5.661222860237405,16.95582495781317,11.042246513314561
296,dos,ver,290.0,10,0.25,0.5,0.25,0.29,5.66988092298052,17.029386365926403,11.082880522951328
317,dos,ver,258.5,10,0.25,0.5,0.25,0.2585,5.554895693948484,16.077935190813527,10.55521508872854
330,dos,ver,303.7,10,0.25,0.5,0.25,0.30369999999999997,5.716040372051703,17.42699056062176,11.302053100450436
351,dos,ver,339.2,10,0.25,0.5,0.25,0.3392,5.826589903917748,18.41738309315414,11.844743160626999
364,dos,ver,246.4,10,0.25,0.5,0.25,0.2464,5.506956231659364,15.697133496278868,10.342712088356876
393,dos,ver,289.4,10,0.25,0.5,0.25,0.2894,5.667809814197383,17.01176063786462,11.073146812108506
421,dos,ver,273.6,10,0.25,0.5,0.25,0.2736,5.611667185748395,16.540858502508268,10.812522035446282
434,dos,ver,253.9,10,0.25,0.5,0.25,0.2539,5.536940488710632,15.934239862635431,10.475117750172165
435,dos,ver,246.6,10,0.25,0.5,0.25,0.24659999999999999,5.507767590730244,15.70350279396288,10.346272792908128
488,dos,ver,274.0,10,0.25,0.5,0.25,0.274,5.6131281063880705,16.55294535724685,10.819225539604924
502,dos,ver,315.9,10,0.25,0.5,0.25,0.31589999999999996,5.7554257078080395,17.77357589231835,11.492484651014
520,dos,ver,299.4,10,0.25,0.5,0.25,0.2994,5.701780471985528,17.30317889868795,11.233886052833455
552,dos,ver,299.0,10,0.25,0.5,0.25,0.299,5.700443573390687,17.291616465790582,11.227516352670925
603,dos,ver,259.2,10,0.25,0.5,0.25,0.2592,5.557599964478119,16.099689437998485,10.567331668159868
56,sod,hor,297.4,10,0.25,-0.5,0.25,0.2974,5.6950780340260545,17.24528921183985,11.201988366993866
105,sod,hor,251.4,10,0.25,-0.5,0.25,0.2514,5.527045296156147,15.855598380382874,10.43123583545559
115,sod,hor,218.0,10,0.25,-0.5,0.25,0.218,5.384495062789089,14.7648230602334,9.81909495255171
125,sod,hor,280.9,10,0.25,-0.5,0.25,0.2809,5.637998734110198,16.76007159889241,10.933985331869206
127,sod,hor,289.2,10,0.25,-0.5,0.25,0.2892,5.66711849028461,17.00588133558505,11.06989966014574
139,sod,hor,374.0,10,0.25,-0.5,0.25,0.374,5.924255797414532,19.339079605813716,12.345827207025707
168,sod,hor,338.5,10,0.25,-0.5,0.25,0.3385,5.82452409235233,18.398369492974098,11.8343669275355
185,sod,hor,285.9,10,0.25,-0.5,0.25,0.2859,5.655642099328266,16.90857770482189,11.016133890124438
203,sod,hor,212.2,10,0.25,-0.5,0.25,0.2122,5.357529226179882,14.567086187704115,9.707404200546236
227,sod,hor,277.4,10,0.25,-0.5,0.25,0.2774,5.625460507880731,16.655329477377503,10.87597922701333
285,sod,hor,286.6,10,0.25,-0.5,0.25,0.2866,5.6580875153940715,16.92926460304759,11.027568488804569
315,sod,hor,227.2,10,0.25,-0.5,0.25,0.22719999999999999,5.4258306868469965,15.073154945133417,9.992804282712953
326,sod,hor,292.5,10,0.25,-0.5,0.25,0.2925,5.678464666671911,17.10263137648707,11.123313344977708
332,sod,hor,331.7,10,0.25,-0.5,0.25,0.3317,5.804230945953007,18.212632978237934,11.732919752790616
352,sod,hor,308.4,10,0.25,-0.5,0.25,0.30839999999999995,5.731397641689174,17.561321134812154,11.375928618606675
359,sod,hor,307.5,10,0.25,-0.5,0.25,0.3075,5.728475087246572,17.53567791675018,11.361832682473954
422,sod,hor,283.0,10,0.25,-0.5,0.25,0.283,5.645446897643238,16.822603841260722,10.968589441532059
424,sod,hor,264.2,10,0.25,-0.5,0.25,0.2642,5.576706392088225,16.25423021862309,10.653335900385649
437,sod,hor,255.1,10,0.25,-0.5,0.25,0.2551,5.541655625147766,15.971850237214221,10.496092717058575
510,sod,hor,267.8,10,0.25,-0.5,0.25,0.26780000000000004,5.5902404332570725,16.36459593146131,10.714680193742343
522,sod,hor,273.7,10,0.25,-0.5,0.25,0.2737,5.612032616046633,16.543881044059763,10.814198440202677
544,sod,hor,595.2,10,0.25,-0.5,0.25,0.5952000000000001,6.388897483518882,24.39672109116305,15.035869495620688
555,sod,hor,284.6,10,0.25,-0.5,0.25,0.2846,5.651084685655752,16.870091878825082,10.994855363982978
579,sod,hor,296.0,10,0.25,-0.5,0.25,0.296,5.69035945432406,17.204650534085253,11.179586435908686
5,sod,ver,303.1,10,0.25,-0.5,0.25,0.30310000000000004,5.714062784063757,17.40976737351766,11.292574927004143
65,sod,ver,223.6,10,0.25,-0.5,0.25,0.2236,5.409858741280944,14.953260514014994,9.925322225767257
75,sod,ver,308.1,10,0.25,-0.5,0.25,0.30810000000000004,5.730424405602622,17.5527775579821,11.371232607999511
111,sod,ver,295.7,10,0.25,-0.5,0.25,0.29569999999999996,5.689345426858432,17.19592975096142,11.174778089965695
112,sod,ver,271.3,10,0.25,-0.5,0.25,0.2713,5.603225219664886,16.47118696390761,10.773866935271236
113,sod,ver,270.4,10,0.25,-0.5,0.25,0.2704,5.599902344168809,16.443843832875572,10.758689679228747
128,sod,ver,270.9,10,0.25,-0.5,0.25,0.2709,5.6017497490910495,16.459040069214243,10.767125072570458
160,sod,ver,379.6,10,0.25,-0.5,0.25,0.37960000000000005,5.939118066735773,19.483326204732087,12.423916026737784
278,sod,ver,271.1,10,0.25,-0.5,0.25,0.2711,5.60248775650462,16.465114636709945,10.770496719834123
312,sod,ver,202.8,10,0.25,-0.5,0.25,0.2028,5.312220271717028,14.24078649513432,9.522590779788386
318,sod,ver,290.6,10,0.25,-0.5,0.25,0.2906,5.671947751136183,17.046993869888027,11.092602645662307
337,sod,ver,329.2,10,0.25,-0.5,0.25,0.3292,5.796665468802915,18.143869488066763,11.695322222502986
338,sod,ver,275.2,10,0.25,-0.5,0.25,0.2752,5.617498106059188,16.589153082662175,10.839302311265437
372,sod,ver,306.9,10,0.25,-0.5,0.25,0.30689999999999995,5.72652196162569,17.51856158478772,11.352422190845106
376,sod,ver,322.8,10,0.25,-0.5,0.25,0.32280000000000003,5.777032936395794,17.966635745180564,11.598317065217612
399,sod,ver,352.0,10,0.25,-0.5,0.25,0.352,5.863631175598097,18.76166303929372,12.032347128094244
405,sod,ver,300.8,10,0.25,-0.5,0.25,0.3008,5.706445592075685,17.34358671094304,11.256141500755227
414,sod,ver,184.8,10,0.25,-0.5,0.25,0.18480000000000002,5.2192741592075835,13.594116374373144,9.154406131886262
436,sod,ver,276.6,10,0.25,-0.5,0.25,0.2766,5.622572419230658,16.631295800387896,10.862661610085292
449,sod,ver,289.5,10,0.25,-0.5,0.25,0.2895,5.66815529701305,17.014699527173555,11.074769903585436
457,sod,ver,235.3,10,0.25,-0.5,0.25,0.2353,5.4608612957333165,15.339491516996253,10.142420906314642
493,sod,ver,281.5,10,0.25,-0.5,0.25,0.2815,5.640132447579745,16.777961735562517,10.94388737528379
495,sod,ver,270.4,10,0.25,-0.5,0.25,0.2704,5.599902344168809,16.443843832875572,10.758689679228747
539,sod,ver,318.5,10,0.25,-0.5,0.25,0.3185,5.763622475012218,17.84656829757475,11.532518332010776
6,val,hor,281.0,10,-0.75,-0.5,0.25,0.281,5.638354669333745,16.76305461424021,10.935636517523761
13,val,hor,306.2,10,-0.75,-0.5,0.25,0.30619999999999997,5.7242384832235835,17.49857137025763,11.341429886104713
16,val,hor,268.9,10,-0.75,-0.5,0.25,0.2689,5.5943395632748185,16.398170629676958,10.733329481361613
20,val,hor,298.1,10,-0.75,-0.5,0.25,0.29810000000000003,5.697429000684026,17.265572680916208,11.213166566197147
22,val,hor,247.1,10,-0.75,-0.5,0.25,0.2471,5.509793112994564,15.719414747375298,10.355167286329577
29,val,hor,309.8,10,-0.75,-0.5,0.25,0.3098,5.735926927982768,17.60113632695344,11.397808633386175
30,val,hor,283.4,10,-0.75,-0.5,0.25,0.2834,5.64685932725658,16.834488409215172,10.975163921110582
34,val,hor,285.5,10,-0.75,-0.5,0.25,0.2855,5.654242029096065,16.896745248715803,11.00959259540457
38,val,hor,255.8,10,-0.75,-0.5,0.25,0.2558,5.5443958891447425,15.993748778819805,10.508301888450417
45,val,hor,257.5,10,-0.75,-0.5,0.25,0.2575,5.551019720103791,16.046806535881213,10.537872873592931
46,val,hor,282.3,10,-0.75,-0.5,0.25,0.2823,5.642970335259443,16.80178561939177,10.957071215777564
47,val,hor,261.8,10,-0.75,-0.5,0.25,0.26180000000000003,5.5675808534758,16.180234856144704,10.612171917541263
53,val,hor,301.7,10,-0.75,-0.5,0.25,0.30169999999999997,5.709433146165015,17.369513522260778,11.270417096259033
54,val,hor,194.1,10,-0.75,-0.5,0.25,0.1941,5.268373490174964,13.93197760549449,9.347092255516902
55,val,hor,280.9,10,-0.75,-0.5,0.25,0.2809,5.637998734110198,16.76007159889241,10.933985331869206
59,val,hor,245.1,10,-0.75,-0.5,0.25,0.24509999999999998,5.501666290534067,15.655669899432601,10.319526842720602
60,val,hor,304.3,10,-0.75,-0.5,0.25,0.3043,5.718014056902925,17.444196742756603,11.311520498718156
62,val,hor,244.3,10,-0.75,-0.5,0.25,0.24430000000000002,5.498396978263695,15.630099167951558,10.305223791066801
63,val,hor,228.9,10,-0.75,-0.5,0.25,0.2289,5.433285226958521,15.129441496631658,10.02445684079345
64,val,hor,236.2,10,-0.75,-0.5,0.25,0.2362,5.464678903763262,15.368799562750501,10.158860775728837
66,val,hor,258.6,10,-0.75,-0.5,0.25,0.2586,5.555282466337757,16.081044742180154,10.55694718426878
67,val,hor,235.0,10,-0.75,-0.5,0.25,0.235,5.459585514144159,15.329709716755891,10.136932906371781
68,val,hor,227.4,10,-0.75,-0.5,0.25,0.22740000000000002,5.426710581316436,15.079787796915447,9.996535174837375
81,val,hor,272.3,10,-0.75,-0.5,0.25,0.2723,5.606904399679714,16.501515081955354,10.790696593150054
90,val,hor,384.9,10,-0.75,-0.5,0.25,0.38489999999999996,5.9529835602897005,19.618868468900033,12.497212901714963
91,val,hor,301.4,10,-0.75,-0.5,0.25,0.3014,5.708438286192395,17.360875553957523,11.265661292106683
93,val,hor,288.4,10,-0.75,-0.5,0.25,0.2884,5.664348405410794,16.982343772283023,11.056898106322667
97,val,hor,294.2,10,-0.75,-0.5,0.25,0.29419999999999996,5.6842598081673374,17.15225932639779,11.15069412728401
98,val,hor,271.8,10,-0.75,-0.5,0.25,0.2718,5.605066501717044,16.486357996840905,10.782286220527924
99,val,hor,249.9,10,-0.75,-0.5,0.25,0.2499,5.521060837840906,15.8082257068907,10.40478599342717
101,val,hor,262.5,10,-0.75,-0.5,0.25,0.2625,5.570251082031678,16.20185174601965,10.62420044287185
108,val,hor,266.8,10,-0.75,-0.5,0.25,0.26680000000000004,5.586499314041468,16.334013591276335,10.697687985382583
114,val,hor,282.6,10,-0.75,-0.5,0.25,0.2826,5.644032470250427,16.81071087134628,10.962009609513277
118,val,hor,263.6,10,-0.75,-0.5,0.25,0.2636,5.574432802628352,16.235762994081924,10.643065156578928
122,val,hor,250.5,10,-0.75,-0.5,0.25,0.2505,5.523458920524919,15.827191791344413,10.415376869931473
124,val,hor,286.2,10,-0.75,-0.5,0.25,0.2862,5.65669086712235,16.91744661584602,11.02103640396954
126,val,hor,251.0,10,-0.75,-0.5,0.25,0.251,5.5254529391317835,15.84297951775486,10.424191448739865
129,val,hor,256.8,10,-0.75,-0.5,0.25,0.25680000000000003,5.548297571815806,16.024980499208105,10.525710239320437
131,val,hor,305.1,10,-0.75,-0.5,0.25,0.30510000000000004,5.720639591722624,17.467111953611564,11.32412699282608
132,val,hor,251.8,10,-0.75,-0.5,0.25,0.2518,5.528635121610247,15.868207208125309,10.4382737718817
133,val,hor,538.2,10,-0.75,-0.5,0.25,0.5382,6.2882302382928055,23.199137915017445,14.407247416049195
135,val,hor,279.3,10,-0.75,-0.5,0.25,0.2793,5.632286472951131,16.71227094083865,10.907520198986475
137,val,hor,338.1,10,-0.75,-0.5,0.25,0.3381,5.823341709713841,18.387495751189178,11.828432103919925
141,val,hor,291.9,10,-0.75,-0.5,0.25,0.2919,5.676411277860069,17.085081211396098,11.113627670390036
142,val,hor,247.1,10,-0.75,-0.5,0.25,0.2471,5.509793112994564,15.719414747375298,10.355167286329577
143,val,hor,279.9,10,-0.75,-0.5,0.25,0.2799,5.634432396521408,16.730212192318422,10.917454827708506
145,val,hor,478.1,10,-0.75,-0.5,0.25,0.4781,6.169819915632058,21.865497936246502,13.701382506796595
152,val,hor,271.5,10,-0.75,-0.5,0.25,0.2715,5.60396213937399,16.47725705328408,10.777235720544704
166,val,hor,271.8,10,-0.75,-0.5,0.25,0.2718,5.605066501717044,16.486357996840905,10.782286220527924
178,val,hor,267.1,10,-0.75,-0.5,0.25,0.2671,5.587623120115915,16.343194302216443,10.702789492490494
183,val,hor,261.7,10,-0.75,-0.5,0.25,0.2617,5.5671988095361,16.17714437099453,10.610452045807687
189,val,hor,336.8,10,-0.75,-0.5,0.25,0.3368,5.819489282368171,18.35211159512714,11.809115959178193
192,val,hor,264.5,10,-0.75,-0.5,0.25,0.2645,5.577841251298354,16.263455967290593,10.65846623650701
196,val,hor,273.6,10,-0.75,-0.5,0.25,0.2736,5.611667185748395,16.540858502508268,10.812522035446282
197,val,hor,320.2,10,-0.75,-0.5,0.25,0.3202,5.768945800562614,17.894133116750865,11.558592552548676
198,val,hor,258.9,10,-0.75,-0.5,0.25,0.25889999999999996,5.556441886757492,16.090369790654282,10.562141158239578
204,val,hor,315.3,10,-0.75,-0.5,0.25,0.3153,5.7535245665510155,17.756688880531755,11.483219193829614
206,val,hor,283.2,10,-0.75,-0.5,0.25,0.2832,5.6461533618195645,16.828547174370104,10.971877349631626
217,val,hor,306.7,10,-0.75,-0.5,0.25,0.3067,5.725870071120206,17.51285242329187,11.349283006654728
219,val,hor,477.7,10,-0.75,-0.5,0.25,0.4777,6.168982920395917,21.85634919193963,13.69651816666939
224,val,hor,248.1,10,-0.75,-0.5,0.25,0.2481,5.513831890697755,15.751190431202335,10.37292523711783
228,val,hor,258.8,10,-0.75,-0.5,0.25,0.25880000000000003,5.556055562626746,16.087262041752165,10.560410218789572
230,val,hor,273.1,10,-0.75,-0.5,0.25,0.2731,5.609838028479659,16.52573750245356,10.804134715352975
232,val,hor,246.4,10,-0.75,-0.5,0.25,0.2464,5.506956231659364,15.697133496278868,10.342712088356876
239,val,hor,326.4,10,-0.75,-0.5,0.25,0.32639999999999997,5.788123623089952,18.066543665017942,11.65301729907547
250,val,hor,322.2,10,-0.75,-0.5,0.25,0.3222,5.7751724707428735,17.94993036198191,11.58916626835141
254,val,hor,311.4,10,-0.75,-0.5,0.25,0.31139999999999995,5.741078259399898,17.64652940382329,11.422744769310139
263,val,hor,328.3,10,-0.75,-0.5,0.25,0.32830000000000004,5.793927824507547,18.1190507477627,11.68174688308447
266,val,hor,288.0,10,-0.75,-0.5,0.25,0.288,5.662960480135946,16.97056274847714,11.050389542019335
271,val,hor,320.9,10,-0.75,-0.5,0.25,0.32089999999999996,5.771129548115811,17.91368192192772,11.569305827144309
272,val,hor,513.6,10,-0.75,-0.5,0.25,0.5136000000000001,6.2414447523757515,22.662744758744473,14.124106305692445
276,val,hor,284.8,10,-0.75,-0.5,0.25,0.2848,5.651787179537821,16.87601848778319,10.998132620577005
279,val,hor,220.5,10,-0.75,-0.5,0.25,0.2205,5.395897694886901,14.849242404917497,9.866709657921723
282,val,hor,263.4,10,-0.75,-0.5,0.25,0.26339999999999997,5.573673789309181,16.229602582934678,10.639638584603208
284,val,hor,312.7,10,-0.75,-0.5,0.25,0.3127,5.745244264463795,17.683325479106017,11.442951114567931
290,val,hor,247.0,10,-0.75,-0.5,0.25,0.247,5.5093883366279774,15.716233645501712,10.353389217208642
292,val,hor,228.5,10,-0.75,-0.5,0.25,0.2285,5.43153621033426,15.116216457830975,10.01702138947319
301,val,hor,340.3,10,-0.75,-0.5,0.25,0.3403,5.82982758150686,18.447222013083703,11.861023790657473
302,val,hor,304.9,10,-0.75,-0.5,0.25,0.3049,5.719983853994209,17.461385970191483,11.320977155266643
303,val,hor,262.9,10,-0.75,-0.5,0.25,0.26289999999999997,5.571773731735836,16.214191315017842,10.631065595519965
305,val,hor,344.1,10,-0.75,-0.5,0.25,0.3441,5.840932312803435,18.549932614432862,11.917034012831174
306,val,hor,278.1,10,-0.75,-0.5,0.25,0.2781,5.627980761239919,16.676330531624757,10.887614013749268
310,val,hor,327.3,10,-0.75,-0.5,0.25,0.32730000000000004,5.790877181507135,18.0914344373242,11.66663801821771
313,val,hor,294.5,10,-0.75,-0.5,0.25,0.2945,5.685279003091641,17.161002301730512,11.155516565932887
314,val,hor,231.9,10,-0.75,-0.5,0.25,0.2319,5.446306244261486,15.228263197095066,10.079985797640374
321,val,hor,238.8,10,-0.75,-0.5,0.25,0.2388,5.475626381518447,15.453155017665487,10.206152118566845
322,val,hor,247.9,10,-0.75,-0.5,0.25,0.2479,5.513025439041145,15.744840424723268,10.369376948345714
328,val,hor,358.6,10,-0.75,-0.5,0.25,0.35860000000000003,5.8822075611710325,18.936736783300336,12.127547285567433
334,val,hor,332.5,10,-0.75,-0.5,0.25,0.3325,5.806639860095909,18.23458252881047,11.744916486487043
339,val,hor,349.8,10,-0.75,-0.5,0.25,0.3498,5.857361562584502,18.70294094520966,12.000385617147412
341,val,hor,277.5,10,-0.75,-0.5,0.25,0.2775,5.625820933186489,16.658331248957683,10.877642373529277
343,val,hor,319.1,10,-0.75,-0.5,0.25,0.31910000000000005,5.765504533284198,17.863370342687297,11.541730127196749
348,val,hor,253.9,10,-0.75,-0.5,0.25,0.2539,5.536940488710632,15.934239862635431,10.475117750172165
356,val,hor,311.1,10,-0.75,-0.5,0.25,0.31110000000000004,5.740114403903592,17.638027100557476,11.418074872624983
362,val,hor,528.6,10,-0.75,-0.5,0.25,0.5286000000000001,6.2702320021701885,22.99130270341374,14.297658249285249
363,val,hor,263.1,10,-0.75,-0.5,0.25,0.2631,5.572534188046247,16.220357579289058,10.634495916700036
366,val,hor,288.3,10,-0.75,-0.5,0.25,0.2883,5.664001604644357,16.97939928266015,11.055271452756656
367,val,hor,469.9,10,-0.75,-0.5,0.25,0.4699,6.15251990610877,21.677176937968653,13.601190830941501
369,val,hor,238.4,10,-0.75,-0.5,0.25,0.2384,5.473949935191195,15.440207252495027,10.19889589053665
371,val,hor,255.1,10,-0.75,-0.5,0.25,0.2551,5.541655625147766,15.971850237214221,10.496092717058575
373,val,hor,253.2,10,-0.75,-0.5,0.25,0.2532,5.534179690270021,15.912259424732868,10.462855985754535
374,val,hor,287.2,10,-0.75,-0.5,0.25,0.2872,5.660178837174069,16.946976131451887,11.03735678175437
379,val,hor,296.0,10,-0.75,-0.5,0.25,0.296,5.69035945432406,17.204650534085253,11.179586435908686
382,val,hor,244.5,10,-0.75,-0.5,0.25,0.2445,5.499215308914927,15.636495771111889,10.308802079104204
